TABLE=023 | AREA=Phường Bình Lộc | SECTION=non-agricultural | SEGMENTS=1
P=0842 | X=0415.340-0431.980 | Y=0557.890-0567.210 | 880
P=0842 | X=0451.610-0468.250 | Y=0557.890-0567.210 | 620
P=0842 | X=0505.390-0522.030 | Y=0557.890-0567.210 | 530
P=0842 | X=0112.610-0343.690 | Y=0567.530-0578.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0842 | X=0112.610-0389.800 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0842 | X=0112.610-0387.090 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Song
P=0842 | X=0112.610-0400.310 | Y=0614.330-0625.570 | hành đoạn từ Bệnh viện đa khoa huyện Xuân Lộc cũ đến Đường
P=0842 | X=0112.610-0383.070 | Y=0625.870-0637.110 | Xuân Hiệp 12 có hiện trạng là đường nhựa, bê tông xi măng:
P=0842 | X=0092.660-0344.160 | Y=0643.390-0657.470 | 430 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0842 | X=0415.340-0431.980 | Y=0648.150-0657.470 | 630
P=0842 | X=0451.610-0468.250 | Y=0648.150-0657.470 | 440
P=0842 | X=0505.390-0522.030 | Y=0648.150-0657.470 | 380
P=0842 | X=0112.610-0399.510 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0842 | X=0112.610-0173.730 | Y=0672.430-0683.670 | đến ≤1.000m.
P=0842 | X=0112.610-0335.780 | Y=0689.950-0701.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0842 | X=0092.660-0387.090 | Y=0707.730-0718.970 | 431 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Song
P=0842 | X=0415.340-0431.980 | Y=0709.620-0718.940 | 500
P=0842 | X=0451.610-0468.250 | Y=0709.620-0718.940 | 350
P=0842 | X=0505.390-0522.030 | Y=0709.620-0718.940 | 300
P=0843 | X=0112.610-0400.310 | Y=0072.500-0083.740 | hành đoạn từ Bệnh viện đa khoa huyện Xuân Lộc cũ đến Đường
P=0843 | X=0112.610-0383.100 | Y=0084.020-0095.260 | Xuân Hiệp 12 có hiện trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0112.610-0398.420 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0843 | X=0112.610-0336.250 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0843 | X=0112.610-0397.870 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0843 | X=0112.610-0393.260 | Y=0148.370-0159.610 | Đường Song hành đoạn từ Bệnh viện đa khoa huyện Xuân Lộc
P=0843 | X=0112.610-0387.340 | Y=0159.650-0170.890 | cũ đến Đường Xuân Hiệp 12 có hiện trạng là đường nhựa, bê
P=0843 | X=0092.660-0172.770 | Y=0171.170-0182.610 | 432 tông xi măng:
P=0843 | X=0415.340-0431.980 | Y=0173.290-0182.610 | 790
P=0843 | X=0451.610-0468.250 | Y=0173.290-0182.610 | 550
P=0843 | X=0505.390-0522.030 | Y=0173.290-0182.610 | 470
P=0843 | X=0112.610-0343.690 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0843 | X=0112.610-0389.800 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0843 | X=0112.610-0397.870 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0843 | X=0112.610-0393.260 | Y=0235.510-0246.750 | Đường Song hành đoạn từ Bệnh viện đa khoa huyện Xuân Lộc
P=0843 | X=0112.610-0387.340 | Y=0247.030-0258.270 | cũ đến Đường Xuân Hiệp 12 có hiện trạng là đường nhựa, bê
P=0843 | X=0112.610-0172.770 | Y=0258.550-0269.790 | tông xi măng:
P=0843 | X=0092.660-0344.160 | Y=0275.070-0287.310 | 433 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0843 | X=0415.340-0431.980 | Y=0275.070-0284.390 | 570
P=0843 | X=0451.610-0468.250 | Y=0275.070-0284.390 | 400
P=0843 | X=0505.390-0522.030 | Y=0275.070-0284.390 | 340
P=0843 | X=0112.610-0399.500 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0843 | X=0112.610-0173.730 | Y=0305.140-0316.380 | đến ≤1.000m.
P=0843 | X=0112.610-0335.780 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0843 | X=0112.610-0397.870 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0843 | X=0112.610-0393.260 | Y=0351.700-0362.940 | Đường Song hành đoạn từ Bệnh viện đa khoa huyện Xuân Lộc
P=0843 | X=0112.610-0387.340 | Y=0363.220-0374.460 | cũ đến Đường Xuân Hiệp 12 có hiện trạng là đường nhựa, bê
P=0843 | X=0092.660-0172.770 | Y=0374.760-0386.200 | 434 tông xi măng:
P=0843 | X=0415.340-0431.980 | Y=0376.880-0386.200 | 450
P=0843 | X=0451.610-0468.250 | Y=0376.880-0386.200 | 320
P=0843 | X=0505.390-0522.030 | Y=0376.880-0386.200 | 270
P=0843 | X=0112.610-0398.420 | Y=0392.280-0403.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0843 | X=0112.610-0336.250 | Y=0409.800-0421.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0843 | X=0212.710-0270.670 | Y=0427.560-0438.800 | Đường Song
P=0843 | X=0286.660-0399.100 | Y=0427.560-0438.800 | Đường Xuân Hiệp - Lang
P=0843 | X=0092.660-0207.760 | Y=0433.320-0444.560 | 435 Đường Xuân Hiệp 17
P=0843 | X=0407.180-0432.230 | Y=0435.200-0444.520 | 1.400
P=0843 | X=0451.610-0468.250 | Y=0435.200-0444.520 | 980
P=0843 | X=0505.390-0522.030 | Y=0435.200-0444.520 | 840
P=0843 | X=0212.710-0234.870 | Y=0440.960-0450.280 | hành
P=0843 | X=0286.660-0308.570 | Y=0440.960-0450.280 | Minh
P=0843 | X=0112.610-0386.850 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0843 | X=0112.610-0404.620 | Y=0468.380-0479.620 | Hiệp 17 đoạn từ Đường Song hành đến Đường Xuân Hiệp - Lang
P=0843 | X=0112.610-0343.940 | Y=0479.900-0491.140 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0092.660-0109.300 | Y=0487.780-0497.100 | 436
P=0843 | X=0415.340-0431.980 | Y=0487.780-0497.100 | 710
P=0843 | X=0451.610-0468.250 | Y=0487.780-0497.100 | 500
P=0843 | X=0505.390-0522.030 | Y=0487.780-0497.100 | 430
P=0843 | X=0112.610-0343.690 | Y=0497.420-0508.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0843 | X=0112.610-0389.800 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0843 | X=0112.610-0386.850 | Y=0532.490-0543.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0843 | X=0112.610-0404.620 | Y=0544.010-0555.250 | Hiệp 17 đoạn từ Đường Song hành đến Đường Xuân Hiệp - Lang
P=0843 | X=0112.610-0343.940 | Y=0555.530-0566.770 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0092.660-0344.160 | Y=0573.050-0587.370 | 437 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0843 | X=0415.340-0431.980 | Y=0578.050-0587.370 | 590
P=0843 | X=0451.610-0468.250 | Y=0578.050-0587.370 | 410
P=0843 | X=0505.390-0522.030 | Y=0578.050-0587.370 | 350
P=0843 | X=0112.610-0399.500 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0843 | X=0112.610-0173.730 | Y=0602.090-0613.330 | đến ≤1.000m.
P=0843 | X=0112.610-0335.780 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0843 | X=0112.610-0386.850 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0843 | X=0112.610-0404.620 | Y=0648.910-0660.150 | Hiệp 17 đoạn từ Đường Song hành đến Đường Xuân Hiệp - Lang
P=0843 | X=0112.610-0343.940 | Y=0660.430-0671.670 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0843 | X=0092.660-0109.300 | Y=0668.310-0677.630 | 438
P=0843 | X=0415.340-0431.980 | Y=0668.310-0677.630 | 470
P=0843 | X=0451.610-0468.250 | Y=0668.310-0677.630 | 330
P=0843 | X=0505.390-0522.030 | Y=0668.310-0677.630 | 280
P=0843 | X=0112.610-0398.420 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0843 | X=0112.610-0336.250 | Y=0695.470-0706.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0844 | X=0112.610-0397.870 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0844 | X=0112.610-0384.460 | Y=0090.020-0101.260 | Đường Xuân Hiệp 17 đoạn từ Đường Song hành đến Đường
P=0844 | X=0112.610-0393.790 | Y=0101.540-0112.780 | Xuân Hiệp - Lang Minh có hiện trạng là đường nhựa, bê tông xi
P=0844 | X=0092.660-0140.610 | Y=0113.060-0124.500 | 439 măng:
P=0844 | X=0415.340-0431.980 | Y=0115.180-0124.500 | 640
P=0844 | X=0451.610-0468.250 | Y=0115.180-0124.500 | 450
P=0844 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 380
P=0844 | X=0112.610-0343.690 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0844 | X=0112.610-0389.800 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0844 | X=0112.610-0397.870 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0844 | X=0112.610-0384.460 | Y=0177.170-0188.410 | Đường Xuân Hiệp 17 đoạn từ Đường Song hành đến Đường
P=0844 | X=0112.610-0393.790 | Y=0188.690-0199.930 | Xuân Hiệp - Lang Minh có hiện trạng là đường nhựa, bê tông xi
P=0844 | X=0112.610-0140.610 | Y=0200.230-0211.470 | măng:
P=0844 | X=0092.660-0344.160 | Y=0216.990-0228.990 | 440 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0844 | X=0415.340-0431.980 | Y=0216.990-0226.310 | 530
P=0844 | X=0451.610-0468.250 | Y=0216.990-0226.310 | 370
P=0844 | X=0505.390-0522.030 | Y=0216.990-0226.310 | 320
P=0844 | X=0112.610-0399.500 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0844 | X=0112.610-0173.730 | Y=0246.790-0258.030 | đến ≤1.000m.
P=0844 | X=0112.610-0335.800 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0844 | X=0112.610-0397.870 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0844 | X=0112.610-0384.460 | Y=0293.620-0304.860 | Đường Xuân Hiệp 17 đoạn từ Đường Song hành đến Đường
P=0844 | X=0112.610-0393.790 | Y=0305.140-0316.380 | Xuân Hiệp - Lang Minh có hiện trạng là đường nhựa, bê tông xi
P=0844 | X=0092.660-0140.610 | Y=0316.660-0328.100 | 441 măng:
P=0844 | X=0415.340-0431.980 | Y=0318.780-0328.100 | 420
P=0844 | X=0451.610-0468.250 | Y=0318.780-0328.100 | 290
P=0844 | X=0505.390-0522.030 | Y=0318.780-0328.100 | 250
P=0844 | X=0112.610-0398.440 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0844 | X=0112.610-0336.250 | Y=0351.460-0362.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0844 | X=0112.610-0199.990 | Y=0369.240-0380.480 | Đường Xuân Hiệp -
P=0844 | X=0092.660-0109.300 | Y=0376.880-0386.200 | 442
P=0844 | X=0212.710-0255.780 | Y=0376.880-0386.200 | Quốc lộ 1
P=0844 | X=0286.660-0351.710 | Y=0376.880-0386.200 | Cầu Sông Ray
P=0844 | X=0407.180-0432.230 | Y=0376.880-0386.200 | 2.100
P=0844 | X=0443.450-0468.500 | Y=0376.880-0386.200 | 1.500
P=0844 | X=0497.230-0522.280 | Y=0376.880-0386.200 | 1.300
P=0844 | X=0112.610-0159.490 | Y=0382.640-0391.960 | Lang Minh
P=0844 | X=0112.610-0386.850 | Y=0398.520-0409.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0844 | X=0112.610-0394.060 | Y=0410.040-0421.280 | Hiệp - Lang Minh đoạn từ Quốc lộ 1 đến Cầu Sông Ray có hiện
P=0844 | X=0112.610-0284.390 | Y=0421.560-0432.800 | trạng là đường nhựa, bê tông xi măng:
P=0844 | X=0092.660-0109.300 | Y=0429.440-0438.760 | 443
P=0844 | X=0415.340-0431.980 | Y=0429.440-0438.760 | 990
P=0844 | X=0451.610-0468.250 | Y=0429.440-0438.760 | 690
P=0844 | X=0505.390-0522.030 | Y=0429.440-0438.760 | 590
P=0844 | X=0112.610-0343.690 | Y=0439.080-0450.320 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0844 | X=0112.610-0389.800 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0844 | X=0112.610-0386.850 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0844 | X=0112.610-0394.060 | Y=0485.900-0497.140 | Hiệp - Lang Minh đoạn từ Quốc lộ 1 đến Cầu Sông Ray có hiện
P=0844 | X=0112.610-0284.390 | Y=0497.420-0508.660 | trạng là đường nhựa, bê tông xi măng:
P=0844 | X=0092.660-0344.160 | Y=0514.940-0529.020 | 444 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0844 | X=0415.340-0431.980 | Y=0519.700-0529.020 | 710
P=0844 | X=0451.610-0468.250 | Y=0519.700-0529.020 | 500
P=0844 | X=0505.390-0522.030 | Y=0519.700-0529.020 | 430
P=0844 | X=0112.610-0399.500 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0844 | X=0112.610-0173.730 | Y=0543.770-0555.010 | đến ≤1.000m.
P=0844 | X=0112.610-0335.780 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0844 | X=0112.610-0386.850 | Y=0579.050-0590.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0844 | X=0112.610-0394.060 | Y=0590.570-0601.810 | Hiệp - Lang Minh đoạn từ Quốc lộ 1 đến Cầu Sông Ray có hiện
P=0844 | X=0112.610-0284.390 | Y=0602.090-0613.330 | trạng là đường nhựa, bê tông xi măng:
P=0844 | X=0092.660-0109.300 | Y=0609.970-0619.290 | 445
P=0844 | X=0415.340-0431.980 | Y=0609.970-0619.290 | 570
P=0844 | X=0451.610-0468.250 | Y=0609.970-0619.290 | 400
P=0844 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 340
P=0844 | X=0112.610-0398.420 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0844 | X=0112.610-0336.260 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0844 | X=0112.610-0397.870 | Y=0654.910-0666.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0844 | X=0112.610-0398.870 | Y=0666.430-0677.670 | Đường Xuân Hiệp - Lang Minh đoạn từ Quốc lộ 1 đến Cầu Sông
P=0844 | X=0092.660-0340.090 | Y=0676.950-0689.190 | 446 Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=0844 | X=0415.340-0431.980 | Y=0676.950-0686.270 | 890
P=0844 | X=0451.610-0468.250 | Y=0676.950-0686.270 | 620
P=0844 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 530
P=0844 | X=0112.610-0343.690 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0845 | X=0112.610-0389.800 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0845 | X=0112.610-0397.870 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0845 | X=0112.610-0398.870 | Y=0107.780-0119.020 | Đường Xuân Hiệp - Lang Minh đoạn từ Quốc lộ 1 đến Cầu Sông
P=0845 | X=0112.610-0340.090 | Y=0119.330-0130.570 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=0845 | X=0092.660-0344.160 | Y=0136.850-0150.930 | 447 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0845 | X=0415.340-0431.980 | Y=0141.610-0150.930 | 640
P=0845 | X=0451.610-0468.250 | Y=0141.610-0150.930 | 450
P=0845 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 380
P=0845 | X=0112.610-0399.500 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0845 | X=0112.610-0173.730 | Y=0165.650-0176.890 | đến ≤1.000m.
P=0845 | X=0112.610-0335.780 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0845 | X=0112.610-0397.870 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0845 | X=0112.610-0398.870 | Y=0212.470-0223.710 | Đường Xuân Hiệp - Lang Minh đoạn từ Quốc lộ 1 đến Cầu Sông
P=0845 | X=0112.610-0340.090 | Y=0223.990-0235.230 | Ray có hiện trạng là đường nhựa, bê tông xi măng:
P=0845 | X=0092.660-0109.300 | Y=0231.870-0241.190 | 448
P=0845 | X=0415.340-0431.980 | Y=0231.870-0241.190 | 510
P=0845 | X=0451.610-0468.250 | Y=0231.870-0241.190 | 360
P=0845 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 310
P=0845 | X=0112.610-0398.420 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0845 | X=0112.610-0336.250 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0845 | X=0212.710-0270.670 | Y=0276.790-0288.030 | Đường Song
P=0845 | X=0286.660-0399.100 | Y=0276.790-0288.030 | Đường Xuân Hiệp - Lang
P=0845 | X=0092.660-0207.760 | Y=0282.580-0293.820 | 449 Đường Xuân Hiệp 16
P=0845 | X=0407.180-0432.230 | Y=0284.460-0293.780 | 1.400
P=0845 | X=0451.610-0468.250 | Y=0284.460-0293.780 | 980
P=0845 | X=0505.390-0522.030 | Y=0284.460-0293.780 | 840
P=0845 | X=0212.710-0234.870 | Y=0290.220-0299.540 | hành
P=0845 | X=0286.660-0308.570 | Y=0290.220-0299.540 | Minh
P=0845 | X=0112.610-0386.850 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0845 | X=0112.610-0404.620 | Y=0317.620-0328.860 | Hiệp 16 đoạn từ Đường Song hành đến Đường Xuân Hiệp - Lang
P=0845 | X=0112.610-0343.940 | Y=0329.140-0340.380 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0845 | X=0092.660-0109.300 | Y=0337.020-0346.340 | 450
P=0845 | X=0415.340-0431.980 | Y=0337.020-0346.340 | 710
P=0845 | X=0451.610-0468.250 | Y=0337.020-0346.340 | 500
P=0845 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 430
P=0845 | X=0112.610-0343.690 | Y=0346.660-0357.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0845 | X=0112.610-0389.800 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0845 | X=0112.610-0386.850 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0845 | X=0112.610-0404.620 | Y=0393.240-0404.480 | Hiệp 16 đoạn từ Đường Song hành đến Đường Xuân Hiệp - Lang
P=0845 | X=0112.610-0343.940 | Y=0404.760-0416.000 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0845 | X=0092.660-0344.160 | Y=0422.280-0436.600 | 451 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0845 | X=0415.340-0431.980 | Y=0427.280-0436.600 | 590
P=0845 | X=0451.610-0468.250 | Y=0427.280-0436.600 | 410
P=0845 | X=0505.390-0522.030 | Y=0427.280-0436.600 | 350
P=0845 | X=0112.610-0399.500 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0845 | X=0112.610-0173.730 | Y=0451.340-0462.580 | đến ≤1.000m.
P=0845 | X=0112.610-0335.780 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0845 | X=0112.610-0386.850 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0845 | X=0112.610-0404.620 | Y=0498.140-0509.380 | Hiệp 16 đoạn từ Đường Song hành đến Đường Xuân Hiệp - Lang
P=0845 | X=0112.610-0343.940 | Y=0509.660-0520.900 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0845 | X=0092.660-0109.300 | Y=0517.540-0526.860 | 452
P=0845 | X=0415.340-0431.980 | Y=0517.540-0526.860 | 470
P=0845 | X=0451.610-0468.250 | Y=0517.540-0526.860 | 330
