TABLE=019 | AREA=Phường Long Khánh | SECTION=non-agricultural | SEGMENTS=1
P=0666 | X=0106.850-0411.500 | Y=0631.870-0643.110 | Châu đoạn từ Đường Phan Chu Trinh đến Đường Thích Quảng Đức
P=0666 | X=0106.850-0313.700 | Y=0643.390-0654.630 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0666 | X=0090.020-0106.660 | Y=0651.270-0660.590 | 452
P=0666 | X=0424.970-0450.020 | Y=0651.270-0660.590 | 1.300
P=0666 | X=0469.370-0486.010 | Y=0651.270-0660.590 | 910
P=0666 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 780
P=0666 | X=0106.850-0384.260 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0666 | X=0106.850-0330.490 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0666 | X=0106.850-0392.110 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0666 | X=0090.020-0106.660 | Y=0703.860-0713.180 | 453
P=0666 | X=0424.970-0450.020 | Y=0703.860-0713.180 | 1.800
P=0666 | X=0461.210-0486.260 | Y=0703.860-0713.180 | 1.300
P=0666 | X=0497.230-0522.280 | Y=0703.860-0713.180 | 1.100
P=0666 | X=0106.850-0407.030 | Y=0707.730-0718.970 | Đường Phan Bội Châu đoạn từ Đường Phan Chu Trinh đến Đường
P=0667 | X=0106.850-0396.030 | Y=0072.500-0083.740 | Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0667 | X=0106.850-0329.760 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0667 | X=0106.850-0384.020 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0667 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0667 | X=0106.850-0407.030 | Y=0136.850-0148.090 | Đường Phan Bội Châu đoạn từ Đường Phan Chu Trinh đến Đường
P=0667 | X=0106.850-0396.030 | Y=0148.370-0159.610 | Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0667 | X=0090.020-0330.020 | Y=0165.650-0179.970 | 454 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0667 | X=0424.970-0450.020 | Y=0170.650-0179.970 | 1.400
P=0667 | X=0469.370-0486.010 | Y=0170.650-0179.970 | 980
P=0667 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 840
P=0667 | X=0106.850-0413.270 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0667 | X=0106.850-0140.370 | Y=0194.690-0205.930 | ≤600m.
P=0667 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0667 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0667 | X=0106.850-0407.030 | Y=0241.510-0252.750 | Đường Phan Bội Châu đoạn từ Đường Phan Chu Trinh đến Đường
P=0667 | X=0106.850-0396.060 | Y=0253.030-0264.270 | Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0667 | X=0090.020-0106.660 | Y=0260.910-0270.230 | 455
P=0667 | X=0424.970-0450.020 | Y=0260.910-0270.230 | 1.200
P=0667 | X=0469.370-0486.010 | Y=0260.910-0270.230 | 840
P=0667 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 720
P=0667 | X=0106.850-0384.260 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0667 | X=0106.850-0333.140 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0667 | X=0322.200-0407.990 | Y=0305.860-0317.100 | Đường Cách mạng
P=0667 | X=0090.020-0205.330 | Y=0313.500-0322.820 | 456 Nguyễn Thị Minh Khai
P=0667 | X=0235.540-0290.090 | Y=0313.500-0322.820 | Nguyễn Trãi
P=0667 | X=0424.970-0450.020 | Y=0313.500-0322.820 | 4.600
P=0667 | X=0461.210-0486.260 | Y=0313.500-0322.820 | 3.200
P=0667 | X=0497.230-0522.280 | Y=0313.500-0322.820 | 2.800
P=0667 | X=0322.200-0355.640 | Y=0319.260-0328.580 | tháng 8
P=0667 | X=0106.850-0399.340 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Nguyễn Thị Minh
P=0667 | X=0106.850-0400.540 | Y=0346.660-0357.900 | Khai đoạn từ Nguyễn Trãi đến Đường Cách mạng tháng 8 có hiện
P=0667 | X=0106.850-0278.630 | Y=0357.940-0369.180 | trạng là đường nhựa, bê tông xi măng:
P=0667 | X=0090.020-0106.660 | Y=0365.820-0375.140 | 457
P=0667 | X=0424.970-0450.020 | Y=0365.820-0375.140 | 2.200
P=0667 | X=0461.210-0486.260 | Y=0365.820-0375.140 | 1.500
P=0667 | X=0497.230-0522.280 | Y=0365.820-0375.140 | 1.300
P=0667 | X=0106.850-0329.760 | Y=0375.480-0386.720 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0667 | X=0106.850-0384.020 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0667 | X=0106.850-0399.340 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Nguyễn Thị Minh
P=0667 | X=0106.850-0400.540 | Y=0422.280-0433.520 | Khai đoạn từ Nguyễn Trãi đến Đường Cách mạng tháng 8 có hiện
P=0667 | X=0106.850-0278.630 | Y=0433.800-0445.040 | trạng là đường nhựa, bê tông xi măng:
P=0667 | X=0090.020-0330.020 | Y=0451.340-0465.420 | 458 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0667 | X=0424.970-0450.020 | Y=0456.100-0465.420 | 1.800
P=0667 | X=0461.210-0486.260 | Y=0456.100-0465.420 | 1.300
P=0667 | X=0497.230-0522.280 | Y=0456.100-0465.420 | 1.100
P=0667 | X=0106.850-0413.270 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0667 | X=0106.850-0140.370 | Y=0480.380-0491.620 | ≤600m.
P=0667 | X=0106.850-0330.020 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0667 | X=0106.850-0399.340 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Nguyễn Thị Minh
P=0667 | X=0106.850-0400.540 | Y=0527.180-0538.420 | Khai đoạn từ Nguyễn Trãi đến Đường Cách mạng tháng 8 có hiện
P=0667 | X=0106.850-0278.630 | Y=0538.490-0549.730 | trạng là đường nhựa, bê tông xi măng:
P=0667 | X=0090.020-0106.660 | Y=0546.370-0555.690 | 459
P=0667 | X=0424.970-0450.020 | Y=0546.370-0555.690 | 1.300
P=0667 | X=0469.370-0486.010 | Y=0546.370-0555.690 | 910
P=0667 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 780
P=0667 | X=0106.850-0384.260 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0667 | X=0106.850-0330.490 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0667 | X=0106.850-0392.110 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0667 | X=0106.850-0407.740 | Y=0602.810-0614.050 | Nguyễn Thị Minh Khai đoạn từ Nguyễn Trãi đến Đường Cách mạng
P=0667 | X=0106.850-0349.930 | Y=0614.330-0625.570 | tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0667 | X=0090.020-0106.660 | Y=0622.230-0631.550 | 460
P=0667 | X=0424.970-0450.020 | Y=0622.230-0631.550 | 2.000
P=0667 | X=0461.210-0486.260 | Y=0622.230-0631.550 | 1.400
P=0667 | X=0497.230-0522.280 | Y=0622.230-0631.550 | 1.200
P=0667 | X=0106.850-0329.760 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0667 | X=0106.850-0384.020 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0667 | X=0106.850-0392.110 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0667 | X=0106.850-0407.740 | Y=0678.670-0689.910 | Nguyễn Thị Minh Khai đoạn từ Nguyễn Trãi đến Đường Cách mạng
P=0667 | X=0090.020-0349.930 | Y=0689.190-0701.430 | 461 tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0667 | X=0424.970-0450.020 | Y=0689.190-0698.510 | 1.600
P=0667 | X=0461.210-0486.260 | Y=0689.190-0698.510 | 1.100
P=0667 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 960
P=0667 | X=0106.850-0330.020 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0668 | X=0106.850-0413.270 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0668 | X=0106.850-0140.370 | Y=0090.020-0101.260 | ≤600m.
P=0668 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0668 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0668 | X=0106.850-0407.740 | Y=0136.850-0148.090 | Nguyễn Thị Minh Khai đoạn từ Nguyễn Trãi đến Đường Cách mạng
P=0668 | X=0106.850-0349.930 | Y=0148.370-0159.610 | tháng 8 có hiện trạng là đường nhựa, bê tông xi măng:
P=0668 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 462
P=0668 | X=0424.970-0450.020 | Y=0156.250-0165.570 | 1.200
P=0668 | X=0469.370-0486.010 | Y=0156.250-0165.570 | 840
P=0668 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 720
P=0668 | X=0106.850-0384.260 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0668 | X=0106.850-0333.140 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0668 | X=0235.540-0386.140 | Y=0200.950-0212.190 | Đường Cách mạng Đường Hồ Thị
P=0668 | X=0090.020-0205.330 | Y=0208.590-0217.910 | 463 Nguyễn Thị Minh Khai
P=0668 | X=0419.450-0450.020 | Y=0208.590-0217.910 | 10.100
P=0668 | X=0461.210-0486.260 | Y=0208.590-0217.910 | 7.100
P=0668 | X=0497.230-0522.280 | Y=0208.590-0217.910 | 6.100
P=0668 | X=0322.200-0353.950 | Y=0212.470-0223.710 | Hương
P=0668 | X=0235.540-0268.980 | Y=0214.350-0223.670 | tháng 8
P=0668 | X=0106.850-0399.340 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Nguyễn Thị Minh
P=0668 | X=0106.850-0409.180 | Y=0241.750-0252.990 | Khai đoạn từ Đường Cách mạng tháng 8 đến Đường Hồ Thị Hương
P=0668 | X=0106.850-0313.700 | Y=0253.270-0264.510 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0668 | X=0090.020-0106.660 | Y=0261.150-0270.470 | 464
P=0668 | X=0424.970-0450.020 | Y=0261.150-0270.470 | 4.200
P=0668 | X=0461.210-0486.260 | Y=0261.150-0270.470 | 2.900
P=0668 | X=0497.230-0522.280 | Y=0261.150-0270.470 | 2.500
P=0668 | X=0106.850-0329.760 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0668 | X=0106.850-0384.020 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0668 | X=0106.850-0399.340 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Nguyễn Thị Minh
P=0668 | X=0106.850-0409.180 | Y=0317.620-0328.860 | Khai đoạn từ Đường Cách mạng tháng 8 đến Đường Hồ Thị Hương
P=0668 | X=0106.850-0313.700 | Y=0329.140-0340.380 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0668 | X=0090.020-0330.020 | Y=0346.660-0360.740 | 465 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0668 | X=0424.970-0450.020 | Y=0351.420-0360.740 | 3.500
P=0668 | X=0461.210-0486.260 | Y=0351.420-0360.740 | 2.500
P=0668 | X=0497.230-0522.280 | Y=0351.420-0360.740 | 2.100
P=0668 | X=0106.850-0413.270 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0668 | X=0106.850-0140.370 | Y=0375.480-0386.720 | ≤600m.
P=0668 | X=0106.850-0330.030 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0668 | X=0106.850-0399.340 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Nguyễn Thị Minh
P=0668 | X=0106.850-0409.180 | Y=0422.280-0433.520 | Khai đoạn từ Đường Cách mạng tháng 8 đến Đường Hồ Thị Hương
P=0668 | X=0106.850-0313.700 | Y=0433.800-0445.040 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0668 | X=0090.020-0106.660 | Y=0441.680-0451.000 | 466
P=0668 | X=0424.970-0450.020 | Y=0441.680-0451.000 | 2.400
P=0668 | X=0461.210-0486.260 | Y=0441.680-0451.000 | 1.700
P=0668 | X=0497.230-0522.280 | Y=0441.680-0451.000 | 1.400
P=0668 | X=0106.850-0384.290 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0668 | X=0106.850-0330.490 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0668 | X=0106.850-0392.110 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0668 | X=0106.850-0386.380 | Y=0498.140-0509.380 | Nguyễn Thị Minh Khai đoạn từ Đường Cách mạng tháng 8 đến
P=0668 | X=0106.850-0414.770 | Y=0509.660-0520.900 | Đường Hồ Thị Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0668 | X=0090.020-0106.660 | Y=0517.540-0526.860 | 467
P=0668 | X=0424.970-0450.020 | Y=0517.540-0526.860 | 3.800
P=0668 | X=0461.210-0486.260 | Y=0517.540-0526.860 | 2.700
P=0668 | X=0497.230-0522.280 | Y=0517.540-0526.860 | 2.300
P=0668 | X=0106.850-0329.760 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0668 | X=0106.850-0384.020 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0668 | X=0106.850-0392.110 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0668 | X=0106.850-0386.380 | Y=0573.770-0585.010 | Nguyễn Thị Minh Khai đoạn từ Đường Cách mạng tháng 8 đến
P=0668 | X=0106.850-0414.740 | Y=0585.290-0596.530 | Đường Hồ Thị Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0668 | X=0090.020-0330.020 | Y=0602.810-0617.130 | 468 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0668 | X=0424.970-0450.020 | Y=0607.810-0617.130 | 3.200
P=0668 | X=0461.210-0486.260 | Y=0607.810-0617.130 | 2.200
P=0668 | X=0497.230-0522.280 | Y=0607.810-0617.130 | 1.900
P=0668 | X=0106.850-0413.270 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0668 | X=0106.850-0140.370 | Y=0631.870-0643.110 | ≤600m.
P=0668 | X=0106.850-0330.020 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0668 | X=0106.850-0392.110 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0668 | X=0106.850-0386.380 | Y=0678.670-0689.910 | Nguyễn Thị Minh Khai đoạn từ Đường Cách mạng tháng 8 đến
P=0668 | X=0090.020-0414.740 | Y=0689.190-0701.430 | 469 Đường Hồ Thị Hương có hiện trạng là đường nhựa, bê tông xi măng:
P=0668 | X=0424.970-0450.020 | Y=0689.190-0698.510 | 2.200
P=0668 | X=0461.210-0486.260 | Y=0689.190-0698.510 | 1.500
P=0668 | X=0497.230-0522.280 | Y=0689.190-0698.510 | 1.300
P=0668 | X=0106.850-0384.260 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0669 | X=0106.850-0333.140 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0669 | X=0106.850-0304.520 | Y=0096.260-0107.500 | Tuyến đường qua khu đô thị Đường Nguyễn
P=0669 | X=0322.200-0404.620 | Y=0096.260-0107.500 | Giáp ranh phường
P=0669 | X=0090.020-0106.660 | Y=0103.900-0113.220 | 470
P=0669 | X=0424.970-0450.020 | Y=0103.900-0113.220 | 3.800
P=0669 | X=0461.210-0486.260 | Y=0103.900-0113.220 | 2.700
P=0669 | X=0497.230-0522.280 | Y=0103.900-0113.220 | 2.300
P=0669 | X=0106.850-0123.970 | Y=0109.660-0118.980 | mới
P=0669 | X=0235.540-0252.890 | Y=0109.660-0118.980 | Trãi
P=0669 | X=0322.200-0367.880 | Y=0109.660-0118.980 | Hàng Gòn
P=0669 | X=0106.850-0403.910 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường qua
P=0669 | X=0106.850-0403.670 | Y=0137.090-0148.330 | khu đô thị mới đoạn từ Đường Nguyễn Trãi đến Giáp ranh phường
P=0669 | X=0106.850-0361.930 | Y=0148.610-0159.850 | Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=0669 | X=0090.020-0106.660 | Y=0156.490-0165.810 | 471
P=0669 | X=0424.970-0450.020 | Y=0156.490-0165.810 | 1.900
P=0669 | X=0461.210-0486.260 | Y=0156.490-0165.810 | 1.300
P=0669 | X=0497.230-0522.280 | Y=0156.490-0165.810 | 1.100
P=0669 | X=0106.850-0329.760 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0669 | X=0106.850-0384.020 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0669 | X=0106.850-0403.910 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường qua
P=0669 | X=0106.850-0403.670 | Y=0212.710-0223.950 | khu đô thị mới đoạn từ Đường Nguyễn Trãi đến Giáp ranh phường
P=0669 | X=0106.850-0361.930 | Y=0224.230-0235.470 | Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=0669 | X=0090.020-0330.020 | Y=0241.750-0256.070 | 472 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0669 | X=0424.970-0450.020 | Y=0246.750-0256.070 | 1.400
P=0669 | X=0469.370-0486.010 | Y=0246.750-0256.070 | 980
P=0669 | X=0505.390-0522.030 | Y=0246.750-0256.070 | 840
P=0669 | X=0106.850-0413.270 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0669 | X=0106.850-0140.370 | Y=0270.790-0282.030 | ≤600m.
P=0669 | X=0106.850-0330.020 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0669 | X=0106.850-0403.910 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường qua
P=0669 | X=0106.850-0403.670 | Y=0317.620-0328.860 | khu đô thị mới đoạn từ Đường Nguyễn Trãi đến Giáp ranh phường
P=0669 | X=0106.850-0361.930 | Y=0329.140-0340.380 | Hàng Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=0669 | X=0090.020-0106.660 | Y=0337.020-0346.340 | 473
P=0669 | X=0424.970-0450.020 | Y=0337.020-0346.340 | 1.100
P=0669 | X=0469.370-0486.010 | Y=0337.020-0346.340 | 770
P=0669 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 660
P=0669 | X=0106.850-0384.260 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0669 | X=0106.850-0330.490 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0669 | X=0106.850-0392.110 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0669 | X=0106.850-0401.510 | Y=0393.240-0404.480 | Tuyến đường qua khu đô thị mới đoạn từ Đường Nguyễn Trãi đến
P=0669 | X=0106.850-0406.530 | Y=0404.760-0416.000 | Giáp ranh phường Hàng Gòn có hiện trạng là đường nhựa, bê tông
P=0669 | X=0090.020-0144.680 | Y=0416.280-0427.720 | 474 xi măng:
P=0669 | X=0424.970-0450.020 | Y=0418.400-0427.720 | 1.700
P=0669 | X=0461.210-0486.260 | Y=0418.400-0427.720 | 1.200
P=0669 | X=0497.230-0522.280 | Y=0418.400-0427.720 | 1.000
P=0669 | X=0106.850-0329.760 | Y=0433.800-0445.040 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0669 | X=0106.850-0384.020 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0669 | X=0106.850-0392.110 | Y=0469.100-0480.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
