TABLE=002 | AREA=Phường Trấn Biên | SECTION=non-agricultural | SEGMENTS=1
P=0070 | X=0437.210-0462.260 | Y=0357.420-0366.740 | 2.600
P=0070 | X=0497.230-0522.280 | Y=0357.420-0366.740 | 2.200
P=0070 | X=0114.290-0367.600 | Y=0375.720-0386.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0070 | X=0114.290-0200.840 | Y=0387.240-0398.480 | >400m đến ≤600m.
P=0070 | X=0114.290-0337.460 | Y=0404.760-0416.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0070 | X=0114.290-0387.830 | Y=0422.760-0434.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0070 | X=0114.290-0371.490 | Y=0434.280-0445.520 | ra Đường nối từ đường Đặng Văn Trơn đến cầu Bửu Hòa
P=0070 | X=0114.290-0380.150 | Y=0445.800-0457.040 | (đoạn từ Đường Đặng Văn Trơn đến Cầu Bửu Hòa) có hiện
P=0070 | X=0114.290-0286.070 | Y=0457.340-0468.580 | trạng là đường nhựa, bê tông xi măng:
P=0070 | X=0093.380-0110.020 | Y=0465.220-0474.540 | 379
P=0070 | X=0400.700-0425.750 | Y=0465.220-0474.540 | 2.800
P=0070 | X=0437.210-0462.260 | Y=0465.220-0474.540 | 2.000
P=0070 | X=0497.230-0522.280 | Y=0465.220-0474.540 | 1.700
P=0070 | X=0114.290-0355.400 | Y=0474.860-0486.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0070 | X=0114.290-0148.050 | Y=0488.260-0497.580 | >600m.
P=0070 | X=0114.290-0337.930 | Y=0503.900-0515.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0070 | X=0296.280-0376.510 | Y=0521.900-0533.140 | Đường trục Trung
P=0070 | X=0296.280-0385.420 | Y=0535.330-0544.650 | tâm Thành phố biên
P=0070 | X=0213.910-0370.490 | Y=0544.970-0556.210 | Đường Đặng Đại hòa (cũ) đoạn từ
P=0070 | X=0093.380-0198.860 | Y=0550.490-0561.730 | 380 Đường Đỗ Văn Thi
P=0070 | X=0395.180-0462.260 | Y=0552.370-0561.690 | 23.700 16.600
P=0070 | X=0491.710-0522.280 | Y=0552.370-0561.690 | 14.200
P=0070 | X=0213.910-0226.710 | Y=0556.250-0567.490 | Độ
P=0070 | X=0296.280-0378.700 | Y=0556.250-0567.490 | đường Võ Thị Sáu
P=0070 | X=0296.280-0372.460 | Y=0567.770-0579.010 | đến đường Đặng
P=0070 | X=0296.280-0338.580 | Y=0579.290-0590.530 | Văn Trơn
P=0070 | X=0114.290-0378.230 | Y=0597.290-0608.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đỗ
P=0070 | X=0114.290-0382.760 | Y=0608.810-0620.050 | Văn Thi đoạn từ Đường Đặng Đại Độ đến Đường trục Trung
P=0070 | X=0114.290-0387.820 | Y=0620.350-0631.590 | tâm Thành phố biên hòa (cũ) (đoạn từ đường Võ Thị Sáu đến
P=0070 | X=0114.290-0388.280 | Y=0631.870-0643.110 | đường Đặng Văn Trơn) có hiện trạng là đường nhựa, bê tông
P=0070 | X=0093.380-0152.120 | Y=0643.390-0654.830 | 381 xi măng:
P=0070 | X=0395.180-0425.750 | Y=0645.510-0654.830 | 10.700
P=0070 | X=0437.210-0462.260 | Y=0645.510-0654.830 | 7.500
P=0070 | X=0497.230-0522.280 | Y=0645.510-0654.830 | 6.400
P=0070 | X=0114.290-0337.200 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0070 | X=0114.290-0355.400 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0070 | X=0114.290-0147.810 | Y=0689.950-0701.190 | ≤400m.
P=0070 | X=0093.380-0378.230 | Y=0707.970-0719.210 | 382 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đỗ
P=0070 | X=0400.700-0425.750 | Y=0709.860-0719.180 | 5.600
P=0070 | X=0437.210-0462.260 | Y=0709.860-0719.180 | 3.900
P=0070 | X=0497.230-0522.280 | Y=0709.860-0719.180 | 3.400
P=0071 | X=0114.290-0382.760 | Y=0072.740-0083.980 | Văn Thi đoạn từ Đường Đặng Đại Độ đến Đường trục Trung
P=0071 | X=0114.290-0387.820 | Y=0084.260-0095.500 | tâm Thành phố biên hòa (cũ) (đoạn từ đường Võ Thị Sáu đến
P=0071 | X=0114.290-0388.280 | Y=0095.780-0107.020 | đường Đặng Văn Trơn) có hiện trạng là đường nhựa, bê tông
P=0071 | X=0114.290-0152.120 | Y=0107.300-0118.540 | xi măng:
P=0071 | X=0114.290-0337.460 | Y=0124.850-0136.090 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0071 | X=0114.290-0367.600 | Y=0142.370-0153.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0071 | X=0114.290-0200.840 | Y=0153.650-0164.890 | >400m đến ≤600m.
P=0071 | X=0114.290-0337.460 | Y=0171.170-0182.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0071 | X=0114.290-0378.230 | Y=0189.170-0200.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đỗ
P=0071 | X=0114.290-0382.760 | Y=0200.710-0211.950 | Văn Thi đoạn từ Đường Đặng Đại Độ đến Đường trục Trung
P=0071 | X=0114.290-0387.820 | Y=0212.230-0223.470 | tâm Thành phố biên hòa (cũ) (đoạn từ đường Võ Thị Sáu đến
P=0071 | X=0114.290-0388.280 | Y=0223.750-0234.990 | đường Đặng Văn Trơn) có hiện trạng là đường nhựa, bê tông
P=0071 | X=0093.380-0152.120 | Y=0235.270-0246.710 | 383 xi măng:
P=0071 | X=0400.700-0425.750 | Y=0237.390-0246.710 | 3.900
P=0071 | X=0437.210-0462.260 | Y=0237.390-0246.710 | 2.700
P=0071 | X=0497.230-0522.280 | Y=0237.390-0246.710 | 2.300
P=0071 | X=0114.290-0355.400 | Y=0252.790-0264.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0071 | X=0114.290-0148.050 | Y=0266.190-0275.510 | >600m.
P=0071 | X=0114.290-0337.930 | Y=0281.860-0293.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0071 | X=0114.290-0387.800 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0071 | X=0114.290-0361.660 | Y=0311.380-0322.620 | ra Đường Đỗ Văn Thi đoạn từ Đường Đặng Đại Độ đến
P=0071 | X=0114.290-0366.170 | Y=0322.900-0334.140 | Đường trục Trung tâm Thành phố biên hòa (cũ) (đoạn từ
P=0071 | X=0114.290-0384.470 | Y=0334.420-0345.660 | đường Võ Thị Sáu đến đường Đặng Văn Trơn) có hiện trạng
P=0071 | X=0093.380-0260.620 | Y=0345.700-0357.140 | 384 là đường nhựa, bê tông xi măng:
P=0071 | X=0400.700-0425.750 | Y=0347.820-0357.140 | 9.600
P=0071 | X=0437.210-0462.260 | Y=0347.820-0357.140 | 6.700
P=0071 | X=0497.230-0522.280 | Y=0347.820-0357.140 | 5.800
P=0071 | X=0114.290-0337.200 | Y=0363.220-0374.460 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0071 | X=0114.290-0355.400 | Y=0380.760-0392.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0071 | X=0114.290-0147.810 | Y=0392.280-0403.520 | ≤400m.
P=0071 | X=0114.290-0387.800 | Y=0410.280-0421.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0071 | X=0114.290-0361.660 | Y=0421.800-0433.040 | ra Đường Đỗ Văn Thi đoạn từ Đường Đặng Đại Độ đến
P=0071 | X=0114.290-0366.170 | Y=0433.320-0444.560 | Đường trục Trung tâm Thành phố biên hòa (cũ) (đoạn từ
P=0071 | X=0114.290-0384.470 | Y=0444.840-0456.080 | đường Võ Thị Sáu đến đường Đặng Văn Trơn) có hiện trạng
P=0071 | X=0114.290-0260.620 | Y=0456.380-0467.620 | là đường nhựa, bê tông xi măng:
P=0071 | X=0093.380-0110.020 | Y=0467.140-0476.460 | 385
P=0071 | X=0400.700-0425.750 | Y=0467.140-0476.460 | 5.000
P=0071 | X=0437.210-0462.260 | Y=0467.140-0476.460 | 3.500
P=0071 | X=0497.230-0522.280 | Y=0467.140-0476.460 | 3.000
P=0071 | X=0114.290-0337.460 | Y=0473.900-0485.140 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0071 | X=0114.290-0355.400 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0071 | X=0114.290-0210.230 | Y=0502.940-0514.180 | từ>400m đến ≤600m.
P=0071 | X=0114.290-0337.460 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0071 | X=0114.290-0387.800 | Y=0538.250-0549.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0071 | X=0114.290-0361.660 | Y=0549.770-0561.010 | ra Đường Đỗ Văn Thi đoạn từ Đường Đặng Đại Độ đến
P=0071 | X=0114.290-0366.170 | Y=0561.290-0572.530 | Đường trục Trung tâm Thành phố biên hòa (cũ) (đoạn từ
P=0071 | X=0114.290-0384.470 | Y=0572.810-0584.050 | đường Võ Thị Sáu đến đường Đặng Văn Trơn) có hiện trạng
P=0071 | X=0093.380-0260.620 | Y=0584.330-0595.770 | 386 là đường nhựa, bê tông xi măng:
P=0071 | X=0400.700-0425.750 | Y=0586.450-0595.770 | 3.500
P=0071 | X=0437.210-0462.260 | Y=0586.450-0595.770 | 2.500
P=0071 | X=0497.230-0522.280 | Y=0586.450-0595.770 | 2.100
P=0071 | X=0114.290-0355.400 | Y=0601.850-0613.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0071 | X=0114.290-0148.050 | Y=0615.250-0624.570 | >600m.
P=0071 | X=0114.290-0340.580 | Y=0630.910-0642.150 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0071 | X=0215.110-0295.380 | Y=0648.910-0660.150 | Đường trục Trung
P=0071 | X=0215.110-0282.420 | Y=0662.310-0671.630 | tâm Thành phố
P=0071 | X=0215.110-0273.670 | Y=0671.950-0683.190 | biên hòa (cũ)
P=0071 | X=0093.380-0198.860 | Y=0677.710-0688.950 | 387 Đường Đỗ Văn Thi
P=0071 | X=0296.280-0337.400 | Y=0679.590-0688.910 | Sông Cái
P=0071 | X=0395.180-0462.260 | Y=0679.590-0688.910 | 19.000 13.300
P=0071 | X=0491.710-0522.280 | Y=0679.590-0688.910 | 11.400
P=0071 | X=0215.110-0282.660 | Y=0683.470-0694.710 | đoạn từ đường
P=0071 | X=0215.110-0284.340 | Y=0694.750-0705.990 | Võ Thị Sáu đến
P=0071 | X=0215.110-0292.500 | Y=0706.290-0717.530 | đường Đặng Văn
P=0072 | X=0215.110-0237.010 | Y=0072.740-0083.980 | Trơn
P=0072 | X=0114.290-0378.230 | Y=0090.740-0101.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đỗ
P=0072 | X=0114.290-0379.880 | Y=0102.260-0113.500 | Văn Thi đoạn từ Đường trục Trung tâm Thành phố biên hòa
P=0072 | X=0114.290-0384.580 | Y=0113.780-0125.020 | (cũ) (đoạn từ đường Võ Thị Sáu đến đường Đặng Văn Trơn)
P=0072 | X=0114.290-0384.750 | Y=0125.330-0136.570 | đến Sông Cái có hiện trạng là đường nhựa, bê tông xi măng:
P=0072 | X=0093.380-0110.020 | Y=0133.210-0142.530 | 388
P=0072 | X=0400.700-0425.750 | Y=0133.210-0142.530 | 8.300
P=0072 | X=0437.210-0462.260 | Y=0133.210-0142.530 | 5.800
P=0072 | X=0497.230-0522.280 | Y=0133.210-0142.530 | 5.000
P=0072 | X=0114.290-0337.200 | Y=0142.850-0154.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0072 | X=0114.290-0355.400 | Y=0160.370-0171.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0072 | X=0114.290-0147.810 | Y=0171.650-0182.890 | ≤400m.
P=0072 | X=0114.290-0378.230 | Y=0189.650-0200.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đỗ
P=0072 | X=0114.290-0379.880 | Y=0201.190-0212.430 | Văn Thi đoạn từ Đường trục Trung tâm Thành phố biên hòa
P=0072 | X=0114.290-0384.580 | Y=0212.710-0223.950 | (cũ) (đoạn từ đường Võ Thị Sáu đến đường Đặng Văn Trơn)
P=0072 | X=0114.290-0384.750 | Y=0224.230-0235.470 | đến Sông Cái có hiện trạng là đường nhựa, bê tông xi măng:
P=0072 | X=0093.380-0337.460 | Y=0240.990-0252.990 | 389 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0072 | X=0400.700-0425.750 | Y=0240.990-0250.310 | 4.600
P=0072 | X=0437.210-0462.260 | Y=0240.990-0250.310 | 3.200
P=0072 | X=0497.230-0522.280 | Y=0240.990-0250.310 | 2.800
P=0072 | X=0114.290-0367.600 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0072 | X=0114.290-0200.880 | Y=0270.790-0282.030 | >400m đến ≤600m.
P=0072 | X=0114.290-0337.460 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0072 | X=0114.290-0378.230 | Y=0306.340-0317.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đỗ
P=0072 | X=0114.290-0379.880 | Y=0317.860-0329.100 | Văn Thi đoạn từ Đường trục Trung tâm Thành phố biên hòa
P=0072 | X=0114.290-0384.580 | Y=0329.380-0340.620 | (cũ) (đoạn từ đường Võ Thị Sáu đến đường Đặng Văn Trơn)
P=0072 | X=0114.290-0384.750 | Y=0340.900-0352.140 | đến Sông Cái có hiện trạng là đường nhựa, bê tông xi măng:
P=0072 | X=0093.380-0110.020 | Y=0348.780-0358.100 | 390
P=0072 | X=0400.700-0425.750 | Y=0348.780-0358.100 | 3.200
P=0072 | X=0437.210-0462.260 | Y=0348.780-0358.100 | 2.200
P=0072 | X=0497.230-0522.280 | Y=0348.780-0358.100 | 1.900
P=0072 | X=0114.290-0355.400 | Y=0358.180-0369.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0072 | X=0114.290-0148.050 | Y=0371.600-0380.920 | >600m.
P=0072 | X=0114.290-0337.930 | Y=0387.240-0398.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0072 | X=0114.290-0387.800 | Y=0405.240-0416.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0072 | X=0114.290-0380.820 | Y=0416.760-0428.000 | ra Đường Đỗ Văn Thi đoạn từ Đường trục Trung tâm Thành
P=0072 | X=0114.290-0369.830 | Y=0428.280-0439.520 | phố biên hòa (cũ) (đoạn từ đường Võ Thị Sáu đến đường
P=0072 | X=0114.290-0382.630 | Y=0439.800-0451.040 | Đặng Văn Trơn) đến Sông Cái có hiện trạng là đường nhựa,
P=0072 | X=0093.380-0188.370 | Y=0451.340-0462.780 | 391 bê tông xi măng:
P=0072 | X=0400.700-0425.750 | Y=0453.460-0462.780 | 7.500
P=0072 | X=0437.210-0462.260 | Y=0453.460-0462.780 | 5.300
P=0072 | X=0497.230-0522.280 | Y=0453.460-0462.780 | 4.500
P=0072 | X=0114.290-0337.200 | Y=0468.860-0480.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0072 | X=0114.290-0355.400 | Y=0486.380-0497.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0072 | X=0114.290-0147.810 | Y=0497.900-0509.140 | ≤400m.
P=0072 | X=0114.290-0387.800 | Y=0515.900-0527.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0072 | X=0114.290-0380.820 | Y=0527.420-0538.660 | ra Đường Đỗ Văn Thi đoạn từ Đường trục Trung tâm Thành
P=0072 | X=0114.290-0369.830 | Y=0538.970-0550.210 | phố biên hòa (cũ) (đoạn từ đường Võ Thị Sáu đến đường
P=0072 | X=0114.290-0382.630 | Y=0550.250-0561.490 | Đặng Văn Trơn) đến Sông Cái có hiện trạng là đường nhựa,
P=0072 | X=0114.290-0188.370 | Y=0561.770-0573.010 | bê tông xi măng:
P=0072 | X=0093.380-0110.020 | Y=0572.770-0582.090 | 392
P=0072 | X=0400.700-0425.750 | Y=0572.770-0582.090 | 4.100
P=0072 | X=0437.210-0462.260 | Y=0572.770-0582.090 | 2.900
P=0072 | X=0497.230-0522.280 | Y=0572.770-0582.090 | 2.500
P=0072 | X=0114.290-0337.460 | Y=0579.290-0590.530 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0072 | X=0114.290-0367.600 | Y=0596.810-0608.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0072 | X=0114.290-0200.840 | Y=0608.330-0619.570 | >400m đến ≤600m.
P=0072 | X=0114.290-0337.460 | Y=0625.870-0637.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0072 | X=0114.290-0387.800 | Y=0643.870-0655.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0072 | X=0114.290-0380.820 | Y=0655.390-0666.630 | ra Đường Đỗ Văn Thi đoạn từ Đường trục Trung tâm Thành
P=0072 | X=0114.290-0369.830 | Y=0666.910-0678.150 | phố biên hòa (cũ) (đoạn từ đường Võ Thị Sáu đến đường
P=0072 | X=0093.380-0382.630 | Y=0677.430-0689.670 | 393 Đặng Văn Trơn) đến Sông Cái có hiện trạng là đường nhựa,
P=0072 | X=0400.700-0425.750 | Y=0677.430-0686.750 | 2.900
P=0072 | X=0437.210-0462.260 | Y=0677.430-0686.750 | 2.000
P=0072 | X=0497.230-0522.280 | Y=0677.430-0686.750 | 1.700
P=0072 | X=0114.290-0188.370 | Y=0689.950-0701.190 | bê tông xi măng:
P=0072 | X=0114.290-0355.400 | Y=0707.490-0718.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0073 | X=0114.290-0148.050 | Y=0074.620-0083.940 | >600m.
P=0073 | X=0114.290-0337.930 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0073 | X=0296.280-0356.540 | Y=0108.260-0119.500 | Đường nối từ
P=0073 | X=0114.290-0193.350 | Y=0119.810-0131.050 | Đường Đặng Văn
P=0073 | X=0215.110-0283.140 | Y=0119.810-0131.050 | Đường Đỗ Văn
P=0073 | X=0296.280-0373.640 | Y=0119.810-0131.050 | đường Đặng Văn
P=0073 | X=0093.380-0110.020 | Y=0127.450-0136.770 | 394
P=0073 | X=0395.180-0462.260 | Y=0127.450-0136.770 | 24.900 17.400
P=0073 | X=0491.710-0522.280 | Y=0127.450-0136.770 | 14.900
P=0073 | X=0114.290-0136.190 | Y=0131.330-0142.570 | Trơn
P=0073 | X=0296.280-0378.230 | Y=0131.330-0142.570 | Trơn đến cầu Bửu
P=0073 | X=0215.110-0229.100 | Y=0133.210-0142.530 | Thi
P=0073 | X=0296.280-0314.610 | Y=0144.730-0154.050 | Hòa
P=0073 | X=0114.290-0362.610 | Y=0160.850-0172.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0073 | X=0114.290-0377.500 | Y=0172.370-0183.610 | Đặng Văn Trơn đoạn từ Đường Đỗ Văn Thi đến Đường nối
P=0073 | X=0114.290-0380.610 | Y=0183.650-0194.890 | từ đường Đặng Văn Trơn đến cầu Bửu Hòa có hiện trạng là
P=0073 | X=0114.290-0250.060 | Y=0195.170-0206.410 | đường nhựa, bê tông xi măng:
P=0073 | X=0093.380-0110.020 | Y=0203.070-0212.390 | 395
P=0073 | X=0395.180-0425.750 | Y=0203.070-0212.390 | 11.800
P=0073 | X=0437.210-0462.260 | Y=0203.070-0212.390 | 8.300
P=0073 | X=0497.230-0522.280 | Y=0203.070-0212.390 | 7.100
P=0073 | X=0114.290-0337.200 | Y=0212.710-0223.950 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0073 | X=0114.290-0355.400 | Y=0230.230-0241.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0073 | X=0114.290-0147.810 | Y=0241.750-0252.990 | ≤400m.
P=0073 | X=0114.290-0362.610 | Y=0259.750-0270.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0073 | X=0114.290-0377.500 | Y=0271.270-0282.510 | Đặng Văn Trơn đoạn từ Đường Đỗ Văn Thi đến Đường nối
P=0073 | X=0114.290-0380.610 | Y=0282.820-0294.060 | từ đường Đặng Văn Trơn đến cầu Bửu Hòa có hiện trạng là
P=0073 | X=0114.290-0250.060 | Y=0294.340-0305.580 | đường nhựa, bê tông xi măng:
P=0073 | X=0093.380-0337.470 | Y=0310.860-0323.100 | 396 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0073 | X=0400.700-0425.750 | Y=0310.860-0320.180 | 5.400
P=0073 | X=0437.210-0462.260 | Y=0310.860-0320.180 | 3.800
P=0073 | X=0497.230-0522.280 | Y=0310.860-0320.180 | 3.200
P=0073 | X=0114.290-0367.600 | Y=0329.380-0340.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0073 | X=0114.290-0200.840 | Y=0340.900-0352.140 | >400m đến ≤600m.
P=0073 | X=0114.290-0337.460 | Y=0358.180-0369.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0073 | X=0114.290-0362.610 | Y=0376.200-0387.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0073 | X=0114.290-0377.500 | Y=0387.720-0398.960 | Đặng Văn Trơn đoạn từ Đường Đỗ Văn Thi đến Đường nối
P=0073 | X=0114.290-0380.610 | Y=0399.240-0410.480 | từ đường Đặng Văn Trơn đến cầu Bửu Hòa có hiện trạng là
P=0073 | X=0114.290-0250.060 | Y=0410.760-0422.000 | đường nhựa, bê tông xi măng:
P=0073 | X=0093.380-0110.020 | Y=0418.640-0427.960 | 397
P=0073 | X=0400.700-0425.750 | Y=0418.640-0427.960 | 3.900
P=0073 | X=0437.210-0462.260 | Y=0418.640-0427.960 | 2.700
P=0073 | X=0497.230-0522.280 | Y=0418.640-0427.960 | 2.300
