TABLE=025 | AREA=Xã Xuân Hòa | SECTION=non-agricultural | SEGMENTS=1
P=0964 | X=0320.520-0382.550 | Y=0138.730-0148.050 | Hết ranh thửa
P=0964 | X=0320.520-0382.360 | Y=0148.370-0159.610 | đất số 320, tờ
P=0964 | X=0320.520-0381.580 | Y=0159.650-0170.890 | BĐĐC số 301
P=0964 | X=0243.460-0319.250 | Y=0165.410-0176.650 | Ngã ba (thửa đất
P=0964 | X=0320.520-0385.890 | Y=0173.050-0182.370 | về bên phải và
P=0964 | X=0243.460-0293.990 | Y=0178.810-0188.130 | số 1624, tờ
P=0964 | X=0092.420-0199.330 | Y=0182.690-0193.930 | 162 Đường Xuân Hòa 3
P=0964 | X=0320.520-0380.870 | Y=0184.570-0193.890 | hết ranh thửa
P=0964 | X=0399.980-0425.030 | Y=0184.570-0193.890 | 1.200
P=0964 | X=0444.410-0461.050 | Y=0184.570-0193.890 | 840
P=0964 | X=0505.390-0522.030 | Y=0184.570-0193.890 | 720
P=0964 | X=0243.460-0307.230 | Y=0188.450-0199.690 | BĐĐC số 307,
P=0964 | X=0320.520-0387.870 | Y=0194.210-0205.450 | đất số 1009, tờ
P=0964 | X=0243.460-0304.660 | Y=0201.870-0211.190 | xã Xuân Hòa)
P=0964 | X=0320.520-0381.580 | Y=0205.750-0216.990 | BĐĐC số 300
P=0964 | X=0320.520-0383.720 | Y=0219.150-0228.470 | về bên trái, xã
P=0964 | X=0320.520-0364.780 | Y=0230.670-0239.990 | Xuân Hòa
P=0964 | X=0112.130-0386.370 | Y=0246.550-0257.790 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0964 | X=0112.130-0388.070 | Y=0258.070-0269.310 | Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số 307, xã
P=0964 | X=0112.130-0385.900 | Y=0269.590-0280.830 | Xuân Hòa) đến Hết ranh thửa đất số 320, tờ BĐĐC số 301 về
P=0964 | X=0112.130-0374.380 | Y=0281.110-0292.350 | bên phải và hết ranh thửa đất số 1009, tờ BĐĐC số 300 về
P=0964 | X=0092.420-0387.790 | Y=0292.660-0304.100 | 163 bên trái, xã Xuân Hòa có hiện trạng là đường nhựa, bê tông xi
P=0964 | X=0408.140-0424.780 | Y=0294.780-0304.100 | 590
P=0964 | X=0444.410-0461.050 | Y=0294.780-0304.100 | 410
P=0964 | X=0505.390-0522.030 | Y=0294.780-0304.100 | 350
P=0964 | X=0112.130-0140.130 | Y=0303.940-0315.180 | măng:
P=0964 | X=0112.130-0343.210 | Y=0321.460-0332.700 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0964 | X=0112.130-0389.320 | Y=0338.980-0350.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0964 | X=0112.130-0386.370 | Y=0356.740-0367.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0964 | X=0112.130-0388.070 | Y=0368.280-0379.520 | Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số 307, xã
P=0964 | X=0112.130-0385.900 | Y=0379.800-0391.040 | Xuân Hòa) đến Hết ranh thửa đất số 320, tờ BĐĐC số 301 về
P=0964 | X=0112.130-0374.380 | Y=0391.320-0402.560 | bên phải và hết ranh thửa đất số 1009, tờ BĐĐC số 300 về
P=0964 | X=0112.130-0387.790 | Y=0402.840-0414.080 | bên trái, xã Xuân Hòa có hiện trạng là đường nhựa, bê tông xi
P=0964 | X=0092.420-0140.130 | Y=0414.360-0428.680 | 164 măng:
P=0964 | X=0408.140-0424.780 | Y=0419.360-0428.680 | 530
P=0964 | X=0444.410-0461.050 | Y=0419.360-0428.680 | 370
P=0964 | X=0505.390-0522.030 | Y=0419.360-0428.680 | 320
P=0964 | X=0112.130-0343.680 | Y=0431.880-0443.120 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0964 | X=0112.130-0365.440 | Y=0449.420-0460.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0964 | X=0112.130-0207.080 | Y=0460.940-0472.180 | >500m đến ≤1.000m.
P=0964 | X=0112.130-0335.300 | Y=0478.220-0489.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0964 | X=0112.130-0386.370 | Y=0495.980-0507.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0964 | X=0112.130-0388.070 | Y=0507.500-0518.740 | Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ BĐĐC số 307, xã
P=0964 | X=0112.130-0385.900 | Y=0519.020-0530.260 | Xuân Hòa) đến Hết ranh thửa đất số 320, tờ BĐĐC số 301 về
P=0964 | X=0112.130-0374.380 | Y=0530.540-0541.780 | bên phải và hết ranh thửa đất số 1009, tờ BĐĐC số 300 về
P=0964 | X=0112.130-0387.790 | Y=0542.090-0553.330 | bên trái, xã Xuân Hòa có hiện trạng là đường nhựa, bê tông xi
P=0964 | X=0092.420-0109.060 | Y=0549.970-0559.290 | 165
P=0964 | X=0408.140-0424.780 | Y=0549.970-0559.290 | 400
P=0964 | X=0444.410-0461.050 | Y=0549.970-0559.290 | 280
P=0964 | X=0505.390-0522.030 | Y=0549.970-0559.290 | 240
P=0964 | X=0112.130-0140.130 | Y=0553.610-0564.850 | măng:
P=0964 | X=0112.130-0353.240 | Y=0571.130-0582.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0964 | X=0112.130-0154.270 | Y=0584.530-0593.850 | >1.000m.
P=0964 | X=0112.130-0335.770 | Y=0600.170-0611.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0964 | X=0112.130-0385.640 | Y=0617.950-0629.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0964 | X=0112.130-0379.950 | Y=0629.470-0640.710 | ra Đường Xuân Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ
P=0964 | X=0112.130-0388.600 | Y=0640.750-0651.990 | BĐĐC số 307, xã Xuân Hòa) đến Hết ranh thửa đất số 320, tờ
P=0964 | X=0092.420-0373.950 | Y=0652.270-0666.590 | 166 BĐĐC số 301 về bên phải và hết ranh thửa đất số 1009, tờ
P=0964 | X=0408.140-0424.780 | Y=0657.270-0666.590 | 530
P=0964 | X=0444.410-0461.050 | Y=0657.270-0666.590 | 370
P=0964 | X=0505.390-0522.030 | Y=0657.270-0666.590 | 330
P=0964 | X=0112.130-0390.220 | Y=0663.790-0675.030 | BĐĐC số 300 về bên trái, xã Xuân Hòa có hiện trạng là đường
P=0964 | X=0112.130-0215.270 | Y=0675.310-0686.550 | nhựa, bê tông xi măng:
P=0964 | X=0112.130-0343.210 | Y=0692.830-0704.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0965 | X=0112.130-0389.320 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0965 | X=0112.130-0385.640 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0965 | X=0112.130-0379.950 | Y=0107.780-0119.020 | ra Đường Xuân Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ
P=0965 | X=0112.130-0388.600 | Y=0119.330-0130.570 | BĐĐC số 307, xã Xuân Hòa) đến Hết ranh thửa đất số 320, tờ
P=0965 | X=0112.130-0373.950 | Y=0130.850-0142.090 | BĐĐC số 301 về bên phải và hết ranh thửa đất số 1009, tờ
P=0965 | X=0112.130-0390.220 | Y=0142.370-0153.610 | BĐĐC số 300 về bên trái, xã Xuân Hòa có hiện trạng là đường
P=0965 | X=0092.420-0215.240 | Y=0153.650-0168.210 | 167 nhựa, bê tông xi măng:
P=0965 | X=0408.140-0424.780 | Y=0158.890-0168.210 | 480
P=0965 | X=0444.410-0461.050 | Y=0158.890-0168.210 | 340
P=0965 | X=0505.390-0522.030 | Y=0158.890-0168.210 | 290
P=0965 | X=0112.130-0343.680 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0965 | X=0112.130-0365.440 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0965 | X=0112.130-0207.080 | Y=0200.230-0211.470 | >500m đến ≤1.000m.
P=0965 | X=0112.130-0335.300 | Y=0217.750-0228.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0965 | X=0112.130-0385.640 | Y=0235.510-0246.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0965 | X=0112.130-0379.950 | Y=0247.030-0258.270 | ra Đường Xuân Hòa 3 đoạn từ Ngã ba (thửa đất số 1624, tờ
P=0965 | X=0112.130-0388.600 | Y=0258.550-0269.790 | BĐĐC số 307, xã Xuân Hòa) đến Hết ranh thửa đất số 320, tờ
P=0965 | X=0112.130-0373.950 | Y=0270.070-0281.310 | BĐĐC số 301 về bên phải và hết ranh thửa đất số 1009, tờ
P=0965 | X=0112.130-0390.220 | Y=0281.620-0292.860 | BĐĐC số 300 về bên trái, xã Xuân Hòa có hiện trạng là đường
P=0965 | X=0092.420-0109.060 | Y=0289.500-0298.820 | 168
P=0965 | X=0408.140-0424.780 | Y=0289.500-0298.820 | 360
P=0965 | X=0444.410-0461.050 | Y=0289.500-0298.820 | 250
P=0965 | X=0505.390-0522.030 | Y=0289.500-0298.820 | 220
P=0965 | X=0112.130-0215.240 | Y=0293.140-0304.380 | nhựa, bê tông xi măng:
P=0965 | X=0112.130-0353.240 | Y=0310.660-0321.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0965 | X=0112.130-0154.270 | Y=0323.820-0333.140 | >1.000m.
P=0965 | X=0112.130-0335.770 | Y=0339.460-0350.700 | - Có bề rộng <3m, cách đường giao thông >200m.
