TABLE=038 | AREA=Xã Bình Minh | SECTION=non-agricultural | SEGMENTS=1
P=1344 | X=0106.850-0144.680 | Y=0456.620-0467.860 | xi măng:
P=1344 | X=0090.020-0338.400 | Y=0473.140-0485.380 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1344 | X=0424.970-0450.020 | Y=0473.140-0482.460 | 1.100
P=1344 | X=0469.370-0486.010 | Y=0473.140-0482.460 | 770
P=1344 | X=0505.390-0522.030 | Y=0473.140-0482.460 | 660
P=1344 | X=0106.850-0413.270 | Y=0491.660-0502.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1344 | X=0106.850-0148.530 | Y=0503.180-0514.420 | ≤1.000m.
P=1344 | X=0106.850-0330.020 | Y=0520.460-0531.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1344 | X=0106.850-0392.110 | Y=0538.250-0549.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1344 | X=0106.850-0406.060 | Y=0549.770-0561.010 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Đường tỉnh 767 đến
P=1344 | X=0106.850-0413.250 | Y=0561.290-0572.530 | Hết đài đức mẹ giáo xứ Bùi Đệ có hiện trạng là đường nhựa, bê tông
P=1344 | X=0090.020-0144.680 | Y=0572.810-0584.250 | 147 xi măng:
P=1344 | X=0433.130-0449.770 | Y=0574.930-0584.250 | 500
P=1344 | X=0469.370-0486.010 | Y=0574.930-0584.250 | 350
P=1344 | X=0505.390-0522.030 | Y=0574.930-0584.250 | 300
P=1344 | X=0106.850-0392.660 | Y=0590.330-0601.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1344 | X=0106.850-0330.490 | Y=0607.850-0619.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1344 | X=0106.850-0224.230 | Y=0625.630-0636.870 | Đường liên xã Bình Minh -
P=1344 | X=0235.540-0304.280 | Y=0625.630-0636.870 | Hết đài đức mẹ
P=1344 | X=0322.200-0408.470 | Y=0627.510-0636.830 | Giáp ranh xã Trảng
P=1344 | X=0090.020-0106.660 | Y=0633.270-0642.590 | 148
P=1344 | X=0424.970-0450.020 | Y=0633.270-0642.590 | 2.300
P=1344 | X=0461.210-0486.260 | Y=0633.270-0642.590 | 1.600
P=1344 | X=0497.230-0522.280 | Y=0633.270-0642.590 | 1.400
P=1344 | X=0235.540-0301.890 | Y=0637.150-0648.390 | giáo xứ Bùi Đệ
P=1344 | X=0106.850-0156.280 | Y=0639.030-0648.350 | Trảng Bom
P=1344 | X=0322.200-0342.830 | Y=0639.030-0648.350 | Bom
P=1344 | X=0106.850-0410.340 | Y=0654.910-0666.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã Bình
P=1344 | X=0106.850-0407.970 | Y=0666.430-0677.670 | Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ đến Giáp
P=1344 | X=0090.020-0402.030 | Y=0676.950-0689.190 | 149 ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1344 | X=0424.970-0450.020 | Y=0676.950-0686.270 | 1.600
P=1344 | X=0461.210-0486.260 | Y=0676.950-0686.270 | 1.100
P=1344 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 960
P=1344 | X=0106.850-0337.930 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1345 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1345 | X=0106.850-0410.340 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã Bình
P=1345 | X=0106.850-0407.970 | Y=0107.780-0119.020 | Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ đến Giáp
P=1345 | X=0106.850-0402.030 | Y=0119.330-0130.570 | ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1345 | X=0090.020-0338.400 | Y=0136.850-0150.930 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1345 | X=0424.970-0450.020 | Y=0141.610-0150.930 | 1.200
P=1345 | X=0469.370-0486.010 | Y=0141.610-0150.930 | 840
P=1345 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 720
P=1345 | X=0106.850-0413.270 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1345 | X=0106.850-0148.530 | Y=0165.650-0176.890 | ≤1.000m.
P=1345 | X=0106.850-0330.020 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1345 | X=0106.850-0410.340 | Y=0200.950-0212.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã Bình
P=1345 | X=0106.850-0407.970 | Y=0212.470-0223.710 | Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ đến Giáp
P=1345 | X=0106.850-0402.030 | Y=0223.990-0235.230 | ranh xã Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1345 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 151
P=1345 | X=0433.130-0449.770 | Y=0231.870-0241.190 | 550
P=1345 | X=0469.370-0486.010 | Y=0231.870-0241.190 | 390
P=1345 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 330
P=1345 | X=0106.850-0392.640 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1345 | X=0106.850-0330.490 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1345 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1345 | X=0106.850-0406.540 | Y=0288.340-0299.580 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo
P=1345 | X=0106.850-0415.990 | Y=0299.860-0311.100 | xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa,
P=1345 | X=0090.020-0180.930 | Y=0311.380-0322.820 | 152 bê tông xi măng:
P=1345 | X=0424.970-0450.020 | Y=0313.500-0322.820 | 1.400
P=1345 | X=0469.370-0486.010 | Y=0313.500-0322.820 | 980
P=1345 | X=0505.390-0522.030 | Y=0313.500-0322.820 | 840
P=1345 | X=0106.850-0337.930 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1345 | X=0106.850-0384.020 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1345 | X=0106.850-0392.110 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1345 | X=0106.850-0406.540 | Y=0375.480-0386.720 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo
P=1345 | X=0106.850-0415.990 | Y=0387.000-0398.240 | xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa,
P=1345 | X=0106.850-0180.930 | Y=0398.520-0409.760 | bê tông xi măng:
P=1345 | X=0090.020-0338.410 | Y=0415.280-0427.280 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1345 | X=0424.970-0450.020 | Y=0415.280-0424.600 | 1.100
P=1345 | X=0469.370-0486.010 | Y=0415.280-0424.600 | 770
P=1345 | X=0505.390-0522.030 | Y=0415.280-0424.600 | 660
P=1345 | X=0106.850-0413.270 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1345 | X=0106.850-0148.530 | Y=0445.080-0456.320 | ≤1.000m.
P=1345 | X=0106.850-0330.020 | Y=0462.620-0473.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1345 | X=0106.850-0392.110 | Y=0480.380-0491.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1345 | X=0106.850-0406.540 | Y=0491.900-0503.140 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo
P=1345 | X=0106.850-0415.990 | Y=0503.420-0514.660 | xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa,
P=1345 | X=0090.020-0180.930 | Y=0514.940-0526.380 | 154 bê tông xi măng:
P=1345 | X=0433.130-0449.770 | Y=0517.060-0526.380 | 500
P=1345 | X=0469.370-0486.010 | Y=0517.060-0526.380 | 350
P=1345 | X=0505.390-0522.030 | Y=0517.060-0526.380 | 300
P=1345 | X=0106.850-0392.640 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1345 | X=0106.850-0330.490 | Y=0549.770-0561.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1345 | X=0235.540-0407.900 | Y=0567.530-0578.770 | Giáp ranh xã Trảng Đường Bình Minh -
P=1345 | X=0090.020-0215.170 | Y=0573.290-0584.530 | 155 Đường 3 tháng 2 nối dài
P=1345 | X=0424.970-0450.020 | Y=0575.170-0584.490 | 8.500
P=1345 | X=0461.210-0486.260 | Y=0575.170-0584.490 | 6.000
P=1345 | X=0497.230-0522.280 | Y=0575.170-0584.490 | 5.100
P=1345 | X=0322.200-0372.470 | Y=0579.050-0590.290 | Giang Điền
P=1345 | X=0235.540-0256.170 | Y=0580.930-0590.250 | Bom
P=1345 | X=0106.850-0415.890 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2 nối
P=1345 | X=0106.850-0407.260 | Y=0608.330-0619.570 | dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh - Giang
P=1345 | X=0106.850-0337.200 | Y=0619.870-0631.110 | Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1345 | X=0090.020-0106.660 | Y=0627.750-0637.070 | 156
P=1345 | X=0424.970-0450.020 | Y=0627.750-0637.070 | 4.200
P=1345 | X=0461.210-0486.260 | Y=0627.750-0637.070 | 2.900
P=1345 | X=0497.230-0522.280 | Y=0627.750-0637.070 | 2.500
P=1345 | X=0106.850-0337.930 | Y=0637.390-0648.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1345 | X=0106.850-0384.020 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1345 | X=0106.850-0415.890 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2 nối
P=1345 | X=0090.020-0407.260 | Y=0684.190-0695.430 | 157 dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh - Giang
P=1345 | X=0424.970-0450.020 | Y=0686.070-0695.390 | 3.100
P=1345 | X=0461.210-0486.260 | Y=0686.070-0695.390 | 2.200
P=1345 | X=0497.230-0522.280 | Y=0686.070-0695.390 | 1.900
P=1345 | X=0106.850-0337.200 | Y=0695.710-0706.950 | Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1346 | X=0106.850-0338.400 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1346 | X=0106.850-0413.270 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1346 | X=0106.850-0148.530 | Y=0107.540-0118.780 | ≤1.000m.
P=1346 | X=0106.850-0330.020 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1346 | X=0106.850-0415.890 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2 nối
P=1346 | X=0106.850-0407.260 | Y=0154.370-0165.610 | dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh - Giang
P=1346 | X=0106.850-0337.200 | Y=0165.650-0176.890 | Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1346 | X=0090.020-0106.660 | Y=0173.530-0182.850 | 158
P=1346 | X=0424.970-0450.020 | Y=0173.530-0182.850 | 2.000
P=1346 | X=0461.210-0486.260 | Y=0173.530-0182.850 | 1.400
P=1346 | X=0497.230-0522.280 | Y=0173.530-0182.850 | 1.200
P=1346 | X=0106.850-0392.640 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1346 | X=0106.850-0330.490 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1346 | X=0106.850-0392.110 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1346 | X=0106.850-0384.220 | Y=0229.990-0241.230 | Đường 3 tháng 2 nối dài đoạn từ Giáp ranh xã Trảng Bom đến
P=1346 | X=0106.850-0414.450 | Y=0241.510-0252.750 | Đường Bình Minh - Giang Điền có hiện trạng là đường nhựa, bê tông
P=1346 | X=0090.020-0144.680 | Y=0253.030-0264.470 | 159 xi măng:
P=1346 | X=0424.970-0450.020 | Y=0255.150-0264.470 | 3.800
P=1346 | X=0461.210-0486.260 | Y=0255.150-0264.470 | 2.700
P=1346 | X=0497.230-0522.280 | Y=0255.150-0264.470 | 2.300
P=1346 | X=0106.850-0337.930 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1346 | X=0106.850-0384.020 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1346 | X=0106.850-0392.110 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1346 | X=0106.850-0384.220 | Y=0317.380-0328.620 | Đường 3 tháng 2 nối dài đoạn từ Giáp ranh xã Trảng Bom đến
P=1346 | X=0106.850-0414.450 | Y=0328.900-0340.140 | Đường Bình Minh - Giang Điền có hiện trạng là đường nhựa, bê tông
P=1346 | X=0106.850-0144.680 | Y=0340.420-0351.660 | xi măng:
P=1346 | X=0090.020-0338.400 | Y=0356.940-0368.940 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1346 | X=0424.970-0450.020 | Y=0356.940-0366.260 | 2.800
P=1346 | X=0461.210-0486.260 | Y=0356.940-0366.260 | 2.000
P=1346 | X=0497.230-0522.280 | Y=0356.940-0366.260 | 1.700
P=1346 | X=0106.850-0413.270 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1346 | X=0106.850-0148.530 | Y=0386.760-0398.000 | ≤1.000m.
P=1346 | X=0106.850-0330.020 | Y=0404.280-0415.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1346 | X=0106.850-0392.110 | Y=0422.040-0433.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1346 | X=0106.850-0384.220 | Y=0433.560-0444.800 | Đường 3 tháng 2 nối dài đoạn từ Giáp ranh xã Trảng Bom đến
P=1346 | X=0106.850-0414.450 | Y=0445.080-0456.320 | Đường Bình Minh - Giang Điền có hiện trạng là đường nhựa, bê tông
P=1346 | X=0090.020-0144.680 | Y=0456.620-0468.060 | 161 xi măng:
P=1346 | X=0424.970-0450.020 | Y=0458.740-0468.060 | 1.800
P=1346 | X=0461.210-0486.260 | Y=0458.740-0468.060 | 1.300
P=1346 | X=0497.230-0522.280 | Y=0458.740-0468.060 | 1.100
P=1346 | X=0106.850-0392.640 | Y=0474.140-0485.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1346 | X=0106.850-0330.490 | Y=0491.660-0502.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1346 | X=0235.540-0416.190 | Y=0509.420-0520.660 | Thửa đất số 456, Thửa đất số 1154, tờ
P=1346 | X=0106.850-0220.710 | Y=0515.180-0526.420 | Đường song hành đường
P=1346 | X=0235.540-0394.290 | Y=0520.940-0532.180 | tờ BĐĐC số 29, xã BĐĐC số 29, xã
P=1346 | X=0090.020-0106.660 | Y=0522.820-0532.140 | 162
P=1346 | X=0424.970-0450.020 | Y=0522.820-0532.140 | 7.500
P=1346 | X=0461.210-0486.260 | Y=0522.820-0532.140 | 5.300
P=1346 | X=0497.230-0522.280 | Y=0522.820-0532.140 | 4.500
P=1346 | X=0106.850-0180.370 | Y=0528.340-0537.660 | Võ Nguyên Giáp
P=1346 | X=0235.540-0280.730 | Y=0534.100-0543.420 | Bình Minh
P=1346 | X=0322.200-0367.390 | Y=0534.100-0543.420 | Bình Minh
P=1346 | X=0106.850-0404.380 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song hành
P=1346 | X=0106.850-0416.130 | Y=0561.530-0572.770 | đường Võ Nguyên Giáp đoạn từ Thửa đất số 456, tờ BĐĐC số 29, xã
P=1346 | X=0106.850-0403.860 | Y=0573.050-0584.290 | Bình Minh đến Thửa đất số 1154, tờ BĐĐC số 29, xã Bình Minh có
P=1346 | X=0090.020-0300.460 | Y=0584.570-0596.010 | 163 hiện trạng là đường nhựa, bê tông xi măng:
P=1346 | X=0424.970-0450.020 | Y=0586.690-0596.010 | 3.800
P=1346 | X=0461.210-0486.260 | Y=0586.690-0596.010 | 2.700
P=1346 | X=0497.230-0522.280 | Y=0586.690-0596.010 | 2.300
P=1346 | X=0106.850-0337.930 | Y=0602.090-0613.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1346 | X=0106.850-0384.020 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1346 | X=0106.850-0404.380 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song hành
P=1346 | X=0106.850-0416.130 | Y=0648.910-0660.150 | đường Võ Nguyên Giáp đoạn từ Thửa đất số 456, tờ BĐĐC số 29, xã
P=1346 | X=0106.850-0403.900 | Y=0660.430-0671.670 | Bình Minh đến Thửa đất số 1154, tờ BĐĐC số 29, xã Bình Minh có
P=1346 | X=0090.020-0300.460 | Y=0671.950-0683.390 | 164 hiện trạng là đường nhựa, bê tông xi măng:
P=1346 | X=0424.970-0450.020 | Y=0674.070-0683.390 | 2.300
P=1346 | X=0461.210-0486.260 | Y=0674.070-0683.390 | 1.600
P=1346 | X=0497.230-0522.280 | Y=0674.070-0683.390 | 1.400
P=1346 | X=0106.850-0338.400 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1346 | X=0106.850-0413.270 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1347 | X=0106.850-0148.530 | Y=0072.500-0083.740 | ≤1.000m.
P=1347 | X=0106.850-0330.020 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1347 | X=0106.850-0404.380 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song hành
P=1347 | X=0106.850-0416.130 | Y=0119.330-0130.570 | đường Võ Nguyên Giáp đoạn từ Thửa đất số 456, tờ BĐĐC số 29, xã
P=1347 | X=0106.850-0403.860 | Y=0130.850-0142.090 | Bình Minh đến Thửa đất số 1154, tờ BĐĐC số 29, xã Bình Minh có
P=1347 | X=0090.020-0300.460 | Y=0142.370-0153.810 | 165 hiện trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0424.970-0450.020 | Y=0144.490-0153.810 | 1.500
P=1347 | X=0461.210-0486.260 | Y=0144.490-0153.810 | 1.100
P=1347 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 900
P=1347 | X=0106.850-0392.660 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1347 | X=0106.850-0330.490 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1347 | X=0106.850-0392.110 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1347 | X=0106.850-0413.110 | Y=0206.470-0217.710 | Đường song hành đường Võ Nguyên Giáp đoạn từ Thửa đất số 456,
P=1347 | X=0106.850-0415.990 | Y=0217.990-0229.230 | tờ BĐĐC số 29, xã Bình Minh đến Thửa đất số 1154, tờ BĐĐC số 29,
P=1347 | X=0090.020-0374.910 | Y=0229.510-0240.950 | 166 xã Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0424.970-0450.020 | Y=0231.630-0240.950 | 3.400
P=1347 | X=0461.210-0486.260 | Y=0231.630-0240.950 | 2.400
P=1347 | X=0497.230-0522.280 | Y=0231.630-0240.950 | 2.000
P=1347 | X=0106.850-0337.930 | Y=0247.030-0258.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1347 | X=0106.850-0384.020 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1347 | X=0106.850-0392.110 | Y=0282.340-0293.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1347 | X=0106.850-0413.110 | Y=0293.860-0305.100 | Đường song hành đường Võ Nguyên Giáp đoạn từ Thửa đất số 456,
P=1347 | X=0106.850-0415.990 | Y=0305.380-0316.620 | tờ BĐĐC số 29, xã Bình Minh đến Thửa đất số 1154, tờ BĐĐC số 29,
P=1347 | X=0106.850-0374.910 | Y=0316.900-0328.140 | xã Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0090.020-0338.400 | Y=0333.420-0345.660 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1347 | X=0424.970-0450.020 | Y=0333.420-0342.740 | 2.100
P=1347 | X=0461.210-0486.260 | Y=0333.420-0342.740 | 1.500
P=1347 | X=0497.230-0522.280 | Y=0333.420-0342.740 | 1.300
P=1347 | X=0106.850-0413.270 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1347 | X=0106.850-0148.530 | Y=0363.220-0374.460 | ≤1.000m.
P=1347 | X=0106.850-0330.020 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
