TABLE=054 | AREA=Xã Tân An | SECTION=non-agricultural | SEGMENTS=1
P=1816 | X=0108.290-0328.760 | Y=0142.370-0153.610 | - Sông Mây đến Cầu suối Đá Bàn có hiện trạng là
P=1816 | X=0108.290-0244.040 | Y=0153.650-0164.890 | đường nhựa, bê tông xi măng:
P=1816 | X=0090.500-0107.140 | Y=0161.530-0170.850 | 156
P=1816 | X=0380.780-0405.830 | Y=0161.530-0170.850 | 1.700
P=1816 | X=0441.770-0466.820 | Y=0161.530-0170.850 | 1.200
P=1816 | X=0497.230-0522.280 | Y=0161.530-0170.850 | 1.000
P=1816 | X=0108.290-0339.370 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1816 | X=0108.290-0321.560 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1816 | X=0108.290-0169.410 | Y=0200.230-0211.470 | thông ≤500m.
P=1816 | X=0108.290-0322.520 | Y=0217.990-0229.230 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1816 | X=0108.290-0341.400 | Y=0229.510-0240.750 | Đường tỉnh 767 đoạn từ Đường điện 500KV Phú Mỹ
P=1816 | X=0108.290-0328.760 | Y=0241.030-0252.270 | - Sông Mây đến Cầu suối Đá Bàn có hiện trạng là
P=1816 | X=0108.290-0244.040 | Y=0252.550-0263.790 | đường nhựa, bê tông xi măng:
P=1816 | X=0090.500-0339.840 | Y=0269.070-0281.310 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1816 | X=0380.780-0405.830 | Y=0269.070-0278.390 | 1.300
P=1816 | X=0449.930-0466.570 | Y=0269.070-0278.390 | 910
P=1816 | X=0505.390-0522.030 | Y=0269.070-0278.390 | 780
P=1816 | X=0108.290-0321.540 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1816 | X=0108.290-0243.110 | Y=0299.140-0310.380 | thông từ >500m đến ≤1.000m.
P=1816 | X=0108.290-0331.460 | Y=0316.660-0327.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1816 | X=0108.290-0322.520 | Y=0334.420-0345.660 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1816 | X=0108.290-0341.400 | Y=0345.700-0356.940 | Đường tỉnh 767 đoạn từ Đường điện 500KV Phú Mỹ
P=1816 | X=0108.290-0328.760 | Y=0357.220-0368.460 | - Sông Mây đến Cầu suối Đá Bàn có hiện trạng là
P=1816 | X=0108.290-0244.040 | Y=0368.760-0380.000 | đường nhựa, bê tông xi măng:
P=1816 | X=0090.500-0107.140 | Y=0376.640-0385.960 | 158
P=1816 | X=0380.780-0405.830 | Y=0376.640-0385.960 | 1.000
P=1816 | X=0449.930-0466.570 | Y=0376.640-0385.960 | 700
P=1816 | X=0505.390-0522.030 | Y=0376.640-0385.960 | 600
P=1816 | X=0108.290-0321.540 | Y=0386.280-0397.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1816 | X=0108.290-0178.270 | Y=0399.680-0409.000 | thông >1.000m.
P=1816 | X=0108.290-0331.930 | Y=0415.320-0426.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1816 | X=0108.290-0341.000 | Y=0433.080-0444.320 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1816 | X=0108.290-0324.680 | Y=0444.600-0455.840 | và thông ra Đường tỉnh 767 đoạn từ Đường điện
P=1816 | X=0108.290-0340.520 | Y=0456.140-0467.380 | 500KV Phú Mỹ - Sông Mây đến Cầu suối Đá Bàn có
P=1816 | X=0108.290-0301.900 | Y=0467.660-0478.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=1816 | X=0090.500-0107.140 | Y=0475.540-0484.860 | 159
P=1816 | X=0380.780-0405.830 | Y=0475.540-0484.860 | 1.500
P=1816 | X=0441.770-0466.820 | Y=0475.540-0484.860 | 1.100
P=1816 | X=0505.390-0522.030 | Y=0475.540-0484.860 | 900
P=1816 | X=0108.290-0339.370 | Y=0485.180-0496.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1816 | X=0108.290-0321.540 | Y=0502.460-0513.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1816 | X=0108.290-0169.410 | Y=0513.980-0525.220 | thông ≤500m.
P=1816 | X=0108.290-0341.000 | Y=0531.740-0542.980 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1816 | X=0108.290-0324.680 | Y=0543.290-0554.530 | và thông ra Đường tỉnh 767 đoạn từ Đường điện
P=1816 | X=0108.290-0340.470 | Y=0554.810-0566.050 | 500KV Phú Mỹ - Sông Mây đến Cầu suối Đá Bàn có
P=1816 | X=0108.290-0301.900 | Y=0566.330-0577.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1816 | X=0090.500-0339.840 | Y=0583.090-0595.090 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1816 | X=0380.780-0405.830 | Y=0583.090-0592.410 | 1.200
P=1816 | X=0449.930-0466.570 | Y=0583.090-0592.410 | 840
P=1816 | X=0505.390-0522.030 | Y=0583.090-0592.410 | 720
P=1816 | X=0108.290-0321.540 | Y=0601.370-0612.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1816 | X=0108.290-0243.110 | Y=0612.890-0624.130 | thông từ >500m đến ≤1.000m.
P=1816 | X=0108.290-0331.480 | Y=0630.430-0641.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1816 | X=0108.290-0341.000 | Y=0648.190-0659.430 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1816 | X=0108.290-0324.680 | Y=0659.710-0670.950 | và thông ra Đường tỉnh 767 đoạn từ Đường điện
P=1816 | X=0090.500-0340.470 | Y=0671.230-0685.310 | 161 500KV Phú Mỹ - Sông Mây đến Cầu suối Đá Bàn có
P=1816 | X=0388.940-0405.580 | Y=0675.990-0685.310 | 900
P=1816 | X=0449.930-0466.570 | Y=0675.990-0685.310 | 630
P=1816 | X=0505.390-0522.030 | Y=0675.990-0685.310 | 540
P=1816 | X=0108.290-0301.900 | Y=0682.510-0693.750 | hiện trạng là đường nhựa, bê tông xi măng:
P=1816 | X=0108.290-0321.560 | Y=0700.050-0711.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1817 | X=0108.290-0178.270 | Y=0074.380-0083.700 | thông >1.000m.
P=1817 | X=0108.290-0331.930 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1817 | X=0191.830-0246.880 | Y=0107.780-0119.020 | Cầu suối Đá
P=1817 | X=0262.660-0334.520 | Y=0109.660-0118.980 | Giáp ranh xã Trị
P=1817 | X=0090.500-0178.460 | Y=0113.540-0124.780 | 162 Đường tỉnh 767
P=1817 | X=0380.780-0405.830 | Y=0115.420-0124.740 | 6.000
P=1817 | X=0441.770-0466.820 | Y=0115.420-0124.740 | 4.200
P=1817 | X=0497.230-0522.280 | Y=0115.420-0124.740 | 3.600
P=1817 | X=0191.830-0209.670 | Y=0121.210-0130.530 | Bàn
P=1817 | X=0262.660-0274.980 | Y=0121.210-0130.530 | An
P=1817 | X=0108.290-0322.520 | Y=0137.090-0148.330 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1817 | X=0108.290-0337.630 | Y=0148.610-0159.850 | Đường tỉnh 767 đoạn từ Cầu suối Đá Bàn đến Giáp
P=1817 | X=0108.290-0340.280 | Y=0160.130-0171.370 | ranh xã Trị An có hiện trạng là đường nhựa, bê tông
P=1817 | X=0108.290-0146.120 | Y=0171.410-0182.650 | xi măng:
P=1817 | X=0090.500-0107.140 | Y=0179.290-0188.610 | 163
P=1817 | X=0380.780-0405.830 | Y=0179.290-0188.610 | 1.700
P=1817 | X=0441.770-0466.820 | Y=0179.290-0188.610 | 1.200
P=1817 | X=0497.230-0522.280 | Y=0179.290-0188.610 | 1.000
P=1817 | X=0108.290-0339.370 | Y=0188.930-0200.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1817 | X=0108.290-0321.540 | Y=0206.470-0217.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1817 | X=0108.290-0169.410 | Y=0217.990-0229.230 | thông ≤500m.
P=1817 | X=0108.290-0322.520 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1817 | X=0108.290-0337.630 | Y=0247.270-0258.510 | Đường tỉnh 767 đoạn từ Cầu suối Đá Bàn đến Giáp
P=1817 | X=0108.290-0340.280 | Y=0258.790-0270.030 | ranh xã Trị An có hiện trạng là đường nhựa, bê tông
P=1817 | X=0108.290-0146.120 | Y=0270.310-0281.550 | xi măng:
P=1817 | X=0090.500-0339.840 | Y=0286.860-0299.100 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1817 | X=0380.780-0405.830 | Y=0286.860-0296.180 | 1.300
P=1817 | X=0449.930-0466.570 | Y=0286.860-0296.180 | 910
P=1817 | X=0505.390-0522.030 | Y=0286.860-0296.180 | 780
P=1817 | X=0108.290-0321.540 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1817 | X=0108.290-0243.140 | Y=0316.900-0328.140 | thông từ >500m đến ≤1.000m.
P=1817 | X=0108.290-0331.460 | Y=0334.420-0345.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1817 | X=0108.290-0322.520 | Y=0351.940-0363.180 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1817 | X=0108.290-0337.630 | Y=0363.460-0374.700 | Đường tỉnh 767 đoạn từ Cầu suối Đá Bàn đến Giáp
P=1817 | X=0108.290-0340.280 | Y=0375.000-0386.240 | ranh xã Trị An có hiện trạng là đường nhựa, bê tông
P=1817 | X=0108.290-0146.120 | Y=0386.520-0397.760 | xi măng:
P=1817 | X=0090.500-0107.140 | Y=0394.400-0403.720 | 165
P=1817 | X=0388.940-0405.580 | Y=0394.400-0403.720 | 900
P=1817 | X=0449.930-0466.570 | Y=0394.400-0403.720 | 630
P=1817 | X=0505.390-0522.030 | Y=0394.400-0403.720 | 540
P=1817 | X=0108.290-0321.540 | Y=0404.040-0415.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1817 | X=0108.290-0178.270 | Y=0417.440-0426.760 | thông >1.000m.
P=1817 | X=0108.290-0331.930 | Y=0433.080-0444.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1817 | X=0108.290-0341.000 | Y=0450.860-0462.100 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1817 | X=0108.290-0326.340 | Y=0462.380-0473.620 | và thông ra Đường tỉnh 767 đoạn từ Cầu suối Đá
P=1817 | X=0108.290-0339.080 | Y=0473.900-0485.140 | Bàn đến Giáp ranh xã Trị An có hiện trạng là đường
P=1817 | X=0108.290-0211.400 | Y=0485.420-0496.660 | nhựa, bê tông xi măng:
P=1817 | X=0090.500-0107.140 | Y=0493.300-0502.620 | 166
P=1817 | X=0380.780-0405.830 | Y=0493.300-0502.620 | 1.500
P=1817 | X=0441.770-0466.820 | Y=0493.300-0502.620 | 1.100
P=1817 | X=0505.390-0522.030 | Y=0493.300-0502.620 | 900
P=1817 | X=0108.290-0339.400 | Y=0502.940-0514.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1817 | X=0108.290-0321.540 | Y=0520.220-0531.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1817 | X=0108.290-0169.410 | Y=0531.740-0542.980 | thông ≤500m.
P=1817 | X=0108.290-0341.000 | Y=0549.530-0560.770 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1817 | X=0108.290-0326.340 | Y=0561.050-0572.290 | và thông ra Đường tỉnh 767 đoạn từ Cầu suối Đá
P=1817 | X=0108.290-0339.080 | Y=0572.570-0583.810 | Bàn đến Giáp ranh xã Trị An có hiện trạng là đường
P=1817 | X=0108.290-0211.440 | Y=0585.970-0595.290 | nhựa, bê tông xi măng:
P=1817 | X=0090.500-0339.840 | Y=0600.850-0612.850 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1817 | X=0380.780-0405.830 | Y=0600.850-0610.170 | 1.200
P=1817 | X=0449.930-0466.570 | Y=0600.850-0610.170 | 840
P=1817 | X=0505.390-0522.030 | Y=0600.850-0610.170 | 720
P=1817 | X=0108.290-0321.540 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1817 | X=0108.290-0243.110 | Y=0630.670-0641.910 | thông từ >500m đến ≤1.000m.
P=1817 | X=0108.290-0331.460 | Y=0648.190-0659.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1817 | X=0108.290-0341.000 | Y=0665.950-0677.190 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1817 | X=0108.290-0326.340 | Y=0677.470-0688.710 | và thông ra Đường tỉnh 767 đoạn từ Cầu suối Đá
P=1817 | X=0090.500-0107.140 | Y=0685.110-0694.430 | 168
P=1817 | X=0388.940-0405.580 | Y=0685.110-0694.430 | 810
P=1817 | X=0449.930-0466.570 | Y=0685.110-0694.430 | 570
P=1817 | X=0505.390-0522.030 | Y=0685.110-0694.430 | 490
P=1817 | X=0108.290-0339.080 | Y=0688.750-0699.990 | Bàn đến Giáp ranh xã Trị An có hiện trạng là đường
P=1817 | X=0108.290-0211.400 | Y=0700.290-0711.530 | nhựa, bê tông xi măng:
P=1818 | X=0108.290-0321.540 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1818 | X=0108.290-0178.270 | Y=0091.900-0101.220 | thông >1.000m.
P=1818 | X=0108.290-0331.930 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1818 | X=0108.290-0184.460 | Y=0125.330-0136.570 | Đường giáp ranh
P=1818 | X=0108.290-0185.160 | Y=0136.850-0148.090 | giữa xã Vĩnh Tân
P=1818 | X=0262.660-0340.730 | Y=0144.490-0153.810 | Giáp ranh xã Bàu
P=1818 | X=0090.500-0262.030 | Y=0148.370-0159.610 | 169 và thị trấn Vĩnh An Đường tỉnh 767
P=1818 | X=0380.780-0405.830 | Y=0150.250-0159.570 | 2.600
P=1818 | X=0441.770-0466.820 | Y=0150.250-0159.570 | 1.800
P=1818 | X=0497.230-0522.280 | Y=0150.250-0159.570 | 1.600
P=1818 | X=0262.660-0283.780 | Y=0156.010-0165.330 | Hàm
P=1818 | X=0108.290-0183.010 | Y=0159.650-0170.890 | cũ (thuộc xã Tân
P=1818 | X=0108.290-0144.050 | Y=0173.050-0182.370 | An mới)
P=1818 | X=0108.290-0322.520 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1818 | X=0108.290-0334.270 | Y=0200.470-0211.710 | Đường giáp ranh giữa xã Vĩnh Tân và thị trấn Vĩnh
P=1818 | X=0108.290-0326.840 | Y=0211.990-0223.230 | An cũ (thuộc xã Tân An mới) đoạn từ Đường tỉnh
P=1818 | X=0108.290-0320.360 | Y=0223.510-0234.750 | 767 đến Giáp ranh xã Bàu Hàm có hiện trạng là
P=1818 | X=0090.500-0244.070 | Y=0235.030-0246.470 | 170 đường nhựa, bê tông xi măng:
P=1818 | X=0380.780-0405.830 | Y=0237.150-0246.470 | 1.300
P=1818 | X=0449.930-0466.570 | Y=0237.150-0246.470 | 910
P=1818 | X=0505.390-0522.030 | Y=0237.150-0246.470 | 780
P=1818 | X=0108.290-0339.370 | Y=0252.550-0263.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1818 | X=0108.290-0321.540 | Y=0270.070-0281.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1818 | X=0108.290-0169.410 | Y=0281.620-0292.860 | thông ≤500m.
P=1818 | X=0108.290-0322.520 | Y=0299.380-0310.620 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1818 | X=0108.290-0334.270 | Y=0310.900-0322.140 | Đường giáp ranh giữa xã Vĩnh Tân và thị trấn Vĩnh
P=1818 | X=0108.290-0326.840 | Y=0322.420-0333.660 | An cũ (thuộc xã Tân An mới) đoạn từ Đường tỉnh
P=1818 | X=0108.290-0320.360 | Y=0333.700-0344.940 | 767 đến Giáp ranh xã Bàu Hàm có hiện trạng là
P=1818 | X=0108.290-0244.040 | Y=0345.220-0356.460 | đường nhựa, bê tông xi măng:
P=1818 | X=0090.500-0107.140 | Y=0356.220-0365.540 | 171
P=1818 | X=0380.780-0405.830 | Y=0356.220-0365.540 | 1.000
P=1818 | X=0449.930-0466.570 | Y=0356.220-0365.540 | 700
P=1818 | X=0505.390-0522.030 | Y=0356.220-0365.540 | 600
P=1818 | X=0108.290-0339.840 | Y=0362.740-0373.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1818 | X=0108.290-0321.560 | Y=0380.280-0391.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1818 | X=0108.290-0243.110 | Y=0391.800-0403.040 | thông từ >500m đến ≤1.000m.
P=1818 | X=0108.290-0331.460 | Y=0409.320-0420.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1818 | X=0108.290-0322.520 | Y=0427.080-0438.320 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1818 | X=0108.290-0334.290 | Y=0438.600-0449.840 | Đường giáp ranh giữa xã Vĩnh Tân và thị trấn Vĩnh
P=1818 | X=0108.290-0326.840 | Y=0450.140-0461.380 | An cũ (thuộc xã Tân An mới) đoạn từ Đường tỉnh
P=1818 | X=0108.290-0320.360 | Y=0461.660-0472.900 | 767 đến Giáp ranh xã Bàu Hàm có hiện trạng là
P=1818 | X=0090.500-0244.040 | Y=0473.180-0484.620 | 172 đường nhựa, bê tông xi măng:
P=1818 | X=0388.940-0405.580 | Y=0475.300-0484.620 | 650
P=1818 | X=0449.930-0466.570 | Y=0475.300-0484.620 | 460
P=1818 | X=0505.390-0522.030 | Y=0475.300-0484.620 | 390
P=1818 | X=0108.290-0321.540 | Y=0490.460-0501.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1818 | X=0108.290-0178.270 | Y=0503.860-0513.180 | thông >1.000m.
P=1818 | X=0108.290-0331.930 | Y=0519.500-0530.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1818 | X=0108.290-0341.000 | Y=0537.290-0548.530 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1818 | X=0108.290-0343.400 | Y=0548.810-0560.050 | và thông ra Đường giáp ranh giữa xã Vĩnh Tân và thị
P=1818 | X=0108.290-0316.950 | Y=0560.330-0571.570 | trấn Vĩnh An cũ (thuộc xã Tân An mới) đoạn từ
P=1818 | X=0108.290-0337.400 | Y=0571.850-0583.090 | Đường tỉnh 767 đến Giáp ranh xã Bàu Hàm có hiện
P=1818 | X=0090.500-0280.070 | Y=0583.370-0594.810 | 173 trạng là đường nhựa, bê tông xi măng:
P=1818 | X=0380.780-0405.830 | Y=0585.490-0594.810 | 1.200
P=1818 | X=0449.930-0466.570 | Y=0585.490-0594.810 | 840
P=1818 | X=0505.390-0522.030 | Y=0585.490-0594.810 | 720
P=1818 | X=0108.290-0339.380 | Y=0600.890-0612.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1818 | X=0108.290-0321.560 | Y=0618.430-0629.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1818 | X=0108.290-0169.410 | Y=0629.950-0641.190 | thông ≤500m.
P=1818 | X=0108.290-0341.000 | Y=0647.710-0658.950 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1818 | X=0108.290-0343.400 | Y=0659.230-0670.470 | và thông ra Đường giáp ranh giữa xã Vĩnh Tân và thị
P=1818 | X=0090.500-0316.950 | Y=0670.510-0681.750 | 174 trấn Vĩnh An cũ (thuộc xã Tân An mới) đoạn từ
P=1818 | X=0388.940-0405.580 | Y=0672.390-0681.710 | 900
P=1818 | X=0449.930-0466.570 | Y=0672.390-0681.710 | 630
P=1818 | X=0505.390-0522.030 | Y=0672.390-0681.710 | 540
P=1818 | X=0108.290-0337.400 | Y=0682.030-0693.270 | Đường tỉnh 767 đến Giáp ranh xã Bàu Hàm có hiện
P=1818 | X=0108.290-0280.070 | Y=0693.550-0704.790 | trạng là đường nhựa, bê tông xi măng:
P=1819 | X=0108.290-0339.840 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1819 | X=0108.290-0321.540 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1819 | X=0108.290-0243.140 | Y=0107.540-0118.780 | thông từ >500m đến ≤1.000m.
P=1819 | X=0108.290-0331.460 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1819 | X=0108.290-0341.000 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1819 | X=0108.290-0343.400 | Y=0154.370-0165.610 | và thông ra Đường giáp ranh giữa xã Vĩnh Tân và thị
P=1819 | X=0108.290-0316.950 | Y=0165.650-0176.890 | trấn Vĩnh An cũ (thuộc xã Tân An mới) đoạn từ
P=1819 | X=0108.290-0337.400 | Y=0177.170-0188.410 | Đường tỉnh 767 đến Giáp ranh xã Bàu Hàm có hiện
P=1819 | X=0090.500-0280.070 | Y=0188.690-0200.130 | 175 trạng là đường nhựa, bê tông xi măng:
P=1819 | X=0388.940-0405.580 | Y=0190.810-0200.130 | 590
P=1819 | X=0449.930-0466.570 | Y=0190.810-0200.130 | 410
P=1819 | X=0505.390-0522.030 | Y=0190.810-0200.130 | 350
P=1819 | X=0108.290-0321.540 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1819 | X=0108.290-0178.270 | Y=0219.630-0228.950 | thông >1.000m.
P=1819 | X=0108.290-0331.930 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1819 | X=0108.290-0172.870 | Y=0253.030-0264.270 | Đường Trị An-
P=1819 | X=0262.660-0333.960 | Y=0253.030-0264.270 | đường Tân An -
P=1819 | X=0191.830-0260.350 | Y=0258.790-0270.030 | đường tỉnh 767
P=1819 | X=0090.500-0107.140 | Y=0260.670-0269.990 | 176
P=1819 | X=0380.780-0405.830 | Y=0260.670-0269.990 | 2.800
P=1819 | X=0441.770-0466.820 | Y=0260.670-0269.990 | 2.000
P=1819 | X=0497.230-0522.280 | Y=0260.670-0269.990 | 1.700
P=1819 | X=0108.290-0149.160 | Y=0264.550-0275.790 | Vĩnh Tân
P=1819 | X=0262.660-0303.530 | Y=0264.550-0275.790 | Vĩnh Tân
P=1819 | X=0108.290-0322.520 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1819 | X=0108.290-0327.330 | Y=0293.860-0305.100 | Đường Trị An - Vĩnh Tân đoạn từ đường tỉnh 767
P=1819 | X=0108.290-0313.640 | Y=0305.380-0316.620 | đến đường Tân An - Vĩnh Tân có hiện trạng là
P=1819 | X=0108.290-0244.070 | Y=0316.900-0328.140 | đường nhựa, bê tông xi măng:
P=1819 | X=0090.500-0107.140 | Y=0324.780-0334.100 | 177
P=1819 | X=0380.780-0405.830 | Y=0324.780-0334.100 | 1.400
P=1819 | X=0449.930-0466.570 | Y=0324.780-0334.100 | 980
P=1819 | X=0505.390-0522.030 | Y=0324.780-0334.100 | 840
P=1819 | X=0108.290-0339.370 | Y=0334.420-0345.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1819 | X=0108.290-0321.540 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1819 | X=0108.290-0169.410 | Y=0363.220-0374.460 | thông ≤500m.
P=1819 | X=0108.290-0322.520 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1819 | X=0108.290-0327.330 | Y=0392.520-0403.760 | Đường Trị An - Vĩnh Tân đoạn từ đường tỉnh 767
P=1819 | X=0108.290-0313.640 | Y=0404.040-0415.280 | đến đường Tân An - Vĩnh Tân có hiện trạng là
P=1819 | X=0108.290-0244.040 | Y=0415.560-0426.800 | đường nhựa, bê tông xi măng:
P=1819 | X=0090.500-0339.840 | Y=0432.080-0444.320 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1819 | X=0380.780-0405.820 | Y=0432.080-0441.400 | 1.200
P=1819 | X=0449.930-0466.570 | Y=0432.080-0441.400 | 840
P=1819 | X=0505.390-0522.030 | Y=0432.080-0441.400 | 720
P=1819 | X=0108.290-0321.540 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1819 | X=0108.290-0243.140 | Y=0462.140-0473.380 | thông từ >500m đến ≤1.000m.
P=1819 | X=0108.290-0331.460 | Y=0479.660-0490.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1819 | X=0108.290-0322.520 | Y=0497.420-0508.660 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1819 | X=0108.290-0327.330 | Y=0508.940-0520.180 | Đường Trị An - Vĩnh Tân đoạn từ đường tỉnh 767
P=1819 | X=0108.290-0313.640 | Y=0520.220-0531.460 | đến đường Tân An - Vĩnh Tân có hiện trạng là
P=1819 | X=0108.290-0244.040 | Y=0531.740-0542.980 | đường nhựa, bê tông xi măng:
P=1819 | X=0090.500-0107.140 | Y=0539.650-0548.970 | 179
P=1819 | X=0380.780-0405.830 | Y=0539.650-0548.970 | 1.000
P=1819 | X=0449.930-0466.570 | Y=0539.650-0548.970 | 700
P=1819 | X=0505.390-0522.030 | Y=0539.650-0548.970 | 600
P=1819 | X=0108.290-0321.540 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1819 | X=0108.290-0178.270 | Y=0562.690-0572.010 | thông >1.000m.
P=1819 | X=0108.290-0331.930 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1819 | X=0108.290-0341.000 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1819 | X=0108.290-0341.960 | Y=0607.610-0618.850 | và thông ra Đường Trị An - Vĩnh Tân đoạn từ đường
P=1819 | X=0108.290-0341.490 | Y=0619.150-0630.390 | tỉnh 767 đến đường Tân An - Vĩnh Tân có hiện trạng
P=1819 | X=0108.290-0254.620 | Y=0630.670-0641.910 | là đường nhựa, bê tông xi măng:
P=1819 | X=0090.500-0107.140 | Y=0638.550-0647.870 | 180
P=1819 | X=0380.780-0405.830 | Y=0638.550-0647.870 | 1.300
P=1819 | X=0449.930-0466.570 | Y=0638.550-0647.870 | 910
P=1819 | X=0505.390-0522.030 | Y=0638.550-0647.870 | 780
P=1819 | X=0108.290-0339.370 | Y=0648.190-0659.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1819 | X=0108.290-0321.540 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1819 | X=0108.290-0169.410 | Y=0677.230-0688.470 | thông ≤500m.
P=1819 | X=0108.290-0341.000 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1819 | X=0090.500-0107.140 | Y=0702.420-0711.740 | 181
P=1819 | X=0380.780-0405.830 | Y=0702.420-0711.740 | 1.100
P=1819 | X=0449.930-0466.570 | Y=0702.420-0711.740 | 770
P=1819 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 660
P=1819 | X=0108.290-0341.960 | Y=0706.290-0717.530 | và thông ra Đường Trị An - Vĩnh Tân đoạn từ đường
P=1820 | X=0108.290-0341.480 | Y=0072.500-0083.740 | tỉnh 767 đến đường Tân An - Vĩnh Tân có hiện trạng
