TABLE=006 | AREA=Phường Hố Nai | SECTION=non-agricultural | SEGMENTS=1
P=0228 | X=0106.850-0408.220 | Y=0264.550-0275.790 | đến hết ranh thửa đất số 97 tờ BĐĐC số 101; Bên trái, đến hết ranh
P=0228 | X=0106.850-0397.180 | Y=0276.070-0287.310 | thửa đất số 10, tờ BĐĐC số 101 có hiện trạng là đường nhựa, bê
P=0228 | X=0090.020-0106.660 | Y=0283.980-0293.300 | 161
P=0228 | X=0424.970-0450.010 | Y=0283.980-0293.300 | 1.400
P=0228 | X=0469.370-0486.010 | Y=0283.980-0293.300 | 980
P=0228 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 840
P=0228 | X=0106.850-0167.010 | Y=0287.620-0298.860 | tông xi măng:
P=0228 | X=0106.850-0392.640 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0228 | X=0106.850-0330.490 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0228 | X=0235.540-0404.620 | Y=0340.420-0351.660 | Đường Đông Hải - Giáp ranh phường
P=0228 | X=0090.020-0194.290 | Y=0345.940-0357.180 | 162 Đường Trung Đông
P=0228 | X=0424.970-0450.020 | Y=0347.820-0357.140 | 5.000
P=0228 | X=0461.210-0486.260 | Y=0347.820-0357.140 | 3.500
P=0228 | X=0497.230-0522.280 | Y=0347.820-0357.140 | 3.000
P=0228 | X=0235.540-0268.420 | Y=0351.700-0362.940 | Lộ Đức
P=0228 | X=0322.200-0366.200 | Y=0353.580-0362.900 | Trảng Dài
P=0228 | X=0106.850-0410.840 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung Đông
P=0228 | X=0106.850-0413.020 | Y=0381.000-0392.240 | đoạn từ Đường Đông Hải - Lộ Đức đến Giáp ranh phường Trảng Dài
P=0228 | X=0106.850-0313.700 | Y=0392.520-0403.760 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0228 | X=0090.020-0106.660 | Y=0400.400-0409.720 | 163
P=0228 | X=0424.970-0450.020 | Y=0400.400-0409.720 | 2.400
P=0228 | X=0461.210-0486.260 | Y=0400.400-0409.720 | 1.700
P=0228 | X=0497.230-0522.280 | Y=0400.400-0409.720 | 1.400
P=0228 | X=0106.850-0337.930 | Y=0410.040-0421.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0228 | X=0106.850-0384.020 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0228 | X=0106.850-0410.840 | Y=0445.320-0456.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung Đông
P=0228 | X=0106.850-0413.020 | Y=0456.860-0468.100 | đoạn từ Đường Đông Hải - Lộ Đức đến Giáp ranh phường Trảng Dài
P=0228 | X=0106.850-0313.700 | Y=0468.380-0479.620 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0228 | X=0090.020-0338.400 | Y=0485.900-0499.980 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0228 | X=0424.970-0450.020 | Y=0490.660-0499.980 | 1.700
P=0228 | X=0461.210-0486.260 | Y=0490.660-0499.980 | 1.200
P=0228 | X=0497.230-0522.270 | Y=0490.660-0499.980 | 1.000
P=0228 | X=0106.850-0413.270 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0228 | X=0106.850-0148.530 | Y=0514.940-0526.180 | ≤1.000m.
P=0228 | X=0106.850-0330.020 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0228 | X=0106.850-0410.840 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung Đông
P=0228 | X=0106.850-0413.020 | Y=0561.530-0572.770 | đoạn từ Đường Đông Hải - Lộ Đức đến Giáp ranh phường Trảng Dài
P=0228 | X=0106.850-0313.700 | Y=0573.050-0584.290 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0228 | X=0090.020-0106.660 | Y=0580.930-0590.250 | 165
P=0228 | X=0424.970-0450.020 | Y=0580.930-0590.250 | 1.200
P=0228 | X=0469.370-0486.010 | Y=0580.930-0590.250 | 840
P=0228 | X=0505.390-0522.030 | Y=0580.930-0590.250 | 720
P=0228 | X=0106.850-0392.640 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0228 | X=0106.850-0330.490 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0228 | X=0106.850-0392.110 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0228 | X=0106.850-0395.500 | Y=0637.390-0648.630 | Đường Trung Đông đoạn từ Đường Đông Hải - Lộ Đức đến Giáp
P=0228 | X=0106.850-0390.920 | Y=0648.910-0660.150 | ranh phường Trảng Dài có hiện trạng là đường nhựa, bê tông xi
P=0228 | X=0090.020-0134.850 | Y=0660.430-0671.870 | 166 măng:
P=0228 | X=0424.970-0450.020 | Y=0662.550-0671.870 | 2.200
P=0228 | X=0461.210-0486.260 | Y=0662.550-0671.870 | 1.500
P=0228 | X=0497.230-0522.280 | Y=0662.550-0671.870 | 1.300
P=0228 | X=0106.850-0337.930 | Y=0677.950-0689.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0228 | X=0106.850-0384.020 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0229 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0229 | X=0106.850-0395.500 | Y=0090.020-0101.260 | Đường Trung Đông đoạn từ Đường Đông Hải - Lộ Đức đến Giáp
P=0229 | X=0106.850-0390.920 | Y=0101.540-0112.780 | ranh phường Trảng Dài có hiện trạng là đường nhựa, bê tông xi
P=0229 | X=0106.850-0134.850 | Y=0113.060-0124.300 | măng:
P=0229 | X=0090.020-0338.400 | Y=0129.610-0141.850 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0229 | X=0424.970-0450.020 | Y=0129.610-0138.930 | 1.500
P=0229 | X=0461.210-0486.260 | Y=0129.610-0138.930 | 1.100
P=0229 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 900
P=0229 | X=0106.850-0413.270 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0229 | X=0106.850-0148.530 | Y=0159.410-0170.650 | ≤1.000m.
P=0229 | X=0106.850-0330.020 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0229 | X=0106.850-0392.110 | Y=0194.690-0205.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0229 | X=0106.850-0395.500 | Y=0206.230-0217.470 | Đường Trung Đông đoạn từ Đường Đông Hải - Lộ Đức đến Giáp
P=0229 | X=0106.850-0390.920 | Y=0217.750-0228.990 | ranh phường Trảng Dài có hiện trạng là đường nhựa, bê tông xi
P=0229 | X=0090.020-0134.850 | Y=0229.270-0240.710 | 168 măng:
P=0229 | X=0424.970-0450.020 | Y=0231.390-0240.710 | 1.100
P=0229 | X=0469.370-0486.010 | Y=0231.390-0240.710 | 770
P=0229 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 660
P=0229 | X=0106.850-0392.640 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0229 | X=0106.850-0330.490 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0229 | X=0090.020-0188.540 | Y=0282.100-0293.340 | 169 Đường Xóm Chùa
P=0229 | X=0235.540-0278.580 | Y=0283.980-0293.300 | Quốc lộ 1
P=0229 | X=0322.200-0394.780 | Y=0283.980-0293.300 | Hết mét thứ 200
P=0229 | X=0424.970-0450.020 | Y=0283.980-0293.300 | 9.300
P=0229 | X=0461.210-0486.260 | Y=0283.980-0293.300 | 6.500
P=0229 | X=0497.230-0522.280 | Y=0283.980-0293.300 | 5.600
P=0229 | X=0106.850-0405.320 | Y=0299.860-0311.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0229 | X=0106.850-0414.550 | Y=0311.380-0322.620 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0229 | X=0106.850-0180.930 | Y=0322.900-0334.140 | bê tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0330.780-0340.100 | 170
P=0229 | X=0424.970-0450.020 | Y=0330.780-0340.100 | 5.600
P=0229 | X=0461.210-0486.260 | Y=0330.780-0340.100 | 3.900
P=0229 | X=0497.230-0522.280 | Y=0330.780-0340.100 | 3.400
P=0229 | X=0106.850-0337.930 | Y=0340.420-0351.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0229 | X=0106.850-0384.020 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0229 | X=0106.850-0405.320 | Y=0375.480-0386.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0229 | X=0106.850-0414.540 | Y=0387.000-0398.240 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0229 | X=0106.850-0180.930 | Y=0398.520-0409.760 | bê tông xi măng:
P=0229 | X=0090.020-0338.400 | Y=0416.040-0430.360 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0229 | X=0424.970-0450.020 | Y=0421.040-0430.360 | 5.000
P=0229 | X=0461.210-0486.260 | Y=0421.040-0430.360 | 3.500
P=0229 | X=0497.230-0522.280 | Y=0421.040-0430.360 | 3.000
P=0229 | X=0106.850-0413.270 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0229 | X=0106.850-0148.530 | Y=0445.080-0456.320 | ≤1.000m.
P=0229 | X=0106.850-0330.020 | Y=0462.620-0473.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0229 | X=0106.850-0405.320 | Y=0480.380-0491.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0229 | X=0106.850-0414.550 | Y=0491.900-0503.140 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0229 | X=0106.850-0180.930 | Y=0503.420-0514.660 | bê tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0511.300-0520.620 | 172
P=0229 | X=0424.970-0450.020 | Y=0511.300-0520.620 | 4.500
P=0229 | X=0461.210-0486.260 | Y=0511.300-0520.620 | 3.200
P=0229 | X=0497.230-0522.280 | Y=0511.300-0520.620 | 2.700
P=0229 | X=0106.850-0392.640 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0229 | X=0106.850-0330.490 | Y=0538.250-0549.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0229 | X=0106.850-0392.110 | Y=0556.010-0567.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0229 | X=0106.850-0401.260 | Y=0567.530-0578.770 | Đường Xóm Chùa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0229 | X=0106.850-0278.630 | Y=0579.050-0590.290 | trạng là đường nhựa, bê tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0586.930-0596.250 | 173
P=0229 | X=0424.970-0450.020 | Y=0586.930-0596.250 | 5.000
P=0229 | X=0461.210-0486.260 | Y=0586.930-0596.250 | 3.500
P=0229 | X=0497.230-0522.280 | Y=0586.930-0596.250 | 3.000
P=0229 | X=0106.850-0337.930 | Y=0596.570-0607.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0229 | X=0106.850-0384.020 | Y=0614.090-0625.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0229 | X=0106.850-0392.110 | Y=0631.870-0643.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0229 | X=0106.850-0401.260 | Y=0643.390-0654.630 | Đường Xóm Chùa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0229 | X=0106.850-0278.630 | Y=0654.910-0666.150 | trạng là đường nhựa, bê tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0668.550-0677.870 | 174
P=0229 | X=0424.970-0450.020 | Y=0668.550-0677.870 | 4.500
P=0229 | X=0461.210-0486.260 | Y=0668.550-0677.870 | 3.200
P=0229 | X=0497.230-0522.280 | Y=0668.550-0677.870 | 2.700
P=0229 | X=0106.850-0338.400 | Y=0672.430-0683.670 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0229 | X=0106.850-0413.270 | Y=0689.950-0701.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0229 | X=0106.850-0148.530 | Y=0701.490-0712.730 | ≤1.000m.
P=0230 | X=0106.850-0330.020 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0230 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0230 | X=0106.850-0401.260 | Y=0107.780-0119.020 | Đường Xóm Chùa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0230 | X=0106.850-0278.640 | Y=0119.330-0130.570 | trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0127.210-0136.530 | 175
P=0230 | X=0424.970-0450.020 | Y=0127.210-0136.530 | 4.100
P=0230 | X=0461.210-0486.260 | Y=0127.210-0136.530 | 2.900
P=0230 | X=0497.230-0522.280 | Y=0127.210-0136.530 | 2.500
P=0230 | X=0106.850-0392.640 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0230 | X=0106.850-0330.490 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0230 | X=0322.200-0405.150 | Y=0172.130-0183.370 | Thửa đất số 82, tờ
P=0230 | X=0090.020-0188.540 | Y=0177.650-0188.890 | 176 Đường Xóm Chùa
P=0230 | X=0235.540-0308.120 | Y=0179.530-0188.850 | Hết mét thứ 200
P=0230 | X=0424.970-0450.020 | Y=0179.530-0188.850 | 9.100
P=0230 | X=0461.210-0486.260 | Y=0179.530-0188.850 | 6.400
P=0230 | X=0497.230-0522.280 | Y=0179.530-0188.850 | 5.500
P=0230 | X=0322.200-0377.740 | Y=0183.410-0194.650 | BĐĐC số 69
P=0230 | X=0106.850-0405.320 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0230 | X=0106.850-0414.950 | Y=0212.710-0223.950 | đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số 69 có hiện
P=0230 | X=0106.850-0278.630 | Y=0224.230-0235.470 | trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0232.110-0241.430 | 177
P=0230 | X=0424.970-0450.020 | Y=0232.110-0241.430 | 5.600
P=0230 | X=0461.210-0486.250 | Y=0232.110-0241.430 | 3.900
P=0230 | X=0497.230-0522.280 | Y=0232.110-0241.430 | 3.400
P=0230 | X=0106.850-0337.930 | Y=0241.750-0252.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0230 | X=0106.850-0384.020 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0230 | X=0106.850-0405.320 | Y=0277.030-0288.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0230 | X=0106.850-0414.950 | Y=0288.580-0299.820 | đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số 69 có hiện
P=0230 | X=0106.850-0278.630 | Y=0300.100-0311.340 | trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0338.400 | Y=0317.620-0331.700 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0230 | X=0424.970-0450.020 | Y=0322.380-0331.700 | 5.000
P=0230 | X=0461.210-0486.260 | Y=0322.380-0331.700 | 3.500
P=0230 | X=0497.230-0522.280 | Y=0322.380-0331.700 | 3.000
P=0230 | X=0106.850-0413.270 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0230 | X=0106.850-0148.530 | Y=0346.660-0357.900 | ≤1.000m.
P=0230 | X=0106.850-0330.020 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0230 | X=0106.850-0405.320 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0230 | X=0106.850-0414.950 | Y=0393.240-0404.480 | đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số 69 có hiện
P=0230 | X=0106.850-0278.630 | Y=0404.760-0416.000 | trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 179
P=0230 | X=0424.970-0450.020 | Y=0412.640-0421.960 | 4.500
P=0230 | X=0461.210-0486.260 | Y=0412.640-0421.960 | 3.200
P=0230 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 2.700
P=0230 | X=0106.850-0392.640 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0230 | X=0106.850-0330.490 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0230 | X=0106.850-0392.110 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0230 | X=0106.850-0405.870 | Y=0469.100-0480.340 | Đường Xóm Chùa đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ
P=0230 | X=0106.850-0371.790 | Y=0480.620-0491.860 | BĐĐC số 69 có hiện trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0488.500-0497.820 | 180
P=0230 | X=0424.970-0450.020 | Y=0488.500-0497.820 | 5.000
P=0230 | X=0461.210-0486.260 | Y=0488.500-0497.820 | 3.500
P=0230 | X=0497.230-0522.280 | Y=0488.500-0497.820 | 3.000
P=0230 | X=0106.850-0337.930 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0230 | X=0106.850-0384.020 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0230 | X=0106.850-0392.110 | Y=0533.450-0544.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0230 | X=0106.850-0405.870 | Y=0544.970-0556.210 | Đường Xóm Chùa đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ
P=0230 | X=0106.850-0371.790 | Y=0556.250-0567.490 | BĐĐC số 69 có hiện trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0338.400 | Y=0573.770-0588.090 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0230 | X=0424.970-0450.020 | Y=0578.770-0588.090 | 4.500
P=0230 | X=0461.210-0486.260 | Y=0578.770-0588.090 | 3.200
P=0230 | X=0497.230-0522.280 | Y=0578.770-0588.090 | 2.700
P=0230 | X=0106.850-0413.270 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0230 | X=0106.850-0148.540 | Y=0602.810-0614.050 | ≤1.000m.
P=0230 | X=0106.850-0330.020 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0230 | X=0106.850-0392.110 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0230 | X=0106.850-0405.870 | Y=0649.630-0660.870 | Đường Xóm Chùa đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ
P=0230 | X=0106.850-0371.820 | Y=0661.150-0672.390 | BĐĐC số 69 có hiện trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0669.030-0678.350 | 182
P=0230 | X=0424.970-0450.020 | Y=0669.030-0678.350 | 4.100
P=0230 | X=0461.210-0486.260 | Y=0669.030-0678.350 | 2.900
P=0230 | X=0497.230-0522.280 | Y=0669.030-0678.350 | 2.500
P=0230 | X=0106.850-0392.640 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0230 | X=0106.850-0330.490 | Y=0696.190-0707.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0231 | X=0322.200-0414.040 | Y=0078.500-0089.740 | Thửa đất số 137, Tờ
P=0231 | X=0090.020-0190.120 | Y=0084.260-0095.500 | 183 Đường Trung Tâm
P=0231 | X=0235.540-0278.580 | Y=0086.140-0095.460 | Quốc lộ 1
P=0231 | X=0424.970-0450.020 | Y=0086.140-0095.460 | 9.300
P=0231 | X=0461.210-0486.260 | Y=0086.140-0095.460 | 6.500
P=0231 | X=0497.230-0522.280 | Y=0086.140-0095.460 | 5.600
P=0231 | X=0322.200-0377.740 | Y=0090.020-0101.260 | BĐĐC số 98
P=0231 | X=0106.850-0406.900 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung Tâm
P=0231 | X=0106.850-0394.550 | Y=0119.330-0130.570 | đoạn từ Quốc lộ 1 đến Thửa đất số 137, Tờ BĐĐC số 98 có hiện
P=0231 | X=0106.850-0278.630 | Y=0130.850-0142.090 | trạng là đường nhựa, bê tông xi măng:
P=0231 | X=0090.020-0106.660 | Y=0138.730-0148.050 | 184
P=0231 | X=0424.970-0450.020 | Y=0138.730-0148.050 | 5.600
P=0231 | X=0461.210-0486.260 | Y=0138.730-0148.050 | 3.900
P=0231 | X=0497.230-0522.280 | Y=0138.730-0148.050 | 3.400
P=0231 | X=0106.850-0337.930 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
