TABLE=020 | AREA=Phường Bảo Vinh | SECTION=non-agricultural | SEGMENTS=1
P=0720 | X=0301.320-0383.900 | Y=0640.470-0649.790 | Giáp cầu Bình Lộc
P=0720 | X=0400.460-0425.510 | Y=0640.470-0649.790 | 4.500
P=0720 | X=0437.210-0462.260 | Y=0640.470-0649.790 | 3.200
P=0720 | X=0497.230-0522.280 | Y=0640.470-0649.790 | 2.700
P=0720 | X=0208.390-0279.280 | Y=0646.230-0655.550 | nghiệp Suối Tre
P=0720 | X=0115.730-0387.480 | Y=0662.350-0673.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A
P=0720 | X=0115.730-0377.750 | Y=0673.870-0685.110 | đoạn từ Giáp ranh Khu công nghiệp Suối Tre đến Giáp cầu
P=0720 | X=0094.100-0364.820 | Y=0684.390-0696.630 | 170 Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0720 | X=0400.460-0425.510 | Y=0684.390-0693.710 | 1.300
P=0720 | X=0445.370-0462.010 | Y=0684.390-0693.710 | 910
P=0720 | X=0505.390-0522.030 | Y=0684.390-0693.710 | 780
P=0720 | X=0115.730-0338.640 | Y=0702.930-0714.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0721 | X=0115.730-0392.920 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0721 | X=0115.730-0387.480 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A
P=0721 | X=0115.730-0377.750 | Y=0108.260-0119.500 | đoạn từ Giáp ranh Khu công nghiệp Suối Tre đến Giáp cầu
P=0721 | X=0115.730-0364.820 | Y=0119.810-0131.050 | Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0721 | X=0094.100-0338.900 | Y=0137.330-0151.410 | 171 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0721 | X=0408.620-0425.260 | Y=0142.090-0151.410 | 900
P=0721 | X=0445.370-0462.010 | Y=0142.090-0151.410 | 630
P=0721 | X=0505.390-0522.030 | Y=0142.090-0151.410 | 540
P=0721 | X=0115.730-0369.040 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0721 | X=0115.730-0202.300 | Y=0166.370-0177.610 | >400m đến ≤600m.
P=0721 | X=0115.730-0338.910 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0721 | X=0115.730-0387.480 | Y=0201.670-0212.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê A
P=0721 | X=0115.730-0377.750 | Y=0213.190-0224.430 | đoạn từ Giáp ranh Khu công nghiệp Suối Tre đến Giáp cầu
P=0721 | X=0115.730-0364.820 | Y=0224.710-0235.950 | Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0721 | X=0094.100-0110.740 | Y=0232.590-0241.910 | 172
P=0721 | X=0408.620-0425.260 | Y=0232.590-0241.910 | 770
P=0721 | X=0445.370-0462.010 | Y=0232.590-0241.910 | 540
P=0721 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 460
P=0721 | X=0115.730-0393.190 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0721 | X=0115.730-0339.370 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0721 | X=0115.730-0389.240 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0721 | X=0115.730-0384.920 | Y=0289.300-0300.540 | ra Đường Lê A đoạn từ Giáp ranh Khu công nghiệp Suối Tre
P=0721 | X=0115.730-0386.590 | Y=0300.820-0312.060 | đến Giáp cầu Bình Lộc có hiện trạng là đường nhựa, bê tông
P=0721 | X=0094.100-0153.560 | Y=0312.340-0323.780 | 173 xi măng:
P=0721 | X=0400.460-0425.510 | Y=0314.460-0323.780 | 1.200
P=0721 | X=0445.370-0462.010 | Y=0314.460-0323.780 | 840
P=0721 | X=0505.390-0522.030 | Y=0314.460-0323.780 | 720
P=0721 | X=0115.730-0338.640 | Y=0329.860-0341.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0721 | X=0115.730-0392.920 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0721 | X=0115.730-0389.240 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0721 | X=0115.730-0384.920 | Y=0376.920-0388.160 | ra Đường Lê A đoạn từ Giáp ranh Khu công nghiệp Suối Tre
P=0721 | X=0115.730-0386.590 | Y=0388.200-0399.440 | đến Giáp cầu Bình Lộc có hiện trạng là đường nhựa, bê tông
P=0721 | X=0115.730-0153.560 | Y=0399.720-0410.960 | xi măng:
P=0721 | X=0094.100-0338.900 | Y=0416.480-0428.480 | 174 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0721 | X=0408.620-0425.260 | Y=0416.480-0425.800 | 810
P=0721 | X=0445.370-0462.010 | Y=0416.480-0425.800 | 570
P=0721 | X=0505.390-0522.030 | Y=0416.480-0425.800 | 490
P=0721 | X=0115.730-0369.040 | Y=0434.760-0446.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0721 | X=0115.730-0202.300 | Y=0446.280-0457.520 | >400m đến ≤600m.
P=0721 | X=0115.730-0338.900 | Y=0463.820-0475.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0721 | X=0115.730-0389.240 | Y=0481.820-0493.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0721 | X=0115.730-0384.920 | Y=0493.340-0504.580 | ra Đường Lê A đoạn từ Giáp ranh Khu công nghiệp Suối Tre
P=0721 | X=0115.730-0386.590 | Y=0504.860-0516.100 | đến Giáp cầu Bình Lộc có hiện trạng là đường nhựa, bê tông
P=0721 | X=0094.100-0153.560 | Y=0516.380-0527.820 | 175 xi măng:
P=0721 | X=0408.620-0425.260 | Y=0518.500-0527.820 | 690
P=0721 | X=0445.370-0462.010 | Y=0518.500-0527.820 | 480
P=0721 | X=0505.390-0522.030 | Y=0518.500-0527.820 | 410
P=0721 | X=0115.730-0393.160 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0721 | X=0115.730-0342.050 | Y=0551.450-0562.690 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0721 | X=0115.730-0200.300 | Y=0569.450-0580.690 | Đường Bình Lộc đi
P=0721 | X=0208.390-0383.740 | Y=0575.210-0586.450 | Giáp ranh xã Xuân Giáp ranh phường
P=0721 | X=0094.100-0204.620 | Y=0580.970-0592.210 | 176 ấp Bàu Cối xã Xuân
P=0721 | X=0400.460-0425.510 | Y=0582.850-0592.170 | 1.400
P=0721 | X=0445.370-0462.010 | Y=0582.850-0592.170 | 980
P=0721 | X=0505.390-0522.030 | Y=0582.850-0592.170 | 840
P=0721 | X=0208.390-0225.670 | Y=0588.370-0597.690 | Bắc
P=0721 | X=0301.320-0340.920 | Y=0588.370-0597.690 | Bình Lộc
P=0721 | X=0115.730-0133.010 | Y=0594.130-0603.450 | Bắc
P=0721 | X=0115.730-0387.550 | Y=0610.250-0621.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=0721 | X=0115.730-0377.480 | Y=0621.790-0633.030 | Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã Xuân
P=0721 | X=0115.730-0383.740 | Y=0633.310-0644.550 | Bắc đến Giáp ranh phường Bình Lộc có hiện trạng là đường
P=0721 | X=0094.100-0218.840 | Y=0644.830-0656.270 | 177 nhựa, bê tông xi măng:
P=0721 | X=0408.620-0425.260 | Y=0646.950-0656.270 | 700
P=0721 | X=0445.370-0462.010 | Y=0646.950-0656.270 | 490
P=0721 | X=0505.390-0522.030 | Y=0646.950-0656.270 | 420
P=0721 | X=0115.730-0346.810 | Y=0662.350-0673.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0721 | X=0115.730-0392.920 | Y=0679.870-0691.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0721 | X=0094.100-0387.590 | Y=0697.870-0709.110 | 178 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=0721 | X=0408.620-0425.260 | Y=0699.750-0709.070 | 610
P=0721 | X=0445.370-0462.010 | Y=0699.750-0709.070 | 430
P=0721 | X=0505.390-0522.030 | Y=0699.750-0709.070 | 370
P=0722 | X=0115.730-0377.480 | Y=0072.740-0083.980 | Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã Xuân
P=0722 | X=0115.730-0383.740 | Y=0084.260-0095.500 | Bắc đến Giáp ranh phường Bình Lộc có hiện trạng là đường
P=0722 | X=0115.730-0218.840 | Y=0095.780-0107.020 | nhựa, bê tông xi măng:
P=0722 | X=0115.730-0347.280 | Y=0113.300-0124.540 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0722 | X=0115.730-0369.040 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0722 | X=0115.730-0210.720 | Y=0142.370-0153.610 | >500m đến ≤1.000m.
P=0722 | X=0115.730-0338.900 | Y=0159.650-0170.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0722 | X=0115.730-0387.550 | Y=0177.650-0188.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=0722 | X=0115.730-0377.510 | Y=0189.170-0200.410 | Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp ranh xã Xuân
P=0722 | X=0115.730-0383.740 | Y=0200.710-0211.950 | Bắc đến Giáp ranh phường Bình Lộc có hiện trạng là đường
P=0722 | X=0115.730-0218.860 | Y=0212.230-0223.470 | nhựa, bê tông xi măng:
P=0722 | X=0094.100-0110.740 | Y=0220.110-0229.430 | 179
P=0722 | X=0408.620-0425.260 | Y=0220.110-0229.430 | 510
P=0722 | X=0445.370-0462.010 | Y=0220.110-0229.430 | 360
P=0722 | X=0505.390-0522.030 | Y=0220.110-0229.430 | 310
P=0722 | X=0115.730-0356.840 | Y=0229.750-0240.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0722 | X=0115.730-0157.870 | Y=0243.150-0252.470 | >1.000m.
P=0722 | X=0115.730-0339.370 | Y=0258.790-0270.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0722 | X=0115.730-0389.240 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0722 | X=0115.730-0384.940 | Y=0288.340-0299.580 | ra Đường Bình Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp
P=0722 | X=0115.730-0377.030 | Y=0299.860-0311.100 | ranh xã Xuân Bắc đến Giáp ranh phường Bình Lộc có hiện
P=0722 | X=0094.100-0287.510 | Y=0311.380-0322.820 | 180 trạng là đường nhựa, bê tông xi măng:
P=0722 | X=0408.620-0425.260 | Y=0313.500-0322.820 | 630
P=0722 | X=0445.370-0462.010 | Y=0313.500-0322.820 | 440
P=0722 | X=0505.390-0522.030 | Y=0313.500-0322.820 | 380
P=0722 | X=0115.730-0346.810 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0722 | X=0115.730-0392.920 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0722 | X=0115.730-0389.240 | Y=0364.180-0375.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0722 | X=0115.730-0384.940 | Y=0375.720-0386.960 | ra Đường Bình Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp
P=0722 | X=0115.730-0377.030 | Y=0387.240-0398.480 | ranh xã Xuân Bắc đến Giáp ranh phường Bình Lộc có hiện
P=0722 | X=0115.730-0287.510 | Y=0398.760-0410.000 | trạng là đường nhựa, bê tông xi măng:
P=0722 | X=0094.100-0347.280 | Y=0415.520-0427.520 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0722 | X=0408.620-0425.260 | Y=0415.520-0424.840 | 550
P=0722 | X=0445.370-0462.010 | Y=0415.520-0424.840 | 390
P=0722 | X=0505.390-0522.030 | Y=0415.520-0424.840 | 330
P=0722 | X=0115.730-0369.050 | Y=0433.800-0445.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0722 | X=0115.730-0210.700 | Y=0445.320-0456.560 | >500m đến ≤1.000m.
P=0722 | X=0115.730-0338.900 | Y=0462.860-0474.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0722 | X=0115.730-0389.240 | Y=0480.860-0492.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0722 | X=0115.730-0384.940 | Y=0492.380-0503.620 | ra Đường Bình Lộc đi ấp Bàu Cối xã Xuân Bắc đoạn từ Giáp
P=0722 | X=0115.730-0377.030 | Y=0503.900-0515.140 | ranh xã Xuân Bắc đến Giáp ranh phường Bình Lộc có hiện
P=0722 | X=0115.730-0287.510 | Y=0515.420-0526.660 | trạng là đường nhựa, bê tông xi măng:
P=0722 | X=0094.100-0110.740 | Y=0523.300-0532.620 | 182
P=0722 | X=0408.620-0425.260 | Y=0523.300-0532.620 | 460
P=0722 | X=0445.370-0462.010 | Y=0523.300-0532.620 | 320
P=0722 | X=0505.390-0522.030 | Y=0523.300-0532.620 | 280
P=0722 | X=0115.730-0356.840 | Y=0532.970-0544.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0722 | X=0115.730-0157.870 | Y=0546.130-0555.450 | >1.000m.
P=0722 | X=0115.730-0342.050 | Y=0561.770-0573.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0722 | X=0301.320-0383.260 | Y=0579.770-0591.010 | Nhà văn hóa đồng
P=0722 | X=0094.100-0169.110 | Y=0585.530-0596.770 | 183 Đường số 5
P=0722 | X=0208.390-0287.200 | Y=0585.530-0596.770 | Đường Hàm Nghi
P=0722 | X=0400.460-0425.510 | Y=0587.410-0596.730 | 1.700
P=0722 | X=0437.210-0462.260 | Y=0587.410-0596.730 | 1.200
P=0722 | X=0497.230-0522.280 | Y=0587.410-0596.730 | 1.000
P=0722 | X=0301.320-0388.300 | Y=0591.290-0602.530 | bào dân tộc Chơ-ro
P=0722 | X=0115.730-0385.660 | Y=0609.290-0620.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 5
P=0722 | X=0115.730-0391.100 | Y=0620.830-0632.070 | đoạn từ Đường Hàm Nghi đến Nhà văn hóa đồng bào dân tộc
P=0722 | X=0115.730-0356.900 | Y=0632.350-0643.590 | Chơ-ro có hiện trạng là đường nhựa, bê tông xi măng:
P=0722 | X=0094.100-0110.770 | Y=0640.230-0649.550 | 184
P=0722 | X=0408.620-0425.260 | Y=0640.230-0649.550 | 870
P=0722 | X=0445.370-0462.010 | Y=0640.230-0649.550 | 610
P=0722 | X=0505.390-0522.030 | Y=0640.230-0649.550 | 520
P=0722 | X=0115.730-0338.640 | Y=0649.870-0661.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0722 | X=0115.730-0392.920 | Y=0667.390-0678.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0722 | X=0115.730-0385.660 | Y=0685.390-0696.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 5
P=0722 | X=0094.100-0391.100 | Y=0696.910-0708.150 | 185 đoạn từ Đường Hàm Nghi đến Nhà văn hóa đồng bào dân tộc
P=0722 | X=0408.620-0425.260 | Y=0698.790-0708.110 | 730
P=0722 | X=0445.370-0462.010 | Y=0698.790-0708.110 | 510
P=0722 | X=0505.390-0522.030 | Y=0698.790-0708.110 | 440
P=0722 | X=0115.730-0356.900 | Y=0708.450-0719.690 | Chơ-ro có hiện trạng là đường nhựa, bê tông xi măng:
P=0723 | X=0115.730-0338.900 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0723 | X=0115.730-0369.040 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0723 | X=0115.730-0202.300 | Y=0107.780-0119.020 | >400m đến ≤600m.
P=0723 | X=0115.730-0338.900 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0723 | X=0115.730-0385.660 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 5
P=0723 | X=0115.730-0391.100 | Y=0154.850-0166.090 | đoạn từ Đường Hàm Nghi đến Nhà văn hóa đồng bào dân tộc
P=0723 | X=0115.730-0356.900 | Y=0166.370-0177.610 | Chơ-ro có hiện trạng là đường nhựa, bê tông xi măng:
P=0723 | X=0094.100-0110.740 | Y=0174.250-0183.570 | 186
P=0723 | X=0408.620-0425.260 | Y=0174.250-0183.570 | 580
P=0723 | X=0445.370-0462.010 | Y=0174.250-0183.570 | 410
P=0723 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 350
P=0723 | X=0115.730-0393.160 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0723 | X=0115.730-0339.370 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0723 | X=0115.730-0389.240 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0723 | X=0115.730-0378.680 | Y=0230.710-0241.950 | ra Đường số 5 đoạn từ Đường Hàm Nghi đến Nhà văn hóa
P=0723 | X=0115.730-0374.130 | Y=0242.230-0253.470 | đồng bào dân tộc Chơ-ro có hiện trạng là đường nhựa, bê
P=0723 | X=0094.100-0175.890 | Y=0253.750-0265.190 | 187 tông xi măng:
P=0723 | X=0408.620-0425.260 | Y=0255.870-0265.190 | 780
P=0723 | X=0445.370-0462.010 | Y=0255.870-0265.190 | 550
P=0723 | X=0505.390-0522.030 | Y=0255.870-0265.190 | 470
P=0723 | X=0115.730-0338.640 | Y=0271.270-0282.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0723 | X=0115.730-0392.920 | Y=0288.820-0300.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0723 | X=0115.730-0389.240 | Y=0306.820-0318.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0723 | X=0115.730-0378.680 | Y=0318.340-0329.580 | ra Đường số 5 đoạn từ Đường Hàm Nghi đến Nhà văn hóa
P=0723 | X=0115.730-0374.130 | Y=0329.860-0341.100 | đồng bào dân tộc Chơ-ro có hiện trạng là đường nhựa, bê
P=0723 | X=0115.730-0175.890 | Y=0341.380-0352.620 | tông xi măng:
P=0723 | X=0094.100-0338.900 | Y=0357.900-0370.140 | 188 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0723 | X=0408.620-0425.260 | Y=0357.900-0367.220 | 660
P=0723 | X=0445.370-0462.010 | Y=0357.900-0367.220 | 460
P=0723 | X=0505.390-0522.030 | Y=0357.900-0367.220 | 400
P=0723 | X=0115.730-0369.040 | Y=0376.200-0387.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0723 | X=0115.730-0202.320 | Y=0387.720-0398.960 | >400m đến ≤600m.
P=0723 | X=0115.730-0338.900 | Y=0405.240-0416.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0723 | X=0115.730-0389.240 | Y=0423.240-0434.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0723 | X=0115.730-0378.680 | Y=0434.760-0446.000 | ra Đường số 5 đoạn từ Đường Hàm Nghi đến Nhà văn hóa
P=0723 | X=0115.730-0374.130 | Y=0446.280-0457.520 | đồng bào dân tộc Chơ-ro có hiện trạng là đường nhựa, bê
P=0723 | X=0094.100-0175.890 | Y=0457.820-0469.260 | 189 tông xi măng:
P=0723 | X=0408.620-0425.260 | Y=0459.940-0469.260 | 520
P=0723 | X=0445.370-0462.010 | Y=0459.940-0469.260 | 360
P=0723 | X=0505.390-0522.030 | Y=0459.940-0469.260 | 310
P=0723 | X=0115.730-0393.160 | Y=0475.340-0486.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0723 | X=0115.730-0342.050 | Y=0492.860-0504.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0723 | X=0115.730-0179.670 | Y=0510.860-0522.100 | Đường Hồ Thị
P=0723 | X=0301.320-0392.380 | Y=0510.860-0522.100 | Mương thoát lũ Suối
P=0723 | X=0208.390-0263.620 | Y=0516.620-0527.860 | Đường Lê A
P=0723 | X=0094.100-0110.740 | Y=0518.500-0527.820 | 190
P=0723 | X=0400.460-0425.510 | Y=0518.500-0527.820 | 8.400
P=0723 | X=0437.210-0462.260 | Y=0518.500-0527.820 | 5.900
P=0723 | X=0497.230-0522.280 | Y=0518.500-0527.820 | 5.000
P=0723 | X=0115.730-0147.480 | Y=0522.380-0533.620 | Hương
P=0723 | X=0301.320-0316.280 | Y=0524.260-0533.580 | Cải
P=0723 | X=0115.730-0379.670 | Y=0540.410-0551.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ
P=0723 | X=0115.730-0390.220 | Y=0551.930-0563.170 | Thị Hương đoạn từ Đường Lê A đến Mương thoát lũ Suối Cải
P=0723 | X=0115.730-0322.580 | Y=0563.450-0574.690 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0723 | X=0094.100-0110.740 | Y=0571.330-0580.650 | 191
P=0723 | X=0400.460-0425.510 | Y=0571.330-0580.650 | 3.400
P=0723 | X=0437.210-0462.260 | Y=0571.330-0580.650 | 2.400
P=0723 | X=0497.230-0522.280 | Y=0571.330-0580.650 | 2.000
P=0723 | X=0115.730-0338.640 | Y=0580.970-0592.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0723 | X=0115.730-0392.920 | Y=0598.250-0609.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0723 | X=0115.730-0379.670 | Y=0616.270-0627.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ
P=0723 | X=0115.730-0390.200 | Y=0627.790-0639.030 | Thị Hương đoạn từ Đường Lê A đến Mương thoát lũ Suối Cài
P=0723 | X=0115.730-0322.580 | Y=0639.310-0650.550 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0723 | X=0094.100-0338.900 | Y=0656.830-0671.150 | 192 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0723 | X=0400.460-0425.510 | Y=0661.830-0671.150 | 2.700
P=0723 | X=0437.210-0462.260 | Y=0661.830-0671.150 | 1.900
P=0723 | X=0497.230-0522.280 | Y=0661.830-0671.150 | 1.600
P=0723 | X=0115.730-0369.040 | Y=0674.350-0685.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0723 | X=0115.730-0202.300 | Y=0685.870-0697.110 | >400m đến ≤600m.
P=0723 | X=0115.730-0338.900 | Y=0703.410-0714.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0724 | X=0115.730-0379.670 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ
P=0724 | X=0115.730-0390.220 | Y=0090.260-0101.500 | Thị Hương đoạn từ Đường Lê A đến Mương thoát lũ Suối Cải
P=0724 | X=0115.730-0322.580 | Y=0101.780-0113.020 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0724 | X=0094.100-0110.740 | Y=0109.660-0118.980 | 193
P=0724 | X=0400.460-0425.510 | Y=0109.660-0118.980 | 1.700
P=0724 | X=0437.210-0462.260 | Y=0109.660-0118.980 | 1.200
P=0724 | X=0497.230-0522.280 | Y=0109.660-0118.980 | 1.000
P=0724 | X=0115.730-0393.160 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0724 | X=0115.730-0339.370 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0724 | X=0115.730-0389.240 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0724 | X=0115.730-0375.800 | Y=0166.370-0177.610 | ra Đường Hồ Thị Hương đoạn từ Đường Lê A đến Mương
P=0724 | X=0115.730-0368.130 | Y=0177.650-0188.890 | thoát lũ Suối Cải có hiện trạng là đường nhựa, bê tông xi
P=0724 | X=0094.100-0143.730 | Y=0189.170-0200.610 | 194 măng:
P=0724 | X=0400.460-0425.510 | Y=0191.290-0200.610 | 3.100
P=0724 | X=0437.210-0462.260 | Y=0191.290-0200.610 | 2.200
P=0724 | X=0497.230-0522.280 | Y=0191.290-0200.610 | 1.900
P=0724 | X=0115.730-0338.640 | Y=0206.710-0217.950 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0724 | X=0115.730-0392.920 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0724 | X=0115.730-0389.240 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0724 | X=0115.730-0375.800 | Y=0253.750-0264.990 | ra Đường Hồ Thị Hương đoạn từ Đường Lê A đến Mương
P=0724 | X=0115.730-0368.110 | Y=0265.270-0276.510 | thoát lũ Suối Cải có hiện trạng là đường nhựa, bê tông xi
P=0724 | X=0115.730-0143.730 | Y=0276.790-0288.030 | măng:
P=0724 | X=0094.100-0338.900 | Y=0293.340-0305.580 | 195 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0724 | X=0400.460-0425.510 | Y=0293.340-0302.660 | 2.400
P=0724 | X=0437.210-0462.260 | Y=0293.340-0302.660 | 1.700
P=0724 | X=0497.230-0522.280 | Y=0293.340-0302.660 | 1.400
P=0724 | X=0115.730-0369.040 | Y=0311.860-0323.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0724 | X=0115.730-0202.300 | Y=0323.380-0334.620 | >400m đến ≤600m.
P=0724 | X=0115.730-0338.900 | Y=0340.900-0352.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0724 | X=0115.730-0389.240 | Y=0358.900-0370.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0724 | X=0115.730-0375.800 | Y=0370.200-0381.440 | ra Đường Hồ Thị Hương đoạn từ Đường Lê A đến Mương
P=0724 | X=0115.730-0368.110 | Y=0381.720-0392.960 | thoát lũ Suối Cải có hiện trạng là đường nhựa, bê tông xi
P=0724 | X=0094.100-0143.730 | Y=0393.240-0404.680 | 196 măng:
P=0724 | X=0400.460-0425.510 | Y=0395.360-0404.680 | 1.500
P=0724 | X=0437.210-0462.260 | Y=0395.360-0404.680 | 1.100
P=0724 | X=0505.390-0522.030 | Y=0395.360-0404.680 | 900
P=0724 | X=0115.730-0393.160 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0724 | X=0115.730-0342.050 | Y=0428.280-0439.520 | - Có bề rộng <3m, cách đường giao thông > 200m.
