TABLE=041 | AREA=Xã Gia Kiệm | SECTION=non-agricultural | SEGMENTS=1
P=1440 | X=0110.930-0378.690 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ngã
P=1440 | X=0110.930-0387.490 | Y=0468.380-0479.620 | ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ 500 đến Ngã tư
P=1440 | X=0110.930-0372.920 | Y=0479.900-0491.140 | đường vào suối Gia Rung có hiện trạng là đường nhựa, bê
P=1440 | X=0110.930-0171.090 | Y=0491.420-0502.660 | tông xi măng:
P=1440 | X=0091.940-0108.580 | Y=0499.300-0508.620 | 165
P=1440 | X=0415.580-0432.220 | Y=0499.300-0508.620 | 540
P=1440 | X=0462.650-0479.290 | Y=0499.300-0508.620 | 380
P=1440 | X=0505.390-0522.030 | Y=0499.300-0508.620 | 320
P=1440 | X=0110.930-0352.040 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1440 | X=0110.930-0153.070 | Y=0522.100-0531.420 | >1.000m.
P=1440 | X=0110.930-0334.570 | Y=0537.770-0549.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1440 | X=0110.930-0384.440 | Y=0555.530-0566.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1440 | X=0110.930-0380.810 | Y=0567.050-0578.290 | ra Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ
P=1440 | X=0110.930-0369.790 | Y=0578.570-0589.810 | 500 đến Ngã tư đường vào suối Gia Rung có hiện trạng là
P=1440 | X=0091.940-0246.700 | Y=0590.090-0601.530 | 166 đường nhựa, bê tông xi măng:
P=1440 | X=0415.580-0432.220 | Y=0592.210-0601.530 | 790
P=1440 | X=0462.650-0479.290 | Y=0592.210-0601.530 | 550
P=1440 | X=0505.390-0522.030 | Y=0592.210-0601.530 | 470
P=1440 | X=0110.930-0342.010 | Y=0607.610-0618.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1440 | X=0110.930-0388.120 | Y=0625.150-0636.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1440 | X=0110.930-0384.440 | Y=0642.910-0654.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1440 | X=0110.930-0380.810 | Y=0654.430-0665.670 | ra Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ
P=1440 | X=0091.940-0369.790 | Y=0665.950-0680.030 | 167 500 đến Ngã tư đường vào suối Gia Rung có hiện trạng là
P=1440 | X=0415.580-0432.220 | Y=0670.710-0680.030 | 610
P=1440 | X=0462.650-0479.290 | Y=0670.710-0680.030 | 430
P=1440 | X=0505.390-0522.030 | Y=0670.710-0680.030 | 370
P=1440 | X=0110.930-0246.700 | Y=0677.470-0688.710 | đường nhựa, bê tông xi măng:
P=1440 | X=0110.930-0342.480 | Y=0694.750-0705.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1441 | X=0110.930-0364.240 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1441 | X=0110.930-0205.880 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1441 | X=0110.930-0334.100 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1441 | X=0110.930-0384.440 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1441 | X=0110.930-0380.810 | Y=0136.850-0148.090 | ra Đường ngã ba Đồng Húc đi đập Bỉnh đoạn từ Hết mét thứ
P=1441 | X=0110.930-0369.790 | Y=0148.370-0159.610 | 500 đến Ngã tư đường vào suối Gia Rung có hiện trạng là
P=1441 | X=0110.930-0246.700 | Y=0159.650-0170.890 | đường nhựa, bê tông xi măng:
P=1441 | X=0091.940-0108.580 | Y=0167.530-0176.850 | 168
P=1441 | X=0415.580-0432.220 | Y=0167.530-0176.850 | 490
P=1441 | X=0462.650-0479.290 | Y=0167.530-0176.850 | 340
P=1441 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 290
P=1441 | X=0110.930-0352.040 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1441 | X=0110.930-0153.070 | Y=0190.570-0199.890 | >1.000m.
P=1441 | X=0110.930-0334.570 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1441 | X=0110.930-0199.750 | Y=0223.990-0235.230 | Đường chợ Lê Lợi -
P=1441 | X=0299.880-0370.260 | Y=0225.870-0235.190 | Hết ranh xã Gia
P=1441 | X=0091.940-0108.580 | Y=0231.630-0240.950 | 169
P=1441 | X=0215.110-0263.700 | Y=0231.630-0240.950 | Quốc lộ 20
P=1441 | X=0407.420-0432.470 | Y=0231.630-0240.950 | 2.300
P=1441 | X=0454.490-0479.540 | Y=0231.630-0240.950 | 1.600
P=1441 | X=0497.230-0522.280 | Y=0231.630-0240.950 | 1.400
P=1441 | X=0110.930-0152.680 | Y=0237.390-0246.710 | Bàu Hàm
P=1441 | X=0299.880-0322.680 | Y=0237.390-0246.710 | Kiệm
P=1441 | X=0110.930-0379.230 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ
P=1441 | X=0110.930-0370.740 | Y=0264.790-0276.030 | Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia
P=1441 | X=0110.930-0343.450 | Y=0276.310-0287.550 | Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1441 | X=0091.940-0108.580 | Y=0284.220-0293.540 | 170
P=1441 | X=0407.420-0432.470 | Y=0284.220-0293.540 | 1.100
P=1441 | X=0462.650-0479.290 | Y=0284.220-0293.540 | 770
P=1441 | X=0505.390-0522.030 | Y=0284.220-0293.540 | 660
P=1441 | X=0110.930-0342.010 | Y=0293.860-0305.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1441 | X=0110.930-0388.120 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1441 | X=0110.930-0379.230 | Y=0329.140-0340.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ
P=1441 | X=0110.930-0370.740 | Y=0340.660-0351.900 | Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia
P=1441 | X=0110.930-0343.450 | Y=0351.940-0363.180 | Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1441 | X=0091.940-0342.480 | Y=0369.480-0383.800 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1441 | X=0415.580-0432.220 | Y=0374.480-0383.800 | 830
P=1441 | X=0462.650-0479.290 | Y=0374.480-0383.800 | 580
P=1441 | X=0505.390-0522.030 | Y=0374.480-0383.800 | 500
P=1441 | X=0110.930-0364.240 | Y=0387.000-0398.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1441 | X=0110.930-0205.880 | Y=0398.520-0409.760 | >500m đến ≤1.000m.
P=1441 | X=0110.930-0334.100 | Y=0416.040-0427.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1441 | X=0110.930-0379.230 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chợ
P=1441 | X=0110.930-0370.740 | Y=0445.320-0456.560 | Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết ranh xã Gia
P=1441 | X=0110.930-0343.450 | Y=0456.860-0468.100 | Kiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1441 | X=0091.940-0108.580 | Y=0470.500-0479.820 | 172
P=1441 | X=0415.580-0432.220 | Y=0470.500-0479.820 | 540
P=1441 | X=0462.650-0479.290 | Y=0470.500-0479.820 | 380
P=1441 | X=0505.390-0522.030 | Y=0470.500-0479.820 | 320
P=1441 | X=0110.930-0352.040 | Y=0474.380-0485.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1441 | X=0110.930-0153.070 | Y=0487.780-0497.100 | >1.000m.
P=1441 | X=0110.930-0334.570 | Y=0503.420-0514.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1441 | X=0110.930-0384.440 | Y=0521.180-0532.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1441 | X=0110.930-0381.910 | Y=0532.490-0543.730 | ra Đường chợ Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết
P=1441 | X=0110.930-0367.400 | Y=0544.010-0555.250 | ranh xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi
P=1441 | X=0091.940-0138.930 | Y=0555.530-0566.970 | 173 măng:
P=1441 | X=0415.580-0432.220 | Y=0557.650-0566.970 | 990
P=1441 | X=0462.650-0479.290 | Y=0557.650-0566.970 | 690
P=1441 | X=0505.390-0522.030 | Y=0557.650-0566.970 | 590
P=1441 | X=0110.930-0342.010 | Y=0573.050-0584.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1441 | X=0110.930-0388.120 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1441 | X=0110.930-0384.440 | Y=0608.330-0619.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1441 | X=0110.930-0381.910 | Y=0619.870-0631.110 | ra Đường chợ Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết
P=1441 | X=0110.930-0367.400 | Y=0631.390-0642.630 | ranh xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi
P=1441 | X=0110.930-0138.930 | Y=0642.910-0654.150 | măng:
P=1441 | X=0091.940-0342.480 | Y=0659.430-0671.670 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1441 | X=0415.580-0432.220 | Y=0659.430-0668.750 | 750
P=1441 | X=0462.650-0479.290 | Y=0659.430-0668.750 | 530
P=1441 | X=0505.390-0522.030 | Y=0659.430-0668.750 | 450
P=1441 | X=0110.930-0364.240 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1441 | X=0110.930-0205.910 | Y=0689.470-0700.710 | >500m đến ≤1.000m.
P=1441 | X=0110.930-0334.100 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1442 | X=0110.930-0384.440 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1442 | X=0110.930-0381.910 | Y=0090.020-0101.260 | ra Đường chợ Lê Lợi - Bàu Hàm đoạn từ Quốc lộ 20 đến Hết
P=1442 | X=0110.930-0367.400 | Y=0101.540-0112.780 | ranh xã Gia Kiệm có hiện trạng là đường nhựa, bê tông xi
P=1442 | X=0110.930-0138.930 | Y=0113.060-0124.300 | măng:
P=1442 | X=0091.940-0108.580 | Y=0120.970-0130.290 | 175
P=1442 | X=0415.580-0432.220 | Y=0120.970-0130.290 | 490
P=1442 | X=0462.650-0479.290 | Y=0120.970-0130.290 | 340
P=1442 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 290
P=1442 | X=0110.930-0352.040 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1442 | X=0110.930-0153.070 | Y=0144.010-0153.330 | >1.000m.
P=1442 | X=0110.930-0334.570 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1442 | X=0091.940-0183.250 | Y=0177.170-0188.410 | 176 Đường Tân Yên
P=1442 | X=0215.110-0263.700 | Y=0179.050-0188.370 | Quốc lộ 20
P=1442 | X=0299.880-0372.460 | Y=0179.050-0188.370 | Hết mét thứ 500
P=1442 | X=0407.420-0432.470 | Y=0179.050-0188.370 | 2.900
P=1442 | X=0454.490-0479.540 | Y=0179.050-0188.370 | 2.000
P=1442 | X=0497.230-0522.280 | Y=0179.050-0188.370 | 1.700
P=1442 | X=0110.930-0379.400 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1442 | X=0110.930-0383.010 | Y=0206.470-0217.710 | Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1442 | X=0110.930-0246.700 | Y=0217.990-0229.230 | đường nhựa, bê tông xi măng:
P=1442 | X=0091.940-0108.580 | Y=0225.870-0235.190 | 177
P=1442 | X=0407.420-0432.470 | Y=0225.870-0235.190 | 1.100
P=1442 | X=0462.650-0479.290 | Y=0225.870-0235.190 | 770
P=1442 | X=0505.390-0522.030 | Y=0225.870-0235.190 | 660
P=1442 | X=0110.930-0342.010 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1442 | X=0110.930-0388.120 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1442 | X=0110.930-0379.400 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1442 | X=0110.930-0383.010 | Y=0282.340-0293.580 | Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1442 | X=0110.930-0246.700 | Y=0293.860-0305.100 | đường nhựa, bê tông xi măng:
P=1442 | X=0091.940-0342.480 | Y=0311.380-0325.460 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1442 | X=0415.580-0432.220 | Y=0316.140-0325.460 | 860
P=1442 | X=0462.650-0479.290 | Y=0316.140-0325.460 | 600
P=1442 | X=0505.390-0522.030 | Y=0316.140-0325.460 | 520
P=1442 | X=0110.930-0364.240 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1442 | X=0110.930-0205.880 | Y=0340.420-0351.660 | >500m đến ≤1.000m.
P=1442 | X=0110.930-0334.120 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1442 | X=0110.930-0379.400 | Y=0375.480-0386.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1442 | X=0110.930-0383.010 | Y=0387.000-0398.240 | Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1442 | X=0110.930-0246.700 | Y=0398.520-0409.760 | đường nhựa, bê tông xi măng:
P=1442 | X=0091.940-0108.580 | Y=0412.160-0421.480 | 179
P=1442 | X=0415.580-0432.220 | Y=0412.160-0421.480 | 540
P=1442 | X=0462.650-0479.290 | Y=0412.160-0421.480 | 460
P=1442 | X=0505.390-0522.030 | Y=0412.160-0421.480 | 400
P=1442 | X=0110.930-0352.040 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1442 | X=0110.930-0153.070 | Y=0429.440-0438.760 | >1.000m.
P=1442 | X=0110.930-0334.570 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1442 | X=0110.930-0384.440 | Y=0462.860-0474.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1442 | X=0110.930-0377.740 | Y=0474.380-0485.620 | ra Đường Tân Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1442 | X=0110.930-0317.780 | Y=0485.900-0497.140 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1442 | X=0091.940-0108.580 | Y=0493.780-0503.100 | 180
P=1442 | X=0415.580-0432.220 | Y=0493.780-0503.100 | 990
P=1442 | X=0462.650-0479.290 | Y=0493.780-0503.100 | 690
P=1442 | X=0505.390-0522.030 | Y=0493.780-0503.100 | 590
P=1442 | X=0110.930-0342.010 | Y=0503.420-0514.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1442 | X=0110.930-0388.120 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1442 | X=0110.930-0384.440 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1442 | X=0110.930-0377.740 | Y=0550.010-0561.250 | ra Đường Tân Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1442 | X=0110.930-0317.780 | Y=0561.530-0572.770 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1442 | X=0091.940-0342.480 | Y=0579.050-0593.370 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1442 | X=0415.580-0432.220 | Y=0584.050-0593.370 | 770
P=1442 | X=0462.650-0479.290 | Y=0584.050-0593.370 | 540
P=1442 | X=0505.390-0522.030 | Y=0584.050-0593.370 | 460
P=1442 | X=0110.930-0364.240 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1442 | X=0110.930-0205.880 | Y=0608.090-0619.330 | >500m đến ≤1.000m.
P=1442 | X=0110.930-0334.100 | Y=0625.630-0636.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1442 | X=0110.930-0384.440 | Y=0643.390-0654.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1442 | X=0110.930-0377.740 | Y=0654.910-0666.150 | ra Đường Tân Yên đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1442 | X=0091.940-0317.780 | Y=0666.430-0680.510 | 182 có hiện trạng là đường nhựa, bê tông xi măng:
P=1442 | X=0415.580-0432.220 | Y=0671.190-0680.510 | 590
P=1442 | X=0462.650-0479.290 | Y=0671.190-0680.510 | 410
P=1442 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 350
P=1442 | X=0110.930-0352.040 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1442 | X=0110.930-0153.070 | Y=0697.350-0706.670 | >1.000m.
P=1443 | X=0110.930-0334.570 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1443 | X=0091.940-0183.250 | Y=0096.260-0107.500 | 183 Đường Tân Yên
P=1443 | X=0215.110-0287.700 | Y=0098.140-0107.460 | Hết mét thứ 500
P=1443 | X=0299.880-0362.100 | Y=0098.140-0107.460 | Ranh suối reo
P=1443 | X=0407.420-0432.470 | Y=0098.140-0107.460 | 2.100
P=1443 | X=0454.490-0479.540 | Y=0098.140-0107.460 | 1.500
P=1443 | X=0497.230-0522.280 | Y=0098.140-0107.460 | 1.300
P=1443 | X=0110.930-0379.400 | Y=0114.050-0125.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1443 | X=0110.930-0386.390 | Y=0125.570-0136.810 | Yên đoạn từ Hết mét thứ 500 đến Ranh suối reo có hiện trạng
P=1443 | X=0110.930-0257.260 | Y=0137.090-0148.330 | là đường nhựa, bê tông xi măng:
P=1443 | X=0091.940-0108.580 | Y=0144.970-0154.290 | 184
P=1443 | X=0415.580-0432.250 | Y=0144.970-0154.290 | 920
P=1443 | X=0462.650-0479.290 | Y=0144.970-0154.290 | 640
P=1443 | X=0505.390-0522.030 | Y=0144.970-0154.290 | 550
P=1443 | X=0110.930-0342.010 | Y=0154.610-0165.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1443 | X=0110.930-0388.120 | Y=0172.130-0183.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1443 | X=0110.930-0379.400 | Y=0189.650-0200.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1443 | X=0110.930-0386.390 | Y=0201.190-0212.430 | Yên đoạn từ Hết mét thứ 500 đến Ranh suối reo có hiện trạng
P=1443 | X=0110.930-0257.260 | Y=0212.710-0223.950 | là đường nhựa, bê tông xi măng:
P=1443 | X=0091.940-0342.480 | Y=0230.230-0244.550 | 185 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1443 | X=0415.580-0432.220 | Y=0235.230-0244.550 | 730
P=1443 | X=0462.650-0479.290 | Y=0235.230-0244.550 | 510
P=1443 | X=0505.390-0522.030 | Y=0235.230-0244.550 | 440
P=1443 | X=0110.930-0364.240 | Y=0247.750-0258.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1443 | X=0110.930-0205.880 | Y=0259.270-0270.510 | >500m đến ≤1.000m.
P=1443 | X=0110.930-0334.100 | Y=0276.790-0288.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1443 | X=0110.930-0379.400 | Y=0294.580-0305.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1443 | X=0110.930-0386.390 | Y=0306.100-0317.340 | Yên đoạn từ Hết mét thứ 500 đến Ranh suối reo có hiện trạng
P=1443 | X=0110.930-0257.260 | Y=0317.620-0328.860 | là đường nhựa, bê tông xi măng:
P=1443 | X=0091.940-0108.580 | Y=0331.260-0340.580 | 186
P=1443 | X=0415.580-0432.220 | Y=0331.260-0340.580 | 530
P=1443 | X=0462.650-0479.290 | Y=0331.260-0340.580 | 370
P=1443 | X=0505.390-0522.030 | Y=0331.260-0340.580 | 320
P=1443 | X=0110.930-0352.040 | Y=0335.140-0346.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1443 | X=0110.930-0153.070 | Y=0348.540-0357.860 | >1.000m.
P=1443 | X=0110.930-0334.570 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1443 | X=0110.930-0384.440 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1443 | X=0110.930-0374.140 | Y=0393.240-0404.480 | ra Đường Tân Yên đoạn từ Hết mét thứ 500 đến Ranh suối
P=1443 | X=0110.930-0335.050 | Y=0404.760-0416.000 | reo có hiện trạng là đường nhựa, bê tông xi măng:
P=1443 | X=0091.940-0108.580 | Y=0412.640-0421.960 | 187
P=1443 | X=0415.580-0432.220 | Y=0412.640-0421.960 | 830
P=1443 | X=0462.650-0479.290 | Y=0412.640-0421.960 | 580
P=1443 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 500
P=1443 | X=0110.930-0342.010 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1443 | X=0110.930-0388.120 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1443 | X=0110.930-0384.440 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1443 | X=0110.930-0374.140 | Y=0469.100-0480.340 | ra Đường Tân Yên đoạn từ Hết mét thứ 500 đến Ranh suối
P=1443 | X=0110.930-0335.050 | Y=0480.620-0491.860 | reo có hiện trạng là đường nhựa, bê tông xi măng:
P=1443 | X=0091.940-0342.480 | Y=0498.140-0512.220 | 188 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1443 | X=0415.580-0432.220 | Y=0502.900-0512.220 | 660
P=1443 | X=0462.650-0479.290 | Y=0502.900-0512.220 | 460
P=1443 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 400
P=1443 | X=0110.930-0364.240 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1443 | X=0110.930-0205.880 | Y=0527.180-0538.420 | >500m đến ≤1.000m.
P=1443 | X=0110.930-0334.100 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1443 | X=0110.930-0384.440 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1443 | X=0110.930-0374.140 | Y=0573.770-0585.010 | ra Đường Tân Yên đoạn từ Hết mét thứ 500 đến Ranh suối
P=1443 | X=0110.930-0335.050 | Y=0585.290-0596.530 | reo có hiện trạng là đường nhựa, bê tông xi măng:
P=1443 | X=0091.940-0108.580 | Y=0598.930-0608.250 | 189
P=1443 | X=0415.580-0432.220 | Y=0598.930-0608.250 | 480
P=1443 | X=0462.650-0479.290 | Y=0598.930-0608.250 | 340
P=1443 | X=0505.390-0522.030 | Y=0598.930-0608.250 | 290
P=1443 | X=0110.930-0352.040 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1443 | X=0110.930-0153.070 | Y=0616.210-0625.530 | >1.000m.
P=1443 | X=0110.930-0334.600 | Y=0631.870-0643.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1443 | X=0299.880-0368.390 | Y=0651.510-0660.830 | Ranh xã Thống
P=1443 | X=0091.940-0183.250 | Y=0655.390-0666.630 | 190 Đường Tân Yên
P=1443 | X=0215.110-0277.360 | Y=0657.270-0666.590 | Ranh suối reo
P=1443 | X=0407.420-0432.470 | Y=0657.270-0666.590 | 1.700
P=1443 | X=0454.490-0479.540 | Y=0657.270-0666.590 | 1.200
P=1443 | X=0497.230-0522.280 | Y=0657.270-0666.590 | 1.000
P=1443 | X=0299.880-0320.920 | Y=0663.030-0672.350 | Nhất
P=1443 | X=0110.930-0379.400 | Y=0678.910-0690.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1443 | X=0091.940-0380.860 | Y=0690.430-0701.670 | 191 Yên đoạn từ Ranh suối reo đến Ranh xã Thống Nhất có hiện
P=1443 | X=0415.580-0432.220 | Y=0692.310-0701.630 | 890
P=1443 | X=0462.650-0479.290 | Y=0692.310-0701.630 | 620
P=1443 | X=0505.390-0522.030 | Y=0692.310-0701.630 | 530
P=1443 | X=0110.930-0282.710 | Y=0701.970-0713.210 | trạng là đường nhựa, bê tông xi măng:
P=1444 | X=0110.930-0342.010 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1444 | X=0110.930-0388.120 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1444 | X=0110.930-0379.400 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1444 | X=0110.930-0380.860 | Y=0125.330-0136.570 | Yên đoạn từ Ranh suối reo đến Ranh xã Thống Nhất có hiện
P=1444 | X=0110.930-0282.750 | Y=0136.850-0148.090 | trạng là đường nhựa, bê tông xi măng:
P=1444 | X=0091.940-0342.480 | Y=0154.370-0168.450 | 192 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1444 | X=0415.580-0432.220 | Y=0159.130-0168.450 | 700
P=1444 | X=0462.650-0479.290 | Y=0159.130-0168.450 | 490
P=1444 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 420
P=1444 | X=0110.930-0364.240 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1444 | X=0110.930-0205.880 | Y=0183.170-0194.410 | >500m đến ≤1.000m.
P=1444 | X=0110.930-0334.100 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1444 | X=0110.930-0379.400 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1444 | X=0110.930-0380.860 | Y=0229.990-0241.230 | Yên đoạn từ Ranh suối reo đến Ranh xã Thống Nhất có hiện
P=1444 | X=0110.930-0282.710 | Y=0241.510-0252.750 | trạng là đường nhựa, bê tông xi măng:
P=1444 | X=0091.940-0108.580 | Y=0255.150-0264.470 | 193
P=1444 | X=0415.580-0432.220 | Y=0255.150-0264.470 | 510
P=1444 | X=0462.650-0479.290 | Y=0255.150-0264.470 | 360
P=1444 | X=0505.390-0522.030 | Y=0255.150-0264.470 | 310
P=1444 | X=0110.930-0352.040 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1444 | X=0110.930-0153.070 | Y=0272.430-0281.750 | >1.000m.
P=1444 | X=0110.930-0334.570 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
