TABLE=051 | AREA=Xã Phú Lâm | SECTION=non-agricultural | SEGMENTS=1
P=1706 | X=0106.850-0384.020 | Y=0694.510-0705.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1707 | X=0106.850-0406.070 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quán Hiến
P=1707 | X=0106.850-0405.100 | Y=0090.020-0101.260 | vào khu Lá ủ đoạn từ Đường 30 tháng 4 đến Đường đi khu Lá ủ có
P=1707 | X=0106.850-0300.460 | Y=0101.540-0112.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=1707 | X=0090.020-0338.400 | Y=0119.090-0133.170 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1707 | X=0433.130-0449.770 | Y=0123.850-0133.170 | 260
P=1707 | X=0469.370-0486.010 | Y=0123.850-0133.170 | 180
P=1707 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 160
P=1707 | X=0106.850-0413.270 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1707 | X=0106.850-0148.530 | Y=0148.130-0159.370 | ≤1.000m.
P=1707 | X=0106.850-0330.030 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1707 | X=0106.850-0406.070 | Y=0183.170-0194.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quán Hiến
P=1707 | X=0106.850-0405.100 | Y=0194.690-0205.930 | vào khu Lá ủ đoạn từ Đường 30 tháng 4 đến Đường đi khu Lá ủ có
P=1707 | X=0106.850-0300.460 | Y=0206.230-0217.470 | hiện trạng là đường nhựa, bê tông xi măng:
P=1707 | X=0090.020-0106.660 | Y=0214.110-0223.430 | 144
P=1707 | X=0433.130-0449.770 | Y=0214.110-0223.430 | 200
P=1707 | X=0469.370-0486.010 | Y=0214.110-0223.430 | 140
P=1707 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 120
P=1707 | X=0106.850-0392.690 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1707 | X=0106.850-0330.490 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1707 | X=0106.850-0392.110 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1707 | X=0106.850-0390.220 | Y=0270.550-0281.790 | Đường Quán Hiến vào khu Lá ủ đoạn từ Đường 30 tháng 4 đến
P=1707 | X=0106.850-0399.880 | Y=0282.100-0293.340 | Đường đi khu Lá ủ có hiện trạng là đường nhựa, bê tông xi măng:
P=1707 | X=0090.020-0106.660 | Y=0289.980-0299.300 | 145
P=1707 | X=0433.130-0449.770 | Y=0289.980-0299.300 | 350
P=1707 | X=0469.370-0486.010 | Y=0289.980-0299.300 | 250
P=1707 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 210
P=1707 | X=0106.850-0337.930 | Y=0299.620-0310.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1707 | X=0106.850-0384.020 | Y=0317.140-0328.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1707 | X=0106.850-0392.110 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1707 | X=0106.850-0390.220 | Y=0346.420-0357.660 | Đường Quán Hiến vào khu Lá ủ đoạn từ Đường 30 tháng 4 đến
P=1707 | X=0106.850-0399.880 | Y=0357.700-0368.940 | Đường đi khu Lá ủ có hiện trạng là đường nhựa, bê tông xi măng:
P=1707 | X=0090.020-0338.400 | Y=0375.240-0389.560 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1707 | X=0433.130-0449.770 | Y=0380.240-0389.560 | 230
P=1707 | X=0469.370-0486.010 | Y=0380.240-0389.560 | 160
P=1707 | X=0505.390-0522.030 | Y=0380.240-0389.560 | 140
P=1707 | X=0106.850-0413.270 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1707 | X=0106.850-0148.530 | Y=0404.280-0415.520 | ≤1.000m.
P=1707 | X=0106.850-0330.020 | Y=0421.800-0433.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1707 | X=0106.850-0392.110 | Y=0439.560-0450.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1707 | X=0106.850-0390.220 | Y=0451.100-0462.340 | Đường Quán Hiến vào khu Lá ủ đoạn từ Đường 30 tháng 4 đến
P=1707 | X=0106.850-0399.880 | Y=0462.620-0473.860 | Đường đi khu Lá ủ có hiện trạng là đường nhựa, bê tông xi măng:
P=1707 | X=0090.020-0106.660 | Y=0470.500-0479.820 | 147
P=1707 | X=0433.130-0449.770 | Y=0470.500-0479.820 | 180
P=1707 | X=0469.370-0486.010 | Y=0470.500-0479.820 | 130
P=1707 | X=0505.390-0522.030 | Y=0470.500-0479.820 | 110
P=1707 | X=0106.850-0392.640 | Y=0480.140-0491.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1707 | X=0106.850-0330.490 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1707 | X=0106.850-0402.860 | Y=0515.420-0526.660 | Đường Quán Hiến vào khu Giáp đường đi khu Đường Phú Lâm -
P=1707 | X=0090.020-0106.660 | Y=0523.060-0532.380 | 148
P=1707 | X=0433.130-0449.770 | Y=0523.060-0532.380 | 520
P=1707 | X=0469.370-0486.010 | Y=0523.060-0532.380 | 360
P=1707 | X=0505.390-0522.030 | Y=0523.060-0532.380 | 310
P=1707 | X=0106.850-0126.370 | Y=0526.940-0538.180 | Lá ủ
P=1707 | X=0235.540-0255.060 | Y=0526.940-0538.180 | Lá ủ
P=1707 | X=0322.200-0363.540 | Y=0528.820-0538.140 | Phú Bình
P=1707 | X=0106.850-0406.070 | Y=0544.490-0555.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quán Hiến
P=1707 | X=0106.850-0412.700 | Y=0556.010-0567.250 | vào khu Lá ủ đoạn từ Giáp đường đi khu Lá ủ đến Đường Phú Lâm -
P=1707 | X=0106.850-0357.620 | Y=0567.530-0578.770 | Phú Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=1707 | X=0090.020-0106.660 | Y=0575.410-0584.730 | 149
P=1707 | X=0433.130-0449.770 | Y=0575.410-0584.730 | 260
P=1707 | X=0469.370-0486.010 | Y=0575.410-0584.730 | 180
P=1707 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 160
P=1707 | X=0106.850-0337.930 | Y=0585.050-0596.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1707 | X=0106.850-0384.020 | Y=0602.570-0613.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1707 | X=0106.850-0406.070 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quán Hiến
P=1707 | X=0106.850-0412.700 | Y=0631.870-0643.110 | vào khu Lá ủ đoạn từ Giáp đường đi khu Lá ủ đến Đường Phú Lâm -
P=1707 | X=0106.850-0357.620 | Y=0643.390-0654.630 | Phú Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=1707 | X=0090.020-0338.400 | Y=0660.910-0674.990 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1707 | X=0433.130-0449.770 | Y=0665.670-0674.990 | 220
P=1707 | X=0469.370-0486.010 | Y=0665.670-0674.990 | 150
P=1707 | X=0505.390-0522.030 | Y=0665.670-0674.990 | 130
P=1707 | X=0106.850-0413.270 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1707 | X=0106.850-0148.530 | Y=0689.950-0701.190 | ≤1.000m.
P=1707 | X=0106.850-0330.020 | Y=0707.490-0718.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1708 | X=0106.850-0406.070 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quán Hiến
P=1708 | X=0106.850-0412.700 | Y=0090.020-0101.260 | vào khu Lá ủ đoạn từ Giáp đường đi khu Lá ủ đến Đường Phú Lâm -
P=1708 | X=0106.850-0357.620 | Y=0101.540-0112.780 | Phú Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=1708 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 151
P=1708 | X=0433.130-0449.770 | Y=0109.420-0118.740 | 200
P=1708 | X=0469.370-0486.010 | Y=0109.420-0118.740 | 140
P=1708 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 120
P=1708 | X=0106.850-0392.640 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1708 | X=0106.850-0330.490 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1708 | X=0106.850-0392.110 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1708 | X=0106.850-0414.220 | Y=0165.650-0176.890 | Đường Quán Hiến vào khu Lá ủ đoạn từ Giáp đường đi khu Lá ủ đến
P=1708 | X=0106.850-0410.380 | Y=0177.170-0188.410 | Đường Phú Lâm - Phú Bình có hiện trạng là đường nhựa, bê tông xi
P=1708 | X=0090.020-0134.850 | Y=0188.690-0200.130 | 152 măng:
P=1708 | X=0433.130-0449.770 | Y=0190.810-0200.130 | 230
P=1708 | X=0469.370-0486.010 | Y=0190.810-0200.130 | 160
P=1708 | X=0505.390-0522.030 | Y=0190.810-0200.130 | 140
P=1708 | X=0106.850-0337.930 | Y=0206.230-0217.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1708 | X=0106.850-0384.020 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1708 | X=0106.850-0392.110 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1708 | X=0106.850-0414.220 | Y=0253.030-0264.270 | Đường Quán Hiến vào khu Lá ủ đoạn từ Giáp đường đi khu Lá ủ đến
P=1708 | X=0106.850-0410.380 | Y=0264.550-0275.790 | Đường Phú Lâm - Phú Bình có hiện trạng là đường nhựa, bê tông xi
P=1708 | X=0106.850-0134.850 | Y=0276.070-0287.310 | măng:
P=1708 | X=0090.020-0338.400 | Y=0292.620-0304.860 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1708 | X=0433.130-0449.770 | Y=0292.620-0301.940 | 200
P=1708 | X=0469.370-0486.010 | Y=0292.620-0301.940 | 140
P=1708 | X=0505.390-0522.030 | Y=0292.620-0301.940 | 120
P=1708 | X=0106.850-0413.270 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1708 | X=0106.850-0148.530 | Y=0322.660-0333.900 | ≤1.000m.
P=1708 | X=0106.850-0330.020 | Y=0339.940-0351.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1708 | X=0106.850-0392.110 | Y=0357.700-0368.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1708 | X=0106.850-0414.220 | Y=0369.240-0380.480 | Đường Quán Hiến vào khu Lá ủ đoạn từ Giáp đường đi khu Lá ủ đến
P=1708 | X=0106.850-0410.380 | Y=0380.760-0392.000 | Đường Phú Lâm - Phú Bình có hiện trạng là đường nhựa, bê tông xi
P=1708 | X=0090.020-0134.850 | Y=0392.280-0403.720 | 154 măng:
P=1708 | X=0433.130-0449.770 | Y=0394.400-0403.720 | 180
P=1708 | X=0469.370-0486.010 | Y=0394.400-0403.720 | 130
P=1708 | X=0505.390-0522.030 | Y=0394.400-0403.720 | 110
P=1708 | X=0106.850-0392.640 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1708 | X=0106.850-0330.490 | Y=0427.320-0438.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1708 | X=0090.020-0185.910 | Y=0445.080-0456.320 | 155 Đường Phù Đổng
P=1708 | X=0235.540-0284.100 | Y=0446.960-0456.280 | Quốc lộ 20
P=1708 | X=0322.200-0368.340 | Y=0446.960-0456.280 | Km 0+500
P=1708 | X=0424.970-0450.020 | Y=0446.960-0456.280 | 2.500
P=1708 | X=0461.210-0486.260 | Y=0446.960-0456.280 | 1.800
P=1708 | X=0497.230-0522.280 | Y=0446.960-0456.280 | 1.500
P=1708 | X=0106.850-0402.460 | Y=0462.860-0474.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù Đổng
P=1708 | X=0106.850-0407.740 | Y=0474.380-0485.620 | đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là đường nhựa, bê
P=1708 | X=0106.850-0167.010 | Y=0485.900-0497.140 | tông xi măng:
P=1708 | X=0090.020-0106.660 | Y=0493.780-0503.100 | 156
P=1708 | X=0433.130-0449.770 | Y=0493.780-0503.100 | 780
P=1708 | X=0469.370-0486.010 | Y=0493.780-0503.100 | 550
P=1708 | X=0505.390-0522.030 | Y=0493.780-0503.100 | 470
P=1708 | X=0106.850-0337.930 | Y=0503.420-0514.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1708 | X=0106.850-0384.020 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1708 | X=0106.850-0402.460 | Y=0538.490-0549.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù Đổng
P=1708 | X=0106.850-0407.740 | Y=0550.010-0561.250 | đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là đường nhựa, bê
P=1708 | X=0106.850-0167.010 | Y=0561.530-0572.770 | tông xi măng:
P=1708 | X=0090.020-0338.400 | Y=0579.050-0593.370 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1708 | X=0433.130-0449.770 | Y=0584.050-0593.370 | 670
P=1708 | X=0469.370-0486.010 | Y=0584.050-0593.370 | 470
P=1708 | X=0505.390-0522.030 | Y=0584.050-0593.370 | 400
P=1708 | X=0106.850-0413.270 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1708 | X=0106.850-0148.530 | Y=0608.090-0619.330 | ≤1.000m.
P=1708 | X=0106.850-0330.020 | Y=0625.630-0636.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1708 | X=0106.850-0402.460 | Y=0643.390-0654.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù Đổng
P=1708 | X=0106.850-0407.740 | Y=0654.910-0666.150 | đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là đường nhựa, bê
P=1708 | X=0106.850-0167.010 | Y=0666.430-0677.670 | tông xi măng:
P=1708 | X=0090.020-0106.660 | Y=0674.310-0683.630 | 158
P=1708 | X=0433.130-0449.770 | Y=0674.310-0683.630 | 450
P=1708 | X=0469.370-0486.010 | Y=0674.310-0683.630 | 320
P=1708 | X=0505.390-0522.030 | Y=0674.310-0683.630 | 270
P=1708 | X=0106.850-0392.640 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1708 | X=0106.850-0330.490 | Y=0701.490-0712.730 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1709 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1709 | X=0106.850-0413.740 | Y=0090.020-0101.260 | Đường Phù Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1709 | X=0106.850-0242.600 | Y=0101.540-0112.780 | đường nhựa, bê tông xi măng:
P=1709 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 159
P=1709 | X=0433.130-0449.770 | Y=0109.420-0118.740 | 700
P=1709 | X=0469.370-0486.010 | Y=0109.420-0118.740 | 490
P=1709 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 420
P=1709 | X=0106.850-0337.930 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1709 | X=0106.850-0384.020 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1709 | X=0106.850-0392.110 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1709 | X=0106.850-0413.740 | Y=0165.650-0176.890 | Đường Phù Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1709 | X=0106.850-0242.600 | Y=0177.170-0188.410 | đường nhựa, bê tông xi măng:
P=1709 | X=0090.020-0338.400 | Y=0194.690-0209.030 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1709 | X=0433.130-0449.770 | Y=0199.710-0209.030 | 600
P=1709 | X=0469.370-0486.010 | Y=0199.710-0209.030 | 420
P=1709 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 360
P=1709 | X=0106.850-0413.270 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1709 | X=0106.850-0148.530 | Y=0223.750-0234.990 | ≤1.000m.
P=1709 | X=0106.850-0330.020 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1709 | X=0106.850-0392.110 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1709 | X=0106.850-0413.740 | Y=0270.550-0281.790 | Đường Phù Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1709 | X=0106.850-0242.600 | Y=0282.100-0293.340 | đường nhựa, bê tông xi măng:
P=1709 | X=0090.020-0106.660 | Y=0289.980-0299.300 | 161
P=1709 | X=0433.130-0449.770 | Y=0289.980-0299.300 | 410
P=1709 | X=0469.370-0486.010 | Y=0289.980-0299.300 | 290
P=1709 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 250
P=1709 | X=0106.850-0392.640 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1709 | X=0106.850-0330.490 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1709 | X=0090.020-0185.910 | Y=0334.900-0346.140 | 162 Đường Phù Đổng
P=1709 | X=0235.540-0281.680 | Y=0336.780-0346.100 | Km 0+500
P=1709 | X=0322.200-0368.340 | Y=0336.780-0346.100 | Km 0+800
P=1709 | X=0424.970-0450.020 | Y=0336.780-0346.100 | 1.200
P=1709 | X=0469.370-0486.010 | Y=0336.780-0346.100 | 840
P=1709 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 720
P=1709 | X=0106.850-0402.460 | Y=0352.660-0363.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù Đổng
P=1709 | X=0106.850-0404.860 | Y=0363.940-0375.180 | đoạn từ Km 0+500 đến Km 0+800 có hiện trạng là đường nhựa, bê
P=1709 | X=0106.850-0167.010 | Y=0375.480-0386.720 | tông xi măng:
P=1709 | X=0090.020-0106.660 | Y=0383.360-0392.680 | 163
P=1709 | X=0433.130-0449.770 | Y=0383.360-0392.680 | 500
P=1709 | X=0469.370-0486.010 | Y=0383.360-0392.680 | 350
P=1709 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 300
P=1709 | X=0106.850-0337.930 | Y=0393.000-0404.240 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1709 | X=0106.850-0384.020 | Y=0410.520-0421.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1709 | X=0106.850-0402.460 | Y=0428.280-0439.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù Đổng
P=1709 | X=0106.850-0404.860 | Y=0439.800-0451.040 | đoạn từ Km 0+500 đến Km 0+800 có hiện trạng là đường nhựa, bê
P=1709 | X=0106.850-0167.010 | Y=0451.340-0462.580 | tông xi măng:
P=1709 | X=0090.020-0338.400 | Y=0468.860-0482.940 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1709 | X=0433.130-0449.770 | Y=0473.620-0482.940 | 280
P=1709 | X=0469.370-0486.010 | Y=0473.620-0482.940 | 200
P=1709 | X=0505.390-0522.030 | Y=0473.620-0482.940 | 170
P=1709 | X=0106.850-0413.270 | Y=0486.380-0497.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1709 | X=0106.850-0148.530 | Y=0497.900-0509.140 | ≤1.000m.
P=1709 | X=0106.850-0330.020 | Y=0515.420-0526.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1709 | X=0106.850-0402.460 | Y=0533.210-0544.450 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù Đổng
P=1709 | X=0106.850-0404.860 | Y=0544.490-0555.730 | đoạn từ Km 0+500 đến Km 0+800 có hiện trạng là đường nhựa, bê
P=1709 | X=0106.850-0167.010 | Y=0556.010-0567.250 | tông xi măng:
P=1709 | X=0090.020-0106.660 | Y=0563.890-0573.210 | 165
P=1709 | X=0433.130-0449.770 | Y=0563.890-0573.210 | 190
P=1709 | X=0469.370-0486.010 | Y=0563.890-0573.210 | 130
P=1709 | X=0505.390-0522.030 | Y=0563.890-0573.210 | 110
P=1709 | X=0106.850-0392.640 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1709 | X=0106.850-0330.490 | Y=0591.050-0602.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1709 | X=0106.850-0392.110 | Y=0608.810-0620.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1709 | X=0106.850-0411.340 | Y=0620.350-0631.590 | Đường Phù Đổng đoạn từ Km 0+500 đến Km 0+800 có hiện trạng là
