TABLE=030 | AREA=Xã Cẩm Mỹ | SECTION=non-agricultural | SEGMENTS=1
P=1108 | X=0111.170-0375.100 | Y=0311.380-0322.620 | ra Quốc lộ 56 đoạn từ Đường tỉnh 764 đến Giáp ranh thành
P=1108 | X=0111.170-0365.230 | Y=0322.900-0334.140 | phố Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi
P=1108 | X=0111.170-0139.170 | Y=0334.420-0345.660 | măng:
P=1108 | X=0091.940-0108.580 | Y=0342.300-0351.620 | 126
P=1108 | X=0414.380-0431.020 | Y=0342.300-0351.620 | 710
P=1108 | X=0461.930-0478.570 | Y=0342.300-0351.620 | 500
P=1108 | X=0505.630-0522.270 | Y=0342.300-0351.620 | 430
P=1108 | X=0111.170-0352.280 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1108 | X=0111.170-0153.310 | Y=0365.100-0374.420 | >1.000m.
P=1108 | X=0111.170-0334.810 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1108 | X=0111.170-0211.850 | Y=0398.520-0409.760 | Đường Tân Mỹ - Nhân
P=1108 | X=0303.960-0379.570 | Y=0400.400-0409.720 | Hết ranh xã Cẩm
P=1108 | X=0091.940-0108.580 | Y=0406.160-0415.480 | 127
P=1108 | X=0221.350-0269.940 | Y=0406.160-0415.480 | Quốc lộ 56
P=1108 | X=0405.980-0431.030 | Y=0406.160-0415.480 | 1.400
P=1108 | X=0461.930-0478.570 | Y=0406.160-0415.480 | 980
P=1108 | X=0505.630-0522.270 | Y=0406.160-0415.480 | 840
P=1108 | X=0111.170-0137.890 | Y=0410.040-0421.280 | Nghĩa
P=1108 | X=0303.960-0317.400 | Y=0411.920-0421.240 | Mỹ
P=1108 | X=0111.170-0379.640 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1108 | X=0111.170-0389.420 | Y=0439.320-0450.560 | Mỹ - Nhân Nghĩa đoạn từ Quốc lộ 56 đến Hết ranh xã Cẩm Mỹ
P=1108 | X=0111.170-0318.020 | Y=0450.860-0462.100 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1108 | X=0091.940-0108.580 | Y=0458.740-0468.060 | 128
P=1108 | X=0414.380-0431.020 | Y=0458.740-0468.060 | 700
P=1108 | X=0461.930-0478.570 | Y=0458.740-0468.060 | 490
P=1108 | X=0505.630-0522.270 | Y=0458.740-0468.060 | 420
P=1108 | X=0111.170-0342.250 | Y=0468.380-0479.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1108 | X=0111.170-0388.360 | Y=0485.900-0497.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1108 | X=0111.170-0379.640 | Y=0503.660-0514.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1108 | X=0111.170-0389.420 | Y=0515.180-0526.420 | Mỹ - Nhân Nghĩa đoạn từ Quốc lộ 56 đến Hết ranh xã Cẩm Mỹ
P=1108 | X=0111.170-0318.020 | Y=0526.460-0537.700 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1108 | X=0091.940-0342.720 | Y=0544.010-0558.330 | 129 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1108 | X=0414.380-0431.020 | Y=0549.010-0558.330 | 590
P=1108 | X=0461.930-0478.570 | Y=0549.010-0558.330 | 410
P=1108 | X=0505.630-0522.270 | Y=0549.010-0558.330 | 350
P=1108 | X=0111.170-0364.480 | Y=0561.530-0572.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1108 | X=0111.170-0206.150 | Y=0573.050-0584.290 | >500m đến ≤1.000m.
P=1108 | X=0111.170-0334.340 | Y=0590.570-0601.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1108 | X=0111.170-0379.640 | Y=0608.330-0619.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1108 | X=0111.170-0389.420 | Y=0619.870-0631.110 | Mỹ - Nhân Nghĩa đoạn từ Quốc lộ 56 đến Hết ranh xã Cẩm Mỹ
P=1108 | X=0111.170-0318.020 | Y=0631.390-0642.630 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1108 | X=0091.940-0108.580 | Y=0645.030-0654.350 | 130
P=1108 | X=0414.380-0431.020 | Y=0645.030-0654.350 | 470
P=1108 | X=0461.930-0478.570 | Y=0645.030-0654.350 | 330
P=1108 | X=0505.630-0522.270 | Y=0645.030-0654.350 | 280
P=1108 | X=0111.170-0352.280 | Y=0648.910-0660.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1108 | X=0111.170-0153.310 | Y=0662.310-0671.630 | >1.000m.
P=1108 | X=0111.170-0334.810 | Y=0677.950-0689.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1108 | X=0111.170-0384.680 | Y=0695.710-0706.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1108 | X=0091.940-0108.580 | Y=0703.380-0712.700 | 131
P=1108 | X=0414.380-0431.020 | Y=0703.380-0712.700 | 630
P=1108 | X=0461.930-0478.570 | Y=0703.380-0712.700 | 440
P=1108 | X=0505.630-0522.270 | Y=0703.380-0712.700 | 380
P=1108 | X=0111.170-0379.030 | Y=0707.250-0718.490 | ra Đường Tân Mỹ - Nhân Nghĩa đoạn từ Quốc lộ 56 đến Hết
P=1109 | X=0111.170-0363.560 | Y=0072.500-0083.740 | ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1109 | X=0111.170-0139.170 | Y=0084.020-0095.260 | măng:
P=1109 | X=0111.170-0342.250 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1109 | X=0111.170-0388.360 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1109 | X=0111.170-0384.680 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1109 | X=0111.170-0379.030 | Y=0148.370-0159.610 | ra Đường Tân Mỹ - Nhân Nghĩa đoạn từ Quốc lộ 56 đến Hết
P=1109 | X=0111.170-0363.560 | Y=0159.650-0170.890 | ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1109 | X=0111.170-0139.170 | Y=0171.170-0182.410 | măng:
P=1109 | X=0091.940-0342.720 | Y=0187.930-0199.930 | 132 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1109 | X=0414.380-0431.020 | Y=0187.930-0197.250 | 530
P=1109 | X=0461.930-0478.570 | Y=0187.930-0197.250 | 370
P=1109 | X=0505.630-0522.270 | Y=0187.930-0197.250 | 320
P=1109 | X=0111.170-0364.480 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1109 | X=0111.170-0206.120 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1109 | X=0111.170-0334.340 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1109 | X=0111.170-0384.680 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1109 | X=0111.170-0379.030 | Y=0264.550-0275.790 | ra Đường Tân Mỹ - Nhân Nghĩa đoạn từ Quốc lộ 56 đến Hết
P=1109 | X=0111.170-0363.560 | Y=0276.070-0287.310 | ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1109 | X=0111.170-0139.170 | Y=0287.620-0298.860 | măng:
P=1109 | X=0091.940-0108.580 | Y=0295.500-0304.820 | 133
P=1109 | X=0414.380-0431.020 | Y=0295.500-0304.820 | 420
P=1109 | X=0461.930-0478.570 | Y=0295.500-0304.820 | 290
P=1109 | X=0505.630-0522.270 | Y=0295.500-0304.820 | 250
P=1109 | X=0111.170-0352.280 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1109 | X=0111.170-0153.310 | Y=0318.540-0327.860 | >1.000m.
P=1109 | X=0111.170-0334.810 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1109 | X=0111.170-0205.270 | Y=0351.700-0362.940 | Đường Nhân Nghĩa -
P=1109 | X=0303.960-0379.570 | Y=0353.580-0362.900 | Hết ranh xã Cẩm
P=1109 | X=0091.940-0108.580 | Y=0359.340-0368.660 | 134
P=1109 | X=0221.350-0269.940 | Y=0359.340-0368.660 | Quốc lộ 56
P=1109 | X=0405.980-0431.030 | Y=0359.340-0368.660 | 1.400
P=1109 | X=0461.930-0478.570 | Y=0359.340-0368.660 | 980
P=1109 | X=0505.630-0522.270 | Y=0359.340-0368.660 | 840
P=1109 | X=0111.170-0161.180 | Y=0365.100-0374.420 | Sông Nhạn
P=1109 | X=0303.960-0317.400 | Y=0365.100-0374.420 | Mỹ
P=1109 | X=0111.170-0386.130 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1109 | X=0111.170-0383.180 | Y=0392.520-0403.760 | Nghĩa - Sông Nhạn đoạn từ Quốc lộ 56 đến Hết ranh xã Cẩm
P=1109 | X=0111.170-0334.100 | Y=0404.040-0415.280 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1109 | X=0091.940-0108.580 | Y=0411.920-0421.240 | 135
P=1109 | X=0414.380-0431.020 | Y=0411.920-0421.240 | 700
P=1109 | X=0461.930-0478.570 | Y=0411.920-0421.240 | 490
P=1109 | X=0505.630-0522.270 | Y=0411.920-0421.240 | 420
P=1109 | X=0111.170-0342.250 | Y=0421.560-0432.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1109 | X=0111.170-0388.360 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1109 | X=0111.170-0386.130 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1109 | X=0111.170-0383.180 | Y=0468.380-0479.620 | Nghĩa - Sông Nhạn đoạn từ Quốc lộ 56 đến Hết ranh xã Cẩm
P=1109 | X=0111.170-0334.100 | Y=0479.900-0491.140 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1109 | X=0091.940-0342.720 | Y=0497.420-0511.500 | 136 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1109 | X=0414.380-0431.020 | Y=0502.180-0511.500 | 590
P=1109 | X=0461.930-0478.570 | Y=0502.180-0511.500 | 410
P=1109 | X=0505.630-0522.270 | Y=0502.180-0511.500 | 350
P=1109 | X=0111.170-0364.480 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1109 | X=0111.170-0206.120 | Y=0526.220-0537.460 | >500m đến ≤1.000m.
P=1109 | X=0111.170-0334.350 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1109 | X=0111.170-0386.130 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1109 | X=0111.170-0383.180 | Y=0573.050-0584.290 | Nghĩa - Sông Nhạn đoạn từ Quốc lộ 56 đến Hết ranh xã Cẩm
P=1109 | X=0111.170-0334.100 | Y=0584.570-0595.810 | Mỹ có hiện trạng là đường nhựa, bê tông xi măng:
P=1109 | X=0091.940-0108.580 | Y=0598.210-0607.530 | 137
P=1109 | X=0414.380-0431.020 | Y=0598.210-0607.530 | 470
P=1109 | X=0461.930-0478.570 | Y=0598.210-0607.530 | 330
P=1109 | X=0505.630-0522.270 | Y=0598.210-0607.530 | 280
P=1109 | X=0111.170-0352.280 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1109 | X=0111.170-0153.320 | Y=0615.490-0624.810 | >1.000m.
P=1109 | X=0111.170-0334.810 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1109 | X=0111.170-0384.680 | Y=0648.910-0660.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1109 | X=0111.170-0377.510 | Y=0660.430-0671.670 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Quốc lộ 56 đến
P=1109 | X=0091.940-0381.800 | Y=0671.950-0686.030 | 138 Hết ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1109 | X=0414.380-0431.020 | Y=0676.710-0686.030 | 630
P=1109 | X=0461.930-0478.570 | Y=0676.710-0686.030 | 440
P=1109 | X=0505.630-0522.270 | Y=0676.710-0686.030 | 380
P=1109 | X=0111.170-0139.170 | Y=0683.470-0694.710 | măng:
P=1109 | X=0111.170-0342.250 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1110 | X=0111.170-0388.360 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1110 | X=0111.170-0384.680 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1110 | X=0111.170-0377.510 | Y=0107.780-0119.020 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Quốc lộ 56 đến
P=1110 | X=0111.170-0381.800 | Y=0119.330-0130.570 | Hết ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1110 | X=0111.170-0139.170 | Y=0130.850-0142.090 | măng:
P=1110 | X=0091.940-0342.720 | Y=0147.370-0159.610 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1110 | X=0414.380-0431.020 | Y=0147.370-0156.690 | 530
P=1110 | X=0461.930-0478.570 | Y=0147.370-0156.690 | 370
P=1110 | X=0505.630-0522.270 | Y=0147.370-0156.690 | 320
P=1110 | X=0111.170-0364.480 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1110 | X=0111.170-0206.120 | Y=0177.170-0188.410 | >500m đến ≤1.000m.
P=1110 | X=0111.170-0334.340 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1110 | X=0111.170-0384.680 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1110 | X=0111.170-0377.510 | Y=0223.990-0235.230 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Quốc lộ 56 đến
P=1110 | X=0111.170-0381.800 | Y=0235.510-0246.750 | Hết ranh xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1110 | X=0111.170-0139.170 | Y=0247.030-0258.270 | măng:
P=1110 | X=0091.940-0108.580 | Y=0254.910-0264.230 | 140
P=1110 | X=0414.380-0431.020 | Y=0254.910-0264.230 | 420
P=1110 | X=0461.930-0478.570 | Y=0254.910-0264.230 | 290
P=1110 | X=0505.630-0522.270 | Y=0254.910-0264.230 | 250
P=1110 | X=0111.170-0352.280 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1110 | X=0111.170-0153.310 | Y=0277.950-0287.270 | >1.000m.
P=1110 | X=0111.170-0334.810 | Y=0293.620-0304.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1110 | X=0221.350-0301.860 | Y=0311.380-0322.620 | Đường Nguyễn Ái
P=1110 | X=0303.960-0374.130 | Y=0317.140-0328.380 | Đường tỉnh 764
P=1110 | X=0091.940-0205.030 | Y=0319.020-0328.340 | 141 Hoàn Quân-Xuân Mỹ
P=1110 | X=0405.980-0431.030 | Y=0319.020-0328.340 | 2.000
P=1110 | X=0453.530-0478.580 | Y=0319.020-0328.340 | 1.400
P=1110 | X=0497.230-0522.280 | Y=0319.020-0328.340 | 1.200
P=1110 | X=0221.350-0245.380 | Y=0324.780-0334.100 | Quốc
P=1110 | X=0111.170-0382.460 | Y=0340.660-0351.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Hoàn Quân-
P=1110 | X=0111.170-0390.470 | Y=0351.940-0363.180 | Xuân Mỹ đoạn từ Đường Nguyễn Ái Quốc đến Đường tỉnh 764
P=1110 | X=0111.170-0318.020 | Y=0363.460-0374.700 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1110 | X=0091.940-0108.580 | Y=0371.360-0380.680 | 142
P=1110 | X=0405.980-0431.030 | Y=0371.360-0380.680 | 1.000
P=1110 | X=0461.930-0478.570 | Y=0371.360-0380.680 | 700
P=1110 | X=0505.630-0522.270 | Y=0371.360-0380.680 | 600
P=1110 | X=0111.170-0334.080 | Y=0381.000-0392.240 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1110 | X=0111.170-0388.360 | Y=0398.520-0409.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1110 | X=0111.170-0382.460 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Hoàn Quân-
P=1110 | X=0111.170-0390.470 | Y=0427.800-0439.040 | Xuân Mỹ đoạn từ Đường Nguyễn Ái Quốc đến Đường tỉnh 764
P=1110 | X=0111.170-0318.020 | Y=0439.320-0450.560 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1110 | X=0091.940-0334.340 | Y=0456.860-0470.940 | 143 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1110 | X=0414.380-0431.020 | Y=0461.620-0470.940 | 900
P=1110 | X=0461.930-0478.570 | Y=0461.620-0470.940 | 630
P=1110 | X=0505.630-0522.270 | Y=0461.620-0470.940 | 540
P=1110 | X=0111.170-0364.480 | Y=0474.380-0485.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1110 | X=0111.170-0197.720 | Y=0485.900-0497.140 | >400m đến ≤600m.
P=1110 | X=0111.170-0334.340 | Y=0503.420-0514.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1110 | X=0111.170-0382.460 | Y=0521.180-0532.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Hoàn Quân-
P=1110 | X=0111.170-0390.470 | Y=0532.490-0543.730 | Xuân Mỹ đoạn từ Đường Nguyễn Ái Quốc đến Đường tỉnh 764
P=1110 | X=0111.170-0318.020 | Y=0544.010-0555.250 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1110 | X=0091.940-0108.580 | Y=0551.890-0561.210 | 144
P=1110 | X=0414.380-0431.020 | Y=0551.890-0561.210 | 700
P=1110 | X=0461.930-0478.570 | Y=0551.890-0561.210 | 490
P=1110 | X=0505.630-0522.270 | Y=0551.890-0561.210 | 420
P=1110 | X=0111.170-0388.600 | Y=0561.530-0572.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1110 | X=0111.170-0334.840 | Y=0579.050-0590.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1110 | X=0111.170-0384.680 | Y=0596.810-0608.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1110 | X=0111.170-0383.500 | Y=0608.330-0619.570 | ra Hoàn Quân-Xuân Mỹ đoạn từ Đường Nguyễn Ái Quốc đến
P=1110 | X=0111.170-0360.200 | Y=0619.870-0631.110 | Đường tỉnh 764 có hiện trạng là đường nhựa, bê tông xi
P=1110 | X=0091.940-0139.170 | Y=0631.390-0642.830 | 145 măng:
P=1110 | X=0414.380-0431.020 | Y=0633.510-0642.830 | 900
P=1110 | X=0461.930-0478.570 | Y=0633.510-0642.830 | 630
P=1110 | X=0505.630-0522.270 | Y=0633.510-0642.830 | 540
P=1110 | X=0111.170-0334.080 | Y=0648.910-0660.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1110 | X=0111.170-0388.360 | Y=0666.430-0677.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1110 | X=0111.170-0384.680 | Y=0684.190-0695.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1110 | X=0091.940-0383.500 | Y=0695.710-0706.950 | 146 ra Hoàn Quân-Xuân Mỹ đoạn từ Đường Nguyễn Ái Quốc đến
P=1110 | X=0414.380-0431.020 | Y=0697.590-0706.910 | 810
P=1110 | X=0461.930-0478.570 | Y=0697.590-0706.910 | 570
P=1110 | X=0505.630-0522.270 | Y=0697.590-0706.910 | 490
P=1110 | X=0111.170-0360.200 | Y=0707.250-0718.490 | Đường tỉnh 764 có hiện trạng là đường nhựa, bê tông xi
P=1111 | X=0111.170-0139.170 | Y=0072.500-0083.740 | măng:
P=1111 | X=0111.170-0334.340 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1111 | X=0111.170-0364.480 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1111 | X=0111.170-0197.720 | Y=0119.090-0130.330 | >400m đến ≤600m.
P=1111 | X=0111.170-0334.340 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1111 | X=0111.170-0384.680 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1111 | X=0111.170-0383.500 | Y=0165.650-0176.890 | ra Hoàn Quân-Xuân Mỹ đoạn từ Đường Nguyễn Ái Quốc đến
P=1111 | X=0111.170-0360.200 | Y=0177.170-0188.410 | Đường tỉnh 764 có hiện trạng là đường nhựa, bê tông xi
P=1111 | X=0091.940-0139.170 | Y=0188.690-0200.130 | 147 măng:
P=1111 | X=0414.380-0431.020 | Y=0190.810-0200.130 | 630
P=1111 | X=0461.930-0478.570 | Y=0190.810-0200.130 | 440
P=1111 | X=0505.630-0522.270 | Y=0190.810-0200.130 | 380
P=1111 | X=0111.170-0388.600 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1111 | X=0111.170-0337.460 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1111 | X=0303.960-0385.890 | Y=0243.390-0252.710 | Ban Chỉ huy Quân
P=1111 | X=0111.170-0301.860 | Y=0247.270-0258.510 | Đường Long Giao - Bảo Đường Nguyễn Ái
P=1111 | X=0091.940-0108.580 | Y=0254.910-0264.230 | 148
P=1111 | X=0303.960-0385.820 | Y=0254.910-0264.230 | sự huyện Cẩm Mỹ
P=1111 | X=0405.980-0431.030 | Y=0254.910-0264.230 | 2.300
P=1111 | X=0453.530-0478.580 | Y=0254.910-0264.230 | 1.600
P=1111 | X=0497.230-0522.280 | Y=0254.910-0264.230 | 1.400
P=1111 | X=0111.170-0131.880 | Y=0260.670-0269.990 | Bình
P=1111 | X=0221.350-0245.380 | Y=0260.670-0269.990 | Quốc
P=1111 | X=0303.960-0314.600 | Y=0264.550-0275.790 | cũ
P=1111 | X=0111.170-0384.460 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=1111 | X=0111.170-0387.580 | Y=0293.860-0305.100 | Giao - Bảo Bình đoạn từ Đường Nguyễn Ái Quốc đến Ban Chỉ
