TABLE=005 | AREA=Phường Trảng Dài | SECTION=non-agricultural | SEGMENTS=1
P=0191 | X=0107.090-0387.570 | Y=0532.490-0543.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0191 | X=0107.090-0396.220 | Y=0544.010-0555.250 | Văn Bổn đoạn từ Giáp phường Hố Nai và phường Trảng Dài đến
P=0191 | X=0107.090-0381.790 | Y=0555.530-0566.770 | Đường Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi
P=0191 | X=0107.090-0135.090 | Y=0567.050-0578.290 | măng:
P=0191 | X=0090.020-0338.640 | Y=0583.810-0595.810 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0191 | X=0416.540-0441.590 | Y=0583.810-0593.130 | 2.800
P=0191 | X=0457.850-0482.900 | Y=0583.810-0593.130 | 2.000
P=0191 | X=0497.230-0522.280 | Y=0583.810-0593.130 | 1.700
P=0191 | X=0107.090-0393.980 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0191 | X=0107.090-0168.210 | Y=0613.610-0624.850 | đến ≤1.000m.
P=0191 | X=0107.090-0330.260 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0191 | X=0107.090-0387.570 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng
P=0191 | X=0107.090-0396.220 | Y=0660.430-0671.670 | Văn Bổn đoạn từ Giáp phường Hố Nai và phường Trảng Dài đến
P=0191 | X=0090.020-0381.790 | Y=0671.950-0686.030 | 151 Đường Đoàn Văn Cự có hiện trạng là đường nhựa, bê tông xi
P=0191 | X=0416.540-0441.590 | Y=0676.710-0686.030 | 1.800
P=0191 | X=0457.850-0482.900 | Y=0676.710-0686.030 | 1.300
P=0191 | X=0497.230-0522.280 | Y=0676.710-0686.030 | 1.100
P=0191 | X=0107.090-0135.090 | Y=0683.470-0694.710 | măng:
P=0191 | X=0107.090-0384.500 | Y=0700.770-0712.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0192 | X=0107.090-0330.730 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0192 | X=0107.090-0392.350 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0192 | X=0107.090-0396.710 | Y=0107.780-0119.020 | Đường Hoàng Văn Bổn đoạn từ Giáp phường Hố Nai và phường
P=0192 | X=0107.090-0372.940 | Y=0119.330-0130.570 | Trảng Dài đến Đường Đoàn Văn Cự có hiện trạng là đường
P=0192 | X=0090.020-0210.200 | Y=0130.850-0142.290 | 152 nhựa, bê tông xi măng:
P=0192 | X=0416.540-0441.590 | Y=0132.970-0142.290 | 3.100
P=0192 | X=0457.850-0482.900 | Y=0132.970-0142.290 | 2.200
P=0192 | X=0497.230-0522.280 | Y=0132.970-0142.290 | 1.900
P=0192 | X=0107.090-0338.170 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0192 | X=0107.090-0384.260 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0192 | X=0107.090-0392.350 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0192 | X=0107.090-0396.710 | Y=0194.930-0206.170 | Đường Hoàng Văn Bổn đoạn từ Giáp phường Hố Nai và phường
P=0192 | X=0107.090-0372.940 | Y=0206.470-0217.710 | Trảng Dài đến Đường Đoàn Văn Cự có hiện trạng là đường
P=0192 | X=0107.090-0210.200 | Y=0217.990-0229.230 | nhựa, bê tông xi măng:
P=0192 | X=0090.020-0338.640 | Y=0234.750-0246.750 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0192 | X=0416.540-0441.590 | Y=0234.750-0244.070 | 2.500
P=0192 | X=0457.850-0482.900 | Y=0234.750-0244.070 | 1.800
P=0192 | X=0497.230-0522.280 | Y=0234.750-0244.070 | 1.500
P=0192 | X=0107.090-0393.980 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0192 | X=0107.090-0168.210 | Y=0264.550-0275.790 | đến ≤1.000m.
P=0192 | X=0107.090-0330.260 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0192 | X=0107.090-0392.350 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0192 | X=0107.090-0396.710 | Y=0311.380-0322.620 | Đường Hoàng Văn Bổn đoạn từ Giáp phường Hố Nai và phường
P=0192 | X=0107.090-0372.940 | Y=0322.900-0334.140 | Trảng Dài đến Đường Đoàn Văn Cự có hiện trạng là đường
P=0192 | X=0090.020-0210.200 | Y=0334.420-0345.860 | 154 nhựa, bê tông xi măng:
P=0192 | X=0416.540-0441.590 | Y=0336.540-0345.860 | 1.600
P=0192 | X=0457.850-0482.900 | Y=0336.540-0345.860 | 1.100
P=0192 | X=0505.390-0522.030 | Y=0336.540-0345.860 | 960
P=0192 | X=0107.090-0384.500 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0192 | X=0107.090-0330.730 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0192 | X=0228.820-0292.750 | Y=0387.000-0398.240 | Đường Hoàng
P=0192 | X=0090.020-0202.900 | Y=0392.760-0404.000 | 155 Đường Đoàn Văn Cự
P=0192 | X=0311.160-0381.330 | Y=0392.760-0404.000 | Đường tỉnh 768
P=0192 | X=0416.540-0441.590 | Y=0394.640-0403.960 | 5.100
P=0192 | X=0457.850-0482.900 | Y=0394.640-0403.960 | 3.600
P=0192 | X=0497.230-0522.280 | Y=0394.640-0403.960 | 3.100
P=0192 | X=0228.820-0267.300 | Y=0398.520-0409.760 | Văn Bổn
P=0192 | X=0107.090-0382.050 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đoàn
P=0192 | X=0107.090-0392.360 | Y=0427.800-0439.040 | Văn Cự đoạn từ Đường Hoàng Văn Bổn đến Đường tỉnh 768 có
P=0192 | X=0107.090-0300.700 | Y=0439.320-0450.560 | hiện trạng là đường nhựa, bê tông xi măng:
P=0192 | X=0090.020-0106.690 | Y=0447.200-0456.520 | 156
P=0192 | X=0416.540-0441.590 | Y=0447.200-0456.520 | 2.200
P=0192 | X=0457.850-0482.900 | Y=0447.200-0456.520 | 1.500
P=0192 | X=0497.230-0522.280 | Y=0447.200-0456.520 | 1.300
P=0192 | X=0107.090-0338.170 | Y=0456.860-0468.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0192 | X=0107.090-0384.290 | Y=0474.380-0485.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0192 | X=0107.090-0382.050 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đoàn
P=0192 | X=0107.090-0392.360 | Y=0503.660-0514.900 | Văn Cự đoạn từ Đường Hoàng Văn Bổn đến Đường tỉnh 768 có
P=0192 | X=0107.090-0300.700 | Y=0515.180-0526.420 | hiện trạng là đường nhựa, bê tông xi măng:
P=0192 | X=0090.020-0338.640 | Y=0532.490-0546.810 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0192 | X=0416.540-0441.590 | Y=0537.490-0546.810 | 1.700
P=0192 | X=0457.850-0482.900 | Y=0537.490-0546.810 | 1.200
P=0192 | X=0497.230-0522.280 | Y=0537.490-0546.810 | 1.000
P=0192 | X=0107.090-0393.980 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0192 | X=0107.090-0168.210 | Y=0561.530-0572.770 | đến ≤1.000m.
P=0192 | X=0107.090-0330.260 | Y=0579.050-0590.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0192 | X=0107.090-0382.050 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đoàn
P=0192 | X=0107.090-0392.360 | Y=0608.330-0619.570 | Văn Cự đoạn từ Đường Hoàng Văn Bổn đến Đường tỉnh 768 có
P=0192 | X=0107.090-0300.700 | Y=0619.870-0631.110 | hiện trạng là đường nhựa, bê tông xi măng:
P=0192 | X=0090.020-0106.660 | Y=0627.750-0637.070 | 158
P=0192 | X=0416.540-0441.590 | Y=0627.750-0637.070 | 1.200
P=0192 | X=0466.010-0482.650 | Y=0627.750-0637.070 | 840
P=0192 | X=0505.390-0522.030 | Y=0627.750-0637.070 | 720
P=0192 | X=0107.090-0392.880 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0192 | X=0107.090-0330.730 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0192 | X=0107.090-0392.350 | Y=0672.670-0683.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0192 | X=0090.020-0367.180 | Y=0684.190-0695.430 | 159 Đường Đoàn Văn Cự đoạn từ Đường Hoàng Văn Bổn đến
P=0192 | X=0416.540-0441.590 | Y=0686.070-0695.390 | 2.000
P=0192 | X=0457.850-0482.900 | Y=0686.070-0695.390 | 1.400
P=0192 | X=0497.230-0522.280 | Y=0686.070-0695.390 | 1.200
P=0192 | X=0107.090-0386.670 | Y=0695.710-0706.950 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0193 | X=0107.090-0338.170 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0193 | X=0107.090-0384.260 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0193 | X=0107.090-0392.350 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0193 | X=0107.090-0367.180 | Y=0125.330-0136.570 | Đường Đoàn Văn Cự đoạn từ Đường Hoàng Văn Bổn đến
P=0193 | X=0107.090-0386.670 | Y=0136.850-0148.090 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0193 | X=0090.020-0338.640 | Y=0154.370-0168.450 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0193 | X=0416.540-0441.590 | Y=0159.130-0168.450 | 1.500
P=0193 | X=0457.850-0482.900 | Y=0159.130-0168.450 | 1.100
P=0193 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 900
P=0193 | X=0107.090-0393.980 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0193 | X=0107.090-0168.210 | Y=0183.170-0194.410 | đến ≤1.000m.
P=0193 | X=0107.090-0330.260 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0193 | X=0107.090-0392.350 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0193 | X=0107.090-0367.180 | Y=0229.990-0241.230 | Đường Đoàn Văn Cự đoạn từ Đường Hoàng Văn Bổn đến
P=0193 | X=0107.090-0386.670 | Y=0241.510-0252.750 | Đường tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0193 | X=0090.020-0106.660 | Y=0249.390-0258.710 | 161
P=0193 | X=0416.540-0441.590 | Y=0249.390-0258.710 | 1.100
P=0193 | X=0466.010-0482.650 | Y=0249.390-0258.710 | 770
P=0193 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 660
P=0193 | X=0107.090-0392.880 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0193 | X=0107.090-0330.730 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0193 | X=0228.820-0307.860 | Y=0294.340-0305.580 | Đường Đoàn Văn
P=0193 | X=0090.020-0172.690 | Y=0300.100-0311.340 | 162 Đường Kỳ Lân
P=0193 | X=0311.160-0382.860 | Y=0300.100-0311.340 | Đường Sở Quýt
P=0193 | X=0416.540-0441.590 | Y=0301.980-0311.300 | 2.700
P=0193 | X=0457.850-0482.900 | Y=0301.980-0311.300 | 1.900
P=0193 | X=0497.230-0522.280 | Y=0301.980-0311.300 | 1.600
P=0193 | X=0228.820-0242.760 | Y=0307.740-0317.060 | Cự
P=0193 | X=0107.090-0389.500 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kỳ Lân
P=0193 | X=0107.090-0394.550 | Y=0335.140-0346.380 | đoạn từ Đường Đoàn Văn Cự đến Đường Sở Quýt có hiện trạng
P=0193 | X=0107.090-0253.420 | Y=0346.660-0357.900 | là đường nhựa, bê tông xi măng:
P=0193 | X=0090.020-0106.660 | Y=0354.540-0363.860 | 163
P=0193 | X=0416.540-0441.590 | Y=0354.540-0363.860 | 1.400
P=0193 | X=0466.010-0482.650 | Y=0354.540-0363.860 | 980
P=0193 | X=0505.390-0522.030 | Y=0354.540-0363.860 | 840
P=0193 | X=0107.090-0338.170 | Y=0363.940-0375.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0193 | X=0107.090-0384.260 | Y=0381.480-0392.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0193 | X=0107.090-0389.500 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kỳ Lân
P=0193 | X=0107.090-0394.550 | Y=0410.760-0422.000 | đoạn từ Đường Đoàn Văn Cự đến Đường Sở Quýt có hiện trạng
P=0193 | X=0107.090-0253.420 | Y=0422.280-0433.520 | là đường nhựa, bê tông xi măng:
P=0193 | X=0090.020-0338.640 | Y=0439.800-0454.120 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0193 | X=0416.540-0441.590 | Y=0444.800-0454.120 | 1.100
P=0193 | X=0466.010-0482.650 | Y=0444.800-0454.120 | 770
P=0193 | X=0505.390-0522.030 | Y=0444.800-0454.120 | 660
P=0193 | X=0107.090-0393.980 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0193 | X=0107.090-0168.210 | Y=0468.860-0480.100 | đến ≤1.000m.
P=0193 | X=0107.090-0330.280 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0193 | X=0107.090-0389.500 | Y=0504.140-0515.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kỳ Lân
P=0193 | X=0107.090-0394.550 | Y=0515.660-0526.900 | đoạn từ Đường Đoàn Văn Cự đến Đường Sở Quýt có hiện trạng
P=0193 | X=0107.090-0253.420 | Y=0527.180-0538.420 | là đường nhựa, bê tông xi măng:
P=0193 | X=0090.020-0106.660 | Y=0535.090-0544.410 | 165
P=0193 | X=0424.730-0441.370 | Y=0535.090-0544.410 | 950
P=0193 | X=0466.010-0482.650 | Y=0535.090-0544.410 | 670
P=0193 | X=0505.390-0522.030 | Y=0535.090-0544.410 | 570
P=0193 | X=0107.090-0392.880 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0193 | X=0107.090-0330.730 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0193 | X=0107.090-0392.350 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0193 | X=0107.090-0378.270 | Y=0591.290-0602.530 | Đường Kỳ Lân đoạn từ Đường Đoàn Văn Cự đến Đường Sở
P=0193 | X=0107.090-0337.930 | Y=0602.810-0614.050 | Quýt có hiện trạng là đường nhựa, bê tông xi măng:
P=0193 | X=0090.020-0106.660 | Y=0610.690-0620.010 | 166
P=0193 | X=0416.540-0441.590 | Y=0610.690-0620.010 | 1.300
P=0193 | X=0466.010-0482.650 | Y=0610.690-0620.010 | 910
P=0193 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 780
P=0193 | X=0107.090-0338.200 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0193 | X=0107.090-0384.260 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0193 | X=0107.090-0392.350 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0193 | X=0107.090-0378.270 | Y=0667.150-0678.390 | Đường Kỳ Lân đoạn từ Đường Đoàn Văn Cự đến Đường Sở
P=0193 | X=0090.020-0337.930 | Y=0677.670-0689.910 | 167 Quýt có hiện trạng là đường nhựa, bê tông xi măng:
P=0193 | X=0424.730-0441.370 | Y=0677.670-0686.990 | 990
P=0193 | X=0466.010-0482.650 | Y=0677.670-0686.990 | 690
P=0193 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 590
P=0193 | X=0107.090-0338.640 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0194 | X=0107.090-0393.980 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0194 | X=0107.090-0168.210 | Y=0090.020-0101.260 | đến ≤1.000m.
P=0194 | X=0107.090-0330.260 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0194 | X=0107.090-0392.350 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0194 | X=0107.090-0378.270 | Y=0136.850-0148.090 | Đường Kỳ Lân đoạn từ Đường Đoàn Văn Cự đến Đường Sở
P=0194 | X=0107.090-0337.930 | Y=0148.370-0159.610 | Quýt có hiện trạng là đường nhựa, bê tông xi măng:
P=0194 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 168
P=0194 | X=0424.730-0441.370 | Y=0156.250-0165.570 | 860
P=0194 | X=0466.010-0482.650 | Y=0156.250-0165.570 | 600
P=0194 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 520
P=0194 | X=0107.090-0392.880 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0194 | X=0107.090-0330.730 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0194 | X=0311.160-0390.940 | Y=0200.950-0212.190 | Mép ngoài đường
P=0194 | X=0311.160-0382.550 | Y=0212.470-0223.710 | điện 220KV đầu
P=0194 | X=0090.020-0178.770 | Y=0218.230-0229.470 | 169 Đường Sở Quýt
P=0194 | X=0228.820-0298.990 | Y=0218.230-0229.470 | Đường tỉnh 768
P=0194 | X=0416.540-0441.590 | Y=0220.110-0229.430 | 3.500
P=0194 | X=0457.850-0482.900 | Y=0220.110-0229.430 | 2.500
P=0194 | X=0497.230-0522.280 | Y=0220.110-0229.430 | 2.100
P=0194 | X=0311.160-0396.460 | Y=0223.990-0235.230 | tiên, tính từ Đường
P=0194 | X=0311.160-0376.520 | Y=0235.510-0246.750 | tỉnh 768 đi vào
P=0194 | X=0107.090-0395.340 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=0194 | X=0107.090-0389.990 | Y=0264.790-0276.030 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu
P=0194 | X=0107.090-0392.710 | Y=0276.310-0287.550 | tiên, tính từ Đường tỉnh 768 đi vào có hiện trạng là đường nhựa,
P=0194 | X=0090.020-0181.170 | Y=0287.860-0299.300 | 170 bê tông xi măng:
P=0194 | X=0416.540-0441.590 | Y=0289.980-0299.300 | 1.700
P=0194 | X=0457.850-0482.900 | Y=0289.980-0299.300 | 1.200
P=0194 | X=0497.230-0522.280 | Y=0289.980-0299.300 | 1.000
P=0194 | X=0107.090-0338.170 | Y=0305.380-0316.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0194 | X=0107.090-0384.260 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0194 | X=0107.090-0395.340 | Y=0340.660-0351.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=0194 | X=0107.090-0389.990 | Y=0351.940-0363.180 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu
P=0194 | X=0107.090-0392.710 | Y=0363.460-0374.700 | tiên, tính từ Đường tỉnh 768 đi vào có hiện trạng là đường nhựa,
P=0194 | X=0107.090-0181.170 | Y=0375.000-0386.240 | bê tông xi măng:
P=0194 | X=0090.020-0338.640 | Y=0391.760-0403.760 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0194 | X=0416.540-0441.590 | Y=0391.760-0401.080 | 1.400
P=0194 | X=0466.010-0482.650 | Y=0391.760-0401.080 | 980
P=0194 | X=0505.390-0522.030 | Y=0391.760-0401.080 | 840
P=0194 | X=0107.090-0393.980 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0194 | X=0107.090-0168.210 | Y=0421.560-0432.800 | đến ≤1.000m.
P=0194 | X=0107.090-0330.270 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0194 | X=0107.090-0395.340 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=0194 | X=0107.090-0389.990 | Y=0468.380-0479.620 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu
P=0194 | X=0107.090-0392.710 | Y=0479.900-0491.140 | tiên, tính từ Đường tỉnh 768 đi vào có hiện trạng là đường nhựa,
P=0194 | X=0090.020-0181.170 | Y=0491.420-0502.860 | 172 bê tông xi măng:
P=0194 | X=0416.540-0441.590 | Y=0493.540-0502.860 | 1.100
P=0194 | X=0466.010-0482.650 | Y=0493.540-0502.860 | 770
P=0194 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 660
P=0194 | X=0107.090-0392.880 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
