TABLE=010 | AREA=Phường Tam Phước | SECTION=non-agricultural | SEGMENTS=1
P=0390 | X=0107.090-0160.050 | Y=0393.000-0404.240 | đến ≤600m.
P=0390 | X=0107.090-0330.260 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0390 | X=0107.090-0394.070 | Y=0428.280-0439.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Bộ
P=0390 | X=0107.090-0391.180 | Y=0439.800-0451.040 | Lĩnh đoạn từ Đường Trường Chinh đến Đường tỉnh 769 có hiện
P=0390 | X=0107.090-0278.870 | Y=0451.340-0462.580 | trạng là đường nhựa, bê tông xi măng:
P=0390 | X=0090.020-0106.660 | Y=0459.220-0468.540 | 228
P=0390 | X=0416.300-0441.350 | Y=0459.220-0468.540 | 2.200
P=0390 | X=0452.570-0477.620 | Y=0459.220-0468.540 | 1.500
P=0390 | X=0497.230-0522.280 | Y=0459.220-0468.540 | 1.300
P=0390 | X=0107.090-0384.500 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0390 | X=0107.090-0330.740 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0390 | X=0107.090-0392.350 | Y=0504.140-0515.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0390 | X=0107.090-0390.470 | Y=0515.660-0526.900 | Đường Đinh Bộ Lĩnh đoạn từ Đường Trường Chinh đến Đường
P=0390 | X=0107.090-0352.340 | Y=0527.180-0538.420 | tỉnh 769 có hiện trạng là đường nhựa, bê tông xi măng:
P=0390 | X=0090.020-0106.660 | Y=0535.090-0544.410 | 229
P=0390 | X=0416.300-0441.350 | Y=0535.090-0544.410 | 4.000
P=0390 | X=0452.570-0477.620 | Y=0535.090-0544.410 | 2.800
P=0390 | X=0497.230-0522.280 | Y=0535.090-0544.410 | 2.400
P=0390 | X=0107.090-0330.000 | Y=0544.490-0555.730 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0390 | X=0107.090-0384.260 | Y=0562.010-0573.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0390 | X=0107.090-0392.350 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0390 | X=0107.090-0390.470 | Y=0591.290-0602.530 | Đường Đinh Bộ Lĩnh đoạn từ Đường Trường Chinh đến Đường
P=0390 | X=0107.090-0352.340 | Y=0602.810-0614.050 | tỉnh 769 có hiện trạng là đường nhựa, bê tông xi măng:
P=0390 | X=0090.020-0330.260 | Y=0620.350-0634.670 | 230 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0390 | X=0416.300-0441.350 | Y=0625.350-0634.670 | 3.300
P=0390 | X=0452.570-0477.620 | Y=0625.350-0634.670 | 2.300
P=0390 | X=0497.230-0522.280 | Y=0625.350-0634.670 | 2.000
P=0390 | X=0107.090-0393.980 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0390 | X=0107.090-0160.050 | Y=0649.390-0660.630 | đến ≤600m.
P=0390 | X=0107.090-0330.260 | Y=0666.910-0678.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0390 | X=0107.090-0392.350 | Y=0684.670-0695.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0390 | X=0090.020-0390.470 | Y=0696.190-0707.430 | 231 Đường Đinh Bộ Lĩnh đoạn từ Đường Trường Chinh đến Đường
P=0390 | X=0416.300-0441.350 | Y=0698.070-0707.390 | 2.000
P=0390 | X=0452.570-0477.620 | Y=0698.070-0707.390 | 1.400
P=0390 | X=0497.230-0522.280 | Y=0698.070-0707.390 | 1.200
P=0390 | X=0107.090-0352.340 | Y=0707.730-0718.970 | tỉnh 769 có hiện trạng là đường nhựa, bê tông xi măng:
P=0391 | X=0107.090-0384.500 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0391 | X=0107.090-0333.380 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0391 | X=0090.020-0179.420 | Y=0113.780-0125.020 | 232 Đường Tạ Uyên
P=0391 | X=0216.310-0288.660 | Y=0113.780-0125.020 | Đường Lê Duẩn
P=0391 | X=0315.240-0441.350 | Y=0113.780-0125.020 | Đường Chu Văn An 12.600
P=0391 | X=0452.570-0477.620 | Y=0115.660-0124.980 | 8.800
P=0391 | X=0497.230-0522.280 | Y=0115.660-0124.980 | 7.600
P=0391 | X=0107.090-0396.230 | Y=0131.570-0142.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tạ Uyên
P=0391 | X=0107.090-0398.610 | Y=0143.090-0154.330 | đoạn từ Đường Lê Duẩn đến Đường Chu Văn An có hiện trạng là
P=0391 | X=0107.090-0242.840 | Y=0154.610-0165.850 | đường nhựa, bê tông xi măng:
P=0391 | X=0090.020-0106.660 | Y=0162.490-0171.810 | 233
P=0391 | X=0416.300-0441.350 | Y=0162.490-0171.810 | 4.600
P=0391 | X=0452.570-0477.620 | Y=0162.490-0171.810 | 3.200
P=0391 | X=0497.230-0522.280 | Y=0162.490-0171.810 | 2.800
P=0391 | X=0107.090-0330.000 | Y=0172.130-0183.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0391 | X=0107.090-0384.260 | Y=0189.410-0200.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0391 | X=0107.090-0396.230 | Y=0207.190-0218.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tạ Uyên
P=0391 | X=0107.090-0398.610 | Y=0218.710-0229.950 | đoạn từ Đường Lê Duẩn đến Đường Chu Văn An có hiện trạng là
P=0391 | X=0107.090-0242.840 | Y=0230.230-0241.470 | đường nhựa, bê tông xi măng:
P=0391 | X=0090.020-0330.280 | Y=0247.750-0262.070 | 234 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0391 | X=0416.300-0441.350 | Y=0252.750-0262.070 | 3.400
P=0391 | X=0452.570-0477.620 | Y=0252.750-0262.070 | 2.400
P=0391 | X=0497.230-0522.280 | Y=0252.750-0262.070 | 2.000
P=0391 | X=0107.090-0393.980 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0391 | X=0107.090-0160.050 | Y=0276.790-0288.030 | đến ≤600m.
P=0391 | X=0107.090-0330.260 | Y=0294.340-0305.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0391 | X=0107.090-0396.230 | Y=0312.100-0323.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tạ Uyên
P=0391 | X=0107.090-0398.610 | Y=0323.620-0334.860 | đoạn từ Đường Lê Duẩn đến Đường Chu Văn An có hiện trạng là
P=0391 | X=0107.090-0242.840 | Y=0335.140-0346.380 | đường nhựa, bê tông xi măng:
P=0391 | X=0090.020-0106.660 | Y=0343.020-0352.340 | 235
P=0391 | X=0416.300-0441.350 | Y=0343.020-0352.340 | 2.900
P=0391 | X=0452.570-0477.620 | Y=0343.020-0352.340 | 2.000
P=0391 | X=0497.230-0522.280 | Y=0343.020-0352.340 | 1.700
P=0391 | X=0107.090-0384.500 | Y=0352.660-0363.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0391 | X=0107.090-0330.730 | Y=0369.960-0381.200 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0391 | X=0107.090-0392.350 | Y=0387.720-0398.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0391 | X=0107.090-0402.210 | Y=0399.240-0410.480 | Đường Tạ Uyên đoạn từ Đường Lê Duẩn đến Đường Chu Văn An
P=0391 | X=0107.090-0313.940 | Y=0410.760-0422.000 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0391 | X=0090.020-0106.660 | Y=0418.640-0427.960 | 236
P=0391 | X=0416.300-0441.350 | Y=0418.640-0427.960 | 4.100
P=0391 | X=0452.570-0477.620 | Y=0418.640-0427.960 | 2.900
P=0391 | X=0497.230-0522.280 | Y=0418.640-0427.960 | 2.500
P=0391 | X=0107.090-0330.000 | Y=0428.280-0439.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0391 | X=0107.090-0384.260 | Y=0445.800-0457.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0391 | X=0107.090-0392.350 | Y=0463.580-0474.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0391 | X=0107.090-0402.210 | Y=0475.100-0486.340 | Đường Tạ Uyên đoạn từ Đường Lê Duẩn đến Đường Chu Văn An
P=0391 | X=0107.090-0313.940 | Y=0486.620-0497.860 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0391 | X=0090.020-0330.260 | Y=0504.140-0518.220 | 237 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0391 | X=0416.300-0441.350 | Y=0508.900-0518.220 | 3.100
P=0391 | X=0452.570-0477.620 | Y=0508.900-0518.220 | 2.200
P=0391 | X=0497.230-0522.280 | Y=0508.900-0518.220 | 1.900
P=0391 | X=0107.090-0393.980 | Y=0521.660-0532.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0391 | X=0107.090-0160.050 | Y=0533.210-0544.450 | đến ≤600m.
P=0391 | X=0107.090-0330.260 | Y=0550.490-0561.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0391 | X=0107.090-0392.350 | Y=0568.250-0579.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0391 | X=0107.090-0402.210 | Y=0579.770-0591.010 | Đường Tạ Uyên đoạn từ Đường Lê Duẩn đến Đường Chu Văn An
P=0391 | X=0107.090-0313.940 | Y=0591.290-0602.530 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0391 | X=0090.020-0106.660 | Y=0599.170-0608.490 | 238
P=0391 | X=0416.300-0441.350 | Y=0599.170-0608.490 | 2.600
P=0391 | X=0452.570-0477.620 | Y=0599.170-0608.490 | 1.800
P=0391 | X=0497.230-0522.280 | Y=0599.170-0608.490 | 1.600
P=0391 | X=0107.090-0384.500 | Y=0608.810-0620.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0391 | X=0107.090-0333.380 | Y=0626.350-0637.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0391 | X=0315.240-0379.880 | Y=0644.110-0655.350 | Đường Hai Bà
P=0391 | X=0090.020-0196.710 | Y=0649.870-0661.110 | 239 Đường Lý Tự Trọng
P=0391 | X=0216.310-0288.660 | Y=0649.870-0661.110 | Đường Lê Duẩn
P=0391 | X=0410.780-0441.350 | Y=0651.750-0661.070 | 12.600
P=0391 | X=0452.570-0477.620 | Y=0651.750-0661.070 | 8.800
P=0391 | X=0497.230-0522.280 | Y=0651.750-0661.070 | 7.600
P=0391 | X=0315.240-0342.680 | Y=0655.630-0666.870 | Trưng
P=0391 | X=0107.090-0384.650 | Y=0673.390-0684.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Tự
P=0391 | X=0090.020-0397.420 | Y=0684.910-0696.150 | 240 Trọng đoạn từ Đường Lê Duẩn đến Đường Hai Bà Trưng có hiện
P=0391 | X=0416.300-0441.350 | Y=0686.790-0696.110 | 5.300
P=0391 | X=0452.570-0477.620 | Y=0686.790-0696.110 | 3.700
P=0391 | X=0497.230-0522.280 | Y=0686.790-0696.110 | 3.200
P=0391 | X=0107.090-0278.870 | Y=0696.430-0707.670 | trạng là đường nhựa, bê tông xi măng:
P=0392 | X=0107.090-0330.000 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0392 | X=0107.090-0384.260 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0392 | X=0107.090-0384.640 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Tự
P=0392 | X=0107.090-0397.420 | Y=0125.330-0136.570 | Trọng đoạn từ Đường Lê Duẩn đến Đường Hai Bà Trưng có hiện
P=0392 | X=0107.090-0278.870 | Y=0136.850-0148.090 | trạng là đường nhựa, bê tông xi măng:
P=0392 | X=0090.020-0330.260 | Y=0154.370-0168.450 | 241 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0392 | X=0416.300-0441.350 | Y=0159.130-0168.450 | 4.600
P=0392 | X=0452.570-0477.620 | Y=0159.130-0168.450 | 3.200
P=0392 | X=0497.230-0522.280 | Y=0159.130-0168.450 | 2.800
P=0392 | X=0107.090-0393.980 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0392 | X=0107.090-0160.050 | Y=0183.170-0194.410 | đến ≤600m.
P=0392 | X=0107.090-0330.260 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0392 | X=0107.090-0384.650 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Tự
P=0392 | X=0107.090-0397.420 | Y=0229.990-0241.230 | Trọng đoạn từ Đường Lê Duẩn đến Đường Hai Bà Trưng có hiện
P=0392 | X=0107.090-0278.870 | Y=0241.510-0252.750 | trạng là đường nhựa, bê tông xi măng:
P=0392 | X=0090.020-0106.660 | Y=0249.390-0258.710 | 242
P=0392 | X=0416.300-0441.350 | Y=0249.390-0258.710 | 3.800
P=0392 | X=0452.570-0477.620 | Y=0249.390-0258.710 | 2.700
P=0392 | X=0497.230-0522.280 | Y=0249.390-0258.710 | 2.300
P=0392 | X=0107.090-0384.500 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0392 | X=0107.090-0330.730 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0392 | X=0107.090-0392.350 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0392 | X=0107.090-0395.710 | Y=0305.860-0317.100 | Đường Lý Tự Trọng đoạn từ Đường Lê Duẩn đến Đường Hai Bà
P=0392 | X=0107.090-0343.930 | Y=0317.380-0328.620 | Trưng có hiện trạng là đường nhựa, bê tông xi măng:
P=0392 | X=0090.020-0106.660 | Y=0325.260-0334.580 | 243
P=0392 | X=0416.300-0441.350 | Y=0325.260-0334.580 | 4.800
P=0392 | X=0452.570-0477.620 | Y=0325.260-0334.580 | 3.400
P=0392 | X=0497.230-0522.280 | Y=0325.260-0334.580 | 2.900
P=0392 | X=0107.090-0330.000 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0392 | X=0107.090-0384.260 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0392 | X=0107.090-0392.350 | Y=0369.960-0381.200 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0392 | X=0107.090-0395.710 | Y=0381.480-0392.720 | Đường Lý Tự Trọng đoạn từ Đường Lê Duẩn đến Đường Hai Bà
P=0392 | X=0107.090-0343.930 | Y=0393.000-0404.240 | Trưng có hiện trạng là đường nhựa, bê tông xi măng:
P=0392 | X=0090.020-0330.260 | Y=0410.520-0424.840 | 244 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0392 | X=0416.300-0441.350 | Y=0415.520-0424.840 | 4.100
P=0392 | X=0452.570-0477.620 | Y=0415.520-0424.840 | 2.900
P=0392 | X=0497.230-0522.280 | Y=0415.520-0424.840 | 2.500
P=0392 | X=0107.090-0393.980 | Y=0428.040-0439.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0392 | X=0107.090-0160.050 | Y=0439.560-0450.800 | đến ≤600m.
P=0392 | X=0107.090-0330.260 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0392 | X=0107.090-0392.350 | Y=0474.860-0486.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0392 | X=0107.090-0395.710 | Y=0486.380-0497.620 | Đường Lý Tự Trọng đoạn từ Đường Lê Duẩn đến Đường Hai Bà
P=0392 | X=0107.090-0343.930 | Y=0497.900-0509.140 | Trưng có hiện trạng là đường nhựa, bê tông xi măng:
P=0392 | X=0090.020-0106.660 | Y=0505.780-0515.100 | 245
P=0392 | X=0416.300-0441.350 | Y=0505.780-0515.100 | 3.400
P=0392 | X=0452.570-0477.620 | Y=0505.780-0515.100 | 2.400
P=0392 | X=0497.230-0522.280 | Y=0505.780-0515.100 | 2.000
P=0392 | X=0107.090-0384.500 | Y=0515.420-0526.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0392 | X=0107.090-0333.380 | Y=0532.970-0544.210 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0392 | X=0315.240-0383.740 | Y=0550.490-0561.730 | Đường Trường
P=0392 | X=0090.020-0196.710 | Y=0556.250-0567.490 | 246 Đường Lý Tự Trọng
P=0392 | X=0216.310-0310.970 | Y=0556.250-0567.490 | Đường Hai Bà Trưng
P=0392 | X=0410.780-0441.350 | Y=0558.130-0567.450 | 11.000
P=0392 | X=0452.570-0477.620 | Y=0558.130-0567.450 | 7.700
P=0392 | X=0497.230-0522.280 | Y=0558.130-0567.450 | 6.600
P=0392 | X=0315.240-0341.480 | Y=0563.890-0573.210 | Chinh
P=0392 | X=0107.090-0384.650 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Tự
P=0392 | X=0107.090-0400.750 | Y=0591.290-0602.530 | Trọng đoạn từ Đường Hai Bà Trưng đến Đường Trường Chinh có
P=0392 | X=0107.090-0300.700 | Y=0602.810-0614.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=0392 | X=0090.020-0106.660 | Y=0610.690-0620.010 | 247
P=0392 | X=0416.300-0441.350 | Y=0610.690-0620.010 | 5.300
P=0392 | X=0452.570-0477.620 | Y=0610.690-0620.010 | 3.700
P=0392 | X=0497.230-0522.280 | Y=0610.690-0620.010 | 3.200
P=0392 | X=0107.090-0330.000 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0392 | X=0107.090-0384.260 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0392 | X=0107.090-0384.650 | Y=0655.630-0666.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Tự
P=0392 | X=0107.090-0400.750 | Y=0667.150-0678.390 | Trọng đoạn từ Đường Hai Bà Trưng đến Đường Trường Chinh có
P=0392 | X=0090.020-0300.740 | Y=0677.670-0689.910 | 248 hiện trạng là đường nhựa, bê tông xi măng:
P=0392 | X=0416.300-0441.350 | Y=0677.670-0686.990 | 4.500
P=0392 | X=0452.570-0477.620 | Y=0677.670-0686.990 | 3.200
P=0392 | X=0497.230-0522.280 | Y=0677.670-0686.990 | 2.700
P=0392 | X=0107.090-0330.260 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0393 | X=0107.090-0393.980 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0393 | X=0107.090-0160.050 | Y=0090.020-0101.260 | đến ≤600m.
P=0393 | X=0107.090-0330.260 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0393 | X=0107.090-0384.650 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Tự
P=0393 | X=0107.090-0400.750 | Y=0136.850-0148.090 | Trọng đoạn từ Đường Hai Bà Trưng đến Đường Trường Chinh có
P=0393 | X=0107.090-0300.700 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=0393 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 249
P=0393 | X=0416.300-0441.350 | Y=0156.250-0165.570 | 2.700
P=0393 | X=0452.570-0477.620 | Y=0156.250-0165.570 | 1.900
P=0393 | X=0497.230-0522.280 | Y=0156.250-0165.570 | 1.600
P=0393 | X=0107.090-0384.500 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0393 | X=0107.090-0330.730 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0393 | X=0107.090-0392.350 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0393 | X=0107.090-0385.190 | Y=0212.470-0223.710 | Đường Lý Tự Trọng đoạn từ Đường Hai Bà Trưng đến Đường
P=0393 | X=0107.090-0379.480 | Y=0223.990-0235.230 | Trường Chinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0393 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 250
P=0393 | X=0416.300-0441.350 | Y=0231.870-0241.190 | 4.800
P=0393 | X=0452.570-0477.620 | Y=0231.870-0241.190 | 3.400
P=0393 | X=0497.230-0522.280 | Y=0231.870-0241.190 | 2.900
P=0393 | X=0107.090-0330.000 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0393 | X=0107.090-0384.290 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0393 | X=0107.090-0392.350 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0393 | X=0107.090-0385.190 | Y=0288.340-0299.580 | Đường Lý Tự Trọng đoạn từ Đường Hai Bà Trưng đến Đường
P=0393 | X=0107.090-0379.480 | Y=0299.860-0311.100 | Trường Chinh có hiện trạng là đường nhựa, bê tông xi măng:
