TABLE=015 | AREA=Xã Phước Thái | SECTION=non-agricultural | SEGMENTS=1
P=0514 | X=0231.940-0299.730 | Y=0568.250-0579.490 | 33 tờ BĐĐC số
P=0514 | X=0315.000-0397.640 | Y=0570.130-0579.450 | 136 về bên trái, xã
P=0514 | X=0231.940-0368.620 | Y=0579.770-0591.010 | 136 về bên phải Nhơn Trạch
P=0514 | X=0231.940-0298.750 | Y=0591.290-0602.530 | xã Nhơn Trạch
P=0514 | X=0107.330-0380.390 | Y=0609.290-0620.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Miễu
P=0514 | X=0107.330-0400.830 | Y=0620.830-0632.070 | đoạn từ Đường Nguyễn Hữu Cảnh đến hết ranh thửa đất số 33 tờ
P=0514 | X=0107.330-0393.190 | Y=0632.350-0643.590 | BĐĐC số 136 về bên phải xã Nhơn Trạch đến Hết ranh thửa đất
P=0514 | X=0107.330-0403.660 | Y=0643.870-0655.110 | số 31, tờ BĐĐC số 136 về bên trái, xã Nhơn Trạch có hiện trạng là
P=0514 | X=0090.020-0106.660 | Y=0651.750-0661.070 | 184
P=0514 | X=0424.730-0449.780 | Y=0651.750-0661.070 | 2.900
P=0514 | X=0460.970-0486.020 | Y=0651.750-0661.070 | 2.000
P=0514 | X=0497.230-0522.280 | Y=0651.750-0661.070 | 1.700
P=0514 | X=0107.330-0243.100 | Y=0655.390-0666.630 | đường nhựa, bê tông xi măng:
P=0514 | X=0107.330-0338.410 | Y=0672.910-0684.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0514 | X=0107.330-0384.500 | Y=0690.430-0701.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0514 | X=0090.020-0380.390 | Y=0708.450-0719.690 | 185 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Miễu
P=0514 | X=0424.730-0449.780 | Y=0710.340-0719.660 | 2.500
P=0514 | X=0460.970-0486.020 | Y=0710.340-0719.660 | 1.800
P=0514 | X=0497.230-0522.280 | Y=0710.340-0719.660 | 1.500
P=0515 | X=0107.330-0400.830 | Y=0072.740-0083.980 | đoạn từ Đường Nguyễn Hữu Cảnh đến hết ranh thửa đất số 33 tờ
P=0515 | X=0107.330-0393.190 | Y=0084.260-0095.500 | BĐĐC số 136 về bên phải xã Nhơn Trạch đến Hết ranh thửa đất
P=0515 | X=0107.330-0403.660 | Y=0095.780-0107.020 | số 31, tờ BĐĐC số 136 về bên trái, xã Nhơn Trạch có hiện trạng là
P=0515 | X=0107.330-0243.080 | Y=0107.300-0118.540 | đường nhựa, bê tông xi măng:
P=0515 | X=0107.330-0338.880 | Y=0124.850-0136.090 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0515 | X=0107.330-0394.220 | Y=0142.370-0153.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0515 | X=0107.330-0168.450 | Y=0153.650-0164.890 | đến ≤1.000m.
P=0515 | X=0107.330-0330.500 | Y=0171.170-0182.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0515 | X=0107.330-0380.390 | Y=0189.170-0200.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Miễu
P=0515 | X=0107.330-0400.830 | Y=0200.710-0211.950 | đoạn từ Đường Nguyễn Hữu Cảnh đến hết ranh thửa đất số 33 tờ
P=0515 | X=0107.330-0393.190 | Y=0212.230-0223.470 | BĐĐC số 136 về bên phải xã Nhơn Trạch đến Hết ranh thửa đất
P=0515 | X=0107.330-0403.660 | Y=0223.750-0234.990 | số 31, tờ BĐĐC số 136 về bên trái, xã Nhơn Trạch có hiện trạng là
P=0515 | X=0090.020-0106.660 | Y=0231.630-0240.950 | 186
P=0515 | X=0424.730-0449.780 | Y=0231.630-0240.950 | 1.900
P=0515 | X=0460.970-0486.020 | Y=0231.630-0240.950 | 1.300
P=0515 | X=0497.230-0522.280 | Y=0231.630-0240.950 | 1.100
P=0515 | X=0107.330-0243.080 | Y=0235.270-0246.510 | đường nhựa, bê tông xi măng:
P=0515 | X=0107.330-0393.120 | Y=0252.790-0264.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0515 | X=0107.330-0330.970 | Y=0270.310-0281.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0515 | X=0107.330-0392.590 | Y=0288.340-0299.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0515 | X=0107.330-0403.910 | Y=0299.860-0311.100 | Đường Miễu đoạn từ Đường Nguyễn Hữu Cảnh đến hết ranh thửa
P=0515 | X=0107.330-0386.230 | Y=0311.380-0322.620 | đất số 33 tờ BĐĐC số 136 về bên phải xã Nhơn Trạch đến Hết
P=0515 | X=0107.330-0395.500 | Y=0322.900-0334.140 | ranh thửa đất số 31, tờ BĐĐC số 136 về bên trái, xã Nhơn Trạch
P=0515 | X=0090.020-0106.660 | Y=0330.780-0340.100 | 187
P=0515 | X=0424.730-0449.780 | Y=0330.780-0340.100 | 2.600
P=0515 | X=0460.970-0486.020 | Y=0330.780-0340.100 | 1.800
P=0515 | X=0497.230-0522.280 | Y=0330.780-0340.100 | 1.600
P=0515 | X=0107.330-0314.180 | Y=0334.420-0345.660 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0515 | X=0107.330-0338.410 | Y=0351.700-0362.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0515 | X=0107.330-0384.500 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0515 | X=0107.330-0392.590 | Y=0387.240-0398.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0515 | X=0107.330-0403.910 | Y=0398.760-0410.000 | Đường Miễu đoạn từ Đường Nguyễn Hữu Cảnh đến hết ranh thửa
P=0515 | X=0107.330-0386.230 | Y=0410.280-0421.520 | đất số 33 tờ BĐĐC số 136 về bên phải xã Nhơn Trạch đến Hết
P=0515 | X=0107.330-0395.500 | Y=0421.800-0433.040 | ranh thửa đất số 31, tờ BĐĐC số 136 về bên trái, xã Nhơn Trạch
P=0515 | X=0107.330-0314.180 | Y=0433.320-0444.560 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0515 | X=0090.020-0106.660 | Y=0444.080-0453.400 | 188
P=0515 | X=0424.730-0449.780 | Y=0444.080-0453.400 | 2.300
P=0515 | X=0460.970-0486.020 | Y=0444.080-0453.400 | 1.600
P=0515 | X=0497.230-0522.280 | Y=0444.080-0453.400 | 1.400
P=0515 | X=0107.330-0338.920 | Y=0450.860-0462.100 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0515 | X=0107.330-0394.220 | Y=0468.380-0479.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0515 | X=0107.330-0168.450 | Y=0479.900-0491.140 | đến ≤1.000m.
P=0515 | X=0107.330-0330.500 | Y=0497.420-0508.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0515 | X=0107.330-0392.590 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0515 | X=0107.330-0403.910 | Y=0526.940-0538.180 | Đường Miễu đoạn từ Đường Nguyễn Hữu Cảnh đến hết ranh thửa
P=0515 | X=0107.330-0386.230 | Y=0538.250-0549.490 | đất số 33 tờ BĐĐC số 136 về bên phải xã Nhơn Trạch đến Hết
P=0515 | X=0107.330-0395.500 | Y=0549.770-0561.010 | ranh thửa đất số 31, tờ BĐĐC số 136 về bên trái, xã Nhơn Trạch
P=0515 | X=0090.020-0106.660 | Y=0557.650-0566.970 | 189
P=0515 | X=0424.730-0449.780 | Y=0557.650-0566.970 | 1.700
P=0515 | X=0460.970-0486.020 | Y=0557.650-0566.970 | 1.200
P=0515 | X=0497.230-0522.280 | Y=0557.650-0566.970 | 1.000
P=0515 | X=0107.330-0314.180 | Y=0561.290-0572.530 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0515 | X=0107.330-0393.120 | Y=0578.810-0590.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0515 | X=0107.330-0330.970 | Y=0596.330-0607.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0515 | X=0315.000-0389.510 | Y=0614.330-0625.570 | Ngã ba đầu ranh
P=0515 | X=0315.000-0391.710 | Y=0625.870-0637.110 | thửa đất số 98 tờ
P=0515 | X=0090.020-0163.570 | Y=0631.630-0642.870 | 190 Đường Miễu
P=0515 | X=0231.940-0313.880 | Y=0631.630-0642.870 | Đường Lý Thái Tổ
P=0515 | X=0424.730-0449.780 | Y=0633.510-0642.830 | 5.800
P=0515 | X=0460.970-0486.020 | Y=0633.510-0642.830 | 4.100
P=0515 | X=0497.230-0522.280 | Y=0633.510-0642.830 | 3.500
P=0515 | X=0315.000-0391.900 | Y=0637.390-0648.630 | bản đồ số 128 xã
P=0515 | X=0315.000-0368.620 | Y=0648.910-0660.150 | Nhơn Trạch
P=0515 | X=0107.330-0380.390 | Y=0666.910-0678.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Miễu
P=0515 | X=0107.330-0402.510 | Y=0678.430-0689.670 | đoạn từ Đường Lý Thái Tổ đến Ngã ba đầu ranh thửa đất số 98 tờ
P=0515 | X=0090.020-0106.660 | Y=0686.070-0695.390 | 191
P=0515 | X=0424.730-0449.780 | Y=0686.070-0695.390 | 2.900
P=0515 | X=0460.970-0486.020 | Y=0686.070-0695.390 | 2.000
P=0515 | X=0497.230-0522.280 | Y=0686.070-0695.390 | 1.700
P=0515 | X=0107.330-0387.100 | Y=0689.950-0701.190 | bản đồ số 128 xã Nhơn Trạch có hiện trạng là đường nhựa, bê
P=0515 | X=0107.330-0167.490 | Y=0701.490-0712.730 | tông xi măng:
P=0516 | X=0107.330-0338.410 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0516 | X=0107.330-0384.500 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0516 | X=0107.330-0380.390 | Y=0114.290-0125.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Miễu
P=0516 | X=0107.330-0402.510 | Y=0125.810-0137.050 | đoạn từ Đường Lý Thái Tổ đến Ngã ba đầu ranh thửa đất số 98 tờ
P=0516 | X=0107.330-0387.100 | Y=0137.330-0148.570 | bản đồ số 128 xã Nhơn Trạch có hiện trạng là đường nhựa, bê
P=0516 | X=0107.330-0167.490 | Y=0148.850-0160.090 | tông xi măng:
P=0516 | X=0090.020-0338.880 | Y=0165.370-0177.610 | 192 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0516 | X=0424.730-0449.780 | Y=0165.370-0174.690 | 2.500
P=0516 | X=0460.970-0486.020 | Y=0165.370-0174.690 | 1.800
P=0516 | X=0497.230-0522.280 | Y=0165.370-0174.690 | 1.500
P=0516 | X=0107.330-0394.220 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0516 | X=0107.330-0168.450 | Y=0195.170-0206.410 | đến ≤1.000m.
P=0516 | X=0107.330-0330.500 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0516 | X=0107.330-0380.390 | Y=0230.710-0241.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Miễu
P=0516 | X=0107.330-0402.510 | Y=0242.230-0253.470 | đoạn từ Đường Lý Thái Tổ đến Ngã ba đầu ranh thửa đất số 98 tờ
P=0516 | X=0107.330-0387.100 | Y=0253.750-0264.990 | bản đồ số 128 xã Nhơn Trạch có hiện trạng là đường nhựa, bê
P=0516 | X=0090.020-0167.490 | Y=0265.270-0276.710 | 193 tông xi măng:
P=0516 | X=0424.730-0449.780 | Y=0267.390-0276.710 | 1.900
P=0516 | X=0460.970-0486.020 | Y=0267.390-0276.710 | 1.300
P=0516 | X=0497.230-0522.280 | Y=0267.390-0276.710 | 1.100
P=0516 | X=0107.330-0393.120 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0516 | X=0107.330-0330.970 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0516 | X=0107.330-0392.590 | Y=0318.340-0329.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0516 | X=0107.330-0381.810 | Y=0329.860-0341.100 | Đường Miễu đoạn từ Đường Lý Thái Tổ đến Ngã ba đầu ranh
P=0516 | X=0107.330-0391.170 | Y=0341.380-0352.620 | thửa đất số 98 tờ bản đồ số 128 xã Nhơn Trạch có hiện trạng là
P=0516 | X=0090.020-0243.080 | Y=0352.900-0364.340 | 194 đường nhựa, bê tông xi măng:
P=0516 | X=0424.730-0449.780 | Y=0355.020-0364.340 | 2.600
P=0516 | X=0460.970-0486.020 | Y=0355.020-0364.340 | 1.800
P=0516 | X=0497.230-0522.280 | Y=0355.020-0364.340 | 1.600
P=0516 | X=0107.330-0338.410 | Y=0370.200-0381.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0516 | X=0107.330-0384.500 | Y=0387.720-0398.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0516 | X=0107.330-0392.590 | Y=0405.720-0416.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0516 | X=0107.330-0381.810 | Y=0417.240-0428.480 | Đường Miễu đoạn từ Đường Lý Thái Tổ đến Ngã ba đầu ranh
P=0516 | X=0107.330-0391.170 | Y=0428.760-0440.000 | thửa đất số 98 tờ bản đồ số 128 xã Nhơn Trạch có hiện trạng là
P=0516 | X=0107.330-0243.100 | Y=0440.280-0451.520 | đường nhựa, bê tông xi măng:
P=0516 | X=0090.020-0338.880 | Y=0457.060-0469.060 | 195 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0516 | X=0424.730-0449.780 | Y=0457.060-0466.380 | 2.300
P=0516 | X=0460.970-0486.020 | Y=0457.060-0466.380 | 1.600
P=0516 | X=0497.230-0522.280 | Y=0457.060-0466.380 | 1.400
P=0516 | X=0107.330-0394.220 | Y=0475.340-0486.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0516 | X=0107.330-0168.450 | Y=0486.860-0498.100 | đến ≤1.000m.
P=0516 | X=0107.330-0330.500 | Y=0504.380-0515.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0516 | X=0107.330-0392.590 | Y=0522.380-0533.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0516 | X=0107.330-0381.810 | Y=0533.930-0545.170 | Đường Miễu đoạn từ Đường Lý Thái Tổ đến Ngã ba đầu ranh
P=0516 | X=0107.330-0391.170 | Y=0545.450-0556.690 | thửa đất số 98 tờ bản đồ số 128 xã Nhơn Trạch có hiện trạng là
P=0516 | X=0090.020-0243.080 | Y=0556.970-0568.410 | 196 đường nhựa, bê tông xi măng:
P=0516 | X=0424.730-0449.780 | Y=0559.090-0568.410 | 1.700
P=0516 | X=0460.970-0486.020 | Y=0559.090-0568.410 | 1.200
P=0516 | X=0497.230-0522.280 | Y=0559.090-0568.410 | 1.000
P=0516 | X=0107.330-0393.120 | Y=0574.250-0585.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0516 | X=0107.330-0330.970 | Y=0591.770-0603.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0516 | X=0231.940-0300.920 | Y=0609.770-0621.010 | Đường Nguyễn
P=0516 | X=0090.020-0180.870 | Y=0615.530-0626.770 | 197 Đường Cây Dầu
P=0516 | X=0315.000-0396.940 | Y=0615.530-0626.770 | Đường Lý Thái Tổ
P=0516 | X=0424.730-0449.780 | Y=0617.410-0626.730 | 5.400
P=0516 | X=0460.970-0486.020 | Y=0617.410-0626.730 | 3.800
P=0516 | X=0497.230-0522.280 | Y=0617.410-0626.730 | 3.200
P=0516 | X=0231.940-0278.110 | Y=0623.190-0632.510 | Hữu Cảnh
P=0516 | X=0107.330-0397.420 | Y=0639.310-0650.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Dầu
P=0516 | X=0107.330-0401.500 | Y=0650.830-0662.070 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Lý Thái Tổ có hiện
P=0516 | X=0107.330-0279.110 | Y=0662.350-0673.590 | trạng là đường nhựa, bê tông xi măng:
P=0516 | X=0090.020-0106.660 | Y=0670.230-0679.550 | 198
P=0516 | X=0424.730-0449.780 | Y=0670.230-0679.550 | 2.600
P=0516 | X=0460.970-0486.020 | Y=0670.230-0679.550 | 1.800
P=0516 | X=0497.230-0522.280 | Y=0670.230-0679.550 | 1.600
P=0516 | X=0107.330-0338.410 | Y=0679.870-0691.110 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0516 | X=0107.330-0384.500 | Y=0697.390-0708.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0517 | X=0107.330-0397.420 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Dầu
P=0517 | X=0107.330-0401.500 | Y=0090.260-0101.500 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Lý Thái Tổ có hiện
P=0517 | X=0107.330-0279.110 | Y=0101.780-0113.020 | trạng là đường nhựa, bê tông xi măng:
P=0517 | X=0090.020-0338.880 | Y=0119.330-0133.410 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0517 | X=0424.730-0449.780 | Y=0124.090-0133.410 | 2.100
P=0517 | X=0460.970-0486.020 | Y=0124.090-0133.410 | 1.500
P=0517 | X=0497.230-0522.270 | Y=0124.090-0133.410 | 1.300
P=0517 | X=0107.330-0394.220 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0517 | X=0107.330-0168.450 | Y=0148.370-0159.610 | đến ≤1.000m.
P=0517 | X=0107.330-0330.500 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0517 | X=0107.330-0397.420 | Y=0183.650-0194.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Dầu
P=0517 | X=0107.330-0401.500 | Y=0195.170-0206.410 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Lý Thái Tổ có hiện
P=0517 | X=0107.330-0279.110 | Y=0206.710-0217.950 | trạng là đường nhựa, bê tông xi măng:
P=0517 | X=0090.020-0106.660 | Y=0214.590-0223.910 | 200
P=0517 | X=0424.730-0449.780 | Y=0214.590-0223.910 | 1.500
P=0517 | X=0460.970-0486.020 | Y=0214.590-0223.910 | 1.100
P=0517 | X=0505.630-0522.270 | Y=0214.590-0223.910 | 900
P=0517 | X=0107.330-0393.120 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0517 | X=0107.330-0330.970 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0517 | X=0107.330-0392.590 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0517 | X=0107.330-0392.630 | Y=0271.270-0282.510 | Đường Cây Dầu đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0517 | X=0107.330-0364.090 | Y=0282.820-0294.060 | Lý Thái Tổ có hiện trạng là đường nhựa, bê tông xi măng:
P=0517 | X=0090.020-0106.660 | Y=0290.700-0300.020 | 201
P=0517 | X=0424.730-0449.780 | Y=0290.700-0300.020 | 2.300
P=0517 | X=0460.970-0486.020 | Y=0290.700-0300.020 | 1.600
P=0517 | X=0497.230-0522.280 | Y=0290.700-0300.020 | 1.400
P=0517 | X=0107.330-0338.420 | Y=0300.340-0311.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0517 | X=0107.330-0384.500 | Y=0317.860-0329.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0517 | X=0107.330-0392.590 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0517 | X=0107.330-0392.630 | Y=0347.380-0358.620 | Đường Cây Dầu đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0517 | X=0107.330-0364.120 | Y=0358.900-0370.140 | Lý Thái Tổ có hiện trạng là đường nhựa, bê tông xi măng:
P=0517 | X=0090.020-0338.880 | Y=0376.200-0390.520 | 202 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0517 | X=0424.730-0449.780 | Y=0381.200-0390.520 | 1.900
P=0517 | X=0460.970-0486.020 | Y=0381.200-0390.520 | 1.300
P=0517 | X=0497.230-0522.280 | Y=0381.200-0390.520 | 1.100
P=0517 | X=0107.330-0394.220 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0517 | X=0107.330-0168.450 | Y=0405.240-0416.480 | đến ≤1.000m.
P=0517 | X=0107.330-0330.500 | Y=0422.760-0434.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0517 | X=0107.330-0392.590 | Y=0440.760-0452.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0517 | X=0107.330-0392.630 | Y=0452.300-0463.540 | Đường Cây Dầu đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0517 | X=0107.330-0364.090 | Y=0463.820-0475.060 | Lý Thái Tổ có hiện trạng là đường nhựa, bê tông xi măng:
P=0517 | X=0090.020-0106.660 | Y=0471.700-0481.020 | 203
P=0517 | X=0424.730-0449.780 | Y=0471.700-0481.020 | 1.400
P=0517 | X=0469.370-0486.010 | Y=0471.700-0481.020 | 980
P=0517 | X=0505.630-0522.270 | Y=0471.700-0481.020 | 840
P=0517 | X=0107.330-0393.120 | Y=0481.340-0492.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
