TABLE=027 | AREA=Xã Xuân Bắc | SECTION=non-agricultural | SEGMENTS=1
P=1016 | X=0107.330-0348.420 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1016 | X=0107.330-0149.470 | Y=0155.290-0164.610 | >1.000m.
P=1016 | X=0107.330-0330.970 | Y=0170.930-0182.170 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1016 | X=0107.330-0380.840 | Y=0188.690-0199.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1016 | X=0107.330-0370.540 | Y=0200.230-0211.470 | ra Đường vào Thác Trời đoạn từ Đường Xuân Thành -Suối
P=1016 | X=0107.330-0379.180 | Y=0211.750-0222.990 | Cao - Xuân Bắc đến Hết ranh thửa đất số 12, tờ BĐĐC số 04
P=1016 | X=0107.330-0385.420 | Y=0223.270-0234.510 | về bên phải và hết ranh thửa đất số 18, tờ BĐĐC số 04 về bên
P=1016 | X=0090.020-0362.590 | Y=0234.790-0246.230 | 159 trái, xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi
P=1016 | X=0406.940-0423.580 | Y=0236.910-0246.230 | 770
P=1016 | X=0443.450-0460.090 | Y=0236.910-0246.230 | 540
P=1016 | X=0505.390-0522.030 | Y=0236.910-0246.230 | 460
P=1016 | X=0107.330-0135.330 | Y=0246.310-0257.550 | măng:
P=1016 | X=0107.330-0338.410 | Y=0263.830-0275.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1016 | X=0107.330-0384.530 | Y=0281.380-0292.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1016 | X=0107.330-0380.840 | Y=0299.140-0310.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1016 | X=0107.330-0370.540 | Y=0310.660-0321.900 | ra Đường vào Thác Trời đoạn từ Đường Xuân Thành -Suối
P=1016 | X=0107.330-0379.180 | Y=0321.940-0333.180 | Cao - Xuân Bắc đến Hết ranh thửa đất số 12, tờ BĐĐC số 04
P=1016 | X=0107.330-0385.420 | Y=0333.460-0344.700 | về bên phải và hết ranh thửa đất số 18, tờ BĐĐC số 04 về bên
P=1016 | X=0107.330-0362.590 | Y=0344.980-0356.220 | trái, xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi
P=1016 | X=0090.020-0135.330 | Y=0356.500-0371.060 | 160 măng:
P=1016 | X=0406.940-0423.580 | Y=0361.740-0371.060 | 590
P=1016 | X=0443.450-0460.090 | Y=0361.740-0371.060 | 410
P=1016 | X=0505.390-0522.030 | Y=0361.740-0371.060 | 350
P=1016 | X=0107.330-0338.880 | Y=0374.040-0385.280 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1016 | X=0107.330-0360.620 | Y=0391.560-0402.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1016 | X=0107.330-0202.280 | Y=0403.080-0414.320 | >500m đến ≤1.000m.
P=1016 | X=0107.330-0330.500 | Y=0420.600-0431.840 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1016 | X=0107.330-0380.840 | Y=0438.360-0449.600 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1016 | X=0107.330-0370.540 | Y=0449.900-0461.140 | ra Đường vào Thác Trời đoạn từ Đường Xuân Thành -Suối
P=1016 | X=0107.330-0379.180 | Y=0461.420-0472.660 | Cao - Xuân Bắc đến Hết ranh thửa đất số 12, tờ BĐĐC số 04
P=1016 | X=0107.330-0385.420 | Y=0472.940-0484.180 | về bên phải và hết ranh thửa đất số 18, tờ BĐĐC số 04 về bên
P=1016 | X=0107.330-0362.590 | Y=0484.220-0495.460 | trái, xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi
P=1016 | X=0090.020-0106.690 | Y=0492.100-0501.420 | 161
P=1016 | X=0406.940-0423.580 | Y=0492.100-0501.420 | 480
P=1016 | X=0443.450-0460.090 | Y=0492.100-0501.420 | 340
P=1016 | X=0505.390-0522.030 | Y=0492.100-0501.420 | 290
P=1016 | X=0107.330-0135.330 | Y=0495.740-0506.980 | măng:
P=1016 | X=0107.330-0348.420 | Y=0513.260-0524.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1016 | X=0107.330-0149.470 | Y=0526.660-0535.980 | >1.000m.
P=1016 | X=0107.330-0330.970 | Y=0542.330-0553.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1016 | X=0235.540-0379.170 | Y=0561.970-0571.290 | Giáp ranh xã La Tu viện Thánh
P=1016 | X=0090.020-0158.540 | Y=0565.850-0577.090 | 162 Đường 101
P=1016 | X=0406.940-0423.580 | Y=0567.730-0577.050 | 660
P=1016 | X=0443.450-0460.090 | Y=0567.730-0577.050 | 460
P=1016 | X=0505.390-0522.030 | Y=0567.730-0577.050 | 400
P=1016 | X=0235.540-0253.870 | Y=0573.490-0582.810 | Ngà
P=1016 | X=0315.000-0377.960 | Y=0573.490-0582.810 | Gioan Granda
P=1016 | X=0107.330-0375.090 | Y=0589.370-0600.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1016 | X=0107.330-0388.740 | Y=0600.890-0612.130 | đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh Gioan Granda
P=1016 | X=0107.330-0314.180 | Y=0612.410-0623.650 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1016 | X=0090.020-0106.660 | Y=0620.310-0629.630 | 163
P=1016 | X=0406.940-0423.580 | Y=0620.310-0629.630 | 400
P=1016 | X=0443.450-0460.090 | Y=0620.310-0629.630 | 280
P=1016 | X=0505.390-0522.030 | Y=0620.310-0629.630 | 240
P=1016 | X=0107.330-0338.410 | Y=0629.950-0641.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1016 | X=0107.330-0384.500 | Y=0647.470-0658.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1016 | X=0107.330-0375.090 | Y=0665.230-0676.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1016 | X=0107.330-0388.740 | Y=0676.510-0687.750 | đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh Gioan Granda
P=1016 | X=0090.020-0314.180 | Y=0687.270-0699.270 | 164 có hiện trạng là đường nhựa, bê tông xi măng:
P=1016 | X=0406.940-0423.580 | Y=0687.270-0696.590 | 260
P=1016 | X=0443.450-0460.090 | Y=0687.270-0696.590 | 180
P=1016 | X=0505.390-0522.030 | Y=0687.270-0696.590 | 160
P=1016 | X=0107.330-0338.880 | Y=0705.570-0716.810 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1017 | X=0107.330-0360.620 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1017 | X=0107.330-0202.280 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1017 | X=0107.330-0330.500 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1017 | X=0107.330-0375.090 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1017 | X=0107.330-0388.740 | Y=0136.850-0148.090 | đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh Gioan Granda
P=1017 | X=0107.330-0314.190 | Y=0148.370-0159.610 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1017 | X=0090.020-0106.660 | Y=0162.010-0171.330 | 165
P=1017 | X=0406.940-0423.580 | Y=0162.010-0171.330 | 150
P=1017 | X=0443.450-0460.090 | Y=0162.010-0171.330 | 110
P=1017 | X=0511.150-0522.270 | Y=0162.010-0171.330 | 90
P=1017 | X=0107.330-0348.420 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1017 | X=0107.330-0149.470 | Y=0179.050-0188.370 | >1.000m.
P=1017 | X=0107.330-0330.970 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1017 | X=0107.330-0380.840 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1017 | X=0107.330-0388.790 | Y=0223.990-0235.230 | ra Đường 101 đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh
P=1017 | X=0107.330-0379.940 | Y=0235.510-0246.750 | Gioan Granda có hiện trạng là đường nhựa, bê tông xi măng:
P=1017 | X=0090.020-0106.660 | Y=0243.390-0252.710 | 166
P=1017 | X=0406.940-0423.580 | Y=0243.390-0252.710 | 360
P=1017 | X=0443.450-0460.090 | Y=0243.390-0252.710 | 250
P=1017 | X=0505.390-0522.030 | Y=0243.390-0252.710 | 220
P=1017 | X=0107.330-0338.410 | Y=0253.030-0264.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1017 | X=0107.330-0384.500 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1017 | X=0107.330-0380.840 | Y=0288.340-0299.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1017 | X=0107.330-0388.770 | Y=0299.860-0311.100 | ra Đường 101 đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh
P=1017 | X=0107.330-0379.940 | Y=0311.380-0322.620 | Gioan Granda có hiện trạng là đường nhựa, bê tông xi măng:
P=1017 | X=0090.020-0338.880 | Y=0328.900-0342.980 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1017 | X=0406.940-0423.580 | Y=0333.660-0342.980 | 230
P=1017 | X=0443.450-0460.090 | Y=0333.660-0342.980 | 160
P=1017 | X=0505.390-0522.030 | Y=0333.660-0342.980 | 140
P=1017 | X=0107.330-0360.620 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1017 | X=0107.330-0202.280 | Y=0357.700-0368.940 | >500m đến ≤1.000m.
P=1017 | X=0107.330-0330.500 | Y=0375.240-0386.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1017 | X=0107.330-0380.840 | Y=0393.000-0404.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1017 | X=0107.330-0388.770 | Y=0404.520-0415.760 | ra Đường 101 đoạn từ Giáp ranh xã La Ngà đến Tu viện Thánh
P=1017 | X=0107.330-0379.940 | Y=0416.040-0427.280 | Gioan Granda có hiện trạng là đường nhựa, bê tông xi măng:
P=1017 | X=0090.020-0106.660 | Y=0429.680-0439.000 | 168
P=1017 | X=0406.940-0423.580 | Y=0429.680-0439.000 | 135
P=1017 | X=0449.210-0460.330 | Y=0429.680-0439.000 | 90
P=1017 | X=0511.150-0522.270 | Y=0429.680-0439.000 | 80
P=1017 | X=0107.330-0348.440 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1017 | X=0107.330-0149.470 | Y=0446.960-0456.280 | >1.000m.
P=1017 | X=0107.330-0330.970 | Y=0462.620-0473.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1017 | X=0235.540-0299.710 | Y=0482.260-0491.580 | Tu viện Thánh
P=1017 | X=0090.020-0158.540 | Y=0486.140-0497.380 | 169 Đường 101
P=1017 | X=0315.000-0385.190 | Y=0486.140-0497.380 | Đường tỉnh 763
P=1017 | X=0406.940-0423.580 | Y=0488.020-0497.340 | 880
P=1017 | X=0443.450-0460.090 | Y=0488.020-0497.340 | 620
P=1017 | X=0505.390-0522.030 | Y=0488.020-0497.340 | 530
P=1017 | X=0235.540-0298.500 | Y=0493.780-0503.100 | Gioan Granda
P=1017 | X=0107.330-0375.090 | Y=0509.660-0520.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1017 | X=0107.330-0379.650 | Y=0521.180-0532.420 | đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có
P=1017 | X=0107.330-0300.940 | Y=0532.490-0543.730 | hiện trạng là đường nhựa, bê tông xi măng:
P=1017 | X=0090.020-0106.660 | Y=0540.370-0549.690 | 170
P=1017 | X=0406.940-0423.580 | Y=0540.370-0549.690 | 380
P=1017 | X=0443.450-0460.090 | Y=0540.370-0549.690 | 270
P=1017 | X=0505.390-0522.030 | Y=0540.370-0549.690 | 230
P=1017 | X=0107.330-0338.410 | Y=0550.010-0561.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1017 | X=0107.330-0384.500 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1017 | X=0107.330-0375.090 | Y=0585.290-0596.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1017 | X=0107.330-0379.650 | Y=0596.810-0608.050 | đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có
P=1017 | X=0107.330-0300.940 | Y=0608.330-0619.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1017 | X=0090.020-0338.880 | Y=0625.870-0640.190 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1017 | X=0406.940-0423.580 | Y=0630.870-0640.190 | 250
P=1017 | X=0443.450-0460.090 | Y=0630.870-0640.190 | 180
P=1017 | X=0505.390-0522.030 | Y=0630.870-0640.190 | 150
P=1017 | X=0107.330-0360.620 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1017 | X=0107.330-0202.280 | Y=0654.910-0666.150 | >500m đến ≤1.000m.
P=1017 | X=0107.330-0330.500 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1017 | X=0107.330-0375.090 | Y=0690.190-0701.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1017 | X=0090.020-0106.660 | Y=0697.830-0707.150 | 172
P=1017 | X=0406.940-0423.580 | Y=0697.830-0707.150 | 190
P=1017 | X=0443.450-0460.090 | Y=0697.830-0707.150 | 130
P=1017 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 110
P=1017 | X=0107.330-0379.650 | Y=0701.730-0712.970 | đoạn từ Tu viện Thánh Gioan Granda đến Đường tỉnh 763 có
P=1018 | X=0107.330-0300.940 | Y=0072.500-0083.740 | hiện trạng là đường nhựa, bê tông xi măng:
P=1018 | X=0107.330-0348.420 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1018 | X=0107.330-0149.470 | Y=0103.420-0112.740 | >1.000m.
P=1018 | X=0107.330-0330.970 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1018 | X=0107.330-0380.840 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1018 | X=0107.330-0359.240 | Y=0148.370-0159.610 | ra Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến
P=1018 | X=0107.330-0386.910 | Y=0159.650-0170.890 | Đường tỉnh 763 có hiện trạng là đường nhựa, bê tông xi măng:
P=1018 | X=0090.020-0106.660 | Y=0167.530-0176.850 | 173
P=1018 | X=0406.940-0423.580 | Y=0167.530-0176.850 | 340
P=1018 | X=0443.450-0460.090 | Y=0167.530-0176.850 | 240
P=1018 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 200
P=1018 | X=0107.330-0338.410 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1018 | X=0107.330-0384.500 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1018 | X=0107.330-0380.840 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1018 | X=0107.330-0359.240 | Y=0223.990-0235.230 | ra Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến
P=1018 | X=0107.330-0386.910 | Y=0235.510-0246.750 | Đường tỉnh 763 có hiện trạng là đường nhựa, bê tông xi măng:
P=1018 | X=0090.020-0338.880 | Y=0253.030-0267.110 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1018 | X=0406.940-0423.580 | Y=0257.790-0267.110 | 230
P=1018 | X=0443.450-0460.090 | Y=0257.790-0267.110 | 160
P=1018 | X=0505.390-0522.030 | Y=0257.790-0267.110 | 140
P=1018 | X=0107.330-0360.620 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1018 | X=0107.330-0202.280 | Y=0282.100-0293.340 | >500m đến ≤1.000m.
P=1018 | X=0107.330-0330.500 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1018 | X=0107.330-0380.840 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1018 | X=0107.330-0359.240 | Y=0328.900-0340.140 | ra Đường 101 đoạn từ Tu viện Thánh Gioan Granda đến
P=1018 | X=0107.330-0386.910 | Y=0340.420-0351.660 | Đường tỉnh 763 có hiện trạng là đường nhựa, bê tông xi măng:
P=1018 | X=0090.020-0106.660 | Y=0353.820-0363.140 | 175
P=1018 | X=0406.940-0423.580 | Y=0353.820-0363.140 | 170
P=1018 | X=0443.450-0460.090 | Y=0353.820-0363.140 | 120
P=1018 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 100
P=1018 | X=0107.330-0348.420 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1018 | X=0107.330-0149.470 | Y=0371.120-0380.440 | >1.000m.
P=1018 | X=0107.330-0330.970 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1018 | X=0235.540-0300.690 | Y=0404.520-0415.760 | Ngã ba đường
P=1018 | X=0315.000-0365.750 | Y=0404.520-0415.760 | Đường vào
P=1018 | X=0090.020-0173.650 | Y=0410.280-0421.520 | 176 Đường NaGoa
P=1018 | X=0406.940-0423.580 | Y=0412.160-0421.480 | 980
P=1018 | X=0443.450-0460.090 | Y=0412.160-0421.480 | 690
P=1018 | X=0505.390-0522.030 | Y=0412.160-0421.480 | 590
P=1018 | X=0235.540-0252.180 | Y=0417.920-0427.240 | 101
P=1018 | X=0315.000-0358.300 | Y=0417.920-0427.240 | Thác Trời
P=1018 | X=0107.330-0355.650 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1018 | X=0107.330-0382.300 | Y=0445.320-0456.560 | NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=1018 | X=0107.330-0314.180 | Y=0456.860-0468.100 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1018 | X=0090.020-0106.660 | Y=0464.740-0474.060 | 177
P=1018 | X=0406.940-0423.580 | Y=0464.740-0474.060 | 420
P=1018 | X=0443.450-0460.090 | Y=0464.740-0474.060 | 290
P=1018 | X=0505.390-0522.030 | Y=0464.740-0474.060 | 250
P=1018 | X=0107.330-0338.410 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1018 | X=0107.330-0384.500 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1018 | X=0107.330-0355.650 | Y=0509.660-0520.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1018 | X=0107.330-0382.300 | Y=0521.180-0532.420 | NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=1018 | X=0107.330-0314.180 | Y=0532.490-0543.730 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1018 | X=0090.020-0338.880 | Y=0550.010-0564.330 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1018 | X=0406.940-0423.580 | Y=0555.010-0564.330 | 280
P=1018 | X=0443.450-0460.090 | Y=0555.010-0564.330 | 200
P=1018 | X=0505.390-0522.030 | Y=0555.010-0564.330 | 170
P=1018 | X=0107.330-0360.620 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1018 | X=0107.330-0202.280 | Y=0579.050-0590.290 | >500m đến ≤1.000m.
P=1018 | X=0107.330-0330.500 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1018 | X=0107.330-0355.650 | Y=0614.330-0625.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1018 | X=0107.330-0382.300 | Y=0625.870-0637.110 | NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=1018 | X=0107.330-0314.180 | Y=0637.390-0648.630 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1018 | X=0090.020-0106.660 | Y=0651.030-0660.350 | 179
P=1018 | X=0406.940-0423.580 | Y=0651.030-0660.350 | 220
P=1018 | X=0443.450-0460.090 | Y=0651.030-0660.350 | 150
P=1018 | X=0505.390-0522.030 | Y=0651.030-0660.350 | 130
P=1018 | X=0107.330-0348.420 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1018 | X=0107.330-0149.470 | Y=0668.310-0677.630 | >1.000m.
P=1018 | X=0107.330-0330.970 | Y=0683.950-0695.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1018 | X=0090.020-0380.840 | Y=0701.730-0712.970 | 180 Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1018 | X=0406.940-0423.580 | Y=0703.620-0712.940 | 380
P=1018 | X=0443.450-0460.090 | Y=0703.620-0712.940 | 270
P=1018 | X=0505.390-0522.030 | Y=0703.620-0712.940 | 230
P=1019 | X=0107.330-0382.530 | Y=0072.500-0083.740 | ra Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào
P=1019 | X=0107.330-0360.010 | Y=0084.020-0095.260 | Thác Trời có hiện trạng là đường nhựa, bê tông xi măng:
P=1019 | X=0107.330-0338.410 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1019 | X=0107.330-0384.500 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1019 | X=0107.330-0380.870 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1019 | X=0107.330-0382.530 | Y=0148.370-0159.610 | ra Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào
P=1019 | X=0107.330-0360.010 | Y=0159.650-0170.890 | Thác Trời có hiện trạng là đường nhựa, bê tông xi măng:
P=1019 | X=0090.020-0338.880 | Y=0177.170-0191.490 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1019 | X=0406.940-0423.580 | Y=0182.170-0191.490 | 250
P=1019 | X=0443.450-0460.090 | Y=0182.170-0191.490 | 180
P=1019 | X=0505.390-0522.030 | Y=0182.170-0191.490 | 150
P=1019 | X=0107.330-0360.620 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1019 | X=0107.330-0202.280 | Y=0206.230-0217.470 | >500m đến ≤1.000m.
P=1019 | X=0107.330-0330.500 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1019 | X=0107.330-0380.840 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1019 | X=0107.330-0382.530 | Y=0253.030-0264.270 | ra Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào
P=1019 | X=0107.330-0360.010 | Y=0264.550-0275.790 | Thác Trời có hiện trạng là đường nhựa, bê tông xi măng:
P=1019 | X=0090.020-0106.660 | Y=0278.190-0287.510 | 182
P=1019 | X=0406.940-0423.580 | Y=0278.190-0287.510 | 200
P=1019 | X=0443.450-0460.090 | Y=0278.190-0287.510 | 140
P=1019 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 120
P=1019 | X=0107.330-0348.450 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1019 | X=0107.330-0149.470 | Y=0295.500-0304.820 | >1.000m.
P=1019 | X=0107.330-0330.970 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông >200m.
