TABLE=012 | AREA=Xã Bình An | SECTION=non-agricultural | SEGMENTS=1
P=0443 | X=0399.500-0424.550 | Y=0541.090-0550.410 | 2.200
P=0443 | X=0448.730-0473.780 | Y=0541.090-0550.410 | 1.500
P=0443 | X=0497.230-0522.280 | Y=0541.090-0550.410 | 1.300
P=0443 | X=0113.090-0344.170 | Y=0556.250-0567.490 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0443 | X=0113.090-0354.200 | Y=0573.770-0585.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0443 | X=0113.090-0146.610 | Y=0585.290-0596.530 | ≤500m.
P=0443 | X=0113.090-0361.410 | Y=0603.290-0614.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0443 | X=0113.090-0366.190 | Y=0614.810-0626.050 | ấp Thanh Bình - Đội 3 xã Bình An đoạn từ Đường liên xã
P=0443 | X=0113.090-0353.480 | Y=0626.350-0637.590 | Long Thành - Bình An đến Giáp ranh khu công nghiệp
P=0443 | X=0113.090-0344.360 | Y=0637.870-0649.110 | Long Đức 2 có hiện trạng là đường nhựa, bê tông xi
P=0443 | X=0092.900-0141.090 | Y=0649.390-0660.830 | 157 măng:
P=0443 | X=0399.500-0424.550 | Y=0651.510-0660.830 | 1.700
P=0443 | X=0448.730-0473.780 | Y=0651.510-0660.830 | 1.200
P=0443 | X=0497.230-0522.280 | Y=0651.510-0660.830 | 1.000
P=0443 | X=0113.090-0344.640 | Y=0666.910-0678.150 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0443 | X=0113.090-0366.400 | Y=0684.430-0695.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0443 | X=0113.090-0208.040 | Y=0695.950-0707.190 | >500m đến ≤1.000m.
P=0444 | X=0113.090-0336.260 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0444 | X=0113.090-0361.410 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0444 | X=0113.090-0366.190 | Y=0108.260-0119.500 | ấp Thanh Bình - Đội 3 xã Bình An đoạn từ Đường liên xã
P=0444 | X=0113.090-0353.480 | Y=0119.810-0131.050 | Long Thành - Bình An đến Giáp ranh khu công nghiệp
P=0444 | X=0113.090-0344.360 | Y=0131.330-0142.570 | Long Đức 2 có hiện trạng là đường nhựa, bê tông xi
P=0444 | X=0092.900-0141.090 | Y=0142.850-0154.290 | 158 măng:
P=0444 | X=0399.500-0424.550 | Y=0144.970-0154.290 | 1.500
P=0444 | X=0448.730-0473.780 | Y=0144.970-0154.290 | 1.100
P=0444 | X=0505.390-0522.030 | Y=0144.970-0154.290 | 900
P=0444 | X=0113.090-0354.200 | Y=0160.370-0171.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0444 | X=0113.090-0155.230 | Y=0173.530-0182.850 | >1.000m.
P=0444 | X=0113.090-0336.730 | Y=0189.170-0200.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0444 | X=0113.090-0359.000 | Y=0207.190-0218.430 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0444 | X=0113.090-0374.090 | Y=0218.710-0229.950 | thông ra Đường ấp Thanh Bình - Đội 3 xã Bình An đoạn từ
P=0444 | X=0113.090-0362.120 | Y=0230.230-0241.470 | Đường liên xã Long Thành - Bình An đến Giáp ranh khu
P=0444 | X=0113.090-0369.340 | Y=0241.750-0252.990 | công nghiệp Long Đức 2 có hiện trạng là đường nhựa, bê
P=0444 | X=0092.900-0173.250 | Y=0253.270-0264.710 | 159 tông xi măng:
P=0444 | X=0399.500-0424.550 | Y=0255.390-0264.710 | 2.000
P=0444 | X=0448.730-0473.780 | Y=0255.390-0264.710 | 1.400
P=0444 | X=0497.230-0522.280 | Y=0255.390-0264.710 | 1.200
P=0444 | X=0113.090-0344.170 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0444 | X=0113.090-0354.200 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0444 | X=0113.090-0146.610 | Y=0299.860-0311.100 | ≤500m.
P=0444 | X=0113.090-0359.000 | Y=0317.860-0329.100 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0444 | X=0113.090-0374.090 | Y=0329.380-0340.620 | thông ra Đường ấp Thanh Bình - Đội 3 xã Bình An đoạn từ
P=0444 | X=0113.090-0362.120 | Y=0340.900-0352.140 | Đường liên xã Long Thành - Bình An đến Giáp ranh khu
P=0444 | X=0113.090-0369.340 | Y=0352.180-0363.420 | công nghiệp Long Đức 2 có hiện trạng là đường nhựa, bê
P=0444 | X=0113.090-0173.250 | Y=0363.700-0374.940 | tông xi măng:
P=0444 | X=0092.900-0109.540 | Y=0374.720-0384.040 | 160
P=0444 | X=0399.500-0424.550 | Y=0374.720-0384.040 | 1.500
P=0444 | X=0448.730-0473.780 | Y=0374.720-0384.040 | 1.100
P=0444 | X=0505.390-0522.030 | Y=0374.720-0384.040 | 900
P=0444 | X=0113.090-0344.640 | Y=0381.240-0392.480 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0444 | X=0113.090-0366.400 | Y=0398.760-0410.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0444 | X=0113.090-0208.040 | Y=0410.280-0421.520 | >500m đến ≤1.000m.
P=0444 | X=0113.090-0336.260 | Y=0427.800-0439.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0444 | X=0113.090-0359.000 | Y=0445.800-0457.040 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0444 | X=0113.090-0374.090 | Y=0457.340-0468.580 | thông ra Đường ấp Thanh Bình - Đội 3 xã Bình An đoạn từ
P=0444 | X=0113.090-0362.120 | Y=0468.860-0480.100 | Đường liên xã Long Thành - Bình An đến Giáp ranh khu
P=0444 | X=0113.090-0369.340 | Y=0480.380-0491.620 | công nghiệp Long Đức 2 có hiện trạng là đường nhựa, bê
P=0444 | X=0092.900-0173.250 | Y=0491.900-0503.340 | 161 tông xi măng:
P=0444 | X=0399.500-0424.550 | Y=0494.020-0503.340 | 1.400
P=0444 | X=0456.890-0473.530 | Y=0494.020-0503.340 | 980
P=0444 | X=0505.390-0522.030 | Y=0494.020-0503.340 | 840
P=0444 | X=0113.090-0354.200 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0444 | X=0113.090-0155.230 | Y=0522.820-0532.140 | >1.000m.
P=0444 | X=0113.090-0336.730 | Y=0538.250-0549.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0444 | X=0293.160-0342.190 | Y=0556.250-0567.490 | Điểm trung
P=0444 | X=0092.900-0202.230 | Y=0562.010-0573.250 | 162 Đường ấp An Viễng
P=0444 | X=0214.870-0264.660 | Y=0563.890-0573.210 | Tỉnh lộ 769
P=0444 | X=0399.500-0424.550 | Y=0563.890-0573.210 | 4.600
P=0444 | X=0448.730-0473.780 | Y=0563.890-0573.210 | 3.200
P=0444 | X=0497.230-0522.280 | Y=0563.890-0573.210 | 2.800
P=0444 | X=0293.160-0361.180 | Y=0569.650-0578.970 | chuyển rác thải
P=0444 | X=0113.090-0361.410 | Y=0585.770-0597.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0444 | X=0113.090-0363.340 | Y=0597.290-0608.530 | ấp An Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển
P=0444 | X=0113.090-0355.450 | Y=0608.810-0620.050 | rác thải có hiện trạng là đường nhựa, bê tông xi măng:
P=0444 | X=0092.900-0109.540 | Y=0622.470-0631.790 | 163
P=0444 | X=0399.500-0424.550 | Y=0622.470-0631.790 | 2.400
P=0444 | X=0448.730-0473.780 | Y=0622.470-0631.790 | 1.700
P=0444 | X=0497.230-0522.280 | Y=0622.470-0631.790 | 1.400
P=0444 | X=0113.090-0344.170 | Y=0626.350-0637.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0444 | X=0113.090-0354.200 | Y=0643.870-0655.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0444 | X=0113.090-0146.610 | Y=0655.390-0666.630 | ≤500m.
P=0444 | X=0113.090-0361.410 | Y=0673.390-0684.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0444 | X=0092.900-0363.340 | Y=0684.910-0696.150 | 164 ấp An Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển
P=0444 | X=0399.500-0424.550 | Y=0686.790-0696.110 | 2.000
P=0444 | X=0448.730-0473.780 | Y=0686.790-0696.110 | 1.400
P=0444 | X=0497.230-0522.280 | Y=0686.790-0696.110 | 1.200
P=0444 | X=0113.090-0355.450 | Y=0696.430-0707.670 | rác thải có hiện trạng là đường nhựa, bê tông xi măng:
P=0445 | X=0113.090-0344.640 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0445 | X=0113.090-0366.400 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0445 | X=0113.090-0208.040 | Y=0107.780-0119.020 | >500m đến ≤1.000m.
P=0445 | X=0113.090-0336.260 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0445 | X=0113.090-0361.410 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0445 | X=0113.090-0363.340 | Y=0154.850-0166.090 | ấp An Viễng đoạn từ Tỉnh lộ 769 đến Điểm trung chuyển
P=0445 | X=0113.090-0355.450 | Y=0166.370-0177.610 | rác thải có hiện trạng là đường nhựa, bê tông xi măng:
P=0445 | X=0092.900-0109.540 | Y=0180.010-0189.330 | 165
P=0445 | X=0399.500-0424.550 | Y=0180.010-0189.330 | 1.400
P=0445 | X=0456.890-0473.530 | Y=0180.010-0189.330 | 980
P=0445 | X=0505.390-0522.030 | Y=0180.010-0189.330 | 840
P=0445 | X=0113.090-0354.200 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0445 | X=0113.090-0155.230 | Y=0197.050-0206.370 | >1.000m.
P=0445 | X=0113.090-0336.730 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0445 | X=0113.090-0359.000 | Y=0230.710-0241.950 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0445 | X=0113.090-0350.600 | Y=0242.230-0253.470 | thông ra Đường ấp An Viễng đoạn từ Tỉnh lộ 769 đến
P=0445 | X=0113.090-0365.350 | Y=0253.750-0264.990 | Điểm trung chuyển rác thải có hiện trạng là đường nhựa,
P=0445 | X=0113.090-0187.170 | Y=0265.270-0276.510 | bê tông xi măng:
P=0445 | X=0092.900-0109.540 | Y=0273.150-0282.470 | 166
P=0445 | X=0399.500-0424.550 | Y=0273.150-0282.470 | 2.200
P=0445 | X=0448.730-0473.780 | Y=0273.150-0282.470 | 1.500
P=0445 | X=0497.230-0522.280 | Y=0273.150-0282.470 | 1.300
P=0445 | X=0113.090-0344.170 | Y=0282.820-0294.060 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0445 | X=0113.090-0354.200 | Y=0300.340-0311.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0445 | X=0113.090-0146.610 | Y=0311.860-0323.100 | ≤500m.
P=0445 | X=0113.090-0359.000 | Y=0329.860-0341.100 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0445 | X=0113.090-0350.600 | Y=0341.380-0352.620 | thông ra Đường ấp An Viễng đoạn từ Tỉnh lộ 769 đến
P=0445 | X=0113.090-0365.350 | Y=0352.900-0364.140 | Điểm trung chuyển rác thải có hiện trạng là đường nhựa,
P=0445 | X=0113.090-0187.170 | Y=0364.180-0375.420 | bê tông xi măng:
P=0445 | X=0092.900-0344.640 | Y=0380.960-0392.960 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0445 | X=0399.500-0424.550 | Y=0380.960-0390.280 | 1.800
P=0445 | X=0448.730-0473.780 | Y=0380.960-0390.280 | 1.300
P=0445 | X=0497.230-0522.280 | Y=0380.960-0390.280 | 1.100
P=0445 | X=0113.090-0366.400 | Y=0399.240-0410.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0445 | X=0113.090-0208.040 | Y=0410.760-0422.000 | >500m đến ≤1.000m.
P=0445 | X=0113.090-0336.260 | Y=0428.280-0439.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0445 | X=0113.090-0359.000 | Y=0446.280-0457.520 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0445 | X=0113.090-0350.600 | Y=0457.820-0469.060 | thông ra Đường ấp An Viễng đoạn từ Tỉnh lộ 769 đến
P=0445 | X=0113.090-0365.350 | Y=0469.340-0480.580 | Điểm trung chuyển rác thải có hiện trạng là đường nhựa,
P=0445 | X=0113.090-0187.170 | Y=0480.860-0492.100 | bê tông xi măng:
P=0445 | X=0092.900-0109.540 | Y=0488.740-0498.060 | 168
P=0445 | X=0399.500-0424.550 | Y=0488.740-0498.060 | 1.300
P=0445 | X=0456.890-0473.530 | Y=0488.740-0498.060 | 910
P=0445 | X=0505.390-0522.030 | Y=0488.740-0498.060 | 780
P=0445 | X=0113.090-0354.200 | Y=0498.380-0509.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0445 | X=0113.090-0155.230 | Y=0511.780-0521.100 | >1.000m.
P=0445 | X=0113.090-0336.730 | Y=0527.420-0538.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0445 | X=0293.160-0371.830 | Y=0545.450-0556.690 | Hết ranh thửa đất
P=0445 | X=0092.900-0190.460 | Y=0556.970-0568.210 | 169 Đường Bàu Lùng
P=0445 | X=0293.160-0368.630 | Y=0556.970-0568.210 | số 4 tờ BĐĐC số
P=0445 | X=0214.870-0264.660 | Y=0558.850-0568.170 | Tỉnh lộ 769
P=0445 | X=0399.500-0424.550 | Y=0558.850-0568.170 | 4.400
P=0445 | X=0448.730-0473.780 | Y=0558.850-0568.170 | 3.100
P=0445 | X=0497.230-0522.280 | Y=0558.850-0568.170 | 2.600
P=0445 | X=0293.160-0304.280 | Y=0570.130-0579.450 | 53
P=0445 | X=0113.090-0361.410 | Y=0586.250-0597.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0445 | X=0113.090-0367.900 | Y=0597.770-0609.010 | Bàu Lùng đoạn từ Tỉnh lộ 769 đến Hết ranh thửa đất số 4
P=0445 | X=0113.090-0359.720 | Y=0609.290-0620.530 | tờ BĐĐC số 53 có hiện trạng là đường nhựa, bê tông xi
P=0445 | X=0113.090-0141.090 | Y=0620.830-0632.070 | măng:
P=0445 | X=0092.900-0109.540 | Y=0628.710-0638.030 | 170
P=0445 | X=0399.500-0424.550 | Y=0628.710-0638.030 | 2.200
P=0445 | X=0448.730-0473.780 | Y=0628.710-0638.030 | 1.500
P=0445 | X=0497.230-0522.270 | Y=0628.710-0638.030 | 1.300
P=0445 | X=0113.090-0344.170 | Y=0638.350-0649.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0445 | X=0113.090-0354.200 | Y=0655.870-0667.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0445 | X=0113.090-0146.610 | Y=0667.390-0678.630 | ≤500m.
P=0445 | X=0113.090-0361.410 | Y=0685.390-0696.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0445 | X=0092.900-0367.900 | Y=0696.910-0708.150 | 171 Bàu Lùng đoạn từ Tỉnh lộ 769 đến Hết ranh thửa đất số 4
P=0445 | X=0399.500-0424.550 | Y=0698.790-0708.110 | 1.700
P=0445 | X=0448.730-0473.780 | Y=0698.790-0708.110 | 1.200
P=0445 | X=0497.230-0522.280 | Y=0698.790-0708.110 | 1.000
P=0445 | X=0113.090-0359.720 | Y=0708.450-0719.690 | tờ BĐĐC số 53 có hiện trạng là đường nhựa, bê tông xi
P=0446 | X=0113.090-0141.090 | Y=0072.740-0083.980 | măng:
P=0446 | X=0113.090-0344.640 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0446 | X=0113.090-0366.400 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0446 | X=0113.090-0208.040 | Y=0119.330-0130.570 | >500m đến ≤1.000m.
P=0446 | X=0113.090-0336.260 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0446 | X=0113.090-0361.410 | Y=0154.850-0166.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0446 | X=0113.090-0367.900 | Y=0166.370-0177.610 | Bàu Lùng đoạn từ Tỉnh lộ 769 đến Hết ranh thửa đất số 4
P=0446 | X=0113.090-0359.720 | Y=0177.650-0188.890 | tờ BĐĐC số 53 có hiện trạng là đường nhựa, bê tông xi
P=0446 | X=0113.090-0141.090 | Y=0189.170-0200.410 | măng:
P=0446 | X=0092.900-0109.540 | Y=0197.050-0206.370 | 172
P=0446 | X=0399.500-0424.550 | Y=0197.050-0206.370 | 1.500
P=0446 | X=0448.730-0473.780 | Y=0197.050-0206.370 | 1.100
P=0446 | X=0505.390-0522.030 | Y=0197.050-0206.370 | 900
P=0446 | X=0113.090-0354.200 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0446 | X=0113.090-0155.230 | Y=0220.110-0229.430 | >1.000m.
P=0446 | X=0113.090-0336.730 | Y=0235.750-0246.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0446 | X=0113.090-0359.000 | Y=0253.750-0264.990 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0446 | X=0113.090-0357.420 | Y=0265.270-0276.510 | thông ra Đường Bàu Lùng đoạn từ Tỉnh lộ 769 đến Hết
P=0446 | X=0113.090-0369.340 | Y=0276.790-0288.030 | ranh thửa đất số 4 tờ BĐĐC số 53 có hiện trạng là đường
P=0446 | X=0113.090-0216.200 | Y=0288.340-0299.580 | nhựa, bê tông xi măng:
P=0446 | X=0092.900-0109.540 | Y=0296.220-0305.540 | 173
P=0446 | X=0399.500-0424.550 | Y=0296.220-0305.540 | 2.000
P=0446 | X=0448.730-0473.780 | Y=0296.220-0305.540 | 1.400
P=0446 | X=0497.230-0522.280 | Y=0296.220-0305.540 | 1.200
P=0446 | X=0113.090-0344.170 | Y=0305.860-0317.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0446 | X=0113.090-0354.200 | Y=0323.380-0334.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0446 | X=0113.090-0146.610 | Y=0334.900-0346.140 | ≤500m.
P=0446 | X=0113.090-0359.000 | Y=0352.900-0364.140 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0446 | X=0113.090-0357.430 | Y=0364.180-0375.420 | thông ra Đường Bàu Lùng đoạn từ Tỉnh lộ 769 đến Hết
P=0446 | X=0113.090-0369.340 | Y=0375.720-0386.960 | ranh thửa đất số 4 tờ BĐĐC số 53 có hiện trạng là đường
P=0446 | X=0113.090-0216.200 | Y=0387.240-0398.480 | nhựa, bê tông xi măng:
P=0446 | X=0092.900-0344.640 | Y=0404.000-0416.000 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0446 | X=0399.500-0424.550 | Y=0404.000-0413.320 | 1.500
P=0446 | X=0448.730-0473.780 | Y=0404.000-0413.320 | 1.100
P=0446 | X=0505.390-0522.030 | Y=0404.000-0413.320 | 900
P=0446 | X=0113.090-0366.400 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0446 | X=0113.090-0208.060 | Y=0433.800-0445.040 | >500m đến ≤1.000m.
P=0446 | X=0113.090-0336.260 | Y=0451.340-0462.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0446 | X=0113.090-0359.000 | Y=0469.340-0480.580 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0446 | X=0113.090-0357.430 | Y=0480.860-0492.100 | thông ra Đường Bàu Lùng đoạn từ Tỉnh lộ 769 đến Hết
P=0446 | X=0113.090-0369.340 | Y=0492.380-0503.620 | ranh thửa đất số 4 tờ BĐĐC số 53 có hiện trạng là đường
P=0446 | X=0113.090-0216.230 | Y=0503.900-0515.140 | nhựa, bê tông xi măng:
P=0446 | X=0092.900-0109.540 | Y=0511.780-0521.100 | 175
P=0446 | X=0399.500-0424.550 | Y=0511.780-0521.100 | 1.400
P=0446 | X=0456.890-0473.530 | Y=0511.780-0521.100 | 980
P=0446 | X=0505.390-0522.030 | Y=0511.780-0521.100 | 840
P=0446 | X=0113.090-0354.200 | Y=0521.420-0532.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0446 | X=0113.090-0155.230 | Y=0534.850-0544.170 | >1.000m.
P=0446 | X=0113.090-0336.730 | Y=0550.250-0561.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0446 | X=0090.020-0311.630 | Y=0568.250-0579.490 | 176 Đường D1 trong khu dân cư Gam Sky World
P=0446 | X=0399.500-0424.550 | Y=0570.130-0579.450 | 7.000
P=0446 | X=0448.730-0473.780 | Y=0570.130-0579.450 | 4.900
P=0446 | X=0497.230-0522.280 | Y=0570.130-0579.450 | 4.200
P=0446 | X=0090.020-0346.680 | Y=0586.250-0597.490 | 177 Các đường còn lại trong khu dân cư Gam Sky World
P=0446 | X=0399.500-0424.550 | Y=0588.130-0597.450 | 5.800
P=0446 | X=0448.730-0473.780 | Y=0588.130-0597.450 | 4.100
P=0446 | X=0497.230-0522.280 | Y=0588.130-0597.450 | 3.500
