TABLE=034 | AREA=Xã Xuân Đông | SECTION=non-agricultural | SEGMENTS=1
P=1241 | X=0106.850-0396.940 | Y=0212.470-0223.710 | Đường Nguyễn Du đoạn từ Nguyễn Tri Phương đến Nguyễn Văn
P=1241 | X=0106.850-0335.530 | Y=0223.990-0235.230 | Linh có hiện trạng là đường nhựa, bê tông xi măng:
P=1241 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 348
P=1241 | X=0424.970-0450.020 | Y=0231.870-0241.190 | 3.100
P=1241 | X=0461.210-0486.260 | Y=0231.870-0241.190 | 2.200
P=1241 | X=0497.230-0522.280 | Y=0231.870-0241.190 | 1.900
P=1241 | X=0106.850-0329.790 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1241 | X=0106.850-0384.020 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1241 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1241 | X=0106.850-0396.940 | Y=0288.340-0299.580 | Đường Nguyễn Du đoạn từ Nguyễn Tri Phương đến Nguyễn Văn
P=1241 | X=0106.850-0335.560 | Y=0299.860-0311.100 | Linh có hiện trạng là đường nhựa, bê tông xi măng:
P=1241 | X=0090.020-0330.020 | Y=0317.380-0331.460 | 349 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1241 | X=0424.970-0450.020 | Y=0322.140-0331.460 | 2.300
P=1241 | X=0461.210-0486.260 | Y=0322.140-0331.460 | 1.600
P=1241 | X=0497.230-0522.280 | Y=0322.140-0331.460 | 1.400
P=1241 | X=0106.850-0413.270 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1241 | X=0106.850-0140.370 | Y=0346.420-0357.660 | ≤600m.
P=1241 | X=0106.850-0330.020 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1241 | X=0106.850-0392.110 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1241 | X=0106.850-0396.940 | Y=0393.000-0404.240 | Đường Nguyễn Du đoạn từ Nguyễn Tri Phương đến Nguyễn Văn
P=1241 | X=0106.850-0335.530 | Y=0404.520-0415.760 | Linh có hiện trạng là đường nhựa, bê tông xi măng:
P=1241 | X=0090.020-0106.660 | Y=0412.400-0421.720 | 350
P=1241 | X=0424.970-0450.020 | Y=0412.400-0421.720 | 1.400
P=1241 | X=0469.370-0486.010 | Y=0412.400-0421.720 | 980
P=1241 | X=0505.390-0522.030 | Y=0412.400-0421.720 | 840
P=1241 | X=0106.850-0384.260 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1241 | X=0106.850-0330.490 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1241 | X=0235.060-0315.080 | Y=0457.340-0468.580 | Đường ba Đường
P=1241 | X=0321.720-0411.340 | Y=0463.100-0474.340 | Đường Nguyễn Văn
P=1241 | X=0090.020-0212.560 | Y=0468.860-0480.100 | 351 Đường Nguyễn Khuyến
P=1241 | X=0235.060-0316.820 | Y=0470.740-0480.060 | nhựa mặt tiền chợ
P=1241 | X=0424.970-0450.020 | Y=0470.740-0480.060 | 5.600
P=1241 | X=0461.210-0486.260 | Y=0470.740-0480.060 | 3.900
P=1241 | X=0497.230-0522.280 | Y=0470.740-0480.060 | 3.400
P=1241 | X=0321.720-0340.760 | Y=0476.500-0485.820 | Linh
P=1241 | X=0235.060-0252.180 | Y=0482.260-0491.580 | mới
P=1241 | X=0106.850-0392.390 | Y=0498.140-0509.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1241 | X=0106.850-0384.700 | Y=0509.660-0520.900 | Khuyến đoạn từ Đường ba Đường nhựa mặt tiền chợ mới đến
P=1241 | X=0106.850-0396.920 | Y=0521.180-0532.420 | Đường Nguyễn Văn Linh có hiện trạng là đường nhựa, bê tông xi
P=1241 | X=0090.020-0134.850 | Y=0534.370-0544.170 | 352 măng:
P=1241 | X=0424.970-0450.020 | Y=0534.850-0544.170 | 3.400
P=1241 | X=0461.210-0486.260 | Y=0534.850-0544.170 | 2.400
P=1241 | X=0497.230-0522.280 | Y=0534.850-0544.170 | 2.000
P=1241 | X=0106.850-0329.760 | Y=0550.010-0561.250 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1241 | X=0106.850-0384.020 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1241 | X=0106.850-0392.390 | Y=0585.290-0596.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1241 | X=0106.850-0384.700 | Y=0596.810-0608.050 | Khuyến đoạn từ Đường ba Đường nhựa mặt tiền chợ mới đến
P=1241 | X=0106.850-0396.920 | Y=0608.330-0619.570 | Đường Nguyễn Văn Linh có hiện trạng là đường nhựa, bê tông xi
P=1241 | X=0106.850-0134.850 | Y=0619.870-0631.110 | măng:
P=1241 | X=0090.020-0330.020 | Y=0636.390-0648.630 | 353 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1241 | X=0424.970-0450.020 | Y=0636.390-0645.710 | 2.500
P=1241 | X=0461.210-0486.260 | Y=0636.390-0645.710 | 1.800
P=1241 | X=0497.230-0522.280 | Y=0636.390-0645.710 | 1.500
P=1241 | X=0106.850-0413.270 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1241 | X=0106.850-0140.370 | Y=0666.430-0677.670 | ≤600m.
P=1241 | X=0106.850-0330.020 | Y=0683.950-0695.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1241 | X=0090.020-0392.390 | Y=0701.730-0712.970 | 354 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1241 | X=0424.970-0450.020 | Y=0703.620-0712.940 | 1.600
P=1241 | X=0461.210-0486.260 | Y=0703.620-0712.940 | 1.100
P=1241 | X=0505.390-0522.030 | Y=0703.620-0712.940 | 960
P=1242 | X=0106.850-0384.700 | Y=0072.500-0083.740 | Khuyến đoạn từ Đường ba Đường nhựa mặt tiền chợ mới đến
P=1242 | X=0106.850-0396.920 | Y=0084.020-0095.260 | Đường Nguyễn Văn Linh có hiện trạng là đường nhựa, bê tông xi
P=1242 | X=0106.850-0134.850 | Y=0095.540-0106.780 | măng:
P=1242 | X=0106.850-0384.260 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1242 | X=0106.850-0330.490 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1242 | X=0106.850-0392.110 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1242 | X=0106.850-0396.940 | Y=0159.650-0170.890 | Đường Nguyễn Khuyến đoạn từ Đường ba Đường nhựa mặt tiền
P=1242 | X=0106.850-0410.230 | Y=0171.170-0182.410 | chợ mới đến Đường Nguyễn Văn Linh có hiện trạng là đường nhựa,
P=1242 | X=0090.020-0180.930 | Y=0182.690-0194.130 | 355 bê tông xi măng:
P=1242 | X=0424.970-0450.020 | Y=0184.810-0194.130 | 3.100
P=1242 | X=0461.210-0486.260 | Y=0184.810-0194.130 | 2.200
P=1242 | X=0497.230-0522.280 | Y=0184.810-0194.130 | 1.900
P=1242 | X=0106.850-0329.760 | Y=0200.230-0211.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1242 | X=0106.850-0384.020 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1242 | X=0106.850-0392.110 | Y=0235.510-0246.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1242 | X=0106.850-0396.940 | Y=0247.030-0258.270 | Đường Nguyễn Khuyến đoạn từ Đường ba Đường nhựa mặt tiền
P=1242 | X=0106.850-0410.230 | Y=0258.550-0269.790 | chợ mới đến Đường Nguyễn Văn Linh có hiện trạng là đường nhựa,
P=1242 | X=0106.850-0180.930 | Y=0270.070-0281.310 | bê tông xi măng:
P=1242 | X=0090.020-0330.020 | Y=0286.620-0298.860 | 356 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1242 | X=0424.970-0450.020 | Y=0286.620-0295.940 | 2.300
P=1242 | X=0461.210-0486.260 | Y=0286.620-0295.940 | 1.600
P=1242 | X=0497.230-0522.280 | Y=0286.620-0295.940 | 1.400
P=1242 | X=0106.850-0413.270 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1242 | X=0106.850-0140.370 | Y=0316.660-0327.900 | ≤600m.
P=1242 | X=0106.850-0330.020 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1242 | X=0106.850-0392.110 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1242 | X=0106.850-0396.940 | Y=0363.220-0374.460 | Đường Nguyễn Khuyến đoạn từ Đường ba Đường nhựa mặt tiền
P=1242 | X=0106.850-0410.230 | Y=0374.760-0386.000 | chợ mới đến Đường Nguyễn Văn Linh có hiện trạng là đường nhựa,
P=1242 | X=0090.020-0180.930 | Y=0386.280-0397.720 | 357 bê tông xi măng:
P=1242 | X=0424.970-0450.020 | Y=0388.400-0397.720 | 1.400
P=1242 | X=0469.370-0486.010 | Y=0388.400-0397.720 | 980
P=1242 | X=0505.390-0522.030 | Y=0388.400-0397.720 | 840
P=1242 | X=0106.850-0384.260 | Y=0403.800-0415.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1242 | X=0106.850-0330.490 | Y=0421.320-0432.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1242 | X=0235.060-0406.780 | Y=0439.080-0450.320 | Đường Nguyễn Tri Đường Hoàng Hoa
P=1242 | X=0090.020-0211.560 | Y=0444.840-0456.080 | 358 Đường Phan Chu Trinh
P=1242 | X=0424.970-0450.020 | Y=0446.720-0456.040 | 6.700
P=1242 | X=0461.210-0486.260 | Y=0446.720-0456.040 | 4.700
P=1242 | X=0497.230-0522.280 | Y=0446.720-0456.040 | 4.000
P=1242 | X=0235.060-0271.850 | Y=0450.620-0461.860 | Phương
P=1242 | X=0321.720-0347.150 | Y=0452.500-0461.820 | Thám
P=1242 | X=0106.850-0402.450 | Y=0468.380-0479.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu
P=1242 | X=0106.850-0399.580 | Y=0479.900-0491.140 | Trinh đoạn từ Đường Nguyễn Tri Phương đến Đường Hoàng Hoa
P=1242 | X=0106.850-0342.020 | Y=0491.420-0502.660 | Thám có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0090.020-0106.660 | Y=0499.300-0508.620 | 359
P=1242 | X=0424.970-0450.020 | Y=0499.300-0508.620 | 3.400
P=1242 | X=0461.210-0486.260 | Y=0499.300-0508.620 | 2.400
P=1242 | X=0497.230-0522.280 | Y=0499.300-0508.620 | 2.000
P=1242 | X=0106.850-0329.760 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1242 | X=0106.850-0384.020 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1242 | X=0106.850-0402.470 | Y=0544.010-0555.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu
P=1242 | X=0106.850-0399.580 | Y=0555.530-0566.770 | Trinh đoạn từ Đường Nguyễn Tri Phương đến Đường Hoàng Hoa
P=1242 | X=0106.850-0342.020 | Y=0567.050-0578.290 | Thám có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0090.020-0330.020 | Y=0584.570-0598.890 | 360 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1242 | X=0424.970-0450.020 | Y=0589.570-0598.890 | 2.500
P=1242 | X=0461.210-0486.260 | Y=0589.570-0598.890 | 1.800
P=1242 | X=0497.230-0522.280 | Y=0589.570-0598.890 | 1.500
P=1242 | X=0106.850-0413.270 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1242 | X=0106.850-0140.370 | Y=0613.610-0624.850 | ≤600m.
P=1242 | X=0106.850-0330.020 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1242 | X=0106.850-0402.450 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Chu
P=1242 | X=0106.850-0399.580 | Y=0660.430-0671.670 | Trinh đoạn từ Đường Nguyễn Tri Phương đến Đường Hoàng Hoa
P=1242 | X=0106.850-0342.020 | Y=0671.950-0683.190 | Thám có hiện trạng là đường nhựa, bê tông xi măng:
P=1242 | X=0090.020-0106.660 | Y=0679.830-0689.150 | 361
P=1242 | X=0424.970-0450.020 | Y=0679.830-0689.150 | 1.600
P=1242 | X=0461.210-0486.260 | Y=0679.830-0689.150 | 1.100
P=1242 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 960
P=1242 | X=0106.850-0384.280 | Y=0689.470-0700.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1242 | X=0106.850-0330.490 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1243 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1243 | X=0106.850-0393.580 | Y=0090.020-0101.260 | Đường Phan Chu Trinh đoạn từ Đường Nguyễn Tri Phương đến
P=1243 | X=0106.850-0399.310 | Y=0101.540-0112.780 | Đường Hoàng Hoa Thám có hiện trạng là đường nhựa, bê tông xi
P=1243 | X=0090.020-0134.850 | Y=0113.060-0124.500 | 362 măng:
P=1243 | X=0424.970-0450.020 | Y=0115.180-0124.500 | 3.100
P=1243 | X=0461.210-0486.260 | Y=0115.180-0124.500 | 2.200
P=1243 | X=0497.230-0522.280 | Y=0115.180-0124.500 | 1.900
P=1243 | X=0106.850-0329.760 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1243 | X=0106.850-0384.020 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1243 | X=0106.850-0392.110 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1243 | X=0106.850-0393.580 | Y=0177.170-0188.410 | Đường Phan Chu Trinh đoạn từ Đường Nguyễn Tri Phương đến
P=1243 | X=0106.850-0399.320 | Y=0188.690-0199.930 | Đường Hoàng Hoa Thám có hiện trạng là đường nhựa, bê tông xi
P=1243 | X=0106.850-0134.850 | Y=0200.230-0211.470 | măng:
P=1243 | X=0090.020-0330.020 | Y=0216.990-0228.990 | 363 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1243 | X=0424.970-0450.020 | Y=0216.990-0226.310 | 2.300
P=1243 | X=0461.210-0486.260 | Y=0216.990-0226.310 | 1.600
P=1243 | X=0497.230-0522.270 | Y=0216.990-0226.310 | 1.400
P=1243 | X=0106.850-0413.270 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1243 | X=0106.850-0140.370 | Y=0246.790-0258.030 | ≤600m.
P=1243 | X=0106.850-0330.020 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1243 | X=0106.850-0392.110 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1243 | X=0106.850-0393.580 | Y=0293.620-0304.860 | Đường Phan Chu Trinh đoạn từ Đường Nguyễn Tri Phương đến
P=1243 | X=0106.850-0399.320 | Y=0305.140-0316.380 | Đường Hoàng Hoa Thám có hiện trạng là đường nhựa, bê tông xi
P=1243 | X=0090.020-0134.850 | Y=0316.660-0328.100 | 364 măng:
P=1243 | X=0424.970-0450.020 | Y=0318.780-0328.100 | 1.400
P=1243 | X=0469.370-0486.010 | Y=0318.780-0328.100 | 980
P=1243 | X=0505.390-0522.030 | Y=0318.780-0328.100 | 840
P=1243 | X=0106.850-0384.260 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1243 | X=0106.850-0330.490 | Y=0351.460-0362.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1243 | X=0235.060-0304.040 | Y=0369.240-0380.480 | Đường Nguyễn
P=1243 | X=0321.720-0392.190 | Y=0369.240-0380.480 | Đường vào chợ
P=1243 | X=0090.020-0208.700 | Y=0375.000-0386.240 | 365 Đường Phan Bội Châu
P=1243 | X=0424.970-0450.020 | Y=0376.880-0386.200 | 5.600
P=1243 | X=0461.210-0486.260 | Y=0376.880-0386.200 | 3.900
P=1243 | X=0497.230-0522.280 | Y=0376.880-0386.200 | 3.400
P=1243 | X=0235.060-0274.730 | Y=0380.760-0392.000 | Văn Linh
P=1243 | X=0321.720-0371.150 | Y=0382.640-0391.960 | Trảng Bom
P=1243 | X=0106.850-0398.620 | Y=0398.520-0409.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Bội
P=1243 | X=0106.850-0403.660 | Y=0410.040-0421.280 | Châu đoạn từ Đường Nguyễn Văn Linh đến Đường vào chợ Trảng
P=1243 | X=0106.850-0337.200 | Y=0421.560-0432.800 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1243 | X=0090.020-0106.660 | Y=0429.440-0438.760 | 366
P=1243 | X=0424.970-0450.020 | Y=0429.440-0438.760 | 3.400
P=1243 | X=0461.210-0486.260 | Y=0429.440-0438.760 | 2.400
P=1243 | X=0497.230-0522.280 | Y=0429.440-0438.760 | 2.000
P=1243 | X=0106.850-0329.760 | Y=0439.080-0450.320 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1243 | X=0106.850-0384.020 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1243 | X=0106.850-0398.620 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Bội
P=1243 | X=0106.850-0403.660 | Y=0485.900-0497.140 | Châu đoạn từ Đường Nguyễn Văn Linh đến Đường vào chợ Trảng
P=1243 | X=0106.850-0337.200 | Y=0497.420-0508.660 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1243 | X=0090.020-0330.020 | Y=0514.940-0529.020 | 367 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1243 | X=0424.970-0450.020 | Y=0519.700-0529.020 | 2.500
P=1243 | X=0461.210-0486.260 | Y=0519.700-0529.020 | 1.800
P=1243 | X=0497.230-0522.280 | Y=0519.700-0529.020 | 1.500
P=1243 | X=0106.850-0413.270 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1243 | X=0106.850-0140.370 | Y=0543.770-0555.010 | ≤600m.
P=1243 | X=0106.850-0330.020 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1243 | X=0106.850-0398.620 | Y=0579.050-0590.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phan Bội
P=1243 | X=0106.850-0403.660 | Y=0590.570-0601.810 | Châu đoạn từ Đường Nguyễn Văn Linh đến Đường vào chợ Trảng
P=1243 | X=0106.850-0337.200 | Y=0602.090-0613.330 | Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1243 | X=0090.020-0106.660 | Y=0609.970-0619.290 | 368
P=1243 | X=0424.970-0450.020 | Y=0609.970-0619.290 | 1.600
P=1243 | X=0461.210-0486.260 | Y=0609.970-0619.290 | 1.100
P=1243 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 960
P=1243 | X=0106.850-0384.280 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1243 | X=0106.850-0330.490 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1243 | X=0106.850-0392.110 | Y=0654.910-0666.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1243 | X=0106.850-0413.750 | Y=0666.430-0677.670 | Đường Phan Bội Châu đoạn từ Đường Nguyễn Văn Linh đến Đường
P=1243 | X=0090.020-0404.900 | Y=0676.950-0689.190 | 369 vào chợ Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1243 | X=0424.970-0450.020 | Y=0676.950-0686.270 | 3.100
P=1243 | X=0461.210-0486.260 | Y=0676.950-0686.270 | 2.200
P=1243 | X=0497.230-0522.280 | Y=0676.950-0686.270 | 1.900
P=1243 | X=0106.850-0329.760 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1244 | X=0106.850-0384.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1244 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1244 | X=0106.850-0413.750 | Y=0107.780-0119.020 | Đường Phan Bội Châu đoạn từ Đường Nguyễn Văn Linh đến Đường
P=1244 | X=0106.850-0404.900 | Y=0119.330-0130.570 | vào chợ Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1244 | X=0090.020-0330.020 | Y=0136.850-0150.930 | 370 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1244 | X=0424.970-0450.020 | Y=0141.610-0150.930 | 2.300
P=1244 | X=0461.210-0486.260 | Y=0141.610-0150.930 | 1.600
P=1244 | X=0497.230-0522.270 | Y=0141.610-0150.930 | 1.400
P=1244 | X=0106.850-0413.270 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
