TABLE=008 | AREA=Phường Tân Triều | SECTION=non-agricultural | SEGMENTS=1
P=0297 | X=0288.340-0363.800 | Y=0421.560-0432.800 | Đến hết Km+200
P=0297 | X=0388.940-0413.990 | Y=0423.440-0432.760 | 6.300
P=0297 | X=0439.370-0464.420 | Y=0423.440-0432.760 | 4.400
P=0297 | X=0497.230-0522.280 | Y=0423.440-0432.760 | 3.800
P=0297 | X=0122.210-0336.440 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0297 | X=0122.210-0338.440 | Y=0450.860-0462.100 | Hương lộ 9 đoạn từ Đường tỉnh 768 đến đến hết
P=0297 | X=0122.210-0338.820 | Y=0462.380-0473.620 | Km+200 có hiện trạng là đường nhựa, bê tông xi
P=0297 | X=0122.210-0150.210 | Y=0473.900-0485.140 | măng:
P=0297 | X=0097.730-0114.370 | Y=0481.780-0491.100 | 212
P=0297 | X=0388.940-0413.990 | Y=0481.780-0491.100 | 3.200
P=0297 | X=0439.370-0464.420 | Y=0481.780-0491.100 | 2.200
P=0297 | X=0497.230-0522.280 | Y=0481.780-0491.100 | 1.900
P=0297 | X=0122.210-0353.290 | Y=0491.420-0502.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0297 | X=0122.210-0363.330 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0297 | X=0122.210-0155.730 | Y=0520.220-0531.460 | ≤500m.
P=0297 | X=0122.210-0336.440 | Y=0538.010-0549.250 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0297 | X=0122.210-0338.440 | Y=0549.530-0560.770 | Hương lộ 9 đoạn từ Đường tỉnh 768 đến đến hết
P=0297 | X=0122.210-0338.820 | Y=0561.050-0572.290 | Km+200 có hiện trạng là đường nhựa, bê tông xi
P=0297 | X=0122.210-0150.210 | Y=0572.570-0583.810 | măng:
P=0297 | X=0097.730-0353.760 | Y=0589.330-0601.330 | 213 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0297 | X=0388.940-0413.990 | Y=0589.330-0598.650 | 1.900
P=0297 | X=0439.370-0464.420 | Y=0589.330-0598.650 | 1.300
P=0297 | X=0497.230-0522.280 | Y=0589.330-0598.650 | 1.100
P=0297 | X=0122.210-0363.320 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0297 | X=0122.210-0229.420 | Y=0619.150-0630.390 | từ >500m đến ≤1.000m.
P=0297 | X=0122.210-0345.380 | Y=0636.670-0647.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0297 | X=0122.210-0336.440 | Y=0654.430-0665.670 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0297 | X=0122.210-0338.440 | Y=0665.950-0677.190 | Hương lộ 9 đoạn từ Đường tỉnh 768 đến đến hết
P=0297 | X=0097.730-0338.850 | Y=0677.470-0691.550 | 214 Km+200 có hiện trạng là đường nhựa, bê tông xi
P=0297 | X=0388.940-0413.990 | Y=0682.230-0691.550 | 1.500
P=0297 | X=0439.370-0464.420 | Y=0682.230-0691.550 | 1.100
P=0297 | X=0505.390-0522.030 | Y=0682.230-0691.550 | 900
P=0297 | X=0122.210-0150.210 | Y=0688.750-0699.990 | măng:
P=0297 | X=0122.210-0363.320 | Y=0706.290-0717.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0298 | X=0122.210-0164.350 | Y=0074.380-0083.700 | >1.000m.
P=0298 | X=0122.210-0345.850 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0298 | X=0122.210-0368.120 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0298 | X=0122.210-0361.420 | Y=0119.330-0130.570 | thông ra Hương lộ 9 đoạn từ Đường tỉnh 768 đến đến
P=0298 | X=0122.210-0355.400 | Y=0130.850-0142.090 | hết Km+200 có hiện trạng là đường nhựa, bê tông xi
P=0298 | X=0122.210-0150.210 | Y=0142.370-0153.610 | măng:
P=0298 | X=0097.730-0114.370 | Y=0150.250-0159.570 | 215
P=0298 | X=0388.940-0413.990 | Y=0150.250-0159.570 | 2.900
P=0298 | X=0439.370-0464.420 | Y=0150.250-0159.570 | 2.000
P=0298 | X=0497.230-0522.280 | Y=0150.250-0159.570 | 1.700
P=0298 | X=0122.210-0353.290 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0298 | X=0122.210-0363.320 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0298 | X=0122.210-0155.730 | Y=0188.690-0199.930 | ≤500m.
P=0298 | X=0122.210-0368.120 | Y=0206.470-0217.710 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0298 | X=0122.210-0361.420 | Y=0217.990-0229.230 | thông ra Hương lộ 9 đoạn từ Đường tỉnh 768 đến đến
P=0298 | X=0122.210-0355.400 | Y=0229.510-0240.750 | hết Km+200 có hiện trạng là đường nhựa, bê tông xi
P=0298 | X=0122.210-0150.210 | Y=0241.030-0252.270 | măng:
P=0298 | X=0097.730-0353.760 | Y=0257.550-0269.790 | 216 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0298 | X=0388.940-0413.980 | Y=0257.550-0266.870 | 1.700
P=0298 | X=0439.370-0464.420 | Y=0257.550-0266.870 | 1.200
P=0298 | X=0497.230-0522.280 | Y=0257.550-0266.870 | 1.000
P=0298 | X=0122.210-0363.320 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0298 | X=0122.210-0229.420 | Y=0287.620-0298.860 | từ >500m đến ≤1.000m.
P=0298 | X=0122.210-0345.380 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0298 | X=0122.210-0368.120 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0298 | X=0122.210-0361.420 | Y=0334.420-0345.660 | thông ra Hương lộ 9 đoạn từ Đường tỉnh 768 đến đến
P=0298 | X=0122.210-0355.400 | Y=0345.700-0356.940 | hết Km+200 có hiện trạng là đường nhựa, bê tông xi
P=0298 | X=0122.210-0150.210 | Y=0357.220-0368.460 | măng:
P=0298 | X=0097.730-0114.370 | Y=0365.100-0374.420 | 217
P=0298 | X=0388.940-0413.990 | Y=0365.100-0374.420 | 1.400
P=0298 | X=0447.530-0464.170 | Y=0365.100-0374.420 | 980
P=0298 | X=0505.390-0522.030 | Y=0365.100-0374.420 | 840
P=0298 | X=0122.210-0363.320 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0298 | X=0122.210-0164.350 | Y=0388.160-0397.480 | >1.000m.
P=0298 | X=0122.210-0345.850 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0298 | X=0288.340-0344.600 | Y=0423.440-0432.760 | Nhà thờ Tân
P=0298 | X=0097.730-0172.950 | Y=0427.320-0438.560 | 218 Hương lộ 9
P=0298 | X=0196.630-0272.100 | Y=0427.320-0438.560 | Đến hết Km+200
P=0298 | X=0388.940-0413.990 | Y=0429.200-0438.520 | 5.700
P=0298 | X=0439.370-0464.420 | Y=0429.200-0438.520 | 4.000
P=0298 | X=0497.230-0522.280 | Y=0429.200-0438.520 | 3.400
P=0298 | X=0288.340-0311.480 | Y=0434.960-0444.280 | Triều
P=0298 | X=0122.210-0336.440 | Y=0450.860-0462.100 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0298 | X=0122.210-0366.680 | Y=0462.380-0473.620 | Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà thờ Tân
P=0298 | X=0122.210-0354.760 | Y=0473.900-0485.140 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0298 | X=0097.730-0114.370 | Y=0487.540-0496.860 | 219
P=0298 | X=0388.940-0413.990 | Y=0487.540-0496.860 | 2.800
P=0298 | X=0439.370-0464.420 | Y=0487.540-0496.860 | 2.000
P=0298 | X=0497.230-0522.280 | Y=0487.540-0496.860 | 1.700
P=0298 | X=0122.210-0353.290 | Y=0491.420-0502.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0298 | X=0122.210-0363.320 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0298 | X=0122.210-0155.730 | Y=0520.220-0531.460 | ≤500m.
P=0298 | X=0122.210-0336.440 | Y=0538.010-0549.250 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0298 | X=0122.210-0366.680 | Y=0549.530-0560.770 | Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà thờ Tân
P=0298 | X=0122.210-0354.730 | Y=0561.050-0572.290 | Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0298 | X=0097.730-0353.760 | Y=0578.570-0592.890 | 220 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0298 | X=0388.940-0413.990 | Y=0583.570-0592.890 | 1.600
P=0298 | X=0439.370-0464.420 | Y=0583.570-0592.890 | 1.100
P=0298 | X=0505.390-0522.030 | Y=0583.570-0592.890 | 960
P=0298 | X=0122.210-0363.320 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0298 | X=0122.210-0229.420 | Y=0607.610-0618.850 | từ >500m đến ≤1.000m.
P=0298 | X=0122.210-0345.380 | Y=0625.150-0636.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0298 | X=0122.210-0336.440 | Y=0642.910-0654.150 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0298 | X=0122.210-0366.680 | Y=0654.430-0665.670 | Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà thờ Tân
P=0298 | X=0097.730-0354.730 | Y=0665.950-0680.030 | 221 Triều có hiện trạng là đường nhựa, bê tông xi măng:
P=0298 | X=0388.940-0413.990 | Y=0670.710-0680.030 | 1.300
P=0298 | X=0447.530-0464.170 | Y=0670.710-0680.030 | 910
P=0298 | X=0505.390-0522.030 | Y=0670.710-0680.030 | 780
P=0298 | X=0122.210-0363.320 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0298 | X=0122.210-0164.350 | Y=0696.630-0705.950 | >1.000m.
P=0299 | X=0122.210-0345.850 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0299 | X=0122.210-0368.120 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0299 | X=0122.210-0368.120 | Y=0107.780-0119.020 | thông ra Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà
P=0299 | X=0122.210-0361.640 | Y=0119.330-0130.570 | thờ Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0299 | X=0122.210-0150.210 | Y=0130.850-0142.090 | măng:
P=0299 | X=0097.730-0114.370 | Y=0138.730-0148.050 | 222
P=0299 | X=0388.940-0413.990 | Y=0138.730-0148.050 | 2.500
P=0299 | X=0439.370-0464.420 | Y=0138.730-0148.050 | 1.800
P=0299 | X=0497.230-0522.280 | Y=0138.730-0148.050 | 1.500
P=0299 | X=0122.210-0353.290 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0299 | X=0122.210-0363.320 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0299 | X=0122.210-0155.730 | Y=0177.170-0188.410 | ≤500m.
P=0299 | X=0122.210-0368.120 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0299 | X=0122.210-0368.120 | Y=0206.470-0217.710 | thông ra Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà
P=0299 | X=0122.210-0361.640 | Y=0217.990-0229.230 | thờ Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0299 | X=0122.210-0150.210 | Y=0229.510-0240.750 | măng:
P=0299 | X=0097.730-0353.760 | Y=0246.270-0258.270 | 223 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0299 | X=0388.940-0413.990 | Y=0246.270-0255.590 | 1.400
P=0299 | X=0447.530-0464.170 | Y=0246.270-0255.590 | 980
P=0299 | X=0505.390-0522.030 | Y=0246.270-0255.590 | 840
P=0299 | X=0122.210-0363.320 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0299 | X=0122.210-0229.420 | Y=0276.070-0287.310 | từ >500m đến ≤1.000m.
P=0299 | X=0122.210-0345.380 | Y=0293.620-0304.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0299 | X=0122.210-0368.120 | Y=0311.380-0322.620 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0299 | X=0122.210-0368.120 | Y=0322.900-0334.140 | thông ra Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà
P=0299 | X=0122.210-0361.640 | Y=0334.420-0345.660 | thờ Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0299 | X=0122.210-0150.210 | Y=0345.700-0356.940 | măng:
P=0299 | X=0097.730-0114.370 | Y=0353.580-0362.900 | 224
P=0299 | X=0388.940-0413.990 | Y=0353.580-0362.900 | 1.200
P=0299 | X=0447.530-0464.170 | Y=0353.580-0362.900 | 840
P=0299 | X=0505.390-0522.030 | Y=0353.580-0362.900 | 720
P=0299 | X=0122.210-0363.320 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0299 | X=0122.210-0164.350 | Y=0376.640-0385.960 | >1.000m.
P=0299 | X=0122.210-0348.530 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0299 | X=0288.340-0351.800 | Y=0411.920-0421.240 | Hết Miếu Ngói
P=0299 | X=0097.730-0172.950 | Y=0415.800-0427.040 | 225 Hương lộ 9
P=0299 | X=0196.630-0278.590 | Y=0417.680-0427.000 | Nhà thờ Tân Triều
P=0299 | X=0388.940-0413.990 | Y=0417.680-0427.000 | 5.100
P=0299 | X=0439.370-0464.420 | Y=0417.680-0427.000 | 3.600
P=0299 | X=0497.230-0522.280 | Y=0417.680-0427.000 | 3.100
P=0299 | X=0288.340-0332.610 | Y=0421.560-0432.800 | Vĩnh Hiệp
P=0299 | X=0122.210-0336.440 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0299 | X=0122.210-0356.840 | Y=0450.860-0462.100 | Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến Hết Miếu
P=0299 | X=0122.210-0368.350 | Y=0462.380-0473.620 | Ngói Vĩnh Hiệp có hiện trạng là đường nhựa, bê tông xi
P=0299 | X=0122.210-0150.210 | Y=0473.900-0485.140 | măng:
P=0299 | X=0097.730-0114.370 | Y=0481.780-0491.100 | 226
P=0299 | X=0388.940-0413.990 | Y=0481.780-0491.100 | 2.500
P=0299 | X=0439.370-0464.410 | Y=0481.780-0491.100 | 1.800
P=0299 | X=0497.230-0522.280 | Y=0481.780-0491.100 | 1.500
P=0299 | X=0122.210-0353.290 | Y=0491.420-0502.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0299 | X=0122.210-0363.320 | Y=0508.940-0520.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0299 | X=0122.210-0155.730 | Y=0520.220-0531.460 | ≤500m.
P=0299 | X=0122.210-0336.440 | Y=0538.010-0549.250 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0299 | X=0122.210-0356.840 | Y=0549.530-0560.770 | Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến Hết Miếu
P=0299 | X=0122.210-0368.350 | Y=0561.050-0572.290 | Ngói Vĩnh Hiệp có hiện trạng là đường nhựa, bê tông xi
P=0299 | X=0122.210-0150.210 | Y=0572.570-0583.810 | măng:
P=0299 | X=0097.730-0353.760 | Y=0589.330-0601.330 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0299 | X=0388.940-0413.990 | Y=0589.330-0598.650 | 1.500
P=0299 | X=0439.370-0464.420 | Y=0589.330-0598.650 | 1.100
P=0299 | X=0505.390-0522.030 | Y=0589.330-0598.650 | 900
P=0299 | X=0122.210-0363.320 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0299 | X=0122.210-0229.420 | Y=0619.150-0630.390 | từ >500m đến ≤1.000m.
P=0299 | X=0122.210-0345.380 | Y=0636.670-0647.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0299 | X=0122.210-0336.440 | Y=0654.430-0665.670 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0299 | X=0122.210-0356.840 | Y=0665.950-0677.190 | Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến Hết Miếu
P=0299 | X=0097.730-0368.360 | Y=0677.470-0691.550 | 228 Ngói Vĩnh Hiệp có hiện trạng là đường nhựa, bê tông xi
P=0299 | X=0388.940-0413.990 | Y=0682.230-0691.550 | 1.300
P=0299 | X=0447.530-0464.170 | Y=0682.230-0691.550 | 910
P=0299 | X=0505.390-0522.030 | Y=0682.230-0691.550 | 780
P=0299 | X=0122.210-0150.210 | Y=0688.750-0699.990 | măng:
P=0299 | X=0122.210-0363.320 | Y=0706.290-0717.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0300 | X=0122.210-0164.350 | Y=0074.380-0083.700 | >1.000m.
P=0300 | X=0122.210-0345.850 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0300 | X=0122.210-0368.120 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0300 | X=0122.210-0353.490 | Y=0119.330-0130.570 | thông ra Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến
P=0300 | X=0122.210-0365.350 | Y=0130.850-0142.090 | Hết Miếu Ngói Vĩnh Hiệp có hiện trạng là đường nhựa,
P=0300 | X=0122.210-0196.290 | Y=0142.370-0153.610 | bê tông xi măng:
P=0300 | X=0097.730-0114.370 | Y=0150.250-0159.570 | 229
P=0300 | X=0388.940-0413.990 | Y=0150.250-0159.570 | 2.300
P=0300 | X=0439.370-0464.420 | Y=0150.250-0159.570 | 1.600
P=0300 | X=0497.230-0522.280 | Y=0150.250-0159.570 | 1.400
P=0300 | X=0122.210-0353.290 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0300 | X=0122.210-0363.320 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0300 | X=0122.210-0155.730 | Y=0188.690-0199.930 | ≤500m.
P=0300 | X=0122.210-0368.120 | Y=0206.470-0217.710 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0300 | X=0122.210-0353.490 | Y=0217.990-0229.230 | thông ra Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến
P=0300 | X=0122.210-0365.350 | Y=0229.510-0240.750 | Hết Miếu Ngói Vĩnh Hiệp có hiện trạng là đường nhựa,
P=0300 | X=0122.210-0196.290 | Y=0241.030-0252.270 | bê tông xi măng:
P=0300 | X=0097.730-0353.760 | Y=0257.550-0269.790 | 230 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0300 | X=0388.940-0413.990 | Y=0257.550-0266.870 | 1.400
P=0300 | X=0447.530-0464.170 | Y=0257.550-0266.870 | 980
P=0300 | X=0505.390-0522.030 | Y=0257.550-0266.870 | 840
P=0300 | X=0122.210-0363.320 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0300 | X=0122.210-0229.420 | Y=0287.620-0298.860 | từ >500m đến ≤1.000m.
P=0300 | X=0122.210-0345.390 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0300 | X=0122.210-0368.120 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0300 | X=0122.210-0353.490 | Y=0334.420-0345.660 | thông ra Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến
P=0300 | X=0122.210-0365.350 | Y=0345.700-0356.940 | Hết Miếu Ngói Vĩnh Hiệp có hiện trạng là đường nhựa,
P=0300 | X=0122.210-0196.290 | Y=0357.220-0368.460 | bê tông xi măng:
P=0300 | X=0097.730-0114.370 | Y=0365.100-0374.420 | 231
P=0300 | X=0388.940-0413.990 | Y=0365.100-0374.420 | 1.200
P=0300 | X=0447.530-0464.170 | Y=0365.100-0374.420 | 840
P=0300 | X=0505.390-0522.030 | Y=0365.100-0374.420 | 720
P=0300 | X=0122.210-0363.320 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0300 | X=0122.210-0164.350 | Y=0388.160-0397.480 | >1.000m.
P=0300 | X=0122.210-0348.530 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0300 | X=0122.210-0185.180 | Y=0421.560-0432.800 | Đường Thành
P=0300 | X=0288.340-0355.390 | Y=0421.560-0432.800 | Miếu ngói Vĩnh
P=0300 | X=0196.630-0285.060 | Y=0427.320-0438.560 | Đường Hương Lộ 9
P=0300 | X=0097.730-0114.370 | Y=0429.200-0438.520 | 232
P=0300 | X=0388.940-0413.990 | Y=0429.200-0438.520 | 6.500
P=0300 | X=0439.370-0464.420 | Y=0429.200-0438.520 | 4.600
P=0300 | X=0497.230-0522.280 | Y=0429.200-0438.520 | 3.900
P=0300 | X=0122.210-0193.110 | Y=0433.080-0444.320 | Đức - Tân Triều
P=0300 | X=0288.340-0309.080 | Y=0434.960-0444.280 | Hiệp
P=0300 | X=0122.210-0336.440 | Y=0450.860-0462.100 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0300 | X=0122.210-0364.520 | Y=0462.380-0473.620 | Đường Thành Đức - Tân Triều đoạn từ Đường Hương
P=0300 | X=0122.210-0358.040 | Y=0473.900-0485.140 | Lộ 9 đến Miếu ngói Vĩnh Hiệp có hiện trạng là đường
P=0300 | X=0122.210-0225.320 | Y=0485.420-0496.660 | nhựa, bê tông xi măng:
P=0300 | X=0097.730-0114.370 | Y=0493.300-0502.620 | 233
P=0300 | X=0388.940-0413.990 | Y=0493.300-0502.620 | 2.900
P=0300 | X=0439.370-0464.420 | Y=0493.300-0502.620 | 2.000
P=0300 | X=0497.230-0522.280 | Y=0493.300-0502.620 | 1.700
P=0300 | X=0122.210-0353.290 | Y=0502.940-0514.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0300 | X=0122.210-0363.320 | Y=0520.220-0531.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0300 | X=0122.210-0155.730 | Y=0531.740-0542.980 | ≤500m.
P=0300 | X=0122.210-0336.440 | Y=0549.530-0560.770 | Các tuyến đường giao thông đấu nối trực tiếp ra
