TABLE=052 | AREA=Xã Đắk Lua | SECTION=non-agricultural | SEGMENTS=1
P=1757 | X=0109.970-0324.200 | Y=0596.090-0607.330 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1757 | X=0109.970-0346.290 | Y=0607.610-0618.850 | Đường Lê Duẩn đoạn từ Đường Phan Chu Trinh đến
P=1757 | X=0109.970-0341.240 | Y=0619.150-0630.390 | Đường Võ Văn Tần (ngã ba) có hiện trạng là đường
P=1757 | X=0109.970-0213.080 | Y=0630.670-0641.910 | nhựa, bê tông xi măng:
P=1757 | X=0091.460-0108.100 | Y=0638.550-0647.870 | 214
P=1757 | X=0383.900-0400.540 | Y=0638.550-0647.870 | 970
P=1757 | X=0447.050-0463.690 | Y=0638.550-0647.870 | 680
P=1757 | X=0505.630-0522.270 | Y=0638.550-0647.870 | 580
P=1757 | X=0109.970-0351.080 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1757 | X=0109.970-0152.110 | Y=0661.590-0670.910 | >1.000m.
P=1757 | X=0109.970-0333.610 | Y=0677.230-0688.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1757 | X=0109.970-0342.680 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1757 | X=0091.460-0108.100 | Y=0702.420-0711.740 | 215
P=1757 | X=0375.740-0400.790 | Y=0702.420-0711.740 | 1.100
P=1757 | X=0447.050-0463.690 | Y=0702.420-0711.740 | 770
P=1757 | X=0505.630-0522.270 | Y=0702.420-0711.740 | 660
P=1757 | X=0109.970-0333.090 | Y=0706.290-0717.530 | và thông ra Đường Lê Duẩn đoạn từ Đường Phan
P=1758 | X=0109.970-0338.600 | Y=0072.500-0083.740 | Chu Trinh đến Đường Võ Văn Tần (ngã ba) có hiện
P=1758 | X=0109.970-0281.750 | Y=0084.020-0095.260 | trạng là đường nhựa, bê tông xi măng:
P=1758 | X=0109.970-0332.880 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1758 | X=0109.970-0351.080 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1758 | X=0109.970-0143.490 | Y=0130.610-0141.850 | ≤400m.
P=1758 | X=0109.970-0342.680 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1758 | X=0109.970-0333.090 | Y=0159.650-0170.890 | và thông ra Đường Lê Duẩn đoạn từ Đường Phan
P=1758 | X=0109.970-0338.600 | Y=0171.170-0182.410 | Chu Trinh đến Đường Võ Văn Tần (ngã ba) có hiện
P=1758 | X=0109.970-0281.750 | Y=0182.690-0193.930 | trạng là đường nhựa, bê tông xi măng:
P=1758 | X=0091.460-0333.140 | Y=0199.470-0211.470 | 216 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1758 | X=0383.900-0400.540 | Y=0199.470-0208.790 | 990
P=1758 | X=0447.050-0463.690 | Y=0199.470-0208.790 | 690
P=1758 | X=0505.630-0522.270 | Y=0199.470-0208.790 | 590
P=1758 | X=0109.970-0351.080 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1758 | X=0109.970-0208.780 | Y=0229.270-0240.510 | từ >400m đến ≤600m.
P=1758 | X=0109.970-0333.140 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1758 | X=0109.970-0342.680 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1758 | X=0109.970-0333.090 | Y=0276.070-0287.310 | và thông ra Đường Lê Duẩn đoạn từ Đường Phan
P=1758 | X=0109.970-0338.600 | Y=0287.620-0298.860 | Chu Trinh đến Đường Võ Văn Tần (ngã ba) có hiện
P=1758 | X=0109.970-0281.750 | Y=0299.140-0310.380 | trạng là đường nhựa, bê tông xi măng:
P=1758 | X=0091.460-0108.100 | Y=0307.020-0316.340 | 217
P=1758 | X=0383.900-0400.540 | Y=0307.020-0316.340 | 870
P=1758 | X=0447.050-0463.690 | Y=0307.020-0316.340 | 610
P=1758 | X=0505.630-0522.270 | Y=0307.020-0316.340 | 520
P=1758 | X=0109.970-0351.080 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1758 | X=0109.970-0152.110 | Y=0329.820-0339.140 | >1.000m.
P=1758 | X=0109.970-0333.610 | Y=0345.460-0356.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1758 | X=0109.970-0168.380 | Y=0363.220-0374.460 | Đường Hùng
P=1758 | X=0268.180-0331.640 | Y=0363.220-0374.460 | Đường Lê Đại
P=1758 | X=0195.430-0265.630 | Y=0369.000-0380.240 | Đường tỉnh 762
P=1758 | X=0091.460-0108.100 | Y=0370.880-0380.200 | 218
P=1758 | X=0375.740-0400.790 | Y=0370.880-0380.200 | 4.100
P=1758 | X=0438.890-0463.940 | Y=0370.880-0380.200 | 2.900
P=1758 | X=0497.470-0522.520 | Y=0370.880-0380.200 | 2.500
P=1758 | X=0109.970-0141.250 | Y=0374.760-0386.000 | Vương
P=1758 | X=0268.180-0292.040 | Y=0376.640-0385.960 | Hành
P=1758 | X=0109.970-0324.200 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1758 | X=0109.970-0331.880 | Y=0404.040-0415.280 | Đường Hùng Vương đoạn từ Đường tỉnh 762 đến
P=1758 | X=0109.970-0347.000 | Y=0415.560-0426.800 | Đường Lê Đại Hành có hiện trạng là đường nhựa, bê
P=1758 | X=0109.970-0170.130 | Y=0427.080-0438.320 | tông xi măng:
P=1758 | X=0091.460-0108.100 | Y=0434.960-0444.280 | 219
P=1758 | X=0375.740-0400.790 | Y=0434.960-0444.280 | 2.000
P=1758 | X=0438.890-0463.940 | Y=0434.960-0444.280 | 1.400
P=1758 | X=0497.470-0522.520 | Y=0434.960-0444.280 | 1.200
P=1758 | X=0109.970-0332.880 | Y=0444.600-0455.840 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1758 | X=0109.970-0351.080 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1758 | X=0109.970-0143.490 | Y=0473.660-0484.900 | ≤400m.
P=1758 | X=0109.970-0324.200 | Y=0491.420-0502.660 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1758 | X=0109.970-0331.880 | Y=0502.940-0514.180 | Đường Hùng Vương đoạn từ Đường tỉnh 762 đến
P=1758 | X=0109.970-0347.000 | Y=0514.220-0525.460 | Đường Lê Đại Hành có hiện trạng là đường nhựa, bê
P=1758 | X=0109.970-0170.130 | Y=0525.740-0536.980 | tông xi măng:
P=1758 | X=0091.460-0333.140 | Y=0542.530-0554.530 | 220 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1758 | X=0375.740-0400.790 | Y=0542.530-0551.850 | 1.300
P=1758 | X=0447.050-0463.690 | Y=0542.530-0551.850 | 910
P=1758 | X=0505.630-0522.270 | Y=0542.530-0551.850 | 780
P=1758 | X=0109.970-0351.080 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1758 | X=0109.970-0208.780 | Y=0572.330-0583.570 | từ >400m đến ≤600m.
P=1758 | X=0109.970-0333.140 | Y=0589.850-0601.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1758 | X=0109.970-0324.200 | Y=0607.610-0618.850 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1758 | X=0109.970-0331.880 | Y=0619.150-0630.390 | Đường Hùng Vương đoạn từ Đường tỉnh 762 đến
P=1758 | X=0109.970-0347.000 | Y=0630.670-0641.910 | Đường Lê Đại Hành có hiện trạng là đường nhựa, bê
P=1758 | X=0109.970-0170.130 | Y=0642.190-0653.430 | tông xi măng:
P=1758 | X=0091.460-0108.100 | Y=0650.070-0659.390 | 221
P=1758 | X=0375.740-0400.790 | Y=0650.070-0659.390 | 1.100
P=1758 | X=0447.050-0463.690 | Y=0650.070-0659.390 | 770
P=1758 | X=0505.630-0522.270 | Y=0650.070-0659.390 | 660
P=1758 | X=0109.970-0351.080 | Y=0659.710-0670.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1758 | X=0109.970-0152.110 | Y=0673.110-0682.430 | >1.000m.
P=1758 | X=0109.970-0333.610 | Y=0688.510-0699.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1758 | X=0091.460-0342.680 | Y=0706.290-0717.530 | 222 Các tuyến đường giao thông không đấu nối trực tiếp
P=1758 | X=0375.740-0400.790 | Y=0708.180-0717.500 | 1.800
P=1758 | X=0438.890-0463.940 | Y=0708.180-0717.500 | 1.300
P=1758 | X=0497.470-0522.520 | Y=0708.180-0717.500 | 1.100
P=1759 | X=0109.970-0345.810 | Y=0072.500-0083.740 | và thông ra Đường Hùng Vương đoạn từ Đường tỉnh
P=1759 | X=0109.970-0342.920 | Y=0084.020-0095.260 | 762 đến Đường Lê Đại Hành có hiện trạng là đường
P=1759 | X=0109.970-0213.120 | Y=0097.420-0106.740 | nhựa, bê tông xi măng:
P=1759 | X=0109.970-0332.880 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1759 | X=0109.970-0351.080 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1759 | X=0109.970-0143.490 | Y=0142.130-0153.370 | ≤400m.
P=1759 | X=0109.970-0342.680 | Y=0159.650-0170.890 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1759 | X=0109.970-0345.810 | Y=0171.170-0182.410 | và thông ra Đường Hùng Vương đoạn từ Đường tỉnh
P=1759 | X=0109.970-0342.920 | Y=0182.690-0193.930 | 762 đến Đường Lê Đại Hành có hiện trạng là đường
P=1759 | X=0109.970-0213.080 | Y=0194.210-0205.450 | nhựa, bê tông xi măng:
P=1759 | X=0091.460-0333.140 | Y=0210.990-0222.990 | 223 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1759 | X=0375.740-0400.790 | Y=0210.990-0220.310 | 1.200
P=1759 | X=0447.050-0463.690 | Y=0210.990-0220.310 | 840
P=1759 | X=0505.630-0522.270 | Y=0210.990-0220.310 | 720
P=1759 | X=0109.970-0351.080 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1759 | X=0109.970-0208.780 | Y=0240.790-0252.030 | từ >400m đến ≤600m.
P=1759 | X=0109.970-0333.140 | Y=0258.310-0269.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1759 | X=0109.970-0342.680 | Y=0276.070-0287.310 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1759 | X=0109.970-0345.810 | Y=0287.620-0298.860 | và thông ra Đường Hùng Vương đoạn từ Đường tỉnh
P=1759 | X=0109.970-0342.920 | Y=0299.140-0310.380 | 762 đến Đường Lê Đại Hành có hiện trạng là đường
P=1759 | X=0109.970-0213.080 | Y=0310.660-0321.900 | nhựa, bê tông xi măng:
P=1759 | X=0091.460-0108.100 | Y=0318.540-0327.860 | 224
P=1759 | X=0383.900-0400.540 | Y=0318.540-0327.860 | 990
P=1759 | X=0447.050-0463.690 | Y=0318.540-0327.860 | 690
P=1759 | X=0505.630-0522.270 | Y=0318.540-0327.860 | 590
P=1759 | X=0109.970-0351.080 | Y=0327.940-0339.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1759 | X=0109.970-0152.110 | Y=0341.340-0350.660 | >1.000m.
P=1759 | X=0109.970-0333.630 | Y=0356.980-0368.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1759 | X=0195.430-0246.100 | Y=0374.760-0386.000 | Đường Lạc
P=1759 | X=0091.460-0181.830 | Y=0380.520-0391.760 | 225 Đường Kho Mìn
P=1759 | X=0268.180-0305.720 | Y=0382.400-0391.720 | Kho Mìn
P=1759 | X=0375.740-0400.790 | Y=0382.400-0391.720 | 2.700
P=1759 | X=0438.890-0463.940 | Y=0382.400-0391.720 | 1.900
P=1759 | X=0497.470-0522.520 | Y=0382.400-0391.720 | 1.600
P=1759 | X=0195.430-0244.960 | Y=0388.160-0397.480 | Long Quân
P=1759 | X=0109.970-0324.200 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1759 | X=0109.970-0344.130 | Y=0415.560-0426.800 | Đường Kho Mìn đoạn từ Đường Lạc Long Quân đến
P=1759 | X=0109.970-0326.330 | Y=0427.080-0438.320 | Kho Mìn có hiện trạng là đường nhựa, bê tông xi
P=1759 | X=0109.970-0137.970 | Y=0438.600-0449.840 | măng:
P=1759 | X=0091.460-0108.100 | Y=0446.480-0455.800 | 226
P=1759 | X=0375.740-0400.790 | Y=0446.480-0455.800 | 1.400
P=1759 | X=0447.050-0463.690 | Y=0446.480-0455.800 | 980
P=1759 | X=0505.630-0522.270 | Y=0446.480-0455.800 | 840
P=1759 | X=0109.970-0332.880 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1759 | X=0109.970-0351.080 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1759 | X=0109.970-0143.480 | Y=0485.180-0496.420 | ≤400m.
P=1759 | X=0109.970-0324.200 | Y=0502.940-0514.180 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1759 | X=0109.970-0344.130 | Y=0514.220-0525.460 | Đường Kho Mìn đoạn từ Đường Lạc Long Quân đến
P=1759 | X=0109.970-0326.330 | Y=0525.740-0536.980 | Kho Mìn có hiện trạng là đường nhựa, bê tông xi
P=1759 | X=0109.970-0137.970 | Y=0537.290-0548.530 | măng:
P=1759 | X=0091.460-0333.140 | Y=0554.050-0566.050 | 227 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1759 | X=0375.740-0400.790 | Y=0554.050-0563.370 | 1.100
P=1759 | X=0447.050-0463.690 | Y=0554.050-0563.370 | 770
P=1759 | X=0505.630-0522.270 | Y=0554.050-0563.370 | 660
P=1759 | X=0109.970-0351.080 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1759 | X=0109.970-0208.780 | Y=0583.850-0595.090 | từ >400m đến ≤600m.
P=1759 | X=0109.970-0333.140 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1759 | X=0109.970-0324.200 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1759 | X=0109.970-0344.130 | Y=0630.670-0641.910 | Đường Kho Mìn đoạn từ Đường Lạc Long Quân đến
P=1759 | X=0109.970-0326.330 | Y=0642.190-0653.430 | Kho Mìn có hiện trạng là đường nhựa, bê tông xi
P=1759 | X=0109.970-0137.970 | Y=0653.710-0664.950 | măng:
P=1759 | X=0091.460-0108.100 | Y=0661.590-0670.910 | 228
P=1759 | X=0383.900-0400.540 | Y=0661.590-0670.910 | 950
P=1759 | X=0447.050-0463.690 | Y=0661.590-0670.910 | 670
P=1759 | X=0505.630-0522.270 | Y=0661.590-0670.910 | 570
P=1759 | X=0109.970-0351.080 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1759 | X=0109.970-0152.110 | Y=0684.390-0693.710 | >1.000m.
P=1759 | X=0109.970-0333.610 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1760 | X=0109.970-0342.680 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1760 | X=0109.970-0350.130 | Y=0090.020-0101.260 | và thông ra Đường Kho Mìn đoạn từ Đường Lạc Long
P=1760 | X=0109.970-0341.000 | Y=0101.540-0112.780 | Quân đến Kho Mìn có hiện trạng là đường nhựa, bê
P=1760 | X=0109.970-0170.130 | Y=0113.060-0124.300 | tông xi măng:
P=1760 | X=0091.460-0108.100 | Y=0120.970-0130.290 | 229
P=1760 | X=0375.740-0400.790 | Y=0120.970-0130.290 | 1.300
P=1760 | X=0447.050-0463.690 | Y=0120.970-0130.290 | 910
P=1760 | X=0505.630-0522.270 | Y=0120.970-0130.290 | 780
P=1760 | X=0109.970-0332.880 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1760 | X=0109.970-0351.080 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1760 | X=0109.970-0143.490 | Y=0159.410-0170.650 | ≤400m.
P=1760 | X=0109.970-0342.680 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1760 | X=0109.970-0350.130 | Y=0188.690-0199.930 | và thông ra Đường Kho Mìn đoạn từ Đường Lạc Long
P=1760 | X=0109.970-0341.000 | Y=0200.230-0211.470 | Quân đến Kho Mìn có hiện trạng là đường nhựa, bê
P=1760 | X=0109.970-0170.130 | Y=0211.750-0222.990 | tông xi măng:
P=1760 | X=0091.460-0333.140 | Y=0228.510-0240.510 | 230 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1760 | X=0383.900-0400.540 | Y=0228.510-0237.830 | 990
P=1760 | X=0447.050-0463.690 | Y=0228.510-0237.830 | 690
P=1760 | X=0505.630-0522.270 | Y=0228.510-0237.830 | 590
P=1760 | X=0109.970-0351.080 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1760 | X=0109.970-0208.780 | Y=0258.310-0269.550 | từ >400m đến ≤600m.
P=1760 | X=0109.970-0333.140 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1760 | X=0109.970-0342.680 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1760 | X=0109.970-0350.130 | Y=0305.140-0316.380 | và thông ra Đường Kho Mìn đoạn từ Đường Lạc Long
P=1760 | X=0109.970-0341.000 | Y=0316.660-0327.900 | Quân đến Kho Mìn có hiện trạng là đường nhựa, bê
P=1760 | X=0109.970-0170.130 | Y=0327.940-0339.180 | tông xi măng:
P=1760 | X=0091.460-0108.100 | Y=0335.820-0345.140 | 231
P=1760 | X=0383.900-0400.540 | Y=0335.820-0345.140 | 860
P=1760 | X=0447.050-0463.690 | Y=0335.820-0345.140 | 600
P=1760 | X=0505.630-0522.270 | Y=0335.820-0345.140 | 520
P=1760 | X=0109.970-0351.080 | Y=0345.460-0356.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1760 | X=0109.970-0152.130 | Y=0358.860-0368.180 | >1.000m.
P=1760 | X=0109.970-0333.610 | Y=0374.520-0385.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1760 | X=0195.430-0247.350 | Y=0392.280-0403.520 | Đường Tôn
P=1760 | X=0195.430-0261.240 | Y=0403.800-0415.040 | Đức Thắng (từ
P=1760 | X=0109.970-0177.490 | Y=0409.560-0420.800 | Đường Võ Văn
P=1760 | X=0268.180-0331.140 | Y=0411.440-0420.760 | Hết ranh chùa
P=1760 | X=0195.430-0266.260 | Y=0415.320-0426.560 | ngã ba Điện lực
P=1760 | X=0091.460-0108.100 | Y=0417.200-0426.520 | 232
P=1760 | X=0375.740-0400.790 | Y=0417.200-0426.520 | 2.300
P=1760 | X=0438.890-0463.940 | Y=0417.200-0426.520 | 1.600
P=1760 | X=0497.470-0522.520 | Y=0417.200-0426.520 | 1.400
P=1760 | X=0109.970-0127.330 | Y=0422.960-0432.280 | Tần
P=1760 | X=0268.180-0344.010 | Y=0422.960-0432.280 | Vĩnh An (ngã ba)
P=1760 | X=0195.430-0258.180 | Y=0426.840-0438.080 | đến suối Láng
P=1760 | X=0195.430-0233.120 | Y=0440.240-0449.560 | Nguyên)
P=1760 | X=0109.970-0324.200 | Y=0456.140-0467.380 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1760 | X=0109.970-0341.720 | Y=0467.660-0478.900 | Đường Võ Văn Tần đoạn từ Đường Tôn Đức Thắng
P=1760 | X=0109.970-0340.370 | Y=0479.180-0490.420 | (từ ngã ba Điện lực đến suối Láng Nguyên) đến Hết
P=1760 | X=0109.970-0336.920 | Y=0490.460-0501.700 | ranh chùa Vĩnh An (ngã ba) có hiện trạng là đường
P=1760 | X=0091.460-0213.080 | Y=0501.980-0513.420 | 233 nhựa, bê tông xi măng:
P=1760 | X=0375.740-0400.790 | Y=0504.100-0513.420 | 1.200
P=1760 | X=0447.050-0463.690 | Y=0504.100-0513.420 | 840
P=1760 | X=0505.630-0522.270 | Y=0504.100-0513.420 | 720
P=1760 | X=0109.970-0332.880 | Y=0519.500-0530.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1760 | X=0109.970-0351.080 | Y=0537.050-0548.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1760 | X=0109.970-0143.490 | Y=0548.570-0559.810 | ≤400m.
P=1760 | X=0109.970-0324.200 | Y=0566.330-0577.570 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1760 | X=0109.970-0341.720 | Y=0577.850-0589.090 | Đường Võ Văn Tần đoạn từ Đường Tôn Đức Thắng
P=1760 | X=0109.970-0340.370 | Y=0589.370-0600.610 | (từ ngã ba Điện lực đến suối Láng Nguyên) đến Hết
P=1760 | X=0109.970-0336.920 | Y=0600.890-0612.130 | ranh chùa Vĩnh An (ngã ba) có hiện trạng là đường
P=1760 | X=0109.970-0213.090 | Y=0612.410-0623.650 | nhựa, bê tông xi măng:
P=1760 | X=0091.460-0108.100 | Y=0623.190-0632.510 | 234
P=1760 | X=0375.740-0400.790 | Y=0623.190-0632.510 | 1.100
P=1760 | X=0447.050-0463.690 | Y=0623.190-0632.510 | 770
P=1760 | X=0505.630-0522.270 | Y=0623.190-0632.510 | 660
P=1760 | X=0109.970-0333.140 | Y=0629.950-0641.190 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1760 | X=0109.970-0351.080 | Y=0647.470-0658.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1760 | X=0109.970-0208.780 | Y=0658.750-0669.990 | từ >400m đến ≤600m.
P=1760 | X=0109.970-0333.140 | Y=0676.270-0687.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1760 | X=0109.970-0324.200 | Y=0694.030-0705.270 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1760 | X=0091.460-0108.100 | Y=0701.700-0711.020 | 235
P=1760 | X=0383.900-0400.540 | Y=0701.700-0711.020 | 940
P=1760 | X=0447.050-0463.690 | Y=0701.700-0711.020 | 660
