TABLE=004 | AREA=Phường Long Bình | SECTION=non-agricultural | SEGMENTS=1
P=0167 | X=0110.690-0334.330 | Y=0526.220-0537.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0167 | X=0110.690-0384.200 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0167 | X=0110.690-0388.220 | Y=0555.530-0566.770 | ra Đường Phan Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc
P=0167 | X=0110.690-0385.910 | Y=0567.050-0578.290 | lộ 15 nối dài) đến Ranh giới phường Phước Tân có hiện trạng
P=0167 | X=0091.940-0257.020 | Y=0578.570-0590.010 | 152 là đường nhựa, bê tông xi măng:
P=0167 | X=0406.700-0431.750 | Y=0580.690-0590.010 | 8.600
P=0167 | X=0454.010-0479.060 | Y=0580.690-0590.010 | 6.000
P=0167 | X=0497.230-0522.280 | Y=0580.690-0590.010 | 5.200
P=0167 | X=0110.690-0333.630 | Y=0596.090-0607.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0167 | X=0110.690-0387.880 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0167 | X=0110.690-0384.200 | Y=0631.390-0642.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0167 | X=0110.690-0388.220 | Y=0642.910-0654.150 | ra Đường Phan Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc
P=0167 | X=0110.690-0385.910 | Y=0654.430-0665.670 | lộ 15 nối dài) đến Ranh giới phường Phước Tân có hiện trạng
P=0167 | X=0091.940-0257.020 | Y=0665.950-0677.390 | 153 là đường nhựa, bê tông xi măng:
P=0167 | X=0406.700-0431.750 | Y=0668.070-0677.390 | 5.600
P=0167 | X=0454.010-0479.060 | Y=0668.070-0677.390 | 3.900
P=0167 | X=0497.230-0522.280 | Y=0668.070-0677.390 | 3.400
P=0167 | X=0110.690-0333.860 | Y=0683.470-0694.710 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0167 | X=0110.690-0364.000 | Y=0700.770-0712.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0168 | X=0110.690-0197.240 | Y=0072.500-0083.740 | >400m đến ≤600m.
P=0168 | X=0110.690-0333.860 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0168 | X=0110.690-0384.200 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0168 | X=0110.690-0388.220 | Y=0119.330-0130.570 | ra Đường Phan Đăng Lưu đoạn từ Đường Bùi Văn Hòa (Quốc
P=0168 | X=0110.690-0385.910 | Y=0130.850-0142.090 | lộ 15 nối dài) đến Ranh giới phường Phước Tân có hiện trạng
P=0168 | X=0091.940-0257.020 | Y=0142.370-0153.810 | 154 là đường nhựa, bê tông xi măng:
P=0168 | X=0406.700-0431.750 | Y=0144.490-0153.810 | 4.100
P=0168 | X=0454.010-0479.060 | Y=0144.490-0153.810 | 2.900
P=0168 | X=0497.230-0522.280 | Y=0144.490-0153.810 | 2.500
P=0168 | X=0110.690-0388.120 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0168 | X=0110.690-0336.980 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0168 | X=0091.940-0201.470 | Y=0194.930-0206.170 | 155 Đường Bùi Văn Hòa
P=0168 | X=0219.670-0275.930 | Y=0196.810-0206.130 | Xa lộ Hà Nội
P=0168 | X=0301.800-0350.360 | Y=0196.810-0206.130 | Quốc lộ 51
P=0168 | X=0401.180-0431.750 | Y=0196.810-0206.130 | 27.000
P=0168 | X=0448.490-0479.060 | Y=0196.810-0206.130 | 18.900
P=0168 | X=0491.710-0522.280 | Y=0196.810-0206.130 | 16.300
P=0168 | X=0110.690-0376.270 | Y=0212.710-0223.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi
P=0168 | X=0110.690-0387.810 | Y=0224.230-0235.470 | Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có hiện trạng là
P=0168 | X=0110.690-0246.460 | Y=0235.750-0246.990 | đường nhựa, bê tông xi măng:
P=0168 | X=0091.940-0108.580 | Y=0243.630-0252.950 | 156
P=0168 | X=0401.180-0431.750 | Y=0243.630-0252.950 | 13.400
P=0168 | X=0454.010-0479.060 | Y=0243.630-0252.950 | 9.400
P=0168 | X=0497.230-0522.280 | Y=0243.630-0252.950 | 8.000
P=0168 | X=0110.690-0333.600 | Y=0253.270-0264.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0168 | X=0110.690-0387.880 | Y=0270.790-0282.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0168 | X=0110.690-0376.270 | Y=0288.580-0299.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi
P=0168 | X=0110.690-0387.810 | Y=0300.100-0311.340 | Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có hiện trạng là
P=0168 | X=0110.690-0246.460 | Y=0311.620-0322.860 | đường nhựa, bê tông xi măng:
P=0168 | X=0091.940-0333.860 | Y=0329.140-0343.220 | 157 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0168 | X=0406.700-0431.750 | Y=0333.900-0343.220 | 7.300
P=0168 | X=0454.010-0479.060 | Y=0333.900-0343.220 | 5.100
P=0168 | X=0497.230-0522.280 | Y=0333.900-0343.220 | 4.400
P=0168 | X=0110.690-0364.000 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0168 | X=0110.690-0197.240 | Y=0357.940-0369.180 | >400m đến ≤600m.
P=0168 | X=0110.690-0333.860 | Y=0375.480-0386.720 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0168 | X=0110.690-0376.270 | Y=0393.240-0404.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bùi
P=0168 | X=0110.690-0387.810 | Y=0404.760-0416.000 | Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51 có hiện trạng là
P=0168 | X=0110.690-0246.460 | Y=0416.280-0427.520 | đường nhựa, bê tông xi măng:
P=0168 | X=0091.940-0108.580 | Y=0424.160-0433.480 | 158
P=0168 | X=0406.700-0431.750 | Y=0424.160-0433.480 | 5.000
P=0168 | X=0454.010-0479.060 | Y=0424.160-0433.480 | 3.500
P=0168 | X=0497.230-0522.280 | Y=0424.160-0433.480 | 3.000
P=0168 | X=0110.690-0388.120 | Y=0433.800-0445.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0168 | X=0110.690-0334.330 | Y=0451.340-0462.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0168 | X=0110.690-0384.200 | Y=0469.100-0480.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0168 | X=0110.690-0380.150 | Y=0480.620-0491.860 | ra Đường Bùi Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51
P=0168 | X=0110.690-0317.540 | Y=0492.140-0503.380 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0091.940-0108.580 | Y=0500.020-0509.340 | 159
P=0168 | X=0401.180-0431.750 | Y=0500.020-0509.340 | 12.100
P=0168 | X=0454.010-0479.060 | Y=0500.020-0509.340 | 8.500
P=0168 | X=0497.230-0522.280 | Y=0500.020-0509.340 | 7.300
P=0168 | X=0110.690-0333.600 | Y=0509.660-0520.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0168 | X=0110.690-0387.880 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0168 | X=0110.690-0384.200 | Y=0544.970-0556.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0168 | X=0110.690-0380.150 | Y=0556.250-0567.490 | ra Đường Bùi Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51
P=0168 | X=0110.690-0317.540 | Y=0567.770-0579.010 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0091.940-0333.860 | Y=0585.290-0599.610 | 160 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0168 | X=0406.700-0431.750 | Y=0590.290-0599.610 | 6.600
P=0168 | X=0454.010-0479.060 | Y=0590.290-0599.610 | 4.600
P=0168 | X=0497.230-0522.280 | Y=0590.290-0599.610 | 4.000
P=0168 | X=0110.690-0364.000 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0168 | X=0110.690-0197.240 | Y=0614.330-0625.570 | >400m đến ≤600m.
P=0168 | X=0110.690-0333.860 | Y=0631.870-0643.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0168 | X=0110.690-0384.200 | Y=0649.630-0660.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0168 | X=0110.690-0380.150 | Y=0661.150-0672.390 | ra Đường Bùi Văn Hòa đoạn từ Xa lộ Hà Nội đến Quốc lộ 51
P=0168 | X=0110.690-0317.540 | Y=0672.670-0683.910 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0168 | X=0091.940-0108.580 | Y=0680.550-0689.870 | 161
P=0168 | X=0406.700-0431.750 | Y=0680.550-0689.870 | 4.500
P=0168 | X=0454.010-0479.060 | Y=0680.550-0689.870 | 3.200
P=0168 | X=0497.230-0522.280 | Y=0680.550-0689.870 | 2.700
P=0168 | X=0110.690-0388.120 | Y=0690.190-0701.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0168 | X=0110.690-0336.980 | Y=0707.730-0718.970 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0169 | X=0301.800-0380.470 | Y=0078.500-0089.740 | Hết ranh thửa đất
P=0169 | X=0301.800-0377.960 | Y=0090.020-0101.260 | số 521, tờ BĐĐC
P=0169 | X=0301.800-0386.370 | Y=0103.420-0112.740 | số 219 về bên phải
P=0169 | X=0110.690-0283.630 | Y=0107.300-0118.540 | Đường vào khu tái định Đường Hoàng
P=0169 | X=0091.940-0108.580 | Y=0114.940-0124.260 | 162
P=0169 | X=0301.800-0375.590 | Y=0114.940-0124.260 | và hết ranh thửa
P=0169 | X=0401.180-0431.750 | Y=0114.940-0124.260 | 14.200
P=0169 | X=0454.010-0479.060 | Y=0114.940-0124.260 | 9.900
P=0169 | X=0497.230-0522.280 | Y=0114.940-0124.260 | 8.500
P=0169 | X=0110.690-0165.470 | Y=0118.850-0130.090 | cư Tân Biên
P=0169 | X=0219.670-0258.180 | Y=0118.850-0130.090 | Văn Bổn
P=0169 | X=0301.800-0363.640 | Y=0124.610-0135.850 | đất số 120, tờ
P=0169 | X=0301.800-0376.540 | Y=0136.130-0147.370 | BĐĐC số 217 về
P=0169 | X=0301.800-0335.230 | Y=0149.290-0158.610 | bên trái
P=0169 | X=0110.690-0378.210 | Y=0165.170-0176.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0169 | X=0110.690-0383.750 | Y=0176.690-0187.930 | khu tái định cư Tân Biên đoạn từ Đường Hoàng Văn Bổn đến
P=0169 | X=0110.690-0385.510 | Y=0188.210-0199.450 | Hết ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải và hết
P=0169 | X=0110.690-0366.940 | Y=0199.750-0210.990 | ranh thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện
P=0169 | X=0091.940-0108.580 | Y=0207.630-0216.950 | 163
P=0169 | X=0406.700-0431.750 | Y=0207.630-0216.950 | 7.100
P=0169 | X=0454.010-0479.060 | Y=0207.630-0216.950 | 5.000
P=0169 | X=0497.230-0522.280 | Y=0207.630-0216.950 | 4.300
P=0169 | X=0110.690-0282.470 | Y=0211.270-0222.510 | trạng là đường nhựa, bê tông xi măng:
P=0169 | X=0110.690-0333.600 | Y=0228.790-0240.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0169 | X=0110.690-0387.880 | Y=0246.310-0257.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0169 | X=0110.690-0378.210 | Y=0264.070-0275.310 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0169 | X=0110.690-0383.750 | Y=0275.590-0286.830 | khu tái định cư Tân Biên đoạn từ Đường Hoàng Văn Bổn đến
P=0169 | X=0110.690-0385.510 | Y=0287.140-0298.380 | Hết ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải và hết
P=0169 | X=0110.690-0366.940 | Y=0298.660-0309.900 | ranh thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện
P=0169 | X=0110.690-0282.470 | Y=0309.940-0321.180 | trạng là đường nhựa, bê tông xi măng:
P=0169 | X=0091.940-0108.580 | Y=0320.940-0330.260 | 164
P=0169 | X=0406.700-0431.750 | Y=0320.940-0330.260 | 3.900
P=0169 | X=0454.010-0479.060 | Y=0320.940-0330.260 | 2.700
P=0169 | X=0497.230-0522.280 | Y=0320.940-0330.260 | 2.300
P=0169 | X=0110.690-0333.860 | Y=0327.460-0338.700 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0169 | X=0110.690-0364.000 | Y=0344.980-0356.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0169 | X=0110.690-0197.240 | Y=0356.500-0367.740 | >400m đến ≤600m.
P=0169 | X=0110.690-0333.860 | Y=0374.040-0385.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0169 | X=0110.690-0378.210 | Y=0391.800-0403.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0169 | X=0110.690-0383.750 | Y=0403.320-0414.560 | khu tái định cư Tân Biên đoạn từ Đường Hoàng Văn Bổn đến
P=0169 | X=0110.690-0385.510 | Y=0414.840-0426.080 | Hết ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải và hết
P=0169 | X=0110.690-0366.940 | Y=0426.360-0437.600 | ranh thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện
P=0169 | X=0091.940-0108.580 | Y=0434.240-0443.560 | 165
P=0169 | X=0406.700-0431.750 | Y=0434.240-0443.560 | 2.700
P=0169 | X=0454.010-0479.060 | Y=0434.240-0443.560 | 1.900
P=0169 | X=0497.230-0522.280 | Y=0434.240-0443.560 | 1.600
P=0169 | X=0110.690-0282.470 | Y=0437.880-0449.120 | trạng là đường nhựa, bê tông xi măng:
P=0169 | X=0110.690-0388.120 | Y=0455.420-0466.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0169 | X=0110.690-0334.330 | Y=0472.940-0484.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0169 | X=0110.690-0384.200 | Y=0490.460-0501.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0169 | X=0110.690-0388.050 | Y=0501.980-0513.220 | ra Đường vào khu tái định cư Tân Biên đoạn từ Đường Hoàng
P=0169 | X=0110.690-0375.100 | Y=0513.500-0524.740 | Văn Bổn đến Hết ranh thửa đất số 521, tờ BĐĐC số 219 về
P=0169 | X=0110.690-0386.620 | Y=0525.020-0536.260 | bên phải và hết ranh thửa đất số 120, tờ BĐĐC số 217 về bên
P=0169 | X=0091.940-0108.580 | Y=0532.900-0542.220 | 166
P=0169 | X=0406.700-0431.750 | Y=0532.900-0542.220 | 6.400
P=0169 | X=0454.010-0479.060 | Y=0532.900-0542.220 | 4.500
P=0169 | X=0497.230-0522.280 | Y=0532.900-0542.220 | 3.800
P=0169 | X=0110.690-0334.330 | Y=0536.570-0547.810 | trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0169 | X=0110.690-0333.600 | Y=0554.090-0565.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0169 | X=0110.690-0387.880 | Y=0571.610-0582.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0169 | X=0110.690-0384.200 | Y=0589.370-0600.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0169 | X=0110.690-0388.050 | Y=0600.890-0612.130 | ra Đường vào khu tái định cư Tân Biên đoạn từ Đường Hoàng
P=0169 | X=0110.690-0375.100 | Y=0612.410-0623.650 | Văn Bổn đến Hết ranh thửa đất số 521, tờ BĐĐC số 219 về
P=0169 | X=0110.690-0386.620 | Y=0623.950-0635.190 | bên phải và hết ranh thửa đất số 120, tờ BĐĐC số 217 về bên
P=0169 | X=0110.690-0334.330 | Y=0635.470-0646.710 | trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0169 | X=0091.940-0108.580 | Y=0646.230-0655.550 | 167
P=0169 | X=0406.700-0431.750 | Y=0646.230-0655.550 | 3.500
P=0169 | X=0454.010-0479.060 | Y=0646.230-0655.550 | 2.500
P=0169 | X=0497.230-0522.280 | Y=0646.230-0655.550 | 2.100
P=0169 | X=0110.690-0333.860 | Y=0652.750-0663.990 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0169 | X=0110.690-0364.000 | Y=0670.270-0681.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0169 | X=0110.690-0197.240 | Y=0681.790-0693.030 | >400m đến ≤600m.
P=0169 | X=0110.690-0333.860 | Y=0699.310-0710.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0170 | X=0110.690-0384.200 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0170 | X=0110.690-0388.050 | Y=0090.020-0101.260 | ra Đường vào khu tái định cư Tân Biên đoạn từ Đường Hoàng
P=0170 | X=0110.690-0375.100 | Y=0101.540-0112.780 | Văn Bổn đến Hết ranh thửa đất số 521, tờ BĐĐC số 219 về
P=0170 | X=0110.690-0386.620 | Y=0113.060-0124.300 | bên phải và hết ranh thửa đất số 120, tờ BĐĐC số 217 về bên
P=0170 | X=0091.940-0108.580 | Y=0120.970-0130.290 | 168
P=0170 | X=0406.700-0431.750 | Y=0120.970-0130.290 | 2.400
P=0170 | X=0454.010-0479.060 | Y=0120.970-0130.290 | 1.700
P=0170 | X=0497.230-0522.280 | Y=0120.970-0130.290 | 1.400
P=0170 | X=0110.690-0334.330 | Y=0124.610-0135.850 | trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0170 | X=0110.690-0388.140 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0170 | X=0110.690-0336.980 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0170 | X=0219.670-0289.390 | Y=0177.170-0188.410 | Đường vào khu
P=0170 | X=0301.800-0380.470 | Y=0182.930-0194.170 | Hết ranh thửa đất
P=0170 | X=0219.670-0286.730 | Y=0188.690-0199.930 | tái định cư Tân
P=0170 | X=0301.800-0385.670 | Y=0194.450-0205.690 | số 52, tờ BĐĐC số
P=0170 | X=0219.670-0271.560 | Y=0202.110-0211.430 | Biên (nối từ
P=0170 | X=0110.690-0202.610 | Y=0205.990-0217.230 | Đường vào nhà máy
P=0170 | X=0301.800-0386.620 | Y=0207.870-0217.190 | 215 về bên phải và
P=0170 | X=0219.670-0281.950 | Y=0211.750-0222.990 | đường Hoàng
P=0170 | X=0091.940-0108.580 | Y=0213.630-0222.950 | 169
P=0170 | X=0401.180-0431.750 | Y=0213.630-0222.950 | 14.200
P=0170 | X=0454.010-0479.060 | Y=0213.630-0222.950 | 9.900
P=0170 | X=0497.230-0522.280 | Y=0213.630-0222.950 | 8.500
P=0170 | X=0110.690-0182.530 | Y=0217.510-0228.750 | nước Thiện Tân
P=0170 | X=0301.800-0378.790 | Y=0217.510-0228.750 | hết ranh thửa đất
P=0170 | X=0219.670-0287.700 | Y=0223.270-0234.510 | Văn Bổn đi vào
P=0170 | X=0301.800-0380.150 | Y=0229.030-0240.270 | số 4, tờ BĐĐC số
P=0170 | X=0219.670-0288.640 | Y=0236.670-0245.990 | hết ranh khu tái
P=0170 | X=0301.800-0368.120 | Y=0242.430-0251.750 | 215 về bên trái
P=0170 | X=0219.670-0299.360 | Y=0246.310-0257.550 | định cư Tân Biên)
P=0170 | X=0110.690-0378.210 | Y=0264.070-0275.310 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0170 | X=0110.690-0382.720 | Y=0275.590-0286.830 | nhà máy nước Thiện Tân đoạn từ Đường vào khu tái định cư
P=0170 | X=0110.690-0376.540 | Y=0287.140-0298.380 | Tân Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh khu
P=0170 | X=0110.690-0377.470 | Y=0298.660-0309.900 | tái định cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC
P=0170 | X=0091.940-0369.110 | Y=0309.940-0321.620 | 170 số 215 về bên phải và hết ranh thửa đất số 4, tờ BĐĐC số
P=0170 | X=0406.700-0431.750 | Y=0312.300-0321.620 | 7.100
P=0170 | X=0454.010-0479.060 | Y=0312.300-0321.620 | 5.000
P=0170 | X=0497.230-0522.280 | Y=0312.300-0321.620 | 4.300
P=0170 | X=0110.690-0386.440 | Y=0321.460-0332.700 | 215 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0170 | X=0110.690-0333.600 | Y=0338.980-0350.220 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0170 | X=0110.690-0387.880 | Y=0356.500-0367.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0170 | X=0110.690-0378.210 | Y=0374.280-0385.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0170 | X=0110.690-0382.720 | Y=0385.800-0397.040 | nhà máy nước Thiện Tân đoạn từ Đường vào khu tái định cư
P=0170 | X=0110.690-0376.510 | Y=0397.320-0408.560 | Tân Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh khu
P=0170 | X=0110.690-0377.470 | Y=0408.840-0420.080 | tái định cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC
P=0170 | X=0110.690-0369.110 | Y=0420.360-0431.600 | số 215 về bên phải và hết ranh thửa đất số 4, tờ BĐĐC số
P=0170 | X=0091.940-0386.440 | Y=0431.880-0446.200 | 171 215 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0170 | X=0406.700-0431.750 | Y=0436.880-0446.200 | 3.900
P=0170 | X=0454.010-0479.060 | Y=0436.880-0446.200 | 2.700
P=0170 | X=0497.230-0522.280 | Y=0436.880-0446.200 | 2.300
P=0170 | X=0110.690-0333.860 | Y=0449.420-0460.660 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0170 | X=0110.690-0364.000 | Y=0466.940-0478.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0170 | X=0110.690-0197.260 | Y=0478.220-0489.460 | >400m đến ≤600m.
P=0170 | X=0110.690-0333.860 | Y=0495.740-0506.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0170 | X=0110.690-0378.210 | Y=0513.500-0524.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0170 | X=0110.690-0382.720 | Y=0525.020-0536.260 | nhà máy nước Thiện Tân đoạn từ Đường vào khu tái định cư
P=0170 | X=0110.690-0376.510 | Y=0536.570-0547.810 | Tân Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh khu
P=0170 | X=0110.690-0377.470 | Y=0548.090-0559.330 | tái định cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC
P=0170 | X=0091.940-0369.110 | Y=0559.610-0571.050 | 172 số 215 về bên phải và hết ranh thửa đất số 4, tờ BĐĐC số
P=0170 | X=0406.700-0431.750 | Y=0561.730-0571.050 | 2.700
P=0170 | X=0454.010-0479.060 | Y=0561.730-0571.050 | 1.900
P=0170 | X=0497.230-0522.280 | Y=0561.730-0571.050 | 1.600
P=0170 | X=0110.690-0386.440 | Y=0571.130-0582.370 | 215 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0170 | X=0110.690-0388.120 | Y=0588.650-0599.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0170 | X=0110.690-0334.330 | Y=0606.170-0617.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0170 | X=0110.690-0384.200 | Y=0623.950-0635.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0170 | X=0110.690-0379.410 | Y=0635.470-0646.710 | ra Đường vào nhà máy nước Thiện Tân đoạn từ Đường vào
P=0170 | X=0110.690-0386.830 | Y=0646.750-0657.990 | khu tái định cư Tân Biên (nối từ đường Hoàng Văn Bổn đi vào
P=0170 | X=0091.940-0376.060 | Y=0658.270-0669.510 | 173 hết ranh khu tái định cư Tân Biên) đến Hết ranh thửa đất số
P=0170 | X=0406.700-0431.750 | Y=0660.150-0669.470 | 6.400
P=0170 | X=0454.010-0479.060 | Y=0660.150-0669.470 | 4.500
P=0170 | X=0497.230-0522.280 | Y=0660.150-0669.470 | 3.800
P=0170 | X=0110.690-0384.750 | Y=0669.790-0681.030 | 52, tờ BĐĐC số 215 về bên phải và hết ranh thửa đất số 4, tờ
P=0170 | X=0110.690-0368.130 | Y=0681.310-0692.550 | BĐĐC số 215 về bên trái có hiện trạng là đường nhựa, bê
P=0170 | X=0110.690-0170.850 | Y=0692.830-0704.070 | tông xi măng:
P=0171 | X=0110.690-0333.600 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0171 | X=0110.690-0387.900 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0171 | X=0110.690-0384.200 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0171 | X=0110.690-0379.410 | Y=0125.330-0136.570 | ra Đường vào nhà máy nước Thiện Tân đoạn từ Đường vào
P=0171 | X=0110.690-0386.830 | Y=0136.850-0148.090 | khu tái định cư Tân Biên (nối từ đường Hoàng Văn Bổn đi vào
P=0171 | X=0110.690-0376.060 | Y=0148.370-0159.610 | hết ranh khu tái định cư Tân Biên) đến Hết ranh thửa đất số
P=0171 | X=0110.690-0384.750 | Y=0159.650-0170.890 | 52, tờ BĐĐC số 215 về bên phải và hết ranh thửa đất số 4, tờ
P=0171 | X=0110.690-0368.130 | Y=0171.170-0182.410 | BĐĐC số 215 về bên trái có hiện trạng là đường nhựa, bê
P=0171 | X=0091.940-0170.850 | Y=0182.170-0193.930 | 174 tông xi măng:
P=0171 | X=0406.700-0431.750 | Y=0182.170-0191.490 | 3.500
P=0171 | X=0454.010-0479.060 | Y=0182.170-0191.490 | 2.500
P=0171 | X=0497.230-0522.280 | Y=0182.170-0191.490 | 2.100
P=0171 | X=0110.690-0333.860 | Y=0200.230-0211.470 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0171 | X=0110.690-0364.000 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0171 | X=0110.690-0197.240 | Y=0229.270-0240.510 | >400m đến ≤600m.
P=0171 | X=0110.690-0333.860 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0171 | X=0110.690-0384.200 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0171 | X=0110.690-0379.410 | Y=0276.070-0287.310 | ra Đường vào nhà máy nước Thiện Tân đoạn từ Đường vào
P=0171 | X=0110.690-0386.830 | Y=0287.620-0298.860 | khu tái định cư Tân Biên (nối từ đường Hoàng Văn Bổn đi vào
P=0171 | X=0110.690-0376.060 | Y=0299.140-0310.380 | hết ranh khu tái định cư Tân Biên) đến Hết ranh thửa đất số
