TABLE=018 | AREA=Xã Phước An | SECTION=non-agricultural | SEGMENTS=1
P=0606 | X=0497.230-0522.280 | Y=0656.310-0665.630 | 1.400
P=0606 | X=0113.570-0345.120 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0606 | X=0113.570-0366.880 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0606 | X=0113.570-0208.520 | Y=0694.750-0705.990 | >500m đến ≤1.000m.
P=0607 | X=0113.570-0336.740 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0607 | X=0113.570-0387.080 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0607 | X=0113.570-0387.110 | Y=0107.780-0119.020 | ra Đường ra Cảng Phước An đoạn từ Vòng xoay đường Trần
P=0607 | X=0113.570-0378.550 | Y=0119.330-0130.570 | Phú đến Đường Hùng Vương có hiện trạng là đường nhựa,
P=0607 | X=0113.570-0187.650 | Y=0130.850-0142.090 | bê tông xi măng:
P=0607 | X=0093.140-0109.780 | Y=0138.730-0148.050 | 161
P=0607 | X=0405.980-0431.030 | Y=0138.730-0148.050 | 1.600
P=0607 | X=0453.770-0478.820 | Y=0138.730-0148.050 | 1.100
P=0607 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 960
P=0607 | X=0113.570-0354.680 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0607 | X=0113.570-0155.710 | Y=0161.530-0170.850 | >1.000m.
P=0607 | X=0113.570-0337.210 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0607 | X=0304.680-0377.730 | Y=0194.930-0206.170 | Giáp đường cao
P=0607 | X=0113.570-0281.470 | Y=0206.470-0217.710 | Đường ra Cảng Phước Đường Hùng
P=0607 | X=0304.680-0389.980 | Y=0208.350-0217.670 | tốc Bến Lức - Long
P=0607 | X=0093.140-0109.780 | Y=0214.110-0223.430 | 162
P=0607 | X=0405.980-0431.030 | Y=0214.110-0223.430 | 8.800
P=0607 | X=0453.770-0478.820 | Y=0214.110-0223.430 | 6.200
P=0607 | X=0497.230-0522.280 | Y=0214.110-0223.430 | 5.300
P=0607 | X=0223.030-0254.310 | Y=0217.990-0229.230 | Vương
P=0607 | X=0113.570-0125.890 | Y=0219.870-0229.190 | An
P=0607 | X=0304.680-0359.960 | Y=0219.870-0229.190 | Thành tại xã
P=0607 | X=0304.680-0350.370 | Y=0229.510-0240.750 | Phước An
P=0607 | X=0113.570-0373.640 | Y=0247.270-0258.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ra
P=0607 | X=0113.570-0361.390 | Y=0258.790-0270.030 | Cảng Phước An đoạn từ Đường Hùng Vương đến Giáp
P=0607 | X=0113.570-0369.790 | Y=0270.310-0281.550 | đường cao tốc Bến Lức - Long Thành tại xã Phước An có
P=0607 | X=0093.140-0307.180 | Y=0281.860-0293.300 | 163 hiện trạng là đường nhựa, bê tông xi măng:
P=0607 | X=0405.980-0431.030 | Y=0283.980-0293.300 | 3.500
P=0607 | X=0453.770-0478.820 | Y=0283.980-0293.300 | 2.500
P=0607 | X=0497.230-0522.280 | Y=0283.980-0293.300 | 2.100
P=0607 | X=0113.570-0344.650 | Y=0299.380-0310.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0607 | X=0113.570-0390.760 | Y=0316.900-0328.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0607 | X=0113.570-0373.640 | Y=0334.660-0345.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ra
P=0607 | X=0113.570-0361.390 | Y=0345.940-0357.180 | Cảng Phước An đoạn từ Đường Hùng Vương đến Giáp
P=0607 | X=0113.570-0369.790 | Y=0357.460-0368.700 | đường cao tốc Bến Lức - Long Thành tại xã Phước An có
P=0607 | X=0113.570-0307.180 | Y=0369.000-0380.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=0607 | X=0093.140-0345.120 | Y=0385.760-0397.760 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0607 | X=0405.980-0431.030 | Y=0385.760-0395.080 | 2.700
P=0607 | X=0453.770-0478.820 | Y=0385.760-0395.080 | 1.900
P=0607 | X=0497.230-0522.280 | Y=0385.760-0395.080 | 1.600
P=0607 | X=0113.570-0366.880 | Y=0404.040-0415.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0607 | X=0113.570-0208.520 | Y=0415.560-0426.800 | >500m đến ≤1.000m.
P=0607 | X=0113.570-0336.740 | Y=0433.080-0444.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0607 | X=0113.570-0373.640 | Y=0450.860-0462.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ra
P=0607 | X=0113.570-0361.390 | Y=0462.380-0473.620 | Cảng Phước An đoạn từ Đường Hùng Vương đến Giáp
P=0607 | X=0113.570-0369.790 | Y=0473.900-0485.140 | đường cao tốc Bến Lức - Long Thành tại xã Phước An có
P=0607 | X=0113.570-0307.180 | Y=0485.420-0496.660 | hiện trạng là đường nhựa, bê tông xi măng:
P=0607 | X=0093.140-0109.780 | Y=0493.300-0502.620 | 165
P=0607 | X=0405.980-0431.030 | Y=0493.300-0502.620 | 1.900
P=0607 | X=0453.770-0478.820 | Y=0493.300-0502.620 | 1.300
P=0607 | X=0497.230-0522.280 | Y=0493.300-0502.620 | 1.100
P=0607 | X=0113.570-0354.680 | Y=0502.940-0514.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0607 | X=0113.570-0155.710 | Y=0516.100-0525.420 | >1.000m.
P=0607 | X=0113.570-0337.210 | Y=0531.740-0542.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0607 | X=0113.570-0387.080 | Y=0549.530-0560.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0607 | X=0113.570-0375.810 | Y=0561.050-0572.290 | ra Đường ra Cảng Phước An đoạn từ Đường Hùng Vương
P=0607 | X=0113.570-0385.100 | Y=0572.570-0583.810 | đến Giáp đường cao tốc Bến Lức - Long Thành tại xã Phước
P=0607 | X=0093.140-0335.530 | Y=0584.090-0595.530 | 166 An có hiện trạng là đường nhựa, bê tông xi măng:
P=0607 | X=0405.980-0431.030 | Y=0586.210-0595.530 | 3.200
P=0607 | X=0453.770-0478.820 | Y=0586.210-0595.530 | 2.200
P=0607 | X=0497.230-0522.280 | Y=0586.210-0595.530 | 1.900
P=0607 | X=0113.570-0344.680 | Y=0601.610-0612.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0607 | X=0113.570-0390.760 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0607 | X=0113.570-0387.080 | Y=0636.910-0648.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0607 | X=0113.570-0375.810 | Y=0648.430-0659.670 | ra Đường ra Cảng Phước An đoạn từ Đường Hùng Vương
P=0607 | X=0113.570-0385.100 | Y=0659.950-0671.190 | đến Giáp đường cao tốc Bến Lức - Long Thành tại xã Phước
P=0607 | X=0093.140-0335.530 | Y=0671.470-0682.910 | 167 An có hiện trạng là đường nhựa, bê tông xi măng:
P=0607 | X=0405.980-0431.030 | Y=0673.590-0682.910 | 2.400
P=0607 | X=0453.770-0478.820 | Y=0673.590-0682.910 | 1.700
P=0607 | X=0497.230-0522.280 | Y=0673.590-0682.910 | 1.400
P=0607 | X=0113.570-0345.120 | Y=0688.750-0699.990 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0607 | X=0113.570-0366.880 | Y=0706.290-0717.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0608 | X=0113.570-0208.520 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=0608 | X=0113.570-0336.740 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0608 | X=0113.570-0387.080 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0608 | X=0113.570-0375.810 | Y=0119.330-0130.570 | ra Đường ra Cảng Phước An đoạn từ Đường Hùng Vương
P=0608 | X=0113.570-0385.100 | Y=0130.850-0142.090 | đến Giáp đường cao tốc Bến Lức - Long Thành tại xã Phước
P=0608 | X=0113.570-0335.530 | Y=0142.370-0153.610 | An có hiện trạng là đường nhựa, bê tông xi măng:
P=0608 | X=0093.140-0109.780 | Y=0150.250-0159.570 | 168
P=0608 | X=0405.980-0431.030 | Y=0150.250-0159.570 | 1.700
P=0608 | X=0453.770-0478.820 | Y=0150.250-0159.570 | 1.200
P=0608 | X=0497.230-0522.280 | Y=0150.250-0159.570 | 1.000
P=0608 | X=0113.570-0354.680 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0608 | X=0113.570-0155.730 | Y=0173.050-0182.370 | >1.000m.
P=0608 | X=0113.570-0337.210 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0608 | X=0223.030-0281.470 | Y=0206.470-0217.710 | Đường Hùng
P=0608 | X=0304.680-0386.360 | Y=0208.350-0217.670 | Ranh giới xã Long
P=0608 | X=0093.140-0217.740 | Y=0212.230-0223.470 | 169 Đường Nguyễn Văn Ký
P=0608 | X=0405.980-0431.030 | Y=0214.110-0223.430 | 6.600
P=0608 | X=0453.770-0478.820 | Y=0214.110-0223.430 | 4.600
P=0608 | X=0497.230-0522.280 | Y=0214.110-0223.430 | 4.000
P=0608 | X=0223.030-0254.310 | Y=0217.990-0229.230 | Vương
P=0608 | X=0304.680-0335.400 | Y=0217.990-0229.230 | Phước
P=0608 | X=0113.570-0361.890 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0608 | X=0113.570-0380.860 | Y=0247.270-0258.510 | Nguyễn Văn Ký đoạn từ Đường Hùng Vương đến Ranh giới
P=0608 | X=0113.570-0361.400 | Y=0258.790-0270.030 | xã Long Phước có hiện trạng là đường nhựa, bê tông xi
P=0608 | X=0093.140-0141.570 | Y=0270.310-0281.750 | 170 măng:
P=0608 | X=0405.980-0431.030 | Y=0272.430-0281.750 | 3.300
P=0608 | X=0453.770-0478.820 | Y=0272.430-0281.750 | 2.300
P=0608 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 2.000
P=0608 | X=0113.570-0344.650 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0608 | X=0113.570-0390.760 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0608 | X=0113.570-0361.890 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0608 | X=0113.570-0380.860 | Y=0334.660-0345.900 | Nguyễn Văn Ký đoạn từ Đường Hùng Vương đến Ranh giới
P=0608 | X=0113.570-0361.400 | Y=0345.940-0357.180 | xã Long Phước có hiện trạng là đường nhựa, bê tông xi
P=0608 | X=0113.570-0141.570 | Y=0357.460-0368.700 | măng:
P=0608 | X=0093.140-0345.120 | Y=0374.240-0386.240 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0608 | X=0405.980-0431.030 | Y=0374.240-0383.560 | 2.600
P=0608 | X=0453.770-0478.820 | Y=0374.240-0383.560 | 1.800
P=0608 | X=0497.230-0522.280 | Y=0374.240-0383.560 | 1.600
P=0608 | X=0113.570-0366.880 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0608 | X=0113.570-0208.520 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=0608 | X=0113.570-0336.740 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0608 | X=0113.570-0361.890 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0608 | X=0113.570-0380.860 | Y=0450.860-0462.100 | Nguyễn Văn Ký đoạn từ Đường Hùng Vương đến Ranh giới
P=0608 | X=0113.570-0361.400 | Y=0462.380-0473.620 | xã Long Phước có hiện trạng là đường nhựa, bê tông xi
P=0608 | X=0113.570-0141.570 | Y=0473.900-0485.140 | măng:
P=0608 | X=0093.140-0109.780 | Y=0481.780-0491.100 | 172
P=0608 | X=0405.980-0431.030 | Y=0481.780-0491.100 | 1.800
P=0608 | X=0453.770-0478.820 | Y=0481.780-0491.100 | 1.300
P=0608 | X=0497.230-0522.280 | Y=0481.780-0491.100 | 1.100
P=0608 | X=0113.570-0354.680 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0608 | X=0113.570-0155.710 | Y=0504.820-0514.140 | >1.000m.
P=0608 | X=0113.570-0337.210 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0608 | X=0113.570-0387.080 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0608 | X=0113.570-0380.860 | Y=0549.530-0560.770 | ra Đường Nguyễn Văn Ký đoạn từ Đường Hùng Vương đến
P=0608 | X=0113.570-0375.340 | Y=0561.050-0572.290 | Ranh giới xã Long Phước có hiện trạng là đường nhựa, bê
P=0608 | X=0093.140-0173.730 | Y=0572.570-0584.010 | 173 tông xi măng:
P=0608 | X=0405.980-0431.030 | Y=0574.690-0584.010 | 3.000
P=0608 | X=0453.770-0478.820 | Y=0574.690-0584.010 | 2.100
P=0608 | X=0497.230-0522.280 | Y=0574.690-0584.010 | 1.800
P=0608 | X=0113.570-0344.650 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0608 | X=0113.570-0390.760 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0608 | X=0113.570-0387.080 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0608 | X=0113.570-0380.860 | Y=0636.910-0648.150 | ra Đường Nguyễn Văn Ký đoạn từ Đường Hùng Vương đến
P=0608 | X=0113.570-0375.320 | Y=0648.430-0659.670 | Ranh giới xã Long Phước có hiện trạng là đường nhựa, bê
P=0608 | X=0113.570-0173.730 | Y=0659.950-0671.190 | tông xi măng:
P=0608 | X=0093.140-0109.780 | Y=0667.830-0677.150 | 174
P=0608 | X=0405.980-0431.030 | Y=0667.830-0677.150 | 2.300
P=0608 | X=0453.770-0478.820 | Y=0667.830-0677.150 | 1.600
P=0608 | X=0497.230-0522.270 | Y=0667.830-0677.150 | 1.400
P=0608 | X=0113.570-0345.120 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0608 | X=0113.570-0366.880 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0608 | X=0113.570-0208.520 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=0609 | X=0113.570-0336.740 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0609 | X=0113.570-0387.080 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0609 | X=0113.570-0380.860 | Y=0107.780-0119.020 | ra Đường Nguyễn Văn Ký đoạn từ Đường Hùng Vương đến
P=0609 | X=0113.570-0375.320 | Y=0119.330-0130.570 | Ranh giới xã Long Phước có hiện trạng là đường nhựa, bê
P=0609 | X=0113.570-0173.730 | Y=0130.850-0142.090 | tông xi măng:
P=0609 | X=0093.140-0109.780 | Y=0138.730-0148.050 | 175
P=0609 | X=0405.980-0431.030 | Y=0138.730-0148.050 | 1.600
P=0609 | X=0453.770-0478.820 | Y=0138.730-0148.050 | 1.100
P=0609 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 960
P=0609 | X=0113.570-0354.680 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0609 | X=0113.570-0155.710 | Y=0161.530-0170.850 | >1.000m.
P=0609 | X=0113.570-0337.210 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0609 | X=0304.680-0363.090 | Y=0194.930-0206.170 | Đường Hùng
P=0609 | X=0223.030-0292.020 | Y=0200.710-0211.950 | Đường Nguyễn
P=0609 | X=0093.140-0220.870 | Y=0206.470-0217.710 | 176 Đường Nguyễn Ái Quốc
P=0609 | X=0304.680-0384.210 | Y=0206.470-0217.710 | Vương (ấp Thanh
P=0609 | X=0405.980-0431.030 | Y=0208.350-0217.670 | 8.100
P=0609 | X=0453.770-0478.820 | Y=0208.350-0217.670 | 5.700
P=0609 | X=0497.230-0522.280 | Y=0208.350-0217.670 | 4.900
P=0609 | X=0223.030-0269.230 | Y=0214.110-0223.430 | Hữu Cảnh
P=0609 | X=0304.680-0329.870 | Y=0219.870-0229.190 | Minh)
P=0609 | X=0113.570-0361.890 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0609 | X=0113.570-0363.820 | Y=0247.270-0258.510 | Nguyễn Ái Quốc đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0609 | X=0113.570-0385.900 | Y=0258.790-0270.030 | Đường Hùng Vương (ấp Thanh Minh) có hiện trạng là đường
P=0609 | X=0093.140-0216.680 | Y=0270.310-0281.750 | 177 nhựa, bê tông xi măng:
P=0609 | X=0405.980-0431.030 | Y=0272.430-0281.750 | 2.900
P=0609 | X=0453.770-0478.820 | Y=0272.430-0281.750 | 2.000
P=0609 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 1.700
P=0609 | X=0113.570-0344.650 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0609 | X=0113.570-0390.760 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0609 | X=0113.570-0361.890 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0609 | X=0113.570-0363.820 | Y=0334.660-0345.900 | Nguyễn Ái Quốc đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0609 | X=0113.570-0385.900 | Y=0345.940-0357.180 | Đường Hùng Vương (ấp Thanh Minh) có hiện trạng là đường
P=0609 | X=0113.570-0216.680 | Y=0357.460-0368.700 | nhựa, bê tông xi măng:
P=0609 | X=0093.140-0345.120 | Y=0374.240-0386.240 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0609 | X=0405.980-0431.030 | Y=0374.240-0383.560 | 2.300
P=0609 | X=0453.770-0478.820 | Y=0374.240-0383.560 | 1.600
P=0609 | X=0497.230-0522.280 | Y=0374.240-0383.560 | 1.400
P=0609 | X=0113.570-0366.880 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0609 | X=0113.570-0208.540 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=0609 | X=0113.570-0336.740 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0609 | X=0113.570-0361.890 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0609 | X=0113.570-0363.820 | Y=0450.860-0462.100 | Nguyễn Ái Quốc đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0609 | X=0113.570-0385.900 | Y=0462.380-0473.620 | Đường Hùng Vương (ấp Thanh Minh) có hiện trạng là đường
P=0609 | X=0113.570-0216.710 | Y=0473.900-0485.140 | nhựa, bê tông xi măng:
P=0609 | X=0093.140-0109.780 | Y=0481.780-0491.100 | 179
P=0609 | X=0405.980-0431.030 | Y=0481.780-0491.100 | 1.600
P=0609 | X=0453.770-0478.820 | Y=0481.780-0491.100 | 1.100
P=0609 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 960
P=0609 | X=0113.570-0354.680 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0609 | X=0113.570-0155.710 | Y=0504.820-0514.140 | >1.000m.
P=0609 | X=0113.570-0337.210 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0609 | X=0113.570-0387.080 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0609 | X=0113.570-0390.230 | Y=0549.530-0560.770 | ra Đường Nguyễn Ái Quốc đoạn từ Đường Nguyễn Hữu Cảnh
P=0609 | X=0113.570-0372.670 | Y=0561.050-0572.290 | đến Đường Hùng Vương (ấp Thanh Minh) có hiện trạng là
P=0609 | X=0093.140-0249.340 | Y=0572.570-0584.010 | 180 đường nhựa, bê tông xi măng:
P=0609 | X=0405.980-0431.030 | Y=0574.690-0584.010 | 2.600
P=0609 | X=0453.770-0478.820 | Y=0574.690-0584.010 | 1.800
P=0609 | X=0497.230-0522.280 | Y=0574.690-0584.010 | 1.600
P=0609 | X=0113.570-0344.650 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0609 | X=0113.570-0390.760 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0609 | X=0113.570-0387.080 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0609 | X=0113.570-0390.230 | Y=0636.910-0648.150 | ra Đường Nguyễn Ái Quốc đoạn từ Đường Nguyễn Hữu Cảnh
P=0609 | X=0113.570-0372.670 | Y=0648.430-0659.670 | đến Đường Hùng Vương (ấp Thanh Minh) có hiện trạng là
P=0609 | X=0113.570-0249.340 | Y=0659.950-0671.190 | đường nhựa, bê tông xi măng:
P=0609 | X=0093.140-0109.780 | Y=0667.830-0677.150 | 181
P=0609 | X=0405.980-0431.030 | Y=0667.830-0677.150 | 2.100
P=0609 | X=0453.770-0478.820 | Y=0667.830-0677.150 | 1.500
P=0609 | X=0497.230-0522.280 | Y=0667.830-0677.150 | 1.300
P=0609 | X=0113.570-0345.120 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0609 | X=0113.570-0366.880 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0609 | X=0113.570-0208.520 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=0610 | X=0113.570-0336.740 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0610 | X=0113.570-0387.080 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0610 | X=0113.570-0390.230 | Y=0107.780-0119.020 | ra Đường Nguyễn Ái Quốc đoạn từ Đường Nguyễn Hữu Cảnh
P=0610 | X=0113.570-0372.670 | Y=0119.330-0130.570 | đến Đường Hùng Vương (ấp Thanh Minh) có hiện trạng là
P=0610 | X=0113.570-0249.340 | Y=0130.850-0142.090 | đường nhựa, bê tông xi măng:
P=0610 | X=0093.140-0109.780 | Y=0138.730-0148.050 | 182
P=0610 | X=0405.980-0431.030 | Y=0138.730-0148.050 | 1.400
P=0610 | X=0461.930-0478.570 | Y=0138.730-0148.050 | 980
P=0610 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 840
P=0610 | X=0113.570-0354.680 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0610 | X=0113.570-0155.710 | Y=0161.530-0170.850 | >1.000m.
P=0610 | X=0113.570-0337.210 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0610 | X=0223.030-0281.470 | Y=0194.930-0206.170 | Đường Hùng
P=0610 | X=0304.680-0388.300 | Y=0196.810-0206.130 | Khu công nghiệp 3
P=0610 | X=0093.140-0367.160 | Y=0206.470-0217.710 | 183 Đường Nguyễn Ái Quốc Vương (ấp Thanh giai đoạn 2 xã
P=0610 | X=0405.980-0431.030 | Y=0208.350-0217.670 | 8.000
P=0610 | X=0453.770-0478.820 | Y=0208.350-0217.670 | 5.600
P=0610 | X=0497.230-0522.280 | Y=0208.350-0217.670 | 4.800
P=0610 | X=0304.680-0350.370 | Y=0217.990-0229.230 | Phước An
P=0610 | X=0223.030-0248.220 | Y=0219.870-0229.190 | Minh)
P=0610 | X=0113.570-0361.890 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0610 | X=0113.570-0366.920 | Y=0247.270-0258.510 | Nguyễn Ái Quốc đoạn từ Đường Hùng Vương (ấp Thanh
P=0610 | X=0113.570-0370.980 | Y=0258.790-0270.030 | Minh) đến Khu công nghiệp 3 giai đoạn 2 xã Phước An có
P=0610 | X=0093.140-0307.180 | Y=0270.310-0281.750 | 184 hiện trạng là đường nhựa, bê tông xi măng:
P=0610 | X=0405.980-0431.030 | Y=0272.430-0281.750 | 3.200
P=0610 | X=0453.770-0478.820 | Y=0272.430-0281.750 | 2.200
P=0610 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 1.900
P=0610 | X=0113.570-0344.680 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0610 | X=0113.570-0390.760 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0610 | X=0113.570-0361.890 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0610 | X=0113.570-0366.920 | Y=0334.660-0345.900 | Nguyễn Ái Quốc đoạn từ Đường Hùng Vương (ấp Thanh
P=0610 | X=0113.570-0370.980 | Y=0345.940-0357.180 | Minh) đến Khu công nghiệp 3 giai đoạn 2 xã Phước An có
P=0610 | X=0113.570-0307.180 | Y=0357.460-0368.700 | hiện trạng là đường nhựa, bê tông xi măng:
P=0610 | X=0093.140-0345.120 | Y=0374.240-0386.240 | 185 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0610 | X=0405.980-0431.030 | Y=0374.240-0383.560 | 2.400
P=0610 | X=0453.770-0478.820 | Y=0374.240-0383.560 | 1.700
P=0610 | X=0497.230-0522.280 | Y=0374.240-0383.560 | 1.400
P=0610 | X=0113.570-0366.880 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0610 | X=0113.570-0208.520 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=0610 | X=0113.570-0336.740 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0610 | X=0113.570-0361.890 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0610 | X=0113.570-0366.920 | Y=0450.860-0462.100 | Nguyễn Ái Quốc đoạn từ Đường Hùng Vương (ấp Thanh
P=0610 | X=0113.570-0370.980 | Y=0462.380-0473.620 | Minh) đến Khu công nghiệp 3 giai đoạn 2 xã Phước An có
P=0610 | X=0113.570-0307.180 | Y=0473.900-0485.140 | hiện trạng là đường nhựa, bê tông xi măng:
P=0610 | X=0093.140-0109.780 | Y=0481.780-0491.100 | 186
P=0610 | X=0405.980-0431.030 | Y=0481.780-0491.100 | 1.600
P=0610 | X=0453.770-0478.820 | Y=0481.780-0491.100 | 1.100
P=0610 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 960
P=0610 | X=0113.570-0354.680 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0610 | X=0113.570-0155.710 | Y=0504.820-0514.140 | >1.000m.
P=0610 | X=0113.570-0337.210 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
