TABLE=029 | AREA=Xã Xuân Định | SECTION=non-agricultural | SEGMENTS=1
P=1077 | X=0106.850-0377.980 | Y=0706.290-0717.530 | Tiểu học Mỹ Hạnh (+300 m) có hiện trạng là đường nhựa, bê
P=1078 | X=0106.850-0167.010 | Y=0072.500-0083.740 | tông xi măng:
P=1078 | X=0106.850-0338.400 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1078 | X=0106.850-0393.740 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1078 | X=0106.850-0167.970 | Y=0119.090-0130.330 | đến ≤1.000m.
P=1078 | X=0106.850-0330.020 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1078 | X=0106.850-0381.090 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1078 | X=0106.850-0397.190 | Y=0165.650-0176.890 | Bảo - Xuân Tây đoạn từ Đường tỉnh 765B đến Phân hiệu Trường
P=1078 | X=0106.850-0377.980 | Y=0177.170-0188.410 | Tiểu học Mỹ Hạnh (+300 m) có hiện trạng là đường nhựa, bê
P=1078 | X=0090.020-0167.010 | Y=0188.690-0200.130 | 144 tông xi măng:
P=1078 | X=0423.050-0439.690 | Y=0190.810-0200.130 | 470
P=1078 | X=0459.290-0475.930 | Y=0190.810-0200.130 | 330
P=1078 | X=0505.390-0522.030 | Y=0190.810-0200.130 | 280
P=1078 | X=0106.850-0392.640 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1078 | X=0106.850-0330.490 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1078 | X=0106.850-0392.110 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1078 | X=0106.850-0399.350 | Y=0253.030-0264.270 | Đường Xuân Bảo - Xuân Tây đoạn từ Đường tỉnh 765B đến Phân
P=1078 | X=0106.850-0393.590 | Y=0264.550-0275.790 | hiệu Trường Tiểu học Mỹ Hạnh (+300 m) có hiện trạng là đường
P=1078 | X=0090.020-0209.960 | Y=0276.070-0287.510 | 145 nhựa, bê tông xi măng:
P=1078 | X=0423.050-0439.690 | Y=0278.190-0287.510 | 850
P=1078 | X=0459.290-0475.930 | Y=0278.190-0287.510 | 600
P=1078 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 510
P=1078 | X=0106.850-0337.930 | Y=0293.620-0304.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1078 | X=0106.850-0384.020 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1078 | X=0106.850-0392.110 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1078 | X=0106.850-0399.350 | Y=0340.420-0351.660 | Đường Xuân Bảo - Xuân Tây đoạn từ Đường tỉnh 765B đến Phân
P=1078 | X=0106.850-0393.590 | Y=0351.700-0362.940 | hiệu Trường Tiểu học Mỹ Hạnh (+300 m) có hiện trạng là đường
P=1078 | X=0106.850-0210.000 | Y=0363.220-0374.460 | nhựa, bê tông xi măng:
P=1078 | X=0090.020-0338.400 | Y=0380.000-0392.000 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1078 | X=0423.050-0439.690 | Y=0380.000-0389.320 | 610
P=1078 | X=0459.290-0475.930 | Y=0380.000-0389.320 | 430
P=1078 | X=0505.390-0522.030 | Y=0380.000-0389.320 | 370
P=1078 | X=0106.850-0393.740 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1078 | X=0106.850-0167.970 | Y=0409.800-0421.040 | đến ≤1.000m.
P=1078 | X=0106.850-0330.020 | Y=0427.320-0438.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1078 | X=0106.850-0392.110 | Y=0445.080-0456.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1078 | X=0106.850-0399.350 | Y=0456.620-0467.860 | Đường Xuân Bảo - Xuân Tây đoạn từ Đường tỉnh 765B đến Phân
P=1078 | X=0106.850-0393.590 | Y=0468.140-0479.380 | hiệu Trường Tiểu học Mỹ Hạnh (+300 m) có hiện trạng là đường
P=1078 | X=0090.020-0209.960 | Y=0479.660-0491.100 | 147 nhựa, bê tông xi măng:
P=1078 | X=0423.050-0439.690 | Y=0481.780-0491.100 | 420
P=1078 | X=0459.290-0475.930 | Y=0481.780-0491.100 | 290
P=1078 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 250
P=1078 | X=0106.850-0392.640 | Y=0497.180-0508.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1078 | X=0106.850-0330.490 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1078 | X=0228.100-0310.050 | Y=0532.220-0543.460 | Phân hiệu Trường
P=1078 | X=0106.850-0217.360 | Y=0538.010-0549.250 | Đường Xuân Bảo - Xuân
P=1078 | X=0310.440-0395.740 | Y=0538.010-0549.250 | Ngã ba đường Tân
P=1078 | X=0090.020-0106.660 | Y=0545.650-0554.970 | 148
P=1078 | X=0228.100-0309.320 | Y=0545.650-0554.970 | Tiểu học Mỹ Hạnh
P=1078 | X=0414.860-0439.910 | Y=0545.650-0554.970 | 1.600
P=1078 | X=0451.130-0476.180 | Y=0545.650-0554.970 | 1.100
P=1078 | X=0505.390-0522.030 | Y=0545.650-0554.970 | 960
P=1078 | X=0310.440-0384.650 | Y=0549.530-0560.770 | Hạnh đi Nam Hà
P=1078 | X=0106.850-0123.640 | Y=0551.410-0560.730 | Tây
P=1078 | X=0228.100-0268.660 | Y=0557.170-0566.490 | (+300 m)
P=1078 | X=0106.850-0381.090 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1078 | X=0106.850-0382.060 | Y=0584.570-0595.810 | Bảo - Xuân Tây đoạn từ Phân hiệu Trường Tiểu học Mỹ Hạnh
P=1078 | X=0106.850-0391.910 | Y=0596.090-0607.330 | (+300 m) đến Ngã ba đường Tân Hạnh đi Nam Hà có hiện trạng
P=1078 | X=0090.020-0253.180 | Y=0607.610-0619.050 | 149 là đường nhựa, bê tông xi măng:
P=1078 | X=0423.050-0439.690 | Y=0609.730-0619.050 | 820
P=1078 | X=0459.290-0475.930 | Y=0609.730-0619.050 | 570
P=1078 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 490
P=1078 | X=0106.850-0337.930 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1078 | X=0106.850-0384.020 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1078 | X=0106.850-0381.090 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1078 | X=0106.850-0382.060 | Y=0671.950-0683.190 | Bảo - Xuân Tây đoạn từ Phân hiệu Trường Tiểu học Mỹ Hạnh
P=1078 | X=0090.020-0106.660 | Y=0679.590-0688.910 | 150
P=1078 | X=0423.050-0439.690 | Y=0679.590-0688.910 | 640
P=1078 | X=0459.290-0475.930 | Y=0679.590-0688.910 | 450
P=1078 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 380
P=1078 | X=0106.850-0391.910 | Y=0683.470-0694.710 | (+300 m) đến Ngã ba đường Tân Hạnh đi Nam Hà có hiện trạng
P=1078 | X=0106.850-0253.180 | Y=0694.750-0705.990 | là đường nhựa, bê tông xi măng:
P=1079 | X=0106.850-0338.400 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1079 | X=0106.850-0393.740 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1079 | X=0106.850-0167.970 | Y=0107.540-0118.780 | đến ≤1.000m.
P=1079 | X=0106.850-0330.020 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1079 | X=0106.850-0381.090 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1079 | X=0106.850-0382.060 | Y=0154.370-0165.610 | Bảo - Xuân Tây đoạn từ Phân hiệu Trường Tiểu học Mỹ Hạnh
P=1079 | X=0106.850-0391.910 | Y=0165.650-0176.890 | (+300 m) đến Ngã ba đường Tân Hạnh đi Nam Hà có hiện trạng
P=1079 | X=0090.020-0253.180 | Y=0177.170-0188.610 | 151 là đường nhựa, bê tông xi măng:
P=1079 | X=0423.050-0439.690 | Y=0179.290-0188.610 | 470
P=1079 | X=0459.290-0475.930 | Y=0179.290-0188.610 | 330
P=1079 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 280
P=1079 | X=0106.850-0392.640 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1079 | X=0106.850-0330.490 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1079 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1079 | X=0106.850-0381.100 | Y=0241.510-0252.750 | Đường Xuân Bảo - Xuân Tây đoạn từ Phân hiệu Trường Tiểu
P=1079 | X=0106.850-0392.810 | Y=0253.030-0264.270 | học Mỹ Hạnh (+300 m) đến Ngã ba đường Tân Hạnh đi Nam Hà
P=1079 | X=0090.020-0313.700 | Y=0264.550-0275.990 | 152 có hiện trạng là đường nhựa, bê tông xi măng:
P=1079 | X=0423.050-0439.690 | Y=0266.670-0275.990 | 740
P=1079 | X=0459.290-0475.930 | Y=0266.670-0275.990 | 520
P=1079 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 440
P=1079 | X=0106.850-0337.930 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1079 | X=0106.850-0384.020 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1079 | X=0106.850-0392.110 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1079 | X=0106.850-0381.100 | Y=0328.900-0340.140 | Đường Xuân Bảo - Xuân Tây đoạn từ Phân hiệu Trường Tiểu
P=1079 | X=0106.850-0392.810 | Y=0340.420-0351.660 | học Mỹ Hạnh (+300 m) đến Ngã ba đường Tân Hạnh đi Nam Hà
P=1079 | X=0106.850-0313.700 | Y=0351.700-0362.940 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1079 | X=0090.020-0338.420 | Y=0368.480-0380.480 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1079 | X=0423.050-0439.690 | Y=0368.480-0377.800 | 580
P=1079 | X=0459.290-0475.930 | Y=0368.480-0377.800 | 410
P=1079 | X=0505.390-0522.030 | Y=0368.480-0377.800 | 350
P=1079 | X=0106.850-0393.740 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1079 | X=0106.850-0167.970 | Y=0398.280-0409.520 | đến ≤1.000m.
P=1079 | X=0106.850-0330.020 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1079 | X=0106.850-0392.110 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1079 | X=0106.850-0381.100 | Y=0445.080-0456.320 | Đường Xuân Bảo - Xuân Tây đoạn từ Phân hiệu Trường Tiểu
P=1079 | X=0106.850-0392.810 | Y=0456.620-0467.860 | học Mỹ Hạnh (+300 m) đến Ngã ba đường Tân Hạnh đi Nam Hà
P=1079 | X=0090.020-0313.700 | Y=0468.140-0479.580 | 154 có hiện trạng là đường nhựa, bê tông xi măng:
P=1079 | X=0423.050-0439.690 | Y=0470.260-0479.580 | 420
P=1079 | X=0459.290-0475.930 | Y=0470.260-0479.580 | 290
P=1079 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 250
P=1079 | X=0106.850-0392.640 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1079 | X=0106.850-0330.490 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1079 | X=0228.100-0293.230 | Y=0520.940-0532.180 | Ngã ba đường
P=1079 | X=0106.850-0217.350 | Y=0526.460-0537.700 | Đường Xuân Bảo - Xuân
P=1079 | X=0310.440-0390.860 | Y=0528.340-0537.660 | Ranh giới xã Cẩm
P=1079 | X=0228.100-0306.570 | Y=0532.220-0543.460 | Tân Hạnh đi Nam
P=1079 | X=0090.020-0106.660 | Y=0534.100-0543.420 | 155
P=1079 | X=0414.860-0439.910 | Y=0534.100-0543.420 | 1.400
P=1079 | X=0459.290-0475.930 | Y=0534.100-0543.420 | 980
P=1079 | X=0505.390-0522.030 | Y=0534.100-0543.420 | 840
P=1079 | X=0106.850-0123.640 | Y=0539.890-0549.210 | Tây
P=1079 | X=0310.440-0323.880 | Y=0539.890-0549.210 | Mỹ
P=1079 | X=0228.100-0240.900 | Y=0545.650-0554.970 | Hà
P=1079 | X=0106.850-0381.090 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1079 | X=0106.850-0397.670 | Y=0573.050-0584.290 | Bảo - Xuân Tây đoạn từ Ngã ba đường Tân Hạnh đi Nam Hà đến
P=1079 | X=0106.850-0382.520 | Y=0584.570-0595.810 | Ranh giới xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1079 | X=0090.020-0134.850 | Y=0596.090-0607.530 | 156 măng:
P=1079 | X=0423.050-0439.690 | Y=0598.210-0607.530 | 700
P=1079 | X=0459.290-0475.930 | Y=0598.210-0607.530 | 490
P=1079 | X=0505.390-0522.030 | Y=0598.210-0607.530 | 420
P=1079 | X=0106.850-0337.930 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1079 | X=0106.850-0384.020 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1079 | X=0106.850-0381.090 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1079 | X=0106.850-0397.670 | Y=0660.430-0671.670 | Bảo - Xuân Tây đoạn từ Ngã ba đường Tân Hạnh đi Nam Hà đến
P=1079 | X=0090.020-0382.520 | Y=0671.950-0686.030 | 157 Ranh giới xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1079 | X=0423.050-0439.690 | Y=0676.710-0686.030 | 590
P=1079 | X=0459.290-0475.930 | Y=0676.710-0686.030 | 410
P=1079 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 350
P=1079 | X=0106.850-0134.850 | Y=0683.470-0694.710 | măng:
P=1079 | X=0106.850-0338.400 | Y=0700.770-0712.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1080 | X=0106.850-0393.740 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1080 | X=0106.850-0167.970 | Y=0090.020-0101.260 | đến ≤1.000m.
P=1080 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1080 | X=0106.850-0381.090 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1080 | X=0106.850-0397.670 | Y=0136.850-0148.090 | Bảo - Xuân Tây đoạn từ Ngã ba đường Tân Hạnh đi Nam Hà đến
P=1080 | X=0106.850-0382.520 | Y=0148.370-0159.610 | Ranh giới xã Cẩm Mỹ có hiện trạng là đường nhựa, bê tông xi
P=1080 | X=0090.020-0134.850 | Y=0159.650-0171.330 | 158 măng:
P=1080 | X=0423.050-0439.690 | Y=0162.010-0171.330 | 470
P=1080 | X=0459.290-0475.930 | Y=0162.010-0171.330 | 330
P=1080 | X=0505.390-0522.030 | Y=0162.010-0171.330 | 280
P=1080 | X=0106.850-0392.640 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1080 | X=0106.850-0330.490 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1080 | X=0106.850-0392.110 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1080 | X=0106.850-0399.100 | Y=0223.990-0235.230 | Đường Xuân Bảo - Xuân Tây đoạn từ Ngã ba đường Tân Hạnh đi
P=1080 | X=0106.850-0395.350 | Y=0235.510-0246.750 | Nam Hà đến Ranh giới xã Cẩm Mỹ có hiện trạng là đường nhựa,
P=1080 | X=0090.020-0180.930 | Y=0247.030-0258.470 | 159 bê tông xi măng:
P=1080 | X=0423.050-0439.690 | Y=0249.150-0258.470 | 630
P=1080 | X=0459.290-0475.930 | Y=0249.150-0258.470 | 440
P=1080 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 380
P=1080 | X=0106.850-0337.930 | Y=0264.550-0275.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1080 | X=0106.850-0384.020 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1080 | X=0106.850-0392.110 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1080 | X=0106.850-0399.100 | Y=0311.380-0322.620 | Đường Xuân Bảo - Xuân Tây đoạn từ Ngã ba đường Tân Hạnh đi
P=1080 | X=0106.850-0395.350 | Y=0322.900-0334.140 | Nam Hà đến Ranh giới xã Cẩm Mỹ có hiện trạng là đường nhựa,
P=1080 | X=0106.850-0180.930 | Y=0334.420-0345.660 | bê tông xi măng:
P=1080 | X=0090.020-0338.400 | Y=0350.940-0362.940 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1080 | X=0423.050-0439.690 | Y=0350.940-0360.260 | 530
P=1080 | X=0459.290-0475.930 | Y=0350.940-0360.260 | 370
P=1080 | X=0505.390-0522.030 | Y=0350.940-0360.260 | 320
P=1080 | X=0106.850-0393.740 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1080 | X=0106.850-0167.970 | Y=0380.760-0392.000 | đến ≤1.000m.
P=1080 | X=0106.850-0330.020 | Y=0398.280-0409.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1080 | X=0106.850-0392.110 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1080 | X=0106.850-0399.100 | Y=0427.560-0438.800 | Đường Xuân Bảo - Xuân Tây đoạn từ Ngã ba đường Tân Hạnh đi
P=1080 | X=0106.850-0395.350 | Y=0439.080-0450.320 | Nam Hà đến Ranh giới xã Cẩm Mỹ có hiện trạng là đường nhựa,
P=1080 | X=0090.020-0180.930 | Y=0450.620-0462.060 | 161 bê tông xi măng:
P=1080 | X=0423.050-0439.690 | Y=0452.740-0462.060 | 420
P=1080 | X=0459.290-0475.930 | Y=0452.740-0462.060 | 290
P=1080 | X=0505.390-0522.030 | Y=0452.740-0462.060 | 250
P=1080 | X=0106.850-0392.640 | Y=0468.140-0479.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1080 | X=0106.850-0330.490 | Y=0485.660-0496.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1080 | X=0310.440-0389.110 | Y=0503.420-0514.660 | Hết ranh thửa đất
P=1080 | X=0310.440-0394.310 | Y=0514.940-0526.180 | số 76, tờ BĐĐC số
P=1080 | X=0310.440-0389.730 | Y=0528.100-0537.420 | 21 về bên phải và
P=1080 | X=0090.020-0205.820 | Y=0531.980-0543.220 | 162 Đường Nông Doanh 3
P=1080 | X=0228.100-0271.140 | Y=0533.860-0543.180 | Quốc lộ 1
P=1080 | X=0414.860-0439.910 | Y=0533.860-0543.180 | 1.300
P=1080 | X=0459.290-0475.930 | Y=0533.860-0543.180 | 910
P=1080 | X=0505.390-0522.030 | Y=0533.860-0543.180 | 780
P=1080 | X=0310.440-0387.430 | Y=0537.770-0549.010 | hết ranh thửa đất
P=1080 | X=0310.440-0394.310 | Y=0549.290-0560.530 | số 47, tờ BĐĐC số
P=1080 | X=0310.440-0370.990 | Y=0562.690-0572.010 | 22 về bên trái
P=1080 | X=0106.850-0381.830 | Y=0578.570-0589.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nông
P=1080 | X=0106.850-0370.350 | Y=0590.090-0601.330 | Doanh 3 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 76, tờ
P=1080 | X=0106.850-0396.470 | Y=0601.610-0612.850 | BĐĐC số 21 về bên phải và hết ranh thửa đất số 47, tờ BĐĐC số
P=1080 | X=0090.020-0377.310 | Y=0613.130-0624.570 | 163 22 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1080 | X=0423.050-0439.690 | Y=0615.250-0624.570 | 670
P=1080 | X=0459.290-0475.930 | Y=0615.250-0624.570 | 470
P=1080 | X=0505.390-0522.030 | Y=0615.250-0624.570 | 400
P=1080 | X=0106.850-0337.930 | Y=0630.670-0641.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1080 | X=0106.850-0384.020 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1080 | X=0106.850-0381.810 | Y=0665.950-0677.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nông
P=1080 | X=0106.850-0370.350 | Y=0677.470-0688.710 | Doanh 3 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 76, tờ
P=1080 | X=0090.020-0106.660 | Y=0685.110-0694.430 | 164
P=1080 | X=0423.050-0439.690 | Y=0685.110-0694.430 | 600
P=1080 | X=0459.290-0475.930 | Y=0685.110-0694.430 | 420
P=1080 | X=0505.390-0522.030 | Y=0685.110-0694.430 | 360
P=1080 | X=0106.850-0396.470 | Y=0688.750-0699.990 | BĐĐC số 21 về bên phải và hết ranh thửa đất số 47, tờ BĐĐC số
P=1080 | X=0106.850-0377.310 | Y=0700.290-0711.530 | 22 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1081 | X=0106.850-0338.400 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
