TABLE=003 | AREA=Phường Tam Hiệp | SECTION=non-agricultural | SEGMENTS=1
P=0128 | X=0497.230-0522.280 | Y=0185.050-0194.370 | 2.400
P=0128 | X=0107.330-0145.160 | Y=0188.690-0199.930 | xi măng:
P=0128 | X=0107.330-0384.740 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0128 | X=0107.330-0333.620 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0128 | X=0229.300-0310.490 | Y=0241.510-0252.750 | Đường Phạm Văn
P=0128 | X=0090.020-0195.270 | Y=0247.270-0258.510 | 204 Đường Hồ Văn Thể
P=0128 | X=0311.640-0435.110 | Y=0247.270-0258.510 | Đường Hồ Văn Leo 30.800
P=0128 | X=0447.290-0477.860 | Y=0249.150-0258.470 | 21.600
P=0128 | X=0491.710-0522.280 | Y=0249.150-0258.470 | 18.500
P=0128 | X=0229.300-0257.700 | Y=0254.910-0264.230 | Thuận
P=0128 | X=0107.330-0391.900 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Văn
P=0128 | X=0107.330-0399.800 | Y=0282.340-0293.580 | Thể đoạn từ Đường Phạm Văn Thuận đến Đường Hồ Văn Leo có
P=0128 | X=0107.330-0300.940 | Y=0293.860-0305.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0128 | X=0090.020-0106.660 | Y=0301.740-0311.060 | 205
P=0128 | X=0404.540-0435.110 | Y=0301.740-0311.060 | 14.200
P=0128 | X=0452.810-0477.860 | Y=0301.740-0311.060 | 9.900
P=0128 | X=0497.230-0522.280 | Y=0301.740-0311.060 | 8.500
P=0128 | X=0107.330-0330.240 | Y=0311.380-0322.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0128 | X=0107.330-0384.530 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0128 | X=0107.330-0391.900 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Văn
P=0128 | X=0107.330-0399.800 | Y=0357.940-0369.180 | Thể đoạn từ Đường Phạm Văn Thuận đến Đường Hồ Văn Leo có
P=0128 | X=0107.330-0300.940 | Y=0369.480-0380.720 | hiện trạng là đường nhựa, bê tông xi măng:
P=0128 | X=0090.020-0330.500 | Y=0387.000-0401.320 | 206 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0128 | X=0410.060-0435.110 | Y=0392.000-0401.320 | 7.700
P=0128 | X=0452.810-0477.860 | Y=0392.000-0401.320 | 5.400
P=0128 | X=0497.230-0522.280 | Y=0392.000-0401.320 | 4.600
P=0128 | X=0107.330-0394.220 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0128 | X=0107.330-0160.290 | Y=0416.040-0427.280 | đến ≤600m.
P=0128 | X=0107.330-0330.500 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0128 | X=0107.330-0391.900 | Y=0451.340-0462.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Văn
P=0128 | X=0107.330-0399.800 | Y=0462.860-0474.100 | Thể đoạn từ Đường Phạm Văn Thuận đến Đường Hồ Văn Leo có
P=0128 | X=0107.330-0300.940 | Y=0474.380-0485.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=0128 | X=0090.020-0106.660 | Y=0482.260-0491.580 | 207
P=0128 | X=0410.060-0435.110 | Y=0482.260-0491.580 | 4.600
P=0128 | X=0452.810-0477.860 | Y=0482.260-0491.580 | 3.200
P=0128 | X=0497.230-0522.280 | Y=0482.260-0491.580 | 2.800
P=0128 | X=0107.330-0384.740 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0128 | X=0107.330-0330.970 | Y=0509.420-0520.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0128 | X=0107.330-0392.590 | Y=0527.180-0538.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0128 | X=0107.330-0401.270 | Y=0538.490-0549.730 | Đường Hồ Văn Thể đoạn từ Đường Phạm Văn Thuận đến Đường
P=0128 | X=0107.330-0369.620 | Y=0550.010-0561.250 | Hồ Văn Leo có hiện trạng là đường nhựa, bê tông xi măng:
P=0128 | X=0090.020-0106.660 | Y=0557.890-0567.210 | 208
P=0128 | X=0404.540-0435.110 | Y=0557.890-0567.210 | 12.800
P=0128 | X=0452.810-0477.860 | Y=0557.890-0567.210 | 9.000
P=0128 | X=0497.230-0522.280 | Y=0557.890-0567.210 | 7.700
P=0128 | X=0107.330-0330.240 | Y=0567.530-0578.770 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0128 | X=0107.330-0384.500 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0128 | X=0107.330-0392.590 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0128 | X=0107.330-0401.270 | Y=0614.330-0625.570 | Đường Hồ Văn Thể đoạn từ Đường Phạm Văn Thuận đến Đường
P=0128 | X=0107.330-0369.620 | Y=0625.870-0637.110 | Hồ Văn Leo có hiện trạng là đường nhựa, bê tông xi măng:
P=0128 | X=0090.020-0330.500 | Y=0643.390-0657.470 | 209 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0128 | X=0410.060-0435.110 | Y=0648.150-0657.470 | 6.900
P=0128 | X=0452.810-0477.860 | Y=0648.150-0657.470 | 4.800
P=0128 | X=0497.230-0522.280 | Y=0648.150-0657.470 | 4.100
P=0128 | X=0107.330-0394.220 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0128 | X=0107.330-0160.290 | Y=0672.430-0683.670 | đến ≤600m.
P=0128 | X=0107.330-0330.500 | Y=0689.950-0701.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0128 | X=0090.020-0392.590 | Y=0707.730-0718.970 | 210 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0128 | X=0410.060-0435.110 | Y=0709.620-0718.940 | 4.100
P=0128 | X=0452.810-0477.860 | Y=0709.620-0718.940 | 2.900
P=0128 | X=0497.230-0522.280 | Y=0709.620-0718.940 | 2.500
P=0129 | X=0107.330-0401.270 | Y=0072.500-0083.740 | Đường Hồ Văn Thể đoạn từ Đường Phạm Văn Thuận đến Đường
P=0129 | X=0107.330-0369.620 | Y=0084.020-0095.260 | Hồ Văn Leo có hiện trạng là đường nhựa, bê tông xi măng:
P=0129 | X=0107.330-0384.740 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0129 | X=0107.330-0333.620 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0129 | X=0090.020-0289.130 | Y=0136.850-0148.090 | 211 Đường Phạm Văn Thuận Xa Lộ Hà Nội
P=0129 | X=0312.120-0394.040 | Y=0136.850-0148.090 | Đường 30 tháng 4
P=0129 | X=0404.540-0435.110 | Y=0138.730-0148.050 | 44.400
P=0129 | X=0447.290-0477.860 | Y=0138.730-0148.050 | 31.100
P=0129 | X=0491.710-0522.280 | Y=0138.730-0148.050 | 26.600
P=0129 | X=0107.330-0384.620 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0129 | X=0107.330-0395.030 | Y=0166.130-0177.370 | Văn Thuận đoạn từ Xa Lộ Hà Nội đến Đường 30 tháng 4 có hiện
P=0129 | X=0107.330-0279.110 | Y=0177.410-0188.650 | trạng là đường nhựa, bê tông xi măng:
P=0129 | X=0090.020-0106.660 | Y=0185.290-0194.610 | 212
P=0129 | X=0404.540-0435.110 | Y=0185.290-0194.610 | 17.800
P=0129 | X=0447.290-0477.860 | Y=0185.290-0194.610 | 12.500
P=0129 | X=0491.710-0522.280 | Y=0185.290-0194.610 | 10.700
P=0129 | X=0107.330-0330.240 | Y=0194.930-0206.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0129 | X=0107.330-0384.500 | Y=0212.470-0223.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0129 | X=0107.330-0384.620 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0129 | X=0107.330-0395.030 | Y=0241.750-0252.990 | Văn Thuận đoạn từ Xa Lộ Hà Nội đến Đường 30 tháng 4 có hiện
P=0129 | X=0107.330-0279.110 | Y=0253.270-0264.510 | trạng là đường nhựa, bê tông xi măng:
P=0129 | X=0090.020-0330.500 | Y=0270.790-0284.870 | 213 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0129 | X=0404.540-0435.110 | Y=0275.550-0284.870 | 10.800
P=0129 | X=0452.810-0477.860 | Y=0275.550-0284.870 | 7.600
P=0129 | X=0497.230-0522.280 | Y=0275.550-0284.870 | 6.500
P=0129 | X=0107.330-0394.220 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0129 | X=0107.330-0160.290 | Y=0299.860-0311.100 | đến ≤600m.
P=0129 | X=0107.330-0330.500 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0129 | X=0107.330-0384.620 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0129 | X=0107.330-0395.030 | Y=0346.660-0357.900 | Văn Thuận đoạn từ Xa Lộ Hà Nội đến Đường 30 tháng 4 có hiện
P=0129 | X=0107.330-0279.110 | Y=0357.940-0369.180 | trạng là đường nhựa, bê tông xi măng:
P=0129 | X=0090.020-0106.660 | Y=0365.820-0375.140 | 214
P=0129 | X=0410.060-0435.110 | Y=0365.820-0375.140 | 7.600
P=0129 | X=0452.810-0477.860 | Y=0365.820-0375.140 | 5.300
P=0129 | X=0497.230-0522.280 | Y=0365.820-0375.140 | 4.600
P=0129 | X=0107.330-0384.760 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0129 | X=0107.330-0330.970 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0129 | X=0107.330-0392.590 | Y=0410.760-0422.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0129 | X=0107.330-0387.110 | Y=0422.280-0433.520 | Đường Phạm Văn Thuận đoạn từ Xa Lộ Hà Nội đến Đường 30
P=0129 | X=0107.330-0350.440 | Y=0433.800-0445.040 | tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0129 | X=0090.020-0106.660 | Y=0441.680-0451.000 | 215
P=0129 | X=0404.540-0435.110 | Y=0441.680-0451.000 | 16.000
P=0129 | X=0447.290-0477.860 | Y=0441.680-0451.000 | 11.200
P=0129 | X=0497.230-0522.280 | Y=0441.680-0451.000 | 9.600
P=0129 | X=0107.330-0330.240 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0129 | X=0107.330-0384.500 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0129 | X=0107.330-0392.590 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0129 | X=0107.330-0387.110 | Y=0498.140-0509.380 | Đường Phạm Văn Thuận đoạn từ Xa Lộ Hà Nội đến Đường 30
P=0129 | X=0107.330-0350.410 | Y=0509.660-0520.900 | tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0129 | X=0090.020-0330.500 | Y=0527.180-0541.260 | 216 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0129 | X=0410.060-0435.110 | Y=0531.940-0541.260 | 9.700
P=0129 | X=0452.810-0477.860 | Y=0531.940-0541.260 | 6.800
P=0129 | X=0497.230-0522.280 | Y=0531.940-0541.260 | 5.800
P=0129 | X=0107.330-0394.220 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0129 | X=0107.330-0160.290 | Y=0556.010-0567.250 | đến ≤600m.
P=0129 | X=0107.330-0330.500 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0129 | X=0107.330-0392.590 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0129 | X=0107.330-0387.110 | Y=0602.810-0614.050 | Đường Phạm Văn Thuận đoạn từ Xa Lộ Hà Nội đến Đường 30
P=0129 | X=0107.330-0350.410 | Y=0614.330-0625.570 | tháng 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0129 | X=0090.020-0106.660 | Y=0622.230-0631.550 | 217
P=0129 | X=0410.060-0435.110 | Y=0622.230-0631.550 | 6.800
P=0129 | X=0452.810-0477.860 | Y=0622.230-0631.550 | 4.800
P=0129 | X=0497.230-0522.280 | Y=0622.230-0631.550 | 4.100
P=0129 | X=0107.330-0384.740 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0129 | X=0107.330-0333.640 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0129 | X=0107.330-0210.140 | Y=0667.150-0678.390 | Đường từ Xa lộ Hà Nội
P=0129 | X=0312.120-0384.430 | Y=0672.910-0684.150 | Hết trường Đinh
P=0129 | X=0090.020-0215.430 | Y=0678.670-0689.910 | 218 đến Sân vận động Đồng
P=0129 | X=0229.780-0286.010 | Y=0680.550-0689.870 | Xa lộ Hà Nội
P=0129 | X=0404.540-0435.110 | Y=0680.550-0689.870 | 25.400
P=0129 | X=0447.290-0477.860 | Y=0680.550-0689.870 | 17.800
P=0129 | X=0491.710-0522.280 | Y=0680.550-0689.870 | 15.200
P=0129 | X=0312.120-0364.030 | Y=0686.310-0695.630 | Tiên Hoàng
P=0129 | X=0107.330-0122.290 | Y=0692.070-0701.390 | Nai
P=0129 | X=0090.020-0393.830 | Y=0707.970-0719.210 | 219 Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ Xa lộ
P=0129 | X=0404.540-0435.110 | Y=0709.860-0719.180 | 12.700
P=0129 | X=0452.810-0477.860 | Y=0709.860-0719.180 | 8.900
P=0129 | X=0497.230-0522.280 | Y=0709.860-0719.180 | 7.600
P=0130 | X=0107.330-0400.630 | Y=0072.500-0083.740 | Hà Nội đến Sân vận động Đồng Nai đoạn từ Xa lộ Hà Nội đến Hết
P=0130 | X=0107.330-0394.750 | Y=0084.020-0095.260 | trường Đinh Tiên Hoàng có hiện trạng là đường nhựa, bê tông xi
P=0130 | X=0107.330-0135.330 | Y=0095.540-0106.780 | măng:
P=0130 | X=0107.330-0330.240 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0130 | X=0107.330-0384.500 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0130 | X=0107.330-0393.830 | Y=0148.370-0159.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ Xa lộ
P=0130 | X=0107.330-0400.630 | Y=0159.650-0170.890 | Hà Nội đến Sân vận động Đồng Nai đoạn từ Xa lộ Hà Nội đến Hết
P=0130 | X=0107.330-0394.750 | Y=0171.170-0182.410 | trường Đinh Tiên Hoàng có hiện trạng là đường nhựa, bê tông xi
P=0130 | X=0107.330-0135.330 | Y=0182.690-0193.930 | măng:
P=0130 | X=0090.020-0330.500 | Y=0199.470-0211.470 | 220 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0130 | X=0410.060-0435.110 | Y=0199.470-0208.790 | 8.200
P=0130 | X=0452.810-0477.860 | Y=0199.470-0208.790 | 5.700
P=0130 | X=0497.230-0522.280 | Y=0199.470-0208.790 | 4.900
P=0130 | X=0107.330-0394.220 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0130 | X=0107.330-0160.290 | Y=0229.270-0240.510 | đến ≤600m.
P=0130 | X=0107.330-0330.500 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0130 | X=0107.330-0393.830 | Y=0264.550-0275.790 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ Xa lộ
P=0130 | X=0107.330-0400.630 | Y=0276.070-0287.310 | Hà Nội đến Sân vận động Đồng Nai đoạn từ Xa lộ Hà Nội đến Hết
P=0130 | X=0107.330-0394.780 | Y=0287.620-0298.860 | trường Đinh Tiên Hoàng có hiện trạng là đường nhựa, bê tông xi
P=0130 | X=0090.020-0135.330 | Y=0299.140-0310.580 | 221 măng:
P=0130 | X=0410.060-0435.110 | Y=0301.260-0310.580 | 4.900
P=0130 | X=0452.810-0477.860 | Y=0301.260-0310.580 | 3.400
P=0130 | X=0497.230-0522.280 | Y=0301.260-0310.580 | 2.900
P=0130 | X=0107.330-0384.740 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0130 | X=0107.330-0330.970 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0130 | X=0107.330-0392.590 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0130 | X=0107.330-0401.750 | Y=0363.220-0374.460 | Đường từ Xa lộ Hà Nội đến Sân vận động Đồng Nai đoạn từ Xa lộ
P=0130 | X=0107.330-0390.940 | Y=0374.760-0386.000 | Hà Nội đến Hết trường Đinh Tiên Hoàng có hiện trạng là đường
P=0130 | X=0090.020-0210.440 | Y=0386.280-0397.720 | 222 nhựa, bê tông xi măng:
P=0130 | X=0404.540-0435.110 | Y=0388.400-0397.720 | 11.400
P=0130 | X=0452.810-0477.860 | Y=0388.400-0397.720 | 8.000
P=0130 | X=0497.230-0522.280 | Y=0388.400-0397.720 | 6.800
P=0130 | X=0107.330-0330.240 | Y=0403.800-0415.040 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0130 | X=0107.330-0384.500 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0130 | X=0107.330-0392.590 | Y=0439.080-0450.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0130 | X=0107.330-0401.750 | Y=0450.620-0461.860 | Đường từ Xa lộ Hà Nội đến Sân vận động Đồng Nai đoạn từ Xa lộ
P=0130 | X=0107.330-0390.940 | Y=0462.140-0473.380 | Hà Nội đến Hết trường Đinh Tiên Hoàng có hiện trạng là đường
P=0130 | X=0107.330-0210.440 | Y=0473.660-0484.900 | nhựa, bê tông xi măng:
P=0130 | X=0090.020-0330.500 | Y=0490.180-0502.420 | 223 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0130 | X=0410.060-0435.110 | Y=0490.180-0499.500 | 7.400
P=0130 | X=0452.810-0477.860 | Y=0490.180-0499.500 | 5.200
P=0130 | X=0497.230-0522.280 | Y=0490.180-0499.500 | 4.400
P=0130 | X=0107.330-0394.220 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0130 | X=0107.330-0160.290 | Y=0519.980-0531.220 | đến ≤600m.
P=0130 | X=0107.330-0330.500 | Y=0537.530-0548.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0130 | X=0107.330-0392.590 | Y=0555.290-0566.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0130 | X=0107.330-0401.750 | Y=0566.810-0578.050 | Đường từ Xa lộ Hà Nội đến Sân vận động Đồng Nai đoạn từ Xa lộ
P=0130 | X=0107.330-0390.940 | Y=0578.330-0589.570 | Hà Nội đến Hết trường Đinh Tiên Hoàng có hiện trạng là đường
P=0130 | X=0090.020-0210.440 | Y=0589.850-0601.290 | 224 nhựa, bê tông xi măng:
P=0130 | X=0410.060-0435.110 | Y=0591.970-0601.290 | 4.400
P=0130 | X=0452.810-0477.860 | Y=0591.970-0601.290 | 3.100
P=0130 | X=0497.230-0522.280 | Y=0591.970-0601.290 | 2.600
P=0130 | X=0107.330-0384.740 | Y=0607.370-0618.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0130 | X=0107.330-0333.620 | Y=0624.910-0636.150 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0130 | X=0107.330-0210.140 | Y=0642.670-0653.910 | Đường từ Xa lộ Hà Nội
P=0130 | X=0229.780-0400.540 | Y=0648.430-0659.670 | Hết trường Đinh Sân vận động Đồng
P=0130 | X=0090.020-0215.430 | Y=0654.190-0665.430 | 225 đến Sân vận động Đồng
P=0130 | X=0404.540-0435.110 | Y=0656.070-0665.390 | 29.200
P=0130 | X=0447.290-0477.860 | Y=0656.070-0665.390 | 20.400
P=0130 | X=0491.710-0522.280 | Y=0656.070-0665.390 | 17.500
P=0130 | X=0229.780-0281.690 | Y=0661.830-0671.150 | Tiên Hoàng
P=0130 | X=0312.120-0327.080 | Y=0661.830-0671.150 | Nai
P=0130 | X=0107.330-0122.290 | Y=0667.590-0676.910 | Nai
P=0130 | X=0107.330-0393.830 | Y=0683.470-0694.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường từ Xa lộ
P=0130 | X=0090.020-0435.110 | Y=0694.750-0705.990 | 226 Hà Nội đến Sân vận động Đồng Nai đoạn từ Hết trường Đinh Tiên 12.700
P=0130 | X=0452.810-0477.860 | Y=0696.630-0705.950 | 8.900
P=0130 | X=0497.230-0522.280 | Y=0696.630-0705.950 | 7.600
P=0130 | X=0107.330-0398.230 | Y=0706.290-0717.530 | Hoàng đến Sân vận động Đồng Nai có hiện trạng là đường nhựa,
P=0131 | X=0107.330-0181.410 | Y=0072.500-0083.740 | bê tông xi măng:
