TABLE=056 | AREA=Phường Bình Phước | SECTION=non-agricultural | SEGMENTS=1
P=1882 | X=0107.330-0132.610 | Y=0368.280-0379.520 | măng
P=1882 | X=0107.330-0234.640 | Y=0386.280-0397.520 | Các tuyến đường giao thông
P=1882 | X=0107.330-0250.900 | Y=0397.800-0409.040 | đấu nối trực tiếp ra đường Quốc
P=1882 | X=0107.330-0228.130 | Y=0411.200-0420.520 | lộ 14 từ HLLG vào sâu trên
P=1882 | X=0107.330-0228.630 | Y=0420.840-0432.080 | 200m đến 500m có khoảng
P=1882 | X=0107.330-0241.600 | Y=0432.360-0443.600 | cách từ điểm đấu nối đến Ngã
P=1882 | X=0252.820-0350.840 | Y=0438.120-0449.360 | Ngã tư Đồng Đường
P=1882 | X=0090.020-0225.270 | Y=0443.880-0455.120 | 419 tư Đồng Xoài hoặc Đường
P=1882 | X=0391.820-0416.870 | Y=0445.760-0455.080 | 3.300
P=1882 | X=0435.290-0460.340 | Y=0445.760-0455.080 | 2.300
P=1882 | X=0497.230-0522.280 | Y=0445.760-0455.080 | 2.000
P=1882 | X=0252.820-0272.590 | Y=0451.540-0460.860 | Xoài
P=1882 | X=0319.080-0374.630 | Y=0451.540-0460.860 | Nguyễn Huệ
P=1882 | X=0107.330-0226.460 | Y=0457.300-0466.620 | Nguyễn Huệ trong phạm vi
P=1882 | X=0107.330-0233.540 | Y=0468.820-0478.140 | 200m trở lên có bề rộng mặt
P=1882 | X=0107.330-0249.540 | Y=0478.220-0489.460 | đường dưới 4m chưa được đầu
P=1882 | X=0107.330-0244.220 | Y=0489.740-0500.980 | tư mặt đường nhựa, bê tông xi
P=1882 | X=0107.330-0132.610 | Y=0501.260-0512.500 | măng
P=1882 | X=0107.330-0234.640 | Y=0519.260-0530.500 | Các tuyến đường giao thông
P=1882 | X=0107.330-0250.900 | Y=0530.780-0542.020 | đấu nối trực tiếp ra đường Quốc
P=1882 | X=0107.330-0228.130 | Y=0544.210-0553.530 | lộ 14 từ HLLG vào sâu trên
P=1882 | X=0107.330-0228.630 | Y=0553.850-0565.090 | 200m đến 500m có khoảng
P=1882 | X=0107.330-0220.470 | Y=0565.370-0576.610 | cách từ điểm đấu nối đến
P=1882 | X=0319.080-0376.440 | Y=0567.250-0576.570 | Hết ranh quy
P=1882 | X=0252.820-0284.580 | Y=0571.130-0582.370 | Đường
P=1882 | X=0090.020-0238.580 | Y=0576.890-0588.130 | 420 Đường Nguyễn Huệ hoặc hết
P=1882 | X=0319.080-0379.190 | Y=0576.890-0588.130 | hoạch đường
P=1882 | X=0391.820-0416.870 | Y=0578.770-0588.090 | 2.900
P=1882 | X=0435.290-0460.340 | Y=0578.770-0588.090 | 2.000
P=1882 | X=0497.230-0522.280 | Y=0578.770-0588.090 | 1.700
P=1882 | X=0252.820-0308.370 | Y=0584.530-0593.850 | Nguyễn Huệ
P=1882 | X=0107.330-0230.820 | Y=0588.410-0599.650 | ranh quy hoạch đường số 2
P=1882 | X=0319.080-0337.880 | Y=0590.290-0599.610 | số 2
P=1882 | X=0107.330-0240.860 | Y=0601.810-0611.130 | trong phạm vi 200m trở lên có
P=1882 | X=0107.330-0233.820 | Y=0611.450-0622.690 | bề rộng mặt đường dưới 4m
P=1882 | X=0107.330-0240.910 | Y=0622.750-0633.990 | chưa được đầu tư mặt đường
P=1882 | X=0107.330-0207.760 | Y=0634.270-0645.510 | nhựa, bê tông xi măng
P=1882 | X=0107.330-0234.640 | Y=0652.270-0663.510 | Các tuyến đường giao thông
P=1882 | X=0107.330-0310.180 | Y=0663.790-0675.030 | đấu nối trực tiếp ra đường Quốc Hết ranh quy
P=1882 | X=0252.820-0356.840 | Y=0675.310-0686.550 | hoạch đường cầu số 2
P=1882 | X=0090.020-0228.130 | Y=0677.190-0686.510 | 421 lộ 14 từ HLLG vào sâu trên
P=1882 | X=0391.820-0416.870 | Y=0677.190-0686.510 | 2.500
P=1882 | X=0435.290-0460.340 | Y=0677.190-0686.510 | 1.800
P=1882 | X=0497.230-0522.280 | Y=0677.190-0686.510 | 1.500
P=1882 | X=0107.330-0228.630 | Y=0686.830-0698.070 | 200m đến 500m có khoảng
P=1882 | X=0252.820-0271.620 | Y=0688.710-0698.030 | số 2
P=1882 | X=0107.330-0238.830 | Y=0698.350-0709.590 | cách từ điểm đấu nối đến Hết
P=1883 | X=0107.330-0230.820 | Y=0072.740-0083.980 | ranh quy hoạch đường số 2
P=1883 | X=0107.330-0235.330 | Y=0086.140-0095.460 | hoặc Cầu số 2 trong phạm vi
P=1883 | X=0107.330-0233.540 | Y=0097.660-0106.980 | 200m trở lên có bề rộng mặt
P=1883 | X=0107.330-0249.540 | Y=0107.300-0118.540 | đường dưới 4m chưa được đầu
P=1883 | X=0107.330-0244.220 | Y=0118.850-0130.090 | tư mặt đường nhựa, bê tông xi
P=1883 | X=0107.330-0132.610 | Y=0130.370-0141.610 | măng
P=1883 | X=0107.330-0234.640 | Y=0148.370-0159.610 | Các tuyến đường giao thông
P=1883 | X=0107.330-0250.900 | Y=0159.650-0170.890 | đấu nối trực tiếp ra đường Quốc
P=1883 | X=0107.330-0228.130 | Y=0173.050-0182.370 | lộ 14 từ HLLG vào sâu trên
P=1883 | X=0252.820-0350.840 | Y=0176.930-0188.170 | Ngã tư Đồng Đường
P=1883 | X=0090.020-0249.380 | Y=0182.690-0193.930 | 422 200m đến 500m có bề rộng mặt
P=1883 | X=0391.820-0416.870 | Y=0184.570-0193.890 | 3.000
P=1883 | X=0435.290-0460.340 | Y=0184.570-0193.890 | 2.100
P=1883 | X=0497.230-0522.280 | Y=0184.570-0193.890 | 1.800
P=1883 | X=0252.820-0272.590 | Y=0190.330-0199.650 | Xoài
P=1883 | X=0319.080-0374.630 | Y=0190.330-0199.650 | Nguyễn Huệ
P=1883 | X=0107.330-0249.540 | Y=0194.210-0205.450 | đường dưới 4m chưa được đầu
P=1883 | X=0107.330-0245.670 | Y=0205.750-0216.990 | tư mặt Đường nhựa, bê tông xi
P=1883 | X=0107.330-0132.610 | Y=0217.270-0228.510 | măng
P=1883 | X=0107.330-0234.640 | Y=0235.270-0246.510 | Các tuyến đường giao thông
P=1883 | X=0107.330-0250.900 | Y=0246.790-0258.030 | đấu nối trực tiếp ra đường Quốc
P=1883 | X=0107.330-0228.130 | Y=0260.190-0269.510 | lộ 14 từ HLLG vào sâu trên
P=1883 | X=0319.080-0376.440 | Y=0260.190-0269.510 | Hết ranh quy
P=1883 | X=0252.820-0284.580 | Y=0264.070-0275.310 | Đường
P=1883 | X=0090.020-0249.380 | Y=0269.830-0281.070 | 423 200m đến 500m có bề rộng mặt
P=1883 | X=0319.080-0379.190 | Y=0269.830-0281.070 | hoạch đường
P=1883 | X=0391.820-0416.870 | Y=0271.710-0281.030 | 2.600
P=1883 | X=0435.290-0460.340 | Y=0271.710-0281.030 | 1.800
P=1883 | X=0497.230-0522.280 | Y=0271.710-0281.030 | 1.600
P=1883 | X=0252.820-0308.370 | Y=0277.470-0286.790 | Nguyễn Huệ
P=1883 | X=0107.330-0249.540 | Y=0281.380-0292.620 | đường dưới 4m chưa được đầu
P=1883 | X=0319.080-0337.880 | Y=0283.260-0292.580 | số 2
P=1883 | X=0107.330-0244.220 | Y=0292.900-0304.140 | tư mặt đường nhựa, bê tông xi
P=1883 | X=0107.330-0132.610 | Y=0304.420-0315.660 | măng
P=1883 | X=0107.330-0234.640 | Y=0322.180-0333.420 | Các tuyến đường giao thông
P=1883 | X=0107.330-0250.900 | Y=0333.700-0344.940 | đấu nối trực tiếp ra đường Quốc
P=1883 | X=0107.330-0228.130 | Y=0347.100-0356.420 | lộ 14 từ HLLG vào sâu trên
P=1883 | X=0252.820-0310.180 | Y=0347.100-0356.420 | Hết ranh quy
P=1883 | X=0090.020-0359.000 | Y=0356.740-0367.980 | 424 200m đến 500m có bề rộng mặt hoạch đường Cầu số 2
P=1883 | X=0391.820-0416.870 | Y=0358.620-0367.940 | 2.200
P=1883 | X=0435.290-0460.340 | Y=0358.620-0367.940 | 1.500
P=1883 | X=0497.230-0522.280 | Y=0358.620-0367.940 | 1.300
P=1883 | X=0107.330-0271.620 | Y=0368.280-0379.520 | đường dưới 4m chưa được đầu số 2
P=1883 | X=0107.330-0244.220 | Y=0379.800-0391.040 | tư mặt đường nhựa, bê tông xi
P=1883 | X=0107.330-0132.610 | Y=0391.320-0402.560 | măng
P=1883 | X=0107.330-0234.640 | Y=0409.320-0420.560 | Các tuyến đường giao thông
P=1883 | X=0107.330-0250.900 | Y=0420.840-0432.080 | đấu nối trực tiếp ra đường Quốc
P=1883 | X=0107.330-0228.130 | Y=0434.240-0443.560 | lộ 14 từ HLLG vào sâu trên
P=1883 | X=0107.330-0242.020 | Y=0443.880-0455.120 | 500m có khoảng cách từ điểm
P=1883 | X=0107.330-0350.840 | Y=0455.420-0466.660 | đấu nối đến Ngã tư Đồng Xoài Ngã tư Đồng Đường
P=1883 | X=0090.020-0106.660 | Y=0463.060-0472.380 | 425
P=1883 | X=0391.820-0416.870 | Y=0463.060-0472.380 | 2.900
P=1883 | X=0435.290-0460.340 | Y=0463.060-0472.380 | 2.000
P=1883 | X=0497.230-0522.280 | Y=0463.060-0472.380 | 1.700
P=1883 | X=0107.330-0272.590 | Y=0466.940-0478.180 | hoặc Đường Nguyễn Huệ trong Xoài
P=1883 | X=0319.080-0374.630 | Y=0468.820-0478.140 | Nguyễn Huệ
P=1883 | X=0107.330-0251.940 | Y=0480.100-0489.420 | phạm vi 200m trở lên có bề rộng
P=1883 | X=0107.330-0249.700 | Y=0489.740-0500.980 | mặt đường dưới 4m chưa được
P=1883 | X=0107.330-0231.510 | Y=0501.260-0512.500 | đầu tư mặt đường nhựa, bê
P=1883 | X=0107.330-0164.770 | Y=0512.780-0524.020 | tông xi măng
P=1883 | X=0107.330-0234.640 | Y=0530.780-0542.020 | Các tuyến đường giao thông
P=1883 | X=0107.330-0250.900 | Y=0542.330-0553.570 | đấu nối trực tiếp ra đường Quốc
P=1883 | X=0107.330-0228.130 | Y=0555.730-0565.050 | lộ 14 từ HLLG vào sâu trên
P=1883 | X=0107.330-0242.020 | Y=0565.370-0576.610 | 500m có khoảng cách từ điểm
P=1883 | X=0319.080-0376.440 | Y=0573.010-0582.330 | Hết ranh quy
P=1883 | X=0107.330-0231.540 | Y=0576.890-0588.130 | đấu nối đến Đường Nguyễn
P=1883 | X=0252.820-0284.580 | Y=0576.890-0588.130 | Đường
P=1883 | X=0319.080-0379.190 | Y=0582.650-0593.890 | hoạch đường
P=1883 | X=0090.020-0106.660 | Y=0584.530-0593.850 | 426
P=1883 | X=0391.820-0416.870 | Y=0584.530-0593.850 | 2.500
P=1883 | X=0435.290-0460.340 | Y=0584.530-0593.850 | 1.800
P=1883 | X=0497.230-0522.280 | Y=0584.530-0593.850 | 1.500
P=1883 | X=0107.330-0308.370 | Y=0590.290-0599.610 | Huệ hoặc Hết ranh quy hoạch Nguyễn Huệ
P=1883 | X=0319.080-0337.880 | Y=0596.050-0605.370 | số 2
P=1883 | X=0107.330-0250.130 | Y=0599.930-0611.170 | đường số 2 trong phạm vi 200m
P=1883 | X=0107.330-0238.510 | Y=0611.450-0622.690 | trở lên có bề rộng mặt đường
P=1883 | X=0107.330-0248.660 | Y=0622.750-0633.990 | dưới 4m chưa được đầu tư mặt
P=1883 | X=0107.330-0240.360 | Y=0634.270-0645.510 | đường nhựa, bê tông xi măng
P=1883 | X=0107.330-0234.640 | Y=0652.270-0663.510 | Các tuyến đường giao thông
P=1883 | X=0107.330-0310.180 | Y=0663.790-0675.030 | đấu nối trực tiếp ra đường Quốc Hết ranh quy
P=1883 | X=0252.820-0359.000 | Y=0675.310-0686.550 | hoạch đường Cầu số 2
P=1883 | X=0090.020-0228.130 | Y=0677.190-0686.510 | 427 lộ 14 từ HLLG vào sâu trên
P=1883 | X=0391.820-0416.870 | Y=0677.190-0686.510 | 2.000
P=1883 | X=0435.290-0460.340 | Y=0677.190-0686.510 | 1.400
P=1883 | X=0497.230-0522.280 | Y=0677.190-0686.510 | 1.200
P=1883 | X=0107.330-0271.620 | Y=0686.830-0698.070 | 500m có khoảng cách từ điểm số 2
P=1883 | X=0107.330-0249.790 | Y=0698.350-0709.590 | đấu nối đến Hết ranh quy hoạch
P=1884 | X=0107.330-0251.910 | Y=0072.740-0083.980 | đường số 2 hoặc Cầu số 2 trong
P=1884 | X=0107.330-0251.940 | Y=0086.140-0095.460 | phạm vi 200m trở lên có bề rộng
P=1884 | X=0107.330-0249.700 | Y=0095.780-0107.020 | mặt đường dưới 4m chưa được
P=1884 | X=0107.330-0231.510 | Y=0107.300-0118.540 | đầu tư mặt đường nhựa, bê
P=1884 | X=0107.330-0164.770 | Y=0118.850-0130.090 | tông xi măng
P=1884 | X=0107.330-0234.640 | Y=0136.850-0148.090 | Các tuyến đường giao thông
P=1884 | X=0107.330-0250.900 | Y=0148.370-0159.610 | đấu nối trực tiếp ra đường Quốc
P=1884 | X=0252.820-0350.840 | Y=0159.650-0170.890 | Ngã tư Đồng Đường
P=1884 | X=0107.330-0228.130 | Y=0161.530-0170.850 | lộ 14 từ HLLG vào sâu trên
P=1884 | X=0090.020-0106.660 | Y=0167.290-0176.610 | 428
P=1884 | X=0391.820-0416.870 | Y=0167.290-0176.610 | 2.600
P=1884 | X=0435.290-0460.340 | Y=0167.290-0176.610 | 1.800
P=1884 | X=0497.230-0522.280 | Y=0167.290-0176.610 | 1.600
P=1884 | X=0107.330-0234.870 | Y=0171.170-0182.410 | 500m có bề rộng mặt đường
P=1884 | X=0252.820-0272.590 | Y=0173.050-0182.370 | Xoài
P=1884 | X=0319.080-0374.630 | Y=0173.050-0182.370 | Nguyễn Huệ
P=1884 | X=0107.330-0248.660 | Y=0182.690-0193.930 | dưới 4m chưa được đầu tư mặt
P=1884 | X=0107.330-0240.360 | Y=0194.210-0205.450 | đường nhựa, bê tông xi măng
P=1884 | X=0107.330-0234.640 | Y=0212.230-0223.470 | Các tuyến đường giao thông
P=1884 | X=0107.330-0250.900 | Y=0223.750-0234.990 | đấu nối trực tiếp ra đường Quốc
P=1884 | X=0319.080-0376.440 | Y=0231.390-0240.710 | Hết ranh quy
P=1884 | X=0252.820-0284.580 | Y=0235.270-0246.510 | Đường
P=1884 | X=0107.330-0228.130 | Y=0237.150-0246.470 | lộ 14 từ HLLG vào sâu trên
P=1884 | X=0319.080-0379.190 | Y=0241.030-0252.270 | hoạch đường
P=1884 | X=0090.020-0106.660 | Y=0242.910-0252.230 | 429
P=1884 | X=0391.820-0416.870 | Y=0242.910-0252.230 | 2.200
P=1884 | X=0435.290-0460.340 | Y=0242.910-0252.230 | 1.500
P=1884 | X=0497.230-0522.280 | Y=0242.910-0252.230 | 1.300
P=1884 | X=0107.330-0234.870 | Y=0246.790-0258.030 | 500m có bề rộng mặt đường
P=1884 | X=0252.820-0308.370 | Y=0248.670-0257.990 | Nguyễn Huệ
P=1884 | X=0319.080-0337.880 | Y=0254.430-0263.750 | số 2
P=1884 | X=0107.330-0248.660 | Y=0258.310-0269.550 | dưới 4m chưa được đầu tư mặt
P=1884 | X=0107.330-0240.360 | Y=0269.830-0281.070 | đường nhựa, bê tông xi măng
P=1884 | X=0107.330-0234.640 | Y=0287.860-0299.100 | Các tuyến đường giao thông
P=1884 | X=0107.330-0250.900 | Y=0299.380-0310.620 | đấu nối trực tiếp ra đường Quốc
P=1884 | X=0252.820-0310.180 | Y=0307.020-0316.340 | Hết ranh quy
P=1884 | X=0107.330-0228.130 | Y=0312.780-0322.100 | lộ 14 từ HLLG vào sâu trên
P=1884 | X=0252.820-0359.000 | Y=0316.660-0327.900 | hoạch đường Cầu số 2
P=1884 | X=0090.020-0106.660 | Y=0318.540-0327.860 | 430
P=1884 | X=0391.820-0416.870 | Y=0318.540-0327.860 | 1.800
P=1884 | X=0435.290-0460.340 | Y=0318.540-0327.860 | 1.300
P=1884 | X=0497.230-0522.280 | Y=0318.540-0327.860 | 1.100
P=1884 | X=0107.330-0234.870 | Y=0322.180-0333.420 | 500m có bề rộng mặt đường
P=1884 | X=0252.820-0271.620 | Y=0329.820-0339.140 | số 2
P=1884 | X=0107.330-0248.660 | Y=0333.700-0344.940 | dưới 4m chưa được đầu tư mặt
P=1884 | X=0107.330-0240.360 | Y=0345.220-0356.460 | đường nhựa, bê tông xi măng
P=1884 | X=0107.330-0234.640 | Y=0363.220-0374.460 | Các tuyến đường giao thông
P=1884 | X=0107.330-0224.320 | Y=0374.760-0386.000 | đấu nối trực tiếp ra đường
P=1884 | X=0107.330-0242.790 | Y=0386.280-0397.520 | Nguyễn Văn Trỗi từ HLLG vào
P=1884 | X=0252.820-0311.400 | Y=0392.040-0403.280 | Đường Quốc
P=1884 | X=0090.020-0243.140 | Y=0397.800-0409.040 | 431 sâu đến 200 m có bề rộng mặt
P=1884 | X=0319.080-0416.870 | Y=0397.800-0409.040 | Đường Lê Lợi 2.600
P=1884 | X=0435.290-0460.330 | Y=0399.680-0409.000 | 1.800
P=1884 | X=0497.230-0522.280 | Y=0399.680-0409.000 | 1.600
P=1884 | X=0252.820-0274.740 | Y=0405.440-0414.760 | lộ 14
P=1884 | X=0107.330-0238.420 | Y=0409.320-0420.560 | đường từ 4m trở lên đã được
P=1884 | X=0107.330-0231.510 | Y=0420.840-0432.080 | đầu tư mặt đường nhựa, bê
P=1884 | X=0107.330-0164.770 | Y=0432.360-0443.600 | tông xi măng
P=1884 | X=0107.330-0234.640 | Y=0450.380-0461.620 | Các tuyến đường giao thông
P=1884 | X=0107.330-0224.320 | Y=0461.900-0473.140 | đấu nối trực tiếp ra đường
P=1884 | X=0107.330-0242.790 | Y=0473.420-0484.660 | Nguyễn Văn Trỗi từ HLLG vào
P=1884 | X=0252.820-0311.400 | Y=0479.180-0490.420 | Đường Quốc
P=1884 | X=0090.020-0245.940 | Y=0484.940-0496.180 | 432 sâu trên 200m đến 500m có bề
P=1884 | X=0319.080-0416.870 | Y=0484.940-0496.180 | Đường Lê Lợi 2.200
P=1884 | X=0435.290-0460.340 | Y=0486.820-0496.140 | 1.500
P=1884 | X=0500.590-0522.500 | Y=0486.820-0496.140 | l.300
P=1884 | X=0252.820-0274.740 | Y=0492.340-0501.660 | lộ 14
P=1884 | X=0107.330-0240.180 | Y=0496.220-0507.460 | rộng mặt đường từ 4m trở lên
P=1884 | X=0107.330-0229.120 | Y=0507.740-0518.980 | đã được đầu tư mặt đường
P=1884 | X=0107.330-0207.720 | Y=0519.260-0530.500 | nhựa, bê tông xi măng
P=1884 | X=0107.330-0234.640 | Y=0537.290-0548.530 | Các tuyến đường giao thông
P=1884 | X=0107.330-0224.320 | Y=0548.810-0560.050 | đấu nối trực tiếp ra đường
P=1884 | X=0107.330-0242.790 | Y=0560.330-0571.570 | Nguyễn Văn Trỗi từ HLLG vào
P=1884 | X=0252.820-0311.400 | Y=0566.090-0577.330 | Đường Quốc
P=1884 | X=0319.080-0416.870 | Y=0571.850-0583.090 | Đường Lê Lợi 1.800
P=1884 | X=0090.020-0240.980 | Y=0573.730-0583.050 | 433 sâu trên 500m có bề rộng mặt
P=1884 | X=0435.290-0460.340 | Y=0573.730-0583.050 | 1.300
P=1884 | X=0497.230-0522.280 | Y=0573.730-0583.050 | 1.100
P=1884 | X=0252.820-0274.740 | Y=0579.490-0588.810 | lộ 14
P=1884 | X=0107.330-0238.420 | Y=0583.370-0594.610 | đường từ 4m trở lên đã được
P=1884 | X=0107.330-0231.510 | Y=0594.890-0606.130 | đầu tư mặt đường nhựa, bê
P=1884 | X=0107.330-0164.770 | Y=0606.410-0617.650 | tông xi măng
P=1884 | X=0107.330-0234.640 | Y=0624.430-0635.670 | Các tuyến đường giao thông
P=1884 | X=0107.330-0224.320 | Y=0635.950-0647.190 | đấu nối trực tiếp ra đường
P=1884 | X=0107.330-0242.790 | Y=0647.470-0658.710 | Nguyễn Văn Trỗi từ HLLG vào
P=1884 | X=0252.820-0311.400 | Y=0653.230-0664.470 | Đường Quốc
P=1884 | X=0090.020-0240.500 | Y=0658.750-0669.990 | 434 sâu đến 200m có bề rộng mặt
P=1884 | X=0319.080-0416.870 | Y=0658.750-0669.990 | Đường Lê Lợi 1.800
P=1884 | X=0435.290-0460.340 | Y=0660.630-0669.950 | 1.300
P=1884 | X=0497.230-0522.280 | Y=0660.630-0669.950 | 1.100
P=1884 | X=0252.820-0274.740 | Y=0666.390-0675.710 | lộ 14
P=1884 | X=0107.330-0250.200 | Y=0670.270-0681.510 | đường dưới 4m đã được đầu tư
P=1884 | X=0107.330-0231.980 | Y=0681.790-0693.030 | mặt đường nhựa, bê tông xi
P=1884 | X=0107.330-0132.610 | Y=0693.310-0704.550 | măng
P=1885 | X=0107.330-0234.640 | Y=0078.740-0089.980 | Các tuyến đường giao thông
P=1885 | X=0107.330-0224.320 | Y=0090.260-0101.500 | đấu nối trực tiếp ra đường
P=1885 | X=0107.330-0242.790 | Y=0101.780-0113.020 | Nguyễn Văn Trỗi từ HLLG vào
P=1885 | X=0252.820-0311.400 | Y=0107.540-0118.780 | Đường Quốc
P=1885 | X=0090.020-0245.940 | Y=0113.300-0124.540 | 435 sâu trên 200m đến 500m có bề
P=1885 | X=0319.080-0416.870 | Y=0113.300-0124.540 | Đường Lê Lợi 1.700
P=1885 | X=0435.290-0460.340 | Y=0115.180-0124.500 | 1.200
P=1885 | X=0497.230-0522.280 | Y=0115.180-0124.500 | 1.000
P=1885 | X=0252.820-0274.740 | Y=0120.970-0130.290 | lộ 14
P=1885 | X=0107.330-0234.130 | Y=0124.850-0136.090 | rộng mặt đường dưới 4m đã
P=1885 | X=0107.330-0244.110 | Y=0136.370-0147.610 | được đầu tư Mặt đường nhựa,
P=1885 | X=0107.330-0178.690 | Y=0147.650-0158.890 | bê tông xi măng
P=1885 | X=0107.330-0234.640 | Y=0165.650-0176.890 | Các tuyến đường giao thông
P=1885 | X=0107.330-0224.320 | Y=0177.170-0188.410 | đấu nối trực tiếp ra đường
P=1885 | X=0107.330-0242.790 | Y=0188.690-0199.930 | Nguyễn Văn Trỗi từ HLLG vào
P=1885 | X=0252.820-0311.400 | Y=0194.450-0205.690 | Đường Quốc
P=1885 | X=0319.080-0416.870 | Y=0200.230-0211.470 | Đường Lê Lợi 1.400
P=1885 | X=0090.020-0243.140 | Y=0202.110-0211.430 | 436 sâu trên 500m Có bề rộng Mặt
P=1885 | X=0443.450-0460.090 | Y=0202.110-0211.430 | 980
P=1885 | X=0505.390-0522.030 | Y=0202.110-0211.430 | 840
P=1885 | X=0252.820-0274.740 | Y=0207.870-0217.190 | lộ 14
P=1885 | X=0107.330-0250.200 | Y=0211.750-0222.990 | đường dưới 4m đã được đầu tư
P=1885 | X=0107.330-0231.980 | Y=0223.270-0234.510 | mặt đường nhựa, bê tông xi
P=1885 | X=0107.330-0132.610 | Y=0234.790-0246.030 | măng
P=1885 | X=0107.330-0234.640 | Y=0252.790-0264.030 | Các tuyến đường giao thông
P=1885 | X=0107.330-0238.240 | Y=0264.310-0275.550 | đấu nối trực tiếp ra đường Lê
P=1885 | X=0107.330-0245.230 | Y=0275.830-0287.070 | Quý Đôn từ HLLG vào sâu đến
P=1885 | X=0107.330-0242.020 | Y=0287.380-0298.620 | 100m có khoảng cách từ điểm
P=1885 | X=0090.020-0369.830 | Y=0298.900-0310.140 | 437 đấu nối đến Phú Riềng Đỏ hoặc Phú Riềng Đỏ Ngô Quyền
P=1885 | X=0391.820-0416.870 | Y=0300.780-0310.100 | 4.200
P=1885 | X=0435.290-0460.340 | Y=0300.780-0310.100 | 2.900
P=1885 | X=0497.230-0522.280 | Y=0300.780-0310.100 | 2.500
P=1885 | X=0107.330-0249.170 | Y=0312.300-0321.620 | Ngô Quyền trong phạm vi 200m
P=1885 | X=0107.330-0250.920 | Y=0321.700-0332.940 | trở lên có bề rộng mặt đường từ
P=1885 | X=0107.330-0244.580 | Y=0333.220-0344.460 | 4m trở lên đã được đầu tư mặt
