TABLE=017 | AREA=Xã Đại Phước | SECTION=non-agricultural | SEGMENTS=1
P=0573 | X=0461.210-0486.260 | Y=0319.260-0328.580 | 1.900
P=0573 | X=0497.230-0522.280 | Y=0319.260-0328.580 | 1.600
P=0573 | X=0106.850-0337.930 | Y=0328.900-0340.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0573 | X=0106.850-0384.020 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0573 | X=0106.850-0414.230 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vàm Ô đoạn
P=0573 | X=0106.850-0411.580 | Y=0375.480-0386.720 | từ Đường Lý Thái Tổ đến Giáp sông Cái xã Đại Phước có hiện trạng
P=0573 | X=0106.850-0253.180 | Y=0387.000-0398.240 | là đường nhựa, bê tông xi măng:
P=0573 | X=0090.020-0338.400 | Y=0404.520-0418.840 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0573 | X=0424.970-0450.020 | Y=0409.520-0418.840 | 2.100
P=0573 | X=0461.210-0486.260 | Y=0409.520-0418.840 | 1.500
P=0573 | X=0497.230-0522.280 | Y=0409.520-0418.840 | 1.300
P=0573 | X=0106.850-0413.270 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0573 | X=0106.850-0148.530 | Y=0433.560-0444.800 | ≤1.000m.
P=0573 | X=0106.850-0330.020 | Y=0451.100-0462.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0573 | X=0106.850-0414.230 | Y=0468.860-0480.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vàm Ô đoạn
P=0573 | X=0106.850-0411.580 | Y=0480.380-0491.620 | từ Đường Lý Thái Tổ đến Giáp sông Cái xã Đại Phước có hiện trạng
P=0573 | X=0106.850-0253.180 | Y=0491.900-0503.140 | là đường nhựa, bê tông xi măng:
P=0573 | X=0090.020-0106.660 | Y=0499.780-0509.100 | 144
P=0573 | X=0424.970-0450.020 | Y=0499.780-0509.100 | 1.500
P=0573 | X=0461.210-0486.260 | Y=0499.780-0509.100 | 1.100
P=0573 | X=0505.390-0522.030 | Y=0499.780-0509.100 | 900
P=0573 | X=0106.850-0392.640 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0573 | X=0106.850-0330.490 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0573 | X=0106.850-0392.110 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0573 | X=0106.850-0410.860 | Y=0556.010-0567.250 | Đường Vàm Ô đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã Đại
P=0573 | X=0106.850-0347.050 | Y=0567.530-0578.770 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0573 | X=0090.020-0106.660 | Y=0575.410-0584.730 | 145
P=0573 | X=0424.970-0450.020 | Y=0575.410-0584.730 | 2.400
P=0573 | X=0461.210-0486.260 | Y=0575.410-0584.730 | 1.700
P=0573 | X=0497.230-0522.280 | Y=0575.410-0584.730 | 1.400
P=0573 | X=0106.850-0337.930 | Y=0585.050-0596.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0573 | X=0106.850-0384.020 | Y=0602.570-0613.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0573 | X=0106.850-0392.110 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0573 | X=0106.850-0410.860 | Y=0631.870-0643.110 | Đường Vàm Ô đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã Đại
P=0573 | X=0106.850-0347.080 | Y=0643.390-0654.630 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0573 | X=0090.020-0338.400 | Y=0660.910-0674.990 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0573 | X=0424.970-0450.020 | Y=0665.670-0674.990 | 1.900
P=0573 | X=0461.210-0486.260 | Y=0665.670-0674.990 | 1.300
P=0573 | X=0497.230-0522.280 | Y=0665.670-0674.990 | 1.100
P=0573 | X=0106.850-0413.270 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0573 | X=0106.850-0148.530 | Y=0689.950-0701.190 | ≤1.000m.
P=0573 | X=0106.850-0330.020 | Y=0707.490-0718.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0574 | X=0106.850-0392.140 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0574 | X=0106.850-0410.860 | Y=0090.020-0101.260 | Đường Vàm Ô đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã Đại
P=0574 | X=0106.850-0347.050 | Y=0101.540-0112.780 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0574 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 147
P=0574 | X=0424.970-0450.020 | Y=0109.420-0118.740 | 1.400
P=0574 | X=0469.370-0486.010 | Y=0109.420-0118.740 | 980
P=0574 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 840
P=0574 | X=0106.850-0392.640 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0574 | X=0106.850-0330.490 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0574 | X=0322.200-0405.190 | Y=0156.250-0165.570 | Ngã ba Thánh thất
P=0574 | X=0090.020-0194.790 | Y=0160.130-0171.370 | 148 Đường đê Ông Kèo
P=0574 | X=0235.540-0317.480 | Y=0160.130-0171.370 | Đường Lý Thái Tổ
P=0574 | X=0424.970-0450.020 | Y=0162.010-0171.330 | 6.500
P=0574 | X=0461.210-0486.260 | Y=0162.010-0171.330 | 4.600
P=0574 | X=0497.230-0522.280 | Y=0162.010-0171.330 | 3.900
P=0574 | X=0322.200-0362.380 | Y=0167.530-0176.850 | Phú Hữu
P=0574 | X=0106.850-0411.550 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông Kèo
P=0574 | X=0106.850-0408.940 | Y=0194.930-0206.170 | đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh thất Phú Hữu có hiện
P=0574 | X=0106.850-0278.630 | Y=0206.470-0217.710 | trạng là đường nhựa, bê tông xi măng:
P=0574 | X=0090.020-0106.660 | Y=0214.350-0223.670 | 149
P=0574 | X=0424.970-0450.020 | Y=0214.350-0223.670 | 2.600
P=0574 | X=0461.210-0486.260 | Y=0214.350-0223.670 | 1.800
P=0574 | X=0497.230-0522.280 | Y=0214.350-0223.670 | 1.600
P=0574 | X=0106.850-0337.930 | Y=0223.990-0235.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0574 | X=0106.850-0384.020 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0574 | X=0106.850-0411.550 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông Kèo
P=0574 | X=0106.850-0408.940 | Y=0270.790-0282.030 | đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh thất Phú Hữu có hiện
P=0574 | X=0106.850-0278.630 | Y=0282.340-0293.580 | trạng là đường nhựa, bê tông xi măng:
P=0574 | X=0090.020-0338.400 | Y=0299.860-0313.940 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0574 | X=0424.970-0450.020 | Y=0304.620-0313.940 | 2.100
P=0574 | X=0461.210-0486.260 | Y=0304.620-0313.940 | 1.500
P=0574 | X=0497.230-0522.280 | Y=0304.620-0313.940 | 1.300
P=0574 | X=0106.850-0413.270 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0574 | X=0106.850-0148.530 | Y=0328.900-0340.140 | ≤1.000m.
P=0574 | X=0106.850-0330.020 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0574 | X=0106.850-0411.550 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông Kèo
P=0574 | X=0106.850-0408.940 | Y=0375.480-0386.720 | đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh thất Phú Hữu có hiện
P=0574 | X=0106.850-0278.630 | Y=0387.000-0398.240 | trạng là đường nhựa, bê tông xi măng:
P=0574 | X=0090.020-0106.660 | Y=0394.880-0404.200 | 151
P=0574 | X=0424.970-0450.020 | Y=0394.880-0404.200 | 1.600
P=0574 | X=0461.210-0486.260 | Y=0394.880-0404.200 | 1.100
P=0574 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 960
P=0574 | X=0106.850-0392.640 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0574 | X=0106.850-0330.490 | Y=0422.040-0433.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0574 | X=0106.850-0392.110 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0574 | X=0106.850-0401.960 | Y=0451.340-0462.580 | Đường đê Ông Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh
P=0574 | X=0106.850-0376.110 | Y=0462.860-0474.100 | thất Phú Hữu có hiện trạng là đường nhựa, bê tông xi măng:
P=0574 | X=0090.020-0106.660 | Y=0470.740-0480.060 | 152
P=0574 | X=0424.970-0450.020 | Y=0470.740-0480.060 | 2.300
P=0574 | X=0461.210-0486.260 | Y=0470.740-0480.060 | 1.600
P=0574 | X=0497.230-0522.280 | Y=0470.740-0480.060 | 1.400
P=0574 | X=0106.850-0337.930 | Y=0480.380-0491.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0574 | X=0106.850-0384.020 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0574 | X=0106.850-0392.110 | Y=0515.660-0526.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0574 | X=0106.850-0401.960 | Y=0527.180-0538.420 | Đường đê Ông Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh
P=0574 | X=0106.850-0376.110 | Y=0538.490-0549.730 | thất Phú Hữu có hiện trạng là đường nhựa, bê tông xi măng:
P=0574 | X=0090.020-0338.400 | Y=0556.010-0570.330 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0574 | X=0424.970-0450.020 | Y=0561.010-0570.330 | 1.900
P=0574 | X=0461.210-0486.260 | Y=0561.010-0570.330 | 1.300
P=0574 | X=0497.230-0522.280 | Y=0561.010-0570.330 | 1.100
P=0574 | X=0106.850-0413.270 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0574 | X=0106.850-0148.530 | Y=0585.050-0596.290 | ≤1.000m.
P=0574 | X=0106.850-0330.020 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0574 | X=0106.850-0392.110 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0574 | X=0106.850-0401.960 | Y=0631.870-0643.110 | Đường đê Ông Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh
P=0574 | X=0106.850-0376.110 | Y=0643.390-0654.630 | thất Phú Hữu có hiện trạng là đường nhựa, bê tông xi măng:
P=0574 | X=0090.020-0106.660 | Y=0651.270-0660.590 | 154
P=0574 | X=0424.970-0450.020 | Y=0651.270-0660.590 | 1.400
P=0574 | X=0469.370-0486.010 | Y=0651.270-0660.590 | 980
P=0574 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 840
P=0574 | X=0106.850-0392.640 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0574 | X=0106.850-0330.490 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0574 | X=0235.540-0391.650 | Y=0696.190-0707.430 | Ngã ba Thánh Thất Hết ranh xã Đại
P=0574 | X=0090.020-0194.760 | Y=0701.970-0713.210 | 155 Đường đê Ông Kèo
P=0574 | X=0424.970-0450.020 | Y=0703.860-0713.180 | 5.300
P=0574 | X=0461.210-0486.260 | Y=0703.860-0713.180 | 3.700
P=0574 | X=0497.230-0522.280 | Y=0703.860-0713.180 | 3.200
P=0574 | X=0322.200-0352.920 | Y=0707.730-0718.970 | Phước
P=0574 | X=0235.540-0275.700 | Y=0709.620-0718.940 | Phú Hữu
P=0575 | X=0106.850-0411.550 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông Kèo
P=0575 | X=0106.850-0411.580 | Y=0090.020-0101.260 | đoạn từ Ngã ba Thánh Thất Phú Hữu đến Hết ranh xã Đại Phước có
P=0575 | X=0106.850-0300.460 | Y=0101.540-0112.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=0575 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 156
P=0575 | X=0424.970-0450.020 | Y=0109.420-0118.740 | 2.500
P=0575 | X=0461.210-0486.260 | Y=0109.420-0118.740 | 1.800
P=0575 | X=0497.230-0522.280 | Y=0109.420-0118.740 | 1.500
P=0575 | X=0106.850-0337.940 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0575 | X=0106.850-0384.020 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0575 | X=0106.850-0411.550 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông Kèo
P=0575 | X=0106.850-0411.580 | Y=0165.650-0176.890 | đoạn từ Ngã ba Thánh Thất Phú Hữu đến Hết ranh xã Đại Phước có
P=0575 | X=0106.850-0300.490 | Y=0177.170-0188.410 | hiện trạng là đường nhựa, bê tông xi măng:
P=0575 | X=0090.020-0338.400 | Y=0194.690-0209.030 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0575 | X=0424.970-0450.020 | Y=0199.710-0209.030 | 2.000
P=0575 | X=0461.210-0486.260 | Y=0199.710-0209.030 | 1.400
P=0575 | X=0497.230-0522.280 | Y=0199.710-0209.030 | 1.200
P=0575 | X=0106.850-0413.270 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0575 | X=0106.850-0148.530 | Y=0223.750-0234.990 | ≤1.000m.
P=0575 | X=0106.850-0330.020 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0575 | X=0106.850-0411.570 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông Kèo
P=0575 | X=0106.850-0411.580 | Y=0270.550-0281.790 | đoạn từ Ngã ba Thánh Thất Phú Hữu đến Hết ranh xã Đại Phước có
P=0575 | X=0106.850-0300.460 | Y=0282.100-0293.340 | hiện trạng là đường nhựa, bê tông xi măng:
P=0575 | X=0090.020-0106.660 | Y=0289.980-0299.300 | 158
P=0575 | X=0424.970-0450.020 | Y=0289.980-0299.300 | 1.400
P=0575 | X=0469.370-0486.010 | Y=0289.980-0299.300 | 980
P=0575 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 840
P=0575 | X=0106.850-0392.640 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0575 | X=0106.850-0330.490 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0575 | X=0106.850-0392.110 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0575 | X=0106.850-0401.590 | Y=0346.420-0357.660 | Đường đê Ông Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến Hết
P=0575 | X=0106.850-0400.830 | Y=0357.700-0368.940 | ranh xã Đại Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0575 | X=0090.020-0106.660 | Y=0365.580-0374.900 | 159
P=0575 | X=0424.970-0450.020 | Y=0365.580-0374.900 | 2.300
P=0575 | X=0461.210-0486.260 | Y=0365.580-0374.900 | 1.600
P=0575 | X=0497.230-0522.280 | Y=0365.580-0374.900 | 1.400
P=0575 | X=0106.850-0337.930 | Y=0375.240-0386.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0575 | X=0106.850-0384.020 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0575 | X=0106.850-0392.110 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0575 | X=0106.850-0401.590 | Y=0422.040-0433.280 | Đường đê Ông Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến Hết
P=0575 | X=0106.850-0400.830 | Y=0433.560-0444.800 | ranh xã Đại Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0575 | X=0090.020-0338.400 | Y=0451.100-0465.180 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0575 | X=0424.970-0450.020 | Y=0455.860-0465.180 | 1.800
P=0575 | X=0461.210-0486.260 | Y=0455.860-0465.180 | 1.300
P=0575 | X=0497.230-0522.280 | Y=0455.860-0465.180 | 1.100
P=0575 | X=0106.850-0413.270 | Y=0468.620-0479.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0575 | X=0106.850-0148.530 | Y=0480.140-0491.380 | ≤1.000m.
P=0575 | X=0106.850-0330.020 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0575 | X=0106.850-0392.110 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0575 | X=0106.850-0401.590 | Y=0526.940-0538.180 | Đường đê Ông Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến Hết
P=0575 | X=0106.850-0400.830 | Y=0538.250-0549.490 | ranh xã Đại Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0575 | X=0090.020-0106.660 | Y=0546.130-0555.450 | 161
P=0575 | X=0424.970-0450.020 | Y=0546.130-0555.450 | 1.300
P=0575 | X=0469.370-0486.010 | Y=0546.130-0555.450 | 910
P=0575 | X=0505.390-0522.030 | Y=0546.130-0555.450 | 780
P=0575 | X=0106.850-0392.640 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0575 | X=0106.850-0330.490 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0575 | X=0235.540-0410.370 | Y=0591.050-0602.290 | Đền thờ Phật mẫu Rạch ông Chuốc xã
P=0575 | X=0090.020-0218.550 | Y=0596.810-0608.050 | 162 Đường ấp Phước Lương
P=0575 | X=0424.970-0450.020 | Y=0598.690-0608.010 | 6.600
P=0575 | X=0461.210-0486.260 | Y=0598.690-0608.010 | 4.600
P=0575 | X=0497.230-0522.280 | Y=0598.690-0608.010 | 4.000
P=0575 | X=0322.200-0375.820 | Y=0602.570-0613.810 | Phú Hữu cũ
P=0575 | X=0235.540-0275.700 | Y=0604.450-0613.770 | Phú Hữu
P=0575 | X=0106.850-0402.620 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp Phước
P=0575 | X=0106.850-0411.570 | Y=0631.870-0643.110 | Lương đoạn từ Đền thờ Phật mẫu Phú Hữu đến Rạch ông Chuốc xã
P=0575 | X=0106.850-0369.630 | Y=0643.390-0654.630 | Phú Hữu cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=0575 | X=0090.020-0106.660 | Y=0651.270-0660.590 | 163
P=0575 | X=0424.970-0450.020 | Y=0651.270-0660.590 | 2.700
P=0575 | X=0461.210-0486.260 | Y=0651.270-0660.590 | 1.900
P=0575 | X=0497.230-0522.280 | Y=0651.270-0660.590 | 1.600
P=0575 | X=0106.850-0337.930 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0575 | X=0106.850-0384.020 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0575 | X=0106.850-0402.620 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp Phước
P=0575 | X=0090.020-0106.660 | Y=0703.860-0713.180 | 164
P=0575 | X=0424.970-0450.020 | Y=0703.860-0713.180 | 2.200
P=0575 | X=0461.210-0486.260 | Y=0703.860-0713.180 | 1.500
P=0575 | X=0497.230-0522.280 | Y=0703.860-0713.180 | 1.300
P=0575 | X=0106.850-0411.570 | Y=0707.730-0718.970 | Lương đoạn từ Đền thờ Phật mẫu Phú Hữu đến Rạch ông Chuốc xã
P=0576 | X=0106.850-0369.630 | Y=0072.500-0083.740 | Phú Hữu cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=0576 | X=0106.850-0338.400 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0576 | X=0106.850-0413.270 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0576 | X=0106.850-0148.530 | Y=0119.090-0130.330 | ≤1.000m.
P=0576 | X=0106.850-0330.020 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0576 | X=0106.850-0402.620 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp Phước
P=0576 | X=0106.850-0411.570 | Y=0165.650-0176.890 | Lương đoạn từ Đền thờ Phật mẫu Phú Hữu đến Rạch ông Chuốc xã
P=0576 | X=0106.850-0369.630 | Y=0177.170-0188.410 | Phú Hữu cũ có hiện trạng là đường nhựa, bê tông xi măng:
