TABLE=020 | AREA=Phường Bảo Vinh | SECTION=agricultural | SEGMENTS=1
P=0685 | X=0108.770-0331.940 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0685 | X=0108.770-0394.030 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0685 | X=0108.770-0423.830 | Y=0526.940-0538.180 | Đường số 5 đoạn từ Đường Hàm Nghi đến Nhà văn hóa đồng bào dân
P=0685 | X=0108.770-0366.010 | Y=0538.250-0549.490 | tộc Chơ-ro có hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.740-0107.380 | Y=0546.130-0555.450 | 189
P=0685 | X=0456.650-0473.290 | Y=0546.130-0555.450 | 310
P=0685 | X=0505.390-0522.030 | Y=0546.130-0555.450 | 210
P=0685 | X=0108.770-0386.180 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0685 | X=0108.770-0335.060 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0685 | X=0331.320-0422.410 | Y=0591.050-0602.290 | Mương thoát lũ Suối
P=0685 | X=0090.740-0207.260 | Y=0596.810-0608.050 | 190 Đường Hồ Thị Hương
P=0685 | X=0242.260-0297.460 | Y=0596.810-0608.050 | Đường Lê A
P=0685 | X=0456.650-0473.290 | Y=0598.690-0608.010 | 700
P=0685 | X=0505.390-0522.030 | Y=0598.690-0608.010 | 580
P=0685 | X=0331.320-0346.280 | Y=0604.450-0613.770 | Cải
P=0685 | X=0108.770-0423.820 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị Hương
P=0685 | X=0108.770-0403.660 | Y=0631.870-0643.110 | đoạn từ Đường Lê A đến Mương thoát lũ Suối Cải có hiện trạng là
P=0685 | X=0108.770-0244.520 | Y=0643.390-0654.630 | đường nhựa, bê tông xi măng:
P=0685 | X=0090.740-0107.380 | Y=0651.270-0660.590 | 191
P=0685 | X=0456.650-0473.290 | Y=0651.270-0660.590 | 470
P=0685 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 340
P=0685 | X=0108.770-0331.680 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0685 | X=0108.770-0385.940 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0685 | X=0108.770-0423.820 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị Hương
P=0685 | X=0090.740-0107.380 | Y=0703.860-0713.180 | 192
P=0685 | X=0456.650-0473.290 | Y=0703.860-0713.180 | 370
P=0685 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 270
P=0685 | X=0108.770-0403.660 | Y=0707.730-0718.970 | đoạn từ Đường Lê A đến Mương thoát lũ Suối Cải có hiện trạng là
P=0686 | X=0108.770-0244.520 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=0686 | X=0108.770-0331.940 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0686 | X=0108.770-0415.190 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0686 | X=0108.770-0142.290 | Y=0119.090-0130.330 | ≤600m.
P=0686 | X=0108.770-0331.940 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0686 | X=0108.770-0423.820 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị Hương
P=0686 | X=0108.770-0403.660 | Y=0165.650-0176.890 | đoạn từ Đường Lê A đến Mương thoát lũ Suối Cải có hiện trạng là
P=0686 | X=0108.770-0244.520 | Y=0177.170-0188.410 | đường nhựa, bê tông xi măng:
P=0686 | X=0090.740-0107.410 | Y=0185.050-0194.370 | 193
P=0686 | X=0456.650-0473.290 | Y=0185.050-0194.370 | 310
P=0686 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 210
P=0686 | X=0108.770-0386.180 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0686 | X=0108.770-0332.420 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0686 | X=0108.770-0394.030 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0686 | X=0108.770-0415.420 | Y=0241.510-0252.750 | Đường Hồ Thị Hương đoạn từ Đường Lê A đến Mương thoát lũ Suối
P=0686 | X=0108.770-0333.380 | Y=0253.030-0264.270 | Cải có hiện trạng là đường nhựa, bê tông xi măng:
P=0686 | X=0090.740-0107.380 | Y=0260.910-0270.230 | 194
P=0686 | X=0456.650-0473.290 | Y=0260.910-0270.230 | 470
P=0686 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 340
P=0686 | X=0108.770-0331.680 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0686 | X=0108.770-0385.940 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0686 | X=0108.770-0394.030 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0686 | X=0108.770-0415.420 | Y=0317.380-0328.620 | Đường Hồ Thị Hương đoạn từ Đường Lê A đến Mương thoát lũ Suối
P=0686 | X=0108.770-0333.380 | Y=0328.900-0340.140 | Cải có hiện trạng là đường nhựa, bê tông xi măng:
P=0686 | X=0090.740-0331.940 | Y=0346.420-0360.500 | 195 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0686 | X=0456.650-0473.290 | Y=0351.180-0360.500 | 370
P=0686 | X=0505.390-0522.030 | Y=0351.180-0360.500 | 270
P=0686 | X=0108.770-0415.190 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0686 | X=0108.770-0142.290 | Y=0375.240-0386.480 | ≤600m.
P=0686 | X=0108.770-0331.940 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0686 | X=0108.770-0394.030 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0686 | X=0108.770-0415.420 | Y=0422.040-0433.280 | Đường Hồ Thị Hương đoạn từ Đường Lê A đến Mương thoát lũ Suối
P=0686 | X=0108.770-0333.380 | Y=0433.560-0444.800 | Cải có hiện trạng là đường nhựa, bê tông xi măng:
P=0686 | X=0090.740-0107.380 | Y=0441.440-0450.760 | 196
P=0686 | X=0456.650-0473.290 | Y=0441.440-0450.760 | 310
P=0686 | X=0505.390-0522.030 | Y=0441.440-0450.760 | 210
P=0686 | X=0108.770-0386.180 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0686 | X=0108.770-0335.060 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông > 200m.
