TABLE=004 | AREA=Phường Long Bình | SECTION=agricultural | SEGMENTS=1
P=0162 | X=0117.410-0403.640 | Y=0305.380-0316.620 | Đường vào khu tái định cư Tân Biên đoạn từ Đường Hoàng Văn
P=0162 | X=0117.410-0401.970 | Y=0316.900-0328.140 | Bổn đến Hết ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải
P=0162 | X=0117.410-0403.900 | Y=0328.420-0339.660 | và hết ranh thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện
P=0162 | X=0117.410-0289.190 | Y=0339.700-0350.940 | trạng là đường nhựa, bê tông xi măng:
P=0162 | X=0095.060-0111.700 | Y=0350.700-0360.020 | 167
P=0162 | X=0449.210-0465.850 | Y=0350.700-0360.020 | 860
P=0162 | X=0505.390-0522.030 | Y=0350.700-0360.020 | 570
P=0162 | X=0117.410-0340.610 | Y=0357.220-0368.460 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0162 | X=0117.410-0404.300 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0162 | X=0117.410-0170.370 | Y=0386.280-0397.520 | đến ≤600m.
P=0162 | X=0117.410-0340.580 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0162 | X=0117.410-0402.670 | Y=0421.560-0432.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0162 | X=0117.410-0403.660 | Y=0433.080-0444.320 | Đường vào khu tái định cư Tân Biên đoạn từ Đường Hoàng Văn
P=0162 | X=0117.410-0401.970 | Y=0444.600-0455.840 | Bổn đến Hết ranh thửa đất số 521, tờ BĐĐC số 219 về bên phải
P=0162 | X=0117.410-0403.900 | Y=0456.140-0467.380 | và hết ranh thửa đất số 120, tờ BĐĐC số 217 về bên trái có hiện
P=0162 | X=0095.060-0111.700 | Y=0464.020-0473.340 | 168
P=0162 | X=0449.210-0465.850 | Y=0464.020-0473.340 | 670
P=0162 | X=0505.390-0522.030 | Y=0464.020-0473.340 | 450
P=0162 | X=0117.410-0289.190 | Y=0467.660-0478.900 | trạng là đường nhựa, bê tông xi măng:
P=0162 | X=0117.410-0394.840 | Y=0485.180-0496.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0162 | X=0117.410-0343.700 | Y=0502.460-0513.700 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0162 | X=0227.860-0408.700 | Y=0520.220-0531.460 | Đường vào khu tái Hết ranh thửa đất số
P=0162 | X=0227.860-0407.020 | Y=0531.740-0542.980 | định cư Tân Biên 52, tờ BĐĐC số 215
P=0162 | X=0117.410-0209.330 | Y=0543.290-0554.530 | Đường vào nhà máy
P=0162 | X=0227.860-0289.620 | Y=0543.290-0554.530 | (nối từ đường
P=0162 | X=0316.920-0398.700 | Y=0545.170-0554.490 | về bên phải và hết
P=0162 | X=0095.060-0111.700 | Y=0550.930-0560.250 | 169
P=0162 | X=0441.050-0466.100 | Y=0550.930-0560.250 | 1.500
P=0162 | X=0505.390-0522.030 | Y=0550.930-0560.250 | 970
P=0162 | X=0117.410-0189.270 | Y=0554.810-0566.050 | nước Thiện Tân
P=0162 | X=0227.860-0401.590 | Y=0554.810-0566.050 | Hoàng Văn Bổn đi ranh thửa đất số 4,
P=0162 | X=0227.860-0403.900 | Y=0566.330-0577.570 | vào hết ranh khu tái tờ BĐĐC số 215 về
P=0162 | X=0227.860-0350.350 | Y=0577.850-0589.090 | định cư Tân Biên) bên trái
P=0162 | X=0117.410-0404.150 | Y=0595.610-0606.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào nhà
P=0162 | X=0117.410-0389.940 | Y=0607.130-0618.370 | máy nước Thiện Tân đoạn từ Đường vào khu tái định cư Tân
P=0162 | X=0117.410-0398.390 | Y=0618.670-0629.910 | Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh khu tái định
P=0162 | X=0117.410-0395.740 | Y=0630.190-0641.430 | cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC số 215 về
P=0162 | X=0095.060-0398.850 | Y=0641.710-0653.150 | 170 bên phải và hết ranh thửa đất số 4, tờ BĐĐC số 215 về bên trái
P=0162 | X=0441.050-0466.100 | Y=0643.830-0653.150 | 1.030
P=0162 | X=0505.390-0522.030 | Y=0643.830-0653.150 | 680
P=0162 | X=0117.410-0324.260 | Y=0653.230-0664.470 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0162 | X=0117.410-0340.320 | Y=0670.510-0681.750 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0162 | X=0117.410-0394.600 | Y=0688.030-0699.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0162 | X=0095.060-0404.150 | Y=0705.810-0717.050 | 171 Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào nhà
P=0162 | X=0449.210-0465.850 | Y=0707.700-0717.020 | 860
P=0162 | X=0505.390-0522.030 | Y=0707.700-0717.020 | 570
P=0163 | X=0117.410-0389.940 | Y=0072.500-0083.740 | máy nước Thiện Tân đoạn từ Đường vào khu tái định cư Tân
P=0163 | X=0117.410-0398.390 | Y=0084.020-0095.260 | Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh khu tái định
P=0163 | X=0117.410-0395.740 | Y=0095.540-0106.780 | cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC số 215 về
P=0163 | X=0117.410-0398.850 | Y=0107.060-0118.300 | bên phải và hết ranh thửa đất số 4, tờ BĐĐC số 215 về bên trái
P=0163 | X=0117.410-0324.260 | Y=0118.610-0129.850 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0163 | X=0117.410-0340.580 | Y=0136.130-0147.370 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0163 | X=0117.410-0404.300 | Y=0153.410-0164.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0163 | X=0117.410-0170.370 | Y=0164.930-0176.170 | đến ≤600m.
P=0163 | X=0117.410-0340.580 | Y=0182.450-0193.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0163 | X=0117.410-0404.150 | Y=0200.230-0211.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào nhà
P=0163 | X=0117.410-0389.940 | Y=0211.750-0222.990 | máy nước Thiện Tân đoạn từ Đường vào khu tái định cư Tân
P=0163 | X=0117.410-0398.390 | Y=0223.270-0234.510 | Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh khu tái định
P=0163 | X=0117.410-0395.740 | Y=0234.790-0246.030 | cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC số 215 về
P=0163 | X=0095.060-0398.850 | Y=0246.310-0257.750 | 172 bên phải và hết ranh thửa đất số 4, tờ BĐĐC số 215 về bên trái
P=0163 | X=0449.210-0465.850 | Y=0248.430-0257.750 | 670
P=0163 | X=0505.390-0522.030 | Y=0248.430-0257.750 | 450
P=0163 | X=0117.410-0324.260 | Y=0257.830-0269.070 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0163 | X=0117.410-0394.840 | Y=0275.350-0286.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0163 | X=0117.410-0341.050 | Y=0292.900-0304.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0163 | X=0117.410-0402.670 | Y=0310.660-0321.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0163 | X=0117.410-0406.520 | Y=0321.940-0333.180 | Đường vào nhà máy nước Thiện Tân đoạn từ Đường vào khu tái
P=0163 | X=0117.410-0400.540 | Y=0333.460-0344.700 | định cư Tân Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh
P=0163 | X=0117.410-0403.420 | Y=0344.980-0356.220 | khu tái định cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC
P=0163 | X=0095.060-0408.940 | Y=0356.500-0367.940 | 173 số 215 về bên phải và hết ranh thửa đất số 4, tờ BĐĐC số 215 về
P=0163 | X=0441.050-0466.100 | Y=0358.620-0367.940 | 1.030
P=0163 | X=0505.390-0522.030 | Y=0358.620-0367.940 | 680
P=0163 | X=0117.410-0360.490 | Y=0368.040-0379.280 | bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0163 | X=0117.410-0340.320 | Y=0385.560-0396.800 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0163 | X=0117.410-0394.600 | Y=0403.080-0414.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0163 | X=0117.410-0402.670 | Y=0420.840-0432.080 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0163 | X=0117.410-0406.520 | Y=0432.360-0443.600 | Đường vào nhà máy nước Thiện Tân đoạn từ Đường vào khu tái
P=0163 | X=0117.410-0400.540 | Y=0443.880-0455.120 | định cư Tân Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh
P=0163 | X=0117.410-0403.420 | Y=0455.420-0466.660 | khu tái định cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC
P=0163 | X=0117.410-0408.940 | Y=0466.940-0478.180 | số 215 về bên phải và hết ranh thửa đất số 4, tờ BĐĐC số 215 về
P=0163 | X=0095.060-0360.490 | Y=0478.220-0492.780 | 174 bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0163 | X=0449.210-0465.850 | Y=0483.460-0492.780 | 860
P=0163 | X=0505.390-0522.030 | Y=0483.460-0492.780 | 570
P=0163 | X=0117.410-0340.580 | Y=0495.740-0506.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0163 | X=0117.410-0404.300 | Y=0513.260-0524.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0163 | X=0117.410-0170.370 | Y=0524.780-0536.020 | đến ≤600m.
P=0163 | X=0117.410-0340.580 | Y=0542.330-0553.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0163 | X=0117.410-0402.670 | Y=0560.090-0571.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0163 | X=0117.410-0406.520 | Y=0571.610-0582.850 | Đường vào nhà máy nước Thiện Tân đoạn từ Đường vào khu tái
P=0163 | X=0117.410-0400.540 | Y=0583.130-0594.370 | định cư Tân Biên (nối từ đường Hoàng Văn Bổn đi vào hết ranh
P=0163 | X=0117.410-0403.420 | Y=0594.650-0605.890 | khu tái định cư Tân Biên) đến Hết ranh thửa đất số 52, tờ BĐĐC
P=0163 | X=0095.060-0408.940 | Y=0606.170-0617.610 | 175 số 215 về bên phải và hết ranh thửa đất số 4, tờ BĐĐC số 215 về
P=0163 | X=0449.210-0465.850 | Y=0608.290-0617.610 | 670
P=0163 | X=0505.390-0522.030 | Y=0608.290-0617.610 | 450
P=0163 | X=0117.410-0360.490 | Y=0617.710-0628.950 | bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0163 | X=0117.410-0394.840 | Y=0635.230-0646.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0163 | X=0117.410-0343.700 | Y=0652.510-0663.750 | - Có bề rộng <3m, cách đường giao thông > 200m.
