TABLE=041 | AREA=Xã Gia Kiệm | SECTION=agricultural | SEGMENTS=1
P=1474 | X=0119.570-0424.060 | Y=0229.990-0241.230 | Đường Tân Yên đoạn từ Hết mét thứ 500 đến Ranh suối reo có hiện
P=1474 | X=0119.570-0291.350 | Y=0241.510-0252.750 | trạng là đường nhựa, bê tông xi măng:
P=1474 | X=0096.050-0112.690 | Y=0249.390-0258.710 | 187
P=1474 | X=0462.650-0479.290 | Y=0249.390-0258.710 | 480
P=1474 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 430
P=1474 | X=0119.570-0350.650 | Y=0259.030-0270.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1474 | X=0119.570-0396.760 | Y=0276.550-0287.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1474 | X=0119.570-0404.830 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1474 | X=0119.570-0424.060 | Y=0305.860-0317.100 | Đường Tân Yên đoạn từ Hết mét thứ 500 đến Ranh suối reo có hiện
P=1474 | X=0119.570-0291.350 | Y=0317.380-0328.620 | trạng là đường nhựa, bê tông xi măng:
P=1474 | X=0096.050-0351.120 | Y=0334.900-0348.980 | 188 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1474 | X=0462.650-0479.290 | Y=0339.660-0348.980 | 370
P=1474 | X=0505.390-0522.030 | Y=0339.660-0348.980 | 330
P=1474 | X=0119.570-0413.750 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >500m đến
P=1474 | X=0119.570-0161.250 | Y=0363.700-0374.940 | ≤1.000m.
P=1474 | X=0119.570-0342.740 | Y=0381.240-0392.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1474 | X=0119.570-0404.830 | Y=0399.000-0410.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1474 | X=0119.570-0424.060 | Y=0410.520-0421.760 | Đường Tân Yên đoạn từ Hết mét thứ 500 đến Ranh suối reo có hiện
P=1474 | X=0119.570-0291.350 | Y=0422.040-0433.280 | trạng là đường nhựa, bê tông xi măng:
P=1474 | X=0096.050-0112.690 | Y=0429.920-0439.240 | 189
P=1474 | X=0462.650-0479.290 | Y=0429.920-0439.240 | 250
P=1474 | X=0505.390-0522.030 | Y=0429.920-0439.240 | 230
P=1474 | X=0119.570-0405.380 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1474 | X=0119.570-0343.210 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1474 | X=0096.050-0191.890 | Y=0474.860-0486.100 | 190 Đường Tân Yên
P=1474 | X=0251.140-0313.380 | Y=0476.740-0486.060 | Ranh suối reo
P=1474 | X=0339.960-0432.330 | Y=0476.740-0486.060 | Ranh xã Thống Nhất
P=1474 | X=0462.650-0479.290 | Y=0476.740-0486.060 | 720
P=1474 | X=0505.390-0522.030 | Y=0476.740-0486.060 | 324
P=1474 | X=0119.570-0433.690 | Y=0492.620-0503.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1474 | X=0119.570-0412.790 | Y=0504.140-0515.380 | từ Ranh suối reo đến Ranh xã Thống Nhất có hiện trạng là đường
P=1474 | X=0119.570-0222.680 | Y=0515.660-0526.900 | nhựa, bê tông xi măng:
P=1474 | X=0096.050-0112.690 | Y=0523.540-0532.860 | 191
P=1474 | X=0462.650-0479.290 | Y=0523.540-0532.860 | 480
P=1474 | X=0505.390-0522.030 | Y=0523.540-0532.860 | 430
P=1474 | X=0119.570-0350.650 | Y=0533.210-0544.450 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1474 | X=0119.570-0396.760 | Y=0550.490-0561.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1474 | X=0119.570-0433.690 | Y=0568.250-0579.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1474 | X=0119.570-0412.790 | Y=0579.770-0591.010 | từ Ranh suối reo đến Ranh xã Thống Nhất có hiện trạng là đường
P=1474 | X=0119.570-0222.680 | Y=0591.290-0602.530 | nhựa, bê tông xi măng:
P=1474 | X=0096.050-0351.120 | Y=0608.810-0623.130 | 192 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1474 | X=0462.650-0479.290 | Y=0613.810-0623.130 | 370
P=1474 | X=0505.390-0522.030 | Y=0613.810-0623.130 | 330
P=1474 | X=0119.570-0413.750 | Y=0626.350-0637.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >500m đến
P=1474 | X=0119.570-0161.250 | Y=0637.870-0649.110 | ≤1.000m.
P=1474 | X=0119.570-0342.740 | Y=0655.390-0666.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1474 | X=0119.570-0433.690 | Y=0673.150-0684.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Yên đoạn
P=1474 | X=0096.050-0412.790 | Y=0684.670-0695.910 | 193 từ Ranh suối reo đến Ranh xã Thống Nhất có hiện trạng là đường
P=1474 | X=0462.650-0479.290 | Y=0686.550-0695.870 | 250
P=1474 | X=0505.390-0522.030 | Y=0686.550-0695.870 | 230
P=1474 | X=0119.570-0222.680 | Y=0696.190-0707.430 | nhựa, bê tông xi măng:
P=1475 | X=0119.570-0399.860 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.00m.
P=1475 | X=0119.570-0343.210 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1475 | X=0119.570-0404.830 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1475 | X=0119.570-0422.130 | Y=0125.330-0136.570 | Đường Tân Yên đoạn từ Ranh suối reo đến Ranh xã Thống Nhất có
P=1475 | X=0119.570-0313.210 | Y=0136.850-0148.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=1475 | X=0096.050-0112.700 | Y=0144.730-0154.050 | 194
P=1475 | X=0462.650-0479.290 | Y=0144.730-0154.050 | 480
P=1475 | X=0505.390-0522.030 | Y=0144.730-0154.050 | 430
P=1475 | X=0119.570-0350.650 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1475 | X=0119.570-0396.760 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1475 | X=0119.570-0404.830 | Y=0189.410-0200.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1475 | X=0119.570-0422.130 | Y=0200.950-0212.190 | Đường Tân Yên đoạn từ Ranh suối reo đến Ranh xã Thống Nhất có
P=1475 | X=0119.570-0313.210 | Y=0212.470-0223.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=1475 | X=0096.050-0351.120 | Y=0229.990-0244.310 | 195 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1475 | X=0462.650-0479.290 | Y=0234.990-0244.310 | 370
P=1475 | X=0505.390-0522.030 | Y=0234.990-0244.310 | 330
P=1475 | X=0119.570-0426.020 | Y=0247.510-0258.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1475 | X=0119.570-0161.250 | Y=0259.030-0270.270 | ≤1.000m.
P=1475 | X=0119.570-0342.740 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1475 | X=0119.570-0404.830 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1475 | X=0119.570-0422.130 | Y=0305.860-0317.100 | Đường Tân Yên đoạn từ Ranh suối reo đến Ranh xã Thống Nhất có
P=1475 | X=0119.570-0313.210 | Y=0317.380-0328.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=1475 | X=0096.050-0112.690 | Y=0325.260-0334.580 | 196
P=1475 | X=0462.650-0479.290 | Y=0325.260-0334.580 | 250
P=1475 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 230
P=1475 | X=0119.570-0405.380 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1475 | X=0119.570-0343.210 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
