TABLE=028 | AREA=Xã Xuân Phú | SECTION=agricultural | SEGMENTS=1
P=0984 | X=0117.170-0155.000 | Y=0270.070-0281.310 | xi măng:
P=0984 | X=0117.170-0402.530 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0984 | X=0117.170-0340.360 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0984 | X=0117.170-0402.330 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0984 | X=0117.170-0412.690 | Y=0334.420-0345.660 | Đường XP3 -ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0984 | X=0117.170-0399.710 | Y=0345.700-0356.940 | đất số 148, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0984 | X=0117.170-0390.830 | Y=0357.220-0368.460 | 149, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0984 | X=0095.570-0111.740 | Y=0365.100-0374.420 | 166
P=0984 | X=0452.330-0468.500 | Y=0365.100-0374.420 | 350
P=0984 | X=0506.350-0522.520 | Y=0365.100-0374.420 | 200
P=0984 | X=0117.170-0252.920 | Y=0368.760-0380.000 | đường nhựa, bê tông xi măng:
P=0984 | X=0117.170-0347.560 | Y=0386.280-0397.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0984 | X=0117.170-0394.140 | Y=0403.800-0415.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0984 | X=0117.170-0402.460 | Y=0421.560-0432.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0984 | X=0117.170-0413.040 | Y=0433.080-0444.320 | Đường XP3 -ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0984 | X=0117.170-0397.180 | Y=0444.600-0455.840 | đất số 148, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0984 | X=0117.170-0391.380 | Y=0456.140-0467.380 | 149, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0984 | X=0117.170-0252.510 | Y=0467.660-0478.900 | đường nhựa, bê tông xi măng:
P=0984 | X=0095.570-0111.740 | Y=0478.420-0487.740 | 167
P=0984 | X=0452.330-0468.500 | Y=0478.420-0487.740 | 260
P=0984 | X=0506.350-0522.520 | Y=0478.420-0487.740 | 150
P=0984 | X=0117.170-0348.050 | Y=0485.180-0496.420 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0984 | X=0117.170-0404.530 | Y=0502.460-0513.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0984 | X=0117.170-0177.810 | Y=0513.980-0525.220 | đến ≤1.000m.
P=0984 | X=0117.170-0339.880 | Y=0531.500-0542.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0984 | X=0117.170-0402.330 | Y=0549.290-0560.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0984 | X=0117.170-0412.800 | Y=0560.810-0572.050 | Đường XP3 -ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0984 | X=0117.170-0399.710 | Y=0572.330-0583.570 | đất số 148, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0984 | X=0117.170-0390.780 | Y=0583.850-0595.090 | 149, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0984 | X=0095.570-0111.740 | Y=0591.730-0601.050 | 168
P=0984 | X=0452.330-0468.500 | Y=0591.730-0601.050 | 180
P=0984 | X=0506.350-0522.520 | Y=0591.730-0601.050 | 110
P=0984 | X=0117.170-0252.920 | Y=0595.370-0606.610 | đường nhựa, bê tông xi măng:
P=0984 | X=0117.170-0402.530 | Y=0612.890-0624.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0984 | X=0117.170-0340.360 | Y=0630.430-0641.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0984 | X=0327.960-0406.390 | Y=0648.190-0659.430 | Hết ranh thửa đất
P=0984 | X=0327.960-0404.100 | Y=0659.710-0670.950 | số 155, tờ BĐĐC
P=0984 | X=0120.050-0211.990 | Y=0665.470-0676.710 | Đường XP5 nối dài -
P=0984 | X=0327.960-0406.790 | Y=0671.230-0682.470 | số 59 về bên phải
P=0984 | X=0095.570-0278.580 | Y=0676.750-0687.990 | 169 đường vào trụ sở ấp Bình Quốc lộ 1
P=0984 | X=0452.330-0468.500 | Y=0678.630-0687.950 | 530
P=0984 | X=0506.350-0522.520 | Y=0678.630-0687.950 | 330
P=0984 | X=0327.960-0403.660 | Y=0682.510-0693.750 | và hết ranh thửa
P=0984 | X=0117.170-0148.690 | Y=0690.150-0699.470 | Xuân 2
P=0984 | X=0327.960-0389.760 | Y=0694.030-0705.270 | đất số 158, tờ
P=0984 | X=0327.960-0397.150 | Y=0705.570-0716.810 | BĐĐC số 59 về
P=0985 | X=0327.960-0403.630 | Y=0074.380-0083.700 | bên trái, xã Xuân
P=0985 | X=0327.960-0345.330 | Y=0085.900-0095.220 | Phú
P=0985 | X=0117.170-0403.110 | Y=0101.780-0113.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP5 nối
P=0985 | X=0117.170-0406.730 | Y=0113.300-0124.540 | dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết
P=0985 | X=0117.170-0392.790 | Y=0124.850-0136.090 | ranh thửa đất số 155, tờ BĐĐC số 59 về bên phải và hết ranh
P=0985 | X=0117.170-0408.050 | Y=0136.370-0147.610 | thửa đất số 158, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện
P=0985 | X=0095.570-0111.740 | Y=0144.250-0153.570 | 170
P=0985 | X=0452.330-0468.500 | Y=0144.250-0153.570 | 350
P=0985 | X=0506.350-0522.520 | Y=0144.250-0153.570 | 200
P=0985 | X=0117.170-0288.910 | Y=0147.650-0158.890 | trạng là đường nhựa, bê tông xi măng:
P=0985 | X=0117.170-0347.560 | Y=0165.170-0176.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0985 | X=0117.170-0394.140 | Y=0182.690-0193.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0985 | X=0117.170-0403.430 | Y=0200.470-0211.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP5 nối
P=0985 | X=0117.170-0406.860 | Y=0211.990-0223.230 | dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết
P=0985 | X=0117.170-0414.000 | Y=0223.510-0234.750 | ranh thửa đất số 155, tờ BĐĐC số 59 về bên phải và hết ranh thửa
P=0985 | X=0117.170-0411.070 | Y=0235.030-0246.270 | đất số 158, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng
P=0985 | X=0117.170-0263.070 | Y=0246.550-0257.790 | là đường nhựa, bê tông xi măng:
P=0985 | X=0095.570-0111.740 | Y=0257.310-0266.630 | 171
P=0985 | X=0452.330-0468.500 | Y=0257.310-0266.630 | 260
P=0985 | X=0506.350-0522.520 | Y=0257.310-0266.630 | 150
P=0985 | X=0117.170-0348.040 | Y=0264.070-0275.310 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0985 | X=0117.170-0404.530 | Y=0281.620-0292.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0985 | X=0117.170-0177.810 | Y=0293.140-0304.380 | đến ≤1.000m.
P=0985 | X=0117.170-0339.880 | Y=0310.660-0321.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0985 | X=0117.170-0403.040 | Y=0328.420-0339.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP5 nối
P=0985 | X=0117.170-0406.730 | Y=0339.700-0350.940 | dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ Quốc lộ 1 đến Hết
P=0985 | X=0117.170-0392.860 | Y=0351.220-0362.460 | ranh thửa đất số 155, tờ BĐĐC số 59 về bên phải và hết ranh
P=0985 | X=0117.170-0408.050 | Y=0362.740-0373.980 | thửa đất số 158, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện
P=0985 | X=0095.570-0111.740 | Y=0370.640-0379.960 | 172
P=0985 | X=0452.330-0468.500 | Y=0370.640-0379.960 | 180
P=0985 | X=0506.350-0522.520 | Y=0370.640-0379.960 | 110
P=0985 | X=0117.170-0288.910 | Y=0374.280-0385.520 | trạng là đường nhựa, bê tông xi măng:
P=0985 | X=0117.170-0402.530 | Y=0391.800-0403.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0985 | X=0117.170-0340.360 | Y=0409.320-0420.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0985 | X=0117.170-0402.460 | Y=0427.080-0438.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0985 | X=0117.170-0395.680 | Y=0438.600-0449.840 | Đường XP5 nối dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ
P=0985 | X=0117.170-0398.500 | Y=0450.140-0461.380 | Quốc lộ 1 đến Hết ranh thửa đất số 155, tờ BĐĐC số 59 về bên
P=0985 | X=0117.170-0400.860 | Y=0461.660-0472.900 | phải và hết ranh thửa đất số 158, tờ BĐĐC số 59 về bên trái, xã
P=0985 | X=0095.570-0111.740 | Y=0469.540-0478.860 | 173
P=0985 | X=0452.330-0468.500 | Y=0469.540-0478.860 | 350
P=0985 | X=0506.350-0522.520 | Y=0469.540-0478.860 | 200
P=0985 | X=0117.170-0372.520 | Y=0473.180-0484.420 | Xuân Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0985 | X=0117.170-0347.560 | Y=0490.460-0501.700 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0985 | X=0117.170-0394.140 | Y=0507.980-0519.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0985 | X=0117.170-0402.460 | Y=0525.740-0536.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0985 | X=0117.170-0395.680 | Y=0537.290-0548.530 | Đường XP5 nối dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ
P=0985 | X=0117.170-0398.500 | Y=0548.810-0560.050 | Quốc lộ 1 đến Hết ranh thửa đất số 155, tờ BĐĐC số 59 về bên
P=0985 | X=0117.170-0400.860 | Y=0560.330-0571.570 | phải và hết ranh thửa đất số 158, tờ BĐĐC số 59 về bên trái, xã
P=0985 | X=0117.170-0372.520 | Y=0571.850-0583.090 | Xuân Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0985 | X=0095.570-0111.740 | Y=0582.850-0592.170 | 174
P=0985 | X=0452.330-0468.500 | Y=0582.850-0592.170 | 260
P=0985 | X=0506.350-0522.520 | Y=0582.850-0592.170 | 150
P=0985 | X=0117.170-0348.040 | Y=0589.370-0600.610 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0985 | X=0117.170-0404.530 | Y=0606.890-0618.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0985 | X=0117.170-0177.810 | Y=0618.430-0629.670 | đến ≤1.000m.
P=0985 | X=0117.170-0352.360 | Y=0635.950-0647.190 | - Có bề rộng từ <3m, cách đường giao thông ≤200m.
P=0985 | X=0117.170-0402.460 | Y=0653.710-0664.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0985 | X=0117.170-0395.680 | Y=0665.230-0676.470 | Đường XP5 nối dài -đường vào trụ sở ấp Bình Xuân 2 đoạn từ
P=0985 | X=0095.570-0398.540 | Y=0676.510-0687.750 | 175 Quốc lộ 1 đến Hết ranh thửa đất số 155, tờ BĐĐC số 59 về bên
P=0985 | X=0452.330-0468.500 | Y=0678.390-0687.710 | 180
P=0985 | X=0506.350-0522.520 | Y=0678.390-0687.710 | 110
P=0985 | X=0117.170-0400.860 | Y=0688.030-0699.270 | phải và hết ranh thửa đất số 158, tờ BĐĐC số 59 về bên trái, xã
P=0985 | X=0117.170-0372.520 | Y=0699.550-0710.790 | Xuân Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0986 | X=0117.170-0402.530 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0986 | X=0117.170-0340.360 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0986 | X=0327.960-0406.390 | Y=0113.780-0125.020 | Hết ranh thửa đất
P=0986 | X=0327.960-0404.100 | Y=0125.330-0136.570 | số 294, tờ BĐĐC
P=0986 | X=0327.960-0406.790 | Y=0136.850-0148.090 | số 59 về bên phải
P=0986 | X=0120.050-0213.740 | Y=0148.370-0159.610 | Đường XP7, ấp Bình
P=0986 | X=0327.960-0403.660 | Y=0148.370-0159.610 | và hết ranh thửa
P=0986 | X=0235.300-0278.580 | Y=0154.130-0165.370 | Quốc lộ 1
P=0986 | X=0095.570-0111.740 | Y=0156.010-0165.330 | 176
P=0986 | X=0452.330-0468.500 | Y=0156.010-0165.330 | 530
P=0986 | X=0506.350-0522.520 | Y=0156.010-0165.330 | 330
P=0986 | X=0327.960-0389.760 | Y=0159.650-0170.890 | đất số 161, tờ
P=0986 | X=0117.170-0148.690 | Y=0161.530-0170.850 | Xuân 1
P=0986 | X=0327.960-0397.150 | Y=0171.170-0182.410 | BĐĐC số 59 về
P=0986 | X=0327.960-0403.630 | Y=0184.570-0193.890 | bên trái, xã Xuân
P=0986 | X=0327.960-0345.330 | Y=0196.090-0205.410 | Phú
P=0986 | X=0117.170-0403.760 | Y=0211.990-0223.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP7, ấp
P=0986 | X=0117.170-0403.330 | Y=0223.510-0234.750 | Bình Xuân 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 294, tờ
P=0986 | X=0117.170-0414.370 | Y=0235.030-0246.270 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 161, tờ BĐĐC số
P=0986 | X=0117.170-0409.740 | Y=0246.550-0257.790 | 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0986 | X=0095.570-0111.740 | Y=0254.430-0263.750 | 177
P=0986 | X=0452.330-0468.500 | Y=0254.430-0263.750 | 350
P=0986 | X=0506.350-0522.520 | Y=0254.430-0263.750 | 200
P=0986 | X=0117.170-0155.000 | Y=0258.070-0269.310 | xi măng:
P=0986 | X=0117.170-0347.560 | Y=0275.590-0286.830 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0986 | X=0117.170-0394.140 | Y=0293.140-0304.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0986 | X=0117.170-0403.900 | Y=0310.900-0322.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP7, ấp
P=0986 | X=0117.170-0403.710 | Y=0322.420-0333.660 | Bình Xuân 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 294, tờ
P=0986 | X=0117.170-0411.820 | Y=0333.700-0344.940 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 161, tờ BĐĐC số
P=0986 | X=0117.170-0410.140 | Y=0345.220-0356.460 | 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0986 | X=0117.170-0154.780 | Y=0356.740-0367.980 | xi măng:
P=0986 | X=0095.570-0111.740 | Y=0367.760-0377.080 | 178
P=0986 | X=0452.330-0468.500 | Y=0367.760-0377.080 | 260
P=0986 | X=0506.350-0522.520 | Y=0367.760-0377.080 | 150
P=0986 | X=0117.170-0348.040 | Y=0374.280-0385.520 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0986 | X=0117.170-0404.530 | Y=0391.800-0403.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0986 | X=0117.170-0177.810 | Y=0403.320-0414.560 | đến ≤1.000m.
P=0986 | X=0117.170-0339.880 | Y=0420.840-0432.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0986 | X=0117.170-0403.770 | Y=0438.600-0449.840 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP7, ấp
P=0986 | X=0117.170-0403.320 | Y=0450.140-0461.380 | Bình Xuân 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 294, tờ
P=0986 | X=0117.170-0414.370 | Y=0461.660-0472.900 | BĐĐC số 59 về bên phải và hết ranh thửa đất số 161, tờ BĐĐC số
P=0986 | X=0117.170-0409.740 | Y=0473.180-0484.420 | 59 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0986 | X=0095.570-0111.740 | Y=0481.060-0490.380 | 179
P=0986 | X=0452.330-0468.500 | Y=0481.060-0490.380 | 180
P=0986 | X=0506.350-0522.520 | Y=0481.060-0490.380 | 110
P=0986 | X=0117.170-0155.000 | Y=0484.460-0495.700 | xi măng:
P=0986 | X=0117.170-0402.530 | Y=0501.980-0513.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0986 | X=0117.170-0340.360 | Y=0519.500-0530.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0986 | X=0117.170-0402.330 | Y=0537.290-0548.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0986 | X=0117.170-0411.900 | Y=0548.810-0560.050 | Đường XP7, ấp Bình Xuân 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0986 | X=0117.170-0399.710 | Y=0560.330-0571.570 | đất số 294, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0986 | X=0117.170-0390.780 | Y=0571.850-0583.090 | 161, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0986 | X=0095.570-0111.740 | Y=0579.730-0589.050 | 180
P=0986 | X=0452.330-0468.500 | Y=0579.730-0589.050 | 350
P=0986 | X=0506.350-0522.520 | Y=0579.730-0589.050 | 200
P=0986 | X=0117.170-0252.920 | Y=0583.370-0594.610 | đường nhựa, bê tông xi măng:
P=0986 | X=0117.170-0347.560 | Y=0600.890-0612.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0986 | X=0117.170-0394.140 | Y=0618.430-0629.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0986 | X=0117.170-0402.460 | Y=0636.190-0647.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0986 | X=0117.170-0412.290 | Y=0647.710-0658.950 | Đường XP7, ấp Bình Xuân 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0986 | X=0117.170-0397.180 | Y=0659.230-0670.470 | đất số 294, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0986 | X=0095.570-0391.380 | Y=0669.750-0681.750 | 181 161, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0986 | X=0452.330-0468.500 | Y=0669.750-0679.070 | 260
P=0986 | X=0506.350-0522.520 | Y=0669.750-0679.070 | 150
P=0986 | X=0117.170-0252.510 | Y=0682.030-0693.270 | đường nhựa, bê tông xi măng:
P=0986 | X=0117.170-0348.040 | Y=0699.550-0710.790 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0987 | X=0117.170-0404.530 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0987 | X=0117.170-0177.810 | Y=0090.020-0101.260 | đến ≤1.000m.
P=0987 | X=0117.170-0339.880 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0987 | X=0117.170-0402.430 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0987 | X=0117.170-0411.900 | Y=0136.850-0148.090 | Đường XP7, ấp Bình Xuân 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0987 | X=0117.170-0399.710 | Y=0148.370-0159.610 | đất số 294, tờ BĐĐC số 59 về bên phải và hết ranh thửa đất số
P=0987 | X=0117.170-0390.780 | Y=0159.650-0170.890 | 161, tờ BĐĐC số 59 về bên trái, xã Xuân Phú có hiện trạng là
P=0987 | X=0095.570-0111.740 | Y=0167.530-0176.850 | 182
P=0987 | X=0452.330-0468.500 | Y=0167.530-0176.850 | 180
P=0987 | X=0506.350-0522.520 | Y=0167.530-0176.850 | 110
P=0987 | X=0117.170-0252.920 | Y=0171.170-0182.410 | đường nhựa, bê tông xi măng:
P=0987 | X=0117.170-0402.530 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0987 | X=0117.170-0340.360 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0987 | X=0327.960-0406.390 | Y=0223.990-0235.230 | Hết ranh thửa đất
P=0987 | X=0327.960-0404.100 | Y=0235.510-0246.750 | số 132, tờ BĐĐC
P=0987 | X=0327.960-0406.790 | Y=0247.030-0258.270 | số 59 về bên phải
P=0987 | X=0117.170-0210.860 | Y=0258.550-0269.790 | Đường XP9, ấp Bình
P=0987 | X=0327.960-0403.660 | Y=0258.550-0269.790 | và hết ranh thửa
P=0987 | X=0235.300-0278.580 | Y=0264.310-0275.550 | Quốc lộ 1
P=0987 | X=0095.570-0111.740 | Y=0266.190-0275.510 | 183
P=0987 | X=0452.330-0468.500 | Y=0266.190-0275.510 | 530
P=0987 | X=0506.350-0522.520 | Y=0266.190-0275.510 | 330
P=0987 | X=0327.960-0383.990 | Y=0270.070-0281.310 | đất số 76, tờ
P=0987 | X=0117.170-0148.690 | Y=0271.950-0281.270 | Xuân 1
P=0987 | X=0327.960-0397.150 | Y=0281.620-0292.860 | BĐĐC số 58 về
