TABLE=051 | AREA=Xã Phú Lâm | SECTION=agricultural | SEGMENTS=1
P=1734 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 100
P=1734 | X=0120.530-0351.610 | Y=0188.930-0200.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1734 | X=0120.530-0361.640 | Y=0206.470-0217.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1734 | X=0120.530-0154.050 | Y=0217.990-0229.230 | ≤500m.
P=1734 | X=0120.530-0368.870 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1734 | X=0120.530-0393.580 | Y=0247.270-0258.510 | Quán Hiến vào khu Lá ủ đoạn từ Giáp đường đi khu Lá ủ đến
P=1734 | X=0120.530-0391.900 | Y=0258.790-0270.030 | Đường Phú Lâm - Phú Bình có hiện trạng là đường nhựa, bê
P=1734 | X=0120.530-0180.690 | Y=0270.310-0281.550 | tông xi măng:
P=1734 | X=0096.770-0352.080 | Y=0286.860-0299.100 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1734 | X=0448.010-0459.130 | Y=0286.860-0296.180 | 90
P=1734 | X=0511.150-0522.270 | Y=0286.860-0296.180 | 80
P=1734 | X=0120.530-0373.840 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1734 | X=0120.530-0215.500 | Y=0316.900-0328.140 | >500m đến ≤1.000m.
P=1734 | X=0120.530-0343.700 | Y=0334.420-0345.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1734 | X=0120.530-0368.870 | Y=0351.940-0363.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1734 | X=0120.530-0393.580 | Y=0363.460-0374.700 | Quán Hiến vào khu Lá ủ đoạn từ Giáp đường đi khu Lá ủ đến
P=1734 | X=0120.530-0391.900 | Y=0375.000-0386.240 | Đường Phú Lâm - Phú Bình có hiện trạng là đường nhựa, bê
P=1734 | X=0120.530-0180.690 | Y=0386.520-0397.760 | tông xi măng:
P=1734 | X=0096.770-0113.410 | Y=0394.400-0403.720 | 151
P=1734 | X=0448.010-0459.130 | Y=0394.400-0403.720 | 55
P=1734 | X=0511.150-0522.270 | Y=0394.400-0403.720 | 50
P=1734 | X=0120.530-0361.640 | Y=0404.040-0415.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1734 | X=0120.530-0162.670 | Y=0417.440-0426.760 | >1.000m.
P=1734 | X=0120.530-0344.170 | Y=0433.080-0444.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1734 | X=0120.530-0394.040 | Y=0450.860-0462.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1734 | X=0120.530-0378.940 | Y=0462.380-0473.620 | ra Đường Quán Hiến vào khu Lá ủ đoạn từ Giáp đường đi
P=1734 | X=0120.530-0377.010 | Y=0473.900-0485.140 | khu Lá ủ đến Đường Phú Lâm - Phú Bình có hiện trạng là
P=1734 | X=0120.530-0256.300 | Y=0485.420-0496.660 | đường nhựa, bê tông xi măng:
P=1734 | X=0096.770-0113.410 | Y=0493.300-0502.620 | 152
P=1734 | X=0442.250-0458.890 | Y=0493.300-0502.620 | 130
P=1734 | X=0505.390-0522.030 | Y=0493.300-0502.620 | 100
P=1734 | X=0120.530-0351.610 | Y=0502.940-0514.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1734 | X=0120.530-0361.640 | Y=0520.220-0531.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1734 | X=0120.530-0154.050 | Y=0531.740-0542.980 | ≤500m.
P=1734 | X=0120.530-0394.070 | Y=0549.530-0560.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1734 | X=0120.530-0378.940 | Y=0561.050-0572.290 | ra Đường Quán Hiến vào khu Lá ủ đoạn từ Giáp đường đi
P=1734 | X=0120.530-0377.010 | Y=0572.570-0583.810 | khu Lá ủ đến Đường Phú Lâm - Phú Bình có hiện trạng là
P=1734 | X=0120.530-0256.300 | Y=0584.090-0595.330 | đường nhựa, bê tông xi măng:
P=1734 | X=0096.770-0352.080 | Y=0600.850-0612.850 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1734 | X=0448.010-0459.130 | Y=0600.850-0610.170 | 90
P=1734 | X=0511.150-0522.270 | Y=0600.850-0610.170 | 80
P=1734 | X=0120.530-0373.840 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1734 | X=0120.530-0215.510 | Y=0630.670-0641.910 | >500m đến ≤1.000m.
P=1734 | X=0120.530-0343.700 | Y=0648.190-0659.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1734 | X=0120.530-0394.040 | Y=0665.950-0677.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1734 | X=0120.530-0378.940 | Y=0677.470-0688.710 | ra Đường Quán Hiến vào khu Lá ủ đoạn từ Giáp đường đi
P=1734 | X=0096.770-0113.410 | Y=0685.110-0694.430 | 154
P=1734 | X=0448.010-0459.130 | Y=0685.110-0694.430 | 55
P=1734 | X=0511.150-0522.270 | Y=0685.110-0694.430 | 50
P=1734 | X=0120.530-0377.010 | Y=0688.750-0699.990 | khu Lá ủ đến Đường Phú Lâm - Phú Bình có hiện trạng là
P=1734 | X=0120.530-0256.340 | Y=0700.290-0711.530 | đường nhựa, bê tông xi măng:
P=1735 | X=0120.530-0361.640 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1735 | X=0120.530-0162.670 | Y=0091.900-0101.220 | >1.000m.
P=1735 | X=0120.530-0344.170 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1735 | X=0096.770-0253.140 | Y=0125.330-0136.570 | 155 Đường Phù Đổng Quốc lộ 20
P=1735 | X=0297.240-0343.380 | Y=0127.210-0136.530 | Km 0+500
P=1735 | X=0442.250-0458.890 | Y=0127.210-0136.530 | 330
P=1735 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 270
P=1735 | X=0120.530-0389.500 | Y=0143.090-0154.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1735 | X=0120.530-0372.440 | Y=0154.610-0165.850 | Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1735 | X=0120.530-0256.300 | Y=0166.130-0177.370 | đường nhựa, bê tông xi măng:
P=1735 | X=0096.770-0113.410 | Y=0179.530-0188.850 | 156
P=1735 | X=0442.250-0458.890 | Y=0179.530-0188.850 | 150
P=1735 | X=0505.390-0522.030 | Y=0179.530-0188.850 | 110
P=1735 | X=0120.530-0351.610 | Y=0183.410-0194.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1735 | X=0120.530-0361.640 | Y=0200.950-0212.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1735 | X=0120.530-0154.050 | Y=0212.470-0223.710 | ≤500m.
P=1735 | X=0120.530-0389.500 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1735 | X=0120.530-0372.440 | Y=0241.750-0252.990 | Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1735 | X=0120.530-0256.300 | Y=0253.270-0264.510 | đường nhựa, bê tông xi măng:
P=1735 | X=0096.770-0352.080 | Y=0270.790-0284.870 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1735 | X=0442.250-0458.890 | Y=0275.550-0284.870 | 110
P=1735 | X=0511.150-0522.270 | Y=0275.550-0284.870 | 90
P=1735 | X=0120.530-0373.840 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1735 | X=0120.530-0215.500 | Y=0299.860-0311.100 | >500m đến ≤1.000m.
P=1735 | X=0120.530-0343.700 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1735 | X=0120.530-0389.500 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1735 | X=0120.530-0372.440 | Y=0346.660-0357.900 | Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có hiện trạng là
P=1735 | X=0120.530-0256.300 | Y=0357.940-0369.180 | đường nhựa, bê tông xi măng:
P=1735 | X=0096.770-0113.410 | Y=0371.600-0380.920 | 158
P=1735 | X=0448.010-0459.130 | Y=0371.600-0380.920 | 60
P=1735 | X=0511.150-0522.270 | Y=0371.600-0380.920 | 55
P=1735 | X=0120.530-0361.640 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1735 | X=0120.530-0162.670 | Y=0388.880-0398.200 | >1.000m.
P=1735 | X=0120.530-0344.170 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1735 | X=0120.530-0394.040 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1735 | X=0120.530-0381.060 | Y=0433.800-0445.040 | ra Đường Phù Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có
P=1735 | X=0120.530-0314.170 | Y=0445.320-0456.560 | hiện trạng là đường nhựa, bê tông xi măng:
P=1735 | X=0096.770-0113.410 | Y=0458.980-0468.300 | 159
P=1735 | X=0442.250-0458.890 | Y=0458.980-0468.300 | 150
P=1735 | X=0505.390-0522.030 | Y=0458.980-0468.300 | 110
P=1735 | X=0120.530-0351.610 | Y=0462.860-0474.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1735 | X=0120.530-0361.640 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1735 | X=0120.530-0154.050 | Y=0491.900-0503.140 | ≤500m.
P=1735 | X=0120.530-0394.040 | Y=0509.660-0520.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1735 | X=0120.530-0381.060 | Y=0521.180-0532.420 | ra Đường Phù Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có
P=1735 | X=0120.530-0314.170 | Y=0532.490-0543.730 | hiện trạng là đường nhựa, bê tông xi măng:
P=1735 | X=0096.770-0352.080 | Y=0550.010-0564.330 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1735 | X=0442.250-0458.890 | Y=0555.010-0564.330 | 110
P=1735 | X=0511.150-0522.270 | Y=0555.010-0564.330 | 90
P=1735 | X=0120.530-0373.840 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1735 | X=0120.530-0215.500 | Y=0579.050-0590.290 | >500m đến ≤1.000m.
P=1735 | X=0120.530-0343.700 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1735 | X=0120.530-0394.040 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1735 | X=0120.530-0381.060 | Y=0625.870-0637.110 | ra Đường Phù Đổng đoạn từ Quốc lộ 20 đến Km 0+500 có
P=1735 | X=0120.530-0314.170 | Y=0637.390-0648.630 | hiện trạng là đường nhựa, bê tông xi măng:
P=1735 | X=0096.770-0113.410 | Y=0651.030-0660.350 | 161
P=1735 | X=0448.010-0459.130 | Y=0651.030-0660.350 | 60
P=1735 | X=0511.150-0522.270 | Y=0651.030-0660.350 | 55
P=1735 | X=0120.530-0361.640 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1735 | X=0120.530-0162.670 | Y=0668.310-0677.630 | >1.000m.
P=1735 | X=0120.530-0344.170 | Y=0683.950-0695.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1735 | X=0096.770-0250.690 | Y=0701.730-0712.970 | 162 Đường Phù Đổng Km 0+500
P=1735 | X=0297.240-0343.380 | Y=0703.620-0712.940 | Km 0+800
P=1735 | X=0442.250-0458.890 | Y=0703.620-0712.940 | 330
P=1735 | X=0505.390-0522.030 | Y=0703.620-0712.940 | 270
P=1736 | X=0120.530-0389.500 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1736 | X=0120.530-0369.800 | Y=0090.020-0101.260 | Đổng đoạn từ Km 0+500 đến Km 0+800 có hiện trạng là
P=1736 | X=0120.530-0256.300 | Y=0101.540-0112.780 | đường nhựa, bê tông xi măng:
P=1736 | X=0096.770-0113.410 | Y=0115.180-0124.500 | 163
P=1736 | X=0442.250-0458.890 | Y=0115.180-0124.500 | 150
P=1736 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 110
P=1736 | X=0120.530-0351.610 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1736 | X=0120.530-0361.640 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1736 | X=0120.530-0154.050 | Y=0148.130-0159.370 | ≤500m.
P=1736 | X=0120.530-0389.500 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1736 | X=0120.530-0369.800 | Y=0177.170-0188.410 | Đổng đoạn từ Km 0+500 đến Km 0+800 có hiện trạng là
P=1736 | X=0120.530-0256.300 | Y=0188.690-0199.930 | đường nhựa, bê tông xi măng:
P=1736 | X=0096.770-0352.080 | Y=0206.230-0220.550 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1736 | X=0442.250-0458.890 | Y=0211.230-0220.550 | 110
P=1736 | X=0511.150-0522.270 | Y=0211.230-0220.550 | 90
P=1736 | X=0120.530-0373.840 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1736 | X=0120.530-0215.500 | Y=0235.270-0246.510 | >500m đến ≤1.000m.
P=1736 | X=0120.530-0343.700 | Y=0252.790-0264.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1736 | X=0120.530-0389.500 | Y=0270.550-0281.790 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1736 | X=0120.530-0369.800 | Y=0282.100-0293.340 | Đổng đoạn từ Km 0+500 đến Km 0+800 có hiện trạng là
P=1736 | X=0120.530-0256.300 | Y=0293.620-0304.860 | đường nhựa, bê tông xi măng:
P=1736 | X=0096.770-0113.410 | Y=0307.260-0316.580 | 165
P=1736 | X=0448.010-0459.130 | Y=0307.260-0316.580 | 60
P=1736 | X=0511.150-0522.270 | Y=0307.260-0316.580 | 55
P=1736 | X=0120.530-0361.640 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1736 | X=0120.530-0162.670 | Y=0324.540-0333.860 | >1.000m.
P=1736 | X=0120.530-0344.170 | Y=0339.940-0351.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1736 | X=0120.530-0394.040 | Y=0357.700-0368.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1736 | X=0120.530-0378.660 | Y=0369.240-0380.480 | ra Đường Phù Đổng đoạn từ Km 0+500 đến Km 0+800 có
P=1736 | X=0120.530-0314.170 | Y=0380.760-0392.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=1736 | X=0096.770-0113.410 | Y=0394.400-0403.720 | 166
P=1736 | X=0442.250-0458.890 | Y=0394.400-0403.720 | 150
P=1736 | X=0505.390-0522.030 | Y=0394.400-0403.720 | 110
P=1736 | X=0120.530-0351.610 | Y=0398.280-0409.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1736 | X=0120.530-0361.640 | Y=0415.800-0427.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1736 | X=0120.530-0154.050 | Y=0427.320-0438.560 | ≤500m.
P=1736 | X=0120.530-0394.040 | Y=0445.080-0456.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1736 | X=0120.530-0378.660 | Y=0456.620-0467.860 | ra Đường Phù Đổng đoạn từ Km 0+500 đến Km 0+800 có
P=1736 | X=0120.530-0314.170 | Y=0468.140-0479.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=1736 | X=0096.770-0352.080 | Y=0485.660-0499.740 | 167 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1736 | X=0442.250-0458.890 | Y=0490.420-0499.740 | 110
P=1736 | X=0511.150-0522.270 | Y=0490.420-0499.740 | 90
P=1736 | X=0120.530-0373.840 | Y=0503.180-0514.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1736 | X=0120.530-0215.510 | Y=0514.460-0525.700 | >500m đến ≤1.000m.
P=1736 | X=0120.530-0343.700 | Y=0531.980-0543.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1736 | X=0120.530-0394.040 | Y=0549.770-0561.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1736 | X=0120.530-0378.660 | Y=0561.290-0572.530 | ra Đường Phù Đổng đoạn từ Km 0+500 đến Km 0+800 có
P=1736 | X=0120.530-0314.170 | Y=0572.810-0584.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1736 | X=0096.770-0113.410 | Y=0586.450-0595.770 | 168
P=1736 | X=0448.010-0459.130 | Y=0586.450-0595.770 | 60
P=1736 | X=0511.150-0522.270 | Y=0586.450-0595.770 | 55
P=1736 | X=0120.530-0361.640 | Y=0590.330-0601.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1736 | X=0120.530-0162.670 | Y=0603.730-0613.050 | >1.000m.
P=1736 | X=0120.530-0344.170 | Y=0619.390-0630.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1736 | X=0297.240-0389.020 | Y=0637.150-0648.390 | Hết ranh thửa đất số
P=1736 | X=0297.240-0384.460 | Y=0648.670-0659.910 | 218 tờ BĐĐC số 26
P=1736 | X=0297.240-0379.020 | Y=0662.070-0671.390 | về bên phải và hết
P=1736 | X=0096.770-0250.690 | Y=0665.950-0677.190 | 169 Đường Phù Đổng Km 0+800
P=1736 | X=0442.250-0458.890 | Y=0667.830-0677.150 | 330
P=1736 | X=0505.390-0522.030 | Y=0667.830-0677.150 | 270
P=1736 | X=0297.240-0392.950 | Y=0671.710-0682.950 | ranh thửa đất số 618,
P=1736 | X=0297.240-0378.710 | Y=0683.230-0694.470 | tờ BĐĐC số 27 về
P=1736 | X=0297.240-0330.670 | Y=0696.390-0705.710 | bên trái
P=1737 | X=0120.530-0389.500 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1737 | X=0120.530-0375.870 | Y=0090.020-0101.260 | Đổng đoạn từ Km 0+800 đến Hết ranh thửa đất số 218 tờ
P=1737 | X=0120.530-0371.320 | Y=0101.540-0112.780 | BĐĐC số 26 về bên phải và hết ranh thửa đất số 618, tờ
P=1737 | X=0120.530-0394.530 | Y=0113.060-0124.300 | BĐĐC số 27 về bên trái có hiện trạng là đường nhựa, bê tông
P=1737 | X=0096.770-0158.360 | Y=0124.610-0136.050 | 170 xi măng:
P=1737 | X=0442.250-0458.890 | Y=0126.730-0136.050 | 150
P=1737 | X=0505.390-0522.030 | Y=0126.730-0136.050 | 110
P=1737 | X=0120.530-0351.610 | Y=0142.130-0153.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1737 | X=0120.530-0361.640 | Y=0159.410-0170.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1737 | X=0120.530-0154.050 | Y=0170.930-0182.170 | ≤500m.
P=1737 | X=0120.530-0389.500 | Y=0188.690-0199.930 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1737 | X=0120.530-0375.870 | Y=0200.230-0211.470 | Đổng đoạn từ Km 0+800 đến Hết ranh thửa đất số 218 tờ
P=1737 | X=0120.530-0371.320 | Y=0211.750-0222.990 | BĐĐC số 26 về bên phải và hết ranh thửa đất số 618, tờ
P=1737 | X=0120.530-0394.530 | Y=0223.270-0234.510 | BĐĐC số 27 về bên trái có hiện trạng là đường nhựa, bê tông
P=1737 | X=0120.530-0158.360 | Y=0234.790-0246.030 | xi măng:
P=1737 | X=0096.770-0113.410 | Y=0245.550-0254.870 | 171
P=1737 | X=0442.250-0458.890 | Y=0245.550-0254.870 | 110
P=1737 | X=0511.150-0522.270 | Y=0245.550-0254.870 | 90
P=1737 | X=0120.530-0352.080 | Y=0252.310-0263.550 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1737 | X=0120.530-0373.840 | Y=0269.830-0281.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1737 | X=0120.530-0215.500 | Y=0281.380-0292.620 | >500m đến ≤1.000m.
P=1737 | X=0120.530-0343.700 | Y=0298.900-0310.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1737 | X=0120.530-0389.500 | Y=0316.660-0327.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phù
P=1737 | X=0120.530-0375.870 | Y=0327.940-0339.180 | Đổng đoạn từ Km 0+800 đến Hết ranh thửa đất số 218 tờ
P=1737 | X=0120.530-0371.320 | Y=0339.460-0350.700 | BĐĐC số 26 về bên phải và hết ranh thửa đất số 618, tờ
P=1737 | X=0120.530-0394.530 | Y=0350.980-0362.220 | BĐĐC số 27 về bên trái có hiện trạng là đường nhựa, bê tông
P=1737 | X=0096.770-0158.360 | Y=0362.500-0373.940 | 172 xi măng:
P=1737 | X=0448.010-0459.130 | Y=0364.620-0373.940 | 60
P=1737 | X=0511.150-0522.270 | Y=0364.620-0373.940 | 55
P=1737 | X=0120.530-0361.640 | Y=0380.040-0391.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1737 | X=0120.530-0162.670 | Y=0393.440-0402.760 | >1.000m.
P=1737 | X=0120.530-0344.170 | Y=0409.080-0420.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1737 | X=0120.530-0394.040 | Y=0426.840-0438.080 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
