TABLE=010 | AREA=Phường Tam Phước | SECTION=agricultural | SEGMENTS=1
P=0366 | X=0115.970-0338.880 | Y=0347.380-0358.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0366 | X=0115.970-0393.160 | Y=0364.900-0376.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0366 | X=0115.970-0401.230 | Y=0382.920-0394.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0366 | X=0115.970-0417.830 | Y=0394.200-0405.440 | Đường Chu Văn An đoạn từ Giáp ranh xã An Phước đến Đường Lê
P=0366 | X=0115.970-0338.890 | Y=0405.720-0416.960 | Lai có hiện trạng là đường nhựa, bê tông xi măng:
P=0366 | X=0094.340-0339.140 | Y=0423.240-0437.560 | 216 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0366 | X=0460.730-0477.370 | Y=0428.240-0437.560 | 480
P=0366 | X=0505.390-0522.030 | Y=0428.240-0437.560 | 440
P=0366 | X=0115.970-0403.340 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5ra, cách đường giao thông từ >400m
P=0366 | X=0115.970-0168.930 | Y=0452.300-0463.540 | đến ≤600m.
P=0366 | X=0115.970-0339.140 | Y=0469.820-0481.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0366 | X=0115.970-0401.230 | Y=0487.820-0499.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0366 | X=0115.970-0417.830 | Y=0499.340-0510.580 | Đường Chu Văn An đoạn từ Giáp ranh xã An Phước đến Đường Lê
P=0366 | X=0115.970-0338.890 | Y=0510.860-0522.100 | Lai có hiện trạng là đường nhựa, bê tông xi măng:
P=0366 | X=0094.340-0110.980 | Y=0518.740-0528.060 | 217
P=0366 | X=0460.730-0477.370 | Y=0518.740-0528.060 | 320
P=0366 | X=0505.390-0522.030 | Y=0518.740-0528.060 | 270
P=0366 | X=0115.970-0393.400 | Y=0528.380-0539.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0366 | X=0115.970-0342.260 | Y=0545.930-0557.170 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0366 | X=0115.970-0186.150 | Y=0563.930-0575.170 | Đường Đinh Bộ
P=0366 | X=0192.310-0264.660 | Y=0569.690-0580.930 | Đường Lê Duẩn
P=0366 | X=0278.500-0375.800 | Y=0569.690-0580.930 | Đường Trường Chinh
P=0366 | X=0094.340-0110.980 | Y=0571.570-0580.890 | 218
P=0366 | X=0460.730-0477.370 | Y=0571.570-0580.890 | 800
P=0366 | X=0505.390-0522.030 | Y=0571.570-0580.890 | 710
P=0366 | X=0115.970-0135.490 | Y=0575.450-0586.690 | Lĩnh
P=0366 | X=0115.970-0402.950 | Y=0593.450-0604.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Bộ
P=0366 | X=0115.970-0402.470 | Y=0604.970-0616.210 | Lĩnh đoạn từ Đường Lê Duẩn đến Đường Trường Chinh có hiện
P=0366 | X=0115.970-0287.780 | Y=0616.270-0627.510 | trạng là đường nhựa, bê tông xi măng:
P=0366 | X=0094.340-0110.980 | Y=0624.150-0633.470 | 219
P=0366 | X=0460.730-0477.370 | Y=0624.150-0633.470 | 630
P=0366 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 580
P=0366 | X=0115.970-0338.910 | Y=0633.790-0645.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0366 | X=0115.970-0393.160 | Y=0651.310-0662.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0366 | X=0115.970-0402.950 | Y=0669.310-0680.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Bộ
P=0366 | X=0094.340-0402.470 | Y=0680.830-0692.070 | 220 Lĩnh đoạn từ Đường Lê Duẩn đến Đường Trường Chinh có hiện
P=0366 | X=0460.730-0477.370 | Y=0682.710-0692.030 | 480
P=0366 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 440
P=0366 | X=0115.970-0287.750 | Y=0692.350-0703.590 | trạng là đường nhựa, bê tông xi măng:
P=0367 | X=0115.970-0339.140 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0367 | X=0115.970-0402.860 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0367 | X=0115.970-0168.930 | Y=0107.780-0119.020 | đến ≤600m.
P=0367 | X=0115.970-0339.140 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0367 | X=0115.970-0402.950 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Bộ
P=0367 | X=0115.970-0402.470 | Y=0154.850-0166.090 | Lĩnh đoạn từ Đường Lê Duẩn đến Đường Trường Chinh có hiện
P=0367 | X=0115.970-0287.750 | Y=0166.370-0177.610 | trạng là đường nhựa, bê tông xi măng:
P=0367 | X=0094.340-0110.980 | Y=0174.250-0183.570 | 221
P=0367 | X=0460.730-0477.370 | Y=0174.250-0183.570 | 320
P=0367 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 270
P=0367 | X=0115.970-0393.400 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0367 | X=0115.970-0339.610 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0367 | X=0115.970-0401.230 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0367 | X=0115.970-0411.100 | Y=0230.710-0241.950 | Đường Đinh Bộ Lĩnh đoạn từ Đường Lê Duẩn đến Đường Trường
P=0367 | X=0115.970-0351.850 | Y=0242.230-0253.470 | Chinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0367 | X=0094.340-0110.980 | Y=0250.110-0259.430 | 222
P=0367 | X=0460.730-0477.370 | Y=0250.110-0259.430 | 630
P=0367 | X=0505.390-0522.030 | Y=0250.110-0259.430 | 580
P=0367 | X=0115.970-0338.880 | Y=0259.750-0270.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0367 | X=0115.970-0393.160 | Y=0277.270-0288.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0367 | X=0115.970-0401.230 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0367 | X=0115.970-0411.100 | Y=0306.820-0318.060 | Đường Đinh Bộ Lĩnh đoạn từ Đường Lê Duẩn đến Đường Trường
P=0367 | X=0115.970-0351.850 | Y=0318.340-0329.580 | Chinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0367 | X=0094.340-0339.140 | Y=0335.860-0349.940 | 223 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0367 | X=0460.730-0477.370 | Y=0340.620-0349.940 | 480
P=0367 | X=0505.390-0522.030 | Y=0340.620-0349.940 | 440
P=0367 | X=0115.970-0402.860 | Y=0353.380-0364.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0367 | X=0115.970-0168.930 | Y=0364.900-0376.140 | đến ≤600m.
P=0367 | X=0115.970-0339.140 | Y=0382.200-0393.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0367 | X=0115.970-0401.230 | Y=0400.200-0411.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0367 | X=0115.970-0411.100 | Y=0411.720-0422.960 | Đường Đinh Bộ Lĩnh đoạn từ Đường Lê Duẩn đến Đường Trường
P=0367 | X=0115.970-0351.850 | Y=0423.240-0434.480 | Chinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0367 | X=0094.340-0110.980 | Y=0431.120-0440.440 | 224
P=0367 | X=0460.730-0477.370 | Y=0431.120-0440.440 | 320
P=0367 | X=0505.390-0522.030 | Y=0431.120-0440.440 | 270
P=0367 | X=0115.970-0393.400 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0367 | X=0115.970-0339.610 | Y=0458.300-0469.540 | - Có bề rộng <3m, cách đường giao thông> 200m.
P=0367 | X=0115.970-0260.580 | Y=0476.300-0487.540 | Đường Đinh Bộ Đường Trường
P=0367 | X=0266.980-0337.170 | Y=0482.060-0493.300 | Đường tỉnh 769
P=0367 | X=0094.340-0110.980 | Y=0483.940-0493.260 | 225
P=0367 | X=0460.730-0477.370 | Y=0483.940-0493.260 | 800
P=0367 | X=0505.390-0522.030 | Y=0483.940-0493.260 | 710
P=0367 | X=0115.970-0135.490 | Y=0487.820-0499.060 | Lĩnh
P=0367 | X=0192.070-0218.310 | Y=0489.700-0499.020 | Chinh
P=0367 | X=0115.970-0402.950 | Y=0505.820-0517.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Bộ
P=0367 | X=0115.970-0400.060 | Y=0517.340-0528.580 | Lĩnh đoạn từ Đường Trường Chinh đến Đường tỉnh 769 có hiện
P=0367 | X=0115.970-0287.790 | Y=0528.860-0540.100 | trạng là đường nhựa, bê tông xi măng:
P=0367 | X=0094.340-0110.980 | Y=0536.770-0546.090 | 226
P=0367 | X=0460.730-0477.370 | Y=0536.770-0546.090 | 630
P=0367 | X=0505.390-0522.030 | Y=0536.770-0546.090 | 580
P=0367 | X=0115.970-0338.880 | Y=0546.410-0557.650 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0367 | X=0115.970-0393.160 | Y=0563.930-0575.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0367 | X=0115.970-0402.950 | Y=0581.930-0593.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Bộ
P=0367 | X=0115.970-0400.060 | Y=0593.450-0604.690 | Lĩnh đoạn từ Đường Trường Chinh đến Đường tỉnh 769 có hiện
P=0367 | X=0115.970-0287.750 | Y=0604.970-0616.210 | trạng là đường nhựa, bê tông xi măng:
P=0367 | X=0094.340-0339.140 | Y=0622.270-0636.590 | 227 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0367 | X=0460.730-0477.370 | Y=0627.270-0636.590 | 480
P=0367 | X=0505.390-0522.030 | Y=0627.270-0636.590 | 440
P=0367 | X=0115.970-0402.860 | Y=0639.790-0651.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0367 | X=0115.970-0168.930 | Y=0651.310-0662.550 | đến ≤600m.
P=0367 | X=0115.970-0339.140 | Y=0668.830-0680.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0367 | X=0115.970-0402.950 | Y=0686.830-0698.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Bộ
P=0367 | X=0094.340-0110.980 | Y=0694.470-0703.790 | 228
P=0367 | X=0460.730-0477.370 | Y=0694.470-0703.790 | 320
P=0367 | X=0505.390-0522.030 | Y=0694.470-0703.790 | 270
P=0367 | X=0115.970-0400.060 | Y=0698.350-0709.590 | Lĩnh đoạn từ Đường Trường Chinh đến Đường tỉnh 769 có hiện
P=0368 | X=0115.970-0287.750 | Y=0072.740-0083.980 | trạng là đường nhựa, bê tông xi măng:
P=0368 | X=0115.970-0393.400 | Y=0090.260-0101.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0368 | X=0115.970-0339.630 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0368 | X=0115.970-0401.230 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0368 | X=0115.970-0418.300 | Y=0137.330-0148.570 | Đường Đinh Bộ Lĩnh đoạn từ Đường Trường Chinh đến Đường tỉnh
P=0368 | X=0115.970-0342.260 | Y=0148.850-0160.090 | 769 có hiện trạng là đường nhựa, bê tông xi măng:
P=0368 | X=0094.340-0110.980 | Y=0156.730-0166.050 | 229
P=0368 | X=0460.730-0477.370 | Y=0156.730-0166.050 | 630
P=0368 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 580
P=0368 | X=0115.970-0338.880 | Y=0166.370-0177.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0368 | X=0115.970-0393.160 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0368 | X=0115.970-0401.230 | Y=0201.670-0212.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0368 | X=0115.970-0418.300 | Y=0213.190-0224.430 | Đường Đinh Bộ Lĩnh đoạn từ Đường Trường Chinh đến Đường tỉnh
P=0368 | X=0115.970-0342.260 | Y=0224.710-0235.950 | 769 có hiện trạng là đường nhựa, bê tông xi măng:
P=0368 | X=0094.340-0339.140 | Y=0242.230-0256.550 | 230 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0368 | X=0460.730-0477.370 | Y=0247.230-0256.550 | 480
P=0368 | X=0505.390-0522.030 | Y=0247.230-0256.550 | 440
P=0368 | X=0115.970-0402.860 | Y=0259.750-0270.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0368 | X=0115.970-0168.930 | Y=0271.270-0282.510 | đến ≤600m.
P=0368 | X=0115.970-0339.140 | Y=0288.820-0300.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0368 | X=0115.970-0401.230 | Y=0306.820-0318.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0368 | X=0115.970-0418.300 | Y=0318.340-0329.580 | Đường Đinh Bộ Lĩnh đoạn từ Đường Trường Chinh đến Đường tỉnh
P=0368 | X=0115.970-0342.260 | Y=0329.860-0341.100 | 769 có hiện trạng là đường nhựa, bê tông xi măng:
P=0368 | X=0094.340-0110.980 | Y=0337.740-0347.060 | 231
P=0368 | X=0460.730-0477.370 | Y=0337.740-0347.060 | 320
P=0368 | X=0505.390-0522.030 | Y=0337.740-0347.060 | 270
P=0368 | X=0115.970-0393.400 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0368 | X=0115.970-0342.260 | Y=0364.900-0376.140 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0368 | X=0094.340-0355.620 | Y=0382.920-0394.160 | 232 Đường Tạ Uyên Đường Lê Duẩn Đường Chu Văn An
P=0368 | X=0460.730-0477.370 | Y=0384.800-0394.120 | 800
P=0368 | X=0505.390-0522.030 | Y=0384.800-0394.120 | 710
P=0368 | X=0115.970-0405.110 | Y=0400.920-0412.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tạ Uyên
P=0368 | X=0115.970-0407.490 | Y=0412.200-0423.440 | đoạn từ Đường Lê Duẩn đến Đường Chu Văn An có hiện trạng là
P=0368 | X=0115.970-0251.740 | Y=0423.720-0434.960 | đường nhựa, bê tông xi măng:
P=0368 | X=0094.340-0110.980 | Y=0431.600-0440.920 | 233
P=0368 | X=0460.730-0477.370 | Y=0431.600-0440.920 | 630
P=0368 | X=0505.390-0522.030 | Y=0431.600-0440.920 | 580
P=0368 | X=0115.970-0338.880 | Y=0441.240-0452.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0368 | X=0115.970-0393.160 | Y=0458.780-0470.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0368 | X=0115.970-0405.110 | Y=0476.780-0488.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tạ Uyên
P=0368 | X=0115.970-0407.490 | Y=0488.300-0499.540 | đoạn từ Đường Lê Duẩn đến Đường Chu Văn An có hiện trạng là
P=0368 | X=0115.970-0251.740 | Y=0499.820-0511.060 | đường nhựa, bê tông xi măng:
P=0368 | X=0094.340-0339.140 | Y=0517.340-0531.420 | 234 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0368 | X=0460.730-0477.370 | Y=0522.100-0531.420 | 480
P=0368 | X=0505.390-0522.030 | Y=0522.100-0531.420 | 440
P=0368 | X=0115.970-0402.860 | Y=0534.890-0546.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0368 | X=0115.970-0168.930 | Y=0546.410-0557.650 | đến ≤600m.
P=0368 | X=0115.970-0339.140 | Y=0563.930-0575.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0368 | X=0115.970-0405.110 | Y=0581.930-0593.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tạ Uyên
P=0368 | X=0115.970-0407.490 | Y=0593.450-0604.690 | đoạn từ Đường Lê Duẩn đến Đường Chu Văn An có hiện trạng là
P=0368 | X=0115.970-0251.740 | Y=0604.970-0616.210 | đường nhựa, bê tông xi măng:
P=0368 | X=0094.340-0110.980 | Y=0612.850-0622.170 | 235
P=0368 | X=0460.730-0477.370 | Y=0612.850-0622.170 | 320
P=0368 | X=0505.390-0522.030 | Y=0612.850-0622.170 | 270
P=0368 | X=0115.970-0393.400 | Y=0622.270-0633.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0368 | X=0115.970-0339.610 | Y=0639.790-0651.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0368 | X=0115.970-0401.230 | Y=0657.790-0669.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0368 | X=0115.970-0411.090 | Y=0669.310-0680.550 | Đường Tạ Uyên đoạn từ Đường Lê Duẩn đến Đường Chu Văn An
P=0368 | X=0094.340-0322.840 | Y=0680.070-0692.070 | 236 có hiện trạng là đường nhựa, bê tông xi măng:
P=0368 | X=0460.730-0477.370 | Y=0680.070-0689.390 | 630
P=0368 | X=0505.390-0522.030 | Y=0680.070-0689.390 | 580
P=0368 | X=0115.970-0338.880 | Y=0698.350-0709.590 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0369 | X=0115.970-0393.160 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0369 | X=0115.970-0401.230 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0369 | X=0115.970-0411.090 | Y=0108.260-0119.500 | Đường Tạ Uyên đoạn từ Đường Lê Duẩn đến Đường Chu Văn An
P=0369 | X=0115.970-0322.820 | Y=0119.810-0131.050 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0369 | X=0094.340-0339.140 | Y=0137.330-0151.410 | 237 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0369 | X=0460.730-0477.370 | Y=0142.090-0151.410 | 480
P=0369 | X=0505.390-0522.030 | Y=0142.090-0151.410 | 440
P=0369 | X=0115.970-0402.860 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0369 | X=0115.970-0168.930 | Y=0166.370-0177.610 | đến ≤600m.
P=0369 | X=0115.970-0339.140 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0369 | X=0115.970-0401.230 | Y=0201.670-0212.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0369 | X=0115.970-0411.090 | Y=0213.190-0224.430 | Đường Tạ Uyên đoạn từ Đường Lê Duẩn đến Đường Chu Văn An
P=0369 | X=0115.970-0322.820 | Y=0224.710-0235.950 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0369 | X=0094.340-0110.980 | Y=0232.590-0241.910 | 238
P=0369 | X=0460.730-0477.370 | Y=0232.590-0241.910 | 320
P=0369 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 270
P=0369 | X=0115.970-0393.400 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0369 | X=0115.970-0342.260 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0369 | X=0115.970-0176.740 | Y=0277.750-0288.990 | Đường Lý Tự
P=0369 | X=0183.910-0256.260 | Y=0283.540-0294.780 | Đường Lê Duẩn
P=0369 | X=0266.980-0361.610 | Y=0283.540-0294.780 | Đường Hai Bà Trưng
P=0369 | X=0094.340-0110.980 | Y=0285.420-0294.740 | 239
P=0369 | X=0460.730-0477.370 | Y=0285.420-0294.740 | 800
P=0369 | X=0505.390-0522.030 | Y=0285.420-0294.740 | 710
P=0369 | X=0115.970-0142.210 | Y=0291.180-0300.500 | Trọng
P=0369 | X=0115.970-0393.530 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý Tự
P=0369 | X=0115.970-0406.300 | Y=0318.820-0330.060 | Trọng đoạn từ Đường Lê Duẩn đến Đường Hai Bà Trưng có hiện
P=0369 | X=0115.970-0287.750 | Y=0330.340-0341.580 | trạng là đường nhựa, bê tông xi măng:
P=0369 | X=0094.340-0110.980 | Y=0338.220-0347.540 | 240
P=0369 | X=0460.730-0477.370 | Y=0338.220-0347.540 | 630
P=0369 | X=0505.390-0522.030 | Y=0338.220-0347.540 | 580
P=0369 | X=0115.970-0338.880 | Y=0347.860-0359.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0369 | X=0115.970-0393.160 | Y=0365.400-0376.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
