TABLE=008 | AREA=Phường Tân Triều | SECTION=agricultural | SEGMENTS=1
P=0284 | X=0117.170-0370.480 | Y=0562.010-0573.250 | - Cổ bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0284 | X=0117.170-0212.150 | Y=0573.530-0584.770 | >500m đến ≤1.000m.
P=0284 | X=0117.170-0340.340 | Y=0591.050-0602.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0284 | X=0117.170-0402.430 | Y=0608.810-0620.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0284 | X=0117.170-0400.540 | Y=0620.350-0631.590 | Hương lộ 9 đoạn từ Đến hết Km+200 đến Nhà thờ Tân Triều có
P=0284 | X=0117.170-0310.810 | Y=0631.870-0643.110 | hiện trạng là đường nhựa, bê tông xi măng:
P=0284 | X=0095.060-0111.700 | Y=0639.750-0649.070 | 224
P=0284 | X=0445.850-0462.490 | Y=0639.750-0649.070 | 250
P=0284 | X=0505.390-0522.030 | Y=0639.750-0649.070 | 160
P=0284 | X=0117.170-0403.010 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0284 | X=0117.170-0343.460 | Y=0666.910-0678.150 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0284 | X=0321.000-0384.460 | Y=0686.550-0695.870 | Hết Miếu Ngói
P=0284 | X=0095.060-0167.910 | Y=0690.430-0701.670 | 225 Hương lộ 9
P=0284 | X=0233.140-0315.090 | Y=0692.310-0701.630 | Nhà thờ Tân Triều
P=0284 | X=0445.850-0462.490 | Y=0692.310-0701.630 | 700
P=0284 | X=0505.390-0522.030 | Y=0692.310-0701.630 | 500
P=0284 | X=0321.000-0365.270 | Y=0696.190-0707.430 | Vĩnh Hiệp
P=0285 | X=0117.170-0384.700 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0285 | X=0117.170-0403.660 | Y=0090.020-0101.260 | đoạn từ Nhà thờ Tân Triều đến Hết Miếu Ngói Vĩnh Hiệp có hiện
P=0285 | X=0117.170-0288.950 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0285 | X=0095.060-0111.700 | Y=0109.420-0118.740 | 226
P=0285 | X=0445.850-0462.490 | Y=0109.420-0118.740 | 480
P=0285 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 310
P=0285 | X=0117.170-0348.250 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0285 | X=0117.170-0394.380 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0285 | X=0117.170-0384.700 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0285 | X=0117.170-0403.660 | Y=0165.650-0176.890 | đoạn từ Nhà thờ Tân Triều đến Hết Miếu Ngói Vĩnh Hiệp có hiện
P=0285 | X=0117.170-0288.950 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=0285 | X=0095.060-0348.720 | Y=0194.690-0209.030 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0285 | X=0445.850-0462.490 | Y=0199.710-0209.030 | 370
P=0285 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 240
P=0285 | X=0117.170-0370.480 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0285 | X=0117.170-0212.140 | Y=0223.750-0234.990 | >500m đến ≤1.000m.
P=0285 | X=0117.170-0340.340 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0285 | X=0117.170-0384.700 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 9
P=0285 | X=0117.170-0403.660 | Y=0270.550-0281.790 | đoạn từ Nhà thờ Tân Triều đến Hết Miếu Ngói Vĩnh Hiệp có hiện
P=0285 | X=0117.170-0288.950 | Y=0282.100-0293.340 | trạng là đường nhựa, bê tông xi măng:
P=0285 | X=0095.060-0111.700 | Y=0289.980-0299.300 | 228
P=0285 | X=0445.850-0462.490 | Y=0289.980-0299.300 | 250
P=0285 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 160
P=0285 | X=0117.170-0402.980 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0285 | X=0117.170-0340.810 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0285 | X=0117.170-0402.430 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0285 | X=0117.170-0398.570 | Y=0346.420-0357.660 | Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến Hết Miếu Ngói Vĩnh
P=0285 | X=0117.170-0347.520 | Y=0357.700-0368.940 | Hiệp có hiện trạng là đường nhựa, bê tông xi măng:
P=0285 | X=0095.060-0111.700 | Y=0365.580-0374.900 | 229
P=0285 | X=0445.850-0462.490 | Y=0365.580-0374.900 | 480
P=0285 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 310
P=0285 | X=0117.170-0348.730 | Y=0375.240-0386.480 | - Có bề rộng >5m, cách đường giao thông ≤1.000m.
P=0285 | X=0117.170-0394.380 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0285 | X=0117.170-0402.430 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0285 | X=0117.170-0398.570 | Y=0422.040-0433.280 | Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến Hết Miếu Ngói Vĩnh
P=0285 | X=0117.170-0347.520 | Y=0433.560-0444.800 | Hiệp có hiện trạng là đường nhựa, bê tông xi măng:
P=0285 | X=0095.060-0351.390 | Y=0451.100-0465.180 | 230 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0285 | X=0445.850-0462.490 | Y=0455.860-0465.180 | 370
P=0285 | X=0505.390-0522.030 | Y=0455.860-0465.180 | 240
P=0285 | X=0117.170-0370.480 | Y=0468.620-0479.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0285 | X=0117.170-0212.150 | Y=0480.140-0491.380 | >500m đến ≤1.000m.
P=0285 | X=0117.170-0340.340 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0285 | X=0117.170-0402.460 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0285 | X=0117.170-0398.570 | Y=0526.940-0538.180 | Hương lộ 9 đoạn từ Nhà thờ Tân Triều đến Hết Miếu Ngói Vĩnh
P=0285 | X=0117.170-0347.560 | Y=0538.250-0549.490 | Hiệp có hiện trạng là đường nhựa, bê tông xi măng:
P=0285 | X=0095.060-0111.700 | Y=0546.130-0555.450 | 231
P=0285 | X=0445.850-0462.490 | Y=0546.130-0555.450 | 250
P=0285 | X=0505.390-0522.030 | Y=0546.130-0555.450 | 160
P=0285 | X=0117.170-0402.980 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0285 | X=0117.170-0343.460 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0285 | X=0117.170-0227.910 | Y=0591.050-0602.290 | Đường Thành Đức - Tân
P=0285 | X=0321.000-0388.030 | Y=0591.050-0602.290 | Miếu ngói Vĩnh
P=0285 | X=0233.140-0318.200 | Y=0596.810-0608.050 | Đường Hương lộ 9
P=0285 | X=0095.060-0111.700 | Y=0598.690-0608.010 | 232
P=0285 | X=0445.850-0462.490 | Y=0598.690-0608.010 | 700
P=0285 | X=0505.390-0522.030 | Y=0598.690-0608.010 | 500
P=0285 | X=0117.170-0140.290 | Y=0604.450-0613.770 | Triều
P=0285 | X=0321.000-0341.720 | Y=0604.450-0613.770 | Hiệp
P=0285 | X=0117.170-0396.710 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thành
P=0285 | X=0117.170-0401.950 | Y=0631.870-0643.110 | Đức - Tân Triều đoạn từ Đường Hương lộ 9 đến Miếu ngói Vĩnh
P=0285 | X=0117.170-0347.520 | Y=0643.390-0654.630 | Hiệp có hiện trạng là đường nhựa, bê tông xi măng:
P=0285 | X=0095.060-0111.700 | Y=0651.270-0660.590 | 233
P=0285 | X=0445.850-0462.490 | Y=0651.270-0660.590 | 480
P=0285 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 310
P=0285 | X=0117.170-0348.250 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0285 | X=0117.170-0394.380 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0285 | X=0117.170-0396.710 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thành
P=0285 | X=0095.060-0111.700 | Y=0703.860-0713.180 | 234
P=0285 | X=0445.850-0462.490 | Y=0703.860-0713.180 | 370
P=0285 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 240
P=0285 | X=0117.170-0401.950 | Y=0707.730-0718.970 | Đức - Tân Triều đoạn từ Đường Hương lộ 9 đến Miếu ngói Vĩnh
P=0286 | X=0117.170-0347.520 | Y=0072.500-0083.740 | Hiệp có hiện trạng là đường nhựa, bê tông xi măng:
P=0286 | X=0117.170-0348.760 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0286 | X=0117.170-0370.480 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0286 | X=0117.170-0212.140 | Y=0119.090-0130.330 | >500m đến ≤1.000m.
P=0286 | X=0117.170-0340.340 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0286 | X=0117.170-0396.710 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thành
P=0286 | X=0117.170-0401.990 | Y=0165.650-0176.890 | Đức - Tân Triều đoạn từ Đường Hương lộ 9 đến Miếu ngói Vĩnh
P=0286 | X=0117.170-0347.520 | Y=0177.170-0188.410 | Hiệp có hiện trạng là đường nhựa, bê tông xi măng:
P=0286 | X=0095.060-0111.700 | Y=0190.810-0200.130 | 235
P=0286 | X=0445.850-0462.490 | Y=0190.810-0200.130 | 250
P=0286 | X=0505.390-0522.030 | Y=0190.810-0200.130 | 160
P=0286 | X=0117.170-0366.730 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=0286 | X=0117.170-0153.570 | Y=0208.110-0217.430 | 1.000m.
P=0286 | X=0117.170-0340.810 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0286 | X=0117.170-0402.430 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0286 | X=0117.170-0397.910 | Y=0253.030-0264.270 | Đường Thành Đức - Tân Triều đoạn từ Đường Hương lộ 9 đến
P=0286 | X=0117.170-0386.360 | Y=0264.550-0275.790 | Miếu ngói Vĩnh Hiệp có hiện trạng là đường nhựa, bê tông xi
P=0286 | X=0095.060-0145.170 | Y=0276.070-0287.510 | 236 măng:
P=0286 | X=0445.850-0462.490 | Y=0278.190-0287.510 | 480
P=0286 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 310
P=0286 | X=0117.170-0348.250 | Y=0293.620-0304.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0286 | X=0117.170-0394.380 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0286 | X=0117.170-0402.460 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0286 | X=0117.170-0397.910 | Y=0340.420-0351.660 | Đường Thành Đức - Tân Triều đoạn từ Đường Hương lộ 9 đến
P=0286 | X=0117.170-0386.360 | Y=0351.700-0362.940 | Miếu ngói Vĩnh Hiệp có hiện trạng là đường nhựa, bê tông xi
P=0286 | X=0117.170-0145.170 | Y=0363.220-0374.460 | măng:
P=0286 | X=0095.060-0348.720 | Y=0380.000-0392.000 | 237 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0286 | X=0445.850-0462.490 | Y=0380.000-0389.320 | 370
P=0286 | X=0505.390-0522.030 | Y=0380.000-0389.320 | 240
P=0286 | X=0117.170-0370.480 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0286 | X=0117.170-0212.140 | Y=0409.800-0421.040 | >500m đến ≤1.000m.
P=0286 | X=0117.170-0340.340 | Y=0427.320-0438.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0286 | X=0117.170-0402.430 | Y=0445.080-0456.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0286 | X=0117.170-0397.910 | Y=0456.620-0467.860 | Đường Thành Đức - Tân Triều đoạn từ Đường Hương lộ 9 đến
P=0286 | X=0117.170-0386.380 | Y=0468.140-0479.380 | Miếu ngói Vĩnh Hiệp có hiện trạng là đường nhựa, bê tông xi
P=0286 | X=0095.060-0145.170 | Y=0479.660-0491.100 | 238 măng:
P=0286 | X=0445.850-0462.490 | Y=0481.780-0491.100 | 250
P=0286 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 160
P=0286 | X=0117.170-0402.980 | Y=0497.180-0508.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0286 | X=0117.170-0343.460 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0286 | X=0321.000-0401.180 | Y=0532.220-0543.460 | Đường Bình Lục -
P=0286 | X=0095.060-0167.910 | Y=0543.770-0555.010 | 239 Hương lộ 7
P=0286 | X=0233.140-0303.310 | Y=0543.770-0555.010 | Đường tỉnh 768
P=0286 | X=0321.000-0386.620 | Y=0545.650-0554.970 | Long Phú (gần
P=0286 | X=0445.850-0462.490 | Y=0545.650-0554.970 | 700
P=0286 | X=0505.390-0522.030 | Y=0545.650-0554.970 | 500
P=0286 | X=0321.000-0394.460 | Y=0555.290-0566.530 | Đình Bình Thảo)
P=0286 | X=0117.170-0384.700 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 7
P=0286 | X=0117.170-0395.020 | Y=0584.570-0595.810 | đoạn từ Đường tỉnh 768 đến Đường Bình Lục - Long Phú (gần
P=0286 | X=0117.170-0400.120 | Y=0596.090-0607.330 | Đình Bình Thảo) có hiện trạng là đường nhựa, bê tông xi măng:
P=0286 | X=0095.060-0111.700 | Y=0603.970-0613.290 | 240
P=0286 | X=0445.850-0462.490 | Y=0603.970-0613.290 | 480
P=0286 | X=0505.390-0522.030 | Y=0603.970-0613.290 | 310
P=0286 | X=0117.170-0348.250 | Y=0613.610-0624.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0286 | X=0117.170-0394.380 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0286 | X=0117.170-0384.700 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 7
P=0286 | X=0117.170-0395.020 | Y=0660.430-0671.670 | đoạn từ Đường tỉnh 768 đến Đường Bình Lục - Long Phú (gần
P=0286 | X=0117.170-0400.100 | Y=0671.950-0683.190 | Đình Bình Thảo) có hiện trạng là đường nhựa, bê tông xi măng:
P=0286 | X=0095.060-0111.700 | Y=0679.830-0689.150 | 241
P=0286 | X=0445.850-0462.490 | Y=0679.830-0689.150 | 370
P=0286 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 240
P=0286 | X=0117.170-0348.720 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0286 | X=0117.170-0370.480 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0287 | X=0117.170-0212.140 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=0287 | X=0117.170-0340.340 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0287 | X=0117.170-0384.700 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 7
P=0287 | X=0117.170-0395.020 | Y=0119.330-0130.570 | đoạn từ Đường tỉnh 768 đến Đường Bình Lục - Long Phú (gần
P=0287 | X=0117.170-0400.100 | Y=0130.850-0142.090 | Đình Bình Thảo) có hiện trạng là đường nhựa, bê tông xi măng:
P=0287 | X=0095.060-0111.700 | Y=0138.730-0148.050 | 242
P=0287 | X=0445.850-0462.490 | Y=0138.730-0148.050 | 250
P=0287 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 160
P=0287 | X=0117.170-0402.980 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0287 | X=0117.170-0340.810 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0287 | X=0117.170-0402.430 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0287 | X=0117.170-0380.060 | Y=0194.930-0206.170 | Hương lộ 7 đoạn từ Đường tỉnh 768 đến Đường Bình Lục -
P=0287 | X=0117.170-0391.750 | Y=0206.470-0217.710 | Long Phú (gần Đình Bình Thảo) có hiện trạng là đường nhựa,
P=0287 | X=0095.060-0191.250 | Y=0217.990-0229.430 | 243 bê tông xi măng:
P=0287 | X=0445.850-0462.490 | Y=0220.110-0229.430 | 480
P=0287 | X=0505.390-0522.030 | Y=0220.110-0229.430 | 310
P=0287 | X=0117.170-0348.280 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0287 | X=0117.170-0394.380 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0287 | X=0117.170-0402.430 | Y=0270.790-0282.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0287 | X=0117.170-0380.060 | Y=0282.340-0293.580 | Hương lộ 7 đoạn từ Đường tỉnh 768 đến Đường Bình Lục -
P=0287 | X=0117.170-0391.750 | Y=0293.860-0305.100 | Long Phú (gần Đình Bình Thảo) có hiện trạng là đường nhựa,
P=0287 | X=0117.170-0191.250 | Y=0305.380-0316.620 | bê tông xi măng:
P=0287 | X=0095.060-0348.720 | Y=0321.900-0334.140 | 244 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0287 | X=0445.850-0462.490 | Y=0321.900-0331.220 | 370
P=0287 | X=0505.390-0522.030 | Y=0321.900-0331.220 | 240
P=0287 | X=0117.170-0370.480 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0287 | X=0117.170-0212.150 | Y=0351.700-0362.940 | >500m đến ≤1.000m.
P=0287 | X=0117.170-0340.340 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0287 | X=0117.170-0402.430 | Y=0387.000-0398.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0287 | X=0117.170-0380.060 | Y=0398.520-0409.760 | Hương lộ 7 đoạn từ Đường tỉnh 768 đến Đường Bình Lục -
P=0287 | X=0117.170-0391.750 | Y=0410.040-0421.280 | Long Phú (gần Đình Bình Thảo) có hiện trạng là đường nhựa,
P=0287 | X=0095.060-0191.250 | Y=0421.560-0433.000 | 245 bê tông xi măng:
P=0287 | X=0445.850-0462.490 | Y=0423.680-0433.000 | 250
P=0287 | X=0505.390-0522.030 | Y=0423.680-0433.000 | 160
P=0287 | X=0117.170-0402.980 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0287 | X=0117.170-0343.460 | Y=0456.620-0467.860 | - Có bề rộng <3m. cách đường giao thông > 200m.
P=0287 | X=0233.140-0313.320 | Y=0474.380-0485.620 | Đường Bình Lục -
P=0287 | X=0321.000-0401.260 | Y=0482.020-0491.340 | Ranh giới xã Bình
P=0287 | X=0095.060-0167.910 | Y=0485.900-0497.140 | 246 Hương lộ 7
P=0287 | X=0233.140-0298.760 | Y=0487.780-0497.100 | Long Phú (gần
P=0287 | X=0445.850-0462.490 | Y=0487.780-0497.100 | 700
P=0287 | X=0505.390-0522.030 | Y=0487.780-0497.100 | 500
P=0287 | X=0321.000-0355.550 | Y=0491.660-0502.900 | Lợi (cũ)
P=0287 | X=0233.140-0306.600 | Y=0497.420-0508.660 | Đình Bình Thảo)
P=0287 | X=0117.170-0384.700 | Y=0515.180-0526.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Hương lộ 7
P=0287 | X=0117.170-0398.380 | Y=0526.460-0537.700 | đoạn từ Đường Bình Lục - Long Phú (gần Đình Bình Thảo) đến
P=0287 | X=0117.170-0403.410 | Y=0538.010-0549.250 | Ranh giới xã Bình Lợi (cũ) có hiện trạng là đường nhựa, bê tông
P=0287 | X=0095.060-0155.000 | Y=0549.530-0560.970 | 247 xi măng:
P=0287 | X=0445.850-0462.490 | Y=0551.650-0560.970 | 480
P=0287 | X=0505.390-0522.030 | Y=0551.650-0560.970 | 310
P=0287 | X=0117.170-0348.250 | Y=0567.050-0578.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0287 | X=0117.170-0394.380 | Y=0584.570-0595.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
