TABLE=006 | AREA=Phường Hố Nai | SECTION=agricultural | SEGMENTS=1
P=0222 | X=0107.330-0403.420 | Y=0253.750-0264.990 | Xóm Chùa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là
P=0222 | X=0107.330-0243.080 | Y=0265.270-0276.510 | đường nhựa, bê tông xi măng:
P=0222 | X=0090.020-0106.660 | Y=0273.150-0282.470 | 175
P=0222 | X=0461.210-0477.850 | Y=0273.150-0282.470 | 230
P=0222 | X=0505.390-0522.030 | Y=0273.150-0282.470 | 220
P=0222 | X=0107.330-0393.120 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0222 | X=0107.330-0333.620 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0222 | X=0216.550-0269.640 | Y=0320.220-0329.540 | Hết mét thứ
P=0222 | X=0090.020-0189.020 | Y=0324.100-0335.340 | 176 Đường Xóm Chùa
P=0222 | X=0272.020-0413.260 | Y=0324.100-0335.340 | Thửa đất số 82, tờ BĐĐC số 69
P=0222 | X=0461.210-0477.850 | Y=0325.980-0335.300 | 670
P=0222 | X=0505.390-0522.030 | Y=0325.980-0335.300 | 600
P=0222 | X=0216.550-0233.190 | Y=0331.740-0341.060 | 200
P=0222 | X=0107.330-0405.800 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0222 | X=0107.330-0415.430 | Y=0359.380-0370.620 | đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số 69 có hiện
P=0222 | X=0107.330-0279.110 | Y=0370.920-0382.160 | trạng là đường nhựa, bê tông xi măng:
P=0222 | X=0090.020-0106.660 | Y=0378.800-0388.120 | 177
P=0222 | X=0461.210-0477.850 | Y=0378.800-0388.120 | 450
P=0222 | X=0505.390-0522.030 | Y=0378.800-0388.120 | 410
P=0222 | X=0107.330-0338.410 | Y=0388.200-0399.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0222 | X=0107.330-0384.500 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0222 | X=0107.330-0405.800 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0222 | X=0107.330-0415.430 | Y=0435.240-0446.480 | đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số 69 có hiện
P=0222 | X=0107.330-0279.110 | Y=0446.760-0458.000 | trạng là đường nhựa, bê tông xi măng:
P=0222 | X=0090.020-0338.880 | Y=0464.300-0478.620 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0222 | X=0461.210-0477.850 | Y=0469.300-0478.620 | 350
P=0222 | X=0505.390-0522.030 | Y=0469.300-0478.620 | 310
P=0222 | X=0107.330-0413.750 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0222 | X=0107.330-0149.010 | Y=0493.340-0504.580 | ≤1.000m.
P=0222 | X=0107.330-0330.500 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0222 | X=0107.330-0405.800 | Y=0528.860-0540.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xóm Chùa
P=0222 | X=0107.330-0415.430 | Y=0540.410-0551.650 | đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số 69 có hiện
P=0222 | X=0107.330-0279.110 | Y=0551.930-0563.170 | trạng là đường nhựa, bê tông xi măng;
P=0222 | X=0090.020-0106.660 | Y=0559.810-0569.130 | 179
P=0222 | X=0461.210-0477.850 | Y=0559.810-0569.130 | 230
P=0222 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 220
P=0222 | X=0107.330-0393.120 | Y=0569.450-0580.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0222 | X=0107.330-0330.970 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0222 | X=0107.330-0426.940 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0222 | X=0107.330-0416.390 | Y=0616.270-0627.510 | Xóm Chúa đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số
P=0222 | X=0107.330-0328.100 | Y=0627.790-0639.030 | 69 có hiện trạng là đường nhựa, bê tông xi măng:
P=0222 | X=0090.020-0106.660 | Y=0635.670-0644.990 | 180
P=0222 | X=0461.210-0477.850 | Y=0635.670-0644.990 | 450
P=0222 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 410
P=0222 | X=0107.330-0338.440 | Y=0645.310-0656.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0222 | X=0107.330-0384.500 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0222 | X=0107.330-0426.940 | Y=0680.830-0692.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0222 | X=0090.020-0416.390 | Y=0692.350-0703.590 | 181 Xóm Chùa đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số
P=0222 | X=0461.210-0477.850 | Y=0694.230-0703.550 | 350
P=0222 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 310
P=0222 | X=0107.330-0328.100 | Y=0703.890-0715.130 | 69 có hiện trạng là đường nhựa, bê tông xi măng:
P=0223 | X=0107.330-0338.880 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0223 | X=0107.330-0413.750 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0223 | X=0107.330-0149.010 | Y=0107.780-0119.020 | ≤1.000m.
P=0223 | X=0107.330-0330.500 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0223 | X=0107.330-0426.940 | Y=0143.330-0154.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0223 | X=0107.330-0416.390 | Y=0154.850-0166.090 | Xóm Chùa đoạn từ Hết mét thứ 200 đến Thửa đất số 82, tờ BĐĐC số
P=0223 | X=0107.330-0328.100 | Y=0166.370-0177.610 | 69 có hiện trạng là đường nhựa, bê tông xi măng:
P=0223 | X=0090.020-0106.660 | Y=0174.250-0183.570 | 182
P=0223 | X=0461.210-0477.850 | Y=0174.250-0183.570 | 230
P=0223 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 220
P=0223 | X=0107.330-0393.120 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0223 | X=0107.330-0333.620 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0223 | X=0090.020-0190.600 | Y=0219.190-0230.430 | 183 Đường Trung Tâm
P=0223 | X=0272.020-0423.820 | Y=0219.190-0230.430 | Thửa đất số 137, Tờ BĐĐC Số 98
P=0223 | X=0203.830-0246.900 | Y=0221.070-0230.390 | Quốc lộ 1
P=0223 | X=0461.210-0477.850 | Y=0221.070-0230.390 | 670
P=0223 | X=0505.390-0522.030 | Y=0221.070-0230.390 | 600
P=0223 | X=0107.330-0407.380 | Y=0237.190-0248.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung Tâm
P=0223 | X=0107.330-0420.460 | Y=0248.710-0259.950 | đoạn từ Quốc lộ 1 đến Thửa đất số 137, Tờ BĐĐC số 98 có hiện trạng
P=0223 | X=0107.330-0253.660 | Y=0260.230-0271.470 | là đường nhựa, bê tông xi măng;
P=0223 | X=0090.020-0106.660 | Y=0268.110-0277.430 | 184
P=0223 | X=0461.210-0477.850 | Y=0268.110-0277.430 | 450
P=0223 | X=0505.390-0522.030 | Y=0268.110-0277.430 | 410
P=0223 | X=0107.330-0338.410 | Y=0277.750-0288.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0223 | X=0107.330-0384.500 | Y=0295.300-0306.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0223 | X=0107.330-0407.380 | Y=0313.300-0324.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung Tâm
P=0223 | X=0107.330-0420.460 | Y=0324.820-0336.060 | đoạn từ Quốc lộ 1 đến Thửa đất số 137, Tờ BĐĐC số 98 có hiện trạng
P=0223 | X=0107.330-0253.660 | Y=0336.340-0347.580 | là đường nhựa, bê tông xi măng:
P=0223 | X=0090.020-0338.880 | Y=0353.860-0367.940 | 185 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0223 | X=0461.210-0477.850 | Y=0358.620-0367.940 | 350
P=0223 | X=0505.390-0522.030 | Y=0358.620-0367.940 | 310
P=0223 | X=0107.330-0413.750 | Y=0371.400-0382.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0223 | X=0107.330-0149.010 | Y=0382.920-0394.160 | ≤1.000m.
P=0223 | X=0107.330-0330.500 | Y=0400.200-0411.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0223 | X=0107.330-0407.380 | Y=0418.200-0429.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung Tâm
P=0223 | X=0107.330-0420.460 | Y=0429.720-0440.960 | đoạn từ Quốc lộ 1 đến Thửa đất số 137, Tờ BĐĐC số 98 có hiện trạng
P=0223 | X=0107.330-0253.660 | Y=0441.240-0452.480 | là đường nhựa, bê tông xi măng:
P=0223 | X=0090.020-0106.660 | Y=0449.120-0458.440 | 186
P=0223 | X=0461.210-0477.850 | Y=0449.120-0458.440 | 230
P=0223 | X=0505.390-0522.030 | Y=0449.120-0458.440 | 220
P=0223 | X=0107.330-0393.120 | Y=0458.780-0470.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0223 | X=0107.330-0330.970 | Y=0476.300-0487.540 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0223 | X=0107.330-0426.940 | Y=0494.300-0505.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0223 | X=0107.330-0424.780 | Y=0505.820-0517.060 | Trung Tâm đoạn từ Quốc lộ 1 đến Thửa đất số 137, Tờ BĐĐC số 98 có
P=0223 | X=0107.330-0300.940 | Y=0517.340-0528.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0223 | X=0090.020-0106.660 | Y=0525.220-0534.540 | 187
P=0223 | X=0461.210-0477.850 | Y=0525.220-0534.540 | 450
P=0223 | X=0505.390-0522.030 | Y=0525.220-0534.540 | 410
P=0223 | X=0107.330-0338.410 | Y=0534.890-0546.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0223 | X=0107.330-0384.500 | Y=0552.410-0563.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0223 | X=0107.330-0426.940 | Y=0570.410-0581.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0223 | X=0107.330-0424.780 | Y=0581.930-0593.170 | Trung Tâm đoạn từ Quốc lộ 1 đến Thửa đất số 137, Tờ BĐĐC số 98 có
P=0223 | X=0107.330-0300.940 | Y=0593.450-0604.690 | hiện trạng là đường nhựa, bê tông xi măng:
P=0223 | X=0090.020-0338.880 | Y=0610.970-0625.050 | 188 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0223 | X=0461.210-0477.850 | Y=0615.730-0625.050 | 350
P=0223 | X=0505.390-0522.030 | Y=0615.730-0625.050 | 310
P=0223 | X=0107.330-0413.750 | Y=0628.270-0639.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0223 | X=0107.330-0149.010 | Y=0639.790-0651.030 | ≤1.000m.
P=0223 | X=0107.330-0330.500 | Y=0657.310-0668.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0223 | X=0107.330-0426.940 | Y=0675.310-0686.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0223 | X=0090.020-0424.780 | Y=0686.830-0698.070 | 189 Trung Tâm đoạn từ Quốc lộ 1 đến Thửa đất số 137, Tờ BĐĐC số 98 có
P=0223 | X=0461.210-0477.850 | Y=0688.710-0698.030 | 230
P=0223 | X=0505.390-0522.030 | Y=0688.710-0698.030 | 220
P=0223 | X=0107.330-0300.940 | Y=0698.350-0709.590 | hiện trạng là đường nhựa, bê tông xi măng:
P=0224 | X=0107.330-0393.120 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0224 | X=0107.330-0333.620 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0224 | X=0203.830-0257.940 | Y=0114.290-0125.530 | Thửa đất số
P=0224 | X=0090.020-0187.240 | Y=0125.810-0137.050 | 190 Đường Trung tâm
P=0224 | X=0203.830-0359.480 | Y=0125.810-0137.050 | 137, Tờ BĐĐC Đường Trung Đông
P=0224 | X=0461.210-0477.850 | Y=0127.690-0137.010 | 670
P=0224 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 600
P=0224 | X=0203.830-0228.150 | Y=0139.210-0148.530 | số 98
P=0224 | X=0107.330-0429.130 | Y=0155.330-0166.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung tâm đoạn
P=0224 | X=0107.330-0414.470 | Y=0166.850-0178.090 | từ Thửa đất số 137, Tờ BĐĐC số 98 đến Đường Trung Đông có hiện
P=0224 | X=0107.330-0279.110 | Y=0178.370-0189.610 | trạng là đường nhựa, bê tông xi măng:
P=0224 | X=0090.020-0106.660 | Y=0186.250-0195.570 | 191
P=0224 | X=0461.210-0477.850 | Y=0186.250-0195.570 | 450
P=0224 | X=0505.390-0522.030 | Y=0186.250-0195.570 | 410
P=0224 | X=0107.330-0338.410 | Y=0195.650-0206.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0224 | X=0107.330-0384.500 | Y=0213.190-0224.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0224 | X=0107.330-0429.130 | Y=0231.190-0242.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung tâm đoạn
P=0224 | X=0107.330-0414.470 | Y=0242.710-0253.950 | từ Thửa đất số 137, Tờ BĐĐC số 98 đến Đường Trung Đông có hiện
P=0224 | X=0107.330-0279.110 | Y=0254.230-0265.470 | trạng là đường nhựa, bê tông xi măng:
P=0224 | X=0090.020-0338.880 | Y=0271.750-0286.070 | 192 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0224 | X=0461.210-0477.850 | Y=0276.750-0286.070 | 350
P=0224 | X=0505.390-0522.030 | Y=0276.750-0286.070 | 310
P=0224 | X=0107.330-0413.750 | Y=0289.300-0300.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0224 | X=0107.330-0149.010 | Y=0300.820-0312.060 | ≤1.000m.
P=0224 | X=0107.330-0330.500 | Y=0318.340-0329.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0224 | X=0107.330-0429.130 | Y=0336.340-0347.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trung tâm đoạn
P=0224 | X=0107.330-0414.470 | Y=0347.860-0359.100 | từ Thửa đất số 137, Tờ BĐĐC số 98 đến Đường Trung Đông có hiện
P=0224 | X=0107.330-0279.110 | Y=0359.380-0370.620 | trạng là đường nhựa, bê tông xi măng:
P=0224 | X=0090.020-0106.660 | Y=0367.280-0376.600 | 193
P=0224 | X=0461.210-0477.850 | Y=0367.280-0376.600 | 230
P=0224 | X=0505.390-0522.030 | Y=0367.280-0376.600 | 220
P=0224 | X=0107.330-0393.120 | Y=0376.920-0388.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0224 | X=0107.330-0330.970 | Y=0394.200-0405.440 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0224 | X=0107.330-0426.940 | Y=0412.200-0423.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0224 | X=0107.330-0425.750 | Y=0423.720-0434.960 | Trung tâm đoạn từ Thửa đất số 137, Tờ BĐĐC số 98 đến Đường Trung
P=0224 | X=0107.330-0340.810 | Y=0435.240-0446.480 | Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0224 | X=0090.020-0106.660 | Y=0443.120-0452.440 | 194
P=0224 | X=0461.210-0477.850 | Y=0443.120-0452.440 | 450
P=0224 | X=0505.390-0522.030 | Y=0443.120-0452.440 | 410
P=0224 | X=0107.330-0338.410 | Y=0452.780-0464.020 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0224 | X=0107.330-0384.500 | Y=0470.300-0481.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0224 | X=0107.330-0426.940 | Y=0488.300-0499.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0224 | X=0107.330-0425.750 | Y=0499.820-0511.060 | Trung tâm đoạn từ Thửa đất số 137, Tờ BĐĐC số 98 đến Đường Trung
P=0224 | X=0107.330-0340.810 | Y=0511.340-0522.580 | Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0224 | X=0090.020-0338.880 | Y=0528.860-0542.940 | 195 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0224 | X=0461.210-0477.850 | Y=0533.620-0542.940 | 350
P=0224 | X=0505.390-0522.030 | Y=0533.620-0542.940 | 310
P=0224 | X=0107.330-0413.750 | Y=0546.410-0557.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0224 | X=0107.330-0149.010 | Y=0557.930-0569.170 | ≤1.000m.
P=0224 | X=0107.330-0330.500 | Y=0575.450-0586.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0224 | X=0107.330-0426.940 | Y=0593.450-0604.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0224 | X=0107.330-0425.750 | Y=0604.970-0616.210 | Trung tâm đoạn từ Thửa đất số 137, Tờ BĐĐC số 98 đến Đường Trung
P=0224 | X=0107.330-0340.810 | Y=0616.270-0627.510 | Đông có hiện trạng là đường nhựa, bê tông xi măng:
P=0224 | X=0090.020-0106.660 | Y=0624.150-0633.470 | 196
P=0224 | X=0461.210-0477.850 | Y=0624.150-0633.470 | 230
P=0224 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 220
P=0224 | X=0107.330-0393.120 | Y=0633.790-0645.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0224 | X=0107.330-0333.620 | Y=0651.310-0662.550 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0224 | X=0203.830-0235.590 | Y=0669.310-0680.550 | Đường
P=0224 | X=0203.830-0252.770 | Y=0682.710-0692.030 | Trung Tâm
P=0224 | X=0090.020-0190.910 | Y=0686.590-0697.830 | 197 Đường Thái Hòa 6
P=0224 | X=0259.060-0331.640 | Y=0688.470-0697.790 | Hết mét thứ 300
P=0224 | X=0461.210-0477.850 | Y=0688.470-0697.790 | 670
P=0224 | X=0505.390-0522.030 | Y=0688.470-0697.790 | 600
P=0224 | X=0203.830-0247.950 | Y=0692.350-0703.590 | (Thửa đất
P=0224 | X=0203.830-0248.880 | Y=0705.780-0715.100 | số 134, tờ
P=0225 | X=0203.830-0247.620 | Y=0072.740-0083.980 | bản đồ số
P=0225 | X=0203.830-0218.230 | Y=0086.140-0095.460 | 70)
P=0225 | X=0107.330-0407.460 | Y=0102.260-0113.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 6
P=0225 | X=0107.330-0422.260 | Y=0113.780-0125.020 | đoạn từ Đường Trung Tâm (Thửa đất số 134, tờ bản đồ số 70) đến hết
P=0225 | X=0107.330-0370.820 | Y=0125.330-0136.570 | mét thứ 300 có hiện trạng là đường nhựa, bê tông xi măng:
P=0225 | X=0090.020-0106.660 | Y=0133.210-0142.530 | 198
P=0225 | X=0461.210-0477.850 | Y=0133.210-0142.530 | 450
P=0225 | X=0505.390-0522.030 | Y=0133.210-0142.530 | 410
P=0225 | X=0107.330-0338.410 | Y=0142.850-0154.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0225 | X=0107.330-0384.500 | Y=0160.370-0171.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0225 | X=0107.330-0407.460 | Y=0178.370-0189.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 6
P=0225 | X=0107.330-0423.940 | Y=0189.650-0200.890 | đoạn từ Đường Trung Tâm (Thửa đất số 134, tờ bản đồ số 70) đến Hết
P=0225 | X=0107.330-0370.820 | Y=0201.190-0212.430 | mét thứ 300 có hiện trạng là đường nhựa, bê tông xi măng:
P=0225 | X=0090.020-0338.880 | Y=0218.710-0233.030 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0225 | X=0461.210-0477.850 | Y=0223.710-0233.030 | 350
