TABLE=005 | AREA=Phường Trảng Dài | SECTION=agricultural | SEGMENTS=1
P=0184 | X=0115.490-0339.130 | Y=0382.920-0394.160 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0184 | X=0115.490-0400.750 | Y=0400.920-0412.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0184 | X=0115.490-0405.110 | Y=0412.200-0423.440 | Đường Hoàng Văn Bổn đoạn từ Giáp phường Hố Nai và phường
P=0184 | X=0115.490-0410.230 | Y=0423.720-0434.960 | Trảng Dài đến Đường Đoàn Văn Cự có hiện trạng là đường nhựa,
P=0184 | X=0094.100-0189.570 | Y=0435.240-0446.680 | 152 bê tông xi măng:
P=0184 | X=0445.610-0462.250 | Y=0437.360-0446.680 | 780
P=0184 | X=0505.390-0522.030 | Y=0437.360-0446.680 | 510
P=0184 | X=0115.490-0346.570 | Y=0452.780-0464.020 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0184 | X=0115.490-0392.680 | Y=0470.300-0481.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0184 | X=0115.490-0400.750 | Y=0488.300-0499.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0184 | X=0115.490-0405.110 | Y=0499.820-0511.060 | Đường Hoàng Văn Bổn đoạn từ Giáp phường Hố Nai và phường
P=0184 | X=0115.490-0410.230 | Y=0511.340-0522.580 | Trảng Dài đến Đường Đoàn Văn Cự có hiện trạng là đường nhựa,
P=0184 | X=0115.490-0189.570 | Y=0522.860-0534.100 | bê tông xi măng:
P=0184 | X=0094.100-0347.080 | Y=0539.410-0551.650 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0184 | X=0445.610-0462.250 | Y=0539.410-0548.730 | 660
P=0184 | X=0505.390-0522.030 | Y=0539.410-0548.730 | 440
P=0184 | X=0115.490-0421.910 | Y=0557.930-0569.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0184 | X=0115.490-0157.170 | Y=0569.450-0580.690 | ≤1.000m.
P=0184 | X=0115.490-0338.660 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0184 | X=0115.490-0400.750 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0184 | X=0115.490-0405.110 | Y=0616.270-0627.510 | Đường Hoàng Văn Bổn đoạn từ Giáp phường Hố Nai và phường
P=0184 | X=0115.490-0410.230 | Y=0627.790-0639.030 | Trảng Dài đến Đường Đoàn Văn Cự có hiện trạng là đường nhựa,
P=0184 | X=0094.100-0189.570 | Y=0639.310-0650.750 | 154 bê tông xi măng:
P=0184 | X=0445.610-0462.250 | Y=0641.430-0650.750 | 520
P=0184 | X=0505.390-0522.030 | Y=0641.430-0650.750 | 350
P=0184 | X=0115.490-0392.920 | Y=0656.830-0668.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0184 | X=0115.490-0341.780 | Y=0674.350-0685.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0184 | X=0115.490-0173.900 | Y=0692.350-0703.590 | Đường Đoàn
P=0184 | X=0182.710-0287.940 | Y=0698.110-0709.350 | Đường Hoàng Văn Bổn
P=0184 | X=0310.680-0380.850 | Y=0698.110-0709.350 | Đường tỉnh 768
P=0184 | X=0094.100-0110.740 | Y=0699.990-0709.310 | 155
P=0184 | X=0445.610-0462.250 | Y=0699.990-0709.310 | 730
P=0184 | X=0505.390-0522.030 | Y=0699.990-0709.310 | 530
P=0184 | X=0115.490-0150.070 | Y=0703.890-0715.130 | Văn Cự
P=0185 | X=0115.490-0411.080 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đoàn Văn
P=0185 | X=0115.490-0401.980 | Y=0090.260-0101.500 | Cự đoạn từ Đường Hoàng Văn Bổn đến Đường tỉnh 768 có hiện
P=0185 | X=0115.490-0287.270 | Y=0101.780-0113.020 | trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0094.100-0110.740 | Y=0109.660-0118.980 | 156
P=0185 | X=0445.610-0462.250 | Y=0109.660-0118.980 | 500
P=0185 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 330
P=0185 | X=0115.490-0346.570 | Y=0119.330-0130.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0185 | X=0115.490-0392.690 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0185 | X=0115.490-0411.080 | Y=0154.850-0166.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đoàn Văn
P=0185 | X=0115.490-0401.980 | Y=0166.370-0177.610 | Cự đoạn từ Đường Hoàng Văn Bổn đến Đường tỉnh 768 có hiện
P=0185 | X=0115.490-0287.270 | Y=0177.650-0188.890 | trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0094.100-0347.040 | Y=0195.170-0209.510 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0185 | X=0445.610-0462.250 | Y=0200.190-0209.510 | 400
P=0185 | X=0505.390-0522.030 | Y=0200.190-0209.510 | 260
P=0185 | X=0115.490-0421.910 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0185 | X=0115.490-0157.170 | Y=0224.230-0235.470 | ≤1.000m.
P=0185 | X=0115.490-0338.660 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0185 | X=0115.490-0411.080 | Y=0259.750-0270.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đoàn Văn
P=0185 | X=0115.490-0401.980 | Y=0271.270-0282.510 | Cự đoạn từ Đường Hoàng Văn Bổn đến Đường tỉnh 768 có hiện
P=0185 | X=0115.490-0287.280 | Y=0282.820-0294.060 | trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0094.100-0110.740 | Y=0290.700-0300.020 | 158
P=0185 | X=0445.610-0462.250 | Y=0290.700-0300.020 | 290
P=0185 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 180
P=0185 | X=0115.490-0401.300 | Y=0300.340-0311.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0185 | X=0115.490-0339.130 | Y=0317.860-0329.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0185 | X=0115.490-0400.750 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0185 | X=0115.490-0410.150 | Y=0347.380-0358.620 | Đường Đoàn Văn Cự đoạn từ Đường Hoàng Văn Bổn đến Đường
P=0185 | X=0115.490-0360.740 | Y=0358.900-0370.140 | tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng;
P=0185 | X=0094.100-0110.740 | Y=0366.780-0376.100 | 159
P=0185 | X=0445.610-0462.250 | Y=0366.780-0376.100 | 500
P=0185 | X=0505.390-0522.030 | Y=0366.780-0376.100 | 330
P=0185 | X=0115.490-0346.570 | Y=0376.200-0387.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0185 | X=0115.490-0392.680 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0185 | X=0115.490-0400.750 | Y=0411.720-0422.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0185 | X=0115.490-0410.150 | Y=0423.240-0434.480 | Đường Đoàn Văn Cự đoạn từ Đường Hoàng Văn Bổn đến Đường
P=0185 | X=0115.490-0360.740 | Y=0434.760-0446.000 | tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0094.100-0347.040 | Y=0452.300-0466.620 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0185 | X=0445.610-0462.250 | Y=0457.300-0466.620 | 400
P=0185 | X=0505.390-0522.030 | Y=0457.300-0466.620 | 260
P=0185 | X=0115.490-0421.910 | Y=0469.820-0481.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0185 | X=0115.490-0157.170 | Y=0481.340-0492.580 | ≤1.000m.
P=0185 | X=0115.490-0338.680 | Y=0498.860-0510.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0185 | X=0115.490-0400.750 | Y=0516.860-0528.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0185 | X=0115.490-0410.150 | Y=0528.380-0539.620 | Đường Đoàn Văn Cự đoạn từ Đường Hoàng Văn Bổn đến Đường
P=0185 | X=0115.490-0360.740 | Y=0539.930-0551.170 | tỉnh 768 có hiện trạng là đường nhựa, bê tông xi măng:
P=0185 | X=0094.100-0110.740 | Y=0547.810-0557.130 | 161
P=0185 | X=0445.610-0462.250 | Y=0547.810-0557.130 | 290
P=0185 | X=0505.390-0522.030 | Y=0547.810-0557.130 | 180
P=0185 | X=0115.490-0401.300 | Y=0557.450-0568.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0185 | X=0115.490-0341.780 | Y=0574.970-0586.210 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0185 | X=0094.100-0278.530 | Y=0592.970-0604.210 | 162 Đường Kỳ Lân Đường Đoàn Văn Cự
P=0185 | X=0310.680-0382.380 | Y=0592.970-0604.210 | Đường Sở Quýt
P=0185 | X=0445.610-0462.250 | Y=0594.850-0604.170 | 670
P=0185 | X=0505.390-0522.030 | Y=0594.850-0604.170 | 470
P=0185 | X=0115.490-0422.860 | Y=0610.970-0622.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kỳ Lân đoạn
P=0185 | X=0115.490-0421.190 | Y=0622.270-0633.510 | từ Đường Đoàn Văn Cự đến Đường Sở Quýt có hiện trạng là đường
P=0185 | X=0115.490-0218.630 | Y=0633.790-0645.030 | nhựa, bê tông xi măng:
P=0185 | X=0094.100-0110.740 | Y=0641.670-0650.990 | 163
P=0185 | X=0445.610-0462.250 | Y=0641.670-0650.990 | 450
P=0185 | X=0505.390-0522.030 | Y=0641.670-0650.990 | 300
P=0185 | X=0115.490-0346.570 | Y=0651.310-0662.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0185 | X=0115.490-0392.680 | Y=0668.830-0680.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0185 | X=0115.490-0422.860 | Y=0686.830-0698.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kỳ Lân đoạn
P=0185 | X=0094.100-0110.740 | Y=0694.470-0703.790 | 164
P=0185 | X=0445.610-0462.250 | Y=0694.470-0703.790 | 350
P=0185 | X=0505.390-0522.030 | Y=0694.470-0703.790 | 220
P=0185 | X=0115.490-0421.190 | Y=0698.350-0709.590 | từ Đường Đoàn Văn Cự đến Đường Sở Quýt có hiện trạng là đường
P=0186 | X=0115.490-0218.600 | Y=0072.740-0083.980 | nhựa, bê tông xi măng:
P=0186 | X=0115.490-0347.040 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0186 | X=0115.490-0421.910 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0186 | X=0115.490-0157.170 | Y=0119.330-0130.570 | ≤1.000m.
P=0186 | X=0115.490-0338.660 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0186 | X=0115.490-0422.860 | Y=0154.850-0166.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kỳ Lân đoạn
P=0186 | X=0115.490-0421.190 | Y=0166.370-0177.610 | từ Đường Đoàn Văn Cự đến Đường Sở Quýt có hiện trạng là đường
P=0186 | X=0115.490-0218.600 | Y=0177.650-0188.890 | nhựa, bê tông xi măng:
P=0186 | X=0094.100-0110.740 | Y=0185.530-0194.850 | 165
P=0186 | X=0445.610-0462.250 | Y=0185.530-0194.850 | 230
P=0186 | X=0505.390-0522.030 | Y=0185.530-0194.850 | 140
P=0186 | X=0115.490-0401.300 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0186 | X=0115.490-0339.130 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0186 | X=0115.490-0400.750 | Y=0230.710-0241.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0186 | X=0115.490-0410.700 | Y=0242.230-0253.470 | Đường Kỳ Lân đoạn từ Đường Đoàn Văn Cự đến Đường Sở Quýt
P=0186 | X=0115.490-0322.340 | Y=0253.750-0264.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0186 | X=0094.100-0110.740 | Y=0261.630-0270.950 | 166
P=0186 | X=0445.610-0462.250 | Y=0261.630-0270.950 | 450
P=0186 | X=0505.390-0522.030 | Y=0261.630-0270.950 | 300
P=0186 | X=0115.490-0346.570 | Y=0271.270-0282.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0186 | X=0115.490-0392.680 | Y=0288.820-0300.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0186 | X=0115.490-0400.750 | Y=0306.820-0318.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0186 | X=0115.490-0410.700 | Y=0318.340-0329.580 | Đường Kỳ Lân đoạn từ Đường Đoàn Văn Cự đến Đường Sở Quýt
P=0186 | X=0115.490-0322.340 | Y=0329.860-0341.100 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0186 | X=0094.100-0110.740 | Y=0343.500-0352.820 | 167
P=0186 | X=0445.610-0462.250 | Y=0343.500-0352.820 | 350
P=0186 | X=0505.390-0522.030 | Y=0343.500-0352.820 | 220
P=0186 | X=0115.490-0347.040 | Y=0347.380-0358.620 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0186 | X=0115.490-0421.910 | Y=0364.900-0376.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0186 | X=0115.490-0157.170 | Y=0376.200-0387.440 | ≤1.000m.
P=0186 | X=0115.490-0338.660 | Y=0394.200-0405.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0186 | X=0115.490-0400.750 | Y=0412.200-0423.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0186 | X=0115.490-0422.370 | Y=0423.720-0434.960 | Đường Kỳ Lân đoạn từ đường Đoàn Văn Cự đến Đường Sở Quýt có
P=0186 | X=0115.490-0309.140 | Y=0435.240-0446.480 | hiện trạng là đường nhựa, bê tông xi măng:
P=0186 | X=0094.100-0110.740 | Y=0443.120-0452.440 | 158
P=0186 | X=0445.610-0462.250 | Y=0443.120-0452.440 | 230
P=0186 | X=0505.390-0522.030 | Y=0443.120-0452.440 | 140
P=0186 | X=0115.490-0401.300 | Y=0452.780-0464.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0186 | X=0115.490-0341.780 | Y=0470.300-0481.540 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0186 | X=0310.680-0412.070 | Y=0488.300-0499.540 | Mép ngoài đường điện
P=0186 | X=0115.490-0163.140 | Y=0494.060-0505.300 | Đường Sở
P=0186 | X=0182.710-0252.880 | Y=0499.820-0511.060 | Đường tỉnh 768
P=0186 | X=0310.680-0413.920 | Y=0499.820-0511.060 | 220KV đầu tiên, tính từ
P=0186 | X=0094.100-0110.740 | Y=0501.700-0511.020 | 169
P=0186 | X=0445.610-0462.250 | Y=0501.700-0511.020 | 700
P=0186 | X=0505.390-0522.030 | Y=0501.700-0511.020 | 500
P=0186 | X=0115.490-0136.770 | Y=0507.460-0516.780 | Quýt
P=0186 | X=0310.680-0410.360 | Y=0511.340-0522.580 | Đường tỉnh 768 đi vào
P=0186 | X=0115.490-0403.740 | Y=0529.340-0540.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=0186 | X=0115.490-0420.060 | Y=0540.890-0552.130 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu tiên,
P=0186 | X=0115.490-0415.890 | Y=0552.410-0563.650 | tính từ Đường tỉnh 768 đi vào có hiện trạng là đường nhựa, bê tông
P=0186 | X=0094.100-0153.320 | Y=0563.930-0575.370 | 170 xi măng:
P=0186 | X=0445.610-0462.250 | Y=0566.050-0575.370 | 480
P=0186 | X=0505.390-0522.030 | Y=0566.050-0575.370 | 310
P=0186 | X=0115.490-0346.570 | Y=0581.450-0592.690 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0186 | X=0115.490-0392.680 | Y=0598.970-0610.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0186 | X=0115.490-0403.740 | Y=0616.990-0628.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=0186 | X=0115.490-0420.060 | Y=0628.270-0639.510 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu tiên,
P=0186 | X=0115.490-0415.890 | Y=0639.790-0651.030 | tính từ Đường tỉnh 768 đi vào có hiện trạng là đường nhựa, bê tông
P=0186 | X=0115.490-0153.320 | Y=0651.310-0662.550 | xi măng:
P=0186 | X=0094.100-0110.740 | Y=0659.190-0668.510 | 171
P=0186 | X=0445.610-0462.250 | Y=0659.190-0668.510 | 370
P=0186 | X=0505.390-0522.030 | Y=0659.190-0668.510 | 240
P=0186 | X=0115.490-0347.040 | Y=0668.830-0680.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0186 | X=0115.490-0421.910 | Y=0686.350-0697.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0186 | X=0115.490-0157.170 | Y=0697.870-0709.110 | ≤1.000m.
P=0187 | X=0115.490-0338.660 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0187 | X=0115.490-0403.740 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sở Quýt
P=0187 | X=0115.490-0420.060 | Y=0108.260-0119.500 | đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện 220KV đầu tiên,
P=0187 | X=0115.490-0415.890 | Y=0119.810-0131.050 | tính từ Đường tỉnh 768 đi vào có hiện trạng là đường nhựa, bê tông
P=0187 | X=0094.100-0153.320 | Y=0131.330-0142.770 | 172 xi măng:
P=0187 | X=0445.610-0462.250 | Y=0133.450-0142.770 | 250
P=0187 | X=0505.390-0522.030 | Y=0133.450-0142.770 | 160
P=0187 | X=0115.490-0401.300 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0187 | X=0115.490-0339.130 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0187 | X=0115.490-0400.750 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0187 | X=0115.490-0420.700 | Y=0195.650-0206.890 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện
P=0187 | X=0115.490-0391.890 | Y=0207.190-0218.430 | 220KV đầu tiên, tính từ Đường tỉnh 768 đi vào có hiện trạng là
P=0187 | X=0094.100-0251.260 | Y=0218.710-0230.150 | 173 đường nhựa, bê tông xi măng:
P=0187 | X=0445.610-0462.250 | Y=0220.830-0230.150 | 480
P=0187 | X=0505.390-0522.030 | Y=0220.830-0230.150 | 310
P=0187 | X=0115.490-0346.570 | Y=0236.230-0247.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0187 | X=0115.490-0392.680 | Y=0253.750-0264.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0187 | X=0115.490-0400.750 | Y=0271.750-0282.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0187 | X=0115.490-0420.700 | Y=0283.300-0294.540 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện
P=0187 | X=0115.490-0391.890 | Y=0294.820-0306.060 | 220KV đầu tiên, tính từ Đường tỉnh 768 đi vào có hiện trạng là
P=0187 | X=0115.490-0251.260 | Y=0306.340-0317.580 | đường nhựa, bê tông xi măng:
P=0187 | X=0094.100-0347.040 | Y=0322.860-0335.100 | 174 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0187 | X=0445.610-0462.250 | Y=0322.860-0332.180 | 370
P=0187 | X=0505.390-0522.030 | Y=0322.860-0332.180 | 240
P=0187 | X=0115.490-0421.910 | Y=0341.380-0352.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0187 | X=0115.490-0157.170 | Y=0352.900-0364.140 | ≤1.000m.
P=0187 | X=0115.490-0338.660 | Y=0370.200-0381.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0187 | X=0115.490-0400.750 | Y=0388.200-0399.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0187 | X=0115.490-0420.700 | Y=0399.720-0410.960 | Đường Sở Quýt đoạn từ Đường tỉnh 768 đến Mép ngoài đường điện
P=0187 | X=0115.490-0391.890 | Y=0411.240-0422.480 | 220KV đầu tiên, tính từ Đường tỉnh 768 đi vào có hiện trạng là
P=0187 | X=0094.100-0251.260 | Y=0422.760-0434.200 | 175 đường nhựa, bê tông xi măng:
