TABLE=015 | AREA=Xã Phước Thái | SECTION=agricultural | SEGMENTS=1
P=0484 | X=0090.740-0107.380 | Y=0144.730-0154.050 | 226
P=0484 | X=0449.450-0466.090 | Y=0144.730-0154.050 | 400
P=0484 | X=0505.390-0522.030 | Y=0144.730-0154.050 | 360
P=0484 | X=0109.010-0169.170 | Y=0148.370-0159.610 | tông xi măng:
P=0484 | X=0109.010-0340.090 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0484 | X=0109.010-0386.210 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0484 | X=0109.010-0400.280 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Đình
P=0484 | X=0109.010-0411.580 | Y=0212.710-0223.950 | Phú Mỹ 2 đoạn từ Đường Lý Thái Tổ đến Ngã ba (bên phải hết ranh
P=0484 | X=0109.010-0406.390 | Y=0224.230-0235.470 | thửa đất số 271, tờ BĐĐC số 21; bên trái hết ranh thửa đất số 150,
P=0484 | X=0109.010-0393.580 | Y=0235.750-0246.990 | tờ BĐĐC số 6, xã Nhơn Trạch) có hiện trạng là đường nhựa, bê
P=0484 | X=0109.010-0169.170 | Y=0247.270-0258.510 | tông xi măng:
P=0484 | X=0090.740-0107.380 | Y=0258.270-0267.590 | 227
P=0484 | X=0449.450-0466.090 | Y=0258.270-0267.590 | 290
P=0484 | X=0505.390-0522.030 | Y=0258.270-0267.590 | 250
P=0484 | X=0109.010-0340.560 | Y=0264.790-0276.030 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0484 | X=0109.010-0395.900 | Y=0282.340-0293.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0484 | X=0109.010-0170.130 | Y=0293.860-0305.100 | đến ≤1.000m.
P=0484 | X=0109.010-0332.180 | Y=0311.380-0322.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0484 | X=0109.010-0400.280 | Y=0329.380-0340.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào Đình
P=0484 | X=0109.010-0411.580 | Y=0340.900-0352.140 | Phú Mỹ 2 đoạn từ Đường Lý Thái Tổ đến Ngã ba (bên phải hết ranh
P=0484 | X=0109.010-0406.390 | Y=0352.180-0363.420 | thửa đất số 271, tờ BĐĐC số 21; bên trái hết ranh thửa đất số 150,
P=0484 | X=0109.010-0393.580 | Y=0363.700-0374.940 | tờ BĐĐC số 6, xã Nhơn Trạch) có hiện trạng là đường nhựa, bê
P=0484 | X=0090.740-0107.380 | Y=0371.600-0380.920 | 228
P=0484 | X=0449.450-0466.090 | Y=0371.600-0380.920 | 180
P=0484 | X=0505.390-0522.030 | Y=0371.600-0380.920 | 180
P=0484 | X=0109.010-0169.170 | Y=0375.240-0386.480 | tông xi măng:
P=0484 | X=0109.010-0394.820 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0484 | X=0109.010-0332.650 | Y=0410.280-0421.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0484 | X=0109.010-0394.270 | Y=0428.280-0439.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0484 | X=0109.010-0404.620 | Y=0439.800-0451.040 | Đường vào Đình Phú Mỹ 2 đoạn từ Đường Lý Thái Tổ đến Ngã ba
P=0484 | X=0109.010-0393.660 | Y=0451.340-0462.580 | (bên phải Hết ranh thửa đất số 271, tờ BĐĐC số 21; bên trái hết
P=0484 | X=0109.010-0410.140 | Y=0462.860-0474.100 | ranh thửa đất số 150, tờ 13ĐĐC số 6, xã Nhơn Trạch) có hiện trạng
P=0484 | X=0090.740-0107.380 | Y=0470.740-0480.060 | 229
P=0484 | X=0449.450-0466.090 | Y=0470.740-0480.060 | 400
P=0484 | X=0505.390-0522.030 | Y=0470.740-0480.060 | 360
P=0484 | X=0109.010-0255.340 | Y=0474.380-0485.620 | là đường nhựa, bê tông xi măng:
P=0484 | X=0109.010-0340.090 | Y=0491.900-0503.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0484 | X=0109.010-0386.200 | Y=0509.420-0520.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0484 | X=0109.010-0394.270 | Y=0527.420-0538.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0484 | X=0109.010-0404.630 | Y=0538.970-0550.210 | Đường vào Đình Phú Mỹ 2 đoạn từ Đường Lý Thái Tổ đến Ngã ba
P=0484 | X=0109.010-0391.980 | Y=0550.250-0561.490 | (bên phải hết ranh thửa đất số 271, tờ BĐĐC số 21; bên trái hết
P=0484 | X=0109.010-0406.070 | Y=0561.770-0573.010 | ranh thửa đất số 150, tờ BĐĐC số 6, xã Nhơn Trạch) có hiện trạng
P=0484 | X=0109.010-0255.340 | Y=0573.290-0584.530 | là đường nhựa, bê tông xi măng:
P=0484 | X=0090.740-0107.380 | Y=0584.290-0593.610 | 230
P=0484 | X=0449.450-0466.090 | Y=0584.290-0593.610 | 290
P=0484 | X=0505.390-0522.030 | Y=0584.290-0593.610 | 250
P=0484 | X=0109.010-0340.560 | Y=0590.810-0602.050 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0484 | X=0109.010-0395.900 | Y=0608.330-0619.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0484 | X=0109.010-0170.130 | Y=0619.870-0631.110 | đến ≤1.000m.
P=0484 | X=0109.010-0332.180 | Y=0637.390-0648.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0484 | X=0109.010-0394.270 | Y=0655.390-0666.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0484 | X=0109.010-0404.620 | Y=0666.910-0678.150 | Đường vào Đình Phú Mỹ 2 đoạn từ Đường Lý Thái Tổ đến Ngã ba
P=0484 | X=0090.740-0391.980 | Y=0678.430-0689.670 | 231 (bên phải hết ranh thửa đất số 271, tờ BĐĐC số 21; bên trái hết
P=0484 | X=0449.450-0466.090 | Y=0680.310-0689.630 | 180
P=0484 | X=0505.390-0522.030 | Y=0680.310-0689.630 | 180
P=0484 | X=0109.010-0406.070 | Y=0689.950-0701.190 | ranh thửa đất số 150, tờ BĐĐC số 6, xã Nhơn Trạch) có hiện trạng
P=0484 | X=0109.010-0255.340 | Y=0701.490-0712.730 | là đường nhựa, bê tông xi măng:
P=0485 | X=0109.010-0394.820 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0485 | X=0109.010-0332.650 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0485 | X=0109.010-0191.900 | Y=0114.290-0125.530 | Đường vào khu tái
P=0485 | X=0312.840-0404.060 | Y=0114.290-0125.530 | Hết khu TĐC Phước
P=0485 | X=0211.750-0293.700 | Y=0120.050-0131.290 | Đường Lý Thái Tổ
P=0485 | X=0090.740-0107.380 | Y=0121.930-0131.250 | 232
P=0485 | X=0449.450-0466.090 | Y=0121.930-0131.250 | 600
P=0485 | X=0505.390-0522.030 | Y=0121.930-0131.250 | 530
P=0485 | X=0109.010-0203.670 | Y=0125.810-0137.050 | định cư Phước Thiền
P=0485 | X=0312.840-0338.120 | Y=0127.690-0137.010 | Thiền
P=0485 | X=0109.010-0408.430 | Y=0143.810-0155.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu tái
P=0485 | X=0109.010-0405.550 | Y=0155.330-0166.570 | định cư Phước Thiền đoạn từ Đường Lý Thái Tổ đến Hết khu TĐC
P=0485 | X=0109.010-0377.080 | Y=0166.850-0178.090 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0485 | X=0090.740-0107.380 | Y=0174.730-0184.050 | 233
P=0485 | X=0449.450-0466.090 | Y=0174.730-0184.050 | 400
P=0485 | X=0505.390-0522.030 | Y=0174.730-0184.050 | 360
P=0485 | X=0109.010-0340.090 | Y=0184.370-0195.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0485 | X=0109.010-0386.200 | Y=0201.670-0212.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0485 | X=0109.010-0408.430 | Y=0219.670-0230.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu tái
P=0485 | X=0109.010-0405.550 | Y=0231.190-0242.430 | định cư Phước Thiền đoạn từ Đường Lý Thái Tổ đến Hết khu TĐC
P=0485 | X=0109.010-0377.070 | Y=0242.710-0253.950 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0485 | X=0090.740-0340.560 | Y=0260.230-0274.550 | 234 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0485 | X=0449.450-0466.090 | Y=0265.230-0274.550 | 290
P=0485 | X=0505.390-0522.030 | Y=0265.230-0274.550 | 250
P=0485 | X=0109.010-0395.900 | Y=0277.750-0288.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0485 | X=0109.010-0170.130 | Y=0289.300-0300.540 | đến ≤1.000m.
P=0485 | X=0109.010-0332.180 | Y=0306.820-0318.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0485 | X=0109.010-0408.430 | Y=0324.820-0336.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu tái
P=0485 | X=0109.010-0405.550 | Y=0336.340-0347.580 | định cư Phước Thiền đoạn từ Đường Lý Thái Tổ đến Hết khu TĐC
P=0485 | X=0109.010-0377.070 | Y=0347.860-0359.100 | Phước Thiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0485 | X=0090.740-0107.380 | Y=0355.740-0365.060 | 235
P=0485 | X=0449.450-0466.090 | Y=0355.740-0365.060 | 180
P=0485 | X=0505.390-0522.030 | Y=0355.740-0365.060 | 180
P=0485 | X=0109.010-0394.820 | Y=0365.400-0376.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0485 | X=0109.010-0332.650 | Y=0382.920-0394.160 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0485 | X=0109.010-0394.270 | Y=0400.920-0412.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0485 | X=0109.010-0411.100 | Y=0412.200-0423.440 | Đường vào khu tái định cư Phước Thiền đoạn từ Đường Lý Thái Tổ
P=0485 | X=0109.010-0394.300 | Y=0423.720-0434.960 | đến Hết khu TĐC Phước Thiền có hiện trạng là đường nhựa, bê
P=0485 | X=0090.740-0169.170 | Y=0435.240-0446.680 | 236 tông xi măng:
P=0485 | X=0449.450-0466.090 | Y=0437.360-0446.680 | 400
P=0485 | X=0505.390-0522.030 | Y=0437.360-0446.680 | 360
P=0485 | X=0109.010-0340.090 | Y=0452.780-0464.020 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0485 | X=0109.010-0386.200 | Y=0470.300-0481.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0485 | X=0109.010-0394.270 | Y=0488.300-0499.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0485 | X=0109.010-0411.100 | Y=0499.820-0511.060 | Đường vào khu tái định cư Phước Thiền đoạn từ Đường Lý Thái Tổ
P=0485 | X=0109.010-0394.300 | Y=0511.340-0522.580 | đến Hết khu TĐC Phước Thiền có hiện trạng là đường nhựa, bê
P=0485 | X=0109.010-0169.170 | Y=0522.860-0534.100 | tông xi măng:
P=0485 | X=0090.740-0340.560 | Y=0539.410-0551.650 | 237 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0485 | X=0449.450-0466.090 | Y=0539.410-0548.730 | 290
P=0485 | X=0505.390-0522.030 | Y=0539.410-0548.730 | 250
P=0485 | X=0109.010-0395.900 | Y=0557.930-0569.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0485 | X=0109.010-0170.130 | Y=0569.450-0580.690 | đến ≤1.000m.
P=0485 | X=0109.010-0332.180 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0485 | X=0109.010-0394.270 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0485 | X=0109.010-0411.100 | Y=0616.270-0627.510 | Đường vào khu tái định cư Phước Thiền đoạn từ Đường Lý Thái Tổ
P=0485 | X=0109.010-0394.300 | Y=0627.790-0639.030 | đến Hết khu TĐC Phước Thiền có hiện trạng là đường nhựa, bê
P=0485 | X=0090.740-0169.170 | Y=0639.310-0650.750 | 238 tông xi măng:
P=0485 | X=0449.450-0466.090 | Y=0641.430-0650.750 | 180
P=0485 | X=0505.390-0522.030 | Y=0641.430-0650.750 | 180
P=0485 | X=0109.010-0394.820 | Y=0656.830-0668.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0485 | X=0109.010-0332.660 | Y=0674.350-0685.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0485 | X=0090.740-0184.680 | Y=0692.350-0703.590 | 239 Đường Trần Phú
P=0485 | X=0211.750-0286.900 | Y=0692.350-0703.590 | Ngã tư Bến Cam
P=0485 | X=0312.840-0399.070 | Y=0694.230-0703.550 | Công ty Kim Phong
P=0485 | X=0449.450-0466.090 | Y=0694.230-0703.550 | 730
P=0485 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 670
P=0486 | X=0109.010-0401.500 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0486 | X=0109.010-0401.250 | Y=0090.260-0101.500 | đoạn từ Ngã tư Bến Cam đến Công ty Kim Phong có hiện trạng là
P=0486 | X=0109.010-0244.760 | Y=0101.780-0113.020 | đường nhựa, bê tông xi măng:
P=0486 | X=0090.740-0107.380 | Y=0109.660-0118.980 | 240
P=0486 | X=0449.450-0466.090 | Y=0109.660-0118.980 | 500
P=0486 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 450
P=0486 | X=0109.010-0340.090 | Y=0119.330-0130.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0486 | X=0109.010-0386.200 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0486 | X=0109.010-0401.500 | Y=0154.850-0166.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0486 | X=0109.010-0401.250 | Y=0166.370-0177.610 | đoạn từ Ngã tư Bến Cam đến Công ty Kim Phong có hiện trạng là
P=0486 | X=0109.010-0244.790 | Y=0177.650-0188.890 | đường nhựa, bê tông xi măng:
P=0486 | X=0090.740-0340.560 | Y=0195.170-0209.510 | 241 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0486 | X=0449.450-0466.090 | Y=0200.190-0209.510 | 370
P=0486 | X=0505.390-0522.030 | Y=0200.190-0209.510 | 330
P=0486 | X=0109.010-0395.900 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0486 | X=0109.010-0170.130 | Y=0224.230-0235.470 | đến ≤1.000m.
P=0486 | X=0109.010-0332.180 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0486 | X=0109.010-0401.500 | Y=0259.750-0270.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0486 | X=0109.010-0401.250 | Y=0271.270-0282.510 | đoạn từ Ngã tư Bến Cam đến Công ty Kim Phong có hiện trạng là
P=0486 | X=0109.010-0244.760 | Y=0282.820-0294.060 | đường nhựa, bê tông xi măng:
P=0486 | X=0090.740-0107.380 | Y=0290.700-0300.020 | 242
P=0486 | X=0449.450-0466.090 | Y=0290.700-0300.020 | 250
P=0486 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 220
P=0486 | X=0109.010-0394.820 | Y=0300.340-0311.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0486 | X=0109.010-0332.650 | Y=0317.860-0329.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0486 | X=0109.010-0394.270 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0486 | X=0109.010-0408.420 | Y=0347.380-0358.620 | Đường Trần Phú đoạn từ Ngã tư Bến Cam đến Công ty Kim Phong
P=0486 | X=0109.010-0315.860 | Y=0358.900-0370.140 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0486 | X=0090.740-0107.380 | Y=0366.780-0376.100 | 243
P=0486 | X=0449.450-0466.090 | Y=0366.780-0376.100 | 500
P=0486 | X=0505.390-0522.030 | Y=0366.780-0376.100 | 450
P=0486 | X=0109.010-0340.090 | Y=0376.200-0387.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0486 | X=0109.010-0386.200 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0486 | X=0109.010-0394.270 | Y=0411.720-0422.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0486 | X=0109.010-0408.420 | Y=0423.240-0434.480 | Đường Trần Phú đoạn từ Ngã tư Bến Cam đến Công ty Kim Phong
P=0486 | X=0109.010-0315.860 | Y=0434.760-0446.000 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0486 | X=0090.740-0340.560 | Y=0452.300-0466.620 | 244 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0486 | X=0449.450-0466.090 | Y=0457.300-0466.620 | 370
P=0486 | X=0505.390-0522.030 | Y=0457.300-0466.620 | 330
P=0486 | X=0109.010-0395.910 | Y=0469.820-0481.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0486 | X=0109.010-0170.130 | Y=0481.340-0492.580 | đến ≤1.000m.
P=0486 | X=0109.010-0332.180 | Y=0498.860-0510.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0486 | X=0109.010-0394.270 | Y=0516.860-0528.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0486 | X=0109.010-0408.420 | Y=0528.380-0539.620 | Đường Trần Phú đoạn từ Ngã tư Bến Cam đến Công ty Kim Phong
P=0486 | X=0109.010-0315.860 | Y=0539.930-0551.170 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0486 | X=0090.740-0107.380 | Y=0547.810-0557.130 | 245
P=0486 | X=0449.450-0466.090 | Y=0547.810-0557.130 | 250
P=0486 | X=0505.390-0522.030 | Y=0547.810-0557.130 | 220
P=0486 | X=0109.010-0394.820 | Y=0557.450-0568.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0486 | X=0109.010-0332.650 | Y=0574.970-0586.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0486 | X=0312.840-0386.300 | Y=0592.970-0604.210 | Đường Tôn Đức
P=0486 | X=0090.740-0184.680 | Y=0598.490-0609.730 | 246 Đường Trần Phú
P=0486 | X=0211.750-0297.980 | Y=0600.370-0609.690 | Công ty Kim Phong
P=0486 | X=0449.450-0466.090 | Y=0600.370-0609.690 | 730
P=0486 | X=0505.390-0522.030 | Y=0600.370-0609.690 | 670
P=0486 | X=0312.840-0341.240 | Y=0606.130-0615.450 | Thắng
P=0486 | X=0109.010-0401.500 | Y=0622.270-0633.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0486 | X=0109.010-0394.550 | Y=0633.790-0645.030 | đoạn từ Công ty Kim Phong đến Đường Tôn Đức Thắng có hiện
P=0486 | X=0109.010-0280.790 | Y=0645.310-0656.550 | trạng là đường nhựa, bê tông xi măng:
P=0486 | X=0090.740-0107.380 | Y=0653.190-0662.510 | 247
P=0486 | X=0449.450-0466.090 | Y=0653.190-0662.510 | 500
P=0486 | X=0505.390-0522.030 | Y=0653.190-0662.510 | 450
P=0486 | X=0109.010-0340.090 | Y=0662.830-0674.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0486 | X=0109.010-0386.200 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0486 | X=0090.740-0401.500 | Y=0698.350-0709.590 | 248 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Phú
P=0486 | X=0449.450-0466.090 | Y=0700.230-0709.550 | 370
P=0486 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 330
P=0487 | X=0109.010-0394.550 | Y=0072.740-0083.980 | đoạn từ Công ty Kim Phong đến Đường Tôn Đức Thắng có hiện
P=0487 | X=0109.010-0280.790 | Y=0084.260-0095.500 | trạng là đường nhựa, bê tông xi măng:
P=0487 | X=0109.010-0340.560 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0487 | X=0109.010-0395.900 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0487 | X=0109.010-0170.130 | Y=0130.850-0142.090 | đến ≤1.000m.
P=0487 | X=0109.010-0332.190 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
