TABLE=043 | AREA=Xã Định Quán | SECTION=agricultural | SEGMENTS=1
P=1530 | X=0112.370-0402.450 | Y=0190.850-0202.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 17 tháng
P=1530 | X=0112.370-0393.830 | Y=0202.390-0213.630 | 3 đoạn từ Đường 3 tháng 2 đến Đường Trịnh Hoài Đức có hiện
P=1530 | X=0112.370-0284.150 | Y=0213.670-0224.910 | trạng là đường nhựa, bê tông xi măng:
P=1530 | X=0092.420-0335.540 | Y=0231.190-0245.510 | 276 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1530 | X=0452.090-0468.730 | Y=0236.190-0245.510 | 300
P=1530 | X=0505.390-0522.030 | Y=0236.190-0245.510 | 290
P=1530 | X=0112.370-0399.260 | Y=0248.710-0259.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1530 | X=0112.370-0165.330 | Y=0260.230-0271.470 | đến ≤600m.
P=1530 | X=0112.370-0335.540 | Y=0277.750-0288.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1530 | X=0112.370-0402.450 | Y=0295.780-0307.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 17 tháng
P=1530 | X=0112.370-0393.830 | Y=0307.300-0318.540 | 3 đoạn từ Đường 3 tháng 2 đến Đường Trịnh Hoài Đức có hiện
P=1530 | X=0112.370-0284.150 | Y=0318.820-0330.060 | trạng là đường nhựa, bê tông xi măng:
P=1530 | X=0092.420-0109.060 | Y=0326.700-0336.020 | 277
P=1530 | X=0452.090-0468.730 | Y=0326.700-0336.020 | 220
P=1530 | X=0505.390-0522.030 | Y=0326.700-0336.020 | 220
P=1530 | X=0112.370-0389.800 | Y=0336.340-0347.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1530 | X=0112.370-0336.010 | Y=0353.860-0365.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1530 | X=0112.370-0397.630 | Y=0371.880-0383.120 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1530 | X=0112.370-0389.740 | Y=0383.400-0394.640 | Đường 17 tháng 3 đoạn từ Đường 3 tháng 2 đến Đường Trịnh
P=1530 | X=0112.370-0364.090 | Y=0394.920-0406.160 | Hoài Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=1530 | X=0092.420-0109.060 | Y=0402.800-0412.120 | 278
P=1530 | X=0452.090-0468.730 | Y=0402.800-0412.120 | 380
P=1530 | X=0505.390-0522.030 | Y=0402.800-0412.120 | 350
P=1530 | X=0112.370-0335.280 | Y=0412.200-0423.440 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1530 | X=0112.370-0389.570 | Y=0429.720-0440.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1530 | X=0112.370-0397.630 | Y=0447.720-0458.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1530 | X=0112.370-0389.740 | Y=0459.260-0470.500 | Đường 17 tháng 3 đoạn từ Đường 3 tháng 2 đến Đường Trịnh
P=1530 | X=0112.370-0364.090 | Y=0470.780-0482.020 | Hoài Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=1530 | X=0092.420-0335.540 | Y=0488.300-0502.620 | 279 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1530 | X=0452.090-0468.730 | Y=0493.300-0502.620 | 300
P=1530 | X=0505.390-0522.030 | Y=0493.300-0502.620 | 290
P=1530 | X=0112.370-0399.260 | Y=0505.820-0517.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1530 | X=0112.370-0165.330 | Y=0517.340-0528.580 | đến ≤600m.
P=1530 | X=0112.370-0335.540 | Y=0534.890-0546.130 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1530 | X=0112.370-0397.630 | Y=0552.890-0564.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1530 | X=0112.370-0389.740 | Y=0564.410-0575.650 | Đường 17 tháng 3 đoạn từ Đường 3 tháng 2 đến Đường Trịnh
P=1530 | X=0112.370-0364.090 | Y=0575.930-0587.170 | Hoài Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=1530 | X=0092.420-0109.060 | Y=0583.810-0593.130 | 280
P=1530 | X=0452.090-0468.730 | Y=0583.810-0593.130 | 220
P=1530 | X=0505.390-0522.030 | Y=0583.810-0593.130 | 220
P=1530 | X=0112.370-0389.800 | Y=0593.450-0604.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1530 | X=0112.370-0336.010 | Y=0610.970-0622.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1530 | X=0112.370-0192.850 | Y=0628.990-0640.230 | Đường Trịnh Hoài
P=1530 | X=0198.070-0279.990 | Y=0634.510-0645.750 | Đường 17 tháng 3
P=1530 | X=0292.200-0369.080 | Y=0634.510-0645.750 | Đường Gia Canh
P=1530 | X=0092.420-0109.060 | Y=0636.390-0645.710 | 281
P=1530 | X=0452.090-0468.730 | Y=0636.390-0645.710 | 270
P=1530 | X=0505.390-0522.030 | Y=0636.390-0645.710 | 230
P=1530 | X=0112.370-0131.330 | Y=0640.270-0651.510 | Đức
P=1530 | X=0112.370-0386.390 | Y=0658.270-0669.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh
P=1530 | X=0112.370-0388.510 | Y=0669.790-0681.030 | Hoài Đức đoạn từ Đường 17 tháng 3 đến Đường Gia Canh có
P=1530 | X=0092.420-0305.980 | Y=0680.550-0692.550 | 282 hiện trạng là đường nhựa, bê tông xi măng:
P=1530 | X=0452.090-0468.730 | Y=0680.550-0689.870 | 160
P=1530 | X=0505.390-0522.030 | Y=0680.550-0689.870 | 150
P=1530 | X=0112.370-0335.280 | Y=0698.830-0710.070 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1531 | X=0112.370-0389.560 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1531 | X=0112.370-0386.390 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh
P=1531 | X=0112.370-0388.510 | Y=0108.260-0119.500 | Hoài Đức đoạn từ Đường 17 tháng 3 đến Đường Gia Canh có
P=1531 | X=0112.370-0305.980 | Y=0119.810-0131.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1531 | X=0092.420-0335.540 | Y=0137.330-0151.410 | 283 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1531 | X=0452.090-0468.730 | Y=0142.090-0151.410 | 130
P=1531 | X=0505.390-0522.030 | Y=0142.090-0151.410 | 100
P=1531 | X=0112.370-0399.260 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1531 | X=0112.370-0165.330 | Y=0166.370-0177.610 | đến ≤600m.
P=1531 | X=0112.370-0335.540 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1531 | X=0112.370-0386.390 | Y=0201.670-0212.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trịnh
P=1531 | X=0112.370-0388.510 | Y=0213.190-0224.430 | Hoài Đức đoạn từ Đường 17 tháng 3 đến Đường Gia Canh có
P=1531 | X=0112.370-0305.980 | Y=0224.710-0235.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=1531 | X=0092.420-0109.060 | Y=0232.590-0241.910 | 284
P=1531 | X=0457.850-0468.970 | Y=0232.590-0241.910 | 90
P=1531 | X=0511.150-0522.270 | Y=0232.590-0241.910 | 50
P=1531 | X=0112.370-0389.800 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1531 | X=0112.370-0336.010 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1531 | X=0112.370-0397.630 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1531 | X=0112.370-0390.470 | Y=0289.300-0300.540 | Đường Trịnh Hoài Đức đoạn từ Đường 17 tháng 3 đến Đường
P=1531 | X=0112.370-0364.110 | Y=0300.820-0312.060 | Gia Canh có hiện trạng là đường nhựa, bê tông xi măng:
P=1531 | X=0092.420-0109.060 | Y=0308.700-0318.020 | 285
P=1531 | X=0452.090-0468.730 | Y=0308.700-0318.020 | 160
P=1531 | X=0505.390-0522.030 | Y=0308.700-0318.020 | 150
P=1531 | X=0112.370-0335.280 | Y=0318.340-0329.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1531 | X=0112.370-0389.560 | Y=0335.860-0347.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1531 | X=0112.370-0397.630 | Y=0353.860-0365.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1531 | X=0112.370-0390.470 | Y=0365.400-0376.640 | Đường Trịnh Hoài Đức đoạn từ Đường 17 tháng 3 đến Đường
P=1531 | X=0112.370-0364.090 | Y=0376.920-0388.160 | Gia Canh có hiện trạng là đường nhựa, bê tông xi măng:
P=1531 | X=0092.420-0335.540 | Y=0394.200-0408.520 | 286 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1531 | X=0452.090-0468.730 | Y=0399.200-0408.520 | 130
P=1531 | X=0505.390-0522.030 | Y=0399.200-0408.520 | 100
P=1531 | X=0112.370-0399.260 | Y=0411.720-0422.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1531 | X=0112.370-0165.330 | Y=0423.240-0434.480 | đến ≤600m.
P=1531 | X=0112.370-0335.540 | Y=0440.760-0452.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1531 | X=0112.370-0397.630 | Y=0458.780-0470.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1531 | X=0112.370-0390.470 | Y=0470.300-0481.540 | Đường Trịnh Hoài Đức đoạn từ Đường 17 tháng 3 đến Đường
P=1531 | X=0112.370-0364.090 | Y=0481.820-0493.060 | Gia Canh có hiện trạng là đường nhựa, bê tông xi măng:
P=1531 | X=0092.420-0109.060 | Y=0489.700-0499.020 | 287
P=1531 | X=0457.850-0468.970 | Y=0489.700-0499.020 | 90
P=1531 | X=0511.150-0522.270 | Y=0489.700-0499.020 | 50
P=1531 | X=0112.370-0389.800 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1531 | X=0112.370-0336.010 | Y=0516.860-0528.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1531 | X=0112.370-0189.270 | Y=0534.890-0546.130 | Đường Trạm y tế
P=1531 | X=0198.070-0279.300 | Y=0540.650-0551.890 | Quốc lộ 20 hướng
P=1531 | X=0292.200-0388.540 | Y=0542.530-0551.850 | Quốc lộ 20 (bên hông
P=1531 | X=0092.420-0192.630 | Y=0546.410-0557.650 | 288 cũ - Điện lực Định
P=1531 | X=0452.090-0468.730 | Y=0548.290-0557.610 | 570
P=1531 | X=0505.390-0522.030 | Y=0548.290-0557.610 | 500
P=1531 | X=0198.070-0269.460 | Y=0552.170-0563.410 | vào trạm y tế cũ
P=1531 | X=0292.200-0383.410 | Y=0552.170-0563.410 | Điện lực Định Quán)
P=1531 | X=0112.370-0136.930 | Y=0559.810-0569.130 | Quán
P=1531 | X=0112.370-0405.820 | Y=0575.930-0587.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trạm y tế
P=1531 | X=0112.370-0401.740 | Y=0587.450-0598.690 | cũ - Điện lực Định Quán đoạn từ Quốc lộ 20 hướng vào trạm y tế
P=1531 | X=0112.370-0406.780 | Y=0598.970-0610.210 | cũ đến Quốc lộ 20 (bên hông Điện lực Định Quán) có hiện trạng là
P=1531 | X=0092.420-0248.140 | Y=0610.250-0621.690 | 289 đường nhựa, bê tông xi măng:
P=1531 | X=0452.090-0468.730 | Y=0612.370-0621.690 | 380
P=1531 | X=0505.390-0522.030 | Y=0612.370-0621.690 | 350
P=1531 | X=0112.370-0335.280 | Y=0627.790-0639.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1531 | X=0112.370-0389.560 | Y=0645.310-0656.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1531 | X=0112.370-0405.820 | Y=0663.310-0674.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trạm y tế
P=1531 | X=0112.370-0401.740 | Y=0674.830-0686.070 | cũ - Điện lực Định Quán đoạn từ Quốc lộ 20 hướng vào trạm y tế
P=1531 | X=0092.420-0109.060 | Y=0682.470-0691.790 | 290
P=1531 | X=0452.090-0468.730 | Y=0682.470-0691.790 | 300
P=1531 | X=0505.390-0522.030 | Y=0682.470-0691.790 | 290
P=1531 | X=0112.370-0406.780 | Y=0686.350-0697.590 | cũ đến Quốc lộ 20 (bên hông Điện lực Định Quán) có hiện trạng là
P=1531 | X=0112.370-0248.140 | Y=0697.870-0709.110 | đường nhựa, bê tông xi măng:
P=1532 | X=0112.370-0335.540 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1532 | X=0112.370-0399.260 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1532 | X=0112.370-0165.330 | Y=0107.780-0119.020 | đền ≤600m.
P=1532 | X=0112.370-0335.540 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1532 | X=0112.370-0405.820 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trạm y tế
P=1532 | X=0112.370-0401.740 | Y=0154.850-0166.090 | cũ - Điện lực Định Quán đoạn từ Quốc lộ 20 hướng vào trạm y tế
P=1532 | X=0112.370-0406.780 | Y=0166.370-0177.610 | cũ đến Quốc lộ 20 (bên hông Điện lực Định Quán) có hiện trạng là
P=1532 | X=0092.420-0248.140 | Y=0177.650-0189.330 | 291 đường nhựa, bê tông xi măng:
P=1532 | X=0452.090-0468.730 | Y=0180.010-0189.330 | 220
P=1532 | X=0505.390-0522.030 | Y=0180.010-0189.330 | 220
P=1532 | X=0112.370-0389.800 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1532 | X=0112.370-0336.010 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1532 | X=0112.370-0397.630 | Y=0230.710-0241.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1532 | X=0112.370-0202.710 | Y=0242.230-0253.470 | Đường Trạm y tế cũ
P=1532 | X=0112.370-0401.740 | Y=0259.750-0270.990 | - Điện lực Định Quán đoạn từ Quốc lộ 20 hướng vào trạm y tế cũ
P=1532 | X=0092.420-0393.340 | Y=0271.270-0285.590 | 292 đến Quốc lộ 20 (bên hông Điện lực Định Quán) có hiện trạng là
P=1532 | X=0452.090-0468.730 | Y=0276.270-0285.590 | 380
P=1532 | X=0505.390-0522.030 | Y=0276.270-0285.590 | 350
P=1532 | X=0112.370-0248.140 | Y=0282.820-0294.060 | đường nhựa, bê tông xi măng:
P=1532 | X=0112.370-0335.280 | Y=0300.340-0311.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1532 | X=0112.370-0389.570 | Y=0317.860-0329.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1532 | X=0112.370-0397.630 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1532 | X=0112.370-0202.710 | Y=0347.380-0358.620 | Đường Trạm y tế cũ
P=1532 | X=0112.370-0401.740 | Y=0364.900-0376.140 | - Điện lực Định Quán đoạn từ Quốc lộ 20 hướng vào trạm y tế cũ
P=1532 | X=0112.370-0393.340 | Y=0376.200-0387.440 | đến Quốc lộ 20 (bên hông Điện lực Định Quán) có hiện trạng là
P=1532 | X=0112.370-0248.150 | Y=0387.720-0398.960 | đường nhựa, bê tông xi măng:
P=1532 | X=0092.420-0109.060 | Y=0395.600-0404.920 | 293
P=1532 | X=0452.090-0468.730 | Y=0395.600-0404.920 | 300
P=1532 | X=0505.390-0522.030 | Y=0395.600-0404.920 | 290
P=1532 | X=0112.370-0335.540 | Y=0405.240-0416.480 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1532 | X=0112.370-0399.260 | Y=0422.760-0434.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1532 | X=0112.370-0165.330 | Y=0434.280-0445.520 | đến ≤600m.
P=1532 | X=0112.370-0335.540 | Y=0451.820-0463.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1532 | X=0112.370-0397.630 | Y=0469.820-0481.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1532 | X=0112.370-0202.710 | Y=0481.340-0492.580 | Đường Trạm y tế cũ
P=1532 | X=0112.370-0401.740 | Y=0498.860-0510.100 | - Điện lực Định Quán đoạn từ Quốc lộ 20 hướng vào trạm y tế cũ
P=1532 | X=0092.420-0393.340 | Y=0510.380-0524.460 | 294 đến Quốc lộ 20 (bên hông Điện lực Định Quán) có hiện trạng là
P=1532 | X=0452.090-0468.730 | Y=0515.140-0524.460 | 220
P=1532 | X=0505.390-0522.030 | Y=0515.140-0524.460 | 220
P=1532 | X=0112.370-0248.140 | Y=0521.900-0533.140 | đường nhựa, bê tông xi măng:
P=1532 | X=0112.370-0389.800 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1532 | X=0112.370-0336.010 | Y=0556.970-0568.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1532 | X=0198.070-0287.700 | Y=0574.970-0586.210 | Đường Nguyễn Văn
P=1532 | X=0092.420-0171.910 | Y=0580.490-0591.730 | 295 Đường Thú y
P=1532 | X=0292.200-0399.730 | Y=0580.490-0591.730 | Đường Ngô Thời Nhiệm
P=1532 | X=0452.090-0468.730 | Y=0582.370-0591.690 | 270
P=1532 | X=0505.390-0522.030 | Y=0582.370-0591.690 | 230
P=1532 | X=0198.070-0217.110 | Y=0588.130-0597.450 | Linh
P=1532 | X=0112.370-0388.670 | Y=0604.250-0615.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thú y
P=1532 | X=0112.370-0404.360 | Y=0615.770-0627.010 | đoạn từ Đường Nguyễn Văn Linh đến Đường Ngô Thời Nhiệm có
P=1532 | X=0112.370-0305.980 | Y=0627.310-0638.550 | hiện trạng là đường nhựa, bê tông xi măng:
P=1532 | X=0092.420-0109.060 | Y=0635.190-0644.510 | 296
P=1532 | X=0452.090-0468.730 | Y=0635.190-0644.510 | 160
P=1532 | X=0505.390-0522.030 | Y=0635.190-0644.510 | 150
P=1532 | X=0112.370-0335.280 | Y=0644.830-0656.070 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1532 | X=0112.370-0389.560 | Y=0662.350-0673.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1532 | X=0112.370-0388.670 | Y=0680.350-0691.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thú y
P=1532 | X=0092.420-0404.360 | Y=0691.870-0703.110 | 297 đoạn từ Đường Nguyễn Văn Linh đến Đường Ngô Thời Nhiệm có
P=1532 | X=0452.090-0468.730 | Y=0693.750-0703.070 | 130
P=1532 | X=0505.390-0522.030 | Y=0693.750-0703.070 | 100
P=1532 | X=0112.370-0305.980 | Y=0703.410-0714.650 | hiện trạng là đường nhựa, bê tông xi măng:
P=1533 | X=0112.370-0335.540 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1533 | X=0112.370-0399.260 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1533 | X=0112.370-0165.330 | Y=0107.780-0119.020 | đến ≤600m.
P=1533 | X=0112.370-0335.540 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1533 | X=0112.370-0388.700 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thú y
P=1533 | X=0112.370-0404.360 | Y=0154.850-0166.090 | đoạn từ Đường Nguyễn Văn Linh đến Đường Ngô Thời Nhiệm có
P=1533 | X=0112.370-0305.980 | Y=0166.370-0177.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1533 | X=0092.420-0109.060 | Y=0174.250-0183.570 | 298
P=1533 | X=0457.850-0468.970 | Y=0174.250-0183.570 | 90
P=1533 | X=0511.150-0522.270 | Y=0174.250-0183.570 | 50
P=1533 | X=0112.370-0389.800 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1533 | X=0112.370-0336.010 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1533 | X=0112.370-0397.630 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1533 | X=0112.370-0398.150 | Y=0230.710-0241.950 | Đường Thú y đoạn từ Đường Nguyễn Văn Linh đến Đường Ngô
P=1533 | X=0112.370-0373.940 | Y=0242.230-0253.470 | Thời Nhiệm có hiện trạng là đường nhựa, bê tông xi măng:
