TABLE=038 | AREA=Xã Bình Minh | SECTION=agricultural | SEGMENTS=2
P=1358 | X=0117.170-0344.170 | Y=0585.290-0596.530 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1358 | X=0097.970-0109.090 | Y=0593.170-0602.490 | 46
P=1358 | X=0453.050-0469.690 | Y=0593.170-0602.490 | 250
P=1358 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 230
P=1358 | X=0117.170-0402.980 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1358 | X=0117.170-0340.810 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1358 | X=0117.170-0402.430 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1358 | X=0117.170-0406.780 | Y=0649.630-0660.870 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1358 | X=0117.170-0384.920 | Y=0661.150-0672.390 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=1358 | X=0097.970-0145.170 | Y=0672.670-0684.110 | 47 măng:
P=1358 | X=0453.050-0469.690 | Y=0674.790-0684.110 | 480
P=1358 | X=0505.390-0522.030 | Y=0674.790-0684.110 | 430
P=1358 | X=0117.170-0348.250 | Y=0690.190-0701.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1358 | X=0117.170-0394.360 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1359 | X=0117.170-0402.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1359 | X=0117.170-0406.780 | Y=0090.020-0101.260 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1359 | X=0117.170-0384.920 | Y=0101.540-0112.780 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=1359 | X=0117.170-0145.170 | Y=0113.060-0124.300 | măng:
P=1359 | X=0097.970-0348.720 | Y=0129.610-0141.850 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1359 | X=0453.050-0469.690 | Y=0129.610-0138.930 | 370
P=1359 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 330
P=1359 | X=0117.170-0404.060 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1359 | X=0117.170-0178.290 | Y=0159.410-0170.650 | đến ≤1.000m.
P=1359 | X=0117.170-0340.340 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1359 | X=0117.170-0402.430 | Y=0194.690-0205.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1359 | X=0117.170-0406.780 | Y=0206.230-0217.470 | Đường Bắc Sơn - Long Thành đoạn từ Đường sắt đến Giáp ranh
P=1359 | X=0117.170-0384.920 | Y=0217.750-0228.990 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=1359 | X=0097.970-0145.170 | Y=0229.270-0240.710 | 49 măng:
P=1359 | X=0453.050-0469.690 | Y=0231.390-0240.710 | 250
P=1359 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 230
P=1359 | X=0117.170-0402.980 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1359 | X=0117.170-0340.810 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1359 | X=0315.240-0409.900 | Y=0283.980-0293.300 | Ranh Cụm làng nghề
P=1359 | X=0097.970-0176.070 | Y=0293.620-0304.860 | 50 Đường số 69
P=1359 | X=0223.030-0266.100 | Y=0295.500-0304.820 | Quốc lộ 1
P=1359 | X=0315.240-0404.370 | Y=0295.500-0304.820 | gỗ mỹ nghệ xã Bình
P=1359 | X=0453.050-0469.690 | Y=0295.500-0304.820 | 670
P=1359 | X=0505.390-0522.030 | Y=0295.500-0304.820 | 600
P=1359 | X=0315.240-0337.150 | Y=0307.020-0316.340 | Minh
P=1359 | X=0117.170-0392.620 | Y=0322.900-0334.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 69
P=1359 | X=0117.170-0406.040 | Y=0334.420-0345.660 | đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ nghệ xã Bình
P=1359 | X=0117.170-0348.500 | Y=0345.700-0356.940 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1359 | X=0097.970-0109.090 | Y=0353.580-0362.900 | 51
P=1359 | X=0453.050-0469.690 | Y=0353.580-0362.900 | 450
P=1359 | X=0505.390-0522.030 | Y=0353.580-0362.900 | 400
P=1359 | X=0117.170-0348.250 | Y=0363.220-0374.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1359 | X=0117.170-0382.080 | Y=0380.760-0392.000 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1359 | X=0117.170-0392.620 | Y=0398.520-0409.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 69
P=1359 | X=0117.170-0406.040 | Y=0410.040-0421.280 | đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ nghệ xã Bình
P=1359 | X=0117.170-0348.500 | Y=0421.560-0432.800 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1359 | X=0097.970-0348.720 | Y=0439.080-0453.160 | 52 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1359 | X=0453.050-0469.690 | Y=0443.840-0453.160 | 350
P=1359 | X=0505.390-0522.030 | Y=0443.840-0453.160 | 320
P=1359 | X=0117.170-0404.060 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1359 | X=0117.170-0178.290 | Y=0468.140-0479.380 | đến ≤1.000m.
P=1359 | X=0117.170-0340.340 | Y=0485.660-0496.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1359 | X=0117.170-0392.620 | Y=0503.420-0514.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 69
P=1359 | X=0117.170-0406.040 | Y=0514.940-0526.180 | đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ nghệ xã Bình
P=1359 | X=0117.170-0348.500 | Y=0526.220-0537.460 | Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1359 | X=0097.970-0109.090 | Y=0534.100-0543.420 | 53
P=1359 | X=0453.050-0469.690 | Y=0534.100-0543.420 | 230
P=1359 | X=0505.390-0522.030 | Y=0534.100-0543.420 | 210
P=1359 | X=0117.170-0402.980 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1359 | X=0117.170-0340.810 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1359 | X=0117.170-0402.430 | Y=0579.050-0590.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1359 | X=0117.170-0405.980 | Y=0590.570-0601.810 | Đường số 69 đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ
P=1359 | X=0117.170-0410.190 | Y=0602.090-0613.330 | nghệ xã Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1359 | X=0097.970-0109.090 | Y=0609.970-0619.290 | 54
P=1359 | X=0453.050-0469.690 | Y=0609.970-0619.290 | 450
P=1359 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 400
P=1359 | X=0117.170-0348.250 | Y=0619.630-0630.870 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1359 | X=0117.170-0394.360 | Y=0637.150-0648.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1359 | X=0117.170-0402.430 | Y=0654.910-0666.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1359 | X=0117.170-0405.980 | Y=0666.430-0677.670 | Đường số 69 đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ
P=1359 | X=0097.970-0410.190 | Y=0676.950-0689.190 | 55 nghệ xã Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1359 | X=0453.050-0469.690 | Y=0676.950-0686.270 | 350
P=1359 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 320
P=1359 | X=0117.170-0348.730 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1360 | X=0117.170-0404.060 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1360 | X=0117.170-0178.290 | Y=0090.020-0101.260 | đến ≤1.000m.
P=1360 | X=0117.170-0340.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1360 | X=0117.170-0402.430 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1360 | X=0117.170-0405.980 | Y=0136.850-0148.090 | Đường số 69 đoạn từ Quốc lộ 1 đến Ranh Cụm làng nghề gỗ mỹ
P=1360 | X=0117.170-0410.190 | Y=0148.370-0159.610 | nghệ xã Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1360 | X=0097.970-0109.090 | Y=0156.250-0165.570 | 56
P=1360 | X=0453.050-0469.690 | Y=0156.250-0165.570 | 230
P=1360 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 210
P=1360 | X=0117.170-0402.980 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1360 | X=0117.170-0340.810 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1360 | X=0117.170-0201.250 | Y=0200.950-0212.190 | Đường Võ Nguyên
P=1360 | X=0315.240-0397.660 | Y=0200.950-0212.190 | Giáp ranh phường
P=1360 | X=0097.970-0109.090 | Y=0208.590-0217.910 | 57
P=1360 | X=0223.030-0266.100 | Y=0208.590-0217.910 | Quốc lộ 1
P=1360 | X=0453.050-0469.690 | Y=0208.590-0217.910 | 730
P=1360 | X=0505.390-0522.030 | Y=0208.590-0217.910 | 650
P=1360 | X=0315.240-0365.980 | Y=0212.470-0223.710 | Phước Tân
P=1360 | X=0117.170-0138.600 | Y=0214.350-0223.670 | Giáp
P=1360 | X=0117.170-0380.630 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1360 | X=0117.170-0396.380 | Y=0241.750-0252.990 | Nguyên Giáp đoạn từ Quốc lộ 1 đến Giáp ranh phường Phước
P=1360 | X=0117.170-0344.170 | Y=0253.270-0264.510 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1360 | X=0097.970-0109.090 | Y=0261.150-0270.470 | 58
P=1360 | X=0453.050-0469.690 | Y=0261.150-0270.470 | 500
P=1360 | X=0505.390-0522.030 | Y=0261.150-0270.470 | 450
P=1360 | X=0117.170-0348.250 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1360 | X=0117.170-0382.080 | Y=0288.340-0299.580 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1360 | X=0117.170-0380.630 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1360 | X=0117.170-0396.380 | Y=0317.620-0328.860 | Nguyên Giáp đoạn từ Quốc lộ 1 đến Giáp ranh phường Phước
P=1360 | X=0117.170-0344.170 | Y=0329.140-0340.380 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1360 | X=0097.970-0348.720 | Y=0346.660-0360.740 | 59 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1360 | X=0453.050-0469.690 | Y=0351.420-0360.740 | 400
P=1360 | X=0505.390-0522.030 | Y=0351.420-0360.740 | 350
P=1360 | X=0117.170-0404.060 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1360 | X=0117.170-0178.290 | Y=0375.480-0386.720 | đến ≤1.000m.
P=1360 | X=0117.170-0340.340 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1360 | X=0117.170-0380.630 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=1360 | X=0117.170-0396.380 | Y=0422.280-0433.520 | Nguyên Giáp đoạn từ Quốc lộ 1 đến Giáp ranh phường Phước
P=1360 | X=0117.170-0344.170 | Y=0433.800-0445.040 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1360 | X=0097.970-0109.090 | Y=0441.680-0451.000 | 60
P=1360 | X=0453.050-0469.690 | Y=0441.680-0451.000 | 290
P=1360 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 260
P=1360 | X=0117.170-0402.980 | Y=0451.340-0462.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1360 | X=0117.170-0340.810 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1360 | X=0117.170-0402.430 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1360 | X=0117.170-0412.300 | Y=0498.140-0509.380 | Đường Võ Nguyên Giáp đoạn từ Quốc lộ 1 đến Giáp ranh phường
P=1360 | X=0117.170-0377.090 | Y=0509.660-0520.900 | Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1360 | X=0097.970-0109.090 | Y=0517.540-0526.860 | 61
P=1360 | X=0453.050-0469.690 | Y=0517.540-0526.860 | 500
P=1360 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 450
P=1360 | X=0117.170-0348.250 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1360 | X=0117.170-0394.360 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1360 | X=0117.170-0402.460 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1360 | X=0117.170-0412.300 | Y=0573.770-0585.010 | Đường Võ Nguyên Giáp đoạn từ Quốc lộ 1 đến Giáp ranh phường
P=1360 | X=0117.170-0377.090 | Y=0585.290-0596.530 | Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1360 | X=0097.970-0348.720 | Y=0602.810-0617.130 | 62 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1360 | X=0453.050-0469.690 | Y=0607.810-0617.130 | 400
P=1360 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 350
P=1360 | X=0117.170-0404.060 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1360 | X=0117.170-0178.290 | Y=0631.870-0643.110 | đến ≤1.000m.
P=1360 | X=0117.170-0340.340 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1360 | X=0117.170-0402.430 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1360 | X=0117.170-0412.300 | Y=0678.670-0689.910 | Đường Võ Nguyên Giáp đoạn từ Quốc lộ 1 đến Giáp ranh phường
P=1360 | X=0097.970-0377.090 | Y=0689.190-0701.430 | 63 Phước Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=1360 | X=0453.050-0469.690 | Y=0689.190-0698.510 | 290
P=1360 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 260
P=1360 | X=0117.170-0402.980 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1361 | X=0117.170-0340.810 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1361 | X=0223.030-0394.220 | Y=0096.260-0107.500 | Đường Võ Nguyên Đường Bắc Hòa -
P=1361 | X=0097.970-0176.070 | Y=0102.020-0113.260 | 64 Đường số 25
P=1361 | X=0453.050-0469.690 | Y=0103.900-0113.220 | 670
P=1361 | X=0505.390-0522.030 | Y=0103.900-0113.220 | 600
P=1361 | X=0315.240-0354.900 | Y=0107.780-0119.020 | Phú Sơn
P=1361 | X=0223.030-0244.460 | Y=0109.660-0118.980 | Giáp
P=1361 | X=0117.170-0392.620 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 25
P=1361 | X=0117.170-0405.570 | Y=0137.090-0148.330 | đoạn từ Đường Võ Nguyên Giáp đến Đường Bắc Hòa - Phú Sơn
P=1361 | X=0117.170-0324.020 | Y=0148.610-0159.850 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1361 | X=0097.970-0109.090 | Y=0156.490-0165.810 | 65
P=1361 | X=0453.050-0469.690 | Y=0156.490-0165.810 | 450
P=1361 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 400
P=1361 | X=0117.170-0348.250 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1361 | X=0117.170-0382.080 | Y=0183.410-0194.650 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1361 | X=0117.170-0392.620 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 25
P=1361 | X=0117.170-0405.570 | Y=0212.710-0223.950 | đoạn từ Đường Võ Nguyên Giáp đến Đường Bắc Hòa - Phú Sơn
P=1361 | X=0117.170-0324.020 | Y=0224.230-0235.470 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1361 | X=0097.970-0348.720 | Y=0241.750-0256.070 | 66 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1361 | X=0453.050-0469.690 | Y=0246.750-0256.070 | 350
P=1361 | X=0505.390-0522.030 | Y=0246.750-0256.070 | 320
P=1361 | X=0117.170-0404.060 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1361 | X=0117.170-0178.290 | Y=0270.790-0282.030 | đến ≤1.000m.
P=1361 | X=0117.170-0340.360 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1361 | X=0117.170-0392.620 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 25
P=1361 | X=0117.170-0405.570 | Y=0317.620-0328.860 | đoạn từ Đường Võ Nguyên Giáp đến Đường Bắc Hòa - Phú Sơn
P=1361 | X=0117.170-0324.020 | Y=0329.140-0340.380 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1361 | X=0097.970-0109.090 | Y=0337.020-0346.340 | 67
P=1361 | X=0453.050-0469.690 | Y=0337.020-0346.340 | 230
P=1361 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 210
P=1361 | X=0117.170-0402.980 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1361 | X=0117.170-0340.810 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1361 | X=0117.170-0402.430 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1361 | X=0117.170-0398.060 | Y=0393.240-0404.480 | Đường số 25 đoạn từ Đường Võ Nguyên Giáp đến Đường Bắc
P=1361 | X=0117.170-0393.400 | Y=0404.760-0416.000 | Hòa - Phú Sơn có hiện trạng là đường nhựa, bê tông xi măng:
P=1361 | X=0097.970-0109.090 | Y=0412.640-0421.960 | 68
P=1361 | X=0453.050-0469.690 | Y=0412.640-0421.960 | 450
P=1361 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 400
P=1361 | X=0117.170-0348.260 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1361 | X=0117.170-0394.360 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1361 | X=0117.170-0402.430 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1361 | X=0117.170-0398.060 | Y=0469.100-0480.340 | Đường số 25 đoạn từ Đường Võ Nguyên Giáp đến Đường Bắc
P=1361 | X=0117.170-0393.420 | Y=0480.620-0491.860 | Hòa - Phú Sơn có hiện trạng là đường nhựa, bê tông xi măng:
P=1361 | X=0097.970-0348.720 | Y=0498.140-0512.220 | 69 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1361 | X=0453.050-0469.690 | Y=0502.900-0512.220 | 350
P=1361 | X=0505.390-0522.030 | Y=0502.900-0512.220 | 320
P=1361 | X=0117.170-0404.060 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1361 | X=0117.170-0178.290 | Y=0527.180-0538.420 | đến ≤1.000m.
P=1361 | X=0117.170-0340.340 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1361 | X=0117.170-0402.430 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1361 | X=0117.170-0398.060 | Y=0573.770-0585.010 | Đường số 25 đoạn từ Đường Võ Nguyên Giáp đến Đường Bắc
P=1361 | X=0117.170-0393.400 | Y=0585.290-0596.530 | Hòa - Phú Sơn có hiện trạng là đường nhựa, bê tông xi măng:
P=1361 | X=0097.970-0109.090 | Y=0593.170-0602.490 | 70
P=1361 | X=0453.050-0469.690 | Y=0593.170-0602.490 | 230
P=1361 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 210
P=1361 | X=0117.170-0402.980 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1361 | X=0117.170-0340.810 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1361 | X=0117.170-0199.990 | Y=0638.110-0649.350 | Đường Bình Minh-
