TABLE=017 | AREA=Xã Đại Phước | SECTION=agricultural | SEGMENTS=1
P=0536 | X=0126.050-0408.940 | Y=0154.850-0166.090 | Văn Thì đoạn từ Đường Lý Thái Tổ đến Đường Nguyễn Văn Trị
P=0536 | X=0126.050-0332.900 | Y=0166.370-0177.610 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0536 | X=0099.410-0116.050 | Y=0174.250-0183.570 | 137
P=0536 | X=0453.530-0470.170 | Y=0174.250-0183.570 | 180
P=0536 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 180
P=0536 | X=0126.050-0411.860 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0536 | X=0126.050-0349.690 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0536 | X=0126.050-0411.310 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0536 | X=0126.050-0405.580 | Y=0230.710-0241.950 | Đường Dương Văn Thì đoạn từ Đường Lý Thái Tổ đến Đường
P=0536 | X=0126.050-0405.150 | Y=0242.230-0253.470 | Nguyễn Văn Trị có hiện trạng là đường nhựa, bê tông xi măng:
P=0536 | X=0099.410-0116.050 | Y=0250.110-0259.430 | 138
P=0536 | X=0453.530-0470.170 | Y=0250.110-0259.430 | 400
P=0536 | X=0505.390-0522.030 | Y=0250.110-0259.430 | 360
P=0536 | X=0126.050-0357.130 | Y=0259.750-0270.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0536 | X=0126.050-0403.240 | Y=0277.270-0288.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0536 | X=0126.050-0411.310 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0536 | X=0126.050-0405.580 | Y=0306.820-0318.060 | Đường Dương Văn Thì đoạn từ Đường Lý Thái Tổ đến Đường
P=0536 | X=0126.050-0405.150 | Y=0318.340-0329.580 | Nguyễn Văn Trị có hiện trạng là đường nhựa, bê tông xi măng:
P=0536 | X=0099.410-0357.600 | Y=0335.860-0349.940 | 139 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0536 | X=0453.530-0470.170 | Y=0340.620-0349.940 | 290
P=0536 | X=0505.390-0522.030 | Y=0340.620-0349.940 | 250
P=0536 | X=0126.050-0412.940 | Y=0353.380-0364.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0536 | X=0126.050-0187.170 | Y=0364.900-0376.140 | đến ≤1.000m.
P=0536 | X=0126.050-0349.220 | Y=0382.200-0393.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0536 | X=0126.050-0411.310 | Y=0400.200-0411.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0536 | X=0126.050-0405.580 | Y=0411.720-0422.960 | Đường Dương Văn Thì đoạn từ Đường Lý Thái Tổ đến Đường
P=0536 | X=0126.050-0405.150 | Y=0423.240-0434.480 | Nguyễn Văn Trị có hiện trạng là đường nhựa, bê tông xi măng:
P=0536 | X=0099.410-0116.050 | Y=0431.120-0440.440 | 140
P=0536 | X=0453.530-0470.170 | Y=0431.120-0440.440 | 180
P=0536 | X=0505.390-0522.030 | Y=0431.120-0440.440 | 180
P=0536 | X=0126.050-0411.860 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0536 | X=0126.050-0349.690 | Y=0458.300-0469.540 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0536 | X=0318.120-0412.780 | Y=0476.300-0487.540 | Giáp sông Cái xã Đại
P=0536 | X=0099.410-0191.750 | Y=0482.060-0493.300 | 141 Đường Vàm Ô
P=0536 | X=0223.750-0305.720 | Y=0482.060-0493.300 | Đường Lý Thái Tổ
P=0536 | X=0453.530-0470.170 | Y=0483.940-0493.260 | 600
P=0536 | X=0505.390-0522.030 | Y=0483.940-0493.260 | 530
P=0536 | X=0318.120-0348.840 | Y=0487.820-0499.060 | Phước
P=0536 | X=0126.050-0408.300 | Y=0505.820-0517.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vàm Ô
P=0536 | X=0126.050-0408.690 | Y=0517.340-0528.580 | đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã Đại Phước có
P=0536 | X=0126.050-0319.690 | Y=0528.860-0540.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0536 | X=0099.410-0116.050 | Y=0536.770-0546.090 | 142
P=0536 | X=0453.530-0470.170 | Y=0536.770-0546.090 | 400
P=0536 | X=0505.390-0522.030 | Y=0536.770-0546.090 | 360
P=0536 | X=0126.050-0357.130 | Y=0546.410-0557.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0536 | X=0126.050-0403.240 | Y=0563.930-0575.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0536 | X=0126.050-0408.280 | Y=0581.930-0593.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vàm Ô
P=0536 | X=0126.050-0408.690 | Y=0593.450-0604.690 | đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã Đại Phước có
P=0536 | X=0126.050-0319.690 | Y=0604.970-0616.210 | hiện trạng là đường nhựa, bê tông xi măng:
P=0536 | X=0099.410-0357.600 | Y=0622.270-0636.590 | 143 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0536 | X=0453.530-0470.170 | Y=0627.270-0636.590 | 290
P=0536 | X=0505.390-0522.030 | Y=0627.270-0636.590 | 250
P=0536 | X=0126.050-0412.950 | Y=0639.790-0651.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0536 | X=0126.050-0187.170 | Y=0651.310-0662.550 | đến ≤1.000m.
P=0536 | X=0126.050-0349.220 | Y=0668.830-0680.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0536 | X=0126.050-0408.280 | Y=0686.830-0698.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vàm Ô
P=0536 | X=0099.410-0116.050 | Y=0694.470-0703.790 | 144
P=0536 | X=0453.530-0470.170 | Y=0694.470-0703.790 | 180
P=0536 | X=0505.390-0522.030 | Y=0694.470-0703.790 | 180
P=0536 | X=0126.050-0408.690 | Y=0698.350-0709.590 | đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã Đại Phước có
P=0537 | X=0126.050-0319.690 | Y=0072.740-0083.980 | hiện trạng là đường nhựa, bê tông xi măng:
P=0537 | X=0126.050-0411.860 | Y=0090.260-0101.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0537 | X=0126.050-0349.690 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0537 | X=0126.050-0411.310 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0537 | X=0126.050-0412.500 | Y=0137.330-0148.570 | Đường Vàm Ô đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã
P=0537 | X=0126.050-0383.790 | Y=0148.850-0160.090 | Đại Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0537 | X=0099.410-0116.050 | Y=0156.730-0166.050 | 145
P=0537 | X=0453.530-0470.170 | Y=0156.730-0166.050 | 400
P=0537 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 360
P=0537 | X=0126.050-0357.130 | Y=0166.370-0177.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0537 | X=0126.050-0403.240 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0537 | X=0126.050-0411.310 | Y=0201.670-0212.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0537 | X=0126.050-0412.530 | Y=0213.190-0224.430 | Đường Vàm Ô đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã
P=0537 | X=0126.050-0383.790 | Y=0224.710-0235.950 | Đại Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0537 | X=0099.410-0357.600 | Y=0242.230-0256.550 | 146 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0537 | X=0453.530-0470.170 | Y=0247.230-0256.550 | 290
P=0537 | X=0505.390-0522.030 | Y=0247.230-0256.550 | 250
P=0537 | X=0126.050-0412.940 | Y=0259.750-0270.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0537 | X=0126.050-0187.170 | Y=0271.270-0282.510 | đến ≤1.000m.
P=0537 | X=0126.050-0349.220 | Y=0288.820-0300.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0537 | X=0126.050-0411.310 | Y=0306.820-0318.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0537 | X=0126.050-0412.500 | Y=0318.340-0329.580 | Đường Vàm Ô đoạn từ Đường Lý Thái Tổ đến Giáp sông Cái xã
P=0537 | X=0126.050-0383.790 | Y=0329.860-0341.100 | Đại Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0537 | X=0099.410-0116.050 | Y=0337.740-0347.060 | 147
P=0537 | X=0453.530-0470.170 | Y=0337.740-0347.060 | 180
P=0537 | X=0505.390-0522.030 | Y=0337.740-0347.060 | 180
P=0537 | X=0126.050-0411.860 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0537 | X=0126.050-0349.690 | Y=0364.900-0376.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0537 | X=0318.120-0401.110 | Y=0384.800-0394.120 | Ngã ba Thánh thất
P=0537 | X=0099.410-0305.720 | Y=0388.680-0399.920 | 148 Đường đê Ông Kèo Đường Lý Thái Tổ
P=0537 | X=0453.530-0470.170 | Y=0390.560-0399.880 | 670
P=0537 | X=0505.390-0522.030 | Y=0390.560-0399.880 | 600
P=0537 | X=0318.120-0358.280 | Y=0396.080-0405.400 | Phú Hữu
P=0537 | X=0126.050-0410.140 | Y=0412.200-0423.440 | Các tuyến đường giao thông đầu nối trực tiếp ra Đường đê Ông
P=0537 | X=0126.050-0413.750 | Y=0423.720-0434.960 | Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh thất Phú Hữu
P=0537 | X=0126.050-0332.900 | Y=0435.240-0446.480 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0537 | X=0099.410-0116.050 | Y=0443.120-0452.440 | 149
P=0537 | X=0453.530-0470.170 | Y=0443.120-0452.440 | 450
P=0537 | X=0505.390-0522.030 | Y=0443.120-0452.440 | 400
P=0537 | X=0126.050-0357.130 | Y=0452.780-0464.020 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0537 | X=0126.050-0403.240 | Y=0470.300-0481.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0537 | X=0126.050-0410.140 | Y=0488.300-0499.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông
P=0537 | X=0126.050-0413.750 | Y=0499.820-0511.060 | Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh thất Phú Hữu
P=0537 | X=0126.050-0332.920 | Y=0511.340-0522.580 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0537 | X=0099.410-0357.600 | Y=0528.860-0542.940 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0537 | X=0453.530-0470.170 | Y=0533.620-0542.940 | 350
P=0537 | X=0505.390-0522.030 | Y=0533.620-0542.940 | 320
P=0537 | X=0126.050-0412.940 | Y=0546.410-0557.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0537 | X=0126.050-0187.170 | Y=0557.930-0569.170 | đến ≤1.000m.
P=0537 | X=0126.050-0349.220 | Y=0575.450-0586.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0537 | X=0126.050-0410.140 | Y=0593.450-0604.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông
P=0537 | X=0126.050-0413.750 | Y=0604.970-0616.210 | Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba Thánh thất Phú Hữu
P=0537 | X=0126.050-0332.910 | Y=0616.270-0627.510 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0537 | X=0099.410-0116.050 | Y=0624.150-0633.470 | 151
P=0537 | X=0453.530-0470.170 | Y=0624.150-0633.470 | 220
P=0537 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 200
P=0537 | X=0126.050-0411.860 | Y=0633.790-0645.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0537 | X=0126.050-0349.690 | Y=0651.310-0662.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0537 | X=0126.050-0411.310 | Y=0669.310-0680.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0537 | X=0126.050-0389.960 | Y=0680.830-0692.070 | Đường đê Ông Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba
P=0537 | X=0099.410-0116.060 | Y=0688.470-0697.790 | 152
P=0537 | X=0453.530-0470.170 | Y=0688.470-0697.790 | 450
P=0537 | X=0505.390-0522.030 | Y=0688.470-0697.790 | 400
P=0537 | X=0126.050-0395.720 | Y=0692.350-0703.590 | Thánh thất Phú Hữu có hiện trạng là đường nhựa, bê tông xi
P=0537 | X=0126.050-0154.050 | Y=0703.890-0715.130 | măng:
P=0538 | X=0126.050-0357.130 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0538 | X=0126.050-0403.240 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0538 | X=0126.050-0411.310 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0538 | X=0126.050-0389.960 | Y=0125.810-0137.050 | Đường đê Ông Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba
P=0538 | X=0126.050-0395.720 | Y=0137.330-0148.570 | Thánh thất Phú Hữu có hiện trạng là đường nhựa, bê tông xi
P=0538 | X=0126.050-0154.050 | Y=0148.850-0160.090 | măng:
P=0538 | X=0099.410-0357.600 | Y=0165.370-0177.610 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0538 | X=0453.530-0470.170 | Y=0165.370-0174.690 | 350
P=0538 | X=0505.390-0522.030 | Y=0165.370-0174.690 | 320
P=0538 | X=0126.050-0412.940 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0538 | X=0126.050-0187.170 | Y=0195.170-0206.410 | đến ≤1.000m.
P=0538 | X=0126.050-0349.220 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0538 | X=0126.050-0411.340 | Y=0230.710-0241.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0538 | X=0126.050-0389.960 | Y=0242.230-0253.470 | Đường đê Ông Kèo đoạn từ Đường Lý Thái Tổ đến Ngã ba
P=0538 | X=0126.050-0395.720 | Y=0253.750-0264.990 | Thánh thất Phú Hữu có hiện trạng là đường nhựa, bê tông xi
P=0538 | X=0099.410-0154.050 | Y=0265.270-0276.710 | 154 măng:
P=0538 | X=0453.530-0470.170 | Y=0267.390-0276.710 | 220
P=0538 | X=0505.390-0522.030 | Y=0267.390-0276.710 | 200
P=0538 | X=0126.050-0411.860 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0538 | X=0126.050-0349.690 | Y=0300.340-0311.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0538 | X=0223.750-0387.570 | Y=0318.340-0329.580 | Ngã ba Thánh Thất Hết ranh xã Đại
P=0538 | X=0099.410-0213.960 | Y=0324.100-0335.340 | 155 Đường đê Ông Kèo
P=0538 | X=0453.530-0470.170 | Y=0325.980-0335.300 | 670
P=0538 | X=0505.390-0522.030 | Y=0325.980-0335.300 | 600
P=0538 | X=0318.120-0348.840 | Y=0329.860-0341.100 | Phước
P=0538 | X=0223.750-0263.940 | Y=0331.740-0341.060 | Phú Hữu
P=0538 | X=0126.050-0410.140 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông
P=0538 | X=0126.050-0403.180 | Y=0359.380-0370.620 | Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến hết ranh xã Đại
P=0538 | X=0126.050-0366.280 | Y=0370.920-0382.160 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0538 | X=0099.410-0116.050 | Y=0378.800-0388.120 | 156
P=0538 | X=0453.530-0470.170 | Y=0378.800-0388.120 | 450
P=0538 | X=0505.390-0522.030 | Y=0378.800-0388.120 | 400
P=0538 | X=0126.050-0357.130 | Y=0388.200-0399.440 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0538 | X=0126.050-0403.240 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0538 | X=0126.050-0413.020 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực, tiếp ra Đường đê Ông
P=0538 | X=0126.050-0404.860 | Y=0435.240-0446.480 | Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến Hết ranh xã Đại
P=0538 | X=0126.050-0366.250 | Y=0446.760-0458.000 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0538 | X=0099.410-0357.600 | Y=0464.300-0478.620 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0538 | X=0453.530-0470.170 | Y=0469.300-0478.620 | 350
P=0538 | X=0505.390-0522.030 | Y=0469.300-0478.620 | 320
P=0538 | X=0126.050-0412.940 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0538 | X=0126.050-0187.170 | Y=0493.340-0504.580 | đến ≤1.000m.
P=0538 | X=0126.050-0349.220 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0538 | X=0126.050-0410.140 | Y=0528.860-0540.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường đê Ông
P=0538 | X=0126.050-0404.860 | Y=0540.410-0551.650 | Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến Hết ranh xã Đại
P=0538 | X=0126.050-0366.270 | Y=0551.930-0563.170 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0538 | X=0099.410-0116.050 | Y=0559.810-0569.130 | 158
P=0538 | X=0453.530-0470.170 | Y=0559.810-0569.130 | 220
P=0538 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 200
P=0538 | X=0128.930-0408.500 | Y=0569.450-0580.690 | Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0538 | X=0126.050-0349.690 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0538 | X=0126.050-0411.310 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0538 | X=0126.050-0402.470 | Y=0616.270-0627.510 | Đường đê Ông Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến
P=0538 | X=0126.050-0407.710 | Y=0627.790-0639.030 | Hết ranh xã Đại Phước có hiện trạng là đường nhựa, bê tông xi
P=0538 | X=0099.410-0154.050 | Y=0639.310-0650.750 | 159 măng:
P=0538 | X=0453.530-0470.170 | Y=0641.430-0650.750 | 450
P=0538 | X=0505.390-0522.030 | Y=0641.430-0650.750 | 400
P=0538 | X=0126.050-0357.130 | Y=0656.830-0668.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0538 | X=0126.050-0403.240 | Y=0674.350-0685.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0538 | X=0126.050-0411.310 | Y=0692.350-0703.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0538 | X=0099.410-0116.050 | Y=0699.990-0709.310 | 160
P=0538 | X=0453.530-0470.170 | Y=0699.990-0709.310 | 350
P=0538 | X=0505.390-0522.030 | Y=0699.990-0709.310 | 320
P=0538 | X=0126.050-0402.470 | Y=0703.890-0715.130 | Đường đê Ông Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến
P=0539 | X=0126.050-0407.710 | Y=0072.740-0083.980 | Hết ranh xã Đại Phước có hiện trạng là đường nhựa, bê tông xi
P=0539 | X=0126.050-0154.050 | Y=0084.260-0095.500 | măng:
P=0539 | X=0126.050-0357.600 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0539 | X=0126.050-0412.940 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0539 | X=0126.050-0187.170 | Y=0130.850-0142.090 | đến ≤1.000m.
P=0539 | X=0126.050-0349.220 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0539 | X=0126.050-0411.310 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0539 | X=0126.050-0402.470 | Y=0177.650-0188.890 | Đường đê Ông Kèo đoạn từ Ngã ba Thánh Thất Phú Hữu đến
P=0539 | X=0126.050-0407.710 | Y=0189.170-0200.410 | Hết ranh xã Đại Phước có hiện trạng là đường nhựa, bê tông xi
