TABLE=023 | AREA=Phường Bình Lộc | SECTION=agricultural | SEGMENTS=1
P=0831 | X=0113.570-0365.780 | Y=0225.430-0236.670 | ba Núi Le có hiện trạng là đường nhựa, bê tông xi măng:
P=0831 | X=0092.900-0109.540 | Y=0233.310-0242.630 | 700
P=0831 | X=0460.010-0476.650 | Y=0233.310-0242.630 | 310
P=0831 | X=0496.750-0513.390 | Y=0233.310-0242.630 | 200
P=0831 | X=0113.570-0391.000 | Y=0242.950-0254.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0831 | X=0113.570-0339.860 | Y=0260.470-0271.710 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0831 | X=0358.220-0441.580 | Y=0280.590-0289.910 | Giáp ranh xã Xuân
P=0831 | X=0092.900-0256.170 | Y=0284.500-0295.740 | 701 Đường Ngô Gia Tự (song hành)
P=0831 | X=0272.740-0336.890 | Y=0286.380-0295.700 | Ngã ba Núi Le
P=0831 | X=0460.010-0476.650 | Y=0286.380-0295.700 | 760
P=0831 | X=0496.750-0513.390 | Y=0286.380-0295.700 | 470
P=0831 | X=0358.220-0376.550 | Y=0292.140-0301.460 | Hòa
P=0831 | X=0113.570-0444.750 | Y=0308.500-0319.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Gia Tự (song
P=0831 | X=0113.570-0441.360 | Y=0320.020-0331.260 | hành) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân Hòa có hiện trạng là
P=0831 | X=0113.570-0249.340 | Y=0331.540-0342.780 | đường nhựa, bê tông xi măng:
P=0831 | X=0092.900-0109.540 | Y=0339.420-0348.740 | 702
P=0831 | X=0460.010-0476.650 | Y=0339.420-0348.740 | 460
P=0831 | X=0496.750-0513.390 | Y=0339.420-0348.740 | 290
P=0831 | X=0113.570-0336.480 | Y=0349.060-0360.300 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0831 | X=0113.570-0390.760 | Y=0366.600-0377.840 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0831 | X=0113.570-0444.750 | Y=0384.840-0396.080 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Gia Tự (song
P=0831 | X=0113.570-0441.360 | Y=0396.360-0407.600 | hành) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân Hòa có hiện trạng là
P=0831 | X=0113.570-0249.340 | Y=0407.880-0419.120 | đường nhựa, bê tông xi măng:
P=0831 | X=0092.900-0336.740 | Y=0425.400-0439.480 | 703 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0831 | X=0460.010-0476.650 | Y=0430.160-0439.480 | 400
P=0831 | X=0496.750-0513.390 | Y=0430.160-0439.480 | 260
P=0831 | X=0113.570-0419.990 | Y=0442.920-0454.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0831 | X=0113.570-0147.090 | Y=0454.220-0465.460 | ≤600m.
P=0831 | X=0113.570-0336.740 | Y=0471.740-0482.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0831 | X=0113.570-0444.750 | Y=0489.980-0501.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Gia Tự (song
P=0831 | X=0113.570-0441.360 | Y=0501.500-0512.740 | hành) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân Hòa có hiện trạng là
P=0831 | X=0113.570-0249.340 | Y=0513.020-0524.260 | đường nhựa, bê tông xi măng:
P=0831 | X=0092.900-0109.540 | Y=0520.900-0530.220 | 704
P=0831 | X=0460.010-0476.650 | Y=0520.900-0530.220 | 310
P=0831 | X=0496.750-0513.390 | Y=0520.900-0530.220 | 200
P=0831 | X=0113.570-0391.000 | Y=0530.540-0541.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0831 | X=0113.570-0337.210 | Y=0548.090-0559.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0831 | X=0113.570-0433.210 | Y=0566.330-0577.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0831 | X=0113.570-0431.470 | Y=0577.850-0589.090 | Ngô Gia Tự (song hành) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân
P=0831 | X=0113.570-0341.540 | Y=0589.370-0600.610 | Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0831 | X=0092.900-0109.540 | Y=0597.250-0606.570 | 705
P=0831 | X=0460.010-0476.650 | Y=0597.250-0606.570 | 460
P=0831 | X=0496.750-0513.390 | Y=0597.250-0606.570 | 290
P=0831 | X=0113.570-0336.480 | Y=0606.890-0618.130 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0831 | X=0113.570-0390.770 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0831 | X=0113.570-0433.210 | Y=0642.670-0653.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0831 | X=0113.570-0431.470 | Y=0654.190-0665.430 | Ngô Gia Tự (song hành) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân
P=0831 | X=0113.570-0341.540 | Y=0665.710-0676.950 | Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0831 | X=0092.900-0109.540 | Y=0673.590-0682.910 | 706
P=0831 | X=0460.010-0476.650 | Y=0673.590-0682.910 | 400
P=0831 | X=0496.750-0513.390 | Y=0673.590-0682.910 | 260
P=0831 | X=0113.570-0336.740 | Y=0683.230-0694.470 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0831 | X=0113.570-0419.990 | Y=0700.530-0711.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0832 | X=0113.570-0147.090 | Y=0072.980-0084.220 | ≤600m.
P=0832 | X=0113.570-0336.740 | Y=0090.500-0101.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0832 | X=0113.570-0433.210 | Y=0108.740-0119.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0832 | X=0113.570-0431.500 | Y=0120.290-0131.530 | Ngô Gia Tự (song hành) đoạn từ Ngã ba Núi Le đến Giáp ranh xã Xuân
P=0832 | X=0113.570-0341.540 | Y=0131.810-0143.050 | Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=0832 | X=0092.900-0109.540 | Y=0139.690-0149.010 | 707
P=0832 | X=0460.010-0476.650 | Y=0139.690-0149.010 | 310
P=0832 | X=0496.750-0513.390 | Y=0139.690-0149.010 | 200
P=0832 | X=0113.570-0391.000 | Y=0149.330-0160.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0832 | X=0113.570-0339.860 | Y=0166.850-0178.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0832 | X=0272.740-0339.080 | Y=0185.090-0196.330 | Đường Lê Văn
P=0832 | X=0358.220-0446.150 | Y=0185.090-0196.330 | Đường Hoàng Đình
P=0832 | X=0092.900-0198.880 | Y=0190.850-0202.090 | 708 Đường Ngô Quyền
P=0832 | X=0460.010-0476.650 | Y=0192.730-0202.050 | 760
P=0832 | X=0496.750-0513.390 | Y=0192.730-0202.050 | 470
P=0832 | X=0358.220-0394.530 | Y=0196.610-0207.850 | Thương
P=0832 | X=0272.740-0290.580 | Y=0198.490-0207.810 | Vận
P=0832 | X=0113.570-0440.420 | Y=0214.870-0226.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0832 | X=0113.570-0432.700 | Y=0226.390-0237.630 | từ Đường Lê Văn Vận đến Đường Hoàng Đình Thương có hiện trạng là
P=0832 | X=0113.570-0249.340 | Y=0237.670-0248.910 | đường nhựa, bê tông xi măng:
P=0832 | X=0092.900-0109.540 | Y=0245.550-0254.870 | 709
P=0832 | X=0460.010-0476.650 | Y=0245.550-0254.870 | 460
P=0832 | X=0496.750-0513.390 | Y=0245.550-0254.870 | 290
P=0832 | X=0113.570-0336.480 | Y=0255.190-0266.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0832 | X=0113.570-0390.780 | Y=0272.710-0283.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0832 | X=0113.570-0440.420 | Y=0290.980-0302.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0832 | X=0113.570-0432.700 | Y=0302.500-0313.740 | từ Đường Lê Văn Vận đến Đường Hoàng Đình Thương có hiện trạng là
P=0832 | X=0113.570-0249.340 | Y=0314.020-0325.260 | đường nhựa, bê tông xi măng:
P=0832 | X=0092.900-0336.740 | Y=0331.540-0345.860 | 710 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0832 | X=0460.010-0476.650 | Y=0336.540-0345.860 | 400
P=0832 | X=0496.750-0513.390 | Y=0336.540-0345.860 | 260
P=0832 | X=0113.570-0419.990 | Y=0349.060-0360.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0832 | X=0113.570-0147.090 | Y=0360.580-0371.820 | ≤600m.
P=0832 | X=0113.570-0336.740 | Y=0378.120-0389.360 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0832 | X=0113.570-0440.420 | Y=0396.360-0407.600 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0832 | X=0113.570-0432.700 | Y=0407.880-0419.120 | từ Đường Lê Văn Vận đến Đường Hoàng Đình Thương có hiện trạng là
P=0832 | X=0113.570-0249.340 | Y=0419.400-0430.640 | đường nhựa, bê tông xi măng:
P=0832 | X=0092.900-0109.540 | Y=0427.280-0436.600 | 711
P=0832 | X=0460.010-0476.650 | Y=0427.280-0436.600 | 310
P=0832 | X=0496.750-0513.390 | Y=0427.280-0436.600 | 200
P=0832 | X=0113.570-0391.000 | Y=0436.920-0448.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0832 | X=0113.570-0337.210 | Y=0454.220-0465.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0832 | X=0113.570-0433.210 | Y=0472.700-0483.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0832 | X=0113.570-0440.130 | Y=0483.980-0495.220 | Ngô Quyền đoạn từ Đường Lê Văn Vận đến Đường Hoàng Đình Thương
P=0832 | X=0113.570-0320.420 | Y=0495.500-0506.740 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0832 | X=0092.900-0109.540 | Y=0503.380-0512.700 | 712
P=0832 | X=0460.010-0476.650 | Y=0503.380-0512.700 | 460
P=0832 | X=0496.750-0513.390 | Y=0503.380-0512.700 | 290
P=0832 | X=0113.570-0336.480 | Y=0513.020-0524.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0832 | X=0113.570-0390.760 | Y=0530.540-0541.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0832 | X=0113.570-0433.210 | Y=0548.810-0560.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0832 | X=0113.570-0440.100 | Y=0560.330-0571.570 | Ngô Quyền đoạn từ Đường Lê Văn Vận đến Đường Hoàng Đình Thương
P=0832 | X=0113.570-0183.210 | Y=0571.850-0583.090 | đã được đầu tư
P=0832 | X=0113.570-0268.780 | Y=0589.370-0600.610 | mặt đường nhựa, bê tông xi măng:
P=0832 | X=0092.900-0109.540 | Y=0603.010-0612.330 | 713
P=0832 | X=0460.010-0476.650 | Y=0603.010-0612.330 | 400
P=0832 | X=0496.750-0513.390 | Y=0603.010-0612.330 | 260
P=0832 | X=0113.570-0336.740 | Y=0606.890-0618.130 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0832 | X=0113.570-0419.990 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0832 | X=0113.570-0147.090 | Y=0635.950-0647.190 | ≤600m.
P=0832 | X=0113.570-0336.760 | Y=0653.470-0664.710 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0832 | X=0113.570-0433.210 | Y=0671.710-0682.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0832 | X=0092.900-0440.100 | Y=0683.230-0694.470 | 714 Ngô Quyền đoạn từ Đường Lê Văn Vận đến Đường Hoàng Đình Thương
P=0832 | X=0460.010-0476.650 | Y=0685.110-0694.430 | 310
P=0832 | X=0496.750-0513.390 | Y=0685.110-0694.430 | 200
P=0832 | X=0113.570-0320.420 | Y=0694.510-0705.750 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0833 | X=0113.570-0391.000 | Y=0078.980-0090.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0833 | X=0113.570-0339.860 | Y=0096.500-0107.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0833 | X=0272.740-0336.690 | Y=0114.770-0126.010 | Đường Hoàng
P=0833 | X=0358.220-0424.550 | Y=0116.650-0125.970 | Giáp Xí nghiệp
P=0833 | X=0092.900-0198.880 | Y=0120.530-0131.770 | 715 Đường Ngô Quyền
P=0833 | X=0460.010-0476.650 | Y=0122.410-0131.730 | 760
P=0833 | X=0496.750-0513.390 | Y=0122.410-0131.730 | 470
P=0833 | X=0272.740-0332.810 | Y=0126.290-0137.530 | Đình Thương
P=0833 | X=0358.220-0407.740 | Y=0128.170-0137.490 | Phong Phú
P=0833 | X=0113.570-0440.420 | Y=0144.530-0155.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0833 | X=0113.570-0428.420 | Y=0156.050-0167.290 | từ Đường Hoàng Đình Thương đến Giáp Xí nghiệp Phong Phú có hiện
P=0833 | X=0113.570-0285.350 | Y=0167.570-0178.810 | trạng là đường nhựa, bê tông xi măng:
P=0833 | X=0092.900-0109.540 | Y=0175.450-0184.770 | 716
P=0833 | X=0460.010-0476.650 | Y=0175.450-0184.770 | 460
P=0833 | X=0496.750-0513.390 | Y=0175.450-0184.770 | 290
P=0833 | X=0113.570-0336.480 | Y=0185.090-0196.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0833 | X=0113.570-0390.760 | Y=0202.630-0213.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0833 | X=0113.570-0440.420 | Y=0220.870-0232.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0833 | X=0113.570-0428.420 | Y=0232.390-0243.630 | từ Đường Hoàng Đình Thương đến Giáp Xí nghiệp Phong Phú có hiện
P=0833 | X=0113.570-0285.350 | Y=0243.670-0254.910 | trạng là đường nhựa, bê tông xi măng:
P=0833 | X=0092.900-0336.740 | Y=0261.190-0275.510 | 717 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0833 | X=0460.010-0476.650 | Y=0266.190-0275.510 | 400
P=0833 | X=0496.750-0513.390 | Y=0266.190-0275.510 | 260
P=0833 | X=0113.570-0419.990 | Y=0278.710-0289.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0833 | X=0113.570-0147.090 | Y=0290.260-0301.500 | ≤600m.
P=0833 | X=0113.570-0336.740 | Y=0307.780-0319.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0833 | X=0113.570-0440.420 | Y=0326.020-0337.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0833 | X=0113.570-0428.420 | Y=0337.540-0348.780 | từ Đường Hoàng Đình Thương đến Giáp Xí nghiệp Phong Phú có hiện
P=0833 | X=0113.570-0285.350 | Y=0349.060-0360.300 | trạng là đường nhựa, bê tông xi măng:
P=0833 | X=0092.900-0109.540 | Y=0356.940-0366.260 | 718
P=0833 | X=0460.010-0476.650 | Y=0356.940-0366.260 | 310
P=0833 | X=0496.750-0513.390 | Y=0356.940-0366.260 | 200
P=0833 | X=0113.570-0391.000 | Y=0366.600-0377.840 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0833 | X=0113.570-0337.210 | Y=0384.120-0395.360 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0833 | X=0113.570-0433.210 | Y=0402.360-0413.600 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0833 | X=0113.570-0419.510 | Y=0413.880-0425.120 | Ngô Quyền đoạn từ Đường Hoàng Đình Thương đến Giáp Xí nghiệp
P=0833 | X=0113.570-0372.490 | Y=0425.400-0436.640 | Phong Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0833 | X=0092.900-0109.540 | Y=0433.280-0442.600 | 719
P=0833 | X=0460.010-0476.650 | Y=0433.280-0442.600 | 460
P=0833 | X=0496.750-0513.390 | Y=0433.280-0442.600 | 290
P=0833 | X=0113.570-0336.490 | Y=0442.920-0454.160 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0833 | X=0113.570-0390.760 | Y=0460.220-0471.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0833 | X=0113.570-0433.210 | Y=0478.700-0489.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0833 | X=0113.570-0419.510 | Y=0489.980-0501.220 | Ngô Quyền đoạn từ Đường Hoàng Đình Thương đến Giáp Xí nghiệp
P=0833 | X=0113.570-0372.520 | Y=0501.500-0512.740 | Phong Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0833 | X=0092.900-0336.740 | Y=0519.020-0533.340 | 720 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0833 | X=0460.010-0476.650 | Y=0524.020-0533.340 | 400
P=0833 | X=0496.750-0513.390 | Y=0524.020-0533.340 | 260
P=0833 | X=0113.570-0419.990 | Y=0536.570-0547.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0833 | X=0113.570-0147.090 | Y=0548.090-0559.330 | ≤600m.
P=0833 | X=0113.570-0336.740 | Y=0565.610-0576.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0833 | X=0113.570-0433.210 | Y=0583.850-0595.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0833 | X=0113.570-0419.510 | Y=0595.370-0606.610 | Ngô Quyền đoạn từ Đường Hoàng Đình Thương đến Giáp Xí nghiệp
P=0833 | X=0113.570-0372.490 | Y=0606.890-0618.130 | Phong Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0833 | X=0092.900-0109.540 | Y=0614.770-0624.090 | 721
P=0833 | X=0460.010-0476.650 | Y=0614.770-0624.090 | 310
P=0833 | X=0496.750-0513.390 | Y=0614.770-0624.090 | 200
P=0833 | X=0113.570-0391.000 | Y=0624.430-0635.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0833 | X=0113.570-0339.860 | Y=0641.950-0653.190 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0833 | X=0358.220-0416.630 | Y=0660.190-0671.430 | Đường Hùng
P=0833 | X=0272.740-0339.090 | Y=0662.070-0671.390 | Giáp Xí nghiệp
P=0833 | X=0092.900-0198.880 | Y=0665.950-0677.190 | 722 Đường Ngô Quyền
P=0833 | X=0460.010-0476.650 | Y=0667.830-0677.150 | 760
P=0833 | X=0496.750-0513.390 | Y=0667.830-0677.150 | 470
P=0833 | X=0358.220-0389.500 | Y=0671.710-0682.950 | Vương
P=0833 | X=0272.740-0322.260 | Y=0673.590-0682.910 | Phong Phú
P=0833 | X=0113.570-0440.420 | Y=0689.950-0701.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0833 | X=0092.900-0109.540 | Y=0697.590-0706.910 | 723
P=0833 | X=0460.010-0476.650 | Y=0697.590-0706.910 | 460
P=0833 | X=0496.750-0513.390 | Y=0697.590-0706.910 | 290
P=0833 | X=0113.570-0430.060 | Y=0701.490-0712.730 | từ Giáp Xí nghiệp Phong Phú đến Đường Hùng Vương có hiện trạng là
P=0834 | X=0113.570-0249.340 | Y=0072.980-0084.220 | đường nhựa, bê tông xi măng:
P=0834 | X=0113.570-0336.500 | Y=0090.500-0101.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0834 | X=0113.570-0390.760 | Y=0108.020-0119.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0834 | X=0113.570-0440.420 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0834 | X=0113.570-0430.060 | Y=0137.810-0149.050 | từ Giáp Xí nghiệp Phong Phú đến Đường Hùng Vương có hiện trạng là
P=0834 | X=0113.570-0249.340 | Y=0149.330-0160.570 | đường nhựa, bê tông xi măng:
P=0834 | X=0092.900-0336.740 | Y=0166.850-0180.930 | 724 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0834 | X=0460.010-0476.650 | Y=0171.610-0180.930 | 400
P=0834 | X=0496.750-0513.390 | Y=0171.610-0180.930 | 260
P=0834 | X=0113.570-0419.990 | Y=0184.370-0195.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0834 | X=0113.570-0147.090 | Y=0195.650-0206.890 | ≤600m.
P=0834 | X=0113.570-0336.740 | Y=0213.190-0224.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0834 | X=0113.570-0440.420 | Y=0231.430-0242.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Quyền đoạn
P=0834 | X=0113.570-0430.060 | Y=0242.950-0254.190 | từ Giáp Xí nghiệp Phong Phú đến Đường Hùng Vương có hiện trạng là
