TABLE=019 | AREA=Phường Long Khánh | SECTION=agricultural | SEGMENTS=1
P=0625 | X=0459.290-0475.930 | Y=0393.200-0402.520 | 420
P=0625 | X=0505.390-0522.030 | Y=0393.200-0402.520 | 310
P=0625 | X=0116.210-0403.100 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0625 | X=0116.210-0169.170 | Y=0417.240-0428.480 | đến ≤600m.
P=0625 | X=0116.210-0339.380 | Y=0434.760-0446.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0625 | X=0116.210-0410.340 | Y=0452.780-0464.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đinh Tiên
P=0625 | X=0116.210-0406.780 | Y=0464.300-0475.540 | Hoàng đoạn từ Đường Lê Lợi đến Đường Trần Phú có hiện trạng
P=0625 | X=0116.210-0262.540 | Y=0475.820-0487.060 | là đường nhựa, bê tông xi măng:
P=0625 | X=0094.340-0110.980 | Y=0483.700-0493.020 | 417
P=0625 | X=0459.290-0475.930 | Y=0483.700-0493.020 | 340
P=0625 | X=0505.390-0522.030 | Y=0483.700-0493.020 | 250
P=0625 | X=0116.210-0393.640 | Y=0493.340-0504.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0625 | X=0116.210-0339.850 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0625 | X=0116.210-0401.470 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0625 | X=0116.210-0405.580 | Y=0540.410-0551.650 | Đường Đinh Tiên Hoàng đoạn từ Đường Lê Lợi đến Đường Trần
P=0625 | X=0116.210-0343.690 | Y=0551.930-0563.170 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0625 | X=0094.340-0110.980 | Y=0559.810-0569.130 | 418
P=0625 | X=0459.290-0475.930 | Y=0559.810-0569.130 | 510
P=0625 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 360
P=0625 | X=0116.210-0341.780 | Y=0569.450-0580.690 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0625 | X=0116.210-0393.420 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0625 | X=0116.210-0401.470 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0625 | X=0116.210-0405.580 | Y=0616.270-0627.510 | Đường Đinh Tiên Hoàng đoạn từ Đường Lê Lợi đến Đường Trần
P=0625 | X=0116.210-0343.690 | Y=0627.790-0639.030 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0625 | X=0094.340-0342.250 | Y=0645.310-0659.630 | 419 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0625 | X=0459.290-0475.930 | Y=0650.310-0659.630 | 420
P=0625 | X=0505.390-0522.030 | Y=0650.310-0659.630 | 310
P=0625 | X=0116.210-0403.100 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0625 | X=0116.210-0169.170 | Y=0674.350-0685.590 | đến ≤600m.
P=0625 | X=0116.210-0339.380 | Y=0691.870-0703.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0626 | X=0116.210-0401.470 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0626 | X=0116.210-0405.580 | Y=0090.260-0101.500 | Đường Đinh Tiên Hoàng đoạn từ Đường Lê Lợi đến Đường Trần
P=0626 | X=0116.210-0343.690 | Y=0101.780-0113.020 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0626 | X=0094.340-0110.980 | Y=0109.660-0118.980 | 420
P=0626 | X=0459.290-0475.930 | Y=0109.660-0118.980 | 340
P=0626 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 250
P=0626 | X=0116.210-0393.640 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0626 | X=0116.210-0342.500 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0626 | X=0210.790-0303.090 | Y=0154.850-0166.090 | Đường Thích Quảng
P=0626 | X=0094.340-0200.790 | Y=0160.610-0171.850 | 421 Đường Nguyễn Du
P=0626 | X=0308.280-0383.970 | Y=0160.610-0171.850 | Đường Trần Phú
P=0626 | X=0459.290-0475.930 | Y=0162.490-0171.810 | 800
P=0626 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 540
P=0626 | X=0210.790-0229.780 | Y=0166.370-0177.610 | Đức
P=0626 | X=0116.210-0401.750 | Y=0184.370-0195.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0626 | X=0116.210-0394.290 | Y=0195.650-0206.890 | Du đoạn từ Đường Thích Quảng Đức đến Đường Trần Phú có
P=0626 | X=0116.210-0309.850 | Y=0207.190-0218.430 | hiện trạng là đường nhựa, bê tông xi măng:
P=0626 | X=0094.340-0110.980 | Y=0215.070-0224.390 | 422
P=0626 | X=0459.290-0475.930 | Y=0215.070-0224.390 | 510
P=0626 | X=0505.390-0522.030 | Y=0215.070-0224.390 | 360
P=0626 | X=0116.210-0341.780 | Y=0224.710-0235.950 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0626 | X=0116.210-0393.400 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0626 | X=0116.210-0401.750 | Y=0260.230-0271.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0626 | X=0116.210-0394.290 | Y=0271.750-0282.990 | Du đoạn từ Đường Thích Quảng Đức đến Đường Trần Phú có
P=0626 | X=0116.210-0309.850 | Y=0283.300-0294.540 | hiện trạng là đường nhựa, bê tông xi măng:
P=0626 | X=0094.340-0342.250 | Y=0300.820-0314.900 | 423 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0626 | X=0459.290-0475.930 | Y=0305.580-0314.900 | 420
P=0626 | X=0505.390-0522.030 | Y=0305.580-0314.900 | 310
P=0626 | X=0116.210-0403.100 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0626 | X=0116.210-0169.170 | Y=0329.860-0341.100 | đến ≤600m.
P=0626 | X=0116.210-0339.380 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0626 | X=0116.210-0401.750 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0626 | X=0116.210-0394.290 | Y=0376.920-0388.160 | Du đoạn từ Đường Thích Quảng Đức đến Đường Trần Phú có
P=0626 | X=0116.210-0309.850 | Y=0388.200-0399.440 | hiện trạng là đường nhựa, bê tông xi măng:
P=0626 | X=0094.340-0110.980 | Y=0396.080-0405.400 | 424
P=0626 | X=0459.290-0475.930 | Y=0396.080-0405.400 | 340
P=0626 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 250
P=0626 | X=0116.210-0393.640 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0626 | X=0116.210-0339.850 | Y=0423.240-0434.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0626 | X=0116.210-0401.470 | Y=0441.240-0452.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0626 | X=0116.210-0408.710 | Y=0452.780-0464.020 | Đường Nguyễn Du đoạn từ Đường Thích Quảng Đức đến Đường
P=0626 | X=0116.210-0366.740 | Y=0464.300-0475.540 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0626 | X=0094.340-0110.980 | Y=0472.180-0481.500 | 425
P=0626 | X=0459.290-0475.930 | Y=0472.180-0481.500 | 510
P=0626 | X=0505.390-0522.030 | Y=0472.180-0481.500 | 360
P=0626 | X=0116.210-0341.780 | Y=0481.820-0493.060 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0626 | X=0116.210-0393.400 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0626 | X=0116.210-0401.470 | Y=0517.340-0528.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0626 | X=0116.210-0408.710 | Y=0528.860-0540.100 | Đường Nguyễn Du đoạn từ Đường Thích Quảng Đức đến Đường
P=0626 | X=0116.210-0366.740 | Y=0540.410-0551.650 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0626 | X=0094.340-0342.250 | Y=0557.930-0572.010 | 426 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0626 | X=0459.290-0475.930 | Y=0562.690-0572.010 | 420
P=0626 | X=0505.390-0522.030 | Y=0562.690-0572.010 | 310
P=0626 | X=0116.210-0403.100 | Y=0575.450-0586.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0626 | X=0116.210-0169.170 | Y=0586.970-0598.210 | đến ≤600m.
P=0626 | X=0116.210-0339.380 | Y=0604.250-0615.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0626 | X=0116.210-0401.470 | Y=0622.270-0633.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0626 | X=0116.210-0408.710 | Y=0633.790-0645.030 | Đường Nguyễn Du đoạn từ Đường Thích Quảng Đức đến Đường
P=0626 | X=0116.210-0366.740 | Y=0645.310-0656.550 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0626 | X=0094.340-0110.980 | Y=0653.190-0662.510 | 427
P=0626 | X=0459.290-0475.930 | Y=0653.190-0662.510 | 340
P=0626 | X=0505.390-0522.030 | Y=0653.190-0662.510 | 250
P=0626 | X=0116.210-0393.640 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0626 | X=0116.210-0342.500 | Y=0680.350-0691.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0626 | X=0094.340-0289.130 | Y=0698.350-0709.590 | 428 Đường Nguyễn Văn Đường Trần Phú
P=0626 | X=0312.600-0406.050 | Y=0698.350-0709.590 | Đường Quang Trung
P=0626 | X=0459.290-0475.930 | Y=0700.230-0709.550 | 800
P=0626 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 540
P=0627 | X=0116.210-0130.150 | Y=0074.620-0083.940 | Cừ
P=0627 | X=0116.210-0401.750 | Y=0090.740-0101.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0627 | X=0116.210-0395.250 | Y=0102.260-0113.500 | Văn Cừ đoạn từ Đường Trần Phú đến Đường Quang Trung có
P=0627 | X=0116.210-0309.850 | Y=0113.780-0125.020 | hiện trạng là đường nhựa, bê tông xi măng:
P=0627 | X=0094.340-0110.980 | Y=0121.690-0131.010 | 429
P=0627 | X=0459.290-0475.930 | Y=0121.690-0131.010 | 510
P=0627 | X=0505.390-0522.030 | Y=0121.690-0131.010 | 360
P=0627 | X=0116.210-0341.780 | Y=0131.330-0142.570 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0627 | X=0116.210-0393.400 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0627 | X=0116.210-0401.750 | Y=0166.850-0178.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0627 | X=0116.210-0395.250 | Y=0178.370-0189.610 | Văn Cừ đoạn từ Đường Trần Phú đến Đường Quang Trung có
P=0627 | X=0116.210-0309.850 | Y=0189.650-0200.890 | hiện trạng là đường nhựa, bê tông xi măng:
P=0627 | X=0094.340-0342.250 | Y=0207.190-0221.510 | 430 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0627 | X=0459.290-0475.930 | Y=0212.190-0221.510 | 420
P=0627 | X=0505.390-0522.030 | Y=0212.190-0221.510 | 310
P=0627 | X=0116.210-0403.100 | Y=0224.710-0235.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0627 | X=0116.210-0169.170 | Y=0236.230-0247.470 | đến ≤600m.
P=0627 | X=0116.210-0339.380 | Y=0253.750-0264.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0627 | X=0116.210-0401.750 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0627 | X=0116.210-0395.250 | Y=0283.300-0294.540 | Văn Cừ đoạn từ Đường Trần Phú đến Đường Quang Trung có
P=0627 | X=0116.210-0309.850 | Y=0294.820-0306.060 | hiện trạng là đường nhựa, bê tông xi măng:
P=0627 | X=0094.340-0110.980 | Y=0302.700-0312.020 | 431
P=0627 | X=0459.290-0475.930 | Y=0302.700-0312.020 | 340
P=0627 | X=0505.390-0522.030 | Y=0302.700-0312.020 | 250
P=0627 | X=0116.210-0393.640 | Y=0312.340-0323.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0627 | X=0116.210-0339.850 | Y=0329.860-0341.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0627 | X=0116.210-0401.470 | Y=0347.860-0359.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0627 | X=0116.210-0391.900 | Y=0359.380-0370.620 | Đường Nguyễn Văn Cừ đoạn từ Đường Trần Phú đến Đường
P=0627 | X=0116.210-0384.990 | Y=0370.920-0382.160 | Quang Trung có hiện trạng là đường nhựa, bê tông xi măng:
P=0627 | X=0094.340-0110.980 | Y=0378.800-0388.120 | 432
P=0627 | X=0459.290-0475.930 | Y=0378.800-0388.120 | 510
P=0627 | X=0505.390-0522.030 | Y=0378.800-0388.120 | 360
P=0627 | X=0116.210-0341.780 | Y=0388.200-0399.440 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0627 | X=0116.210-0393.400 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0627 | X=0116.210-0401.470 | Y=0423.720-0434.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0627 | X=0116.210-0391.900 | Y=0435.240-0446.480 | Đường Nguyễn Văn Cừ đoạn từ Đường Trần Phú đến Đường
P=0627 | X=0116.210-0384.990 | Y=0446.760-0458.000 | Quang Trung có hiện trạng là đường nhựa, bê tông xi măng:
P=0627 | X=0094.340-0342.250 | Y=0464.300-0478.620 | 433 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0627 | X=0459.290-0475.930 | Y=0469.300-0478.620 | 420
P=0627 | X=0505.390-0522.030 | Y=0469.300-0478.620 | 310
P=0627 | X=0116.210-0403.100 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0627 | X=0116.210-0169.170 | Y=0493.340-0504.580 | đến ≤600m.
P=0627 | X=0116.210-0339.380 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0627 | X=0116.210-0401.470 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0627 | X=0116.210-0391.900 | Y=0540.410-0551.650 | Đường Nguyễn Văn Cừ đoạn từ Đường Trần Phú đến Đường
P=0627 | X=0116.210-0384.990 | Y=0551.930-0563.170 | Quang Trung có hiện trạng là đường nhựa, bê tông xi măng:
P=0627 | X=0094.340-0110.980 | Y=0559.810-0569.130 | 434
P=0627 | X=0459.290-0475.930 | Y=0559.810-0569.130 | 340
P=0627 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 250
P=0627 | X=0116.210-0393.640 | Y=0569.450-0580.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0627 | X=0116.210-0342.500 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0627 | X=0116.210-0205.830 | Y=0604.970-0616.210 | Đường Nguyễn Văn
P=0627 | X=0316.680-0386.380 | Y=0604.970-0616.210 | Đường Tô Hiến
P=0627 | X=0210.790-0304.270 | Y=0610.490-0621.730 | Đường Quang Trung
P=0627 | X=0094.340-0110.980 | Y=0612.370-0621.690 | 435
P=0627 | X=0459.290-0475.930 | Y=0612.370-0621.690 | 800
P=0627 | X=0505.390-0522.030 | Y=0612.370-0621.690 | 540
P=0627 | X=0116.210-0130.150 | Y=0618.150-0627.470 | Cừ
P=0627 | X=0316.680-0345.090 | Y=0618.150-0627.470 | Thành
P=0627 | X=0116.210-0401.750 | Y=0634.270-0645.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0627 | X=0116.210-0407.030 | Y=0645.790-0657.030 | Văn Cừ đoạn từ Đường Quang Trung đến Đường Tô Hiến Thành
P=0627 | X=0116.210-0323.060 | Y=0657.310-0668.550 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0627 | X=0094.340-0110.980 | Y=0665.190-0674.510 | 436
P=0627 | X=0459.290-0475.930 | Y=0665.190-0674.510 | 510
P=0627 | X=0505.390-0522.030 | Y=0665.190-0674.510 | 360
P=0627 | X=0116.210-0341.780 | Y=0674.830-0686.070 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0627 | X=0116.210-0393.400 | Y=0692.350-0703.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0628 | X=0116.210-0401.750 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0628 | X=0116.210-0407.030 | Y=0090.260-0101.500 | Văn Cừ đoạn từ Đường Quang Trung đến Đường Tô Hiến Thành
P=0628 | X=0116.210-0323.060 | Y=0101.780-0113.020 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0628 | X=0094.340-0339.380 | Y=0119.330-0133.410 | 437 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0628 | X=0459.290-0475.930 | Y=0124.090-0133.410 | 420
P=0628 | X=0505.390-0522.030 | Y=0124.090-0133.410 | 310
P=0628 | X=0116.210-0403.100 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0628 | X=0116.210-0169.170 | Y=0148.370-0159.610 | đến ≤600m.
P=0628 | X=0116.210-0339.380 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0628 | X=0116.210-0401.750 | Y=0183.650-0194.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0628 | X=0116.210-0407.030 | Y=0195.170-0206.410 | Văn Cừ đoạn từ Đường Quang Trung đến Đường Tô Hiến Thành
P=0628 | X=0116.210-0323.060 | Y=0206.710-0217.950 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0628 | X=0094.340-0110.980 | Y=0214.590-0223.910 | 438
P=0628 | X=0459.290-0475.930 | Y=0214.590-0223.910 | 340
P=0628 | X=0505.390-0522.030 | Y=0214.590-0223.910 | 250
P=0628 | X=0116.210-0393.640 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0628 | X=0116.210-0339.850 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0628 | X=0116.210-0401.470 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0628 | X=0116.210-0409.670 | Y=0271.270-0282.510 | Đường Nguyễn Văn Cừ đoạn từ Đường Quang Trung đến Đường
P=0628 | X=0116.210-0391.960 | Y=0282.820-0294.060 | Tô Hiến Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0628 | X=0094.340-0110.980 | Y=0290.700-0300.020 | 439
P=0628 | X=0459.290-0475.930 | Y=0290.700-0300.020 | 510
P=0628 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 360
P=0628 | X=0116.210-0341.780 | Y=0300.340-0311.580 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0628 | X=0116.210-0393.400 | Y=0317.860-0329.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0628 | X=0116.210-0401.470 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0628 | X=0116.210-0409.670 | Y=0347.380-0358.620 | Đường Nguyễn Văn Cừ đoạn từ Đường Quang Trung đến Đường
P=0628 | X=0116.210-0391.960 | Y=0358.900-0370.140 | Tô Hiến Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0628 | X=0094.340-0342.250 | Y=0376.200-0390.520 | 440 - Có bề rộng ≥ 5m, cách đường giao thông >600m.
P=0628 | X=0459.290-0475.930 | Y=0381.200-0390.520 | 420
P=0628 | X=0505.390-0522.030 | Y=0381.200-0390.520 | 310
P=0628 | X=0116.210-0403.100 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0628 | X=0116.210-0169.170 | Y=0405.240-0416.480 | đến ≤600m.
P=0628 | X=0116.210-0339.380 | Y=0422.760-0434.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
