TABLE=037 | AREA=Xã Bàu Hàm | SECTION=agricultural | SEGMENTS=2
P=1337 | X=0117.170-0348.250 | Y=0537.290-0548.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1337 | X=0117.170-0382.080 | Y=0554.810-0566.050 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1337 | X=0117.170-0394.550 | Y=0572.570-0583.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trảng
P=1337 | X=0117.170-0407.450 | Y=0584.090-0595.330 | Bom - Thanh Bình đoạn từ Đường liên ấp Lợi Hà - Tân Thành, từ
P=1337 | X=0117.170-0403.190 | Y=0595.610-0606.850 | đường Trảng Bom - Thanh Bình đến Hương lộ 24 đến Hồ Trị An
P=1337 | X=0117.170-0324.050 | Y=0607.130-0618.370 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1337 | X=0097.970-0348.720 | Y=0623.670-0635.910 | 24 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1337 | X=0453.050-0469.690 | Y=0623.670-0632.990 | 310
P=1337 | X=0505.630-0522.270 | Y=0623.670-0632.990 | 290
P=1337 | X=0117.170-0404.060 | Y=0642.190-0653.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1337 | X=0117.170-0178.290 | Y=0653.710-0664.950 | đến ≤1.000m.
P=1337 | X=0117.170-0340.340 | Y=0671.230-0682.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1337 | X=0117.170-0394.550 | Y=0688.750-0699.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trảng
P=1337 | X=0097.970-0109.090 | Y=0696.390-0705.710 | 25
P=1337 | X=0453.050-0469.690 | Y=0696.390-0705.710 | 220
P=1337 | X=0505.630-0522.270 | Y=0696.390-0705.710 | 200
P=1337 | X=0117.170-0407.450 | Y=0700.290-0711.530 | Bom - Thanh Bình đoạn từ Đường liên ấp Lợi Hà - Tân Thành, từ
P=1338 | X=0117.170-0403.190 | Y=0072.500-0083.740 | đường Trảng Bom - Thanh Bình đến Hương lộ 24 đến Hồ Trị An
P=1338 | X=0117.170-0324.020 | Y=0084.020-0095.260 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1338 | X=0117.170-0402.980 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1338 | X=0117.170-0340.820 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1338 | X=0117.170-0402.430 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1338 | X=0117.170-0404.540 | Y=0148.370-0159.610 | Đường Trảng Bom - Thanh Bình đoạn từ Đường liên ấp Lợi Hà -
P=1338 | X=0117.170-0404.620 | Y=0159.650-0170.890 | Tân Thành, từ đường Trảng Bom - Thanh Bình đến Hương lộ 24
P=1338 | X=0097.970-0388.590 | Y=0171.170-0182.610 | 26 đến Hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1338 | X=0453.050-0469.690 | Y=0173.290-0182.610 | 400
P=1338 | X=0505.630-0522.270 | Y=0173.290-0182.610 | 350
P=1338 | X=0117.170-0348.250 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1338 | X=0117.170-0394.360 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1338 | X=0117.170-0402.430 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1338 | X=0117.170-0404.540 | Y=0235.510-0246.750 | Đường Trảng Bom - Thanh Bình đoạn từ Đường liên ấp Lợi Hà -
P=1338 | X=0117.170-0404.620 | Y=0247.030-0258.270 | Tân Thành, từ đường Trảng Bom - Thanh Bình đến Hương lộ 24
P=1338 | X=0117.170-0388.590 | Y=0258.550-0269.790 | đến Hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1338 | X=0097.970-0348.720 | Y=0275.070-0287.310 | 27 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1338 | X=0453.050-0469.690 | Y=0275.070-0284.390 | 310
P=1338 | X=0505.630-0522.270 | Y=0275.070-0284.390 | 290
P=1338 | X=0117.170-0404.060 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1338 | X=0117.170-0178.290 | Y=0305.140-0316.380 | đến ≤1.000m.
P=1338 | X=0117.170-0340.340 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1338 | X=0117.170-0402.430 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1338 | X=0117.170-0404.540 | Y=0351.700-0362.940 | Đường Trảng Bom - Thanh Bình đoạn từ Đường liên ấp Lợi Hà -
P=1338 | X=0117.170-0404.620 | Y=0363.220-0374.460 | Tân Thành, từ đường Trảng Bom - Thanh Bình đến Hương lộ 24
P=1338 | X=0097.970-0388.590 | Y=0374.760-0386.200 | 28 đến Hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1338 | X=0453.050-0469.690 | Y=0376.880-0386.200 | 220
P=1338 | X=0505.630-0522.270 | Y=0376.880-0386.200 | 200
P=1338 | X=0117.170-0402.980 | Y=0392.280-0403.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1338 | X=0117.170-0340.810 | Y=0409.800-0421.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1338 | X=0117.170-0402.220 | Y=0427.560-0438.800 | Đường Vĩnh Tân - Cây Đường Trảng Bom - Ngã ba đường giáp
P=1338 | X=0097.970-0109.090 | Y=0435.200-0444.520 | 29
P=1338 | X=0453.050-0469.690 | Y=0435.200-0444.520 | 530
P=1338 | X=0505.630-0522.270 | Y=0435.200-0444.520 | 470
P=1338 | X=0117.170-0137.890 | Y=0439.080-0450.320 | Điệp
P=1338 | X=0223.030-0274.940 | Y=0440.960-0450.280 | Thanh Bình
P=1338 | X=0315.240-0400.510 | Y=0440.960-0450.280 | ranh với xã Tân An
P=1338 | X=0117.170-0408.930 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vĩnh Tân
P=1338 | X=0117.170-0403.420 | Y=0468.380-0479.620 | - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã ba
P=1338 | X=0117.170-0403.420 | Y=0479.900-0491.140 | đường giáp ranh với xã Tân An có hiện trạng là đường nhựa, bê
P=1338 | X=0097.970-0177.330 | Y=0491.420-0502.860 | 30 tông xi măng:
P=1338 | X=0453.050-0469.690 | Y=0493.540-0502.860 | 360
P=1338 | X=0505.630-0522.270 | Y=0493.540-0502.860 | 330
P=1338 | X=0117.170-0348.250 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1338 | X=0117.170-0382.080 | Y=0526.220-0537.460 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1338 | X=0117.170-0408.930 | Y=0544.010-0555.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vĩnh Tân
P=1338 | X=0117.170-0403.420 | Y=0555.530-0566.770 | - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã ba
P=1338 | X=0117.170-0403.420 | Y=0567.050-0578.290 | đường giáp ranh với xã Tân An có hiện trạng là đường nhựa, bê
P=1338 | X=0117.170-0177.330 | Y=0578.570-0589.810 | tông xi măng:
P=1338 | X=0097.970-0348.720 | Y=0595.330-0607.330 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1338 | X=0453.050-0469.690 | Y=0595.330-0604.650 | 290
P=1338 | X=0505.630-0522.270 | Y=0595.330-0604.650 | 260
P=1338 | X=0117.170-0404.060 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1338 | X=0117.170-0178.290 | Y=0625.150-0636.390 | đến ≤1.000m.
P=1338 | X=0117.170-0340.340 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1338 | X=0117.170-0408.930 | Y=0660.430-0671.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vĩnh Tân
P=1338 | X=0117.170-0403.420 | Y=0671.950-0683.190 | - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã ba
P=1338 | X=0097.970-0109.090 | Y=0679.590-0688.910 | 32
P=1338 | X=0453.050-0469.690 | Y=0679.590-0688.910 | 200
P=1338 | X=0505.630-0522.270 | Y=0679.590-0688.910 | 180
P=1338 | X=0117.170-0403.420 | Y=0683.470-0694.710 | đường giáp ranh với xã Tân An có hiện trạng là đường nhựa, bê
P=1338 | X=0117.170-0177.330 | Y=0694.750-0705.990 | tông xi măng:
P=1339 | X=0117.170-0402.980 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1339 | X=0117.170-0340.810 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1339 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1339 | X=0117.170-0403.430 | Y=0125.330-0136.570 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh
P=1339 | X=0117.170-0405.810 | Y=0136.850-0148.090 | Bình đến Ngã ba đường giáp ranh với xã Tân An có hiện trạng là
P=1339 | X=0097.970-0252.940 | Y=0148.370-0159.810 | 33 đường nhựa, bê tông xi măng:
P=1339 | X=0453.050-0469.690 | Y=0150.490-0159.810 | 360
P=1339 | X=0505.630-0522.270 | Y=0150.490-0159.810 | 330
P=1339 | X=0117.170-0348.250 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1339 | X=0117.170-0394.360 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1339 | X=0117.170-0402.430 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1339 | X=0117.170-0403.430 | Y=0212.470-0223.710 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh
P=1339 | X=0117.170-0405.810 | Y=0223.990-0235.230 | Bình đến Ngã ba đường giáp ranh với xã Tân An có hiện trạng là
P=1339 | X=0117.170-0252.940 | Y=0235.510-0246.750 | đường nhựa, bê tông xi măng:
P=1339 | X=0097.970-0348.720 | Y=0252.270-0264.270 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1339 | X=0453.050-0469.690 | Y=0252.270-0261.590 | 290
P=1339 | X=0505.630-0522.270 | Y=0252.270-0261.590 | 260
P=1339 | X=0117.170-0404.060 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1339 | X=0117.170-0178.290 | Y=0282.100-0293.340 | đến ≤1.000m.
P=1339 | X=0117.170-0340.340 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1339 | X=0117.170-0402.430 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1339 | X=0117.170-0403.430 | Y=0328.900-0340.140 | Đường Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh
P=1339 | X=0117.170-0405.810 | Y=0340.420-0351.660 | Bình đến Ngã ba đường giáp ranh với xã Tân An có hiện trạng là
P=1339 | X=0097.970-0252.940 | Y=0351.700-0363.140 | 35 đường nhựa, bê tông xi măng:
P=1339 | X=0453.050-0469.690 | Y=0353.820-0363.140 | 200
P=1339 | X=0505.630-0522.270 | Y=0353.820-0363.140 | 180
P=1339 | X=0117.170-0402.980 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1339 | X=0117.170-0340.810 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1339 | X=0315.240-0402.220 | Y=0404.520-0415.760 | Ngã ba đường giáp
P=1339 | X=0117.170-0221.920 | Y=0410.280-0421.520 | Đường tổ 1 ấp Tân Lập
P=1339 | X=0315.240-0405.340 | Y=0416.040-0427.280 | ranh với huyện Vĩnh
P=1339 | X=0097.970-0109.090 | Y=0417.920-0427.240 | 36
P=1339 | X=0223.030-0266.100 | Y=0417.920-0427.240 | Quốc lộ 1
P=1339 | X=0453.050-0469.690 | Y=0417.920-0427.240 | 500
P=1339 | X=0505.630-0522.270 | Y=0417.920-0427.240 | 450
P=1339 | X=0117.170-0122.770 | Y=0423.680-0433.000 | 2
P=1339 | X=0315.240-0334.760 | Y=0429.440-0438.760 | Cửu
P=1339 | X=0117.170-0399.100 | Y=0445.320-0456.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp
P=1339 | X=0117.170-0393.340 | Y=0456.860-0468.100 | Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường giáp ranh với
P=1339 | X=0117.170-0399.630 | Y=0468.380-0479.620 | huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0097.970-0109.090 | Y=0476.260-0485.580 | 37
P=1339 | X=0453.050-0469.690 | Y=0476.260-0485.580 | 340
P=1339 | X=0505.630-0522.270 | Y=0476.260-0485.580 | 310
P=1339 | X=0117.170-0348.250 | Y=0485.900-0497.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1339 | X=0117.170-0382.080 | Y=0503.420-0514.660 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1339 | X=0117.170-0399.100 | Y=0521.180-0532.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp
P=1339 | X=0117.170-0393.340 | Y=0532.490-0543.730 | Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường giáp ranh với
P=1339 | X=0117.170-0399.630 | Y=0544.010-0555.250 | huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0097.970-0348.720 | Y=0561.530-0575.850 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1339 | X=0453.050-0469.690 | Y=0566.530-0575.850 | 260
P=1339 | X=0505.630-0522.270 | Y=0566.530-0575.850 | 240
P=1339 | X=0117.170-0404.060 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1339 | X=0117.170-0178.290 | Y=0590.570-0601.810 | đến ≤1.000m.
P=1339 | X=0117.170-0340.360 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1339 | X=0117.170-0399.100 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp
P=1339 | X=0117.170-0393.340 | Y=0637.390-0648.630 | Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường giáp ranh với
P=1339 | X=0117.170-0399.630 | Y=0648.910-0660.150 | huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê tông xi măng:
P=1339 | X=0097.970-0109.090 | Y=0656.790-0666.110 | 39
P=1339 | X=0453.050-0469.690 | Y=0656.790-0666.110 | 180
P=1339 | X=0505.630-0522.270 | Y=0656.790-0666.110 | 160
P=1339 | X=0117.170-0402.980 | Y=0666.430-0677.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1339 | X=0117.170-0340.810 | Y=0683.950-0695.190 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1339 | X=0097.970-0402.430 | Y=0701.730-0712.970 | 40 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1339 | X=0453.050-0469.690 | Y=0703.620-0712.940 | 340
P=1339 | X=0505.630-0522.270 | Y=0703.620-0712.940 | 310
P=1340 | X=0117.170-0400.300 | Y=0072.500-0083.740 | Đường tổ 1 ấp Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường
P=1340 | X=0117.170-0397.900 | Y=0084.020-0095.260 | giáp ranh với huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê
P=1340 | X=0117.170-0177.360 | Y=0095.540-0106.780 | tông xi măng:
P=1340 | X=0117.170-0348.250 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1340 | X=0117.170-0394.360 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1340 | X=0117.170-0402.430 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1340 | X=0117.170-0400.300 | Y=0159.650-0170.890 | Đường tổ 1 ấp Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường
P=1340 | X=0117.170-0397.900 | Y=0171.170-0182.410 | giáp ranh với huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê
P=1340 | X=0117.170-0177.330 | Y=0182.690-0193.930 | tông xi măng:
P=1340 | X=0097.970-0348.720 | Y=0199.470-0211.470 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1340 | X=0453.050-0469.690 | Y=0199.470-0208.790 | 260
P=1340 | X=0505.630-0522.270 | Y=0199.470-0208.790 | 240
P=1340 | X=0117.170-0404.060 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1340 | X=0117.170-0178.290 | Y=0229.270-0240.510 | đến ≤1.000m.
P=1340 | X=0117.170-0340.340 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1340 | X=0117.170-0402.430 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1340 | X=0117.170-0400.300 | Y=0276.070-0287.310 | Đường tổ 1 ấp Tân Lập 2 đoạn từ Quốc lộ 1 đến Ngã ba đường
P=1340 | X=0117.170-0397.900 | Y=0287.620-0298.860 | giáp ranh với huyện Vĩnh Cửu có hiện trạng là đường nhựa, bê
P=1340 | X=0097.970-0177.330 | Y=0299.140-0310.580 | 42 tông xi măng:
P=1340 | X=0453.050-0469.690 | Y=0301.260-0310.580 | 180
P=1340 | X=0505.630-0522.270 | Y=0301.260-0310.580 | 160
P=1340 | X=0117.170-0402.980 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1340 | X=0117.170-0340.810 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1340 | X=0223.030-0309.960 | Y=0351.700-0362.940 | Các đoạn từ ngã tư
P=1340 | X=0223.030-0302.260 | Y=0363.220-0374.460 | Tân Lập đi về các
P=1340 | X=0097.970-0187.340 | Y=0374.760-0386.000 | 43 Đường tỉnh 762
P=1340 | X=0223.030-0300.920 | Y=0374.760-0386.000 | hướng (xã Thống
P=1340 | X=0453.050-0469.690 | Y=0376.640-0385.960 | 570
P=1340 | X=0505.630-0522.270 | Y=0376.640-0385.960 | 500
P=1340 | X=0223.030-0303.930 | Y=0388.160-0397.480 | Nhất và xã Trị An)
P=1340 | X=0223.030-0250.150 | Y=0399.680-0409.000 | 0,5km
P=1340 | X=0117.170-0403.910 | Y=0415.560-0426.800 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 762
P=1340 | X=0117.170-0403.650 | Y=0427.080-0438.320 | Các đoạn từ ngã tư Tân Lập đi về các hướng (xã Thống Nhất và
P=1340 | X=0117.170-0400.110 | Y=0438.600-0449.840 | xã Trị An) 0,5km có hiện trạng là đường nhựa, bê tông xi măng:
P=1340 | X=0097.970-0109.090 | Y=0446.480-0455.800 | 44
P=1340 | X=0453.050-0469.690 | Y=0446.480-0455.800 | 400
P=1340 | X=0505.630-0522.270 | Y=0446.480-0455.800 | 350
P=1340 | X=0117.170-0348.250 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1340 | X=0117.170-0382.080 | Y=0473.660-0484.900 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1340 | X=0117.170-0403.910 | Y=0491.420-0502.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 762
P=1340 | X=0117.170-0403.650 | Y=0502.940-0514.180 | Các đoạn từ ngã tư Tân Lập đi về các hướng (xã Thống Nhất và
P=1340 | X=0117.170-0400.110 | Y=0514.220-0525.460 | xã Trị An) 0,5km có hiện trạng là đường nhựa, bê tông xi măng:
P=1340 | X=0097.970-0348.720 | Y=0531.740-0546.090 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1340 | X=0453.050-0469.690 | Y=0536.770-0546.090 | 310
P=1340 | X=0505.630-0522.270 | Y=0536.770-0546.090 | 290
P=1340 | X=0117.170-0404.060 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1340 | X=0117.170-0178.300 | Y=0560.810-0572.050 | đến ≤1.000m.
P=1340 | X=0117.170-0340.340 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1340 | X=0117.170-0403.910 | Y=0596.090-0607.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 762
P=1340 | X=0117.170-0403.650 | Y=0607.610-0618.850 | Các đoạn từ ngã tư Tân Lập đi về các hướng (xã Thống Nhất và
P=1340 | X=0117.170-0400.110 | Y=0619.150-0630.390 | xã Trị An) 0,5km có hiện trạng là đường nhựa, bê tông xi măng:
P=1340 | X=0097.970-0109.090 | Y=0627.030-0636.350 | 46
P=1340 | X=0453.050-0469.690 | Y=0627.030-0636.350 | 220
