TABLE=056 | AREA=Phường Bình Phước | SECTION=agricultural | SEGMENTS=1
P=1896 | X=0121.730-0249.040 | Y=0563.930-0575.170 | Các tuyến đường giao thông
P=1896 | X=0121.730-0238.750 | Y=0575.450-0586.690 | đấu nối trực tiếp ra đường
P=1896 | X=0121.730-0235.360 | Y=0586.730-0597.970 | Lê Quý Đôn từ HLLG vào
P=1896 | X=0121.730-0234.640 | Y=0600.130-0609.450 | sâu trên 500m có khoảng
P=1896 | X=0121.730-0234.900 | Y=0609.770-0621.010 | cách từ điểm đấu nối đến
P=1896 | X=0250.900-0303.790 | Y=0615.530-0626.770 | Đường Ngô
P=1896 | X=0320.760-0372.180 | Y=0615.530-0626.770 | Ngã tư Bàu
P=1896 | X=0097.250-0250.740 | Y=0621.310-0632.550 | 430 Đường Ngô Quyền hoặc ngã
P=1896 | X=0414.860-0431.500 | Y=0623.190-0632.510 | 430
P=1896 | X=0459.530-0476.170 | Y=0623.190-0632.510 | 340
P=1896 | X=0505.390-0522.030 | Y=0623.190-0632.510 | 200
P=1896 | X=0250.900-0280.500 | Y=0628.950-0638.270 | Quyền
P=1896 | X=0320.760-0340.910 | Y=0628.950-0638.270 | Trúc
P=1896 | X=0121.730-0238.210 | Y=0632.830-0644.070 | tư Bàu Trúc trong phạm vi
P=1896 | X=0121.730-0247.940 | Y=0646.230-0655.550 | 200m trở lên có bề rộng mặt
P=1896 | X=0121.730-0226.230 | Y=0655.870-0667.110 | đường từ 4m trở lên đã
P=1896 | X=0121.730-0229.600 | Y=0667.390-0678.630 | được đầu tư mặt đường
P=1896 | X=0121.730-0222.120 | Y=0678.910-0690.150 | nhựa, bê tông xi măng
P=1896 | X=0121.730-0249.040 | Y=0696.670-0707.910 | Các tuyến đường giao thông
P=1896 | X=0250.900-0371.510 | Y=0702.450-0713.690 | Phú Riềng Đỏ Ngô Quyền
P=1896 | X=0097.250-0113.890 | Y=0704.340-0713.660 | 431
P=1896 | X=0414.860-0431.500 | Y=0704.340-0713.660 | 430
P=1896 | X=0459.530-0476.170 | Y=0704.340-0713.660 | 340
P=1896 | X=0505.390-0522.030 | Y=0704.340-0713.660 | 200
P=1896 | X=0121.730-0238.750 | Y=0708.210-0719.450 | đấu nối trực tiếp ra đường
P=1897 | X=0121.730-0235.360 | Y=0072.500-0083.740 | Lê Quý Đôn từ HLLG vào
P=1897 | X=0121.730-0235.860 | Y=0085.900-0095.220 | sâu trên 500m có bề rộng
P=1897 | X=0121.730-0245.710 | Y=0095.540-0106.780 | mặt đường từ 4m trở lên đã
P=1897 | X=0121.730-0229.600 | Y=0107.060-0118.300 | được đầu tư mặt đường
P=1897 | X=0121.730-0222.120 | Y=0118.610-0129.850 | nhựa, bê tông xi măng
P=1897 | X=0121.730-0249.040 | Y=0136.370-0147.610 | Các tuyến đường giao thông
P=1897 | X=0121.730-0238.750 | Y=0147.650-0158.890 | đấu nối trực tiếp ra đường
P=1897 | X=0121.730-0235.360 | Y=0159.170-0170.410 | Lê Quý Đôn từ HLLG vào
P=1897 | X=0250.900-0303.790 | Y=0164.930-0176.170 | Đường Ngô
P=1897 | X=0320.760-0372.180 | Y=0164.930-0176.170 | Ngã tư Bàu
P=1897 | X=0097.250-0235.860 | Y=0172.570-0181.890 | 432 sâu trên 500m có bề rộng
P=1897 | X=0414.860-0431.500 | Y=0172.570-0181.890 | 430
P=1897 | X=0459.530-0476.170 | Y=0172.570-0181.890 | 340
P=1897 | X=0505.390-0522.030 | Y=0172.570-0181.890 | 200
P=1897 | X=0250.900-0280.500 | Y=0178.330-0187.650 | Quyền
P=1897 | X=0320.760-0340.910 | Y=0178.330-0187.650 | Trúc
P=1897 | X=0121.730-0245.670 | Y=0182.210-0193.450 | mặt đường từ 4m trở lên đã
P=1897 | X=0121.730-0229.600 | Y=0193.730-0204.970 | được đầu tư mặt đường
P=1897 | X=0121.730-0222.160 | Y=0205.270-0216.510 | nhựa, bê tông xi măng
P=1897 | X=0121.730-0249.040 | Y=0223.030-0234.270 | Các tuyến đường giao thông
P=1897 | X=0121.730-0238.750 | Y=0234.550-0245.790 | đấu nối trực tiếp ra đường
P=1897 | X=0121.730-0235.360 | Y=0246.070-0257.310 | Lê Quý Đôn từ HLLG vào
P=1897 | X=0121.730-0234.160 | Y=0257.590-0268.830 | sâu đến 100m có khoảng
P=1897 | X=0121.730-0234.900 | Y=0269.110-0280.350 | cách từ điểm đấu nối đến
P=1897 | X=0097.250-0229.830 | Y=0280.630-0291.870 | 433 Phú Riềng Đỏ hoặc Ngô
P=1897 | X=0250.900-0371.510 | Y=0280.630-0291.870 | Phú Riềng Đỏ Ngô Quyền
P=1897 | X=0414.860-0431.500 | Y=0282.510-0291.830 | 430
P=1897 | X=0459.530-0476.170 | Y=0282.510-0291.830 | 340
P=1897 | X=0505.390-0522.030 | Y=0282.510-0291.830 | 200
P=1897 | X=0121.730-0242.450 | Y=0293.820-0303.140 | Quyền trong phạm vi 200m
P=1897 | X=0121.730-0220.070 | Y=0305.340-0314.660 | trở lên có bề rộng mặt
P=1897 | X=0121.730-0232.900 | Y=0314.980-0326.220 | đường dưới 4m đã được
P=1897 | X=0121.730-0245.910 | Y=0326.500-0337.740 | đầu tư mặt đường nhựa, bê
P=1897 | X=0121.730-0179.170 | Y=0338.020-0349.260 | tông xi măng
P=1897 | X=0121.730-0249.040 | Y=0355.780-0367.020 | Các tuyến đường giao thông
P=1897 | X=0121.730-0238.750 | Y=0367.320-0378.560 | đấu nối trực tiếp ra đường
P=1897 | X=0121.730-0235.360 | Y=0378.840-0390.080 | Lê Quý Đôn từ HLLG vào
P=1897 | X=0121.730-0234.160 | Y=0390.360-0401.600 | sâu đến 100m có khoảng
P=1897 | X=0121.730-0235.860 | Y=0401.880-0413.120 | cách từ điểm đấu nơi đến
P=1897 | X=0250.900-0303.790 | Y=0407.640-0418.880 | Đường Ngô
P=1897 | X=0320.760-0372.180 | Y=0407.640-0418.880 | Ngã tư Bàu
P=1897 | X=0097.250-0231.460 | Y=0413.400-0424.640 | 434 Đường Ngô Quyền hoặc
P=1897 | X=0414.860-0431.500 | Y=0415.280-0424.600 | 430
P=1897 | X=0459.530-0476.170 | Y=0415.280-0424.600 | 340
P=1897 | X=0505.390-0522.030 | Y=0415.280-0424.600 | 200
P=1897 | X=0250.900-0280.500 | Y=0421.040-0430.360 | Quyền
P=1897 | X=0320.760-0340.910 | Y=0421.040-0430.360 | Trúc
P=1897 | X=0121.730-0248.970 | Y=0424.920-0436.160 | Ngã tư Bàu Trúc trong phạm
P=1897 | X=0121.730-0238.500 | Y=0438.080-0447.400 | vi 200m trở lên có bề rộng
P=1897 | X=0121.730-0225.730 | Y=0447.720-0458.960 | mặt đường dưới 4m đã
P=1897 | X=0121.730-0229.600 | Y=0459.260-0470.500 | được đầu tư mặt đường
P=1897 | X=0121.730-0222.120 | Y=0470.780-0482.020 | nhựa, bê tông xi măng
P=1897 | X=0121.730-0249.040 | Y=0488.540-0499.780 | Các tuyến đường giao thông
P=1897 | X=0121.730-0238.750 | Y=0500.060-0511.300 | đấu nối trực tiếp ra đường
P=1897 | X=0121.730-0235.360 | Y=0511.580-0522.820 | Lê Quý Đôn từ HLLG vào
P=1897 | X=0097.250-0235.350 | Y=0523.100-0534.340 | 435 sâu đến 100m có bề rộng
P=1897 | X=0250.900-0371.510 | Y=0523.100-0534.340 | Phú Riềng Đỏ Ngô Quyền
P=1897 | X=0414.860-0431.500 | Y=0524.980-0534.300 | 430
P=1897 | X=0459.530-0476.170 | Y=0524.980-0534.300 | 340
P=1897 | X=0505.390-0522.030 | Y=0524.980-0534.300 | 200
P=1897 | X=0121.730-0225.730 | Y=0534.650-0545.890 | mặt đường dưới 4m đã
P=1897 | X=0121.730-0229.600 | Y=0546.170-0557.410 | được đầu tư mặt đường
P=1897 | X=0121.730-0222.120 | Y=0557.690-0568.930 | nhựa, bê tông xi măng
P=1897 | X=0121.730-0249.040 | Y=0575.450-0586.690 | Các tuyến đường giao thông
P=1897 | X=0121.730-0238.750 | Y=0586.730-0597.970 | đấu nối trực tiếp ra đường
P=1897 | X=0121.730-0235.360 | Y=0598.250-0609.490 | Lê Quý Đôn từ HLLG vào
P=1897 | X=0250.900-0303.790 | Y=0604.010-0615.250 | Đường Ngô
P=1897 | X=0320.760-0372.180 | Y=0604.010-0615.250 | Ngã tư Bàu
P=1897 | X=0097.250-0235.350 | Y=0609.770-0621.010 | 436 sâu đến 100m có bề rộng
P=1897 | X=0414.860-0431.500 | Y=0611.650-0620.970 | 430
P=1897 | X=0459.530-0476.170 | Y=0611.650-0620.970 | 340
P=1897 | X=0505.390-0522.030 | Y=0611.650-0620.970 | 200
P=1897 | X=0250.900-0280.500 | Y=0617.410-0626.730 | Quyền
P=1897 | X=0320.760-0340.910 | Y=0617.410-0626.730 | Trúc
P=1897 | X=0121.730-0225.730 | Y=0621.310-0632.550 | mặt đường dưới 4m đã
P=1897 | X=0121.730-0229.600 | Y=0632.830-0644.070 | được đầu tư mặt đường
P=1897 | X=0121.730-0222.140 | Y=0644.350-0655.590 | nhựa, bê tông xi măng
P=1897 | X=0121.730-0249.040 | Y=0662.110-0673.350 | Các tuyến đường giao thông
P=1897 | X=0121.730-0238.750 | Y=0673.630-0684.870 | đấu nối trực tiếp ra đường
P=1897 | X=0097.250-0235.360 | Y=0685.150-0696.390 | 437 Lê Quý Đôn từ HLLG vào
P=1897 | X=0250.900-0371.510 | Y=0685.150-0696.390 | Phú Riềng Đỏ Ngô Quyền
P=1897 | X=0414.860-0431.500 | Y=0687.030-0696.350 | 430
P=1897 | X=0459.530-0476.170 | Y=0687.030-0696.350 | 340
P=1897 | X=0505.390-0522.030 | Y=0687.030-0696.350 | 200
P=1897 | X=0121.730-0246.620 | Y=0696.670-0707.910 | sâu trên 100m đến 200m có
P=1897 | X=0121.730-0234.900 | Y=0708.210-0719.450 | khoảng cách từ điểm đấu
P=1898 | X=0121.730-0244.180 | Y=0072.500-0083.740 | nối đến Phú Riềng Đỏ hoặc
P=1898 | X=0121.730-0235.810 | Y=0085.900-0095.220 | Ngô Quyền trong phạm vi
P=1898 | X=0121.730-0247.940 | Y=0097.420-0106.740 | 200m trở lên có bề rộng mặt
P=1898 | X=0121.730-0232.900 | Y=0107.060-0118.300 | đường dưới 4m đã được
P=1898 | X=0121.730-0245.910 | Y=0118.610-0129.850 | đầu tư mặt đường nhựa, bê
P=1898 | X=0121.730-0179.170 | Y=0130.130-0141.370 | tông xi măng
P=1898 | X=0121.730-0249.040 | Y=0147.650-0158.890 | Các tuyến đường giao thông
P=1898 | X=0121.730-0238.750 | Y=0159.170-0170.410 | đấu nối trực tiếp ra đường
P=1898 | X=0121.730-0235.360 | Y=0170.690-0181.930 | Lê Quý Đôn từ HLLG vào
P=1898 | X=0121.730-0246.620 | Y=0182.210-0193.450 | sâu trên 100m đến 200m có
P=1898 | X=0121.730-0234.900 | Y=0193.730-0204.970 | khoảng cách từ điểm đấu
P=1898 | X=0250.900-0303.790 | Y=0199.510-0210.750 | Đường Ngô
P=1898 | X=0320.760-0372.180 | Y=0199.510-0210.750 | Ngã tư Bàu
P=1898 | X=0097.250-0242.590 | Y=0205.270-0216.510 | 438 nối đến Đường Ngô Quyền
P=1898 | X=0414.860-0431.500 | Y=0207.150-0216.470 | 430
P=1898 | X=0459.530-0476.170 | Y=0207.150-0216.470 | 340
P=1898 | X=0505.390-0522.030 | Y=0207.150-0216.470 | 200
P=1898 | X=0250.900-0280.500 | Y=0212.910-0222.230 | Quyền
P=1898 | X=0320.760-0340.910 | Y=0212.910-0222.230 | Trúc
P=1898 | X=0121.730-0245.850 | Y=0216.790-0228.030 | hoặc Ngã tư Bàu Trúc trong
P=1898 | X=0121.730-0243.540 | Y=0230.190-0239.510 | phạm vi 200m trở lên có bề
P=1898 | X=0121.730-0248.530 | Y=0239.830-0251.070 | rộng mặt đường dưới 4m đã
P=1898 | X=0121.730-0229.600 | Y=0251.350-0262.590 | được đầu tư mặt đường
P=1898 | X=0121.730-0222.120 | Y=0262.870-0274.110 | nhựa, bê tông xi măng
P=1898 | X=0121.730-0249.040 | Y=0280.630-0291.870 | Các tuyến đường giao thông
P=1898 | X=0121.730-0238.750 | Y=0291.940-0303.180 | đấu nối trực tiếp ra đường
P=1898 | X=0121.730-0235.360 | Y=0303.460-0314.700 | Lê Quý Đôn từ HLLG vào
P=1898 | X=0097.250-0371.510 | Y=0314.980-0326.220 | 439 sâu trên 100m đến 200m có Phú Riềng Đỏ Ngô Quyền
P=1898 | X=0414.860-0431.500 | Y=0316.860-0326.180 | 430
P=1898 | X=0459.530-0476.170 | Y=0316.860-0326.180 | 340
P=1898 | X=0505.390-0522.030 | Y=0316.860-0326.180 | 200
P=1898 | X=0121.730-0248.250 | Y=0326.500-0337.740 | bề rộng mặt đường dưới 4m
P=1898 | X=0121.730-0243.550 | Y=0338.020-0349.260 | đã được đầu tư mặt đường
P=1898 | X=0121.730-0222.120 | Y=0349.540-0360.780 | nhựa, bê tông xi măng
P=1898 | X=0121.730-0249.040 | Y=0367.320-0378.560 | Các tuyến đường giao thông
P=1898 | X=0121.730-0238.750 | Y=0378.840-0390.080 | đấu nối trực tiếp ra đường
P=1898 | X=0121.730-0235.360 | Y=0390.360-0401.600 | Lê Quý Đôn từ HLLG vào
P=1898 | X=0250.900-0303.790 | Y=0396.120-0407.360 | Đường Ngô
P=1898 | X=0320.760-0372.180 | Y=0396.120-0407.360 | Ngã tư Bàu
P=1898 | X=0097.250-0246.620 | Y=0401.880-0413.120 | 440 sâu trên 100m đến 200m có
P=1898 | X=0414.860-0431.500 | Y=0403.760-0413.080 | 430
P=1898 | X=0459.530-0476.170 | Y=0403.760-0413.080 | 340
P=1898 | X=0505.390-0522.030 | Y=0403.760-0413.080 | 200
P=1898 | X=0250.900-0280.500 | Y=0409.520-0418.840 | Quyền
P=1898 | X=0320.760-0340.910 | Y=0409.520-0418.840 | Trúc
P=1898 | X=0121.730-0248.250 | Y=0413.400-0424.640 | bề rộng mặt đường dưới 4m
P=1898 | X=0121.730-0243.550 | Y=0424.920-0436.160 | đã được đầu tư mặt đường
P=1898 | X=0121.730-0222.120 | Y=0436.200-0447.440 | nhựa, bê tông xi măng
P=1898 | X=0121.730-0249.040 | Y=0453.980-0465.220 | Các tuyến đường giao thông
P=1898 | X=0121.730-0238.750 | Y=0465.500-0476.740 | đấu nối trực tiếp ra đường
P=1898 | X=0121.730-0235.360 | Y=0477.020-0488.260 | Lê Quý Đôn từ HLLG vào
P=1898 | X=0121.730-0246.620 | Y=0488.540-0499.780 | sâu trên 200m đến 500m có
P=1898 | X=0121.730-0234.900 | Y=0500.060-0511.300 | khoảng cách từ điểm đấu
P=1898 | X=0097.250-0371.510 | Y=0511.580-0522.820 | 441 nối đến Phú Riềng Đỏ hoặc Phú Riềng Đỏ Ngô Quyền
P=1898 | X=0414.860-0431.500 | Y=0513.460-0522.780 | 430
P=1898 | X=0459.530-0476.170 | Y=0513.460-0522.780 | 340
P=1898 | X=0505.390-0522.030 | Y=0513.460-0522.780 | 200
P=1898 | X=0121.730-0235.810 | Y=0524.980-0534.300 | Ngô Quyền trong phạm vi
P=1898 | X=0121.730-0247.940 | Y=0536.530-0545.850 | 200m trở lên có bề rộng mặt
P=1898 | X=0121.730-0232.900 | Y=0546.170-0557.410 | đường dưới 4m đã được
P=1898 | X=0121.730-0245.910 | Y=0557.690-0568.930 | đầu tư mặt đường nhựa, bê
P=1898 | X=0121.730-0179.170 | Y=0569.210-0580.450 | tông xi măng
P=1898 | X=0121.730-0249.040 | Y=0586.730-0597.970 | Các tuyến đường giao thông
P=1898 | X=0121.730-0238.750 | Y=0598.250-0609.490 | đấu nối trực tiếp ra đường
P=1898 | X=0121.730-0235.360 | Y=0609.770-0621.010 | Lê Quý Đôn từ HLLG vào
P=1898 | X=0121.730-0246.660 | Y=0621.310-0632.550 | sâu trên 200m đến 500m có
P=1898 | X=0121.730-0234.900 | Y=0632.830-0644.070 | khoảng cách từ điểm đấu
P=1898 | X=0250.900-0303.790 | Y=0638.590-0649.830 | Đường Ngô
P=1898 | X=0320.760-0372.180 | Y=0638.590-0649.830 | Ngã tư Bàu
P=1898 | X=0097.250-0242.590 | Y=0644.350-0655.590 | 442 nối đến Đường Ngô Quyền
P=1898 | X=0414.860-0431.500 | Y=0646.230-0655.550 | 430
P=1898 | X=0459.530-0476.170 | Y=0646.230-0655.550 | 340
P=1898 | X=0505.390-0522.030 | Y=0646.230-0655.550 | 200
P=1898 | X=0250.900-0280.500 | Y=0651.990-0661.310 | Quyền
P=1898 | X=0320.760-0340.910 | Y=0651.990-0661.310 | Trúc
P=1898 | X=0121.730-0245.850 | Y=0655.870-0667.110 | hoặc Ngã tư Bàu Trúc trong
P=1898 | X=0121.730-0243.540 | Y=0669.270-0678.590 | phạm vi 200m trở lên có bề
P=1898 | X=0121.730-0248.530 | Y=0678.910-0690.150 | rộng mặt đường dưới 4m đã
P=1898 | X=0121.730-0229.600 | Y=0690.430-0701.670 | được đầu tư mặt đường
P=1898 | X=0121.730-0222.120 | Y=0701.970-0713.210 | nhựa, bê tông xi măng
P=1899 | X=0121.730-0249.040 | Y=0078.500-0089.740 | Các tuyến đường giao thông
P=1899 | X=0121.730-0238.750 | Y=0090.020-0101.260 | đấu nối trực tiếp ra đường
P=1899 | X=0121.730-0235.360 | Y=0101.540-0112.780 | Lê Quý Đôn từ HLLG vào
P=1899 | X=0097.250-0371.510 | Y=0113.060-0124.300 | 443 sâu trên 200m đến 500m có Phú Riềng Đỏ Ngô Quyền
P=1899 | X=0414.860-0431.500 | Y=0114.940-0124.260 | 430
P=1899 | X=0459.530-0476.170 | Y=0114.940-0124.260 | 340
P=1899 | X=0505.390-0522.030 | Y=0114.940-0124.260 | 200
P=1899 | X=0121.730-0248.250 | Y=0124.610-0135.850 | bề rộng mặt đường dưới 4m
P=1899 | X=0121.730-0243.550 | Y=0136.130-0147.370 | đã được đầu tư mặt đường
P=1899 | X=0121.730-0222.120 | Y=0147.410-0158.650 | nhựa, bê tông xi măng
P=1899 | X=0121.730-0249.040 | Y=0165.170-0176.410 | Các tuyến đường giao thông
P=1899 | X=0121.730-0238.750 | Y=0176.690-0187.930 | đấu nối trực tiếp ra đường
P=1899 | X=0121.730-0235.350 | Y=0188.210-0199.450 | Lê Quý Đôn từ HLLG vào
P=1899 | X=0250.900-0303.790 | Y=0193.970-0205.210 | Đường Ngô
P=1899 | X=0320.760-0372.180 | Y=0193.970-0205.210 | Ngã tư Bàu
P=1899 | X=0097.250-0246.620 | Y=0199.750-0210.990 | 444 sâu trên 200m đến 500m có
P=1899 | X=0414.860-0431.500 | Y=0201.630-0210.950 | 430
P=1899 | X=0459.530-0476.170 | Y=0201.630-0210.950 | 340
P=1899 | X=0505.390-0522.030 | Y=0201.630-0210.950 | 200
P=1899 | X=0250.900-0280.500 | Y=0207.390-0216.710 | Quyền
P=1899 | X=0320.760-0340.910 | Y=0207.390-0216.710 | Trúc
P=1899 | X=0121.730-0248.250 | Y=0211.270-0222.510 | bề rộng mặt đường dưới 4m
P=1899 | X=0121.730-0243.550 | Y=0222.790-0234.030 | đã được đầu tư mặt đường
P=1899 | X=0121.730-0222.120 | Y=0234.310-0245.550 | nhựa, bê tông xi măng
P=1899 | X=0121.730-0249.040 | Y=0252.070-0263.310 | Các tuyến đường giao thông
P=1899 | X=0121.730-0238.750 | Y=0263.590-0274.830 | đấu nối trực tiếp ra đường
P=1899 | X=0121.730-0235.360 | Y=0275.110-0286.350 | Lê Quý Đôn từ HLLG vào
P=1899 | X=0121.730-0234.640 | Y=0288.540-0297.860 | sâu trên 500m có khoảng
P=1899 | X=0121.730-0234.900 | Y=0297.940-0309.180 | cách từ điểm đấu nối đến
P=1899 | X=0097.250-0229.830 | Y=0309.460-0320.700 | 445 Phú Riềng Đỏ hoặc Ngô
P=1899 | X=0250.900-0371.510 | Y=0309.460-0320.700 | Phú Riềng Đỏ Ngô Quyền
P=1899 | X=0414.860-0431.500 | Y=0311.340-0320.660 | 430
P=1899 | X=0459.530-0476.170 | Y=0311.340-0320.660 | 340
P=1899 | X=0505.390-0522.030 | Y=0311.340-0320.660 | 200
P=1899 | X=0121.730-0242.450 | Y=0322.860-0332.180 | Quyền trong phạm vi 200m
P=1899 | X=0121.730-0220.070 | Y=0334.380-0343.700 | trở lên có bề rộng mặt
P=1899 | X=0121.730-0232.900 | Y=0344.020-0355.260 | đường dưới 4m đã được
P=1899 | X=0121.730-0245.910 | Y=0355.540-0366.780 | đầu tư mặt đường nhựa, bê
P=1899 | X=0121.730-0179.170 | Y=0367.080-0378.320 | tông xi măng
P=1899 | X=0121.730-0249.040 | Y=0384.840-0396.080 | Các tuyến đường giao thông
P=1899 | X=0121.730-0238.750 | Y=0396.360-0407.600 | đấu nối trực tiếp ra đường
P=1899 | X=0121.730-0235.360 | Y=0407.880-0419.120 | Lê Quý Đôn từ HLLG vào
P=1899 | X=0121.730-0234.640 | Y=0421.280-0430.600 | sâu trên 500m có khoảng
P=1899 | X=0121.730-0234.900 | Y=0430.920-0442.160 | cách từ điểm đấu nối đến
P=1899 | X=0250.900-0303.790 | Y=0436.680-0447.920 | Đường Ngô
P=1899 | X=0320.760-0372.180 | Y=0436.680-0447.920 | Ngã tư Bàu
P=1899 | X=0097.250-0231.460 | Y=0442.200-0453.440 | 446 Đường Ngô Quyền hoặc
P=1899 | X=0414.860-0431.500 | Y=0444.080-0453.400 | 430
P=1899 | X=0459.530-0476.170 | Y=0444.080-0453.400 | 340
P=1899 | X=0505.390-0522.030 | Y=0444.080-0453.400 | 200
P=1899 | X=0250.900-0280.500 | Y=0449.840-0459.160 | Quyền
P=1899 | X=0320.760-0340.910 | Y=0449.840-0459.160 | Trúc
P=1899 | X=0121.730-0248.970 | Y=0453.740-0464.980 | Ngã tư Bàu Trúc trong phạm
P=1899 | X=0121.730-0238.500 | Y=0467.140-0476.460 | vi 200m trở lên có bề rộng
P=1899 | X=0121.730-0225.730 | Y=0476.780-0488.020 | mặt đường dưới 4m đã
P=1899 | X=0121.730-0229.600 | Y=0488.300-0499.540 | được đầu tư mặt đường
P=1899 | X=0121.730-0222.120 | Y=0499.820-0511.060 | nhựa, bê tông xi măng
P=1899 | X=0121.730-0249.040 | Y=0517.580-0528.820 | Các tuyến đường giao thông
P=1899 | X=0121.730-0238.750 | Y=0529.100-0540.340 | đấu nối trực tiếp ra đường
P=1899 | X=0121.730-0235.360 | Y=0540.650-0551.890 | Lê Quý Đôn từ HLLG vào
P=1899 | X=0097.250-0371.510 | Y=0552.170-0563.410 | 447 sâu trên 500m có bề rộng Phú Riềng Đỏ Ngô Quyền
P=1899 | X=0414.860-0431.500 | Y=0554.050-0563.370 | 430
P=1899 | X=0459.530-0476.170 | Y=0554.050-0563.370 | 340
P=1899 | X=0505.390-0522.030 | Y=0554.050-0563.370 | 200
P=1899 | X=0121.730-0225.730 | Y=0563.690-0574.930 | mặt đường dưới 4m đã
P=1899 | X=0121.730-0229.600 | Y=0575.210-0586.450 | được đầu tư mặt đường
P=1899 | X=0121.730-0222.120 | Y=0586.490-0597.730 | nhựa, bê tông xi măng
P=1899 | X=0121.730-0249.040 | Y=0604.250-0615.490 | Các tuyến đường giao thông
P=1899 | X=0121.730-0238.750 | Y=0615.770-0627.010 | đấu nối trực tiếp ra đường
P=1899 | X=0121.730-0235.360 | Y=0627.310-0638.550 | Lê Quý Đôn từ HLLG vào
P=1899 | X=0250.900-0303.790 | Y=0633.070-0644.310 | Đường Ngô
P=1899 | X=0320.760-0372.180 | Y=0633.070-0644.310 | Ngã tư Bàu
P=1899 | X=0097.250-0235.860 | Y=0640.710-0650.030 | 448 sâu trên 500m có bề rộng
P=1899 | X=0414.860-0431.500 | Y=0640.710-0650.030 | 430
P=1899 | X=0459.530-0476.170 | Y=0640.710-0650.030 | 340
P=1899 | X=0505.390-0522.030 | Y=0640.710-0650.030 | 200
P=1899 | X=0250.900-0280.500 | Y=0646.470-0655.790 | Quyền
P=1899 | X=0320.760-0340.910 | Y=0646.470-0655.790 | Trúc
P=1899 | X=0121.730-0225.730 | Y=0650.350-0661.590 | mặt đường dưới 4m đã
