TABLE=002 | AREA=Phường Trấn Biên | SECTION=agricultural | SEGMENTS=1
P=0054 | X=0113.090-0402.260 | Y=0584.090-0595.330 | số 207 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0054 | X=0093.140-0336.260 | Y=0600.850-0612.850 | 287 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0054 | X=0468.890-0485.530 | Y=0600.850-0610.170 | 860
P=0054 | X=0505.390-0522.030 | Y=0600.850-0610.170 | 570
P=0054 | X=0113.090-0419.510 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0054 | X=0113.090-0146.610 | Y=0630.670-0641.910 | ≤600m.
P=0054 | X=0113.090-0336.260 | Y=0648.190-0659.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0054 | X=0113.090-0432.730 | Y=0665.950-0677.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0054 | X=0113.090-0437.850 | Y=0677.470-0688.710 | Nguyễn Thành Đồng đoạn từ Đường Hà Huy Giáp đến Hết ranh thửa đất
P=0054 | X=0093.140-0109.780 | Y=0685.110-0694.430 | 288
P=0054 | X=0468.890-0485.530 | Y=0685.110-0694.430 | 670
P=0054 | X=0505.390-0522.030 | Y=0685.110-0694.430 | 450
P=0054 | X=0113.090-0437.260 | Y=0688.750-0699.990 | số 3, tờ BĐĐC số 217 về bên phải và hết ranh thửa đất số 136, tờ BĐĐC
P=0054 | X=0113.090-0402.260 | Y=0700.290-0711.530 | số 207 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0055 | X=0113.090-0390.520 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0055 | X=0113.090-0339.380 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0055 | X=0346.680-0438.490 | Y=0113.780-0125.020 | Hết ranh thửa đất số
P=0055 | X=0346.680-0442.330 | Y=0125.330-0136.570 | 102, tờ BĐĐC số 207
P=0055 | X=0113.090-0213.280 | Y=0136.850-0148.090 | Đường Nguyễn Thành
P=0055 | X=0346.680-0428.490 | Y=0138.730-0148.050 | về bên phải và hết
P=0055 | X=0252.580-0344.340 | Y=0142.610-0153.850 | Đường Hà Huy Giáp
P=0055 | X=0093.140-0109.780 | Y=0144.490-0153.810 | 289
P=0055 | X=0460.730-0485.780 | Y=0144.490-0153.810 | 1.500
P=0055 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 970
P=0055 | X=0113.090-0149.880 | Y=0148.370-0159.610 | Phương
P=0055 | X=0346.680-0443.580 | Y=0148.370-0159.610 | ranh thửa đất số 1, tờ
P=0055 | X=0346.680-0440.890 | Y=0159.650-0170.890 | BĐĐC số 212 về bên
P=0055 | X=0346.680-0360.670 | Y=0173.050-0182.370 | trái
P=0055 | X=0113.090-0429.830 | Y=0188.930-0200.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thành
P=0055 | X=0113.090-0429.910 | Y=0200.470-0211.710 | Phương đoạn từ Đường Hà Huy Giáp đến Hết ranh thửa đất số 102, tờ
P=0055 | X=0113.090-0435.850 | Y=0211.990-0223.230 | BĐĐC số 207 về bên phải và hết ranh thửa đất số 1, tờ BĐĐC số 212 về
P=0055 | X=0093.140-0356.170 | Y=0223.510-0234.950 | 290 bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0055 | X=0460.730-0485.780 | Y=0225.630-0234.950 | 1.030
P=0055 | X=0505.390-0522.030 | Y=0225.630-0234.950 | 680
P=0055 | X=0113.090-0336.000 | Y=0241.030-0252.270 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0055 | X=0113.090-0390.280 | Y=0258.550-0269.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0055 | X=0113.090-0429.830 | Y=0276.310-0287.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thành
P=0055 | X=0113.090-0429.910 | Y=0287.860-0299.100 | Phương đoạn từ Đường Hà Huy Giáp đến Hết ranh thửa đất số 102, tờ
P=0055 | X=0113.090-0435.850 | Y=0299.380-0310.620 | BĐĐC số 207 về bên phải và hết ranh thửa đất số 1, tờ BĐĐC số 212 về
P=0055 | X=0113.090-0356.170 | Y=0310.900-0322.140 | bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0055 | X=0093.140-0336.260 | Y=0327.420-0339.660 | 291 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0055 | X=0468.890-0485.530 | Y=0327.420-0336.740 | 860
P=0055 | X=0505.390-0522.030 | Y=0327.420-0336.740 | 570
P=0055 | X=0113.090-0419.510 | Y=0345.700-0356.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0055 | X=0113.090-0146.610 | Y=0357.220-0368.460 | ≤600m.
P=0055 | X=0113.090-0336.260 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0055 | X=0113.090-0429.830 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thành
P=0055 | X=0113.090-0429.910 | Y=0404.040-0415.280 | Phương đoạn từ Đường Hà Huy Giáp đến Hết ranh thửa đất số 102, tờ
P=0055 | X=0113.090-0435.850 | Y=0415.560-0426.800 | BĐĐC số 207 về bên phải và hết ranh thửa đất số 1, tờ BĐĐC số 212 về
P=0055 | X=0093.140-0356.170 | Y=0427.080-0438.520 | 292 bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0055 | X=0468.890-0485.530 | Y=0429.200-0438.520 | 670
P=0055 | X=0505.390-0522.030 | Y=0429.200-0438.520 | 450
P=0055 | X=0113.090-0390.520 | Y=0444.600-0455.840 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0055 | X=0113.090-0336.730 | Y=0462.140-0473.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0055 | X=0113.090-0432.730 | Y=0479.900-0491.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0055 | X=0113.090-0434.180 | Y=0491.420-0502.660 | Nguyễn Thành Phương đoạn từ Đường Hà Huy Giáp đến Hết ranh thửa
P=0055 | X=0113.090-0422.670 | Y=0502.940-0514.180 | đất số 102, tờ BĐĐC số 207 về bên phải và hết ranh thửa đất số 1, tờ
P=0055 | X=0093.140-0433.470 | Y=0514.220-0525.660 | 293 BĐĐC số 212 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0055 | X=0460.730-0485.780 | Y=0516.340-0525.660 | 1.030
P=0055 | X=0505.390-0522.030 | Y=0516.340-0525.660 | 680
P=0055 | X=0113.090-0336.000 | Y=0531.740-0542.980 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0055 | X=0113.090-0390.280 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0055 | X=0113.090-0432.730 | Y=0567.050-0578.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0055 | X=0113.090-0434.180 | Y=0578.570-0589.810 | Nguyễn Thành Phương đoạn từ Đường Hà Huy Giáp đến Hết ranh thửa
P=0055 | X=0113.090-0422.670 | Y=0590.090-0601.330 | đất số 102, tờ BĐĐC số 207 về bên phải và hết ranh thửa đất số 1, tờ
P=0055 | X=0113.090-0433.470 | Y=0601.610-0612.850 | BĐĐC số 212 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0055 | X=0093.140-0336.260 | Y=0618.150-0630.390 | 294 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0055 | X=0468.890-0485.530 | Y=0618.150-0627.470 | 860
P=0055 | X=0505.390-0522.030 | Y=0618.150-0627.470 | 570
P=0055 | X=0113.090-0419.510 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0055 | X=0113.090-0146.610 | Y=0648.190-0659.430 | ≤600m.
P=0055 | X=0113.090-0336.260 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0055 | X=0113.090-0432.730 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0055 | X=0093.140-0434.180 | Y=0694.750-0705.990 | 295 Nguyễn Thành Phương đoạn từ Đường Hà Huy Giáp đến Hết ranh thửa
P=0055 | X=0468.890-0485.530 | Y=0696.630-0705.950 | 670
P=0055 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 450
P=0055 | X=0113.090-0422.670 | Y=0706.290-0717.530 | đất số 102, tờ BĐĐC số 207 về bên phải và hết ranh thửa đất số 1, tờ
P=0056 | X=0113.090-0433.470 | Y=0072.500-0083.740 | BĐĐC số 212 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=0056 | X=0113.090-0390.520 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0056 | X=0113.090-0339.380 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0056 | X=0252.580-0338.370 | Y=0125.330-0136.570 | Đường Cách Mạng
P=0056 | X=0093.140-0197.190 | Y=0131.090-0142.330 | 296 Đường Võ Thị Sáu
P=0056 | X=0346.680-0438.460 | Y=0131.090-0142.330 | Đường Hà Huy Giáp
P=0056 | X=0460.730-0485.780 | Y=0132.970-0142.290 | 1.500
P=0056 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 970
P=0056 | X=0252.580-0286.020 | Y=0138.730-0148.050 | tháng 8
P=0056 | X=0113.090-0438.730 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Thị Sáu đoạn
P=0056 | X=0113.090-0432.220 | Y=0166.130-0177.370 | từ Đường Cách Mạng tháng 8 đến Đường Hà Huy Giáp có hiện trạng là
P=0056 | X=0113.090-0248.860 | Y=0177.410-0188.650 | đường nhựa, bê tông xi măng:
P=0056 | X=0093.140-0109.780 | Y=0185.290-0194.610 | 297
P=0056 | X=0460.730-0485.780 | Y=0185.290-0194.610 | 1.030
P=0056 | X=0505.390-0522.030 | Y=0185.290-0194.610 | 680
P=0056 | X=0113.090-0336.000 | Y=0194.930-0206.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0056 | X=0113.090-0390.280 | Y=0212.470-0223.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0056 | X=0113.090-0438.730 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Thị Sáu đoạn
P=0056 | X=0113.090-0432.220 | Y=0241.750-0252.990 | từ Đường Cách Mạng tháng 8 đến Đường Hà Huy Giáp có hiện trạng là
P=0056 | X=0113.090-0248.860 | Y=0253.270-0264.510 | đường nhựa, bê tông xi măng:
P=0056 | X=0093.140-0336.260 | Y=0270.790-0284.870 | 298 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0056 | X=0468.890-0485.530 | Y=0275.550-0284.870 | 860
P=0056 | X=0505.390-0522.030 | Y=0275.550-0284.870 | 570
P=0056 | X=0113.090-0419.500 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0056 | X=0113.090-0146.610 | Y=0299.860-0311.100 | ≤600m.
P=0056 | X=0113.090-0336.260 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0056 | X=0113.090-0438.730 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Thị Sáu đoạn
P=0056 | X=0113.090-0432.220 | Y=0346.660-0357.900 | từ Đường Cách Mạng tháng 8 đến Đường Hà Huy Giáp có hiện trạng là
P=0056 | X=0113.090-0248.860 | Y=0357.940-0369.180 | đường nhựa, bê tông xi măng:
P=0056 | X=0093.140-0109.780 | Y=0365.820-0375.140 | 299
P=0056 | X=0468.890-0485.530 | Y=0365.820-0375.140 | 670
P=0056 | X=0505.390-0522.030 | Y=0365.820-0375.140 | 450
P=0056 | X=0113.090-0390.520 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0056 | X=0113.090-0336.730 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0056 | X=0113.090-0447.860 | Y=0410.760-0422.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0056 | X=0113.090-0436.740 | Y=0422.280-0433.520 | Thị Sáu đoạn từ Đường Cách Mạng tháng 8 đến Đường Hà Huy Giáp có
P=0056 | X=0113.090-0306.700 | Y=0433.800-0445.040 | hiện trạng là đường nhựa, bê tông xi măng:
P=0056 | X=0093.140-0109.780 | Y=0441.680-0451.000 | 300
P=0056 | X=0460.730-0485.780 | Y=0441.680-0451.000 | 1.030
P=0056 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 680
P=0056 | X=0113.090-0336.000 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0056 | X=0113.090-0390.280 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0056 | X=0113.090-0447.860 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0056 | X=0113.090-0436.740 | Y=0498.140-0509.380 | Thị Sáu đoạn từ Đường Cách Mạng tháng 8 đến Đường Hà Huy Giáp có
P=0056 | X=0113.090-0306.700 | Y=0509.660-0520.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=0056 | X=0093.140-0336.260 | Y=0527.180-0541.260 | 301 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0056 | X=0468.890-0485.530 | Y=0531.940-0541.260 | 860
P=0056 | X=0505.390-0522.030 | Y=0531.940-0541.260 | 570
P=0056 | X=0113.090-0419.510 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0056 | X=0113.090-0146.610 | Y=0556.010-0567.250 | ≤600m.
P=0056 | X=0113.090-0336.260 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0056 | X=0113.090-0447.860 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0056 | X=0113.090-0436.740 | Y=0602.810-0614.050 | Thị Sáu đoạn từ Đường Cách Mạng tháng 8 đến Đường Hà Huy Giáp có
P=0056 | X=0113.090-0306.700 | Y=0614.330-0625.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0056 | X=0093.140-0109.780 | Y=0622.230-0631.550 | 302
P=0056 | X=0468.890-0485.530 | Y=0622.230-0631.550 | 670
P=0056 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 450
P=0056 | X=0113.090-0390.520 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0056 | X=0113.090-0339.380 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0056 | X=0346.680-0427.890 | Y=0667.150-0678.390 | Đường Phạm Văn
P=0056 | X=0093.140-0197.190 | Y=0672.910-0684.150 | 303 Đường Võ Thị Sáu
P=0056 | X=0252.580-0344.340 | Y=0672.910-0684.150 | Đường Hà Huy Giáp
P=0056 | X=0460.730-0485.780 | Y=0674.790-0684.110 | 1.500
P=0056 | X=0505.390-0522.030 | Y=0674.790-0684.110 | 970
P=0056 | X=0346.680-0375.100 | Y=0680.550-0689.870 | Thuận
P=0056 | X=0113.090-0438.730 | Y=0696.430-0707.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Thị Sáu đoạn
P=0056 | X=0093.140-0109.780 | Y=0704.100-0713.420 | 304
P=0056 | X=0460.730-0485.780 | Y=0704.100-0713.420 | 1.030
P=0056 | X=0505.390-0522.030 | Y=0704.100-0713.420 | 680
P=0056 | X=0113.090-0422.850 | Y=0707.970-0719.210 | từ Đường Hà Huy Giáp đến Đường Phạm Văn Thuận có hiện trạng là
P=0057 | X=0113.090-0248.860 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=0057 | X=0113.090-0336.000 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0057 | X=0113.090-0390.280 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0057 | X=0113.090-0438.730 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Thị Sáu đoạn
P=0057 | X=0113.090-0422.850 | Y=0136.850-0148.090 | từ Đường Hà Huy Giáp đến Đường Phạm Văn Thuận có hiện trạng là
P=0057 | X=0113.090-0248.860 | Y=0148.370-0159.610 | đường nhựa, bê tông xi măng:
P=0057 | X=0093.140-0336.260 | Y=0165.650-0179.970 | 305 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0057 | X=0468.890-0485.530 | Y=0170.650-0179.970 | 860
P=0057 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 570
P=0057 | X=0113.090-0419.510 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0057 | X=0113.090-0146.610 | Y=0194.690-0205.930 | ≤600m.
P=0057 | X=0113.090-0336.260 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0057 | X=0113.090-0438.730 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Thị Sáu đoạn
P=0057 | X=0113.090-0422.850 | Y=0241.510-0252.750 | từ Đường Hà Huy Giáp đến Đường Phạm Văn Thuận có hiện trạng là
P=0057 | X=0113.090-0248.860 | Y=0253.030-0264.270 | đường nhựa, bê tông xi măng:
P=0057 | X=0093.140-0109.780 | Y=0260.910-0270.230 | 306
P=0057 | X=0468.890-0485.530 | Y=0260.910-0270.230 | 670
P=0057 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 450
P=0057 | X=0113.090-0390.520 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0057 | X=0113.090-0336.730 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0057 | X=0113.090-0447.860 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0057 | X=0113.090-0449.050 | Y=0317.380-0328.620 | Thị Sáu đoạn từ Đường Hà Huy Giáp đến Đường Phạm Văn Thuận có hiện
P=0057 | X=0113.090-0284.870 | Y=0328.900-0340.140 | trạng là đường nhựa, bê tông xi măng:
P=0057 | X=0093.140-0109.780 | Y=0336.780-0346.100 | 307
P=0057 | X=0460.730-0485.780 | Y=0336.780-0346.100 | 1.030
P=0057 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 680
P=0057 | X=0113.090-0336.000 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0057 | X=0113.090-0390.300 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0057 | X=0113.090-0447.860 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0057 | X=0113.090-0449.050 | Y=0393.000-0404.240 | Thị Sáu đoạn từ Đường Hà Huy Giáp đến Đường Phạm Văn Thuận có hiện
P=0057 | X=0113.090-0284.870 | Y=0404.520-0415.760 | trạng là đường nhựa, bê tông xi măng:
P=0057 | X=0093.140-0336.260 | Y=0422.040-0436.360 | 308 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0057 | X=0468.890-0485.530 | Y=0427.040-0436.360 | 860
P=0057 | X=0505.390-0522.030 | Y=0427.040-0436.360 | 570
P=0057 | X=0113.090-0419.510 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0057 | X=0113.090-0146.610 | Y=0451.100-0462.340 | ≤600m.
P=0057 | X=0113.090-0336.260 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0057 | X=0113.090-0447.860 | Y=0486.380-0497.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Võ
P=0057 | X=0113.090-0449.050 | Y=0497.900-0509.140 | Thị Sáu đoạn từ Đường Hà Huy Giáp đến Đường Phạm Văn Thuận có hiện
P=0057 | X=0113.090-0284.870 | Y=0509.420-0520.660 | trạng là đường nhựa, bê tông xi măng:
P=0057 | X=0093.140-0109.780 | Y=0517.300-0526.620 | 309
P=0057 | X=0468.890-0485.530 | Y=0517.300-0526.620 | 670
P=0057 | X=0505.390-0522.030 | Y=0517.300-0526.620 | 450
P=0057 | X=0113.090-0390.520 | Y=0526.940-0538.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
