TABLE=067 | AREA=Xã Đồng Tâm | SECTION=agricultural | SEGMENTS=1
P=2043 | X=0107.330-0249.060 | Y=0617.170-0626.490 | chế biến cao su Lộc Biên Phủ
P=2043 | X=0280.660-0301.220 | Y=0617.170-0626.490 | Phát
P=2043 | X=0107.330-0128.040 | Y=0628.710-0638.030 | Ninh
P=2043 | X=0208.150-0260.100 | Y=0644.830-0656.070 | Đường Tôn
P=2043 | X=0092.900-0154.690 | Y=0650.590-0661.830 | 74 Đường D1
P=2043 | X=0280.660-0356.350 | Y=0650.590-0661.830 | Đường Trần Phú
P=2043 | X=0407.420-0424.060 | Y=0652.470-0661.790 | 266
P=2043 | X=0455.450-0472.090 | Y=0652.470-0661.790 | 213
P=2043 | X=0208.150-0258.420 | Y=0656.350-0667.590 | Đức Thắng
P=2043 | X=0107.330-0191.900 | Y=0674.350-0685.590 | Đường Phan Châu
P=2043 | X=0208.150-0261.730 | Y=0674.350-0685.590 | Ngã tư Biên
P=2043 | X=0280.660-0345.810 | Y=0674.350-0685.590 | Ngã ba đường
P=2043 | X=0092.900-0104.020 | Y=0681.990-0691.310 | 75
P=2043 | X=0407.420-0424.060 | Y=0681.990-0691.310 | 112
P=2043 | X=0461.210-0472.330 | Y=0681.990-0691.310 | 90
P=2043 | X=0107.330-0130.430 | Y=0687.750-0697.070 | Trinh
P=2043 | X=0208.150-0237.040 | Y=0687.750-0697.070 | Phòng
P=2043 | X=0280.660-0336.210 | Y=0687.750-0697.070 | Nguyễn Huệ
P=2043 | X=0092.900-0191.900 | Y=0703.890-0715.130 | 76 Đường Phan Châu
P=2043 | X=0208.150-0357.000 | Y=0703.890-0715.130 | Ngã ba đường Giáp ranh xã Lộc
P=2043 | X=0407.420-0424.060 | Y=0705.780-0715.100 | 112
P=2043 | X=0461.210-0472.330 | Y=0705.780-0715.100 | 90
P=2044 | X=0280.660-0319.400 | Y=0072.740-0083.980 | Thiện cũ
P=2044 | X=0107.330-0130.430 | Y=0074.620-0083.940 | Trinh
P=2044 | X=0208.150-0263.710 | Y=0074.620-0083.940 | Nguyễn Huệ
P=2044 | X=0107.330-0189.670 | Y=0090.740-0101.980 | Đường liên xã Lộc
P=2044 | X=0280.660-0347.490 | Y=0096.500-0107.740 | Ngã ba cầu Đỏ
P=2044 | X=0092.900-0104.020 | Y=0098.380-0107.700 | 77
P=2044 | X=0208.150-0260.340 | Y=0098.380-0107.700 | Ngã ba mới
P=2044 | X=0407.420-0424.060 | Y=0098.380-0107.700 | 112
P=2044 | X=0461.210-0472.330 | Y=0098.380-0107.700 | 90
P=2044 | X=0107.330-0180.840 | Y=0102.260-0113.500 | Ninh - Lộc Hưng
P=2044 | X=0107.330-0189.670 | Y=0120.290-0131.530 | Đường liên xã Lộc
P=2044 | X=0280.660-0367.670 | Y=0120.290-0131.530 | Ngã ba cuối trường
P=2044 | X=0208.150-0274.990 | Y=0126.050-0137.290 | Ngã ba cầu Đỏ
P=2044 | X=0092.900-0104.020 | Y=0127.930-0137.250 | 78
P=2044 | X=0407.420-0424.060 | Y=0127.930-0137.250 | 112
P=2044 | X=0461.210-0472.330 | Y=0127.930-0137.250 | 90
P=2044 | X=0107.330-0180.840 | Y=0131.810-0143.050 | Ninh - Lộc Hưng
P=2044 | X=0280.660-0307.960 | Y=0133.690-0143.010 | cấp III
P=2044 | X=0107.330-0189.670 | Y=0149.810-0161.050 | Đường liên xã Lộc
P=2044 | X=0208.150-0261.540 | Y=0151.690-0161.010 | Ngã ba cuối
P=2044 | X=0280.660-0368.600 | Y=0151.690-0161.010 | Ranh xã Lộc Khánh
P=2044 | X=0092.900-0104.020 | Y=0157.450-0166.770 | 79
P=2044 | X=0407.420-0424.060 | Y=0157.450-0166.770 | 112
P=2044 | X=0461.210-0472.330 | Y=0157.450-0166.770 | 90
P=2044 | X=0107.330-0180.840 | Y=0161.330-0172.570 | Ninh - Lộc Hưng
P=2044 | X=0208.150-0268.820 | Y=0161.330-0172.570 | trường cấp III
P=2044 | X=0280.660-0291.300 | Y=0161.330-0172.570 | cũ
P=2044 | X=0107.330-0189.670 | Y=0179.330-0190.570 | Đường liên xã Lộc
P=2044 | X=0208.150-0372.430 | Y=0181.210-0190.530 | Ngã ba nhà ông Ngã ba nhà ông Sáu
P=2044 | X=0092.900-0104.020 | Y=0186.970-0196.290 | 80
P=2044 | X=0407.420-0424.060 | Y=0186.970-0196.290 | 112
P=2044 | X=0461.210-0472.330 | Y=0186.970-0196.290 | 90
P=2044 | X=0107.330-0180.840 | Y=0190.850-0202.090 | Ninh - Lộc Hưng
P=2044 | X=0208.150-0224.790 | Y=0192.730-0202.050 | Lân
P=2044 | X=0280.660-0298.020 | Y=0192.730-0202.050 | Thu
P=2044 | X=0107.330-0189.670 | Y=0208.870-0220.110 | Đường liên xã Lộc
P=2044 | X=0208.150-0279.280 | Y=0210.750-0220.070 | Ngã ba nhà ông
P=2044 | X=0280.660-0366.440 | Y=0214.630-0225.870 | Giáp đường liên xã
P=2044 | X=0092.900-0104.020 | Y=0216.510-0225.830 | 81
P=2044 | X=0407.420-0424.060 | Y=0216.510-0225.830 | 112
P=2044 | X=0461.210-0472.330 | Y=0216.510-0225.830 | 90
P=2044 | X=0107.330-0180.840 | Y=0220.390-0231.630 | Ninh - Lộc Hưng
P=2044 | X=0208.150-0246.140 | Y=0222.270-0231.590 | Sáu Thu
P=2044 | X=0107.330-0189.670 | Y=0238.390-0249.630 | Đường liên xã Lộc
P=2044 | X=0208.150-0278.700 | Y=0238.390-0249.630 | Ngã ba cũ (xóm
P=2044 | X=0280.660-0314.610 | Y=0243.910-0255.150 | Cầu Đỏ
P=2044 | X=0092.900-0104.020 | Y=0245.790-0255.110 | 82
P=2044 | X=0407.420-0424.060 | Y=0245.790-0255.110 | 112
P=2044 | X=0461.210-0472.330 | Y=0245.790-0255.110 | 90
P=2044 | X=0107.330-0180.840 | Y=0249.670-0260.910 | Ninh - Lộc Hưng
P=2044 | X=0208.150-0234.790 | Y=0249.670-0260.910 | bưng)
P=2044 | X=0107.330-0189.670 | Y=0267.670-0278.910 | Đường liên xã Lộc
P=2044 | X=0280.660-0370.460 | Y=0267.670-0278.910 | Đến ranh Lộc Ninh -
P=2044 | X=0208.150-0242.110 | Y=0273.430-0284.670 | Cầu Đỏ
P=2044 | X=0092.900-0104.020 | Y=0275.310-0284.630 | 83
P=2044 | X=0407.420-0424.060 | Y=0275.310-0284.630 | 112
P=2044 | X=0461.210-0472.330 | Y=0275.310-0284.630 | 90
P=2044 | X=0107.330-0180.840 | Y=0279.190-0290.430 | Ninh - Lộc Hưng
P=2044 | X=0280.660-0324.670 | Y=0279.190-0290.430 | Lộc Hưng
P=2044 | X=0280.660-0359.960 | Y=0297.220-0308.460 | Nhà văn hóa ấp 3
P=2044 | X=0107.330-0189.670 | Y=0308.740-0319.980 | Đường liên xã Lộc
P=2044 | X=0280.660-0377.130 | Y=0308.740-0319.980 | (Cũ: Ngã ba Hai Thư)
P=2044 | X=0208.150-0279.510 | Y=0314.500-0325.740 | Ngã ba Năm Bé
P=2044 | X=0092.900-0104.020 | Y=0316.380-0325.700 | 84
P=2044 | X=0407.420-0424.060 | Y=0316.380-0325.700 | 112
P=2044 | X=0461.210-0472.330 | Y=0316.380-0325.700 | 90
P=2044 | X=0280.660-0365.960 | Y=0320.260-0331.500 | - Nhà văn hóa ấp 3
P=2044 | X=0107.330-0173.190 | Y=0322.140-0331.460 | Ninh - Lộc Tấn
P=2044 | X=0280.660-0297.800 | Y=0333.660-0342.980 | mới
P=2044 | X=0107.330-0189.670 | Y=0349.780-0361.020 | Đường liên xã Lộc
P=2044 | X=0208.150-0279.060 | Y=0349.780-0361.020 | Nhà văn hóa ấp
P=2044 | X=0092.900-0104.020 | Y=0357.420-0366.740 | 85
P=2044 | X=0280.660-0377.020 | Y=0357.420-0366.740 | Giáp ranh xã Lộc Tấn
P=2044 | X=0407.420-0424.060 | Y=0357.420-0366.740 | 112
P=2044 | X=0461.210-0472.330 | Y=0357.420-0366.740 | 90
P=2044 | X=0107.330-0173.190 | Y=0363.180-0372.500 | Ninh - Lộc Tấn
P=2044 | X=0208.150-0233.690 | Y=0363.180-0372.500 | 3 mới
P=2044 | X=0107.330-0189.670 | Y=0379.320-0390.560 | Đường liên xã Lộc
P=2044 | X=0092.900-0104.020 | Y=0386.960-0396.280 | 86
P=2044 | X=0208.150-0258.420 | Y=0386.960-0396.280 | Toàn tuyến
P=2044 | X=0407.420-0424.060 | Y=0386.960-0396.280 | 112
P=2044 | X=0461.210-0472.330 | Y=0386.960-0396.280 | 90
P=2044 | X=0107.330-0180.840 | Y=0390.840-0402.080 | Ninh - Lộc Hưng
P=2044 | X=0107.330-0262.260 | Y=0408.840-0420.080 | Đường liên thôn Lộc Giáp đường
P=2044 | X=0280.660-0363.630 | Y=0408.840-0420.080 | Thửa đất số 44, tờ
P=2044 | X=0092.900-0104.020 | Y=0416.480-0425.800 | 87
P=2044 | X=0413.180-0424.300 | Y=0416.480-0425.800 | 70
P=2044 | X=0461.210-0472.330 | Y=0416.480-0425.800 | 56
P=2044 | X=0487.150-0498.270 | Y=0416.480-0425.800 | 45
P=2044 | X=0511.150-0522.270 | Y=0416.480-0425.800 | 44
P=2044 | X=0280.660-0343.880 | Y=0420.360-0431.600 | bản đồ số 130
P=2044 | X=0107.330-0190.920 | Y=0422.240-0431.560 | Thái 1 - Lộc Thái 3
P=2044 | X=0208.150-0256.740 | Y=0422.240-0431.560 | Quốc lộ 13
P=2044 | X=0208.150-0278.910 | Y=0438.360-0449.600 | Thửa đất số 44,
P=2044 | X=0107.330-0198.550 | Y=0444.120-0455.360 | Đường liên thôn Lộc
P=2044 | X=0208.150-0264.180 | Y=0449.900-0461.140 | tờ bản đồ số
P=2044 | X=0092.900-0104.020 | Y=0451.780-0461.100 | 88
P=2044 | X=0280.660-0323.730 | Y=0451.780-0461.100 | Hết tuyến
P=2044 | X=0413.180-0424.300 | Y=0451.780-0461.100 | 70
P=2044 | X=0461.210-0472.330 | Y=0451.780-0461.100 | 56
P=2044 | X=0487.150-0498.270 | Y=0451.780-0461.100 | 45
P=2044 | X=0511.150-0522.270 | Y=0451.780-0461.100 | 44
P=2044 | X=0107.330-0190.920 | Y=0457.540-0466.860 | Thái 1 - Lộc Thái 3
P=2044 | X=0208.150-0224.790 | Y=0463.300-0472.620 | 130
P=2044 | X=0107.330-0201.990 | Y=0479.420-0490.660 | Đường tránh Quốc lộ
P=2044 | X=0092.900-0104.020 | Y=0487.060-0496.380 | 89
P=2044 | X=0208.150-0258.420 | Y=0487.060-0496.380 | Toàn tuyến
P=2044 | X=0407.420-0424.060 | Y=0487.060-0496.380 | 112
P=2044 | X=0461.210-0472.330 | Y=0487.060-0496.380 | 90
P=2044 | X=0107.330-0118.450 | Y=0492.820-0502.140 | 13
P=2044 | X=0107.330-0204.640 | Y=0508.940-0520.180 | Các tuyến đường đấu
P=2044 | X=0107.330-0204.880 | Y=0520.220-0531.460 | nối trực tiếp ra đường
P=2044 | X=0280.660-0355.870 | Y=0525.980-0537.220 | Hết đất cây xăng
P=2044 | X=0208.150-0265.590 | Y=0527.860-0537.180 | Giáp ranh xã
P=2044 | X=0092.900-0181.570 | Y=0533.620-0542.940 | 90 Quốc lộ 13 trong
P=2044 | X=0407.420-0424.060 | Y=0533.620-0542.940 | 112
P=2044 | X=0461.210-0472.330 | Y=0533.620-0542.940 | 90
P=2044 | X=0208.150-0252.140 | Y=0537.530-0548.770 | Lộc Hưng
P=2044 | X=0280.660-0316.960 | Y=0539.410-0548.730 | Minh Tú
P=2044 | X=0107.330-0205.530 | Y=0545.170-0554.490 | phạm vi 200m (tính từ
P=2044 | X=0107.330-0136.840 | Y=0556.690-0566.010 | HLLG)
P=2044 | X=0107.330-0204.640 | Y=0572.810-0584.050 | Các tuyến đường đấu
P=2044 | X=0107.330-0204.880 | Y=0584.330-0595.570 | nối trực tiếp ra đường
P=2044 | X=0280.660-0362.600 | Y=0584.330-0595.570 | Hết ranh đất Ngân
P=2044 | X=0208.150-0259.050 | Y=0590.090-0601.330 | Hết đất cây
P=2044 | X=0092.900-0181.570 | Y=0597.730-0607.050 | 91 Quốc lộ 13 trong
P=2044 | X=0280.660-0364.220 | Y=0597.730-0607.050 | hàng Agribank Lộc
P=2044 | X=0407.420-0424.060 | Y=0597.730-0607.050 | 112
P=2044 | X=0461.210-0472.330 | Y=0597.730-0607.050 | 90
P=2044 | X=0208.150-0268.940 | Y=0601.610-0612.850 | xăng Minh Tú
P=2044 | X=0107.330-0205.530 | Y=0609.250-0618.570 | phạm vi 200m (tính từ
P=2044 | X=0280.660-0300.170 | Y=0609.250-0618.570 | Thái
P=2044 | X=0107.330-0136.840 | Y=0620.790-0630.110 | HLLG)
P=2044 | X=0107.330-0204.640 | Y=0636.910-0648.150 | Các tuyến đường đấu
P=2044 | X=0208.150-0263.310 | Y=0642.670-0653.910 | Hết ranh đất
P=2044 | X=0107.330-0204.880 | Y=0648.430-0659.670 | nối trực tiếp ra đường
P=2044 | X=0280.660-0377.010 | Y=0654.190-0665.430 | Hết ranh đất nhà nghỉ
P=2044 | X=0208.150-0256.970 | Y=0656.070-0665.390 | Ngân hàng
P=2044 | X=0092.900-0181.570 | Y=0661.830-0671.150 | 92 Quốc lộ 13 trong
P=2044 | X=0407.420-0424.060 | Y=0661.830-0671.150 | 112
P=2044 | X=0461.210-0472.330 | Y=0661.830-0671.150 | 90
P=2044 | X=0208.150-0266.740 | Y=0667.590-0676.910 | Agribank Lộc
P=2044 | X=0280.660-0338.100 | Y=0667.590-0676.910 | Trung Thành
P=2044 | X=0107.330-0205.530 | Y=0673.350-0682.670 | phạm vi 200m (tính từ
P=2044 | X=0208.150-0227.660 | Y=0679.110-0688.430 | Thái
P=2044 | X=0107.330-0136.840 | Y=0684.630-0693.950 | HLLG)
P=2044 | X=0092.900-0263.310 | Y=0700.770-0712.010 | 93 Các tuyến đường đấu Hết ranh đất
P=2044 | X=0280.660-0376.940 | Y=0702.660-0711.980 | Giáp ranh thị trấn Lộc
P=2044 | X=0407.420-0424.060 | Y=0702.660-0711.980 | 112
P=2044 | X=0461.210-0472.330 | Y=0702.660-0711.980 | 90
P=2045 | X=0107.330-0321.450 | Y=0072.740-0083.980 | nối trực tiếp ra đường nhà nghỉ Trung Ninh (cũ)
P=2045 | X=0107.330-0181.570 | Y=0086.140-0095.460 | Quốc lộ 13 trong
P=2045 | X=0208.150-0236.560 | Y=0086.140-0095.460 | Thành
P=2045 | X=0107.330-0205.530 | Y=0097.660-0106.980 | phạm vi 200m (tính từ
P=2045 | X=0107.330-0136.840 | Y=0109.180-0118.500 | HLLG)
P=2045 | X=0092.900-0348.680 | Y=0125.330-0136.570 | 94 Đường khu 1 - Đoạn 1 Thửa đất số 2 Thửa đất số 18
P=2045 | X=0413.180-0424.300 | Y=0127.210-0136.530 | 70
P=2045 | X=0461.210-0472.330 | Y=0127.210-0136.530 | 56
P=2045 | X=0487.150-0498.270 | Y=0127.210-0136.530 | 45
P=2045 | X=0511.150-0522.270 | Y=0127.210-0136.530 | 44
P=2045 | X=0092.900-0348.680 | Y=0143.330-0154.570 | 95 Đường khu 1 - Đoạn 2 Thửa đất số 3 Thửa đất số 19
P=2045 | X=0413.180-0424.300 | Y=0145.210-0154.530 | 70
P=2045 | X=0461.210-0472.330 | Y=0145.210-0154.530 | 56
P=2045 | X=0487.150-0498.270 | Y=0145.210-0154.530 | 45
P=2045 | X=0511.150-0522.270 | Y=0145.210-0154.530 | 44
P=2045 | X=0092.900-0166.450 | Y=0161.330-0172.570 | 96 Đường khu 2
P=2045 | X=0208.150-0348.680 | Y=0161.330-0172.570 | Thửa đất số 21 Thửa đất số 29
P=2045 | X=0413.180-0424.300 | Y=0163.210-0172.530 | 70
P=2045 | X=0461.210-0472.330 | Y=0163.210-0172.530 | 56
P=2045 | X=0487.150-0498.270 | Y=0163.210-0172.530 | 45
P=2045 | X=0511.150-0522.270 | Y=0163.210-0172.530 | 44
P=2045 | X=0092.900-0166.450 | Y=0179.330-0190.570 | 97 Đường khu 3
P=2045 | X=0208.150-0348.680 | Y=0179.330-0190.570 | Thửa đất số 30 Thửa đất số 43
P=2045 | X=0413.180-0424.300 | Y=0181.210-0190.530 | 70
P=2045 | X=0461.210-0472.330 | Y=0181.210-0190.530 | 56
P=2045 | X=0487.150-0498.270 | Y=0181.210-0190.530 | 45
P=2045 | X=0511.150-0522.270 | Y=0181.210-0190.530 | 44
P=2045 | X=0092.900-0348.680 | Y=0197.330-0208.570 | 98 Đường khu 4 Đoạn 1 Thửa đất số 44 Thửa đất số 69
P=2045 | X=0413.180-0424.300 | Y=0199.210-0208.530 | 70
P=2045 | X=0461.210-0472.330 | Y=0199.210-0208.530 | 56
P=2045 | X=0487.150-0498.270 | Y=0199.210-0208.530 | 45
P=2045 | X=0511.150-0522.270 | Y=0199.210-0208.530 | 44
P=2045 | X=0092.900-0348.680 | Y=0215.350-0226.590 | 99 Đường khu 4 - Đoạn 2 Thửa đất số 45 Thửa đất số 68
P=2045 | X=0413.180-0424.300 | Y=0217.230-0226.550 | 70
P=2045 | X=0461.210-0472.330 | Y=0217.230-0226.550 | 56
P=2045 | X=0487.150-0498.270 | Y=0217.230-0226.550 | 45
P=2045 | X=0511.150-0522.270 | Y=0217.230-0226.550 | 44
P=2045 | X=0090.020-0166.450 | Y=0233.350-0244.590 | 100 Đường khu 5
P=2045 | X=0208.150-0348.680 | Y=0233.350-0244.590 | Thửa đất số 70 Thửa đất số 81
P=2045 | X=0413.180-0424.300 | Y=0235.230-0244.550 | 70
P=2045 | X=0461.210-0472.330 | Y=0235.230-0244.550 | 56
P=2045 | X=0487.150-0498.270 | Y=0235.230-0244.550 | 45
P=2045 | X=0511.150-0522.270 | Y=0235.230-0244.550 | 44
P=2045 | X=0090.020-0166.450 | Y=0251.350-0262.590 | 101 Đường khu 6
P=2045 | X=0208.150-0354.200 | Y=0251.350-0262.590 | Thửa đất số 82 Thửa đất số 106
P=2045 | X=0413.180-0424.300 | Y=0253.230-0262.550 | 70
P=2045 | X=0461.210-0472.330 | Y=0253.230-0262.550 | 56
P=2045 | X=0487.150-0498.270 | Y=0253.230-0262.550 | 45
P=2045 | X=0511.150-0522.270 | Y=0253.230-0262.550 | 44
P=2045 | X=0208.150-0265.620 | Y=0271.230-0280.550 | Giáp ranh thị
P=2045 | X=0107.330-0189.670 | Y=0275.110-0286.350 | Đường liên xã Lộc
P=2045 | X=0090.020-0106.660 | Y=0282.750-0292.070 | 102
P=2045 | X=0208.150-0267.760 | Y=0282.750-0292.070 | trấn Lộc Ninh
P=2045 | X=0280.660-0335.950 | Y=0282.750-0292.070 | Cầu Bù Linh
P=2045 | X=0407.420-0424.060 | Y=0282.750-0292.070 | 105
P=2045 | X=0461.210-0472.330 | Y=0282.750-0292.070 | 84
P=2045 | X=0107.330-0185.890 | Y=0288.540-0297.860 | Ninh - Lộc Quang
P=2045 | X=0208.150-0225.430 | Y=0294.300-0303.620 | (cũ)
P=2045 | X=0280.660-0377.720 | Y=0310.420-0321.660 | Ngã ba đường liên xã
P=2045 | X=0208.150-0267.850 | Y=0315.940-0327.180 | Ngã ba đội 2,
P=2045 | X=0107.330-0189.670 | Y=0321.700-0332.940 | Đường liên xã Lộc
P=2045 | X=0280.660-0373.150 | Y=0321.700-0332.940 | Lộc Ninh - Lộc Hưng
P=2045 | X=0208.150-0265.620 | Y=0327.460-0338.700 | Nông trường
P=2045 | X=0090.020-0106.660 | Y=0329.340-0338.660 | 103
P=2045 | X=0407.420-0424.060 | Y=0329.340-0338.660 | 105
P=2045 | X=0461.210-0472.330 | Y=0329.340-0338.660 | 84
P=2045 | X=0107.330-0180.840 | Y=0333.220-0344.460 | Ninh - Lộc Hưng
P=2045 | X=0280.660-0366.770 | Y=0333.220-0344.460 | tại thửa đất số 802,
P=2045 | X=0208.150-0220.540 | Y=0340.860-0350.180 | VII
P=2045 | X=0280.660-0350.600 | Y=0344.740-0355.980 | tờ bản đồ số 83
P=2045 | X=0208.150-0267.040 | Y=0364.620-0373.940 | Ngã ba Công
P=2045 | X=0280.660-0357.000 | Y=0364.620-0373.940 | Giáp ranh xã Lộc
P=2045 | X=0107.330-0189.670 | Y=0368.520-0379.760 | Đường liên xã Lộc
P=2045 | X=0280.660-0372.460 | Y=0374.280-0385.520 | Hưng tại thửa đất số
P=2045 | X=0090.020-0106.660 | Y=0376.160-0385.480 | 104
P=2045 | X=0208.150-0269.700 | Y=0376.160-0385.480 | an xã tại thửa
P=2045 | X=0407.420-0424.060 | Y=0376.160-0385.480 | 105
P=2045 | X=0461.210-0472.330 | Y=0376.160-0385.480 | 84
P=2045 | X=0107.330-0180.840 | Y=0380.040-0391.280 | Ninh - Lộc Hưng
P=2045 | X=0280.660-0365.240 | Y=0385.800-0397.040 | 352, tờ bản đồ 120
P=2045 | X=0208.150-0270.420 | Y=0387.680-0397.000 | 26 tờ bản 117
P=2045 | X=0208.150-0280.020 | Y=0403.800-0415.040 | Ngã tư đất công
P=2045 | X=0280.660-0374.140 | Y=0411.440-0420.760 | Ngã ba Tam Lang tại
P=2045 | X=0107.330-0189.670 | Y=0415.320-0426.560 | Đường liên xã Lộc
P=2045 | X=0208.150-0261.540 | Y=0417.200-0426.520 | ty cao su tại
P=2045 | X=0280.660-0360.250 | Y=0421.080-0432.320 | thửa đất số 57, tờ
P=2045 | X=0090.020-0106.660 | Y=0422.960-0432.280 | 105
P=2045 | X=0407.420-0424.060 | Y=0422.960-0432.280 | 105
P=2045 | X=0461.210-0472.330 | Y=0422.960-0432.280 | 84
P=2045 | X=0107.330-0180.840 | Y=0426.840-0438.080 | Ninh - Lộc Hưng
P=2045 | X=0208.150-0274.500 | Y=0428.720-0438.040 | thừa 41 tờ bản
P=2045 | X=0280.660-0325.160 | Y=0432.600-0443.840 | bản đồ 83
P=2045 | X=0208.150-0219.270 | Y=0440.240-0449.560 | 78
P=2045 | X=0107.330-0192.550 | Y=0456.380-0467.620 | Đường kè suối Lộc
P=2045 | X=0208.150-0267.300 | Y=0458.260-0467.580 | Cầu chế biến
P=2045 | X=0280.660-0373.150 | Y=0462.140-0473.380 | Cầu đỏ xã Lộc Hưng
P=2045 | X=0090.020-0106.660 | Y=0464.020-0473.340 | 106
P=2045 | X=0407.420-0424.060 | Y=0464.020-0473.340 | 105
P=2045 | X=0461.210-0472.330 | Y=0464.020-0473.340 | 84
P=2045 | X=0107.330-0128.040 | Y=0469.780-0479.100 | Ninh
P=2045 | X=0208.150-0247.810 | Y=0469.780-0479.100 | Lộc Ninh
P=2045 | X=0107.330-0194.790 | Y=0485.900-0497.140 | Đường kè suối Cầu
P=2045 | X=0208.150-0271.100 | Y=0487.780-0497.100 | Cầu mua thôn
P=2045 | X=0280.660-0345.070 | Y=0491.660-0502.900 | Nhà ông Năng
P=2045 | X=0090.020-0106.660 | Y=0493.540-0502.860 | 107
P=2045 | X=0407.420-0424.060 | Y=0493.540-0502.860 | 105
P=2045 | X=0461.210-0472.330 | Y=0493.540-0502.860 | 84
P=2045 | X=0107.330-0126.850 | Y=0499.300-0508.620 | Mua
P=2045 | X=0208.150-0255.010 | Y=0499.300-0508.620 | Lộc Thái 3
P=2045 | X=0107.330-0368.620 | Y=0515.420-0526.660 | Những con đường chưa đặt tên trong khu quy hoạch tại thị
P=2045 | X=0090.020-0354.760 | Y=0526.940-0538.180 | 108 trấn Lộc Ninh (cũ) đã được đầu tư nhựa có độ rộng mặt
P=2045 | X=0407.420-0424.060 | Y=0528.820-0538.140 | 150
P=2045 | X=0455.450-0472.090 | Y=0528.820-0538.140 | 120
P=2045 | X=0107.330-0170.440 | Y=0538.250-0549.490 | đường ≥ 3,5m
P=2045 | X=0107.330-0368.620 | Y=0556.250-0567.490 | Những con đường chưa đặt tên trong khu quy hoạch tại thị
P=2045 | X=0090.020-0364.860 | Y=0567.770-0579.010 | 109 trấn Lộc Ninh (cũ) đã được đầu tư bê tông có độ rộng mặt
P=2045 | X=0407.420-0424.060 | Y=0569.650-0578.970 | 150
P=2045 | X=0455.450-0472.090 | Y=0569.650-0578.970 | 120
P=2045 | X=0107.330-0170.440 | Y=0579.290-0590.530 | đường ≥ 3,5m
P=2045 | X=0107.330-0368.620 | Y=0597.290-0608.530 | Những con đường chưa đặt tên trong khu quy hoạch tại thị
P=2045 | X=0090.020-0377.510 | Y=0608.810-0620.050 | 110 trấn Lộc Ninh (cũ) chưa được đầu tư bê tông vẫn còn đường
P=2045 | X=0407.420-0424.060 | Y=0610.690-0620.010 | 150
P=2045 | X=0455.450-0472.090 | Y=0610.690-0620.010 | 120
P=2045 | X=0107.330-0317.380 | Y=0620.350-0631.590 | đất (hoặc rải sỏi) có độ rộng mặt đường ≥ 3,5m
P=2045 | X=0107.330-0368.620 | Y=0638.350-0649.590 | Những con đường chưa đặt tên trong khu quy hoạch tại thị
P=2045 | X=0090.020-0352.740 | Y=0649.870-0661.110 | 111 trấn Lộc Ninh (cũ) có độ rộng mặt đường < 3,5m không
P=2045 | X=0407.420-0424.060 | Y=0651.750-0661.070 | 150
P=2045 | X=0455.450-0472.090 | Y=0651.750-0661.070 | 120
P=2045 | X=0107.330-0258.740 | Y=0661.390-0672.630 | phân biệt bê tông hoặc đường đất
P=2045 | X=0107.330-0364.760 | Y=0679.390-0690.630 | Các tuyến đường giao thông nông thôn có bề rộng đường
P=2045 | X=0090.020-0106.660 | Y=0687.030-0696.350 | 112
P=2045 | X=0413.180-0424.300 | Y=0687.030-0696.350 | 60
P=2045 | X=0461.210-0472.330 | Y=0687.030-0696.350 | 48
P=2045 | X=0487.150-0498.270 | Y=0687.030-0696.350 | 38
P=2045 | X=0511.150-0522.270 | Y=0687.030-0696.350 | 38
P=2045 | X=0107.330-0272.580 | Y=0690.910-0702.150 | theo bản đồ địa chính từ 3,5m trở lên
P=2046 | X=0090.020-0216.870 | Y=0078.740-0089.980 | 113 Các tuyến đường còn lại
P=2046 | X=0413.180-0424.300 | Y=0080.620-0089.940 | 60
P=2046 | X=0461.210-0472.330 | Y=0080.620-0089.940 | 48
P=2046 | X=0487.150-0498.270 | Y=0080.620-0089.940 | 38
P=2046 | X=0511.150-0522.270 | Y=0080.620-0089.940 | 38
