TABLE=036 | AREA=Xã An Viễn | SECTION=agricultural | SEGMENTS=2
P=1323 | X=0117.170-0403.910 | Y=0683.470-0694.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 777
P=1323 | X=0097.970-0409.670 | Y=0694.750-0705.990 | 30 (đường Trảng Bom - Long Thành) đoạn từ Ngã ba cây xăng Xuân
P=1323 | X=0453.050-0469.690 | Y=0696.630-0705.950 | 500
P=1323 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 450
P=1323 | X=0117.170-0405.830 | Y=0706.290-0717.530 | Dũng đến Giáp ranh phường Tam Phước có hiện trạng là đường
P=1324 | X=0117.170-0220.280 | Y=0072.500-0083.740 | nhựa, bê tông xi măng:
P=1324 | X=0117.170-0348.250 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1324 | X=0117.170-0382.080 | Y=0107.540-0118.780 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1324 | X=0117.170-0403.910 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 777
P=1324 | X=0117.170-0409.650 | Y=0136.850-0148.090 | (đường Trảng Bom - Long Thành) đoạn từ Ngã ba cây xăng Xuân
P=1324 | X=0117.170-0405.830 | Y=0148.370-0159.610 | Dũng đến Giáp ranh phường Tam Phước có hiện trạng là đường
P=1324 | X=0117.170-0220.280 | Y=0159.650-0170.890 | nhựa, bê tông xi măng:
P=1324 | X=0097.970-0348.720 | Y=0176.410-0188.410 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1324 | X=0453.050-0469.690 | Y=0176.410-0185.730 | 400
P=1324 | X=0505.390-0522.030 | Y=0176.410-0185.730 | 350
P=1324 | X=0117.170-0404.060 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1324 | X=0117.170-0178.290 | Y=0206.230-0217.470 | đến ≤1.000m.
P=1324 | X=0117.170-0340.340 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1324 | X=0117.170-0403.910 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 777
P=1324 | X=0117.170-0409.650 | Y=0253.030-0264.270 | (đường Trảng Bom - Long Thành) đoạn từ Ngã ba cây xăng Xuân
P=1324 | X=0117.170-0405.830 | Y=0264.550-0275.790 | Dũng đến Giáp ranh phường Tam Phước có hiện trạng là đường
P=1324 | X=0097.970-0220.280 | Y=0276.070-0287.510 | 32 nhựa, bê tông xi măng:
P=1324 | X=0453.050-0469.690 | Y=0278.190-0287.510 | 290
P=1324 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 250
P=1324 | X=0117.170-0402.980 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1324 | X=0117.170-0340.810 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1324 | X=0117.170-0402.430 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1324 | X=0117.170-0413.750 | Y=0340.420-0351.660 | Đường tỉnh 777 (đường Trảng Bom - Long Thành) đoạn từ Ngã ba
P=1324 | X=0117.170-0405.830 | Y=0351.700-0362.940 | cây xăng Xuân Dũng đến Giáp ranh phường Tam Phước có hiện
P=1324 | X=0097.970-0288.950 | Y=0363.220-0374.660 | 33 trạng là đường nhựa, bê tông xi măng:
P=1324 | X=0453.050-0469.690 | Y=0365.340-0374.660 | 500
P=1324 | X=0505.390-0522.030 | Y=0365.340-0374.660 | 450
P=1324 | X=0117.170-0348.250 | Y=0380.760-0392.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1324 | X=0117.170-0394.360 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1324 | X=0117.170-0402.430 | Y=0416.040-0427.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1324 | X=0117.170-0413.750 | Y=0427.560-0438.800 | Đường tỉnh 777 (đường Trảng Bom - Long Thành) đoạn từ Ngã ba
P=1324 | X=0117.170-0405.830 | Y=0439.080-0450.320 | cây xăng Xuân Dũng đến Giáp ranh phường Tam Phước có hiện
P=1324 | X=0117.170-0288.950 | Y=0450.620-0461.860 | trạng là đường nhựa, bê tông xi măng:
P=1324 | X=0097.970-0348.720 | Y=0467.140-0479.380 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1324 | X=0453.050-0469.690 | Y=0467.140-0476.460 | 400
P=1324 | X=0505.390-0522.030 | Y=0467.140-0476.460 | 350
P=1324 | X=0117.170-0404.060 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1324 | X=0117.170-0178.290 | Y=0497.180-0508.420 | đến ≤1.000m.
P=1324 | X=0117.170-0340.340 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1324 | X=0117.170-0402.430 | Y=0532.220-0543.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1324 | X=0117.170-0413.750 | Y=0543.770-0555.010 | Đường tỉnh 777 (đường Trảng Bom - Long Thành) đoạn từ Ngã ba
P=1324 | X=0117.170-0405.830 | Y=0555.290-0566.530 | cây xăng Xuân Dũng đến Giáp ranh phường Tam Phước có hiện
P=1324 | X=0097.970-0288.950 | Y=0566.810-0578.250 | 35 trạng là đường nhựa, bê tông xi măng:
P=1324 | X=0453.050-0469.690 | Y=0568.930-0578.250 | 290
P=1324 | X=0505.390-0522.030 | Y=0568.930-0578.250 | 250
P=1324 | X=0117.170-0402.980 | Y=0584.330-0595.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1324 | X=0117.170-0340.810 | Y=0601.850-0613.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1324 | X=0117.170-0211.340 | Y=0619.630-0630.870 | Đường vào khu công
P=1324 | X=0315.240-0401.510 | Y=0621.510-0630.830 | Giáp ranh xã Trảng
P=1324 | X=0223.030-0293.230 | Y=0625.390-0636.630 | Đường tỉnh 777
P=1324 | X=0097.970-0109.090 | Y=0627.270-0636.590 | 36
P=1324 | X=0453.050-0469.690 | Y=0627.270-0636.590 | 700
P=1324 | X=0505.390-0522.030 | Y=0627.270-0636.590 | 630
P=1324 | X=0117.170-0200.310 | Y=0631.150-0642.390 | nghiệp Giang Điền
P=1324 | X=0315.240-0335.870 | Y=0633.030-0642.350 | Bom
P=1324 | X=0117.170-0403.430 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=1324 | X=0117.170-0414.200 | Y=0660.430-0671.670 | công nghiệp Giang Điền đoạn từ Đường tỉnh 777 đến Giáp ranh xã
P=1324 | X=0117.170-0376.110 | Y=0671.950-0683.190 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1324 | X=0097.970-0109.090 | Y=0679.830-0689.150 | 37
P=1324 | X=0453.050-0469.690 | Y=0679.830-0689.150 | 480
P=1324 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 430
P=1324 | X=0117.170-0348.260 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1324 | X=0117.170-0382.080 | Y=0706.770-0718.010 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1325 | X=0117.170-0403.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=1325 | X=0117.170-0414.200 | Y=0090.020-0101.260 | công nghiệp Giang Điền đoạn từ Đường tỉnh 777 đến Giáp ranh xã
P=1325 | X=0117.170-0376.110 | Y=0101.540-0112.780 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1325 | X=0097.970-0348.720 | Y=0119.090-0133.170 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1325 | X=0453.050-0469.690 | Y=0123.850-0133.170 | 370
P=1325 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 330
P=1325 | X=0117.170-0404.060 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1325 | X=0117.170-0178.290 | Y=0148.130-0159.370 | đến ≤1.000m.
P=1325 | X=0117.170-0340.340 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1325 | X=0117.170-0403.430 | Y=0183.170-0194.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào khu
P=1325 | X=0117.170-0414.200 | Y=0194.690-0205.930 | công nghiệp Giang Điền đoạn từ Đường tỉnh 777 đến Giáp ranh xã
P=1325 | X=0117.170-0376.110 | Y=0206.230-0217.470 | Trảng Bom có hiện trạng là đường nhựa, bê tông xi măng:
P=1325 | X=0097.970-0109.090 | Y=0214.110-0223.430 | 39
P=1325 | X=0453.050-0469.690 | Y=0214.110-0223.430 | 250
P=1325 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 230
P=1325 | X=0117.170-0402.980 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1325 | X=0117.170-0340.810 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1325 | X=0117.170-0402.430 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1325 | X=0117.170-0406.790 | Y=0270.550-0281.790 | Đường vào khu công nghiệp Giang Điền đoạn từ Đường tỉnh 777
P=1325 | X=0117.170-0393.100 | Y=0282.100-0293.340 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1325 | X=0097.970-0177.330 | Y=0293.620-0305.060 | 40 tông xi măng:
P=1325 | X=0453.050-0469.690 | Y=0295.740-0305.060 | 480
P=1325 | X=0505.390-0522.030 | Y=0295.740-0305.060 | 430
P=1325 | X=0117.170-0348.250 | Y=0311.140-0322.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1325 | X=0117.170-0394.360 | Y=0328.660-0339.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1325 | X=0117.170-0402.430 | Y=0346.420-0357.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1325 | X=0117.170-0406.790 | Y=0357.700-0368.940 | Đường vào khu công nghiệp Giang Điền đoạn từ Đường tỉnh 777
P=1325 | X=0117.170-0393.100 | Y=0369.240-0380.480 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1325 | X=0117.170-0177.330 | Y=0380.760-0392.000 | tông xi măng:
P=1325 | X=0097.970-0348.720 | Y=0397.520-0409.520 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1325 | X=0453.050-0469.690 | Y=0397.520-0406.840 | 370
P=1325 | X=0505.390-0522.030 | Y=0397.520-0406.840 | 330
P=1325 | X=0117.170-0404.060 | Y=0415.800-0427.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1325 | X=0117.170-0178.290 | Y=0427.320-0438.560 | đến ≤1.000m.
P=1325 | X=0117.170-0340.340 | Y=0444.840-0456.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1325 | X=0117.170-0402.430 | Y=0462.620-0473.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1325 | X=0117.170-0406.790 | Y=0474.140-0485.380 | Đường vào khu công nghiệp Giang Điền đoạn từ Đường tỉnh 777
P=1325 | X=0117.170-0393.100 | Y=0485.660-0496.900 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1325 | X=0097.970-0177.330 | Y=0497.180-0508.620 | 42 tông xi măng:
P=1325 | X=0453.050-0469.690 | Y=0499.300-0508.620 | 250
P=1325 | X=0505.390-0522.030 | Y=0499.300-0508.620 | 230
P=1325 | X=0117.170-0402.980 | Y=0514.460-0525.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1325 | X=0117.170-0340.810 | Y=0531.980-0543.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1325 | X=0223.030-0402.700 | Y=0549.770-0561.010 | Đường vào khu công nghiệp Giang Điền
P=1325 | X=0097.970-0199.590 | Y=0555.530-0566.770 | 43 Đường ấp 5 - ấp 6
P=1325 | X=0453.050-0469.690 | Y=0557.410-0566.730 | 670
P=1325 | X=0505.390-0522.030 | Y=0557.410-0566.730 | 600
P=1325 | X=0223.030-0299.850 | Y=0563.170-0572.490 | về hai phía 500m
P=1325 | X=0117.170-0407.980 | Y=0579.050-0590.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1325 | X=0117.170-0394.290 | Y=0590.570-0601.810 | 6 đoạn từ Đường vào khu công nghiệp Giang Điền về hai phía
P=1325 | X=0117.170-0351.850 | Y=0602.090-0613.330 | 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1325 | X=0097.970-0109.090 | Y=0609.970-0619.290 | 44
P=1325 | X=0453.050-0469.690 | Y=0609.970-0619.290 | 450
P=1325 | X=0505.390-0522.030 | Y=0609.970-0619.290 | 410
P=1325 | X=0117.170-0348.260 | Y=0619.630-0630.870 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1325 | X=0117.170-0382.080 | Y=0637.150-0648.390 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1325 | X=0117.170-0407.980 | Y=0654.910-0666.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1325 | X=0117.170-0394.290 | Y=0666.430-0677.670 | 6 đoạn từ Đường vào khu công nghiệp Giang Điền về hai phía
P=1325 | X=0097.970-0351.880 | Y=0676.950-0689.190 | 45 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1325 | X=0453.050-0469.690 | Y=0676.950-0686.270 | 350
P=1325 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 310
P=1325 | X=0117.170-0348.720 | Y=0695.470-0706.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1326 | X=0117.170-0404.060 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1326 | X=0117.170-0178.290 | Y=0090.020-0101.260 | đến ≤1.000m.
P=1326 | X=0117.170-0340.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1326 | X=0117.170-0407.980 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1326 | X=0117.170-0394.290 | Y=0136.850-0148.090 | 6 đoạn từ Đường vào khu công nghiệp Giang Điền về hai phía
P=1326 | X=0117.170-0351.850 | Y=0148.370-0159.610 | 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1326 | X=0097.970-0109.090 | Y=0156.250-0165.570 | 46
P=1326 | X=0453.050-0469.690 | Y=0156.250-0165.570 | 230
P=1326 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 220
P=1326 | X=0117.170-0402.980 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1326 | X=0117.170-0340.810 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1326 | X=0117.170-0388.990 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp thông ra
P=1326 | X=0117.170-0395.740 | Y=0212.470-0223.710 | Đường ấp 5 - ấp 6 đoạn từ Đường vào khu công nghiệp Giang
P=1326 | X=0117.170-0396.190 | Y=0223.990-0235.230 | Điền về hai phía 500m có hiện trạng là đường nhựa, bê tông xi
P=1326 | X=0097.970-0145.170 | Y=0235.510-0246.950 | 47 măng:
P=1326 | X=0453.050-0469.690 | Y=0237.630-0246.950 | 450
P=1326 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 410
P=1326 | X=0117.170-0348.250 | Y=0253.030-0264.270 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1326 | X=0117.170-0394.380 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1326 | X=0117.170-0388.990 | Y=0288.340-0299.580 | Các tuyến đường giao thông không đấu nối trực tiếp thông ra
P=1326 | X=0117.170-0395.740 | Y=0299.860-0311.100 | Đường ấp 5 - ấp 6 đoạn từ Đường vào khu công nghiệp Giang
P=1326 | X=0117.170-0396.190 | Y=0311.380-0322.620 | Điền về hai phía 500m có hiện trạng là đường nhựa, bê tông xi
P=1326 | X=0117.170-0145.170 | Y=0322.900-0334.140 | măng:
P=1326 | X=0097.970-0348.720 | Y=0339.420-0351.660 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1326 | X=0453.050-0469.690 | Y=0339.420-0348.740 | 350
P=1326 | X=0505.390-0522.030 | Y=0339.420-0348.740 | 310
P=1326 | X=0117.170-0404.060 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1326 | X=0117.170-0178.290 | Y=0369.240-0380.480 | đến ≤1.000m.
P=1326 | X=0117.170-0340.340 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1326 | X=0117.170-0409.660 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp ra Đường ấp
P=1326 | X=0117.170-0400.310 | Y=0416.040-0427.280 | 5 - ấp 6 đoạn từ Đường vào khu công nghiệp Giang Điền về hai
P=1326 | X=0117.170-0373.930 | Y=0427.560-0438.800 | phía 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1326 | X=0097.970-0109.090 | Y=0435.440-0444.760 | 49
P=1326 | X=0453.050-0469.690 | Y=0435.440-0444.760 | 230
P=1326 | X=0505.390-0522.030 | Y=0435.440-0444.760 | 220
P=1326 | X=0117.170-0402.980 | Y=0445.080-0456.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1326 | X=0117.170-0340.810 | Y=0462.620-0473.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1326 | X=0315.240-0408.410 | Y=0482.260-0491.580 | Giáp sông Buông trừ
P=1326 | X=0315.240-0401.750 | Y=0491.900-0503.140 | đoạn từ đường vào
P=1326 | X=0097.970-0199.590 | Y=0503.420-0514.660 | 50 Đường ấp 5 - ấp 6
P=1326 | X=0223.030-0388.780 | Y=0503.420-0514.660 | Đường Mai Chí Thọ khu công nghiệp
P=1326 | X=0453.050-0469.690 | Y=0505.300-0514.620 | 670
P=1326 | X=0505.390-0522.030 | Y=0505.300-0514.620 | 600
P=1326 | X=0315.240-0394.780 | Y=0514.940-0526.180 | Giang Điền về hai
P=1326 | X=0315.240-0362.530 | Y=0528.100-0537.420 | phía 500m
P=1326 | X=0117.170-0407.980 | Y=0544.010-0555.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1326 | X=0117.170-0404.330 | Y=0555.530-0566.770 | 6 đoạn từ Đường Mai Chí Thọ đến Giáp sông Buông trừ đoạn từ
P=1326 | X=0117.170-0409.660 | Y=0567.050-0578.290 | đường vào khu công nghiệp Giang Điền về hai phía 500m có hiện
P=1326 | X=0097.970-0288.990 | Y=0578.570-0590.010 | 51 trạng là đường nhựa, bê tông xi măng:
P=1326 | X=0453.050-0469.690 | Y=0580.690-0590.010 | 450
P=1326 | X=0505.390-0522.030 | Y=0580.690-0590.010 | 410
P=1326 | X=0117.170-0348.250 | Y=0596.090-0607.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1326 | X=0117.170-0394.360 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1326 | X=0117.170-0407.980 | Y=0631.390-0642.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1326 | X=0117.170-0404.320 | Y=0642.910-0654.150 | 6 đoạn từ Đường Mai Chí Thọ đến Giáp sông Buông trừ đoạn từ
P=1326 | X=0117.170-0409.660 | Y=0654.430-0665.670 | đường vào khu công nghiệp Giang Điền về hai phía 500m có hiện
P=1326 | X=0097.970-0288.950 | Y=0665.950-0677.390 | 52 trạng là đường nhựa, bê tông xi măng:
P=1326 | X=0453.050-0469.690 | Y=0668.070-0677.390 | 350
P=1326 | X=0505.390-0522.030 | Y=0668.070-0677.390 | 310
P=1326 | X=0117.170-0348.720 | Y=0683.470-0694.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1326 | X=0117.170-0404.060 | Y=0700.770-0712.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1327 | X=0117.170-0178.290 | Y=0072.500-0083.740 | đến ≤1.000m.
P=1327 | X=0117.170-0340.340 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1327 | X=0117.170-0407.980 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5 - ấp
P=1327 | X=0117.170-0404.330 | Y=0119.330-0130.570 | 6 đoạn từ Đường Mai Chí Thọ đến Giáp sông Buông trừ đoạn từ
P=1327 | X=0117.170-0409.660 | Y=0130.850-0142.090 | đường vào khu công nghiệp Giang Điền về hai phía 500m có hiện
