TABLE=027 | AREA=Xã Xuân Bắc | SECTION=agricultural | SEGMENTS=1
P=0961 | X=0111.170-0152.850 | Y=0270.790-0282.030 | ≤1.000m.
P=0961 | X=0111.170-0334.340 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0961 | X=0111.170-0419.020 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường NaGoa đoạn
P=0961 | X=0111.170-0398.130 | Y=0317.620-0328.860 | từ Ngã ba đường 101 đến Đường vào Thác Trời có hiện trạng là
P=0961 | X=0111.170-0246.940 | Y=0329.140-0340.380 | đường nhựa, bê tông xi măng:
P=0961 | X=0092.180-0108.820 | Y=0337.020-0346.340 | 179
P=0961 | X=0463.850-0474.970 | Y=0337.020-0346.340 | 70
P=0961 | X=0511.150-0522.270 | Y=0337.020-0346.340 | 40
P=0961 | X=0111.170-0396.980 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0961 | X=0111.170-0334.810 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0961 | X=0111.170-0396.430 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0961 | X=0111.170-0420.460 | Y=0393.240-0404.480 | Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=0961 | X=0111.170-0318.020 | Y=0404.760-0416.000 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0092.180-0108.820 | Y=0412.640-0421.960 | 180
P=0961 | X=0458.090-0474.730 | Y=0412.640-0421.960 | 140
P=0961 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 110
P=0961 | X=0111.170-0342.250 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0961 | X=0111.170-0388.360 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0961 | X=0111.170-0396.430 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0961 | X=0111.170-0420.460 | Y=0469.100-0480.340 | Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=0961 | X=0111.170-0318.020 | Y=0480.620-0491.860 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0092.180-0342.720 | Y=0498.140-0512.220 | 181 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0961 | X=0458.090-0474.730 | Y=0502.900-0512.220 | 110
P=0961 | X=0511.150-0522.270 | Y=0502.900-0512.220 | 70
P=0961 | X=0111.170-0417.590 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0961 | X=0111.170-0152.850 | Y=0527.180-0538.420 | ≤1.000m.
P=0961 | X=0111.170-0334.360 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0961 | X=0111.170-0396.430 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0961 | X=0111.170-0420.460 | Y=0573.770-0585.010 | Đường NaGoa đoạn từ Ngã ba đường 101 đến Đường vào Thác Trời
P=0961 | X=0111.170-0318.020 | Y=0585.290-0596.530 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0961 | X=0092.180-0108.820 | Y=0593.170-0602.490 | 182
P=0961 | X=0463.850-0474.970 | Y=0593.170-0602.490 | 70
P=0961 | X=0511.150-0522.270 | Y=0593.170-0602.490 | 40
P=0961 | X=0111.170-0396.980 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0961 | X=0111.170-0334.810 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
