TABLE=034 | AREA=Xã Xuân Đông | SECTION=agricultural | SEGMENTS=1
P=1178 | X=0115.970-0435.610 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1178 | X=0115.970-0435.580 | Y=0602.810-0614.050 | Hùng Vương đoạn từ Đường Nguyễn Hoàng đến Đường Ngô Quyền có
P=1178 | X=0115.970-0309.580 | Y=0614.330-0625.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1178 | X=0094.580-0111.220 | Y=0622.230-0631.550 | 313
P=1178 | X=0466.010-0482.650 | Y=0622.230-0631.550 | 550
P=1178 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 530
P=1178 | X=0115.970-0338.880 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1178 | X=0115.970-0393.160 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1178 | X=0115.970-0435.610 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1178 | X=0115.970-0435.580 | Y=0678.670-0689.910 | Hùng Vương đoạn từ Đường Nguyễn Hoàng đến Đường Ngô Quyền có
P=1178 | X=0094.580-0309.580 | Y=0689.190-0701.430 | 314 hiện trạng là đường nhựa, bê tông xi măng:
P=1178 | X=0466.010-0482.650 | Y=0689.190-0698.510 | 440
P=1178 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 420
P=1178 | X=0115.970-0339.140 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1179 | X=0115.970-0422.390 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1179 | X=0115.970-0149.490 | Y=0090.020-0101.260 | ≤600m.
P=1179 | X=0115.970-0339.140 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1179 | X=0115.970-0435.610 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1179 | X=0115.970-0435.580 | Y=0136.850-0148.090 | Hùng Vương đoạn từ Đường Nguyễn Hoàng đến Đường Ngô Quyền có
P=1179 | X=0115.970-0309.580 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1179 | X=0094.580-0111.220 | Y=0156.250-0165.570 | 315
P=1179 | X=0466.010-0482.650 | Y=0156.250-0165.570 | 320
P=1179 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 310
P=1179 | X=0115.970-0393.410 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1179 | X=0115.970-0342.260 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1179 | X=0094.580-0208.220 | Y=0200.950-0212.190 | 316 Đường Hùng Vương
P=1179 | X=0254.500-0391.900 | Y=0200.950-0212.190 | Đường Ngô Quyền Đường D6
P=1179 | X=0466.010-0482.650 | Y=0202.830-0212.150 | 780
P=1179 | X=0505.390-0522.030 | Y=0202.830-0212.150 | 710
P=1179 | X=0115.970-0425.000 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=1179 | X=0115.970-0440.500 | Y=0230.230-0241.470 | đoạn từ Đường Ngô Quyền đến Đường D6 có hiện trạng là đường nhựa,
P=1179 | X=0115.970-0190.050 | Y=0241.750-0252.990 | bê tông xi măng:
P=1179 | X=0094.580-0111.220 | Y=0249.630-0258.950 | 317
P=1179 | X=0466.010-0482.650 | Y=0249.630-0258.950 | 550
P=1179 | X=0505.390-0522.030 | Y=0249.630-0258.950 | 530
P=1179 | X=0115.970-0338.880 | Y=0259.270-0270.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1179 | X=0115.970-0393.160 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1179 | X=0115.970-0425.000 | Y=0294.580-0305.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=1179 | X=0115.970-0440.500 | Y=0306.100-0317.340 | đoạn từ Đường Ngô Quyền đến Đường D6 có hiện trạng là đường nhựa,
P=1179 | X=0115.970-0190.050 | Y=0317.620-0328.860 | bê tông xi măng:
P=1179 | X=0094.580-0339.140 | Y=0335.140-0349.220 | 318 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1179 | X=0466.010-0482.650 | Y=0339.900-0349.220 | 440
P=1179 | X=0505.390-0522.030 | Y=0339.900-0349.220 | 420
P=1179 | X=0115.970-0422.390 | Y=0352.660-0363.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1179 | X=0115.970-0149.490 | Y=0363.940-0375.180 | ≤600m.
P=1179 | X=0115.970-0339.140 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1179 | X=0115.970-0425.000 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hùng Vương
P=1179 | X=0115.970-0440.500 | Y=0410.760-0422.000 | đoạn từ Đường Ngô Quyền đến Đường D6 có hiện trạng là đường nhựa,
P=1179 | X=0115.970-0190.050 | Y=0422.280-0433.520 | bê tông xi măng:
P=1179 | X=0094.580-0111.220 | Y=0430.160-0439.480 | 319
P=1179 | X=0466.010-0482.650 | Y=0430.160-0439.480 | 320
P=1179 | X=0505.390-0522.030 | Y=0430.160-0439.480 | 310
P=1179 | X=0115.970-0393.400 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1179 | X=0115.970-0339.610 | Y=0457.340-0468.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1179 | X=0115.970-0435.610 | Y=0475.100-0486.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1179 | X=0115.970-0439.650 | Y=0486.620-0497.860 | Hùng Vương đoạn từ Đường Ngô Quyền đến Đường D6 có hiện trạng là
P=1179 | X=0115.970-0251.740 | Y=0498.140-0509.380 | đường nhựa, bê tông xi măng:
P=1179 | X=0094.580-0111.220 | Y=0506.020-0515.340 | 320
P=1179 | X=0466.010-0482.650 | Y=0506.020-0515.340 | 550
P=1179 | X=0505.390-0522.030 | Y=0506.020-0515.340 | 530
P=1179 | X=0115.970-0338.880 | Y=0515.660-0526.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1179 | X=0115.970-0393.160 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1179 | X=0115.970-0435.610 | Y=0550.970-0562.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1179 | X=0115.970-0439.650 | Y=0562.250-0573.490 | Hùng Vương đoạn từ Đường Ngô Quyền đến Đường D6 có hiện trạng là
P=1179 | X=0115.970-0251.740 | Y=0573.770-0585.010 | đường nhựa, bê tông xi măng:
P=1179 | X=0094.580-0339.140 | Y=0591.290-0605.610 | 321 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1179 | X=0466.010-0482.650 | Y=0596.290-0605.610 | 440
P=1179 | X=0505.390-0522.030 | Y=0596.290-0605.610 | 420
P=1179 | X=0115.970-0422.390 | Y=0608.810-0620.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1179 | X=0115.970-0149.490 | Y=0620.350-0631.590 | ≤600m.
P=1179 | X=0115.970-0339.140 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1179 | X=0115.970-0435.610 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1179 | X=0115.970-0439.650 | Y=0667.150-0678.390 | Hùng Vương đoạn từ Đường Ngô Quyền đến Đường D6 có hiện trạng là
P=1179 | X=0094.580-0251.740 | Y=0677.670-0689.910 | 322 đường nhựa, bê tông xi măng:
P=1179 | X=0466.010-0482.650 | Y=0677.670-0686.990 | 320
P=1179 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 310
P=1179 | X=0115.970-0393.400 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1180 | X=0115.970-0342.260 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1180 | X=0115.970-0433.910 | Y=0096.260-0107.500 | Đường Nguyễn Huệ (đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô
P=1180 | X=0094.580-0405.560 | Y=0107.780-0119.020 | 323 Quyền và đoạn từ Đường Nguyễn Hoàng đến Đường Nguyễn Tri
P=1180 | X=0466.010-0482.650 | Y=0109.660-0118.980 | 780
P=1180 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 710
P=1180 | X=0115.970-0156.040 | Y=0119.330-0130.570 | Phương)
P=1180 | X=0115.970-0422.630 | Y=0137.090-0148.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Huệ
P=1180 | X=0115.970-0424.010 | Y=0148.610-0159.850 | (đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền và đoạn từ
P=1180 | X=0115.970-0436.780 | Y=0160.130-0171.370 | Đường Nguyễn Hoàng đến Đường Nguyễn Tri Phương) có hiện trạng là
P=1180 | X=0094.580-0251.740 | Y=0171.410-0182.850 | 324 đường nhựa, bê tông xi măng:
P=1180 | X=0466.010-0482.650 | Y=0173.530-0182.850 | 550
P=1180 | X=0505.390-0522.030 | Y=0173.530-0182.850 | 530
P=1180 | X=0115.970-0338.880 | Y=0188.930-0200.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1180 | X=0115.970-0393.160 | Y=0206.470-0217.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1180 | X=0115.970-0422.630 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Huệ
P=1180 | X=0115.970-0424.010 | Y=0235.750-0246.990 | (đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền và đoạn từ
P=1180 | X=0115.970-0436.820 | Y=0247.270-0258.510 | Đường Nguyễn Hoàng đến Đường Nguyễn Tri Phương) có hiện trạng là
P=1180 | X=0115.970-0251.740 | Y=0258.790-0270.030 | đường nhựa, bê tông xi măng:
P=1180 | X=0094.580-0339.140 | Y=0275.310-0287.550 | 325 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1180 | X=0466.010-0482.650 | Y=0275.310-0284.630 | 440
P=1180 | X=0505.390-0522.030 | Y=0275.310-0284.630 | 420
P=1180 | X=0115.970-0422.390 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1180 | X=0115.970-0149.490 | Y=0305.380-0316.620 | ≤600m.
P=1180 | X=0115.970-0339.140 | Y=0322.900-0334.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1180 | X=0115.970-0422.630 | Y=0340.660-0351.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Huệ
P=1180 | X=0115.970-0424.010 | Y=0351.940-0363.180 | (đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền và đoạn từ
P=1180 | X=0115.970-0436.780 | Y=0363.460-0374.700 | Đường Nguyễn Hoàng đến Đường Nguyễn Tri Phương) có hiện trạng là
P=1180 | X=0094.580-0251.740 | Y=0375.000-0386.440 | 326 đường nhựa, bê tông xi măng:
P=1180 | X=0466.010-0482.650 | Y=0377.120-0386.440 | 320
P=1180 | X=0505.390-0522.030 | Y=0377.120-0386.440 | 310
P=1180 | X=0115.970-0393.400 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1180 | X=0115.970-0339.610 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1180 | X=0115.970-0435.610 | Y=0427.800-0439.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1180 | X=0115.970-0432.020 | Y=0439.320-0450.560 | Nguyễn Huệ (đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền
P=1180 | X=0115.970-0429.540 | Y=0450.860-0462.100 | và đoạn từ Đường Nguyễn Hoàng đến Đường Nguyễn Tri Phương) có
P=1180 | X=0094.580-0309.620 | Y=0462.380-0473.820 | 327 hiện trạng là đường nhựa, bê tông xi măng:
P=1180 | X=0466.010-0482.650 | Y=0464.500-0473.820 | 550
P=1180 | X=0505.390-0522.030 | Y=0464.500-0473.820 | 530
P=1180 | X=0115.970-0338.880 | Y=0479.900-0491.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1180 | X=0115.970-0393.160 | Y=0497.420-0508.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1180 | X=0115.970-0435.610 | Y=0515.180-0526.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1180 | X=0115.970-0432.010 | Y=0526.460-0537.700 | Nguyễn Huệ (đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền
P=1180 | X=0115.970-0429.540 | Y=0538.010-0549.250 | và đoạn từ Đường Nguyễn Hoàng đến Đường Nguyễn Tri Phương) có
P=1180 | X=0115.970-0309.580 | Y=0549.530-0560.770 | hiện trạng là đường nhựa, bê tông xi măng:
P=1180 | X=0094.580-0339.140 | Y=0566.290-0578.290 | 328 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1180 | X=0466.010-0482.650 | Y=0566.290-0575.610 | 440
P=1180 | X=0505.390-0522.030 | Y=0566.290-0575.610 | 420
P=1180 | X=0115.970-0422.390 | Y=0584.570-0595.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1180 | X=0115.970-0149.490 | Y=0596.090-0607.330 | ≤600m.
P=1180 | X=0115.970-0339.140 | Y=0613.610-0624.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1180 | X=0115.970-0435.610 | Y=0631.390-0642.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1180 | X=0115.970-0432.020 | Y=0642.910-0654.150 | Nguyễn Huệ (đoạn từ Đường Đinh Tiên Hoàng đến Đường Ngô Quyền
P=1180 | X=0115.970-0429.540 | Y=0654.430-0665.670 | và đoạn từ Đường Nguyễn Hoàng đến Đường Nguyễn Tri Phương) có
P=1180 | X=0094.580-0309.620 | Y=0665.950-0677.390 | 329 hiện trạng là đường nhựa, bê tông xi măng:
P=1180 | X=0466.010-0482.650 | Y=0668.070-0677.390 | 320
P=1180 | X=0505.390-0522.030 | Y=0668.070-0677.390 | 310
P=1180 | X=0115.970-0393.400 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1180 | X=0115.970-0342.260 | Y=0700.770-0712.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1181 | X=0254.500-0312.910 | Y=0078.500-0089.740 | Đường Hùng
P=1181 | X=0344.520-0413.500 | Y=0078.500-0089.740 | Đường Nguyễn
P=1181 | X=0094.580-0192.390 | Y=0084.260-0095.500 | 330 Đường tổ 8, ấp 2
P=1181 | X=0466.010-0482.650 | Y=0086.140-0095.460 | 780
P=1181 | X=0505.390-0522.030 | Y=0086.140-0095.460 | 710
P=1181 | X=0254.500-0285.780 | Y=0090.020-0101.260 | Vương
P=1181 | X=0344.520-0373.900 | Y=0091.900-0101.220 | Hoàng
P=1181 | X=0115.970-0433.930 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 8, ấp 2 đoạn
P=1181 | X=0115.970-0415.180 | Y=0119.330-0130.570 | từ Đường Hùng Vương đến Đường Nguyễn Hoàng có hiện trạng là
P=1181 | X=0115.970-0251.740 | Y=0130.850-0142.090 | đường nhựa, bê tông xi măng:
P=1181 | X=0094.580-0111.220 | Y=0138.730-0148.050 | 331
P=1181 | X=0466.010-0482.650 | Y=0138.730-0148.050 | 550
P=1181 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 530
P=1181 | X=0115.970-0338.880 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1181 | X=0115.970-0393.160 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1181 | X=0115.970-0433.930 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 8, ấp 2 đoạn
P=1181 | X=0115.970-0415.180 | Y=0194.930-0206.170 | từ Đường Hùng Vương đến Đường Nguyễn Hoàng có hiện trạng là
P=1181 | X=0115.970-0251.740 | Y=0206.470-0217.710 | đường nhựa, bê tông xi măng:
P=1181 | X=0094.580-0339.140 | Y=0223.990-0238.310 | 332 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1181 | X=0466.010-0482.650 | Y=0228.990-0238.310 | 440
P=1181 | X=0505.390-0522.030 | Y=0228.990-0238.310 | 420
P=1181 | X=0115.970-0422.390 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1181 | X=0115.970-0149.490 | Y=0253.030-0264.270 | ≤600m.
P=1181 | X=0115.970-0339.140 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1181 | X=0115.970-0433.930 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 8, ấp 2 đoạn
P=1181 | X=0115.970-0415.180 | Y=0299.860-0311.100 | từ Đường Hùng Vương đến Đường Nguyễn Hoàng có hiện trạng là
P=1181 | X=0115.970-0251.740 | Y=0311.380-0322.620 | đường nhựa, bê tông xi măng:
P=1181 | X=0094.580-0111.220 | Y=0319.260-0328.580 | 333
P=1181 | X=0466.010-0482.650 | Y=0319.260-0328.580 | 320
P=1181 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 310
P=1181 | X=0115.970-0393.420 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1181 | X=0115.970-0339.610 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1181 | X=0115.970-0435.610 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1181 | X=0115.970-0426.460 | Y=0375.480-0386.720 | tổ 8, ấp 2 đoạn từ Đường Hùng Vương đến Đường Nguyễn Hoàng có
P=1181 | X=0115.970-0309.580 | Y=0387.000-0398.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=1181 | X=0094.580-0111.220 | Y=0394.880-0404.200 | 334
P=1181 | X=0466.010-0482.650 | Y=0394.880-0404.200 | 550
P=1181 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 530
P=1181 | X=0115.970-0338.880 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1181 | X=0115.970-0393.160 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1181 | X=0115.970-0435.610 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1181 | X=0115.970-0426.460 | Y=0451.340-0462.580 | tổ 8, ấp 2 đoạn từ Đường Hùng Vương đến Đường Nguyễn Hoàng có
P=1181 | X=0115.970-0309.580 | Y=0462.860-0474.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=1181 | X=0094.580-0339.140 | Y=0480.380-0494.460 | 335 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1181 | X=0466.010-0482.650 | Y=0485.140-0494.460 | 440
P=1181 | X=0505.390-0522.030 | Y=0485.140-0494.460 | 420
P=1181 | X=0115.970-0422.390 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1181 | X=0115.970-0149.490 | Y=0509.420-0520.660 | ≤600m.
P=1181 | X=0115.970-0339.140 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1181 | X=0115.970-0435.620 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1181 | X=0115.970-0426.460 | Y=0556.010-0567.250 | tổ 8, ấp 2 đoạn từ Đường Hùng Vương đến Đường Nguyễn Hoàng có
P=1181 | X=0115.970-0309.580 | Y=0567.530-0578.770 | hiện trạng là đường nhựa, bê tông xi măng:
P=1181 | X=0094.580-0111.220 | Y=0575.410-0584.730 | 336
P=1181 | X=0466.010-0482.650 | Y=0575.410-0584.730 | 320
P=1181 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 310
P=1181 | X=0115.970-0393.400 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1181 | X=0115.970-0342.260 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông > 200m.
